Jun 18 19:58:07 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 18 19:58:07 ubuntu dstat.sh[65339]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 18 19:58:07 ubuntu dstat.sh[65339]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 18 20:02:23 ubuntu dstat.sh[65339]: 18-06 20:02:23| 18   3  78   0   0|3053M  153M  162M 4382M|  10k 7203B|  36k    0 |3.00     0 |1968  1641 |2.23 1.71 0.95|1.0   0   0|   0     0 |           | 14   98    1   30    0
Jun 18 20:02:24 ubuntu dstat.sh[65339]: 18-06 20:02:24| 21   4  74   0   0|3022M  184M  162M 4382M|  21k   18k|  20k 8838k|5.01   500 |2837  2491 |2.23 1.71 0.95|1.0   0  27|   0     0 |           | 14   99    1   30    0
Jun 18 20:02:25 ubuntu dstat.sh[65339]: 18-06 20:02:25| 22   6  71   0   0|3092M  179M  162M 4319M|3971B 1239B|4085B 7563k|1.00   341 |2409  1698 |2.23 1.71 0.95|1.0   0  37|   0     0 |           | 14  101    1   30    0
Jun 18 20:02:26 ubuntu dstat.sh[65339]: 18-06 20:02:26| 18   2  78   0   0|3102M  169M  162M 4319M|  11k 7989B|4091B  336k|1.00  32.0 |2500  2662 |2.13 1.70 0.95|2.0   0 1.0|   0     0 |           | 14  106    1   30    0
Jun 18 20:02:27 ubuntu dstat.sh[65339]: 18-06 20:02:27| 26   5  66   1   0|3106M  164M  163M 4319M|4536B 1513B|  20k 2042k|2.00   231 |5156  7368 |2.13 1.70 0.95|4.0   0 4.0|   0     0 |           | 14  111    1   30    0
Jun 18 20:02:28 ubuntu dstat.sh[65339]: 18-06 20:02:28| 24   9  67   1   0|3051M  219M  163M 4319M|5399B 2655B|  20k 1216k|2.00   123 |4713  5511 |2.13 1.70 0.95|2.0   0 112|   0     0 |           | 14  112    1   31    0
Jun 18 20:02:29 ubuntu dstat.sh[65339]: 18-06 20:02:29| 36   7  57   0   0|3200M  134M  163M 4257M|6170B 3586B|8193B  588k|2.00  48.0 |3260  2652 |2.13 1.70 0.95|1.0   0 5.0|   0     0 |           | 14  119    1   31    0
Jun 18 20:02:30 ubuntu dstat.sh[65339]: 18-06 20:02:30| 18   2  79   1   0|3198M  136M  163M 4257M|  11k 7994B|  64k 2004k|4.01   113 |2638  3158 |2.13 1.70 0.95|3.0   0 1.0|   0     0 |           | 14  119    1   31    0
Jun 18 20:02:31 ubuntu dstat.sh[65339]: 18-06 20:02:31| 33   9  57   1   0|3181M  216M  163M 4196M|6030B 2925B|   0  1933k|   0   166 |5967  7314 |2.04 1.69 0.95|2.0   0  77|   0     0 |           | 14  122    1   32    0
Jun 18 20:02:32 ubuntu dstat.sh[65339]: 18-06 20:02:32| 43   9  47   0   0|3263M  194M  163M 4137M|4740B 1619B|8189B  424k|2.00  25.0 |3080  1798 |2.04 1.69 0.95|2.0   0  26|   0     0 |           | 14  122    1   26    0
Jun 18 20:02:33 ubuntu dstat.sh[65339]: 18-06 20:02:33| 28   6  66   0   0|3267M  190M  163M 4137M|  28k   24k|   0  1706k|   0  95.1 |3044  2386 |2.04 1.69 0.95|2.0   0  49|   0     0 |           | 14  122    1   27    0
Jun 18 20:02:34 ubuntu dstat.sh[65339]: 18-06 20:02:34| 21   4  73   0   0|3290M  167M  163M 4137M|4664B 1614B|8164B  116k|1.99  13.0 |1924  1439 |2.04 1.69 0.95|1.0   0 6.0|   0     0 |           | 14  122    1   27    0
Jun 18 20:02:35 ubuntu dstat.sh[65339]: 18-06 20:02:35| 17   4  79   0   0|3272M  185M  163M 4137M|  28k   24k|   0     0 |   0     0 |2295  1777 |2.04 1.69 0.95|3.0   0  39|   0     0 |           | 14  122    1   28    0
Jun 18 20:02:36 ubuntu dstat.sh[65339]: 18-06 20:02:36| 22   3  74   0   0|3282M  175M  163M 4137M|4537B 1239B|   0    52k|   0  4.99 |1922  1382 |1.96 1.68 0.95|1.0   0  12|   0     0 |           | 14  122    1   28    0
Jun 18 20:02:37 ubuntu dstat.sh[65339]: 18-06 20:02:37| 17   3  78   1   0|3290M  166M  163M 4137M|  12k 8859B|  12k 2015k|3.00   179 |3048  4111 |1.96 1.68 0.95|1.0   0   0|   0     0 |           | 14  122    1   29    0
Jun 18 20:02:38 ubuntu dstat.sh[65339]: 18-06 20:02:38| 20   7  73   0   0|3321M  136M  163M 4137M|4473B 1512B|   0   148k|   0  9.00 |2631  1946 |1.96 1.68 0.95|1.0   0  82|   0     0 |           | 14  122    1   29    0
Jun 18 20:02:39 ubuntu dstat.sh[65339]: 18-06 20:02:39| 26   4  68   0   0|3336M  121M  163M 4137M|  27k   24k|   0   416k|   0  31.0 |4118  5404 |1.96 1.68 0.95|1.0   0 8.0|   0     0 |           | 14  125    1   30    0
Jun 18 20:02:40 ubuntu dstat.sh[65339]: 18-06 20:02:40| 21   5  73   0   0|3300M  157M  163M 4137M|4545B 1645B|   0   156k|   0  9.00 |2399  1709 |1.96 1.68 0.95|1.0   0  55|   0     0 |           | 14  124    1   31    0
Jun 18 20:02:41 ubuntu dstat.sh[65339]: 18-06 20:02:41| 18   3  79   0   0|3330M  127M  163M 4137M|  10k 7796B|   0   224k|   0  15.0 |1790  1470 |1.80 1.65 0.95|  0   0 1.0|   0     0 |           | 14  125    1   31    0
Jun 18 20:02:42 ubuntu dstat.sh[65339]: 18-06 20:02:42| 23   5  68   2   0|3331M  126M  163M 4138M|5640B 1950B|  20k 6475k|2.01   540 |6332    10k|1.80 1.65 0.95|4.0   0 1.0|   0     0 |           | 14  126    1   31    0
Jun 18 20:02:43 ubuntu dstat.sh[65339]: 18-06 20:02:43| 23   6  69   1   0|3294M  162M  163M 4138M|5600B 2744B|   0  3243k|   0   219 |4737  5989 |1.80 1.65 0.95|1.0   0  53|   0     0 |           | 14  125    1   33    0
Jun 18 20:02:44 ubuntu dstat.sh[65339]: 18-06 20:02:44| 20   2  77   0   0|3328M  129M  163M 4138M|  10k 7168B|   0   232k|   0  16.0 |1824  1344 |1.80 1.65 0.95|1.0   0   0|   0     0 |           | 14  126    1   33    0
Jun 18 20:02:45 ubuntu dstat.sh[65339]: 18-06 20:02:45| 20   4  74   1   0|3327M  129M  163M 4138M|9343B 5854B|   0  1313k|   0   171 |4196  5790 |1.80 1.65 0.95|4.0   0   0|   0     0 |           | 14  126    1   33    0
Jun 18 20:02:46 ubuntu dstat.sh[65339]: 18-06 20:02:46| 36   7  55   1   0|3332M  123M  163M 4138M|6318B 2412B|   0  1300k|   0   153 |9626    15k|1.74 1.64 0.95|2.0   0 2.0|   0     0 |           | 14  129    1   34    0
Jun 18 20:02:47 ubuntu dstat.sh[65339]: 18-06 20:02:47| 21   7  72   0   0|3310M  146M  163M 4138M|5937B 1619B|   0   436k|   0  29.0 |2870  2312 |1.74 1.64 0.95|2.0   0  77|   0     0 |           | 14  129    1   34    0
Jun 18 20:02:48 ubuntu dstat.sh[65339]: 18-06 20:02:48| 16   3  82   0   0|3329M  126M  163M 4138M|  13k   10k|   0   466k|   0  35.1 |2022  1849 |1.74 1.64 0.95|1.0 1.0   0|   0     0 |           | 14  130    1   34    0
Jun 18 20:02:49 ubuntu dstat.sh[65339]: 18-06 20:02:49| 22   7  69   0   0|3282M  174M  163M 4138M|5670B 2821B|  52k 1144k|4.00   112 |4298  4833 |1.74 1.64 0.95|1.0   0 148|   0     0 |           | 14  131    1   35    0
Jun 18 20:02:50 ubuntu dstat.sh[65339]: 18-06 20:02:50| 21   3  75   0   0|3333M  123M  163M 4138M|9989B 7375B|   0  3522k|   0   288 |2081  1496 |1.74 1.64 0.95|1.0   0 2.0|   0     0 |           | 14  134    1   35    0
Jun 18 20:02:51 ubuntu dstat.sh[65339]: 18-06 20:02:51| 18   3  78   1   0|3336M  120M  163M 4138M|  10k 7347B|   0   820k|   0  71.0 |3570  4425 |1.60 1.61 0.94|2.0   0 1.0|   0     0 |           | 14  134    1   35    0
Jun 18 20:02:52 ubuntu dstat.sh[65339]: 18-06 20:02:52| 29   6  62   1   0|3339M  116M  163M 4139M|4431B 1617B|  96k 1820k|8.98   162 |8670    13k|1.60 1.61 0.94|8.0   0 1.0|   0     0 |           | 14  134    1   35    0
Jun 18 20:02:53 ubuntu dstat.sh[65339]: 18-06 20:02:53| 50  16  32   1   0|3284M  222M  163M 4089M|6351B 3511B| 358k 1885k|64.3   167 |  13k   27k|1.60 1.61 0.94|4.0   0 326|   0     0 |           | 14  133    1   37    0
Jun 18 20:02:54 ubuntu dstat.sh[65339]: 18-06 20:02:54| 30   5  62   0   0|3353M  153M  163M 4089M|4857B 1687B|   0  6979k|   0   422 |4689  6564 |1.60 1.61 0.94|1.0   0   0|   0     0 |           | 14  133    1   37    0
Jun 18 20:02:55 ubuntu dstat.sh[65339]: 18-06 20:02:55| 18   5  76   0   0|3346M  160M  163M 4089M|  12k 8961B|4095B 1100k|1.00  9.00 |2777  2253 |1.60 1.61 0.94|1.0   0  56|   0     0 |           | 14  133    1   38    0
Jun 18 20:02:56 ubuntu dstat.sh[65339]: 18-06 20:02:56|  9  19  70   0   0|3304M  202M  163M 4089M|5043B 1656B|4096B  732k|1.00  72.0 |6102  4727 |1.47 1.58 0.94|1.0   0 399|   0     0 |           | 14  133    1   38    0
Jun 18 20:02:57 ubuntu dstat.sh[65339]: 18-06 20:02:57| 18  16  65   0   0|3294M  212M  163M 4090M|5199B 1508B|   0   351k|   0  13.0 |6609  7963 |1.47 1.58 0.94|1.0   0 314|   0     0 |           | 14  133    1   37    0
Jun 18 20:02:58 ubuntu dstat.sh[65339]: 18-06 20:02:58| 29  22  49   0   0|3336M  169M  163M 4089M|4737B 1462B|   0    28k|   0  7.02 |6247  5153 |1.47 1.58 0.94|2.0   0 429|   0     0 |           | 14  133    1   37    0
Jun 18 20:02:59 ubuntu dstat.sh[65339]: 18-06 20:02:59| 37  20  42   0   0|3374M  131M  163M 4090M|4651B 1554B|  64k  476k|4.00  31.0 |7026  7392 |1.47 1.58 0.94|3.0   0 395|   0     0 |           | 14  139    1   37    0
Jun 18 20:03:00 ubuntu dstat.sh[65339]: 18-06 20:03:00| 39  22  39   0   0|3455M  132M  163M 4009M|4104B 1621B|  76k  315k|4.99  22.0 |7078  8070 |1.47 1.58 0.94|7.0   0 442|   0     0 |           | 16  139    1   37    0
Jun 18 20:03:01 ubuntu dstat.sh[65339]: 18-06 20:03:01| 61  27  11   0   0|3609M  148M  163M 3842M|5472B 1511B|  92k  647k|5.00  49.0 |9148    14k|1.51 1.59 0.94|8.0   0 525|   0     0 |           | 16  145    1   37    0
Jun 18 20:03:02 ubuntu dstat.sh[65339]: 18-06 20:03:02| 56  18  26   0   0|3683M  145M  163M 3772M|4657B 1246B|4109B  369k|1.00  24.1 |8115    12k|1.51 1.59 0.94|5.0   0 288|   0     0 |           | 16  161    1   37    0
Jun 18 20:03:03 ubuntu dstat.sh[65339]: 18-06 20:03:03| 34  25  40   0   0|3751M  131M  163M 3719M|5033B 1440B|   0   640k|   0  14.0 |  16k 6202 |1.51 1.59 0.94|2.0   0 619|   0     0 |           | 16  161    1   37    0
Jun 18 20:03:04 ubuntu dstat.sh[65339]: 18-06 20:03:04| 27  20  52   0   0|3785M  150M  163M 3667M|5291B 1620B|   0   404k|   0  24.0 |7417  8531 |1.51 1.59 0.94|2.0   0 399|   0     0 |           | 17  161    1   37    0
Jun 18 20:03:05 ubuntu dstat.sh[65339]: 18-06 20:03:05| 28  20  51   0   0|3822M  143M  163M 3638M|6047B 1617B|8175B  299k|2.00  22.0 |6047  5355 |1.51 1.59 0.94|3.0   0 435|   0     0 |           | 17  161    1   37    0
Jun 18 20:03:06 ubuntu dstat.sh[65339]: 18-06 20:03:06| 39  19  41   0   0|3890M  117M  163M 3597M|6557B 1569B|4105B  918k|1.00  34.1 |7401  8615 |2.03 1.70 0.98|1.0   0 362|   0     0 |           | 17  167    1   37    0
Jun 18 20:03:07 ubuntu dstat.sh[65339]: 18-06 20:03:07| 30  21  48   0   0|3936M  139M  163M 3530M|5442B 1565B|  36k   92k|3.00  6.99 |6706  5971 |2.03 1.70 0.98|4.0   0 534|   0     0 |           | 17  167    1   37    0
Jun 18 20:03:08 ubuntu dstat.sh[65339]: 18-06 20:03:08| 41  27  31   0   0|4037M  132M  163M 3438M|4480B 1634B|  20k  535k|2.00  32.0 |  13k   19k|2.03 1.70 0.98|7.0   0 668|   0     0 |           | 17  175    1   37    0
Jun 18 20:03:09 ubuntu dstat.sh[65339]: 18-06 20:03:09| 21  22  57   0   0|4079M  151M  163M 3379M|4471B 1621B|  12k  620k|3.00  47.0 |7691  9306 |2.03 1.70 0.98|3.0   0 449|   0     0 |           | 17  183    1   35    0
Jun 18 20:03:10 ubuntu dstat.sh[65339]: 18-06 20:03:10| 27  15  55   1   0|4139M  119M  163M 3351M|4207B 1711B| 571k   16M|9.98   859 |5952  6883 |2.03 1.70 0.98|2.0   0 193|   0     0 |           | 17  187    1   35    0
Jun 18 20:03:11 ubuntu dstat.sh[65339]: 18-06 20:03:11| 43   9  46   0   0|4258M  137M  163M 3217M|4947B 1620B|1256k 4296k|15.0  54.0 |3339  2260 |2.03 1.70 0.99|3.0   0 2.0|   0     0 |           | 17  187    1   35    0
Jun 18 20:03:12 ubuntu dstat.sh[65339]: 18-06 20:03:12| 44   7  48   0   0|4359M  138M  162M 3118M|4275B 1457B| 200k  284k|9.99  35.0 |3497  2861 |2.03 1.70 0.99|1.0   0  19|   0     0 |           | 17  208    0   35    0
Jun 18 20:03:13 ubuntu dstat.sh[65339]: 18-06 20:03:13| 31  18  51   0   0|4282M  214M  162M 3118M|4708B 1626B|  20k  426k|2.01  31.1 |5811  5224 |2.03 1.70 0.99|3.0   0 401|   0     0 |           | 17  207    0   35    0
Jun 18 20:03:14 ubuntu dstat.sh[65339]: 18-06 20:03:14| 35  28  36   0   0|4354M  141M  162M 3120M|  10k 7263B| 920k  456k|20.0  35.0 |7460  7903 |2.03 1.70 0.99|2.0   0 555|   0     0 |           | 17  208    0   35    0
Jun 18 20:03:15 ubuntu dstat.sh[65339]: 18-06 20:03:15| 52  18  29   0   0|4321M  211M  162M 3084M|7731B 4593B| 188k 1164k|10.0  32.0 |6542  8232 |2.03 1.70 0.99|4.0   0 263|   0     0 |           | 17  209    0   37    0
Jun 18 20:03:16 ubuntu dstat.sh[65339]: 18-06 20:03:16| 74  14  11   0   0|4478M  135M  162M 3006M|4460B 1621B| 347k  542k|15.9  41.9 |4871  3916 |2.43 1.79 1.02|6.0   0  50|   0     0 |           | 17  216    0   38    0
Jun 18 20:03:17 ubuntu dstat.sh[65339]: 18-06 20:03:17| 60  13  24   5   1|4547M  149M  163M 2926M|  14k   11k|7629k 2334k| 512   156 |6450  7309 |2.43 1.79 1.02|3.0   0  30|   0     0 |           | 17  227    0   23    0
Jun 18 20:03:18 ubuntu dstat.sh[65339]: 18-06 20:03:18| 51  21  28   0   0|4531M  171M  163M 2919M|5446B 2417B|  60k  553k|4.01  29.0 |6956  7915 |2.43 1.79 1.02|3.0   0 389|   0     0 |           | 17  227    0   29    0
Jun 18 20:03:19 ubuntu dstat.sh[65339]: 18-06 20:03:19| 39  24  37   0   0|4602M  131M  163M 2889M|  12k 9262B|8196B 8961k|2.00  39.0 |7412    11k|2.43 1.79 1.02|2.0   0 408|   0     0 |           | 17  228    0   29    0
Jun 18 20:03:20 ubuntu dstat.sh[65339]: 18-06 20:03:20| 49  24  26   0   0|4580M  152M  163M 2890M|8112B 4570B| 240k  743k|14.0  47.9 |6756  7541 |2.43 1.79 1.02|6.0   0 447|   0     0 |           | 17  227    0   30    0
Jun 18 20:03:21 ubuntu dstat.sh[65339]: 18-06 20:03:21| 58  23  18   0   0|4689M  118M  163M 2817M|6960B 3849B|1046k  433k|46.1  18.0 |6603  8945 |2.95 1.91 1.06|4.0   0 373|   0     0 |           | 17  230    0   30    0
Jun 18 20:03:22 ubuntu dstat.sh[65339]: 18-06 20:03:22| 55  24  20   0   0|4681M  191M  163M 2753M|  13k   10k| 291k 1732k|15.0   104 |8358    12k|2.95 1.91 1.06|6.0   0 417|   0     0 |           | 17  231    0   30    0
Jun 18 20:03:23 ubuntu dstat.sh[65339]: 18-06 20:03:23| 61  24  14   0   0|4788M  120M  163M 2719M|4619B 1619B| 296k  876k|13.0  58.0 |6947    12k|2.95 1.91 1.06| 19   0 405|   0     0 |           | 17  237    0   31    0
Jun 18 20:03:24 ubuntu dstat.sh[65339]: 18-06 20:03:24| 54  19  27   1   0|4853M  149M  163M 2627M|  13k   11k| 604k  709k|39.0  50.0 |6653  8756 |2.95 1.91 1.06|2.0   0 192|   0     0 |           | 17  242    0   31    0
Jun 18 20:03:25 ubuntu dstat.sh[65339]: 18-06 20:03:25| 66  12  20   0   0|4915M  134M  163M 2580M|  11k 8259B| 856k  780k|13.0  31.0 |7589    14k|2.95 1.91 1.06|3.0   0  11|   0     0 |           | 17  244    0   32    0
Jun 18 20:03:26 ubuntu dstat.sh[65339]: 18-06 20:03:26| 58  11  30   0   0|5016M  127M  163M 2490M|  13k 9756B|1267k  739k|90.9  72.9 |6052  7273 |2.96 1.93 1.07|3.0   0  12|   0     0 |           | 17  249    0   34    0
Jun 18 20:03:27 ubuntu dstat.sh[65339]: 18-06 20:03:27| 53  15  31   1   0|4922M  220M  163M 2490M|  10k 7440B|1122k 2425k|13.0   237 |5720  5108 |2.96 1.93 1.07|3.0   0 206|   0     0 |           | 17  251    0   37    0
Jun 18 20:03:28 ubuntu dstat.sh[65339]: 18-06 20:03:28| 46  28  23   0   0|4974M  165M  163M 2494M|6489B 4002B|4413k 1366k|64.9  71.9 |8051  8956 |2.96 1.93 1.07|5.0   0 552|   0     0 |           | 17  252    0   37    0
Jun 18 20:03:29 ubuntu dstat.sh[65339]: 18-06 20:03:29| 58  20  22   0   0|4945M  194M  163M 2494M|  12k 9899B| 814k  874k|9.97  24.9 |6456  7961 |2.96 1.93 1.07|9.0   0 249|   0     0 |           | 18  251    0   38    0
Jun 18 20:03:30 ubuntu dstat.sh[65339]: 18-06 20:03:30| 80  18   1   0   0|5110M  137M  163M 2390M|5277B 2214B| 701k  505k|15.0  28.0 |5610  3814 |2.96 1.93 1.07|6.0   0 145|   0     0 |           | 18  259    0   36    0
Jun 18 20:03:31 ubuntu dstat.sh[65339]: 18-06 20:03:31| 79  13   7   1   0|5190M  152M  163M 2299M|  14k   12k|3804k   18M| 183  1538 |7790  8825 |2.96 1.95 1.09|4.0 1.0  14|   0     0 |           | 18  258    0   37    0
Jun 18 20:03:32 ubuntu dstat.sh[65339]: 18-06 20:03:32| 70  17  12   0   0|5216M  124M  163M 2301M|4871B 1943B| 688k 5290k|18.0   171 |7374  9250 |2.96 1.95 1.09|2.0   0 230|   0     0 |           | 18  264    0   38    0
Jun 18 20:03:33 ubuntu dstat.sh[65339]: 18-06 20:03:33| 33   9  57   0   0|5243M  129M  163M 2270M|  17k   11k| 819k  273k|9.03  16.1 |3562  2711 |2.96 1.95 1.09|2.0   0 8.0|   0     0 |           | 18  267    0   38    0
Jun 18 20:03:34 ubuntu dstat.sh[65339]: 18-06 20:03:34| 42  10  48   1   0|5205M  178M  163M 2260M|1882k   44k| 512k 9210k|4.00  75.0 |6859  5430 |2.96 1.95 1.09|3.0   0  14|   0     0 |           | 18  271    0   37    0
Jun 18 20:03:35 ubuntu dstat.sh[65339]: 18-06 20:03:35| 49  17  31   0   0|5265M  131M  163M 2248M|  14M  265k|3050k  264k|31.9  14.0 |  25k   15k|2.96 1.95 1.09|3.0   0 265|   0     0 |           | 18  271    0   37    0
Jun 18 20:03:36 ubuntu dstat.sh[65339]: 18-06 20:03:36| 45   8  46   0   0|5246M  176M  163M 2222M|  12k 8577B| 272k  603k|3.00  63.9 |3974  3380 |2.80 1.93 1.08|1.0   0 9.0|   0     0 |           | 18  275    0   38    0
Jun 18 20:03:37 ubuntu dstat.sh[65339]: 18-06 20:03:37| 41   5  53   0   0|5307M  126M  163M 2211M|  14k   10k| 112k 1012k|7.00  48.0 |4731  5801 |2.80 1.93 1.08|1.0   0 2.0|   0     0 |           | 18  282    0   40    0
Jun 18 20:03:38 ubuntu dstat.sh[65339]: 18-06 20:03:38| 18   3  77   0   0|5312M  121M  163M 2212M| 406k   14M| 416k  608k|25.0  64.0 |4792  3727 |2.80 1.93 1.08|1.0   0 1.0|   0     0 |           | 18  280    0   40    0
Jun 18 20:03:39 ubuntu dstat.sh[65339]: 18-06 20:03:39| 30   6  64   0   0|5314M  118M  163M 2212M|7981k 2064k|   0  1886k|   0  19.0 |5684  4291 |2.80 1.93 1.08|3.0   0 5.0|   0     0 |           | 18  284    0   41    0
Jun 18 20:03:40 ubuntu dstat.sh[65339]: 18-06 20:03:40| 30   7  61   0   0|5219M  213M  163M 2214M|8213k   74k| 192k   17M|8.99  98.9 |7873  7895 |2.80 1.93 1.08|  0   0  67|   0     0 |           | 18  283    0   45    0
Jun 18 20:03:41 ubuntu dstat.sh[65339]: 18-06 20:03:41| 13  15  70   0   0|5136M  295M  163M 2214M|6683B 2671B|  32k  606k|3.01  46.2 |5375  4892 |2.74 1.93 1.09|2.0   0 377|   0     0 |           | 18  282    0   46    0
Jun 18 20:03:42 ubuntu dstat.sh[65339]: 18-06 20:03:42| 22   5  73   0   0|5201M  230M  163M 2214M|4444B 1621B|   0  5212k|   0   122 |2382  2050 |2.74 1.93 1.09|1.0   0  61|   0     0 |           | 18  282    0   44    0
Jun 18 20:03:43 ubuntu dstat.sh[65339]: 18-06 20:03:43| 14  13  71   0   0|5148M  283M  163M 2214M|4213B 1456B|4091B 1207k|1.00  72.9 |4511  3578 |2.74 1.93 1.09|1.0   0 214|   0     0 |           | 18  282    0   44    0
Jun 18 20:03:44 ubuntu dstat.sh[65339]: 18-06 20:03:44|  8  20  70   0   0|5157M  274M  163M 2214M|4551B 1659B|  16k  283k|2.00  23.0 |6123  4916 |2.74 1.93 1.09|3.0   0 390|   0     0 |           | 18  282    0   44    0
Jun 18 20:03:45 ubuntu dstat.sh[65339]: 18-06 20:03:45|  2   4  93   0   0|5157M  274M  163M 2214M|4454B 1499B|  16k  232k|1.00  22.0 |1765  1997 |2.74 1.93 1.09|1.0   0  65|   0     0 |           | 18  282    0   44    0
Jun 18 20:03:46 ubuntu dstat.sh[65339]: 18-06 20:03:46| 22   4  73   1   0|5215M  216M  163M 2214M|5838B 1620B|   0   340k|   0  36.0 |2475  2189 |2.68 1.93 1.10|1.0   0  11|   0     0 |           | 18  286    0   42    0
Jun 18 20:03:47 ubuntu dstat.sh[65339]: 18-06 20:03:47| 15   3  81   0   0|5227M  204M  163M 2214M|  12k 9253B|   0    12M|   0  20.0 |1963  1848 |2.68 1.93 1.10|  0   0   0|   0     0 |           | 18  287    0   42    0
Jun 18 20:03:48 ubuntu dstat.sh[65339]: 18-06 20:03:48| 14  13  73   0   0|5186M  245M  163M 2214M|6774B 2609B|  76k  181k|7.03  16.1 |4414  3577 |2.68 1.93 1.10|1.0   0 166|   0     0 |           | 18  290    0   43    0
Jun 18 20:03:49 ubuntu dstat.sh[65339]: 18-06 20:03:49| 12  16  71   0   0|5179M  251M  163M 2214M|4381B 1620B|   0    40k|   0  4.00 |5255  3956 |2.68 1.93 1.10|1.0   0 217|   0     0 |           | 18  290    0   43    0
Jun 18 20:03:50 ubuntu dstat.sh[65339]: 18-06 20:03:50| 15  15  68   0   0|5193M  237M  163M 2215M|4157B 1458B|  20k  616k|2.00  58.0 |5377  4516 |2.68 1.93 1.10|1.0   0 221|   0     0 |           | 18  294    0   41    0
Jun 18 20:03:51 ubuntu dstat.sh[65339]: 18-06 20:03:51| 22   4  73   0   0|5250M  180M  163M 2215M|4396B 1452B|   0    40k|   0  3.98 |2008  1591 |2.54 1.92 1.09|2.0   0 2.0|   0     0 |           | 18  294    0   41    0
Jun 18 20:03:52 ubuntu dstat.sh[65339]: 18-06 20:03:52| 24   3  73   0   0|5286M  144M  163M 2215M|4750B 1620B| 292k 6455k|6.00   753 |2328  1657 |2.54 1.92 1.09|2.0   0 3.0|   0     0 |           | 18  296    0   41    0
Jun 18 20:03:53 ubuntu dstat.sh[65339]: 18-06 20:03:53| 28   5  66   0   0|5259M  171M  163M 2215M|4108B 1458B| 280k  648k|15.0  48.0 |3542    13k|2.54 1.92 1.09|1.0   0  42|   0     0 |           | 18  294    0   42    0
Jun 18 20:03:54 ubuntu dstat.sh[65339]: 18-06 20:03:54| 23   4  72   0   0|5251M  178M  163M 2215M|4864B 1621B|  24k  240k|4.00  22.0 |2277  2031 |2.54 1.92 1.09|1.0   0   0|   0     0 |           | 18  294    0   40    0
Jun 18 20:03:55 ubuntu dstat.sh[65339]: 18-06 20:03:55| 17   4  78   0   0|5283M  146M  163M 2215M|  13k   10k|  96k  156k|5.00  15.0 |2395  2182 |2.54 1.92 1.09|  0   0 3.0|   0     0 |           | 18  297    0   41    0
Jun 18 20:03:56 ubuntu dstat.sh[65339]: 18-06 20:03:56| 20   3  77   0   0|5163M  266M  163M 2215M|  15k   11k|   0    80k|   0  7.02 |2440  2148 |2.42 1.90 1.09|1.0   0  16|   0     0 |           | 18  294    0   42    0
Jun 18 20:03:57 ubuntu dstat.sh[65339]: 18-06 20:03:57| 22   4  73   0   0|5239M  190M  163M 2215M|5222B 1453B|   0   144k|   0  13.0 |2057  1657 |2.42 1.90 1.09|1.0   0   0|   0     0 |           | 18  294    0   42    0
Jun 18 20:03:58 ubuntu dstat.sh[65339]: 18-06 20:03:58| 22   6  72   0   0|5235M  195M  163M 2216M|5431B 1739B|   0   161k|   0  22.1 |2788  2098 |2.42 1.90 1.09|1.0   0  76|   0     0 |           | 18  294    0   41    0
Jun 18 20:03:59 ubuntu dstat.sh[65339]: 18-06 20:03:59| 10  19  70   0   0|5236M  193M  163M 2216M|5324B 1615B| 427k  235k|8.97  2.99 |5809  4721 |2.42 1.90 1.09|1.0   0 422|   0     0 |           | 18  294    0   41    0
Jun 18 20:04:00 ubuntu dstat.sh[65339]: 18-06 20:04:00| 20   6  72   0   0|5281M  148M  163M 2216M|4375B 1660B|  16k  771k|1.00  48.0 |3120  2928 |2.42 1.90 1.09|1.0   0 101|   0     0 |           | 18  294    0   41    0
Jun 18 20:04:01 ubuntu dstat.sh[65339]: 18-06 20:04:01| 19   3  77   1   0|5265M  158M  163M 2221M|  12k 4692B|   0  1355k|   0  39.2 |2205  1984 |2.31 1.89 1.09|2.0   0  19|   0     0 |           | 18  294    0   41    0
Jun 18 20:04:02 ubuntu dstat.sh[65339]: 18-06 20:04:02| 23   5  69   0   0|5248M  173M  163M 2223M|5138B 1613B|   0   430k|   0  5.97 |9722    18k|2.31 1.89 1.09|2.0   0  11|   0     0 |           | 18  294    0   41    0
Jun 18 20:04:03 ubuntu dstat.sh[65339]: 18-06 20:04:03| 19   5  76   0   0|5225M  196M  163M 2223M|  11k 4400B|  52k  520k|8.00  11.0 |3172  3749 |2.31 1.89 1.09|1.0   0  14|   0     0 |           | 18  295    0   41    0
Jun 18 20:04:04 ubuntu dstat.sh[65339]: 18-06 20:04:04| 23   6  70   0   0|5233M  188M  163M 2223M|5760B 1620B|   0   580k|   0  25.0 |8736    16k|2.31 1.89 1.09|2.0   0  15|   0     0 |           | 18  295    0   41    0
Jun 18 20:04:05 ubuntu dstat.sh[65339]: 18-06 20:04:05| 15  14  71   0   0|5197M  229M  164M 2217M|5850B 1638B|   0   915k|   0  31.1 |4649  3746 |2.31 1.89 1.09|1.0   0 270|   0     0 |           | 18  294    0   41    0
