Feb 12 17:14:46 np0000000049 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 12 17:14:46 np0000000049 dstat.sh[58910]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 12 17:14:46 np0000000049 dstat.sh[58910]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 12 17:18:04 np0000000049 dstat.sh[58910]: 12-02 17:18:04| 22  11  49  15   0|1706M  647M  173M 5217M|4347B 1461B|   0    59M|   0  4677 |  18k   35k|2.20 1.50 0.81|6.0 1.0 158|   0     0 |           | 11   36    0   22    0
Feb 12 17:18:05 np0000000049 dstat.sh[58910]: 12-02 17:18:05| 31   7  57   3   0|1439M  914M  173M 5217M|4614B 1618B|   0    11M|   0   895 |6185  8588 |2.20 1.50 0.81|2.0   0 116|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:06 np0000000049 dstat.sh[58910]: 12-02 17:18:06| 16  13  69   2   0|1434M  918M  173M 5217M|4386B 1622B|   0    10M|   0   583 |4494  5084 |2.20 1.50 0.81|2.0   0 153|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:07 np0000000049 dstat.sh[58910]: 12-02 17:18:07| 21   5  73   0   0|1446M  906M  173M 5217M|4799B 1614B|   0   952k|   0  50.8 |1846  1423 |2.10 1.49 0.81|2.0   0 1.0|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:08 np0000000049 dstat.sh[58910]: 12-02 17:18:08| 24   3  71   1   0|1478M  874M  173M 5217M|4135B 1618B|   0  4798k|   0   282 |2552  2782 |2.10 1.49 0.81|3.0   0 2.0|   0     0 |           | 11   34    0   22    0
Feb 12 17:18:09 np0000000049 dstat.sh[58910]: 12-02 17:18:09| 20   6  73   0   0|1459M  894M  173M 5217M|4685B 1622B|   0   104k|   0  10.0 |2138  1441 |2.10 1.49 0.81|2.0   0  28|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:10 np0000000049 dstat.sh[58910]: 12-02 17:18:10| 23   4  73   0   0|1511M  841M  173M 5217M|4387B 1623B|   0  4103B|   0  1.00 |1812  1198 |2.10 1.49 0.81|3.0   0 2.0|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:11 np0000000049 dstat.sh[58910]: 12-02 17:18:11| 20  13  66   0   0|1469M  883M  173M 5217M|4591B 1462B|   0   140k|   0  22.1 |4121  3579 |2.10 1.49 0.81|2.0   0 344|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:12 np0000000049 dstat.sh[58910]: 12-02 17:18:12| 12  35  52   0   0|1453M  899M  173M 5217M|4758B 1617B|   0   739k|   0  50.9 |7973  7464 |2.09 1.50 0.81|2.0   0 1.0|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:13 np0000000049 dstat.sh[58910]: 12-02 17:18:13|  8  21  69   0   0|1437M  915M  173M 5217M|4868B 1623B|   0   216k|   0  16.0 |5984  4543 |2.09 1.50 0.81|1.0   0 471|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:14 np0000000049 dstat.sh[58910]: 12-02 17:18:14|  9  20  70   0   0|1426M  926M  173M 5217M|4801B 1620B|   0   680k|   0   130 |5820  4227 |2.09 1.50 0.81|1.0   0 375|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:15 np0000000049 dstat.sh[58910]: 12-02 17:18:15| 14  17  67   0   0|1412M  940M  173M 5217M|4666B 1614B|   0    28k|   0  6.98 |5879  5947 |2.09 1.50 0.81|6.0   0 320|   0     0 |           | 11   32    0   22    0
Feb 12 17:18:16 np0000000049 dstat.sh[58910]: 12-02 17:18:16| 36  14  49   0   0|1443M  909M  173M 5218M|5455B 1660B|   0    68k|   0  4.00 |5226  5363 |2.09 1.50 0.81|4.0   0 192|   0     0 |           | 11   33    0   22    0
Feb 12 17:18:17 np0000000049 dstat.sh[58910]: 12-02 17:18:17| 42   8  49   0   0|1546M  806M  173M 5218M|5479B 1621B|   0    24k|   0  2.00 |2785  1396 |2.08 1.51 0.82|3.0   0 1.0|   0     0 |           | 11   33    0   22    0
Feb 12 17:18:18 np0000000049 dstat.sh[58910]: 12-02 17:18:18| 46   6  48   0   0|1596M  755M  173M 5219M|4982B 1621B| 104k  644k|1.00  56.0 |3802  2982 |2.08 1.51 0.82|3.0   0  19|   0     0 |           | 11   49    0   22    0
Feb 12 17:18:19 np0000000049 dstat.sh[58910]: 12-02 17:18:19| 27  14  57   0   0|1622M  725M  173M 5222M|4532B 1462B|   0  1103k|   0  73.2 |7407    11k|2.08 1.51 0.82|3.0   0 191|   0     0 |           | 11   48    0   23    0
Feb 12 17:18:20 np0000000049 dstat.sh[58910]: 12-02 17:18:20| 17  17  65   0   0|1622M  725M  173M 5222M|4595B 1611B|   0   155k|   0  9.95 |6532  8001 |2.08 1.51 0.82|3.0   0 275|   0     0 |           | 11   48    0   23    0
Feb 12 17:18:21 np0000000049 dstat.sh[58910]: 12-02 17:18:21|  4   3  93   0   0|1620M  727M  173M 5222M|4266B 1622B|   0  1426k|   0  15.0 |1340  1714 |2.08 1.51 0.82|1.0   0  28|   0     0 |           | 11   48    0   23    0
Feb 12 17:18:22 np0000000049 dstat.sh[58910]: 12-02 17:18:22|  1   1  98   0   0|1619M  728M  173M 5222M|4758B 1620B|   0   392k|   0  25.0 | 740  1068 |1.92 1.48 0.82|1.0   0 3.0|   0     0 |           | 11   48    0   23    0
Feb 12 17:18:23 np0000000049 dstat.sh[58910]: 12-02 17:18:23|  0   1  98   0   0|1619M  728M  173M 5222M|4506B 1664B|   0     0 |   0     0 | 795   994 |1.92 1.48 0.82|1.0   0 3.0|   0     0 |           | 11   48    0   23    0
Feb 12 17:18:24 np0000000049 dstat.sh[58910]: 12-02 17:18:24|  1   0  99   0   0|1616M  731M  173M 5222M|4437B 1619B|   0     0 |   0     0 | 625   908 |1.92 1.48 0.82|1.0   0 1.0|   0     0 |           | 11   48    0   23    0
Feb 12 17:18:25 np0000000049 dstat.sh[58910]: 12-02 17:18:25|  9  10  79   0   0|1608M  739M  173M 5222M|4562B 1621B|   0  4222k|   0   308 |4565  5679 |1.92 1.48 0.82|2.0   0 202|   0     0 |           | 11   48    0   23    0
Feb 12 17:18:26 np0000000049 dstat.sh[58910]: 12-02 17:18:26| 16  13  70   0   0|1626M  721M  173M 5222M|4271B 1624B|   0   189k|   0  4.01 |4632  6066 |1.92 1.48 0.82|2.0   0 215|   0     0 |           | 11   48    0   23    0
Feb 12 17:18:27 np0000000049 dstat.sh[58910]: 12-02 17:18:27| 16  19  64   0   0|1621M  726M  173M 5222M|5056B 1691B|   0  4084B|   0  1.00 |6402  6516 |1.84 1.47 0.82|3.0   0 378|   0     0 |           | 12   48    0   23    0
Feb 12 17:18:28 np0000000049 dstat.sh[58910]: 12-02 17:18:28| 16  13  69   0   0|1615M  732M  173M 5222M|4135B 1618B|   0   587k|   0  50.9 |5702  7166 |1.84 1.47 0.82|2.0   0 258|   0     0 |           | 12   64    0   23    0
Feb 12 17:18:29 np0000000049 dstat.sh[58910]: 12-02 17:18:29|  7  11  81   0   0|1618M  729M  173M 5222M|4822B 1627B|   0     0 |   0     0 |4210  4817 |1.84 1.47 0.82|1.0   0 205|   0     0 |           | 14   64    0   23    0
Feb 12 17:18:30 np0000000049 dstat.sh[58910]: 12-02 17:18:30| 17  13  69   0   0|1595M  752M  173M 5222M|4511B 1620B|   0    32k|   0  7.00 |5377  6128 |1.84 1.47 0.82|1.0   0 232|   0     0 |           | 14   66    0   16    0
Feb 12 17:18:31 np0000000049 dstat.sh[58910]: 12-02 17:18:31|  9  20  69   0   0|1600M  747M  173M 5222M|4902B 1614B|   0  2814k|   0   106 |6119  4873 |1.84 1.47 0.82|2.0   0 409|   0     0 |           | 14   66    0   16    0
Feb 12 17:18:32 np0000000049 dstat.sh[58910]: 12-02 17:18:32| 18  16  65   0   0|1600M  746M  173M 5223M|5781B 1747B|   0   608k|   0  31.0 |6822  8194 |1.78 1.46 0.82|2.0   0 284|   0     0 |           | 14   66    0   16    0
Feb 12 17:18:33 np0000000049 dstat.sh[58910]: 12-02 17:18:33| 29  23  48   0   0|1672M  675M  173M 5222M|5483B 1624B|   0   385k|   0  8.02 |6501  5500 |1.78 1.46 0.82|3.0   0 519|   0     0 |           | 14   66    0   16    0
Feb 12 17:18:34 np0000000049 dstat.sh[58910]: 12-02 17:18:34| 29  25  44   0   0|1805M  540M  173M 5224M|5472B 1456B|8183B   24k|1.00  4.00 |7630  8780 |1.78 1.46 0.82|3.0   0 600|   0     0 |           | 14   66    0   15    0
Feb 12 17:18:35 np0000000049 dstat.sh[58910]: 12-02 17:18:35| 30  25  43   0   0|1899M  446M  173M 5224M|5330B 1617B|   0    80k|   0  17.0 |6961  7004 |1.78 1.46 0.82|6.0   0 478|   0     0 |           | 14   70    0   17    0
Feb 12 17:18:36 np0000000049 dstat.sh[58910]: 12-02 17:18:36| 51  18  31   0   0|1936M  409M  173M 5225M|5984B 1618B|   0   635k|   0  2.00 |5008  5860 |1.78 1.46 0.82|4.0   0 282|   0     0 |           | 14   70    0   17    0
Feb 12 17:18:37 np0000000049 dstat.sh[58910]: 12-02 17:18:37| 56  26  17   0   0|2073M  272M  173M 5225M|5039B 1704B|   0   610k|   0  9.96 |5960  6725 |2.03 1.52 0.84|6.0   0 463|   0     0 |           | 14   70    0   17    0
Feb 12 17:18:38 np0000000049 dstat.sh[58910]: 12-02 17:18:38| 66  21  12   0   0|2159M  184M  173M 5226M|4709B 1609B|   0   775k|   0  3.97 |5498  7071 |2.03 1.52 0.84|5.0   0 352|   0     0 |           | 14   70    0   16    0
Feb 12 17:18:39 np0000000049 dstat.sh[58910]: 12-02 17:18:39| 69  27   2   1   0|2289M  148M  170M 5138M|5014B 1631B|1752k 8715k| 129   506 |6809    18k|2.03 1.52 0.84|6.0   0 409|   0     0 |           | 14   74    0   17    0
Feb 12 17:18:40 np0000000049 dstat.sh[58910]: 12-02 17:18:40| 72  23   2   3   0|2376M  164M  168M 5039M|4744B 1622B|7263k   19M| 390  1051 |  11k   16k|2.03 1.52 0.84|7.0 1.0 223|   0     0 |           | 14   74    0   17    0
Feb 12 17:18:41 np0000000049 dstat.sh[58910]: 12-02 17:18:41| 65  27   4   2   0|2482M  165M  168M 4936M|5768B 1843B|2891k   22M| 158  2015 |  13k   25k|2.03 1.52 0.84|6.0   0 415|   0     0 |           | 14   76    1   17    0
Feb 12 17:18:42 np0000000049 dstat.sh[58910]: 12-02 17:18:42| 72  24   5   0   0|2576M  135M  167M 4874M|5153B 1537B| 297k 3079k|18.1   175 |  12k   19k|2.35 1.60 0.87|4.0 1.0 228|   0     0 |           | 14   87    1   23    0
Feb 12 17:18:43 np0000000049 dstat.sh[58910]: 12-02 17:18:43| 55  26  17   1   0|2702M  153M  166M 4734M|4082B 1695B|1537k 1281k|56.0  75.0 |7414  8675 |2.35 1.60 0.87|6.0   0 477|   0     0 |           | 14   93    1   26    0
Feb 12 17:18:44 np0000000049 dstat.sh[58910]: 12-02 17:18:44| 38  26  35   0   0|2779M  144M  166M 4668M|4479B 1728B|   0  1015k|   0  54.7 |6986  9843 |2.35 1.60 0.87|5.0   0 410|   0     0 |           | 14   93    1   26    0
Feb 12 17:18:45 np0000000049 dstat.sh[58910]: 12-02 17:18:45| 42  18  40   0   0|2822M  165M  166M 4605M|4343B 1703B| 796k 1013k|33.2  53.3 |6951  9605 |2.35 1.60 0.87|7.0   0 204|   0     0 |           | 14   95    1   26    0
Feb 12 17:18:46 np0000000049 dstat.sh[58910]: 12-02 17:18:46| 50  13  36   0   0|2962M  157M  166M 4475M|4293B 1683B| 505k 3697k|24.8   181 |4664  5307 |2.35 1.60 0.87|4.0   0 121|   0     0 |           | 14   98    1   29    0
Feb 12 17:18:47 np0000000049 dstat.sh[58910]: 12-02 17:18:47| 23  15  61   0   0|3009M  176M  166M 4411M|4190B 1724B|8257B  621k|2.02  46.4 |5022  4846 |2.24 1.59 0.87|1.0   0 254|   0     0 |           | 14  101    1   27    0
Feb 12 17:18:48 np0000000049 dstat.sh[58910]: 12-02 17:18:48|  8  20  70   0   0|3021M  164M  166M 4411M|4972B 1691B|8179B 1022k|2.00  67.9 |5714  4324 |2.24 1.59 0.87|2.0   0 335|   0     0 |           | 14  101    1   27    0
Feb 12 17:18:49 np0000000049 dstat.sh[58910]: 12-02 17:18:49|  8  20  71   0   0|3023M  162M  166M 4411M|5105B 1714B|   0  2953k|   0  16.0 |5511  4086 |2.24 1.59 0.87|2.0   0 339|   0     0 |           | 14  101    1   27    0
Feb 12 17:18:50 np0000000049 dstat.sh[58910]: 12-02 17:18:50| 17   9  72   0   0|3062M  188M  166M 4348M|4616B 1619B| 775k    0 |32.0     0 |2671  1962 |2.24 1.59 0.87|2.0   0  65|   0     0 |           | 14  101    1   27    0
Feb 12 17:18:51 np0000000049 dstat.sh[58910]: 12-02 17:18:51| 17   3  79   0   0|3080M  170M  166M 4348M|  10k 7956B|  36k  360k|3.00  4.00 |1932  1556 |2.24 1.59 0.87|3.0   0   0|   0     0 |           | 14  105    1   25    0
Feb 12 17:18:52 np0000000049 dstat.sh[58910]: 12-02 17:18:52| 18   7  72   0   0|3029M  221M  166M 4348M|  21k   17k|8182B  443k|2.00  31.0 |3254  3087 |2.14 1.58 0.87|2.0   0  64|   0     0 |           | 14  105    1   26    0
Feb 12 17:18:53 np0000000049 dstat.sh[58910]: 12-02 17:18:53| 20   4  75   0   0|3082M  168M  166M 4348M|6859B 4010B|   0  3511k|   0   197 |2208  2267 |2.14 1.58 0.87|3.0   0 4.0|   0     0 |           | 14  114    1   26    0
Feb 12 17:18:54 np0000000049 dstat.sh[58910]: 12-02 17:18:54| 19   3  76   0   0|3084M  166M  166M 4348M|9758B 5764B|   0   675k|   0  46.9 |2571  2609 |2.14 1.58 0.87|3.0   0   0|   0     0 |           | 14  116    1   26    0
Feb 12 17:18:55 np0000000049 dstat.sh[58910]: 12-02 17:18:55| 25   6  66   2   0|3088M  160M  166M 4350M|5587B 1622B|1217k 1958k|33.0   230 |5240  7332 |2.14 1.58 0.87|2.0   0 3.0|   0     0 |           | 14  119    1   24    0
Feb 12 17:18:56 np0000000049 dstat.sh[58910]: 12-02 17:18:56| 33  12  53   1   0|3108M  204M  166M 4288M|7633B 2823B|8175B 3560k|2.00   226 |5386  5900 |2.14 1.58 0.87|2.0   0 114|   0     0 |           | 14  120    1   26    0
Feb 12 17:18:57 np0000000049 dstat.sh[58910]: 12-02 17:18:57| 21   4  74   1   0|3168M  144M  166M 4288M|7398B 3593B|4106B  950k|1.00  77.2 |2134  2149 |2.05 1.57 0.87|1.0   0 4.0|   0     0 |           | 14  125    1   26    0
Feb 12 17:18:58 np0000000049 dstat.sh[58910]: 12-02 17:18:58| 20   3  74   0   0|3171M  141M  166M 4288M|9822B 6020B|  32k  410k|1.99  28.9 |2506  2484 |2.05 1.57 0.87|2.0   0 1.0|   0     0 |           | 14  125    1   26    0
Feb 12 17:18:59 np0000000049 dstat.sh[58910]: 12-02 17:18:59| 22   4  71   1   0|3191M  121M  166M 4288M|7981B 4899B|  60k   12M|4.03   702 |5186  6742 |2.05 1.57 0.87|2.0   0 5.0|   0     0 |           | 14  128    1   21    0
Feb 12 17:19:00 np0000000049 dstat.sh[58910]: 12-02 17:19:00| 39  14  46   0   0|3262M  193M  166M 4148M|4340B 1692B|8180B  791k|2.00  50.9 |3858  2665 |2.05 1.57 0.87|3.0   0  96|   0     0 |           | 14  128    1   21    0
Feb 12 17:19:01 np0000000049 dstat.sh[58910]: 12-02 17:19:01| 30   4  64   0   0|3278M  221M  166M 4105M|  26k   24k| 183k  419k|1.00  24.9 |2536  1636 |2.05 1.57 0.87|2.0   0   0|   0     0 |           | 14  128    1   22    0
Feb 12 17:19:02 np0000000049 dstat.sh[58910]: 12-02 17:19:02| 20   6  73   1   0|3288M  211M  166M 4105M|4728B 1664B|8201B 1954k|2.00   109 |2582  2230 |1.97 1.56 0.87|2.0   0  55|   0     0 |           | 14  128    1   22    0
Feb 12 17:19:03 np0000000049 dstat.sh[58910]: 12-02 17:19:03| 18   2  79   0   0|3304M  195M  166M 4105M|  27k   24k|   0    72k|   0  6.99 |1926  1568 |1.97 1.56 0.87|3.0   0   0|   0     0 |           | 14  128    1   23    0
Feb 12 17:19:04 np0000000049 dstat.sh[58910]: 12-02 17:19:04| 18   8  72   0   0|3294M  206M  166M 4105M|4747B 1619B|   0    44k|   0  4.00 |2384  1749 |1.97 1.56 0.87|2.0   0  51|   0     0 |           | 14  128    1   23    0
Feb 12 17:19:05 np0000000049 dstat.sh[58910]: 12-02 17:19:05| 16   3  79   0   0|3299M  200M  166M 4105M|  11k 8145B|4091B  344k|1.00  41.0 |2190  2038 |1.97 1.56 0.87|2.0   0 6.0|   0     0 |           | 14  129    1   23    0
Feb 12 17:19:06 np0000000049 dstat.sh[58910]: 12-02 17:19:06| 26   9  63   0   0|3297M  202M  166M 4105M|5823B 2678B|   0  1712k|   0   136 |6974    11k|1.97 1.56 0.87|3.0   0 113|   0     0 |           | 14  136    1   28    0
Feb 12 17:19:07 np0000000049 dstat.sh[58910]: 12-02 17:19:07| 18   3  78   0   0|3307M  192M  166M 4105M|  11k 7318B|   0   172k|   0  9.98 |1830  1357 |1.89 1.55 0.87|2.0   0 1.0|   0     0 |           | 14  137    1   28    0
Feb 12 17:19:08 np0000000049 dstat.sh[58910]: 12-02 17:19:08| 19   7  73   0   0|3294M  205M  166M 4105M|  21k   18k|   0   180k|   0  12.0 |2692  1941 |1.89 1.55 0.87|2.0   0  55|   0     0 |           | 14  136    1   29    0
Feb 12 17:19:09 np0000000049 dstat.sh[58910]: 12-02 17:19:09| 18   3  77   0   0|3338M  161M  166M 4105M|  10k 7396B|   0   208k|   0  18.0 |1911  1558 |1.89 1.55 0.87|2.0   0   0|   0     0 |           | 14  137    1   29    0
Feb 12 17:19:10 np0000000049 dstat.sh[58910]: 12-02 17:19:10| 22   5  70   2   0|3339M  160M  166M 4106M|5762B 2561B|   0  2150k|   0   242 |5226  7831 |1.89 1.55 0.87|4.0   0 1.0|   0     0 |           | 14  138    1   29    0
Feb 12 17:19:11 np0000000049 dstat.sh[58910]: 12-02 17:19:11| 23   7  67   1   0|3316M  183M  166M 4106M|6024B 2936B|   0  1790k|   0   156 |4886  6153 |1.89 1.55 0.87|2.0   0  51|   0     0 |           | 14  137    1   31    0
Feb 12 17:19:12 np0000000049 dstat.sh[58910]: 12-02 17:19:12| 23   5  70   1   0|3357M  142M  166M 4106M|4893B 1606B|   0  5554k|   0   335 |2716  3203 |1.90 1.56 0.88|3.0   0 3.0|   0     0 |           | 14  137    1   31    0
Feb 12 17:19:13 np0000000049 dstat.sh[58910]: 12-02 17:19:13| 14   3  82   0   0|3353M  146M  166M 4106M|  15k   12k|  12k  409k|1.00  30.1 |2171  2165 |1.90 1.56 0.88|1.0   0 1.0|   0     0 |           | 14  138    1   31    0
Feb 12 17:19:14 np0000000049 dstat.sh[58910]: 12-02 17:19:14| 25   7  66   1   0|3350M  149M  166M 4106M|4679B 1469B|  16k 1197k|1.01   144 |5603  7981 |1.90 1.56 0.88|3.0   0   0|   0     0 |           | 14  138    1   31    0
Feb 12 17:19:15 np0000000049 dstat.sh[58910]: 12-02 17:19:15| 30   8  61   0   0|3310M  188M  166M 4106M|6026B 2476B|   0  3869k|   0   341 |5942  7833 |1.90 1.56 0.88|2.0   0  69|   0     0 |           | 14  139    1   32    0
Feb 12 17:19:16 np0000000049 dstat.sh[58910]: 12-02 17:19:16| 18   3  78   0   0|3340M  159M  166M 4106M|  11k 7434B|   0   556k|   0  36.0 |1897  1560 |1.90 1.56 0.88|2.0   0   0|   0     0 |           | 14  142    1   32    0
Feb 12 17:19:17 np0000000049 dstat.sh[58910]: 12-02 17:19:17| 20   3  75   1   0|3252M  247M  166M 4106M|8825B 5748B|  16k 1031k|1.00   123 |3419  4190 |1.91 1.56 0.89|3.0   0  17|   0     0 |           | 14  141    1   33    0
Feb 12 17:19:18 np0000000049 dstat.sh[58910]: 12-02 17:19:18| 18   9  71   0   0|3313M  185M  166M 4106M|4743B 1610B|   0   879k|   0  47.7 |3051  2462 |1.91 1.56 0.89|2.0   0 130|   0     0 |           | 14  141    1   33    0
Feb 12 17:19:19 np0000000049 dstat.sh[58910]: 12-02 17:19:19| 20   3  76   0   0|3328M  171M  166M 4106M|  13k 9802B|   0   637k|   0  52.1 |3139  3933 |1.91 1.56 0.89|1.0   0   0|   0     0 |           | 14  142    1   32    0
Feb 12 17:19:20 np0000000049 dstat.sh[58910]: 12-02 17:19:20| 20   5  72   1   0|3329M  169M  166M 4106M|8731B 5084B|   0  3934k|   0   262 |5480  8109 |1.91 1.56 0.89|4.0   0   0|   0     0 |           | 14  142    1   32    0
Feb 12 17:19:21 np0000000049 dstat.sh[58910]: 12-02 17:19:21| 28   8  64   0   0|3334M  165M  166M 4106M|4306B 1459B|  36k  848k|3.00  85.0 |7280    11k|1.91 1.56 0.89|3.0   0 3.0|   0     0 |           | 14  144    1   32    0
Feb 12 17:19:22 np0000000049 dstat.sh[58910]: 12-02 17:19:22| 33  16  48   0   0|3286M  212M  166M 4106M|6834B 3624B|   0  1324k|   0   133 |  10k   15k|1.83 1.55 0.89|2.0   0 284|   0     0 |           | 14  143    1   33    0
Feb 12 17:19:23 np0000000049 dstat.sh[58910]: 12-02 17:19:23| 19   3  77   0   0|3343M  155M  166M 4106M|6470B 4056B|   0   454k|   0  25.1 |1776  1367 |1.83 1.55 0.89|1.0   0   0|   0     0 |           | 14  144    1   33    0
Feb 12 17:19:24 np0000000049 dstat.sh[58910]: 12-02 17:19:24| 18   9  72   0   0|3270M  227M  166M 4106M|  11k 6907B|   0     0 |   0     0 |3428  2692 |1.83 1.55 0.89|2.0   0 116|   0     0 |           | 14  143    1   34    0
Feb 12 17:19:25 np0000000049 dstat.sh[58910]: 12-02 17:19:25|  9  20  69   0   0|3281M  217M  166M 4106M|5157B 1610B|   0   346k|   0  7.95 |5090  3561 |1.83 1.55 0.89|2.0   0 255|   0     0 |           | 14  143    1   34    0
Feb 12 17:19:26 np0000000049 dstat.sh[58910]: 12-02 17:19:26| 11  20  66   1   0|3292M  206M  166M 4107M|5004B 1628B|   0  5398k|   0   325 |6617  6709 |1.83 1.55 0.89|4.0   0 270|   0     0 |           | 14  143    1   34    0
Feb 12 17:19:27 np0000000049 dstat.sh[58910]: 12-02 17:19:27| 24  17  58   0   0|3317M  181M  166M 4106M|4820B 1621B|   0   280k|   0  25.0 |5651  7070 |1.77 1.54 0.89|4.0   0 234|   0     0 |           | 14  143    1   34    0
Feb 12 17:19:28 np0000000049 dstat.sh[58910]: 12-02 17:19:28| 31  23  45   0   0|3368M  130M  166M 4107M|4481B 1683B|  36k  430k|3.98  34.9 |6159  4835 |1.77 1.54 0.89|2.0   0 356|   0     0 |           | 14  143    1   34    0
Feb 12 17:19:29 np0000000049 dstat.sh[58910]: 12-02 17:19:29| 22  24  53   1   0|3383M  175M  166M 4048M|4141B 1463B| 100k  510k|8.03  29.1 |7463  8035 |1.77 1.54 0.89|3.0   0 365|   0     0 |           | 14  149    1   34    0
Feb 12 17:19:30 np0000000049 dstat.sh[58910]: 12-02 17:19:30| 36  20  43   0   0|3471M  145M  166M 3992M|4380B 1620B|  12k 8305k|3.00   963 |  11k   15k|1.77 1.54 0.89|3.0   0 191|   0     0 |           | 16  155    1   34    0
Feb 12 17:19:31 np0000000049 dstat.sh[58910]: 12-02 17:19:31| 49  31  21   0   0|3579M  135M  165M 3895M|4685B 1622B| 100k  360k|6.01  22.0 |6627  5775 |1.77 1.54 0.89|4.0   0 583|   0     0 |           | 16  155    1   34    0
Feb 12 17:19:32 np0000000049 dstat.sh[58910]: 12-02 17:19:32| 59  21  20   0   0|3661M  144M  165M 3805M|5299B 1711B|8195B  424k|2.00  30.0 |8090    14k|1.87 1.57 0.90|2.0   0 298|   0     0 |           | 16  171    1   34    0
Feb 12 17:19:33 np0000000049 dstat.sh[58910]: 12-02 17:19:33| 34  24  41   0   0|3733M  122M  165M 3756M|5340B 1620B|8192B  944k|2.00  36.0 |7015  5836 |1.87 1.57 0.90|3.0   0 581|   0     0 |           | 16  171    1   34    0
Feb 12 17:19:34 np0000000049 dstat.sh[58910]: 12-02 17:19:34| 24  23  52   0   0|3760M  142M  165M 3710M|5749B 1617B|8176B  240k|2.00  21.0 |6338  5113 |1.87 1.57 0.90|2.0   0 467|   0     0 |           | 17  171    1   34    0
Feb 12 17:19:35 np0000000049 dstat.sh[58910]: 12-02 17:19:35| 23  17  59   1   0|3782M  120M  165M 3710M|5471B 1623B|8208B 6313k|2.00   598 |6356  8356 |1.87 1.57 0.90|2.0   0 239|   0     0 |           | 17  171    1   34    0
Feb 12 17:19:36 np0000000049 dstat.sh[58910]: 12-02 17:19:36| 29  25  45   0   0|3828M  180M  165M 3606M|5522B 1678B|4068B 2129k|0.99  21.8 |5917  4396 |1.87 1.57 0.90|3.0   0 353|   0     0 |           | 17  171    1   32    0
Feb 12 17:19:37 np0000000049 dstat.sh[58910]: 12-02 17:19:37| 39  23  38   0   0|3939M  150M  165M 3528M|4817B 1462B| 140k  437k|4.01  34.1 |8314    12k|2.04 1.61 0.92|4.0   0 334|   0     0 |           | 17  183    1   32    0
Feb 12 17:19:38 np0000000049 dstat.sh[58910]: 12-02 17:19:38| 26  21  52   0   0|3954M  160M  165M 3502M|4839B 1624B|8214B  545k|2.01  39.1 |5530  5047 |2.04 1.61 0.92|4.0   0 286|   0     0 |           | 17  183    1   32    0
Feb 12 17:19:39 np0000000049 dstat.sh[58910]: 12-02 17:19:39| 30  26  42   0   0|4037M  124M  165M 3457M|4819B 1618B| 192k  272k|11.0  22.0 |6570  5676 |2.04 1.61 0.92|6.0   0 494|   0     0 |           | 17  189    1   32    2
Feb 12 17:19:40 np0000000049 dstat.sh[58910]: 12-02 17:19:40| 20  25  53   0   0|4084M  152M  165M 3383M|5900B 1618B|  96k  607k|6.99  38.0 |7292    17k|2.04 1.61 0.92|2.0   0 367|   0     0 |           | 17  195    1   32    2
Feb 12 17:19:41 np0000000049 dstat.sh[58910]: 12-02 17:19:41| 11  20  67   0   0|4081M  155M  165M 3383M|5403B 1695B|   0   344k|   0  23.0 |5596  4323 |2.04 1.61 0.92|5.0   0 291|   0     0 |           | 17  195    1   32    2
Feb 12 17:19:42 np0000000049 dstat.sh[58910]: 12-02 17:19:42| 16  18  62   0   0|4078M  158M  165M 3383M|5039B 1688B|   0   777k|   0  69.7 |6449  7535 |1.95 1.60 0.92|8.0   0 257|   0     0 |           | 17  211    1   32    2
Feb 12 17:19:43 np0000000049 dstat.sh[58910]: 12-02 17:19:43| 28  17  53   0   0|4137M  139M  165M 3344M|4686B 1828B| 316k  557k|4.00  42.1 |5709  6409 |1.95 1.60 0.92|4.0   0 192|   0     0 |           | 17  211    1   32    2
Feb 12 17:19:44 np0000000049 dstat.sh[58910]: 12-02 17:19:44| 45   9  46   0   0|4266M  127M  165M 3229M|4381B 1695B| 224k  236k|4.00  15.0 |3299  1922 |1.95 1.60 0.92|3.0   0 1.0|   0     0 |           | 17  211    1   22    2
Feb 12 17:19:45 np0000000049 dstat.sh[58910]: 12-02 17:19:45| 41   7  50   0   0|4341M  146M  165M 3137M|4346B 1531B| 372k  328k|21.0  36.0 |3755  3065 |1.95 1.60 0.92|2.0   0 8.0|   0     0 |           | 17  220    1   22    2
