Jun 16 19:55:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 16 19:55:59 ubuntu dstat.sh[65628]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 16 19:55:59 ubuntu dstat.sh[65628]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 16 20:00:36 ubuntu dstat.sh[65628]: 16-06 20:00:36| 71  25   4   0   0|2582M  167M  168M 4822M|7528B 1596B| 483k 1388k|12.1  63.4 |9311    18k|2.12 1.60 0.92|4.0   0 374|   0     0 |           | 14   85    1   20    0
Jun 16 20:00:37 ubuntu dstat.sh[65628]: 16-06 20:00:37| 61  25  13   0   0|2664M  152M  168M 4756M|5088B 1641B|8195B 1024k|2.00  65.0 |6579  7638 |2.12 1.60 0.92|3.0   0 533|   0     0 |           | 14   91    1   24    0
Jun 16 20:00:38 ubuntu dstat.sh[65628]: 16-06 20:00:38| 42  21  36   0   0|2723M  161M  168M 4690M|4702B 1673B|   0   766k|   0  39.9 |7592    11k|2.12 1.60 0.92|3.0   0 273|   0     0 |           | 14   91    1   24    0
Jun 16 20:00:39 ubuntu dstat.sh[65628]: 16-06 20:00:39| 65  16  18   0   0|2860M  157M  168M 4561M|4907B 1640B|2968k 4327k|31.0   226 |6198  9475 |2.12 1.60 0.92|3.0   0 138|   0     0 |           | 14   94    1   28    0
Jun 16 20:00:40 ubuntu dstat.sh[65628]: 16-06 20:00:40| 31  13  54   1   0|2918M  166M  168M 4495M|4912B 1351B|8200B 1417k|2.00  85.1 |4588  4408 |2.12 1.60 0.92|1.0   0 135|   0     0 |           | 14   97    1   28    0
Jun 16 20:00:41 ubuntu dstat.sh[65628]: 16-06 20:00:41|  9  20  70   0   0|2926M  158M  168M 4495M|5051B 1263B|   0    12k|   0  3.00 |5111  3379 |2.03 1.59 0.92|1.0   0 259|   0     0 |           | 14   97    1   28    0
Jun 16 20:00:42 ubuntu dstat.sh[65628]: 16-06 20:00:42|  8  19  71   0   0|2934M  150M  168M 4495M|4867B 1455B|   0   148k|   0  14.0 |5195  3632 |2.03 1.59 0.92|1.0   0 262|   0     0 |           | 14   97    1   27    0
Jun 16 20:00:43 ubuntu dstat.sh[65628]: 16-06 20:00:43|  8  20  70   0   0|2941M  143M  168M 4495M|4973B 1568B|   0    32k|   0  4.01 |4951  3424 |2.03 1.59 0.92|2.0   0 272|   0     0 |           | 14   97    1   27    0
Jun 16 20:00:44 ubuntu dstat.sh[65628]: 16-06 20:00:44| 20   9  71   1   0|2994M  155M  168M 4432M|4225B 1460B|   0  5537k|   0   254 |3010  2832 |2.03 1.59 0.92|1.0   0  62|   0     0 |           | 14   97    1   27    0
Jun 16 20:00:45 ubuntu dstat.sh[65628]: 16-06 20:00:45| 20   2  76   0   0|3022M  127M  168M 4432M|  11k 7900B|  64k  100k|5.99  5.99 |2127  1689 |2.03 1.59 0.92|3.0   0 1.0|   0     0 |           | 14  102    1   27    0
Jun 16 20:00:46 ubuntu dstat.sh[65628]: 16-06 20:00:46| 21   6  73   0   0|2940M  208M  168M 4432M|  21k   18k|4089B  363k|1.00  29.0 |3182  2860 |2.03 1.60 0.93|1.0   0  63|   0     0 |           | 14  101    1   22    0
Jun 16 20:00:47 ubuntu dstat.sh[65628]: 16-06 20:00:47| 26   4  68   0   0|3013M  135M  168M 4432M|4857B 1619B|4094B 2047k|1.00  32.0 |2260  1664 |2.03 1.60 0.93|1.0   0 3.0|   0     0 |           | 14  107    1   22    0
Jun 16 20:00:48 ubuntu dstat.sh[65628]: 16-06 20:00:48| 17   2  80   0   0|3024M  125M  168M 4432M|  11k 8106B|   0   357k|   0  28.0 |2465  2498 |2.03 1.60 0.93|3.0   0   0|   0     0 |           | 14  110    1   22    0
Jun 16 20:00:49 ubuntu dstat.sh[65628]: 16-06 20:00:49| 26   6  66   2   0|3031M  116M  168M 4433M|4321B 1710B|1324k 1804k|63.0   211 |5261  7618 |2.03 1.60 0.93|1.0   0 4.0|   0     0 |           | 14  113    1   22    0
Jun 16 20:00:50 ubuntu dstat.sh[65628]: 16-06 20:00:50| 37  11  51   1   0|3050M  229M  168M 4306M|6065B 2768B|  64k 1851k|6.01   162 |5622  6391 |2.03 1.60 0.93|1.0   0  82|   0     0 |           | 14  118    1   24    0
Jun 16 20:00:51 ubuntu dstat.sh[65628]: 16-06 20:00:51| 22   5  72   0   0|3123M  155M  168M 4306M|4233B 1561B|   0    10M|   0   618 |2623  2154 |1.94 1.59 0.93|1.0   0  35|   0     0 |           | 14  118    1   24    0
Jun 16 20:00:52 ubuntu dstat.sh[65628]: 16-06 20:00:52| 20   3  76   1   0|3138M  140M  168M 4306M|  12k 9009B|  64k  958k|4.01  65.1 |2647  2674 |1.94 1.59 0.93|1.0   0 1.0|   0     0 |           | 14  119    1   24    0
Jun 16 20:00:53 ubuntu dstat.sh[65628]: 16-06 20:00:53| 27   6  66   1   0|3165M  177M  168M 4243M|6922B 3659B|  48k 1416k|2.00   150 |4728  6302 |1.94 1.59 0.93|2.0   0  10|   0     0 |           | 14  120    1   25    0
Jun 16 20:00:54 ubuntu dstat.sh[65628]: 16-06 20:00:54| 39  13  47   0   0|3266M  139M  168M 4182M|6871B 1586B|   0   460k|   0  27.0 |3856  2356 |1.94 1.59 0.93|3.0   0  96|   0     0 |           | 14  120    1   25    0
Jun 16 20:00:55 ubuntu dstat.sh[65628]: 16-06 20:00:55| 34   4  60   0   0|3266M  198M  168M 4124M|  31k   24k|   0  1980k|   0   110 |2920  2056 |1.94 1.59 0.93|1.0   0   0|   0     0 |           | 14  120    1   26    0
Jun 16 20:00:56 ubuntu dstat.sh[65628]: 16-06 20:00:56| 19   7  72   0   0|3241M  223M  168M 4124M|7111B 1554B|8191B  136k|2.00  13.0 |2675  1944 |1.87 1.58 0.93|1.0   0  55|   0     0 |           | 14  120    1   26    0
Jun 16 20:00:57 ubuntu dstat.sh[65628]: 16-06 20:00:57| 20   3  77   0   0|3269M  195M  168M 4124M|  11k 7833B|   0    36k|   0  5.00 |1937  1440 |1.87 1.58 0.93|1.0   0   0|   0     0 |           | 14  122    1   26    0
Jun 16 20:00:58 ubuntu dstat.sh[65628]: 16-06 20:00:58| 20   6  73   0   0|3307M  157M  168M 4124M|  21k   18k|   0     0 |   0     0 |2471  1703 |1.87 1.58 0.93|1.0   0  51|   0     0 |           | 14  120    1   27    0
Jun 16 20:00:59 ubuntu dstat.sh[65628]: 16-06 20:00:59| 18   3  77   0   0|3336M  128M  168M 4124M|  11k 7261B|  88k    0 |5.00     0 |1821  1350 |1.87 1.58 0.93|1.0   0 1.0|   0     0 |           | 14  121    1   27    0
Jun 16 20:01:00 ubuntu dstat.sh[65628]: 16-06 20:01:00| 25  10  63   1   0|3248M  216M  168M 4125M|7148B 2726B|4099B  973k|1.00   101 |5897  7233 |1.87 1.58 0.93|1.0   0  88|   0     0 |           | 14  122    1   29    0
Jun 16 20:01:01 ubuntu dstat.sh[65628]: 16-06 20:01:01| 23   4  73   0   0|3317M  147M  168M 4125M|5596B 1241B|   0  3684k|   0  23.0 |1882  1259 |1.80 1.57 0.93|1.0   0 2.0|   0     0 |           | 14  122    1   29    0
Jun 16 20:01:02 ubuntu dstat.sh[65628]: 16-06 20:01:02| 18   3  78   0   0|3292M  171M  168M 4125M|  28k   24k|   0   933k|   0  52.1 |2230  1735 |1.80 1.57 0.93|1.0   0  21|   0     0 |           | 14  122    1   30    0
Jun 16 20:01:03 ubuntu dstat.sh[65628]: 16-06 20:01:03| 21   5  73   0   0|3343M  120M  168M 4125M|5740B 1564B|   0   108k|   0  12.0 |2121  1539 |1.80 1.57 0.93|1.0   0  34|   0     0 |           | 14  122    1   30    0
Jun 16 20:01:04 ubuntu dstat.sh[65628]: 16-06 20:01:04| 16   4  79   0   0|3291M  217M  168M 4081M|  12k 8399B|  16k  674k|4.01  53.1 |2422  2510 |1.80 1.57 0.93|1.0   0   0|   0     0 |           | 14  123    1   30    0
Jun 16 20:01:05 ubuntu dstat.sh[65628]: 16-06 20:01:05| 29   5  63   2   0|3293M  214M  168M 4082M|5539B 1621B|  32k 7339k|2.00   596 |6493    10k|1.80 1.57 0.93|4.0   0 2.0|   0     0 |           | 14  126    1   31    0
Jun 16 20:01:06 ubuntu dstat.sh[65628]: 16-06 20:01:06| 21   7  70   0   0|3218M  289M  168M 4082M|6358B 2857B|4092B 2745k|1.00   335 |4076  4645 |1.65 1.54 0.92|2.0   0  53|   0     0 |           | 14  125    1   32    0
Jun 16 20:01:07 ubuntu dstat.sh[65628]: 16-06 20:01:07| 19   3  76   0   0|3268M  239M  168M 4082M|  11k 7329B|   0   504k|   0  32.0 |2068  1739 |1.65 1.54 0.92|2.0   0   0|   0     0 |           | 14  126    1   32    0
Jun 16 20:01:08 ubuntu dstat.sh[65628]: 16-06 20:01:08| 20   3  76   0   0|3269M  238M  168M 4082M|9160B 6009B|  32k  704k|2.00  62.0 |3272  3713 |1.65 1.54 0.92|2.0   0   0|   0     0 |           | 14  126    1   32    0
Jun 16 20:01:09 ubuntu dstat.sh[65628]: 16-06 20:01:09| 29   6  62   1   0|3272M  235M  168M 4082M|4592B 1554B|   0  1276k|   0   148 |7722    12k|1.65 1.54 0.92|4.0   0   0|   0     0 |           | 14  126    1   32    0
Jun 16 20:01:10 ubuntu dstat.sh[65628]: 16-06 20:01:10| 32   7  59   0   0|3241M  266M  168M 4082M|5561B 2584B|   0   726k|   0  63.9 |4947  6189 |1.65 1.54 0.92|2.0   0  80|   0     0 |           | 14  129    1   33    0
Jun 16 20:01:11 ubuntu dstat.sh[65628]: 16-06 20:01:11| 18   3  77   0   0|3287M  220M  168M 4082M|  10k 7378B|   0   440k|   0  28.0 |1834  1354 |1.60 1.53 0.92|2.0   0   0|   0     0 |           | 14  130    1   33    0
Jun 16 20:01:12 ubuntu dstat.sh[65628]: 16-06 20:01:12| 18   7  73   1   0|3226M  281M  168M 4082M|8744B 5576B|   0  1124k|   0   126 |4108  4727 |1.60 1.53 0.92|2.0   0  88|   0     0 |           | 14  129    1   34    0
Jun 16 20:01:13 ubuntu dstat.sh[65628]: 16-06 20:01:13| 20   7  72   0   0|3291M  216M  168M 4082M|4924B 1705B|   0   472k|   0  22.0 |2454  1804 |1.60 1.53 0.92|2.0   0  59|   0     0 |           | 14  129    1   34    0
Jun 16 20:01:14 ubuntu dstat.sh[65628]: 16-06 20:01:14| 16   2  80   0   0|3304M  203M  168M 4082M|  15k   12k|   0   440k|   0  28.0 |2143  1896 |1.60 1.53 0.92|1.0   0   0|   0     0 |           | 14  130    1   34    0
Jun 16 20:01:15 ubuntu dstat.sh[65628]: 16-06 20:01:15| 27   5  64   1   0|3304M  203M  168M 4082M|6008B 1754B|   0  1835k|   0   201 |8251    13k|1.60 1.53 0.92|1.0   0   0|   0     0 |           | 14  130    1   34    0
Jun 16 20:01:16 ubuntu dstat.sh[65628]: 16-06 20:01:16| 31   8  59   0   0|3310M  197M  168M 4083M|5029B 1517B| 417k 1284k|68.2  99.3 |7929    11k|1.55 1.52 0.92|4.0   0 4.0|   0     0 |           | 14  132    1   34    0
Jun 16 20:01:17 ubuntu dstat.sh[65628]: 16-06 20:01:17| 46  16  35   2   0|3285M  221M  168M 4083M|6538B 3460B|   0  7355k|   0   524 |  11k   16k|1.55 1.52 0.92|1.0   0 287|   0     0 |           | 14  133    1   35    0
Jun 16 20:01:18 ubuntu dstat.sh[65628]: 16-06 20:01:18| 28   4  67   0   0|3357M  149M  168M 4083M|5664B 2340B|  20k  312k|2.00  13.0 |2890  2568 |1.55 1.52 0.92|1.0   0   0|   0     0 |           | 14  134    1   35    0
Jun 16 20:01:19 ubuntu dstat.sh[65628]: 16-06 20:01:19| 17   6  76   0   0|3325M  180M  168M 4083M|  11k 8256B|   0   156k|   0  7.01 |2694  2191 |1.55 1.52 0.92|2.0   0  65|   0     0 |           | 14  133    1   36    0
Jun 16 20:01:20 ubuntu dstat.sh[65628]: 16-06 20:01:20|  9  20  69   0   0|3304M  202M  168M 4083M|4619B 1547B|   0   228k|   0  14.0 |5296  3867 |1.55 1.52 0.92|3.0   0 295|   0     0 |           | 14  133    1   36    0
Jun 16 20:01:21 ubuntu dstat.sh[65628]: 16-06 20:01:21|  9  21  67   0   0|3237M  269M  168M 4083M|4823B 1552B|   0   392k|   0  30.0 |5461  4105 |1.51 1.51 0.92|1.0   0 274|   0     0 |           | 14  133    1   36    0
Jun 16 20:01:22 ubuntu dstat.sh[65628]: 16-06 20:01:22| 23  17  59   0   0|3259M  247M  168M 4083M|4985B 1622B|   0  3848k|   0   324 |6076  7302 |1.51 1.51 0.92|4.0   0 203|   0     0 |           | 14  133    1   36    0
Jun 16 20:01:23 ubuntu dstat.sh[65628]: 16-06 20:01:23| 30  24  45   0   0|3316M  189M  168M 4083M|4532B 1582B|  16k  140k|1.00  11.0 |6322  4838 |1.51 1.51 0.92|4.0   0 427|   0     0 |           | 14  133    1   36    0
Jun 16 20:01:24 ubuntu dstat.sh[65628]: 16-06 20:01:24| 30  19  49   0   0|3331M  174M  168M 4084M|4708B 1620B|  64k  532k|4.00  35.0 |6522  6886 |1.51 1.51 0.92|1.0   0 335|   0     0 |           | 14  139    1   36    0
Jun 16 20:01:25 ubuntu dstat.sh[65628]: 16-06 20:01:25| 42  23  34   0   0|3428M  163M  168M 4000M|5091B 1562B|  92k  243k|4.99  13.0 |7234    10k|1.51 1.51 0.92|7.0   0 300|   0     0 |           | 16  143    1   36    0
Jun 16 20:01:26 ubuntu dstat.sh[65628]: 16-06 20:01:26| 51  29  20   0   0|3557M  127M  168M 3908M|4922B 1663B|  32k  840k|4.00  59.0 |6343  6192 |1.63 1.54 0.93|5.0   0 422|   0     0 |           | 16  145    1   36    0
Jun 16 20:01:27 ubuntu dstat.sh[65628]: 16-06 20:01:27| 53  22  23   0   0|3632M  147M  168M 3814M|4792B 1707B|8178B  843k|2.00   123 |9669    17k|1.63 1.54 0.93|1.0   0 335|   0     0 |           | 16  163    1   36    0
Jun 16 20:01:28 ubuntu dstat.sh[65628]: 16-06 20:01:28| 28  21  50   0   0|3684M  146M  168M 3763M|3689B  810B|8190B  460k|1.00  10.0 |5234  3908 |1.63 1.54 0.93|7.0   0 258|   0     0 |           | 16  163    1   36    0
Jun 16 20:01:29 ubuntu dstat.sh[65628]: 16-06 20:01:29| 32  24  42   0   0|3721M  163M  168M 3711M|4175B 1193B|  84k  325k|4.02  20.1 |  14k 4627 |1.63 1.54 0.93|3.0   0 398|   0     0 |           | 16  163    1   36    0
Jun 16 20:01:30 ubuntu dstat.sh[65628]: 16-06 20:01:30| 12  21  65   0   0|3716M  168M  168M 3711M|4890B 1457B|4092B  152k|1.00  11.0 |5317  3830 |1.63 1.54 0.93|3.0   0 301|   0     0 |           | 17  163    1   36    0
Jun 16 20:01:31 ubuntu dstat.sh[65628]: 16-06 20:01:31| 18  17  63   0   0|3737M  147M  168M 3711M|5149B 1658B|  12k  555k|2.99  42.9 |6787  8649 |1.66 1.55 0.94|1.0   0 251|   0     0 |           | 17  163    1   34    0
Jun 16 20:01:32 ubuntu dstat.sh[65628]: 16-06 20:01:32| 31  25  42   1   0|3802M  136M  168M 3658M|4451B 1261B| 176k 2429k|10.0  20.0 |6888    14k|1.66 1.55 0.94|2.0   0 385|   0     0 |           | 17  163    1   35    0
Jun 16 20:01:33 ubuntu dstat.sh[65628]: 16-06 20:01:33| 34  25  41   0   0|3839M  126M  168M 3632M|4528B 1350B|   0   100k|   0  9.00 |6181  6816 |1.66 1.55 0.94|2.0   0 375|   0     0 |           | 17  169    1   35    0
Jun 16 20:01:34 ubuntu dstat.sh[65628]: 16-06 20:01:34| 29  16  53   0   0|3856M  146M  168M 3596M|4405B 1452B|  36k  231k|2.99  11.0 |5480  5861 |1.66 1.55 0.94|2.0   0 204|   0     0 |           | 17  175    0   35    0
Jun 16 20:01:35 ubuntu dstat.sh[65628]: 16-06 20:01:35| 38  29  32   0   0|3989M  112M  168M 3499M|5321B 1520B|  24k  442k|3.01  30.1 |8488    13k|1.66 1.55 0.94|2.0   0 526|   0     0 |           | 17  181    0   34    0
Jun 16 20:01:36 ubuntu dstat.sh[65628]: 16-06 20:01:36| 28  26  44   0   0|4036M  126M  168M 3439M|4723B 1565B| 132k  776k|9.99  61.0 |9407    13k|1.69 1.55 0.95|2.0   0 459|   0     0 |           | 17  187    0   34    0
Jun 16 20:01:37 ubuntu dstat.sh[65628]: 16-06 20:01:37| 20  22  57   0   0|4045M  139M  168M 3418M|4819B 1458B|4097B 1792k|1.00   137 |6064  5176 |1.69 1.55 0.95|1.0   0 339|   0     0 |           | 17  203    0   34    0
Jun 16 20:01:38 ubuntu dstat.sh[65628]: 16-06 20:01:38| 15  19  65   0   0|4051M  133M  168M 3418M|4888B 1601B|   0   228k|   0  15.0 |5866  5961 |1.69 1.55 0.95|1.0   0 238|   0     0 |           | 17  203    0   34    0
Jun 16 20:01:39 ubuntu dstat.sh[65628]: 16-06 20:01:39| 29  17  53   0   0|4123M  130M  168M 3350M|4989B 1620B| 768k  372k|12.0  16.0 |4260  3350 |1.69 1.55 0.95|3.0   0 160|   0     0 |           | 17  203    0   34    0
Jun 16 20:01:40 ubuntu dstat.sh[65628]: 16-06 20:01:40| 43  10  45   0   0|4230M  159M  168M 3217M|5035B 1619B| 320k  348k|8.00  36.0 |3306  2154 |1.69 1.55 0.95|4.0   0 2.0|   0     0 |           | 17  203    0   16    0
Jun 16 20:01:41 ubuntu dstat.sh[65628]: 16-06 20:01:41| 36   8  56   1   0|4318M  171M  168M 3119M|5814B 1568B|  76k  469k|9.01  45.1 |3475  3006 |1.71 1.56 0.95|2.0   0  12|   0     0 |           | 17  212    0   16    0
Jun 16 20:01:42 ubuntu dstat.sh[65628]: 16-06 20:01:42| 27  16  55   0   0|4231M  259M  168M 3119M|5943B 1621B|  16k  244k|1.00  14.0 |4515  3448 |1.71 1.56 0.95|3.0   0 268|   0     0 |           | 17  211    0   16    0
Jun 16 20:01:43 ubuntu dstat.sh[65628]: 16-06 20:01:43| 34  30  35   0   0|4306M  181M  168M 3122M|7420B 3582B|1690k   15M|26.0   839 |7027  6501 |1.71 1.56 0.95|3.0   0 512|   0     0 |           | 17  214    0   16    0
Jun 16 20:01:44 ubuntu dstat.sh[65628]: 16-06 20:01:44| 45  23  31   0   0|4329M  195M  168M 3087M|  12k 8321B|  24k 1082k|2.99  24.9 |7893    10k|1.71 1.56 0.95|5.0   0 341|   0     0 |           | 17  221    0   17    0
Jun 16 20:01:45 ubuntu dstat.sh[65628]: 16-06 20:01:45| 63  19  18   0   0|4399M  129M  168M 3082M|5143B 1510B|  56k  204k|6.99  7.99 |5275  4461 |1.71 1.56 0.95|5.0   0 152|   0     0 |           | 17  222    0   17    0
Jun 16 20:01:46 ubuntu dstat.sh[65628]: 16-06 20:01:46| 67  12  19   1   0|4512M  130M  168M 2971M|  11k 7749B|3205k 1428k| 120  55.2 |4912  4368 |1.81 1.59 0.96|4.0   0  28|   0     0 |           | 17  229    0   17    0
Jun 16 20:01:47 ubuntu dstat.sh[65628]: 16-06 20:01:47| 62  14  21   3   0|4467M  258M  168M 2891M|9914B 6306B|4971k 2384k| 392   172 |7044  9080 |1.81 1.59 0.96|2.0   0  69|   0     0 |           | 17  229    0   22    0
Jun 16 20:01:48 ubuntu dstat.sh[65628]: 16-06 20:01:48| 38  26  35   0   0|4556M  168M  168M 2893M|4663B 1697B|   0  9709k|   0  34.0 |6709  6255 |1.81 1.59 0.96|4.0   0 437|   0     0 |           | 17  229    0   21    0
Jun 16 20:01:49 ubuntu dstat.sh[65628]: 16-06 20:01:49| 31  22  46   0   0|4568M  154M  168M 2894M|  14k   11k|  84k  952k|3.98  54.8 |7140  9545 |1.81 1.59 0.96|2.0   0 290|   0     0 |           | 17  230    0   21    0
Jun 16 20:01:50 ubuntu dstat.sh[65628]: 16-06 20:01:50| 56  25  18   1   0|4587M  171M  168M 2858M|5503B 2430B| 104k  572k|7.00  47.0 |6230  6371 |1.81 1.59 0.96|4.0   0 407|   0     0 |           | 17  233    0   22    0
Jun 16 20:01:51 ubuntu dstat.sh[65628]: 16-06 20:01:51| 55  25  19   0   0|4663M  184M  168M 2772M|  10k 7254B|1060k  859k|49.2  48.2 |7300  9215 |1.91 1.61 0.97|6.0   0 351|   0     0 |           | 17  236    0   22    0
Jun 16 20:01:52 ubuntu dstat.sh[65628]: 16-06 20:01:52| 57  24  18   0   0|4651M  194M  168M 2775M|9822B 6728B| 268k  928k|12.0  77.0 |8507    11k|1.91 1.61 0.97|6.0   0 410|   0     0 |           | 17  237    0   23    0
Jun 16 20:01:53 ubuntu dstat.sh[65628]: 16-06 20:01:53| 58  29  13   0   0|4734M  171M  169M 2714M|4708B 1511B| 172k 3214k|8.99  33.0 |6686  7458 |1.91 1.61 0.97|5.0   0 405|   0     0 |           | 17  239    0   24    0
Jun 16 20:01:54 ubuntu dstat.sh[65628]: 16-06 20:01:54| 43  21  34   0   0|4767M  171M  169M 2683M|  15k   12k| 679k  915k|29.0  66.9 |7986    14k|1.91 1.61 0.97|6.0   0 259|   0     0 |           | 17  245    0   26    0
Jun 16 20:01:55 ubuntu dstat.sh[65628]: 16-06 20:01:55| 69  15  16   0   0|4875M  129M  169M 2618M|4860B 1515B| 541k  657k|9.02  19.0 |5306    10k|1.91 1.61 0.97|3.0   0  11|   0     0 |           | 17  245    0   26    0
Jun 16 20:01:56 ubuntu dstat.sh[65628]: 16-06 20:01:56| 56   8  34   1   0|4953M  133M  169M 2539M|  18k   15k| 987k 2864k|73.9   189 |5251  5638 |2.00 1.63 0.99|6.0   0 6.0|   0     0 |           | 17  251    0   28    0
Jun 16 20:01:57 ubuntu dstat.sh[65628]: 16-06 20:01:57| 59  12  29   1   0|4964M  161M  169M 2500M|  11k 7071B|1245k  849k|33.0  92.1 |6146  7104 |2.00 1.63 0.99|4.0   0  26|   0     0 |           | 17  257    0   30    0
Jun 16 20:01:58 ubuntu dstat.sh[65628]: 16-06 20:01:58| 47  25  25   0   0|4956M  166M  169M 2504M|  10k 7332B|4167k 1587k|65.0  67.0 |7155  7752 |2.00 1.63 0.99|4.0   0 387|   0     0 |           | 17  258    0   30    0
Jun 16 20:01:59 ubuntu dstat.sh[65628]: 16-06 20:01:59| 48  29  23   0   0|4937M  184M  169M 2504M|  10k 6749B|1022k  399k|7.99  27.0 |6737  7434 |2.00 1.63 0.99|4.0   0 467|   0     0 |           | 17  257    0   31    0
Jun 16 20:02:00 ubuntu dstat.sh[65628]: 16-06 20:02:00| 61  22  16   0   0|4990M  153M  169M 2483M|8348B 3941B| 564k  901k|10.0  34.0 |6481  7052 |2.00 1.63 0.99|6.0   0 179|   0     0 |           | 18  260    0   29    0
Jun 16 20:02:01 ubuntu dstat.sh[65628]: 16-06 20:02:01| 75  18   7   0   0|5075M  135M  169M 2418M|  15k   10k|1378k 1625k|61.9   188 |6734  7140 |2.32 1.71 1.01|5.0   0 109|   0     0 |           | 18  264    0   30    0
Jun 16 20:02:02 ubuntu dstat.sh[65628]: 16-06 20:02:02| 83  15   1   1   0|5152M  124M  169M 2355M|6323B 1611B|3237k  839k| 144  45.7 |5830  4231 |2.32 1.71 1.01|4.0   0  20|   0     0 |           | 18  268    0   30    0
Jun 16 20:02:03 ubuntu dstat.sh[65628]: 16-06 20:02:03| 63  17  19   1   0|5194M  151M  169M 2289M|  14k   11k|1001k   19M|23.2  1447 |6991  6989 |2.32 1.71 1.01|1.0   0 199|   0     0 |           | 18  272    0   32    0
Jun 16 20:02:04 ubuntu dstat.sh[65628]: 16-06 20:02:04| 42  11  47   0   0|5183M  161M  169M 2289M|  11k 4162B| 516k 8970k|5.00  45.0 |3980  2889 |2.32 1.71 1.01|2.0   0  38|   0     0 |           | 18  272    0   32    0
Jun 16 20:02:05 ubuntu dstat.sh[65628]: 16-06 20:02:05| 39  10  50   0   0|5216M  126M  169M 2290M|1657k   38k| 560k  180k|7.00  12.0 |5377  3491 |2.32 1.71 1.01|3.0   0 6.0|   0     0 |           | 18  276    0   32    0
Jun 16 20:02:06 ubuntu dstat.sh[65628]: 16-06 20:02:06| 45  19  35   0   0|5158M  190M  169M 2285M|  15M  270k|3049k  527k|32.0  43.0 |  25k   16k|2.21 1.69 1.01|6.0   0 270|   0     0 |           | 18  274    0   33    0
Jun 16 20:02:07 ubuntu dstat.sh[65628]: 16-06 20:02:07| 47   7  44   1   0|5264M  139M  169M 2233M|6417B 3297B|   0   533k|   0  67.1 |3885  3312 |2.21 1.69 1.01|1.0   0 2.0|   0     0 |           | 18  279    1   33    0
Jun 16 20:02:08 ubuntu dstat.sh[65628]: 16-06 20:02:08| 29   4  66   0   0|5265M  138M  169M 2233M|  22k   19k|   0  4845k|   0   264 |4468  4892 |2.21 1.69 1.01|2.0   0   0|   0     0 |           | 18  284    0   34    0
Jun 16 20:02:09 ubuntu dstat.sh[65628]: 16-06 20:02:09| 29   6  61   0   0|5259M  143M  169M 2234M| 390k   16M| 479k 1237k|25.9  35.9 |5421  3949 |2.21 1.69 1.01|1.0   0 6.0|   0     0 |           | 18  282    0   35    0
Jun 16 20:02:10 ubuntu dstat.sh[65628]: 16-06 20:02:10| 31   4  64   0   0|5283M  119M  169M 2234M|6612k   87k|   0   561k|   0  53.1 |  11k 8337 |2.21 1.69 1.01|2.0   0 2.0|   0     0 |           | 18  289    0   35    0
Jun 16 20:02:11 ubuntu dstat.sh[65628]: 16-06 20:02:11| 27  13  57   0   0|5102M  300M  169M 2236M|  10M  225k| 116k   15M|7.00   100 |  18k   10k|2.12 1.68 1.01|2.0   0 164|   0     0 |           | 18  284    0   39    0
Jun 16 20:02:12 ubuntu dstat.sh[65628]: 16-06 20:02:12| 11  19  68   0   0|5135M  266M  169M 2236M|4446B 1619B|  16k  340k|2.00  16.0 |5257  4265 |2.12 1.68 1.01|1.0   0 338|   0     0 |           | 18  284    0   37    0
Jun 16 20:02:13 ubuntu dstat.sh[65628]: 16-06 20:02:13| 22   3  72   0   0|5195M  206M  169M 2236M|4218B 1458B|   0  1468k|   0  86.0 |2105  1782 |2.12 1.68 1.01|1.0   0   0|   0     0 |           | 18  284    0   37    0
Jun 16 20:02:14 ubuntu dstat.sh[65628]: 16-06 20:02:14| 11  16  71   0   0|5184M  217M  169M 2236M|4915B 1618B|4090B  160k|1.00  14.0 |4554  3318 |2.12 1.68 1.01|2.0   0 190|   0     0 |           | 18  284    0   37    0
Jun 16 20:02:15 ubuntu dstat.sh[65628]: 16-06 20:02:15|  8  20  71   1   0|5187M  215M  169M 2236M|5184B 1622B|   0    64k|   0  7.01 |5177  3723 |2.12 1.68 1.01|1.0   0 260|   0     0 |           | 18  284    0   37    0
Jun 16 20:02:16 ubuntu dstat.sh[65628]: 16-06 20:02:16|  7  15  76   0   0|5179M  222M  169M 2236M|4852B 1617B|  12k  108k|1.00  6.99 |4221  3247 |2.03 1.67 1.01|  0   0 219|   0     0 |           | 18  284    0   37    0
Jun 16 20:02:17 ubuntu dstat.sh[65628]: 16-06 20:02:17|  9   3  86   0   0|5196M  205M  169M 2236M|4986B 1622B|  80k  284k|5.01  33.0 |1913  2135 |2.03 1.67 1.01|1.0   0  11|   0     0 |           | 18  288    0   37    0
Jun 16 20:02:18 ubuntu dstat.sh[65628]: 16-06 20:02:18| 22   4  74   1   0|5253M  148M  169M 2236M|6749B 3425B|   0    36k|   0  5.00 |2035  1565 |2.03 1.67 1.01|1.0   0   0|   0     0 |           | 18  289    0   37    0
