Feb 19 00:47:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 00:47:59 ubuntu dstat.sh[59131]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 00:47:59 ubuntu dstat.sh[59131]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 00:49:41 ubuntu dstat.sh[59131]: 19-02 00:49:41| 18   9  72   0   0|1407M 1093M  167M 5082M|4310B 1616B|   0    12k|   0  2.99 |2594  1726 |2.41 1.44 0.75|1.0   0  88|   0     0 |           | 11   32    0   60    0
Feb 19 00:49:42 ubuntu dstat.sh[59131]: 19-02 00:49:42| 18   3  78   0   0|1417M 1082M  167M 5082M|  12k 9033B|   0   120k|   0  6.00 |2673  2896 |2.41 1.44 0.75|  0   0   0|   0     0 |           | 11   33    0   60    0
Feb 19 00:49:43 ubuntu dstat.sh[59131]: 19-02 00:49:43| 18   7  74   0   0|1398M 1101M  167M 5082M|8477B 4757B|   0  4097B|   0  1.00 |3023  2798 |2.41 1.44 0.75|1.0   0  47|   0     0 |           | 11   32    0   61    0
Feb 19 00:49:44 ubuntu dstat.sh[59131]: 19-02 00:49:44| 18   4  78   0   0|1396M 1103M  167M 5082M|9590B 6652B|   0    84k|   0  4.00 |1908  1527 |2.22 1.42 0.74|1.0   0   0|   0     0 |           | 11   33    0   61    0
Feb 19 00:49:45 ubuntu dstat.sh[59131]: 19-02 00:49:45| 19   2  77   0   0|1392M 1107M  167M 5082M|  14k   10k|   0   192k|   0  22.0 |4434  6056 |2.22 1.42 0.74|1.0   0   0|   0     0 |           | 11   32    0   61    0
Feb 19 00:49:46 ubuntu dstat.sh[59131]: 19-02 00:49:46|  9  21  68   0   0|1354M 1145M  167M 5082M|4987B 1622B|   0   517k|   0  41.1 |5499  3957 |2.22 1.42 0.74|1.0   0 401|   0     0 |           | 11   32    0   57    0
Feb 19 00:49:47 ubuntu dstat.sh[59131]: 19-02 00:49:47| 34  14  50   0   0|1451M 1048M  167M 5082M|4504B 1657B|  36k  455k|1.00  27.9 |4338  3318 |2.22 1.42 0.74|2.0   0 225|   0     0 |           | 11   32    0   59    0
Feb 19 00:49:48 ubuntu dstat.sh[59131]: 19-02 00:49:48| 39   8  47   5   0|1513M  981M  167M 5086M|4401B 1628B| 438k 9485k|17.1   788 |6505  8823 |2.22 1.42 0.74|3.0   0  47|   0     0 |           | 11   36    0   59    0
Feb 19 00:49:49 ubuntu dstat.sh[59131]: 19-02 00:49:49| 34   8  43  12   0|1493M  997M  168M 5090M|4498B 1619B|   0    26M|   0  2745 |  13k   24k|2.20 1.43 0.75|4.0   0  94|   0     0 |           | 11   36    0   59    0
Feb 19 00:49:50 ubuntu dstat.sh[59131]: 19-02 00:49:50| 38   8  42  11   0|1551M  936M  168M 5091M|4522B 1459B|   0    41M|   0  3288 |  13k   25k|2.20 1.43 0.75|3.0   0  32|   0     0 |           | 11   36    0   56    0
Feb 19 00:49:51 ubuntu dstat.sh[59131]: 19-02 00:49:51| 44   8  47   1   0|1448M 1040M  168M 5091M|4243B 1613B|   0  8111k|   0   484 |3971  3942 |2.20 1.43 0.75|2.0   0 6.0|   0     0 |           | 11   32    0   56    0
Feb 19 00:49:52 ubuntu dstat.sh[59131]: 19-02 00:49:52| 38   8  44   7   0|1509M  978M  169M 5091M|4893B 1625B|   0    11M|   0  1769 |  13k   20k|2.20 1.43 0.75|4.0   0 3.0|   0     0 |           | 11   34    0   56    0
Feb 19 00:49:53 ubuntu dstat.sh[59131]: 19-02 00:49:53| 34  11  51   4   0|1490M  997M  169M 5091M|4845B 1615B|   0    11M|   0  1138 |8769    12k|2.20 1.43 0.75|1.0   0 100|   0     0 |           | 11   32    0   56    0
Feb 19 00:49:54 ubuntu dstat.sh[59131]: 19-02 00:49:54| 23   3  73   0   0|1545M  942M  169M 5091M|4501B 1620B|   0   948k|   0  46.0 |1956  1614 |2.10 1.42 0.75|2.0   0 2.0|   0     0 |           | 11   32    0   51    0
Feb 19 00:49:55 ubuntu dstat.sh[59131]: 19-02 00:49:55| 23   4  71   1   0|1491M  995M  169M 5091M|5409B 1620B|   0  8443k|   0   535 |2499  2921 |2.10 1.42 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   51    0
Feb 19 00:49:56 ubuntu dstat.sh[59131]: 19-02 00:49:56| 23   3  73   0   0|1484M 1002M  169M 5091M|5503B 1615B|   0   140k|   0  1.00 |1792  1119 |2.10 1.42 0.75|1.0   0 2.0|   0     0 |           | 11   32    0   51    0
Feb 19 00:49:57 ubuntu dstat.sh[59131]: 19-02 00:49:57| 23   4  73   0   0|1474M 1013M  169M 5091M|6476B 1463B|   0     0 |   0     0 |1889  1296 |2.10 1.42 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   51    0
Feb 19 00:49:58 ubuntu dstat.sh[59131]: 19-02 00:49:58| 23   3  73   0   0|1480M 1006M  169M 5091M|4861B 1620B|   0     0 |   0     0 |1802  1116 |2.10 1.42 0.75|1.0   0 2.0|   0     0 |           | 11   32    0   47    0
Feb 19 00:49:59 ubuntu dstat.sh[59131]: 19-02 00:49:59| 23   4  74   0   0|1470M 1017M  169M 5092M|4861B 1620B|   0  8193B|   0  2.00 |1842  1245 |2.02 1.41 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   47    0
Feb 19 00:50:00 ubuntu dstat.sh[59131]: 19-02 00:50:00| 22   3  73   0   0|1512M  975M  169M 5092M|4982B 1621B|   0     0 |   0     0 |1819  1210 |2.02 1.41 0.75|1.0   0 2.0|   0     0 |           | 11   32    0   47    0
Feb 19 00:50:01 ubuntu dstat.sh[59131]: 19-02 00:50:01| 23   4  74   0   0|1477M 1010M  169M 5092M|4680B 1620B|   0   204k|   0  3.00 |1855  1380 |2.02 1.41 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   47    0
Feb 19 00:50:02 ubuntu dstat.sh[59131]: 19-02 00:50:02| 22   5  72   0   0|1464M 1023M  169M 5092M|4516B 1620B|   0   304k|   0  36.0 |2174  1910 |2.02 1.41 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   46    0
Feb 19 00:50:03 ubuntu dstat.sh[59131]: 19-02 00:50:03| 23   3  72   1   0|1406M 1081M  169M 5092M|4495B 1618B|   0  7032k|   0   346 |2417  2590 |2.02 1.41 0.75|2.0   0 4.0|   0     0 |           | 11   32    0   46    0
Feb 19 00:50:04 ubuntu dstat.sh[59131]: 19-02 00:50:04| 23   3  74   0   0|1452M 1034M  169M 5092M|4563B 1621B|   0     0 |   0     0 |1761  1244 |1.93 1.40 0.75|1.0   0   0|   0     0 |           | 11   32    0   46    0
Feb 19 00:50:05 ubuntu dstat.sh[59131]: 19-02 00:50:05| 22   4  74   0   0|1476M 1011M  169M 5092M|4572B 1456B|   0  4091B|   0  1.00 |1829  1292 |1.93 1.40 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   46    0
Feb 19 00:50:06 ubuntu dstat.sh[59131]: 19-02 00:50:06| 21   6  73   0   0|1465M 1021M  169M 5092M|4933B 1624B|   0     0 |   0     0 |2386  1584 |1.93 1.40 0.75|2.0   0  55|   0     0 |           | 11   32    0   41    0
Feb 19 00:50:07 ubuntu dstat.sh[59131]: 19-02 00:50:07|  9  21  69   0   0|1453M 1034M  169M 5092M|4939B 1621B|   0   880k|   0  10.0 |6276  4975 |1.93 1.40 0.75|2.0   0 525|   0     0 |           | 11   32    0   41    0
Feb 19 00:50:08 ubuntu dstat.sh[59131]: 19-02 00:50:08|  9  21  69   0   0|1421M 1065M  169M 5092M|4685B 1622B|   0   525k|   0  9.01 |6396  5366 |1.93 1.40 0.75|1.0   0 548|   0     0 |           | 11   32    0   41    0
Feb 19 00:50:09 ubuntu dstat.sh[59131]: 19-02 00:50:09| 14  13  72   0   0|1448M 1038M  169M 5092M|5027B 1686B|   0     0 |   0     0 |3931  3133 |1.86 1.40 0.76|2.0   0 243|   0     0 |           | 11   32    0   41    0
Feb 19 00:50:10 ubuntu dstat.sh[59131]: 19-02 00:50:10| 22   5  72   0   0|1501M  986M  169M 5092M|6177B 1619B|   0     0 |   0     0 |1918  1163 |1.86 1.40 0.76|1.0   0 8.0|   0     0 |           | 11   32    0   37    0
Feb 19 00:50:11 ubuntu dstat.sh[59131]: 19-02 00:50:11| 22   4  73   0   0|1474M 1012M  169M 5092M|5742B 1615B|   0   614k|   0   116 |1868  1245 |1.86 1.40 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   37    0
Feb 19 00:50:12 ubuntu dstat.sh[59131]: 19-02 00:50:12| 23   4  73   0   0|1510M  976M  169M 5092M|5632B 1547B|   0   313k|   0  15.0 |1981  1487 |1.86 1.40 0.76|1.0   0 2.0|   0     0 |           | 11   32    0   37    0
Feb 19 00:50:13 ubuntu dstat.sh[59131]: 19-02 00:50:13| 22   4  73   0   0|1461M 1025M  169M 5092M|4549B 1616B|   0   343k|   0  22.9 |1906  1405 |1.86 1.40 0.76|1.0   0 2.0|   0     0 |           | 11   32    0   37    0
Feb 19 00:50:14 ubuntu dstat.sh[59131]: 19-02 00:50:14| 28   5  66   0   0|1446M 1040M  169M 5092M|4630B 1623B|   0    16k|   0  2.00 |2827  8911 |1.79 1.39 0.76|2.0   0  41|   0     0 |           | 11   32    0   33    0
Feb 19 00:50:15 ubuntu dstat.sh[59131]: 19-02 00:50:15| 24   4  72   0   0|1443M 1043M  169M 5092M|5286B 1622B|   0     0 |   0     0 |1876  1235 |1.79 1.39 0.76|1.0   0   0|   0     0 |           | 11   32    0   33    0
Feb 19 00:50:16 ubuntu dstat.sh[59131]: 19-02 00:50:16| 22   4  73   0   0|1451M 1035M  169M 5092M|4787B 1615B|   0    32k|   0  1.99 |1821  1167 |1.79 1.39 0.76|1.0   0 3.0|   0     0 |           | 11   32    0   33    0
Feb 19 00:50:17 ubuntu dstat.sh[59131]: 19-02 00:50:17| 22   5  73   0   0|1504M  982M  169M 5092M|4709B 1624B|   0  1865k|   0   164 |1918  1282 |1.79 1.39 0.76|2.0   0 2.0|   0     0 |           | 11   32    0   33    0
Feb 19 00:50:18 ubuntu dstat.sh[59131]: 19-02 00:50:18| 22   4  74   0   0|1483M 1003M  169M 5092M|4742B 1621B|   0    12k|   0  1.00 |1808  1230 |1.79 1.39 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   29    0
Feb 19 00:50:19 ubuntu dstat.sh[59131]: 19-02 00:50:19| 22   4  73   0   0|1501M  985M  169M 5092M|4990B 1620B|   0   240k|   0  37.0 |1860  1287 |1.73 1.38 0.76|1.0   0 2.0|   0     0 |           | 11   32    0   29    0
Feb 19 00:50:20 ubuntu dstat.sh[59131]: 19-02 00:50:20| 23   3  74   0   0|1482M 1004M  169M 5092M|3979B 1458B|   0    24k|   0  1.00 |1726  1175 |1.73 1.38 0.76|2.0   0 1.0|   0     0 |           | 11   32    0   29    0
Feb 19 00:50:21 ubuntu dstat.sh[59131]: 19-02 00:50:21| 22   4  74   0   0|1530M  956M  169M 5092M|4560B 1620B|   0    96k|   0  2.00 |1645  1192 |1.73 1.38 0.76|2.0   0 2.0|   0     0 |           | 11   32    0   29    0
Feb 19 00:50:22 ubuntu dstat.sh[59131]: 19-02 00:50:22| 22   4  73   0   0|1476M 1010M  169M 5092M|4276B 1619B|   0  2251k|   0  22.0 |2000  1714 |1.73 1.38 0.76|3.0   0 2.0|   0     0 |           | 11   32    0   21    0
Feb 19 00:50:23 ubuntu dstat.sh[59131]: 19-02 00:50:23| 23   4  74   0   0|1445M 1041M  169M 5092M|4500B 1620B|   0   420k|   0  31.0 |1885  1454 |1.73 1.38 0.76|2.0   0 2.0|   0     0 |           | 11   32    0   21    0
Feb 19 00:50:24 ubuntu dstat.sh[59131]: 19-02 00:50:24| 22   3  74   0   0|1474M 1013M  169M 5092M|4194B 1618B|   0    20k|   0  1.00 |1692  1070 |1.67 1.38 0.76|2.0   0 2.0|   0     0 |           | 11   32    0   21    0
Feb 19 00:50:25 ubuntu dstat.sh[59131]: 19-02 00:50:25| 22   4  73   0   0|1478M 1008M  169M 5092M|4606B 1622B|   0     0 |   0     0 |1782  1344 |1.67 1.38 0.76|2.0   0 1.0|   0     0 |           | 11   32    0   21    0
Feb 19 00:50:26 ubuntu dstat.sh[59131]: 19-02 00:50:26| 22   4  74   0   0|1458M 1028M  169M 5092M|4532B 1610B|   0    20k|   0  0.99 |1745  1206 |1.67 1.38 0.76|4.0   0 1.0|   0     0 |           | 11   32    0   21    0
Feb 19 00:50:27 ubuntu dstat.sh[59131]: 19-02 00:50:27| 23   3  74   0   0|1483M 1003M  169M 5092M|4439B 1466B|   0   241k|   0  37.2 |1755  1159 |1.67 1.38 0.76|2.0   0 2.0|   0     0 |           | 11   32    0   16    0
Feb 19 00:50:28 ubuntu dstat.sh[59131]: 19-02 00:50:28| 10  19  69   0   0|1450M 1036M  169M 5092M|4504B 1622B|   0   200k|   0  10.0 |5715  4454 |1.67 1.38 0.76|2.0   0 460|   0     0 |           | 11   32    0   16    0
Feb 19 00:50:29 ubuntu dstat.sh[59131]: 19-02 00:50:29| 21   5  74   0   0|1518M  968M  169M 5092M|4556B 1619B|   0    92k|   0  4.00 |1732  1165 |1.61 1.37 0.76|1.0   0   0|   0     0 |           | 11   32    0   16    0
Feb 19 00:50:30 ubuntu dstat.sh[59131]: 19-02 00:50:30| 23   4  73   0   0|1506M  979M  169M 5092M|5481B 1719B|   0     0 |   0     0 |1800  1055 |1.61 1.37 0.76|1.0   0 9.0|   0     0 |           | 11   32    0   16    0
Feb 19 00:50:31 ubuntu dstat.sh[59131]: 19-02 00:50:31| 22   3  73   0   0|1493M  993M  169M 5092M|4966B 1615B|   0     0 |   0     0 |1668  1100 |1.61 1.37 0.76|1.0   0   0|   0     0 |           | 11   32    0   11    0
Feb 19 00:50:32 ubuntu dstat.sh[59131]: 19-02 00:50:32| 13  19  68   0   0|1442M 1044M  169M 5092M|5190B 1624B|  40k  529k|2.00  39.1 |5785  4969 |1.61 1.37 0.76|2.0   0 473|   0     0 |           | 11   32    0   11    0
Feb 19 00:50:33 ubuntu dstat.sh[59131]: 19-02 00:50:33|  8  22  68   0   0|1423M 1062M  169M 5092M|5097B 1619B|   0   752k|   0  34.0 |6687  5602 |1.61 1.37 0.76|2.0   0 587|   0     0 |           | 11   32    0   11    0
Feb 19 00:50:34 ubuntu dstat.sh[59131]: 19-02 00:50:34|  8  22  68   0   0|1406M 1079M  169M 5092M|5004B 1460B|   0   649k|   0  8.01 |6424  5098 |1.65 1.38 0.77|2.0   0 543|   0     0 |           | 11   32    0   11    0
Feb 19 00:50:35 ubuntu dstat.sh[59131]: 19-02 00:50:35|  9  22  68   0   0|1394M 1091M  169M 5093M|4984B 1620B|   0  1384k|   0  16.0 |6451  5164 |1.65 1.38 0.77|2.0   0 553|   0     0 |           | 11   32    0    8    0
Feb 19 00:50:36 ubuntu dstat.sh[59131]: 19-02 00:50:36|  8  22  69   0   0|1385M 1100M  169M 5093M|4916B 1619B|   0  1011k|   0  11.0 |6242  4913 |1.65 1.38 0.77|1.0   0 501|   0     0 |           | 11   32    0    8    0
Feb 19 00:50:37 ubuntu dstat.sh[59131]: 19-02 00:50:37|  9  20  70   0   0|1372M 1113M  169M 5093M|4812B 1618B|   0   228k|   0  9.99 |6192  4951 |1.65 1.38 0.77|1.0   0 504|   0     0 |           | 11   32    0    8    0
Feb 19 00:50:38 ubuntu dstat.sh[59131]: 19-02 00:50:38|  9  22  69   0   0|1366M 1120M  169M 5093M|4627B 1623B|   0   493k|   0  40.1 |6355  5015 |1.65 1.38 0.77|1.0   0 520|   0     0 |           | 11   32    0    8    0
Feb 19 00:50:39 ubuntu dstat.sh[59131]: 19-02 00:50:39|  8  22  69   0   0|1359M 1126M  169M 5093M|4965B 1615B|   0    36k|   0  8.97 |5721  4186 |1.59 1.37 0.77|2.0   0 414|   0     0 |           | 11   32    0    5    0
Feb 19 00:50:40 ubuntu dstat.sh[59131]: 19-02 00:50:40| 20  25  54   0   0|1342M 1143M  169M 5093M|4515B 1625B|   0   474k|   0  24.1 |6949  6261 |1.59 1.37 0.77|5.0   0 697|   0     0 |           | 11   32    0    7    0
Feb 19 00:50:41 ubuntu dstat.sh[59131]: 19-02 00:50:41| 62  16  21   0   0|1497M  988M  169M 5093M|4551B 1617B|  16k  986k|1.00  54.9 |4902  3698 |1.59 1.37 0.77|3.0   0 247|   0     0 |           | 11   32    0   11    0
Feb 19 00:50:42 ubuntu dstat.sh[59131]: 19-02 00:50:42| 52  11  28   9   0|1594M  880M  170M 5101M|4763B 1622B| 429k   22M|9.01  1581 |9501    16k|1.59 1.37 0.77|4.0   0  68|   0     0 |           | 11   38    0   12    0
Feb 19 00:50:43 ubuntu dstat.sh[59131]: 19-02 00:50:43| 29  12  39  17   0|1614M  852M  171M 5109M|4637B 1458B|   0    71M|   0  5259 |  20k   40k|1.59 1.37 0.77|2.0 1.0 148|   0     0 |           | 11   36    0   10    0
Feb 19 00:50:44 ubuntu dstat.sh[59131]: 19-02 00:50:44| 36  10  35  18   0|1657M  797M  171M 5120M|6584B 3974B|   0    88M|   0  6283 |  22k   42k|2.03 1.47 0.80|3.0 1.0  69|   0     0 |           | 11   37    0   10    0
Feb 19 00:50:45 ubuntu dstat.sh[59131]: 19-02 00:50:45| 44   7  31  16   0|1621M  826M  172M 5126M|  11k 8667B|   0    65M|   0  4984 |  19k   36k|2.03 1.47 0.80|3.0   0  60|   0     0 |           | 11   36    0   11    0
Feb 19 00:50:46 ubuntu dstat.sh[59131]: 19-02 00:50:46| 39  25  27   8   0|1612M  827M  172M 5133M|4380B 1620B| 372k   52M|6.00  3614 |  19k   33k|2.03 1.47 0.80| 13 1.0 427|   0     0 |           | 11   34    0   11    0
Feb 19 00:50:47 ubuntu dstat.sh[59131]: 19-02 00:50:47| 36  18  32  11   0|1615M  819M  173M 5139M|  13k 9914B|1779k   50M|31.9  3680 |  17k   34k|2.03 1.47 0.80|6.0   0 228|   0     0 |           | 11   35    0    9    0
Feb 19 00:50:48 ubuntu dstat.sh[59131]: 19-02 00:50:48| 29   7  49  13   0|1608M  821M  173M 5142M|  16k   12k|   0    54M|   0  4293 |  19k   37k|2.03 1.47 0.80|3.0   0  51|   0     0 |           | 11   34    0    9    0
Feb 19 00:50:49 ubuntu dstat.sh[59131]: 19-02 00:50:49| 33   9  43  13   0|1599M  830M  173M 5143M|4511B 1666B|   0    45M|   0  4046 |  16k   30k|2.11 1.49 0.82|1.0 1.0  66|   0     0 |           | 11   34    0    9    0
Feb 19 00:50:50 ubuntu dstat.sh[59131]: 19-02 00:50:50| 31   7  46  11   0|1602M  825M  173M 5144M|  14k   11k|   0    43M|   0  4050 |  17k   32k|2.11 1.49 0.82|1.0 1.0  36|   0     0 |           | 11   35    0    9    0
Feb 19 00:50:51 ubuntu dstat.sh[59131]: 19-02 00:50:51| 31   7  48  12   0|1588M  837M  174M 5145M|  15k   12k|   0    46M|   0  4120 |  19k   35k|2.11 1.49 0.82|3.0 1.0  27|   0     0 |           | 11   34    0   10    0
Feb 19 00:50:52 ubuntu dstat.sh[59131]: 19-02 00:50:52| 36  11  39  10   0|1576M  848M  174M 5147M|4455B 1619B|   0    35M|   0  3268 |  14k   26k|2.11 1.49 0.82|3.0 1.0 110|   0     0 |           | 11   36    0   10    0
Feb 19 00:50:53 ubuntu dstat.sh[59131]: 19-02 00:50:53| 32   9  45  12   0|1585M  835M  174M 5149M|  11k 8397B|   0    44M|   0  3993 |  16k   31k|2.11 1.49 0.82|3.0   0  55|   0     0 |           | 11   37    0   10    0
Feb 19 00:50:54 ubuntu dstat.sh[59131]: 19-02 00:50:54| 28   8  48  12   0|1568M  850M  174M 5152M|  16k   12k|   0    54M|   0  4437 |  19k   37k|2.34 1.55 0.84|1.0 1.0  51|   0     0 |           | 11   37    0   10    0
Feb 19 00:50:55 ubuntu dstat.sh[59131]: 19-02 00:50:55| 32  11  42  12   0|1515M  899M  174M 5155M|7900B 3704B|   0    52M|   0  4402 |  18k   34k|2.34 1.55 0.84|2.0 1.0 111|   0     0 |           | 11   36    0   10    0
Feb 19 00:50:56 ubuntu dstat.sh[59131]: 19-02 00:50:56| 33   8  44  12   0|1544M  867M  174M 5158M|  11k 7198B|   0    63M|   0  5187 |  18k   37k|2.34 1.55 0.84|6.0   0  75|   0     0 |           | 11   37    0   10    0
Feb 19 00:50:57 ubuntu dstat.sh[59131]: 19-02 00:50:57| 29   9  49  11   0|1546M  867M  174M 5156M|  18k   13k|   0    53M|   0  4563 |  20k   39k|2.34 1.55 0.84|2.0   0  21|   0     0 |           | 11   37    0   10    0
Feb 19 00:50:58 ubuntu dstat.sh[59131]: 19-02 00:50:58| 31  12  44  11   0|1535M  881M  174M 5154M|8837B 4581B|   0    46M|   0  3969 |  17k   32k|2.34 1.55 0.84|2.0   0  94|   0     0 |           | 11   34    0   12    0
Feb 19 00:50:59 ubuntu dstat.sh[59131]: 19-02 00:50:59| 33  15  51   1   0|1441M  975M  174M 5154M|9926B 6501B|   0  8871k|   0   565 |5366  5181 |2.23 1.54 0.84|1.0   0 212|   0     0 |           | 11   33    0   12    0
Feb 19 00:51:00 ubuntu dstat.sh[59131]: 19-02 00:51:00| 18   5  74   0   0|1424M  992M  174M 5154M|8886B 5350B|   0   594k|   0  31.9 |3314  3438 |2.23 1.54 0.84|4.0   0  34|   0     0 |           | 11   32    0   13    0
Feb 19 00:51:01 ubuntu dstat.sh[59131]: 19-02 00:51:01| 20   3  77   0   0|1433M  982M  174M 5154M|9726B 6662B|   0   561k|   0  39.1 |2118  1922 |2.23 1.54 0.84|1.0   0   0|   0     0 |           | 11   33    0   13    0
Feb 19 00:51:02 ubuntu dstat.sh[59131]: 19-02 00:51:02| 16   8  75   0   0|1402M 1014M  174M 5154M|6477B 3298B|   0   776k|   0  47.0 |3076  2860 |2.23 1.54 0.84|1.0   0  60|   0     0 |           | 11   32    0   14    0
Feb 19 00:51:03 ubuntu dstat.sh[59131]: 19-02 00:51:03| 19   3  77   0   0|1449M  966M  174M 5154M|  10k 6754B|   0   748k|   0  30.0 |1954  1693 |2.23 1.54 0.84|1.0   0 1.0|   0     0 |           | 11   33    0   14    0
Feb 19 00:51:04 ubuntu dstat.sh[59131]: 19-02 00:51:04| 19   5  74   1   0|1427M  988M  174M 5154M|  10k 6967B|   0  3004k|   0   179 |4061  4603 |2.13 1.53 0.84|2.0   0  37|   0     0 |           | 11   32    0   15    0
Feb 19 00:51:05 ubuntu dstat.sh[59131]: 19-02 00:51:05| 20   5  74   0   0|1477M  938M  174M 5154M|4795B 1618B|   0  4091B|   0  1.00 |1848  1193 |2.13 1.53 0.84|1.0   0 6.0|   0     0 |           | 11   32    0   15    0
Feb 19 00:51:06 ubuntu dstat.sh[59131]: 19-02 00:51:06| 17   3  80   0   0|1473M  942M  174M 5155M|  14k   11k|   0     0 |   0     0 |3103  3457 |2.13 1.53 0.84|  0   0   0|   0     0 |           | 11   33    0   15    0
Feb 19 00:51:07 ubuntu dstat.sh[59131]: 19-02 00:51:07| 13  12  73   0   0|1425M  990M  174M 5155M|6991B 2912B|   0   512k|   0  42.0 |4196  3582 |2.13 1.53 0.84|1.0   0 169|   0     0 |           | 11   32    0   16    0
Feb 19 00:51:08 ubuntu dstat.sh[59131]: 19-02 00:51:08|  8  22  67   0   0|1411M 1003M  174M 5155M|4213B 1456B|   0   300k|   0  16.0 |5084  3315 |2.13 1.53 0.84|1.0   0 287|   0     0 |           | 11   32    0   16    0
Feb 19 00:51:09 ubuntu dstat.sh[59131]: 19-02 00:51:09| 36  22  41   1   0|1413M 1002M  174M 5155M|5044B 1621B|   0  1017k|   0  76.1 |5715  4510 |2.20 1.56 0.85|3.0   0 341|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:10 ubuntu dstat.sh[59131]: 19-02 00:51:10| 66  10  24   0   0|1591M  822M  174M 5156M|5737B 1623B|   0   513k|   0  56.1 |4024  1752 |2.20 1.56 0.85|3.0   0  10|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:11 ubuntu dstat.sh[59131]: 19-02 00:51:11| 67   9  24   1   0|1744M  665M  174M 5160M|5848B 1621B|   0  7630k|   0   228 |4357  2209 |2.20 1.56 0.85|1.0 1.0 6.0|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:12 ubuntu dstat.sh[59131]: 19-02 00:51:12| 30   8  44  14   0|1752M  645M  175M 5171M|5866B 1663B|   0    74M|   0  5355 |  21k   41k|2.20 1.56 0.85|4.0   0 192|   0     0 |           | 11   38    0   22    0
Feb 19 00:51:13 ubuntu dstat.sh[59131]: 19-02 00:51:13| 23   8  48  16   0|1748M  639M  175M 5181M|4679B 1662B|   0    95M|   0  6526 |  24k   48k|2.20 1.56 0.85|4.0   0 223|   0     0 |           | 11   38    0   22    0
Feb 19 00:51:14 ubuntu dstat.sh[59131]: 19-02 00:51:14| 26   9  46  16   0|1776M  604M  175M 5190M|4321B 1621B|   0    68M|   0  5361 |  21k   42k|2.27 1.58 0.86|4.0 1.0 166|   0     0 |           | 11   38    0   22    0
Feb 19 00:51:15 ubuntu dstat.sh[59131]: 19-02 00:51:15| 38  13  31  14   0|1701M  670M  175M 5196M|4548B 1616B|   0    77M|   0  5594 |  20k   46k|2.27 1.58 0.86|7.0   0 211|   0     0 |           | 11   36    0   23    0
Feb 19 00:51:16 ubuntu dstat.sh[59131]: 19-02 00:51:16| 43  10  32  15   0|1754M  607M  175M 5206M|4409B 1462B|   0    78M|   0  5456 |  20k   39k|2.27 1.58 0.86|7.0   0  64|   0     0 |           | 11   36    0   22    0
Feb 19 00:51:17 ubuntu dstat.sh[59131]: 19-02 00:51:17| 39   9  34  16   0|1781M  569M  175M 5216M|4818B 1620B|   0    86M|   0  6025 |  21k   41k|2.27 1.58 0.86|7.0   0  38|   0     0 |           | 11   38    0   22    0
Feb 19 00:51:18 ubuntu dstat.sh[59131]: 19-02 00:51:18| 21  10  49  14   0|1728M  619M  175M 5219M|4439B 1620B|   0    57M|   0  4533 |  18k   34k|2.27 1.58 0.86|1.0 2.0 153|   0     0 |           | 11   36    0   22    0
Feb 19 00:51:19 ubuntu dstat.sh[59131]: 19-02 00:51:19| 34  13  48   4   0|1459M  887M  175M 5219M|4312B 1617B|   0    23M|   0  1618 |8670    13k|2.16 1.57 0.87|1.0   0 238|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:20 ubuntu dstat.sh[59131]: 19-02 00:51:20| 21   6  72   1   0|1485M  861M  175M 5219M|4898B 1613B|   0  3986k|   0   218 |2599  2500 |2.16 1.57 0.87|1.0   0  30|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:21 ubuntu dstat.sh[59131]: 19-02 00:51:21| 23   3  73   0   0|1541M  806M  175M 5219M|4452B 1624B|   0   742k|   0  45.1 |1820  1331 |2.16 1.57 0.87|2.0   0 2.0|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:22 ubuntu dstat.sh[59131]: 19-02 00:51:22| 22   5  71   1   0|1494M  853M  175M 5219M|4344B 1623B|   0  6230k|   0   363 |3213  3478 |2.16 1.57 0.87|1.0   0  27|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:23 ubuntu dstat.sh[59131]: 19-02 00:51:23| 23   3  73   0   0|1546M  800M  175M 5219M|4725B 1615B|   0   431k|   0  49.8 |1981  1494 |2.16 1.57 0.87|1.0   0 2.0|   0     0 |           | 11   32    0   22    0
