Jul 19 15:15:03 jammy-provider-cloud-0000007373 systemd[1]: Started Devstack devstack@dstat.service.
Jul 19 15:15:03 jammy-provider-cloud-0000007373 dstat.sh[57801]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 19 15:15:03 jammy-provider-cloud-0000007373 dstat.sh[57801]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 19 15:19:22 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:22| 33  23  44   0   0|2654M  133M  168M 4785M|6287B 1733B| 124k  160k|6.00  18.0 |2990  4956 |2.00 1.72 0.95|2.0   0 433|   0     0 |   0     0 | 14  129    4   41    0
Jul 19 15:19:23 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:23| 40  24  36   1   0|2753M  116M  166M 4708M|5650B 1620B|1400k 8570k|85.0   715 |6675    16k|2.00 1.72 0.95|3.0 1.0 273|   0     0 |   0     0 | 16  139    4   41    0
Jul 19 15:19:24 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:24| 54  24  22   0   0|2854M  123M  163M 4604M|6369B 1458B| 984k 1244k|87.0   176 |3905  7430 |2.00 1.72 0.95|4.0   0 646|   0     0 |   0     0 | 16  139    4   41    0
Jul 19 15:19:25 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:25| 62  19  17   0   0|2934M  120M  160M 4531M|5180B 1729B|5142k 5778k| 247   393 |9123    21k|2.00 1.72 0.95|4.0   0 276|   0     0 |   0     0 | 16  153    4   41    0
Jul 19 15:19:26 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:26| 38  23  39   0   0|3001M  131M  160M 4456M|5400B 1619B| 392k 1563k|40.0   174 |3693  5936 |2.00 1.72 0.95|2.0 1.0 464|   0     0 |   0     0 | 16  155    4   41    0
Jul 19 15:19:27 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:27| 19  23  56   0   0|3019M  130M  160M 4439M|5329B 1736B| 260k 1784k|47.0   262 |3188  4950 |1.92 1.71 0.95|1.0 1.0 350|   0     0 |   0     0 | 17  155    4   41    0
Jul 19 15:19:28 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:28| 21  16  60   0   0|3043M  121M  160M 4425M|6955B 1619B|  88k 1216k|5.00   202 |5229  9366 |1.92 1.71 0.95|2.0 1.0 197|   0     0 |   0     0 | 17  155    4   41    0
Jul 19 15:19:29 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:29| 31  23  46   0   0|3096M  126M  160M 4367M|4259B 1690B|8192B  956k|2.00   142 |3078  5356 |1.92 1.71 0.95|3.0 1.0 406|   0     0 |   0     0 | 17  155    4   41    0
Jul 19 15:19:30 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:30| 39  20  40   0   0|3193M  130M  160M 4269M|5729B 1621B|  16k 4790k|4.00   387 |6549    17k|1.92 1.71 0.95|1.0 1.0 247|   0     0 |   0     0 | 17  167    4   41    0
Jul 19 15:19:31 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:31| 30  22  46   0   0|3248M  118M  160M 4226M|  41k 1694B| 132k  384k|12.0  22.0 |3904  6558 |1.92 1.71 0.95|3.0   0 458|   0     0 |   0     0 | 17  167    4   41    0
Jul 19 15:19:32 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:32| 33  27  39   0   0|3330M  127M  160M 4137M|5664B 1501B|  52k 1241k|4.00   177 |5020    10k|2.01 1.73 0.97|3.0 3.0 546|   0     0 |   0     0 | 17  173    4   41    0
Jul 19 15:19:33 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:33| 10  21  67   0   0|3339M  124M  160M 4131M|6057B 1618B|4091B 4431k|1.00   338 |3512  5737 |2.01 1.73 0.97|2.0 1.0 328|   0     0 |   0     0 | 17  179    4   37    0
Jul 19 15:19:34 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:34| 13  20  66   0   0|3344M  124M  160M 4127M|9128B 1715B| 636k  152k|6.00  14.0 |3610  6868 |2.01 1.73 0.97|1.0 1.0 239|   0     0 |   0     0 | 17  179    4   37    0
Jul 19 15:19:35 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:35| 33  14  53   0   0|3402M  136M  160M 4058M|6176B 1804B|  24k 1772k|6.00   271 |4479  7135 |2.01 1.73 0.97|2.0 1.0 151|   0     0 |   0     0 | 17  179    4   37    0
Jul 19 15:19:36 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:36| 46   7  47   0   0|3514M  138M  160M 3946M|7559B 1695B|4099B 3331k|1.00   195 |1629  2249 |2.01 1.73 0.97|4.0   0 1.0|   0     0 |   0     0 | 17  179    4   37    0
Jul 19 15:19:37 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:37| 36   9  53   0   0|3481M  235M  160M 3884M|7200B 1622B|1345k  260k|37.0  19.0 |1906  3086 |2.09 1.76 0.98|1.0   0  46|   0     0 |   0     0 | 17  182    4   37    0
Jul 19 15:19:38 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:38| 37  22  39   0   0|3560M  154M  160M 3886M|5056B 1688B|8164B  514k|1.99  39.9 |5323    13k|2.09 1.76 0.98|4.0   0 474|   0     0 |   0     0 | 17  187    4   37    0
Jul 19 15:19:39 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:39| 41  24  35   0   0|3553M  157M  160M 3890M|5706B 1622B|1682k  437k|37.1  34.0 |5153  9965 |2.09 1.76 0.98|2.0   0 451|   0     0 |   0     0 | 17  199    4   37    0
Jul 19 15:19:40 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:40| 57  21  21   0   0|3637M  126M  160M 3838M|5332B 1455B|1141k 9901k|20.0   503 |6113    10k|2.09 1.76 0.98|5.0   0 224|   0     0 |   0     0 | 17  216    4   38    0
Jul 19 15:19:41 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:41| 81  17   3   0   0|3735M  134M  160M 3735M|6024B 1625B| 489k  213k|9.03  17.0 |2326  5268 |2.09 1.76 0.98|6.0   0  72|   0     0 |   0     0 | 17  218    4   33    0
Jul 19 15:19:42 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:42| 78  15   7   0   0|3764M  151M  160M 3690M|6591B 1694B| 116k 2029k|6.00   101 |3718    14k|2.64 1.88 1.02|5.0   0  55|   0     0 |   0     0 | 17  223    4   40    0
Jul 19 15:19:43 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:43| 45  28  25   0   0|3759M  182M  160M 3664M|8824B 1613B|   0  1629k|   0  88.6 |5356    11k|2.64 1.88 1.02|5.0 1.0 534|   0     0 |   0     0 | 17  223    4   39    0
Jul 19 15:19:44 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:44| 53  24  23   0   0|3821M  132M  160M 3652M|8421B 1627B|   0   209k|   0  12.1 |9447    46k|2.64 1.88 1.02|3.0   0 235|   0     0 |   0     0 | 17  224    4   39    0
Jul 19 15:19:45 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:45| 53  25  21   0   0|3850M  133M  160M 3622M|9827B 1688B|8183B  667k|2.00  59.9 |3478  6249 |2.64 1.88 1.02|3.0   0 436|   0     0 |   0     0 | 17  227    4   39    0
Jul 19 15:19:46 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:46| 57  24  19   0   0|3886M  130M  161M 3590M|6474B 1621B| 132k   25M|21.0   703 |7949    18k|2.64 1.88 1.02|3.0 1.0 247|   0     0 |   0     0 | 17  229    4   42    0
Jul 19 15:19:47 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:47| 51  28  20   0   0|3908M  184M  161M 3514M|8616B 1620B|  48k 5669k|3.00   457 |4919  9607 |2.67 1.90 1.03|3.0   0 472|   0     0 |   0     0 | 17  231    4   42    0
Jul 19 15:19:48 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:48| 60  19  19   0   0|3993M  126M  161M 3488M|5096B 1458B|  60k  664k|3.00  45.0 |5904    20k|2.67 1.90 1.03|5.0   0 199|   0     0 |   0     0 | 17  238    4   32    0
Jul 19 15:19:49 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:49| 65  14  20   0   0|4099M  121M  161M 3389M|6172B 1619B|  44k  540k|4.00  41.0 |3134  5295 |2.67 1.90 1.03|4.0   0 166|   0     0 |   0     0 | 17  242    4   33    0
Jul 19 15:19:50 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:50| 72   8  19   0   0|4157M  131M  161M 3322M|6578B 1619B| 692k 7421k|46.0   688 |4026  8091 |2.67 1.90 1.03|4.0   0  10|   0     0 |   0     0 | 17  254    4   35    0
Jul 19 15:19:51 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:51| 51  24  24   0   0|4110M  184M  161M 3316M|5184B 1694B|1464k 1092k|23.0  92.0 |5315    12k|2.67 1.90 1.03|4.0   0 421|   0     0 |   0     0 | 17  254    4   39    0
Jul 19 15:19:52 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:52| 47  23  30   0   0|4177M  128M  161M 3306M|6577B 1620B|1356k 6864k|43.0   553 |5027    11k|2.70 1.91 1.04|4.0   0 443|   0     0 |   0     0 | 17  255    4   39    0
Jul 19 15:19:53 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:53| 65  20  15   1   0|4235M  131M  161M 3247M|5103B 1621B|3269k  564k|46.0  47.0 |4225    10k|2.70 1.91 1.04|9.0   0 192|   0     0 |   0     0 | 18  254    4   39    0
Jul 19 15:19:54 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:54| 73  15  11   0   0|4285M  125M  161M 3204M|8197B 1619B| 771k  687k|6.99  47.0 |2558  3982 |2.70 1.91 1.04|3.0   0  66|   0     0 |   0     0 | 18  257    4   39    0
Jul 19 15:19:55 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:55| 57  15  26   0   0|4317M  136M  161M 3161M|6204B 1619B| 831k 3650k|13.0   419 |4981    10k|2.70 1.91 1.04|3.0   0 181|   0     0 |   0     0 | 18  258    4   40    0
Jul 19 15:19:56 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:56| 22   8  71   0   0|4338M  123M  161M 3154M|  12k 3951B| 835k  440k|12.0  30.0 |2063  3110 |2.70 1.91 1.04|1.0   0  50|   0     0 |   0     0 | 18  260    4   40    0
Jul 19 15:19:57 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:57| 21   6  72   0   0|4339M  121M  161M 3154M|  18k 4386B| 560k  520k|7.00  46.0 |1906  2968 |2.56 1.90 1.04|4.0   0  10|   0     0 |   0     0 | 18  264    4   40    0
Jul 19 15:19:58 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:58| 20   8  74   0   0|4344M  137M  161M 3134M|1631k   16k| 770k 5066k|6.01   431 |2259  2728 |2.56 1.90 1.04|1.0   0 9.0|   0     0 |   0     0 | 18  263    4   39    0
Jul 19 15:19:59 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:19:59| 29  18  51   1   0|4365M  122M  161M 3127M|  14M  117k|2941k  468k|35.0  31.0 |7843  7336 |2.56 1.90 1.04|1.0   0 267|   0     0 |   0     0 | 18  269    4   39    0
Jul 19 15:20:00 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:00| 38   9  52   0   0|4393M  142M  161M 3080M|5748B 1811B| 828k   15M|21.0   366 |2765  4174 |2.56 1.90 1.04|1.0   0 7.0|   0     0 |   0     0 | 18  277    4   39    0
Jul 19 15:20:01 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:01| 29   5  67   1   0|4407M  126M  161M 3081M|  44k 1781B| 489k  565k|28.0  72.1 |3705  8282 |2.56 1.90 1.04|1.0   0 4.0|   0     0 |   0     0 | 18  285    4   41    0
Jul 19 15:20:02 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:02| 19  11  68   0   0|4340M  180M  161M 3095M|8677B 1616B| 231k  419k|7.98  38.9 |2899  5159 |2.43 1.88 1.04|1.0   0 155|   0     0 |   0     0 | 18  281    4   40    0
Jul 19 15:20:03 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:03| 16  14  69   0   0|4378M  142M  161M 3095M|  10k 1589B| 100k 2196k|4.01   130 |3052  5287 |2.43 1.88 1.04|1.0   0 313|   0     0 |   0     0 | 18  281    4   40    0
Jul 19 15:20:04 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:04| 22  10  67   0   0|4371M  148M  161M 3098M|5554B 1567B| 248k  276k|27.0  17.0 |2471  5896 |2.43 1.88 1.04|3.0   0 154|   0     0 |   0     0 | 19  282    4   39    0
Jul 19 15:20:05 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:05|  9  19  70   1   0|4347M  173M  161M 3095M|6377B 1617B|   0  5004k|   0  96.8 |3131  5025 |2.43 1.88 1.04|2.0   0 287|   0     0 |   0     0 | 18  281    4   40    0
Jul 19 15:20:06 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:06| 10  18  70   0   0|4349M  171M  161M 3095M|5347B 1618B|  40k  212k|4.00  17.0 |2852  4224 |2.43 1.88 1.04|  0   0 254|   0     0 |   0     0 | 18  281    4   37    0
Jul 19 15:20:07 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:07|  4   2  93   0   0|4349M  171M  161M 3095M|6579B 1773B|   0    16M|   0  38.1 |1345  2176 |2.24 1.85 1.04|2.0   0 9.0|   0     0 |   0     0 | 18  281    4   37    0
Jul 19 15:20:08 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:08| 22   5  71   0   0|4391M  136M  161M 3088M|4736B 1617B|   0   232k|   0  20.0 |1514  2445 |2.24 1.85 1.04|2.0   0   0|   0     0 |   0     0 | 18  281    4   36    0
Jul 19 15:20:09 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:09| 17  13  70   0   0|4343M  184M  161M 3088M|3781B 1617B| 172k  196k|5.99  21.0 |2520  3997 |2.24 1.85 1.04|1.0   0 145|   0     0 |   0     0 | 18  285    4   36    0
Jul 19 15:20:10 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:10| 12  17  70   0   0|4348M  179M  161M 3089M|4403B 1513B|   0    96k|   0  10.0 |2727  4244 |2.24 1.85 1.04|1.0   0 181|   0     0 |   0     0 | 18  285    4   35    0
Jul 19 15:20:11 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:11| 14  16  69   0   0|4353M  173M  161M 3089M|5682B 1624B|   0   317k|   0  20.1 |2788  4489 |2.24 1.85 1.04|6.0   0 158|   0     0 |   0     0 | 18  287    4   35    0
Jul 19 15:20:12 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:12| 21   7  70   0   0|4397M  129M  161M 3089M|7548B 1561B| 503k  359k|7.98  28.9 |1911  2907 |2.14 1.84 1.03|2.0   0  62|   0     0 |   0     0 | 18  289    4   33    0
Jul 19 15:20:13 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:13| 25   4  71   0   0|4445M  126M  161M 3044M|6387B 1622B| 236k 3236k|21.0   360 |1418  1989 |2.14 1.84 1.03|1.0   0   0|   0     0 |   0     0 | 18  289    4   33    0
Jul 19 15:20:14 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:14| 25   2  72   0   0|4370M  219M  161M 3027M|7163B 1620B| 300k  244k|17.0  24.0 |1691  2729 |2.14 1.84 1.03|1.0   0 2.0|   0     0 |   0     0 | 18  291    4   31    0
Jul 19 15:20:15 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:15| 24   4  72   1   0|4405M  184M  161M 3027M|6408B 1698B| 100k  361k|24.1  22.0 |1404  2052 |2.14 1.84 1.03|1.0   0 5.0|   0     0 |   0     0 | 18  289    4   31    0
Jul 19 15:20:16 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:16| 24   3  71   0   0|4453M  136M  161M 3027M|7259B 1761B|   0    88k|   0  6.99 |1835  2768 |2.14 1.84 1.03|3.0   0 1.0|   0     0 |   0     0 | 18  292    4   30    0
Jul 19 15:20:17 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:17| 27   3  69   0   0|4372M  217M  161M 3027M|  11k 1588B|  32k  288k|2.00  29.0 |1957  2971 |2.05 1.82 1.03|3.0   0  16|   0     0 |   0     0 | 18  289    4   31    0
Jul 19 15:20:18 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:18| 25   2  71   0   0|4407M  182M  161M 3027M|8692B 1617B|   0   120k|   0  12.0 |1483  2090 |2.05 1.82 1.03|1.0   0   0|   0     0 |   0     0 | 18  289    4   30    0
Jul 19 15:20:19 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:19| 12  16  71   1   0|4363M  224M  161M 3028M|6681B 1696B|1342k  328k|24.0  13.0 |2573  3892 |2.05 1.82 1.03|1.0   0 207|   0     0 |   0     0 | 18  289    4   30    0
Jul 19 15:20:20 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:20| 13  17  69   0   0|4373M  215M  161M 3028M|6235B 1564B|  16k  252k|3.99  13.0 |2703  4127 |2.05 1.82 1.03|1.0   0 287|   0     0 |   0     0 | 18  289    4   30    0
Jul 19 15:20:21 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:21| 20   7  71   0   0|4386M  201M  161M 3029M|7409B 1619B| 592k  180k|35.0  14.0 |2008  3273 |2.05 1.82 1.03|1.0   0  92|   0     0 |   0     0 | 18  289    4   30    0
Jul 19 15:20:22 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:22| 25   5  69   0   0|4408M  178M  161M 3029M|8707B 1663B| 156k  284k|7.00  19.0 |8949    18k|1.96 1.81 1.03|2.0   0  15|   0     0 |   0     0 | 18  289    4   30    0
Jul 19 15:20:23 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:23| 20   3  76   1   0|4405M  179M  161M 3030M|  15k 5502B|   0   869k|   0  32.0 |1543  2312 |1.96 1.81 1.03|1.0   0 1.0|   0     0 |   0     0 | 18  290    4   30    0
Jul 19 15:20:24 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:24| 22   6  69   0   0|4421M  164M  161M 3030M|5146B 1509B|4088B   56k|1.00  7.98 |8799    18k|1.96 1.81 1.03|1.0   0  12|   0     0 |   0     0 | 18  290    4   30    0
Jul 19 15:20:25 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:25| 15  14  71   0   0|4369M  215M  161M 3030M|6078B 1800B|   0   305k|   0  9.03 |2415  3665 |1.96 1.81 1.03|2.0   0 201|   0     0 |   0     0 | 18  289    4   30    0
Jul 19 15:20:26 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:26| 22   6  71   0   0|4410M  174M  161M 3030M|7242B 1889B|   0   328k|   0  13.0 |1732  2730 |1.96 1.81 1.03|4.0   0  64|   0     0 |   0     0 | 18  289    5   30    0
Jul 19 15:20:27 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:27| 20  10  69   0   0|4369M  216M  161M 3031M|7154B 1692B|  24k  220k|2.00  23.0 |2561  4069 |1.89 1.80 1.03|1.0   0 112|   0     0 |   0     0 | 18  289    5   34    0
Jul 19 15:20:28 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:28| 25   4  72   0   0|4415M  170M  161M 3031M|3789B 1609B|4099B  168k|1.00  15.0 |1699  2831 |1.89 1.80 1.03|1.0   0   0|   0     0 |   0     0 | 18  289    5   34    0
Jul 19 15:20:29 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:29| 22   6  71   0   0|4394M  190M  161M 3031M|4668B 1694B|   0    88k|   0  6.00 |1662  2500 |1.89 1.80 1.03|1.0   0  70|   0     0 |   0     0 | 18  289    5   34    0
Jul 19 15:20:30 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:30| 21   6  71   0   0|4375M  209M  161M 3031M|5827B 1620B|  16k  164k|1.00  15.0 |1909  3036 |1.89 1.80 1.03|2.0   0  56|   0     0 |   0     0 | 18  289    5   34    0
Jul 19 15:20:31 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:31| 24   3  72   0   0|4419M  166M  161M 3031M|  40k 1586B|  52k  112k|4.00  13.0 |1853  2765 |1.89 1.80 1.03|2.0   0   0|   0     0 |   0     0 | 18  289    5   36    0
Jul 19 15:20:32 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:32| 23   4  71   0   0|4420M  164M  161M 3031M|5679B 1692B|   0   112k|   0  8.99 |1545  2232 |1.82 1.78 1.03|1.0   0  32|   0     0 |   0     0 | 18  289    5   36    0
Jul 19 15:20:33 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:33| 24   5  72   0   0|4388M  196M  161M 3031M|4953B 1697B|   0   413k|   0  47.1 |2236  3669 |1.82 1.78 1.03|1.0   0  49|   0     0 |   0     0 | 18  289    5   36    0
Jul 19 15:20:34 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:34| 23   5  72   0   0|4366M  217M  161M 3031M|6071B 1712B| 487k  491k|4.00  32.0 |1905  3015 |1.82 1.78 1.03|1.0   0  32|   0     0 |   0     0 | 18  289    5   38    0
Jul 19 15:20:35 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:35| 23   4  71   0   0|4426M  157M  161M 3031M|5129B 1618B|   0   140k|   0  6.99 |1412  2023 |1.82 1.78 1.03|1.0   0   0|   0     0 |   0     0 | 18  289    5   38    0
Jul 19 15:20:36 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:36| 22   6  71   0   0|4394M  190M  161M 3032M|5673B 1567B|   0   188k|   0  22.0 |2142  3472 |1.82 1.78 1.03|2.0   0  88|   0     0 |   0     0 | 18  289    5   38    0
Jul 19 15:20:37 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:37| 24   3  71   0   0|4387M  196M  161M 3032M|5028B 1566B|   0   260k|   0  18.0 |1912  2970 |1.75 1.77 1.03|1.0   0  47|   0     0 |   0     0 | 18  289    5   40    0
Jul 19 15:20:38 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:38| 26   5  69   0   0|4371M  213M  161M 3032M|5042B 1569B|  28k  164k|7.01  14.0 |2618  4787 |1.75 1.77 1.03|2.0   0  14|   0     0 |   0     0 | 18  289    5   41    0
Jul 19 15:20:39 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:39| 26   4  70   0   0|4414M  169M  161M 3032M|4461B 1617B|   0   140k|   0  5.99 |1643  2513 |1.75 1.77 1.03|1.0   0   0|   0     0 |   0     0 | 18  289    5   42    0
Jul 19 15:20:40 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:40| 28   4  66   1   0|4388M  194M  161M 3033M|6498B 1618B| 404k 1267k|32.0   179 |3443  6222 |1.75 1.77 1.03|1.0   0 5.0|   0     0 |   0     0 | 18  291    5   43    0
Jul 19 15:20:41 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:41| 25   3  69   1   0|4415M  168M  161M 3033M|4878B 1768B|  40k 1540k|5.00   152 |3169  5837 |1.75 1.77 1.03|1.0   0   0|   0     0 |   0     0 | 18  291    5   43    0
Jul 19 15:20:42 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:42| 13  18  68   0   0|4378M  204M  161M 3033M|4881B 1625B|   0  1135k|   0  88.3 |4154  7441 |1.69 1.76 1.03|2.0   0 653|   0     0 |   0     0 | 18  291    5   43    0
Jul 19 15:20:43 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:43|  9  22  68   0   0|4376M  206M  161M 3033M|4181B 1620B|   0   576k|   0  46.0 |4408  7954 |1.69 1.76 1.03|1.0   0 753|   0     0 |   0     0 | 18  291    5   36    0
Jul 19 15:20:44 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:44|  9  23  68   0   0|4378M  204M  161M 3033M|3718B 1620B|   0  7054k|   0   650 |4847  8447 |1.69 1.76 1.03|1.0   0 730|   0     0 |   0     0 | 18  291    5   36    0
Jul 19 15:20:45 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:45| 10  21  68   0   0|4383M  199M  161M 3033M|6094B 1458B|   0   300k|   0  27.0 |4152  7462 |1.69 1.76 1.03|3.0   0 682|   0     0 |   0     0 | 18  291    5   34    0
Jul 19 15:20:46 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:46| 10  20  69   0   0|4378M  204M  161M 3033M|6178B 1618B|   0    96k|   0  13.0 |4189  7469 |1.69 1.76 1.03|1.0   0 693|   0     0 |   0     0 | 18  291    5   34    0
Jul 19 15:20:47 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:47| 16  13  70   0   0|4394M  270M  161M 2959M|7082B 1622B|  52k 1958k|5.01  29.0 |6861    13k|1.63 1.74 1.03|2.0   0 226|   0     0 |   0     0 | 18  291    5   31    0
Jul 19 15:20:48 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:48| 20   4  74   0   0|4413M  239M  161M 2970M|5753B 2750B|8183B 1003k|1.00  24.0 |5793    11k|1.63 1.74 1.03|1.0   0 4.0|   0     0 |   0     0 | 18  292    5   31    0
Jul 19 15:20:49 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:49|  3   1  94   0   0|4414M  238M  161M 2970M|  12k 2665B|   0  1047k|   0  20.0 |1224  1997 |1.63 1.74 1.03|  0   0   0|   0     0 |   0     0 | 18  292    5   30    0
Jul 19 15:20:50 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:50|  3   0  95   0   0|4414M  238M  161M 2970M|5006B 1620B|   0   176k|   0  19.0 |1293  2193 |1.63 1.74 1.03|  0   0 1.0|   0     0 |   0     0 | 18  292    5   30    0
Jul 19 15:20:51 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:51| 10   1  86   0   0|4413M  238M  161M 2970M|  12k 2935B|  32k  392k|1.00  36.0 |1786  3017 |1.63 1.74 1.03|  0   0   0|   0     0 |   0     0 | 18  293    5   23    0
Jul 19 15:20:52 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:52| 18   2  79   1   0|4425M  227M  161M 2971M|  22k   13k| 336k 4256k|38.0   198 |1844  2905 |1.50 1.71 1.03|1.0   0   0|   0     0 |   0     0 | 18  293    5   23    0
Jul 19 15:20:53 jammy-provider-cloud-0000007373 dstat.sh[57801]: 19-07 15:20:53| 18   2  77   1   0|4440M  211M  161M 2972M|  25k   13k| 804k 1260k|55.0  46.0 |1556  2412 |1.50 1.71 1.03|2.0   0 2.0|   0     0 |   0     0 | 18  293    5   23    0
