May 26 16:39:54 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 26 16:39:55 ubuntu dstat.sh[64893]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 26 16:39:55 ubuntu dstat.sh[64893]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 26 16:44:08 ubuntu dstat.sh[64893]: 26-05 16:44:08| 70  22   7   1   0|2552M  149M  165M 4877M|4696B 1626B| 417k   12M|23.1   988 |  11k   21k|1.98 1.59 0.92|3.0   0 265|   0     0 |           | 14   80    0   18    0
May 26 16:44:09 ubuntu dstat.sh[64893]: 26-05 16:44:09| 73  22   3   0   0|2659M  180M  165M 4741M|5817B 1619B| 456k 1247k|9.00  71.0 |7493    12k|2.23 1.65 0.95|5.0   0 343|   0     0 |           | 14   84    0   23    0
May 26 16:44:10 ubuntu dstat.sh[64893]: 26-05 16:44:10| 45  26  27   0   0|2770M  135M  165M 4676M|5357B 1458B|  16k 1116k|4.00  64.0 |8542    13k|2.23 1.65 0.95|3.0   0 447|   0     0 |           | 14   93    0   22    0
May 26 16:44:11 ubuntu dstat.sh[64893]: 26-05 16:44:11| 38  20  41   0   0|2811M  163M  165M 4609M|5538B 1620B|   0   984k|   0  54.0 |6433  8646 |2.23 1.65 0.95|4.0   0 311|   0     0 |           | 14   95    0   22    0
May 26 16:44:12 ubuntu dstat.sh[64893]: 26-05 16:44:12| 53  15  31   0   0|2945M  161M  165M 4481M|5311B 1454B|3104k 4748k|33.9   241 |6618  9672 |2.23 1.65 0.95|2.0   0 138|   0     0 |           | 14   98    0   25    0
May 26 16:44:13 ubuntu dstat.sh[64893]: 26-05 16:44:13| 38  10  52   1   0|3011M  158M  165M 4418M|4324B 1604B|  12k  949k|3.00  61.1 |3783  3247 |2.23 1.65 0.95|2.0   0  55|   0     0 |           | 14  101    0   26    0
May 26 16:44:14 ubuntu dstat.sh[64893]: 26-05 16:44:14| 12  22  64   0   0|3022M  147M  165M 4418M|4398B 1568B|  24k  805k|2.00  47.1 |5944  9479 |2.13 1.64 0.95|1.0   0 342|   0     0 |           | 14  101    0   24    0
May 26 16:44:15 ubuntu dstat.sh[64893]: 26-05 16:44:15|  7  19  71   0   0|3030M  139M  165M 4418M|4210B 1455B|4088B  128k|1.00  14.0 |4921  3493 |2.13 1.64 0.95|1.0   0 248|   0     0 |           | 14  101    0   24    0
May 26 16:44:16 ubuntu dstat.sh[64893]: 26-05 16:44:16|  8  20  71   0   0|3028M  141M  165M 4419M|4785B 1511B|   0    32k|   0  4.00 |5015  3426 |2.13 1.64 0.95|1.0   0 256|   0     0 |           | 14  101    0   24    0
May 26 16:44:17 ubuntu dstat.sh[64893]: 26-05 16:44:17| 15  12  72   0   0|3062M  174M  165M 4354M|5055B 1566B|   0    56k|   0  1.00 |3295  2280 |2.13 1.64 0.95|1.0   0 126|   0     0 |           | 14  101    0   24    0
May 26 16:44:18 ubuntu dstat.sh[64893]: 26-05 16:44:18| 18   3  78   0   0|3093M  143M  165M 4354M|  10k 7237B|  56k    0 |4.00     0 |1961  1567 |2.13 1.64 0.95|1.0   0   0|   0     0 |           | 14  102    0   17    0
May 26 16:44:19 ubuntu dstat.sh[64893]: 26-05 16:44:19| 20   7  71   0   0|3075M  160M  165M 4354M|  22k   18k|8188B 2427k|2.00  36.0 |3363  2965 |2.04 1.63 0.95|1.0   0  64|   0     0 |           | 14  105    0   18    0
May 26 16:44:20 ubuntu dstat.sh[64893]: 26-05 16:44:20| 22   4  72   0   0|3130M  171M  165M 4291M|7468B 3840B|4095B  132k|1.00  19.0 |2146  1698 |2.04 1.63 0.95|5.0   0 3.0|   0     0 |           | 14  112    0   18    0
May 26 16:44:21 ubuntu dstat.sh[64893]: 26-05 16:44:21| 22   3  74   0   0|3132M  168M  165M 4291M|9215B 5604B|  40k  664k|4.00  56.0 |3002  3296 |2.04 1.63 0.95|3.0   0 1.0|   0     0 |           | 14  116    0   18    0
May 26 16:44:22 ubuntu dstat.sh[64893]: 26-05 16:44:22| 31   7  60   2   0|3158M  141M  165M 4292M|4989B 1623B| 104k 3739k|6.01   351 |6395  9150 |2.04 1.63 0.95|4.0   0 7.0|   0     0 |           | 14  121    0   19    0
May 26 16:44:23 ubuntu dstat.sh[64893]: 26-05 16:44:23| 35  11  52   0   0|3219M  145M  165M 4229M|6020B 2849B|  56k   13M|4.00   750 |5037  5015 |2.04 1.63 0.95|1.0   0 114|   0     0 |           | 14  124    0   20    0
May 26 16:44:24 ubuntu dstat.sh[64893]: 26-05 16:44:24| 19   3  77   0   0|3248M  178M  165M 4168M|  10k 7368B|  72k  395k|5.99  24.9 |2092  1927 |1.95 1.62 0.95|1.0   0 1.0|   0     0 |           | 14  125    0   20    0
May 26 16:44:25 ubuntu dstat.sh[64893]: 26-05 16:44:25| 20   3  75   1   0|3249M  177M  165M 4168M|7423B 4297B|  84k  693k|6.01  71.1 |3099  3873 |1.95 1.62 0.95|2.0   0   0|   0     0 |           | 14  125    0   20    0
May 26 16:44:26 ubuntu dstat.sh[64893]: 26-05 16:44:26| 36  12  50   0   0|3261M  166M  165M 4168M|5737B 2810B|   0  1098k|   0   107 |5429  5614 |1.95 1.62 0.95|2.0   0  96|   0     0 |           | 14  128    0   21    0
May 26 16:44:27 ubuntu dstat.sh[64893]: 26-05 16:44:27| 41   8  51   0   0|3343M  142M  165M 4110M|5726B 3481B|   0   456k|   0  28.0 |2945  1566 |1.95 1.62 0.95|1.0   0 5.0|   0     0 |           | 14  129    0   21    0
May 26 16:44:28 ubuntu dstat.sh[64893]: 26-05 16:44:28| 26   7  66   1   0|3300M  185M  165M 4110M|  25k   22k|   0  1961k|   0   111 |3184  2491 |1.95 1.62 0.95|1.0   0  55|   0     0 |           | 14  128    0   22    0
May 26 16:44:29 ubuntu dstat.sh[64893]: 26-05 16:44:29| 22   3  74   0   0|3358M  127M  165M 4111M|6078B 3475B|  20k  152k|5.00  14.0 |2037  1559 |1.88 1.61 0.95|  0   0   0|   0     0 |           | 14  129    0   22    0
May 26 16:44:30 ubuntu dstat.sh[64893]: 26-05 16:44:30| 18   4  78   0   0|3276M  210M  165M 4111M|  26k   22k|   0     0 |   0     0 |2415  1804 |1.88 1.61 0.95|1.0   0  51|   0     0 |           | 14  128    0   23    0
May 26 16:44:31 ubuntu dstat.sh[64893]: 26-05 16:44:31| 21   4  73   0   0|3335M  150M  165M 4111M|4940B 1453B|   0     0 |   0     0 |1883  1312 |1.88 1.61 0.95|1.0   0   0|   0     0 |           | 14  128    0   23    0
May 26 16:44:32 ubuntu dstat.sh[64893]: 26-05 16:44:32| 22   3  73   1   0|3341M  144M  165M 4111M|  12k 9250B|8201B  649k|2.00  83.1 |3904  4969 |1.88 1.61 0.95|2.0   0 6.0|   0     0 |           | 14  130    0   24    0
May 26 16:44:33 ubuntu dstat.sh[64893]: 26-05 16:44:33| 22   9  69   0   0|3374M  154M  165M 4069M|4647B 1461B|4104B  469k|1.00  36.1 |3287  3284 |1.88 1.61 0.95|1.0   0  84|   0     0 |           | 14  130    0   24    0
May 26 16:44:34 ubuntu dstat.sh[64893]: 26-05 16:44:34| 18   3  78   0   0|3389M  138M  165M 4069M|  27k   24k|8166B 4218k|1.99  30.9 |1971  1648 |1.81 1.60 0.95|1.0   0   0|   0     0 |           | 14  131    0   24    0
May 26 16:44:35 ubuntu dstat.sh[64893]: 26-05 16:44:35| 21   7  71   0   0|3376M  151M  165M 4069M|4650B 1590B|  32k  924k|2.00  51.0 |2672  1910 |1.81 1.60 0.95|2.0   0  61|   0     0 |           | 14  130    0   25    0
May 26 16:44:36 ubuntu dstat.sh[64893]: 26-05 16:44:36| 18   2  79   0   0|3401M  127M  165M 4069M|  11k 7884B|   0    28k|   0  4.00 |1771  1325 |1.81 1.60 0.95|  0   0   0|   0     0 |           | 14  131    0   25    0
May 26 16:44:37 ubuntu dstat.sh[64893]: 26-05 16:44:37| 22   5  69   2   0|3395M  132M  165M 4069M|5726B 1955B|4094B 4470k|1.00   414 |5880  9253 |1.81 1.60 0.95|1.0   0 1.0|   0     0 |           | 14  132    0   25    0
May 26 16:44:38 ubuntu dstat.sh[64893]: 26-05 16:44:38| 21   7  70   1   0|3348M  179M  165M 4069M|5889B 2929B|   0  1449k|   0   122 |4206  4930 |1.81 1.60 0.95|1.0   0  53|   0     0 |           | 14  131    0   27    0
May 26 16:44:39 ubuntu dstat.sh[64893]: 26-05 16:44:39| 19   3  78   0   0|3364M  164M  165M 4069M|  11k 7363B|   0  2594k|   0   305 |2141  1663 |1.74 1.59 0.95|1.0   0   0|   0     0 |           | 14  132    0   27    0
May 26 16:44:40 ubuntu dstat.sh[64893]: 26-05 16:44:40| 20   4  73   1   0|3366M  161M  165M 4069M|9842B 5940B|  88k 5017k|5.99   340 |5343  7816 |1.74 1.59 0.95|2.0   0   0|   0     0 |           | 14  132    0   27    0
May 26 16:44:41 ubuntu dstat.sh[64893]: 26-05 16:44:41| 33   5  61   1   0|3371M  156M  165M 4069M|6197B 2490B|   0  1030k|   0   109 |8114    12k|1.74 1.59 0.95|7.0   0 1.0|   0     0 |           | 14  133    0   28    0
May 26 16:44:42 ubuntu dstat.sh[64893]: 26-05 16:44:42| 23   7  68   0   0|3362M  165M  165M 4069M|5148B 1563B|   0   495k|   0  33.9 |3412  3317 |1.74 1.59 0.95|1.0   0  78|   0     0 |           | 14  133    0   28    0
May 26 16:44:43 ubuntu dstat.sh[64893]: 26-05 16:44:43| 19   2  77   0   0|3385M  142M  165M 4069M|  12k 9678B|   0   476k|   0  31.0 |2028  1735 |1.74 1.59 0.95|  0   0 1.0|   0     0 |           | 14  136    0   28    0
May 26 16:44:44 ubuntu dstat.sh[64893]: 26-05 16:44:44| 18   9  72   1   0|3362M  164M  165M 4069M|6703B 3029B|  32k 4229k|2.01   305 |4724  5559 |1.68 1.58 0.95|1.0   0 147|   0     0 |           | 14  135    0   29    0
May 26 16:44:45 ubuntu dstat.sh[64893]: 26-05 16:44:45| 20   3  77   0   0|3408M  119M  165M 4069M|  10k 7323B|   0   164k|   0  16.0 |1847  1489 |1.68 1.58 0.95|2.0   0   0|   0     0 |           | 14  136    0   29    0
May 26 16:44:46 ubuntu dstat.sh[64893]: 26-05 16:44:46| 18   3  76   0   0|3402M  155M  165M 4039M|  10k 7213B|  12k  307k|2.99  40.9 |3557  4174 |1.68 1.58 0.95|1.0   0   0|   0     0 |           | 14  136    0   29    0
May 26 16:44:47 ubuntu dstat.sh[64893]: 26-05 16:44:47| 29   6  63   1   0|3400M  157M  165M 4039M|4268B 1716B|   0  1209k|   0   136 |8020    12k|1.68 1.58 0.95|2.0   0 1.0|   0     0 |           | 14  138    0   29    0
May 26 16:44:48 ubuntu dstat.sh[64893]: 26-05 16:44:48| 41  14  41   1   0|3334M  223M  165M 4040M|5841B 3383B| 441k 1737k|71.2   173 |  13k   20k|1.68 1.58 0.95|4.0   0 289|   0     0 |           | 14  137    0   30    0
May 26 16:44:49 ubuntu dstat.sh[64893]: 26-05 16:44:49| 28   4  67   0   0|3393M  164M  165M 4040M|4216B 1791B|8169B 3769k|1.00   388 |3312  3119 |1.63 1.57 0.95|1.0   0 2.0|   0     0 |           | 14  137    0   30    0
May 26 16:44:50 ubuntu dstat.sh[64893]: 26-05 16:44:50| 17   5  77   0   0|3365M  192M  165M 4040M|  11k 9050B|   0   421k|   0  25.1 |2764  2407 |1.63 1.57 0.95|1.0   0  77|   0     0 |           | 14  137    0   31    0
May 26 16:44:51 ubuntu dstat.sh[64893]: 26-05 16:44:51|  8  20  70   0   0|3347M  209M  165M 4040M|5494B 1295B|   0   424k|   0  26.0 |5810  4475 |1.63 1.57 0.95|1.0   0 374|   0     0 |           | 14  137    0   31    0
May 26 16:44:52 ubuntu dstat.sh[64893]: 26-05 16:44:52| 16  18  64   0   0|3365M  192M  165M 4040M|5049B 1297B|4100B  460k|1.00  31.0 |7227  8458 |1.63 1.57 0.95|1.0   0 316|   0     0 |           | 14  137    0   31    0
May 26 16:44:53 ubuntu dstat.sh[64893]: 26-05 16:44:53| 28  20  52   0   0|3372M  185M  165M 4040M|4561B  919B|4098B 1749k|1.00   103 |6195  5668 |1.63 1.57 0.95|3.0   0 418|   0     0 |           | 14  137    0   31    0
May 26 16:44:54 ubuntu dstat.sh[64893]: 26-05 16:44:54| 36  20  43   0   0|3434M  122M  165M 4040M|3593B 1253B|  16k  574k|1.00  47.8 |7018  7318 |1.66 1.58 0.95|2.0   0 393|   0     0 |           | 14  140    0   31    0
May 26 16:44:55 ubuntu dstat.sh[64893]: 26-05 16:44:55| 41  21  37   0   0|3506M  158M  165M 3934M|4393B 1625B| 140k  249k|8.02  16.0 |6546  7770 |1.66 1.58 0.95|3.0   0 412|   0     0 |           | 16  143    0   32    0
May 26 16:44:56 ubuntu dstat.sh[64893]: 26-05 16:44:56| 57  29  13   0   0|3650M  152M  165M 3798M|4898B 1618B|  88k  312k|3.99  24.0 |8879    15k|1.66 1.58 0.95|2.0   0 499|   0     0 |           | 16  149    0   32    0
May 26 16:44:57 ubuntu dstat.sh[64893]: 26-05 16:44:57| 61  20  18   0   0|3737M  168M  165M 3697M|4818B 1623B|  24k  817k|3.00  50.1 |7688    13k|1.66 1.58 0.95|3.0   0 309|   0     0 |           | 16  165    0   32    0
May 26 16:44:58 ubuntu dstat.sh[64893]: 26-05 16:44:58| 34  24  41   0   0|3800M  159M  165M 3645M|4611B 1617B|   0   519k|   0  8.98 |  15k 5992 |1.66 1.58 0.95|2.0   0 610|   0     0 |           | 16  165    0   32    0
May 26 16:44:59 ubuntu dstat.sh[64893]: 26-05 16:44:59| 25  20  55   0   0|3822M  137M  165M 3645M|4814B 1715B|4108B  345k|1.00  21.1 |6217  6241 |1.60 1.57 0.96|1.0   0 370|   0     0 |           | 17  165    0   32    0
May 26 16:45:00 ubuntu dstat.sh[64893]: 26-05 16:45:00| 26  20  53   0   0|3857M  167M  165M 3580M|4569B 1455B|  12k  299k|2.99  21.0 |6619  6689 |1.60 1.57 0.96|2.0   0 376|   0     0 |           | 17  165    0   32    0
May 26 16:45:01 ubuntu dstat.sh[64893]: 26-05 16:45:01| 36  22  43   0   0|3931M  130M  165M 3545M|5060B 1621B|8197B  300k|2.00  26.0 |6940  7386 |1.60 1.57 0.96|2.0   0 403|   0     0 |           | 17  165    0   32    0
May 26 16:45:02 ubuntu dstat.sh[64893]: 26-05 16:45:02| 32  21  46   0   0|3976M  151M  165M 3480M|5004B 1460B|  36k  344k|3.00  15.0 |6299  6809 |1.60 1.57 0.96|2.0   0 393|   0     0 |           | 17  171    0   32    0
May 26 16:45:03 ubuntu dstat.sh[64893]: 26-05 16:45:03| 39  29  32   0   0|4086M  124M  165M 3400M|3100B  232B| 100k  608k|5.00  53.0 |9209    13k|1.60 1.57 0.96|2.0   0 635|   0     0 |           | 17  177    0   30    0
May 26 16:45:04 ubuntu dstat.sh[64893]: 26-05 16:45:04| 25  25  48   0   0|4145M  157M  165M 3309M|5442B 1457B|  20k 5316k|5.00   239 |8982    14k|1.56 1.56 0.96|2.0   0 495|   0     0 |           | 17  183    0   30    0
May 26 16:45:05 ubuntu dstat.sh[64893]: 26-05 16:45:05| 23  15  61   0   0|4166M  136M  165M 3309M|4729B 1616B|4087B   20M|1.00   919 |7124  8814 |1.56 1.56 0.96|1.0   0 280|   0     0 |           | 17  189    0   30    0
May 26 16:45:06 ubuntu dstat.sh[64893]: 26-05 16:45:06| 38  14  47   0   0|4269M  140M  165M 3205M|5011B 1457B|1763k  276k|30.0  22.0 |4157  3443 |1.56 1.56 0.96|2.0   0 119|   0     0 |           | 17  189    0   30    0
May 26 16:45:07 ubuntu dstat.sh[64893]: 26-05 16:45:07| 51  10  39   0   0|4379M  169M  165M 3070M|4322B 1621B|  96k  468k|3.00  46.0 |3414  2056 |1.56 1.56 0.96|4.0   0  10|   0     0 |           | 17  205    0   30    0
May 26 16:45:08 ubuntu dstat.sh[64893]: 26-05 16:45:08| 34   8  57   0   0|4356M  229M  165M 3034M|5409B 1623B| 385k  357k|12.0  34.1 |3548  3443 |1.56 1.56 0.96|5.0   0 111|   0     0 |           | 17  208    0   30    0
May 26 16:45:09 ubuntu dstat.sh[64893]: 26-05 16:45:09| 31  25  43   0   0|4383M  202M  165M 3034M|5729B 1551B|   0   609k|   0  40.1 |7013  6576 |1.59 1.56 0.96|3.0   0 553|   0     0 |           | 17  209    0   30    0
May 26 16:45:10 ubuntu dstat.sh[64893]: 26-05 16:45:10| 39  23  37   0   0|4446M  136M  165M 3036M|  14k 9966B|1042k 1278k|22.0   115 |7176    11k|1.59 1.56 0.96|4.0   0 438|   0     0 |           | 17  211    0   32    0
May 26 16:45:11 ubuntu dstat.sh[64893]: 26-05 16:45:11| 65  17  17   0   0|4502M  166M  165M 2953M|6049B 1244B| 112k 1074k|11.0  30.0 |4846  4471 |1.59 1.56 0.96|3.0   0 153|   0     0 |           | 17  216    0   32    0
May 26 16:45:12 ubuntu dstat.sh[64893]: 26-05 16:45:12| 65  14  19   1   0|4623M  146M  165M 2856M|  13k   11k|2325k 1250k|94.6  39.8 |5394  5096 |1.59 1.56 0.96|3.0   0  32|   0     0 |           | 17  227    0   22    0
May 26 16:45:13 ubuntu dstat.sh[64893]: 26-05 16:45:13| 62  13  20   4   0|4642M  190M  165M 2793M|5686B 2565B|5776k 1586k| 473   120 |6818  8702 |1.59 1.56 0.96|5.0   0  81|   0     0 |           | 17  227    0   27    0
May 26 16:45:14 ubuntu dstat.sh[64893]: 26-05 16:45:14| 38  27  35   0   0|4657M  204M  165M 2765M|9830B 7591B| 188k  404k|10.0  21.0 |7470    19k|1.62 1.57 0.97|1.0   0 552|   0     0 |           | 17  230    0   28    0
May 26 16:45:15 ubuntu dstat.sh[64893]: 26-05 16:45:15| 39  20  40   0   0|4624M  236M  165M 2766M|  10k 6511B| 132k 8351k|9.00  59.0 |7904    11k|1.62 1.57 0.97|4.0   0 306|   0     0 |           | 17  229    0   29    0
May 26 16:45:16 ubuntu dstat.sh[64893]: 26-05 16:45:16| 54  28  18   0   0|4731M  162M  165M 2734M|7187B 4050B|  56k  336k|1.00  21.0 |6695  6813 |1.62 1.57 0.97|5.0   0 555|   0     0 |           | 17  230    0   24    0
May 26 16:45:17 ubuntu dstat.sh[64893]: 26-05 16:45:17| 58  18  22   1   0|4731M  197M  165M 2700M|  13k   10k|1131k  948k|53.8  56.8 |7224    11k|1.62 1.57 0.97|8.0   0 230|   0     0 |           | 17  231    0   28    0
May 26 16:45:18 ubuntu dstat.sh[64893]: 26-05 16:45:18| 60  27  13   0   0|4826M  137M  165M 2665M|4637B 1408B| 177k  863k|4.01  54.2 |7354  8922 |1.62 1.57 0.97|5.0   0 539|   0     0 |           | 17  237    0   28    0
May 26 16:45:19 ubuntu dstat.sh[64893]: 26-05 16:45:19| 52  19  27   1   0|4879M  139M  165M 2613M|  15k   12k| 869k 1069k|49.1  75.1 |9495    17k|1.65 1.58 0.97|5.0   0 265|   0     0 |           | 17  245    0   31    0
May 26 16:45:20 ubuntu dstat.sh[64893]: 26-05 16:45:20| 67  17  15   0   0|4966M  123M  165M 2543M|5209B 1569B|  36k  301k|3.97  15.9 |5088  3959 |1.65 1.58 0.97|3.0   0 137|   0     0 |           | 17  245    0   30    0
May 26 16:45:21 ubuntu dstat.sh[64893]: 26-05 16:45:21| 62  14  24   0   0|5086M  127M  165M 2423M|  20k   16k|1957k 1115k|82.2  33.1 |9714    20k|1.65 1.58 0.97|3.0 1.0  23|   0     0 |           | 17  253    0   31    0
May 26 16:45:22 ubuntu dstat.sh[64893]: 26-05 16:45:22| 60  11  28   0   0|5115M  123M  165M 2400M|9075B 5876B|1154k 1532k|28.1   127 |5977  6657 |1.65 1.58 0.97|5.0   0  25|   0     0 |           | 17  256    0   34    2
May 26 16:45:23 ubuntu dstat.sh[64893]: 26-05 16:45:23| 51  23  25   1   0|5115M  145M  165M 2378M|  13k   10k|4114k 1762k|71.0  92.9 |7742  8158 |1.65 1.58 0.97|4.0   0 459|   0     0 |           | 17  258    0   35    0
May 26 16:45:24 ubuntu dstat.sh[64893]: 26-05 16:45:24| 54  23  22   0   0|5112M  148M  165M 2378M|7979B 4498B|1037k  538k|8.97  40.9 |7103  8644 |1.76 1.60 0.98|8.0   0 421|   0     0 |           | 17  257    0   34    0
May 26 16:45:25 ubuntu dstat.sh[64893]: 26-05 16:45:25| 66  20  13   0   0|5161M  147M  165M 2332M|  10k 8806B| 562k  875k|9.03  31.1 |6229  6750 |1.76 1.60 0.98|3.0   0 249|   0     0 |           | 18  261    0   34    0
May 26 16:45:26 ubuntu dstat.sh[64893]: 26-05 16:45:26| 77  14   9   1   0|5227M  126M  165M 2289M|9363B 5418B|3011k   15M| 130  1269 |5850  4120 |1.76 1.60 0.98|4.0   0  18|   0     0 |           | 18  260    0   35    0
May 26 16:45:27 ubuntu dstat.sh[64893]: 26-05 16:45:27| 80  14   4   0   0|5289M  135M  165M 2221M|  10k 7273B|1343k 1483k|59.9  89.9 |6587  7988 |1.76 1.60 0.98|3.0   0  61|   0     0 |           | 18  266    0   37    0
May 26 16:45:28 ubuntu dstat.sh[64893]: 26-05 16:45:28| 42  13  43   1   0|5269M  165M  165M 2212M|  10k 7704B| 935k 1402k|32.0   175 |5806  6209 |1.76 1.60 0.98|2.0   0 178|   0     0 |           | 18  270    0   38    0
May 26 16:45:29 ubuntu dstat.sh[64893]: 26-05 16:45:29| 41  11  46   1   0|5341M  202M  165M 2108M|  14k 5555B| 810k  571k|8.98  42.9 |4265  3800 |1.70 1.59 0.99|2.0   0  14|   0     0 |           | 18  274    0   38    0
May 26 16:45:30 ubuntu dstat.sh[64893]: 26-05 16:45:30| 38  13  47   0   0|5298M  227M  165M 2126M|  16M  145k|3065k 9375k|44.2  67.3 |9939  7134 |1.70 1.59 0.99|4.0   0 188|   0     0 |           | 18  274    0   39    0
May 26 16:45:31 ubuntu dstat.sh[64893]: 26-05 16:45:31| 57  15  27   0   0|5356M  226M  165M 2070M|5062B 1613B| 781k 3489k|6.97  34.9 |4617  3016 |1.70 1.59 0.99|3.0   0  88|   0     0 |           | 18  274    0   39    0
May 26 16:45:32 ubuntu dstat.sh[64893]: 26-05 16:45:32| 33   5  61   0   0|5388M  195M  165M 2070M|  24k   21k|   0   720k|   0  72.0 |4474  4696 |1.70 1.59 0.99|3.0   0 3.0|   0     0 |           | 18  286    0   40    0
May 26 16:45:33 ubuntu dstat.sh[64893]: 26-05 16:45:33| 37   6  54   1   0|5387M  194M  165M 2071M| 298k   12M| 694k 3919k|36.9   257 |6054  6070 |1.70 1.59 0.99|2.0   0 8.0|   0     0 |           | 18  288    0   41    0
May 26 16:45:34 ubuntu dstat.sh[64893]: 26-05 16:45:34| 28   3  67   0   0|5400M  181M  165M 2071M|7854k 3572k| 101k  564k|6.04  56.4 |5964  5639 |1.73 1.60 0.99|1.0   0 2.0|   0     0 |           | 18  295    0   41    0
May 26 16:45:35 ubuntu dstat.sh[64893]: 26-05 16:45:35| 26  12  59   0   0|5281M  283M  165M 2088M|8710k  192k|1153k 3177k|23.9  63.9 |  16k   14k|1.73 1.60 0.99|1.0   0 141|   0     0 |           | 18  290    0   46    0
May 26 16:45:36 ubuntu dstat.sh[64893]: 26-05 16:45:36| 11  19  68   0   0|5291M  273M  165M 2088M|4886B 1455B| 168k   21M|6.99   689 |5708  4551 |1.73 1.60 0.99|1.0   0 367|   0     0 |           | 18  290    0   44    0
May 26 16:45:37 ubuntu dstat.sh[64893]: 26-05 16:45:37| 23   4  73   0   0|5320M  244M  165M 2088M|3007B  486B|   0   328k|   0  18.0 |2144  1756 |1.73 1.60 0.99|1.0   0   0|   0     0 |           | 18  290    0   44    0
May 26 16:45:38 ubuntu dstat.sh[64893]: 26-05 16:45:38| 10  18  70   0   0|5273M  292M  165M 2088M|5029B 1458B|8194B 1476k|1.00  98.0 |5219  4219 |1.73 1.60 0.99|1.0   0 238|   0     0 |           | 18  290    0   44    0
May 26 16:45:39 ubuntu dstat.sh[64893]: 26-05 16:45:39|  9  21  69   0   0|5283M  281M  165M 2088M|4706B 1461B|  20k  397k|2.00  36.1 |5557  4413 |1.83 1.62 1.00|1.0   0 283|   0     0 |           | 18  290    0   44    0
May 26 16:45:40 ubuntu dstat.sh[64893]: 26-05 16:45:40|  5  10  83   0   0|5274M  291M  165M 2088M|4806B 1454B|  20k 2059k|1.99   211 |3333  2840 |1.83 1.62 1.00|  0   0 149|   0     0 |           | 18  290    0   42    0
May 26 16:45:41 ubuntu dstat.sh[64893]: 26-05 16:45:41| 13   4  82   0   0|5311M  253M  165M 2088M|4608B 1462B|   0   257k|   0  24.1 |1850  1790 |1.83 1.62 1.00|1.0   0  11|   0     0 |           | 18  294    0   42    0
May 26 16:45:42 ubuntu dstat.sh[64893]: 26-05 16:45:42| 19   3  76   0   0|5352M  213M  165M 2088M|  10k 7215B|   0   175k|   0  11.0 |2133  1793 |1.83 1.62 1.00|1.0   0 1.0|   0     0 |           | 18  295    0   42    0
May 26 16:45:43 ubuntu dstat.sh[64893]: 26-05 16:45:43| 17   9  72   0   0|5267M  297M  165M 2088M|7879B 4746B|  68k  200k|5.00  20.0 |3658  2971 |1.83 1.62 1.00|1.0   0  93|   0     0 |           | 18  298    0   43    0
May 26 16:45:44 ubuntu dstat.sh[64893]: 26-05 16:45:44| 13  16  70   1   0|5272M  292M  165M 2088M|4115B 1464B| 149k  161k|13.1  21.1 |4993  3577 |1.76 1.61 1.00|2.0   0 158|   0     0 |           | 18  298    0   41    0
May 26 16:45:45 ubuntu dstat.sh[64893]: 26-05 16:45:45| 13  17  67   0   0|5275M  288M  165M 2088M|4094B 1456B|   0   464k|   0  37.0 |5077  3918 |1.76 1.61 1.00|2.0   0 165|   0     0 |           | 18  302    0   41    0
May 26 16:45:46 ubuntu dstat.sh[64893]: 26-05 16:45:46| 10  18  70   0   0|5270M  294M  165M 2089M|4360B 1460B|4100B   40k|1.00  4.00 |4907  3524 |1.76 1.61 1.00|1.0   0 188|   0     0 |           | 18  302    0   41    0
May 26 16:45:47 ubuntu dstat.sh[64893]: 26-05 16:45:47| 23   4  73   0   0|5330M  233M  165M 2089M|4323B 1756B|  32k 8190B|1.00  1.00 |2082  1641 |1.76 1.61 1.00|1.0   0 1.0|   0     0 |           | 18  302    0   41    0
May 26 16:45:48 ubuntu dstat.sh[64893]: 26-05 16:45:48| 23   3  72   0   0|5390M  172M  165M 2091M|4184B 1614B|1917k   72k|36.9  5.98 |2180  1697 |1.76 1.61 1.00|2.0   0 2.0|   0     0 |           | 18  302    0   40    0
May 26 16:45:49 ubuntu dstat.sh[64893]: 26-05 16:45:49| 25   4  71   0   0|5294M  267M  165M 2091M|4320B 1620B| 128k  708k|8.00  59.0 |2926  2911 |1.70 1.60 1.00|2.0   0 7.0|   0     0 |           | 18  302    0   40    0
May 26 16:45:50 ubuntu dstat.sh[64893]: 26-05 16:45:50| 23   3  72   0   0|5361M  201M  165M 2091M|4740B 1620B|  24k  136k|4.00  11.0 |2042  1643 |1.70 1.60 1.00|1.0   0   0|   0     0 |           | 18  302    0   40    0
May 26 16:45:51 ubuntu dstat.sh[64893]: 26-05 16:45:51| 19   4  76   0   0|5397M  165M  165M 2091M|7443B 3745B|   0   112k|   0  9.00 |2156  1788 |1.70 1.60 1.00|  0   0 3.0|   0     0 |           | 18  305    0   40    0
