Jul 08 16:15:14 jammy-provider-cloud-0000007310 systemd[1]: Started Devstack devstack@dstat.service.
Jul 08 16:15:14 jammy-provider-cloud-0000007310 dstat.sh[57438]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 08 16:15:14 jammy-provider-cloud-0000007310 dstat.sh[57438]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 08 16:18:50 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:50| 22   5  73   0   0|2402M  239M  170M 4931M|7669B 1540B|   0     0 |   0     0 |1379  1830 |1.76 1.47 0.79|2.0   0  63|   0     0 |   0     0 | 14   91    3   29    0
Jul 08 16:18:51 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:51| 27   5  65   1   0|2440M  200M  170M 4931M|7205B 1714B|   0  1299k|   0   173 |3789  7428 |1.76 1.47 0.79|1.0   0 3.0|   0     0 |   0     0 | 14   98    3   30    0
Jul 08 16:18:52 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:52| 31   8  61   0   0|2446M  194M  170M 4931M|  10k 1620B|   0  1356k|   0   118 |2652  4540 |1.70 1.47 0.80|2.0   0 116|   0     0 |   0     0 | 14  106    3   31    0
Jul 08 16:18:53 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:53| 24   3  71   0   0|2496M  144M  170M 4931M|4719B 1612B|   0  1011k|   0  72.7 |2187  4100 |1.70 1.47 0.80|1.0   0 4.0|   0     0 |   0     0 | 14  113    3   31    0
Jul 08 16:18:54 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:54| 38   9  52   0   0|2507M  156M  170M 4910M|4452B 1624B|  64k 1728k|7.02   138 |2725  4411 |1.70 1.47 0.80|3.0   0  97|   0     0 |   0     0 | 14  111    3   33    0
Jul 08 16:18:55 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:55| 31   8  61   0   0|2511M  175M  169M 4888M|5866B 1458B| 896k 8829k|27.0   452 |1898  2396 |1.70 1.47 0.80|2.0   0  58|   0     0 |   0     0 | 14  111    3   34    0
Jul 08 16:18:56 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:56| 22   4  73   0   0|2563M  123M  169M 4888M|5028B 1712B| 144k  476k|18.0  29.0 |1259  1943 |1.70 1.47 0.80|2.0   0 2.0|   0     0 |   0     0 | 14  117    3   34    0
Jul 08 16:18:57 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:57| 23   4  73   0   0|2556M  129M  169M 4888M|5992B 1459B|   0   272k|   0  14.0 |1237  1603 |1.64 1.46 0.80|2.0   0  51|   0     0 |   0     0 | 14  115    3   35    0
Jul 08 16:18:58 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:58| 22   6  71   1   0|2538M  164M  169M 4872M|5050B 1458B| 712k  612k|12.0  69.0 |2068  3686 |1.64 1.46 0.80|4.0   0  82|   0     0 |   0     0 | 14  115    3   36    0
Jul 08 16:18:59 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:18:59| 24   4  72   0   0|2522M  180M  169M 4872M|5323B 1459B|   0   340k|   0  19.0 |1264  1836 |1.64 1.46 0.80|1.0   0  10|   0     0 |   0     0 | 14  115    3   37    0
Jul 08 16:19:00 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:00| 22   5  73   0   0|2578M  124M  169M 4872M|5231B 1619B|   0   312k|   0  15.0 |1306  1809 |1.64 1.46 0.80|3.0   0  45|   0     0 |   0     0 | 14  115    3   37    0
Jul 08 16:19:01 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:01| 24   7  66   1   0|2547M  153M  169M 4873M|6574B 1546B| 739k 4203k| 128   418 |3904  8551 |1.64 1.46 0.80|2.0   0  53|   0     0 |   0     0 | 14  115    3   38    0
Jul 08 16:19:02 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:02| 25   2  72   0   0|2588M  128M  169M 4858M|4728B 1081B| 120k 1809k|6.00   119 |1602  2870 |1.59 1.45 0.80|3.0   0 1.0|   0     0 |   0     0 | 14  119    3   38    0
Jul 08 16:19:03 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:03| 37   5  58   0   0|2556M  160M  169M 4858M|  40k  959B| 416k 1531k|22.0   168 |3627  7452 |1.59 1.45 0.80|4.0   0  71|   0     0 |   0     0 | 14  117    3   39    0
Jul 08 16:19:04 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:04| 24   2  73   0   0|2599M  117M  169M 4858M|4599B 1572B|  56k  791k|4.02  94.4 |1827  3184 |1.59 1.45 0.80|3.0   0   0|   0     0 |   0     0 | 14  119    3   39    0
Jul 08 16:19:05 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:05| 21   7  72   1   0|2584M  131M  169M 4858M|5486B 1512B| 132k 1508k|4.00   102 |2401  4032 |1.59 1.45 0.80|2.0   0 147|   0     0 |   0     0 | 14  117    3   40    0
Jul 08 16:19:06 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:06| 26   2  70   1   0|2600M  125M  169M 4849M|6694B 1529B|   0   954k|   0   103 |2333  4318 |1.59 1.45 0.80|3.0   0   0|   0     0 |   0     0 | 14  119    3   40    0
Jul 08 16:19:07 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:07| 36  12  50   1   0|2580M  157M  169M 4838M|4568B 1713B|4333k 4710k| 128   430 |5214  9657 |1.62 1.46 0.81|1.0   0 290|   0     0 |   0     0 | 14  117    3   40    0
Jul 08 16:19:08 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:08| 23   3  73   0   0|2630M  130M  169M 4815M|4105B 1791B| 798k 1990k|13.0   260 |1474  2084 |1.62 1.46 0.81|1.0   0   0|   0     0 |   0     0 | 14  119    3   40    0
Jul 08 16:19:09 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:09| 17  17  66   0   0|2584M  175M  169M 4816M|4687B 1785B| 622k  662k|35.1  44.1 |3410  6429 |1.62 1.46 0.81|1.0   0 456|   0     0 |   0     0 | 14  117    3   40    0
Jul 08 16:19:10 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:10| 16  17  65   0   0|2591M  167M  169M 4816M|5227B 1709B| 312k  552k|12.0  35.0 |5969    11k|1.62 1.46 0.81|2.0   0 252|   0     0 |   0     0 | 14  117    3   40    0
Jul 08 16:19:11 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:11| 31  22  46   1   0|2637M  130M  169M 4807M|7360B 1459B|  28k 2637k|7.00   344 |3982  6624 |1.62 1.46 0.81|3.0   0 588|   0     0 |   0     0 | 14  117    3   40    0
Jul 08 16:19:12 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:12| 41  19  39   0   0|2708M  123M  169M 4745M|7053B 1729B| 808k 2679k|40.0   159 |5190    12k|1.65 1.47 0.81|7.0   0 250|   0     0 |   0     0 | 16  127    3   40    0
Jul 08 16:19:13 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:13| 56  23  20   0   0|2817M  129M  168M 4632M|6744B 1711B| 392k 5343k|47.0   400 |4878    11k|1.65 1.47 0.81|5.0   0 649|   0     0 |   0     0 | 16  129    3   40    0
Jul 08 16:19:14 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:14| 63  19  17   0   0|2917M  134M  168M 4531M|5830B 1554B|3912k  212k| 260  14.0 |6699    18k|1.65 1.47 0.81|5.0   0 294|   0     0 |   0     0 | 16  129    3   41    0
Jul 08 16:19:15 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:15| 46  25  28   0   0|2994M  125M  167M 4465M|5635B 1532B| 256k 5744k|19.0   413 |5789  9990 |1.65 1.47 0.81|2.0   0 676|   0     0 |   0     0 | 16  145    3   40    0
Jul 08 16:19:16 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:16| 29  18  50   0   0|3035M  130M  167M 4419M|5195B 1694B|3532k  592k| 237  19.0 |5605  8956 |1.65 1.47 0.81| 14   0 395|   0     0 |   0     0 | 17  145    3   40    0
Jul 08 16:19:17 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:17| 32  19  49   0   0|3081M  127M  167M 4377M|6732B 1544B| 100k 3996k|2.00   400 |4674  7891 |1.68 1.48 0.82|3.0   0 519|   0     0 |   0     0 | 17  145    3   40    0
Jul 08 16:19:18 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:18| 43  17  38   0   0|3151M  124M  167M 4312M|5701B 1573B| 988k 2739k|56.0   137 |5339  8193 |1.68 1.48 0.82|4.0   0 316|   0     0 |   0     0 | 17  151    3   40    0
Jul 08 16:19:19 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:19| 38  24  37   0   0|3264M  128M  167M 4197M|  10k 1458B|  60k  776k|6.00  68.0 |6517    13k|1.68 1.48 0.82|2.0   0 743|   0     0 |   0     0 | 17  161    3   40    0
Jul 08 16:19:20 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:20| 29  23  46   0   0|3339M  129M  167M 4123M|6953B 1619B|   0   584k|   0  40.0 |5916    12k|1.68 1.48 0.82|1.0   0 596|   0     0 |   0     0 | 17  167    3   41    0
Jul 08 16:19:21 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:21| 21  16  61   0   0|3362M  117M  167M 4112M|9169B 1459B|  96k  412k|8.00  25.0 |5587  9431 |1.68 1.48 0.82|3.0   0 263|   0     0 |   0     0 | 17  167    3   41    0
Jul 08 16:19:22 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:22| 46   7  45   0   0|3475M  125M  167M 3994M|6300B 1712B| 108k 7075k|8.00   521 |1856  2522 |1.71 1.49 0.83|3.0   0  13|   0     0 |   0     0 | 17  173    3   41    0
Jul 08 16:19:23 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:23| 44   8  46   0   0|3578M  127M  167M 3890M|7780B 1615B|1742k  303k|39.9  20.9 |1780  2180 |1.71 1.49 0.83|3.0   0 7.0|   0     0 |   0     0 | 17  176    3   41    0
Jul 08 16:19:24 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:24| 31  18  50   1   0|3538M  168M  167M 3890M|4819B 1462B|1183k  457k|68.2  30.1 |4148  7082 |1.71 1.49 0.83|3.0   0 505|   0     0 |   0     0 | 17  179    3   41    0
Jul 08 16:19:25 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:25| 45  18  37   0   0|3531M  173M  167M 3892M|9138B 1715B|  64k  500k|5.00  40.0 |5859    14k|1.71 1.49 0.83|4.0   0 467|   0     0 |   0     0 | 17  191    3   40    0
Jul 08 16:19:26 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:26| 67  17  15   0   0|3660M  133M  167M 3805M|7284B 1714B|2796k  748k|62.0  50.0 |5879    13k|1.71 1.49 0.83|6.0   0 209|   0     0 |   0     0 | 17  202    3   40    0
Jul 08 16:19:27 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:27| 82  16   3   1   0|3758M  131M  167M 3712M|5145B 1662B| 604k   12M|13.0   488 |2708  5196 |1.89 1.53 0.84|6.0   0  66|   0     0 |   0     0 | 17  207    3   40    0
Jul 08 16:19:28 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:28| 75  16   7   0   0|3793M  127M  167M 3681M|5178B 1715B|  80k 1957k|3.00  69.0 |4896    16k|1.89 1.53 0.84|4.0   0 153|   0     0 |   0     0 | 17  213    3   48    0
Jul 08 16:19:29 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:29| 47  26  25   0   0|3775M  164M  168M 3663M|5134B 1457B| 963k  763k|12.0  55.0 |6081    13k|1.89 1.53 0.84|3.0   0 579|   0     0 |   0     0 | 17  215    3   48    0
Jul 08 16:19:30 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:30| 54  22  22   0   0|3784M  161M  168M 3656M|5062B 1621B|   0   716k|   0  46.0 |  11k   35k|1.89 1.53 0.84|4.0   0 325|   0     0 |   0     0 | 17  217    3   44    0
Jul 08 16:19:31 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:31| 58  22  20   0   0|3882M  129M  168M 3591M|6920B 1530B|  24k  579k|5.99  37.9 |5266    10k|1.89 1.53 0.84| 16   0 412|   0     0 |   0     0 | 17  218    3   44    0
Jul 08 16:19:32 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:32| 62  23  13   1   0|3934M  119M  168M 3549M|5999B 1827B| 256k   25M|30.0   827 |7106    12k|2.30 1.62 0.88|3.0   0 492|   0     0 |   0     0 | 17  221    3   49    0
Jul 08 16:19:33 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:33| 61  20  18   0   0|3974M  134M  168M 3495M|  42k 1457B|   0   699k|   0  36.0 |7677    15k|2.30 1.62 0.88|6.0   0 270|   0     0 |   0     0 | 17  223    3   50    0
Jul 08 16:19:34 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:34| 70  13  16   0   0|4081M  125M  168M 3400M|4142B 1459B|  56k  897k|8.01  86.1 |4484  8543 |2.30 1.62 0.88|4.0   0 135|   0     0 |   0     0 | 17  235    3   50    0
Jul 08 16:19:35 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:35| 72   6  21   0   0|4193M  141M  168M 3274M|4899B 1615B| 518k 6718k|23.9   579 |3421  6695 |2.30 1.62 0.88|6.0   0 6.0|   0     0 |   0     0 | 17  245    3   55    0
Jul 08 16:19:36 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:36| 53  21  22   0   0|4162M  170M  168M 3276M|6414B 1285B|1765k 1227k|54.1   144 |5160    10k|2.30 1.62 0.88|3.0   0 501|   0     0 |   0     0 | 17  249    3   53    0
Jul 08 16:19:37 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:37| 47  22  29   0   0|4196M  132M  168M 3280M|4998B 1310B|4354k 2020k|82.9   114 |6691    14k|2.36 1.64 0.89|3.0   0 405|   0     0 |   0     0 | 17  250    3   53    0
Jul 08 16:19:38 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:38| 75  15   9   0   0|4227M  131M  168M 3251M|4380B 1557B| 704k  676k|8.95  48.7 |3161  5403 |2.36 1.64 0.89|7.0   0 171|   0     0 |   0     0 | 18  253    3   50    0
Jul 08 16:19:39 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:39| 80  14   7   0   0|4315M  152M  168M 3144M|4480B 1521B|1236k  946k|24.1  62.4 |2478  3696 |2.36 1.64 0.89|3.0   0  50|   0     0 |   0     0 | 18  253    3   53    0
Jul 08 16:19:40 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:40| 44  12  42   0   0|4336M  129M  168M 3145M|5309B 2769B| 883k 1175k|15.0  72.9 |4374  8231 |2.36 1.64 0.89|4.0   0 223|   0     0 |   0     0 | 18  255    3   54    0
Jul 08 16:19:41 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:41| 20   7  73   1   0|4330M  136M  168M 3145M|  13k 3487B| 769k 8945k|6.01   783 |1957  2567 |2.36 1.64 0.89|1.0   0 9.0|   0     0 |   0     0 | 18  256    3   54    0
Jul 08 16:19:42 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:42| 20   7  71   0   0|4329M  146M  168M 3136M|  15k 3865B| 829k  582k|14.9  44.8 |2380  3705 |2.33 1.65 0.89|2.0   0  10|   0     0 |   0     0 | 18  260    3   51    0
Jul 08 16:19:43 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:43| 20   7  72   0   0|4354M  121M  168M 3137M| 517k   10k| 770k  365k|6.02  22.1 |2596  3598 |2.33 1.65 0.89|1.0   0  11|   0     0 |   0     0 | 18  262    3   51    0
Jul 08 16:19:44 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:44| 21   6  73   0   0|4356M  118M  168M 3137M| 355k   12k| 513k  332k|4.00  23.0 |2037  2692 |2.33 1.65 0.89|2.0   0  11|   0     0 |   0     0 | 18  264    3   43    0
Jul 08 16:19:45 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:45|  6   2  90   0   0|4341M  133M  168M 3137M| 516k   16k| 255k  578k|1.99  55.8 |2159  3360 |2.33 1.65 0.89|2.0   0 3.0|   0     0 |   0     0 | 18  270    3   43    0
Jul 08 16:19:46 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:46|  2   1  95   0   0|4341M  132M  168M 3138M| 333k 9447B|  32k  568k|2.00  41.0 |1583  2529 |2.33 1.65 0.89|1.0   0   0|   0     0 |   0     0 | 18  270    3   42    0
Jul 08 16:19:47 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:47|  3   1  95   0   0|4341M  132M  168M 3138M| 376k   10k|   0   284k|   0  18.0 |1520  2315 |2.14 1.62 0.89|1.0   0   0|   0     0 |   0     0 | 18  270    3   42    0
Jul 08 16:19:48 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:48|  2   1  95   1   0|4341M  131M  168M 3138M| 434k   12k|   0  2236k|   0   133 |1650  2663 |2.14 1.62 0.89|1.0   0   0|   0     0 |   0     0 | 18  270    3   42    0
Jul 08 16:19:49 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:49|  3   1  94   0   0|4341M  131M  168M 3139M| 465k   12k|   0   738k|   0  45.9 |1841  2649 |2.14 1.62 0.89|3.0   0   0|   0     0 |   0     0 | 18  270    3   42    0
Jul 08 16:19:50 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:50|  3   1  94   0   0|4341M  130M  168M 3139M| 607k   15k|   0   144k|   0  16.0 |1868  2470 |2.14 1.62 0.89|1.0   0 2.0|   0     0 |   0     0 | 18  274    3   41    0
Jul 08 16:19:51 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:51|  3   1  95   0   0|4341M  130M  168M 3140M| 346k   10k|   0     0 |   0     0 |1578  2211 |2.14 1.62 0.89|1.0   0   0|   0     0 |   0     0 | 18  274    3   41    0
Jul 08 16:19:52 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:52|  3   2  95   0   0|4342M  129M  168M 3140M| 363k   11k|   0    56k|   0  6.00 |1591  2212 |1.97 1.59 0.88|2.0   0   0|   0     0 |   0     0 | 18  274    3   39    0
Jul 08 16:19:53 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:53|  3   1  94   0   0|4342M  129M  168M 3140M| 385k   10k|   0    72k|   0  10.0 |1615  2217 |1.97 1.59 0.88|1.0   0 3.0|   0     0 |   0     0 | 18  276    3   39    0
Jul 08 16:19:54 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:54|  3   1  95   0   0|4342M  128M  168M 3141M| 530k   14k|   0     0 |   0     0 |1742  2240 |1.97 1.59 0.88|2.0   0   0|   0     0 |   0     0 | 18  276    3   37    0
Jul 08 16:19:55 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:55|  5   1  93   0   0|4342M  128M  168M 3142M| 547k   14k|   0   204k|   0  24.0 |2021  2740 |1.97 1.59 0.88|1.0   0 1.0|   0     0 |   0     0 | 18  278    3   37    0
Jul 08 16:19:56 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:56|  3   1  95   0   0|4342M  127M  168M 3142M| 426k   11k|  16k  396k|1.00  31.0 |1752  2519 |1.97 1.59 0.88|2.0   0   0|   0     0 |   0     0 | 18  278    3   36    0
Jul 08 16:19:57 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:57|  4   2  94   0   0|4342M  126M  168M 3142M| 410k   11k|   0   192k|   0  11.0 |1692  2350 |1.81 1.57 0.88|1.0   0   0|   0     0 |   0     0 | 18  278    3   36    0
Jul 08 16:19:58 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:58|  2   1  95   0   0|4342M  126M  168M 3143M| 364k   10k|   0     0 |   0     0 |1447  2035 |1.81 1.57 0.88|1.0   0   0|   0     0 |   0     0 | 18  278    3   34    0
Jul 08 16:19:59 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:19:59|  2   1  94   0   0|4342M  125M  168M 3143M| 617k   15k|   0   256k|   0  20.0 |1754  2265 |1.81 1.57 0.88|2.0   0   0|   0     0 |   0     0 | 18  278    3   34    0
Jul 08 16:20:00 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:00|  3   1  96   0   0|4342M  125M  168M 3144M| 286k 8551B|   0     0 |   0     0 |1361  1917 |1.81 1.57 0.88|1.0   0   0|   0     0 |   0     0 | 18  278    3   33    0
Jul 08 16:20:01 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:01|  2   1  95   0   0|4342M  125M  168M 3144M| 421k   11k|   0     0 |   0     0 |1567  2148 |1.81 1.57 0.88|1.0   0   0|   0     0 |   0     0 | 18  278    3   33    0
Jul 08 16:20:02 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:02|  3   1  96   0   0|4342M  124M  168M 3144M| 413k   11k|   0  4099B|   0  1.00 |1582  2077 |1.67 1.54 0.87|1.0   0   0|   0     0 |   0     0 | 18  278    3   32    0
Jul 08 16:20:03 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:03|  2   1  94   0   0|4343M  123M  168M 3145M| 547k   13k|   0  4094B|   0  1.00 |1797  2297 |1.67 1.54 0.87|1.0   0 2.0|   0     0 |   0     0 | 18  278    3   32    0
Jul 08 16:20:04 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:04|  3   1  95   0   0|4343M  122M  168M 3145M| 568k   14k|   0    28k|   0  2.00 |1831  2421 |1.67 1.54 0.87|1.0   0   0|   0     0 |   0     0 | 18  278    3   31    0
Jul 08 16:20:05 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:05|  5   1  93   0   0|4344M  121M  168M 3146M| 349k   10k|4095B  496k|1.00  43.0 |1859  2740 |1.67 1.54 0.87|1.0   0 2.0|   0     0 |   0     0 | 18  282    4   31    0
Jul 08 16:20:06 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:06|  3   1  95   0   0|4344M  121M  168M 3146M| 206k 7068B|  80k  300k|4.99  25.0 |1670  2603 |1.67 1.54 0.87|1.0   0   0|   0     0 |   0     0 | 18  282    4   30    0
Jul 08 16:20:07 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:07|  3   1  95   0   0|4345M  120M  168M 3146M| 252k 8073B|   0   140k|   0  10.0 |1471  2135 |1.53 1.52 0.87|1.0   0   0|   0     0 |   0     0 | 18  282    4   30    0
Jul 08 16:20:08 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:08|  2   2  95   0   0|4338M  133M  168M 3139M| 510k   13k|   0   140k|   0  10.0 |1684  2148 |1.53 1.52 0.87|1.0   0   0|   0     0 |   0     0 | 18  282    4   29    0
Jul 08 16:20:09 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:09|  3   2  95   0   0|4339M  132M  168M 3140M| 527k   13k|  12k  124k|2.00  11.0 |1757  2312 |1.53 1.52 0.87|1.0   0   0|   0     0 |   0     0 | 18  282    4   29    0
Jul 08 16:20:10 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:10|  3   1  95   0   0|4339M  132M  168M 3140M| 395k   11k|   0     0 |   0     0 |1518  2069 |1.53 1.52 0.87|1.0   0   0|   0     0 |   0     0 | 18  282    4   28    0
Jul 08 16:20:11 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:11|  3   1  95   0   0|4340M  131M  168M 3141M| 394k   10k|   0    40k|   0  4.00 |1542  2105 |1.53 1.52 0.87|1.0   0   0|   0     0 |   0     0 | 18  282    4   28    0
Jul 08 16:20:12 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:12|  3   1  94   0   0|4340M  129M  168M 3141M| 485k   13k|   0  1591k|   0   273 |2046  2823 |1.41 1.49 0.86|1.0   0   0|   0     0 |   0     0 | 18  282    4   28    0
Jul 08 16:20:13 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:13|  3   1  95   0   0|4341M  128M  168M 3141M| 320k   10k|   0   212k|   0  15.0 |1480  2241 |1.41 1.49 0.86|1.0   0 2.0|   0     0 |   0     0 | 18  282    4   28    0
Jul 08 16:20:14 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:14|  8   4  88   0   0|4340M  159M  168M 3112M| 429k   12k| 249k    0 |27.1     0 |2261  5358 |1.41 1.49 0.86|1.0   0  34|   0     0 |   0     0 | 18  282    4   29    0
Jul 08 16:20:15 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:15|  4   1  94   0   0|4340M  159M  168M 3113M| 689k   17k|   0   120k|   0  18.0 |1816  2748 |1.41 1.49 0.86|1.0   0   0|   0     0 |   0     0 | 18  282    4   28    0
Jul 08 16:20:16 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:16|  2   1  95   0   0|4340M  158M  168M 3113M| 503k   13k|   0   404k|   0  37.0 |1716  2539 |1.41 1.49 0.86|1.0   0   0|   0     0 |   0     0 | 18  282    4   28    0
Jul 08 16:20:17 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:17|  2   1  95   0   0|4340M  158M  168M 3113M| 415k   11k|   0    14M|   0  51.9 |1686  2320 |1.30 1.47 0.86|1.0   0   0|   0     0 |   0     0 | 18  282    4   28    0
Jul 08 16:20:18 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:18|  3   1  96   0   0|4340M  157M  168M 3114M| 520k   14k|   0   152k|   0  9.00 |1532  2168 |1.30 1.47 0.86|2.0   0   0|   0     0 |   0     0 | 18  282    4   28    0
Jul 08 16:20:19 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:19|  2   1  94   0   0|4340M  157M  168M 3115M| 706k   18k|   0   104k|   0  10.0 |1988  2509 |1.30 1.47 0.86|1.0   0   0|   0     0 |   0     0 | 18  282    3   28    0
Jul 08 16:20:20 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:20|  6   9  83   0   0|4343M  152M  168M 3117M| 214k 6800B|2156k   12k|29.0  2.00 |2334  3588 |1.30 1.47 0.86|3.0   0 172|   0     0 |   0     0 | 18  281    3   28    0
Jul 08 16:20:21 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:20:21| 21   6  72   0   0|4383M  129M  168M 3099M|9222B 1530B| 739k    0 |46.0     0 |1780  2853 |1.30 1.47 0.86|3.0   0  85|   0     0 |   0     0 | 18  281    3   27    0
