Jun 04 12:44:02 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 04 12:44:03 ubuntu dstat.sh[65062]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 04 12:44:03 ubuntu dstat.sh[65062]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 04 12:48:13 ubuntu dstat.sh[65062]: 04-06 12:48:13| 12  16  71   0   0|1648M  390M  177M 5510M|4818B 1458B|   0  5904k|   0   353 |5214  4118 |2.02 1.72 0.97|2.0   0 312|   0     0 |           | 14   66    0   15    0
Jun 04 12:48:14 ubuntu dstat.sh[65062]: 04-06 12:48:14|  9  20  69   0   0|1619M  419M  177M 5510M|6037B 1639B|   0    36k|   0  9.01 |5792  4248 |2.02 1.72 0.97|1.0   0 358|   0     0 |           | 14   66    0   15    0
Jun 04 12:48:15 ubuntu dstat.sh[65062]: 04-06 12:48:15| 18  16  65   0   0|1636M  401M  177M 5510M|5339B 1570B|   0    12k|   0  3.01 |6446  8795 |2.02 1.72 0.97|2.0   0 214|   0     0 |           | 14   66    0   15    0
Jun 04 12:48:16 ubuntu dstat.sh[65062]: 04-06 12:48:16| 28  26  45   0   0|1702M  335M  177M 5510M|4817B 1458B|   0   412k|   0  10.0 |6711  5471 |2.02 1.72 0.97|3.0   0 585|   0     0 |           | 14   66    0   15    0
Jun 04 12:48:17 ubuntu dstat.sh[65062]: 04-06 12:48:17| 28  25  45   0   0|1768M  269M  177M 5511M|4893B 1457B|   0   304k|   0  5.00 |6143  4545 |2.02 1.72 0.98|2.0   0 456|   0     0 |           | 14   66    0   15    0
Jun 04 12:48:18 ubuntu dstat.sh[65062]: 04-06 12:48:18| 30  27  43   0   0|1847M  189M  177M 5512M|3631B  810B|   0    68k|   0  14.0 |6461  7200 |2.02 1.72 0.98|3.0   0 401|   0     0 |           | 14   70    0   17    0
Jun 04 12:48:19 ubuntu dstat.sh[65062]: 04-06 12:48:19| 39  20  40   0   0|1857M  179M  177M 5512M|3739B  897B|   0  8167B|   0  1.99 |5378  7617 |2.02 1.72 0.98|4.0   0 203|   0     0 |           | 14   70    0   16    0
Jun 04 12:48:20 ubuntu dstat.sh[65062]: 04-06 12:48:20| 62  29  10   0   0|1987M  186M  168M 5389M|4602B 1463B|   0    28k|   0  7.02 |5769  5231 |2.02 1.72 0.98|3.0   0 559|   0     0 |           | 14   70    0   16    0
Jun 04 12:48:21 ubuntu dstat.sh[65062]: 04-06 12:48:21| 64  20  15   0   0|2077M  148M  163M 5342M|4383B 1453B| 343k  781k|16.9  5.98 |6298  7365 |2.02 1.72 0.98|5.0   0 241|   0     0 |           | 14   70    0   16    0
Jun 04 12:48:22 ubuntu dstat.sh[65062]: 04-06 12:48:22| 70  28   2   1   0|2194M  208M  163M 5169M|4395B 1619B| 864k 2907k|87.0   113 |5883  5707 |2.26 1.78 1.00|6.0   0 487|   0     0 |           | 14   70    0   16    0
Jun 04 12:48:23 ubuntu dstat.sh[65062]: 04-06 12:48:23| 73  23   3   1   0|2356M  123M  163M 5093M|5241B 1626B| 257k   11M|14.1   637 |8688    11k|2.26 1.78 1.00|6.0   0 227|   0     0 |           | 14   74    0   15    0
Jun 04 12:48:24 ubuntu dstat.sh[65062]: 04-06 12:48:24| 64  26   6   3   0|2459M  130M  163M 4986M|4609B 1616B| 515k   30M|12.0  2168 |  15k   25k|2.26 1.78 1.00| 11   0 388|   0     0 |           | 14   76    0   15    0
Jun 04 12:48:25 ubuntu dstat.sh[65062]: 04-06 12:48:25| 68  21   9   1   0|2532M  201M  163M 4845M|5030B 1617B| 415k 9353k|23.0   794 |  10k   18k|2.26 1.78 1.00|6.0   0 246|   0     0 |           | 14   80    0   18    0
Jun 04 12:48:26 ubuntu dstat.sh[65062]: 04-06 12:48:26| 75  22   2   0   0|2647M  155M  163M 4777M|4644B 1721B| 446k 1623k|9.04  75.3 |9095    13k|2.26 1.78 1.00|5.0   0 352|   0     0 |           | 14   92    0   24    0
Jun 04 12:48:27 ubuntu dstat.sh[65062]: 04-06 12:48:27| 40  26  32   0   0|2729M  140M  163M 4713M|4787B 1512B|  12k 1164k|3.00  62.0 |7603    11k|2.48 1.83 1.02|2.0   0 454|   0     0 |           | 14   91    0   22    0
Jun 04 12:48:28 ubuntu dstat.sh[65062]: 04-06 12:48:28| 38  20  40   0   0|2770M  167M  163M 4646M|4310B 1564B|   0  1055k|   0  55.9 |7156  7928 |2.48 1.83 1.02|3.0   0 292|   0     0 |           | 14   93    0   22    0
Jun 04 12:48:29 ubuntu dstat.sh[65062]: 04-06 12:48:29| 51  15  34   0   0|2878M  122M  163M 4584M|4313B 1617B|3195k   10M|38.9   595 |6813  6371 |2.48 1.83 1.02|2.0   0 136|   0     0 |           | 14   96    0   25    0
Jun 04 12:48:30 ubuntu dstat.sh[65062]: 04-06 12:48:30| 35  10  52   1   0|2947M  120M  163M 4519M|4444B 1712B|8199B 5157k|2.00   278 |4708  4680 |2.48 1.83 1.02|2.0   0  81|   0     0 |           | 14   99    0   25    0
Jun 04 12:48:31 ubuntu dstat.sh[65062]: 04-06 12:48:31|  8  20  70   0   0|2950M  183M  163M 4454M|5891B 1623B|   0  4104B|   0  1.00 |4977  3354 |2.48 1.83 1.02|3.0   0 257|   0     0 |           | 14   99    0   24    0
Jun 04 12:48:32 ubuntu dstat.sh[65062]: 04-06 12:48:32|  7  20  70   0   0|2951M  183M  163M 4454M|3645B  593B|8178B 2592k|2.00  17.0 |5050  3536 |2.44 1.84 1.03|2.0   0 254|   0     0 |           | 14   99    0   24    0
Jun 04 12:48:33 ubuntu dstat.sh[65062]: 04-06 12:48:33|  8  20  71   0   0|2960M  173M  163M 4454M|5813B 1351B|   0    68k|   0  5.00 |5016  3456 |2.44 1.84 1.03|2.0   0 269|   0     0 |           | 14   99    0   24    0
Jun 04 12:48:34 ubuntu dstat.sh[65062]: 04-06 12:48:34| 15  12  71   0   0|3005M  129M  163M 4454M|4476B 1507B|   0   422k|   0  1.99 |3465  2347 |2.44 1.84 1.03|1.0   0 131|   0     0 |           | 14   99    0   24    0
Jun 04 12:48:35 ubuntu dstat.sh[65062]: 04-06 12:48:35| 18   4  77   0   0|3032M  166M  163M 4390M|  10k 7255B|  60k 4106B|5.01  1.00 |2019  1667 |2.44 1.84 1.03|2.0   0   0|   0     0 |           | 14  100    0   17    0
Jun 04 12:48:36 ubuntu dstat.sh[65062]: 04-06 12:48:36| 26   3  70   1   0|3038M  160M  163M 4390M|  22k   19k|  12k  432k|3.00  39.0 |2795  2504 |2.44 1.84 1.03|2.0   0 2.0|   0     0 |           | 14  107    0   18    0
Jun 04 12:48:37 ubuntu dstat.sh[65062]: 04-06 12:48:37| 21   8  71   0   0|3039M  159M  163M 4390M|4866B 1567B|4098B   68k|1.00  6.00 |2551  1885 |2.32 1.82 1.03|1.0   0  65|   0     0 |           | 14  109    0   18    0
Jun 04 12:48:38 ubuntu dstat.sh[65062]: 04-06 12:48:38| 18   3  78   0   0|3061M  138M  163M 4390M|  11k 8054B|4097B  460k|1.00  43.0 |2366  2449 |2.32 1.82 1.03|2.0   0 1.0|   0     0 |           | 14  115    0   18    0
Jun 04 12:48:39 ubuntu dstat.sh[65062]: 04-06 12:48:39| 32   8  57   1   0|3129M  135M  163M 4327M|4798B 1568B| 316k 1738k|19.0   200 |5122  6646 |2.32 1.82 1.03|3.0   0 6.0|   0     0 |           | 14  119    0   19    0
Jun 04 12:48:40 ubuntu dstat.sh[65062]: 04-06 12:48:40| 37   5  56   1   0|3058M  206M  163M 4327M|5662B 2793B|  36k 2059k|3.97   194 |5516  6495 |2.32 1.82 1.03|2.0   0 9.9|   0     0 |           | 14  126    0   21    0
Jun 04 12:48:41 ubuntu dstat.sh[65062]: 04-06 12:48:41| 17  11  70   0   0|3107M  157M  163M 4327M|4383B 1572B|   0  3039k|   0   342 |3629  2711 |2.32 1.82 1.03|2.0   0 108|   0     0 |           | 14  126    0   21    0
Jun 04 12:48:42 ubuntu dstat.sh[65062]: 04-06 12:48:42| 18   3  77   0   0|3137M  127M  163M 4327M|  10k 7288B|  64k  504k|4.00  31.0 |2029  1805 |2.22 1.81 1.03|2.0   0   0|   0     0 |           | 14  127    0   21    0
Jun 04 12:48:43 ubuntu dstat.sh[65062]: 04-06 12:48:43| 19   4  75   1   0|3143M  120M  163M 4327M|7840B 4360B|  16k  877k|1.00  81.1 |3116  3687 |2.22 1.81 1.03|3.0   0   0|   0     0 |           | 14  127    0   21    0
Jun 04 12:48:44 ubuntu dstat.sh[65062]: 04-06 12:48:44| 33  10  55   0   0|3171M  158M  163M 4264M|5954B 2878B|8187B 4401k|2.00   403 |5305  5345 |2.22 1.81 1.03|3.0   0  94|   0     0 |           | 14  126    0   22    0
Jun 04 12:48:45 ubuntu dstat.sh[65062]: 04-06 12:48:45| 43   9  47   1   0|3272M  183M  163M 4140M|5039B 2235B|   0   400k|   0  22.0 |3013  1573 |2.22 1.81 1.03|2.0   0 5.0|   0     0 |           | 14  127    0   22    0
Jun 04 12:48:46 ubuntu dstat.sh[65062]: 04-06 12:48:46| 24   6  69   0   0|3259M  196M  163M 4140M|  27k   24k|   0  3758k|   0   111 |2827  2231 |2.22 1.81 1.03|4.0   0  42|   0     0 |           | 14  126    0   23    0
Jun 04 12:48:47 ubuntu dstat.sh[65062]: 04-06 12:48:47| 21   5  73   0   0|3325M  130M  163M 4140M|4994B 1619B|8187B  116k|2.00  13.0 |2153  1650 |2.12 1.79 1.03|2.0   0  13|   0     0 |           | 14  126    0   23    0
Jun 04 12:48:48 ubuntu dstat.sh[65062]: 04-06 12:48:48| 18   3  78   0   0|3283M  226M  163M 4088M|  27k   24k|   0     0 |   0     0 |2000  1526 |2.12 1.79 1.03|2.0   0 5.0|   0     0 |           | 14  126    0   24    0
Jun 04 12:48:49 ubuntu dstat.sh[65062]: 04-06 12:48:49| 29   8  62   0   0|3283M  225M  163M 4088M|4184B 1614B|  40k  331k|3.99  24.9 |3939  4126 |2.12 1.79 1.03|2.0   0  53|   0     0 |           | 14  128    0   24    0
Jun 04 12:48:50 ubuntu dstat.sh[65062]: 04-06 12:48:50| 17   3  79   1   0|3300M  209M  163M 4088M|  10k 7990B|   0   504k|   0  58.0 |2441  2619 |2.12 1.79 1.03|2.0   0 1.0|   0     0 |           | 14  129    0   24    0
Jun 04 12:48:51 ubuntu dstat.sh[65062]: 04-06 12:48:51| 19   9  70   0   0|3278M  230M  163M 4088M|5378B 2771B|   0   669k|   0  70.1 |3606  3542 |2.12 1.79 1.03|3.0   0  82|   0     0 |           | 14  128    0   25    0
Jun 04 12:48:52 ubuntu dstat.sh[65062]: 04-06 12:48:52| 19   3  77   0   0|3302M  206M  163M 4088M|6675B 3950B|4095B  332k|1.00  23.0 |1835  1474 |2.03 1.78 1.02|2.0   0   0|   0     0 |           | 14  129    0   25    0
Jun 04 12:48:53 ubuntu dstat.sh[65062]: 04-06 12:48:53| 19   6  74   0   0|3268M  239M  163M 4088M|  25k   22k|   0   947k|   0  51.9 |2786  2040 |2.03 1.78 1.02|4.0   0  55|   0     0 |           | 14  128    0   26    0
Jun 04 12:48:54 ubuntu dstat.sh[65062]: 04-06 12:48:54| 22   4  73   0   0|3290M  217M  163M 4088M|4494B 2185B|   0   136k|   0  19.1 |1823  1285 |2.03 1.78 1.02|1.0   0   0|   0     0 |           | 14  129    0   26    0
Jun 04 12:48:55 ubuntu dstat.sh[65062]: 04-06 12:48:55| 18   3  76   1   0|3290M  218M  163M 4088M|  11k 7612B|  16k 6236k|1.00   445 |4485  6745 |2.03 1.78 1.02|3.0   0 1.0|   0     0 |           | 14  130    0   26    0
Jun 04 12:48:56 ubuntu dstat.sh[65062]: 04-06 12:48:56| 28   3  65   1   0|3290M  217M  163M 4089M|5983B 2848B|  64k 3503k|4.00   294 |6013  9014 |2.03 1.78 1.02|3.0   0   0|   0     0 |           | 14  129    0   28    0
Jun 04 12:48:57 ubuntu dstat.sh[65062]: 04-06 12:48:57| 18   8  72   0   0|3272M  236M  163M 4089M|4894B 1556B|   0   319k|   0  19.0 |2499  1845 |1.95 1.77 1.02|2.0   0  53|   0     0 |           | 14  129    0   28    0
Jun 04 12:48:58 ubuntu dstat.sh[65062]: 04-06 12:48:58| 18   3  78   0   0|3291M  216M  163M 4089M|  13k 9714B|  16k  934k|1.00  51.1 |2119  1752 |1.95 1.77 1.02|3.0   0   0|   0     0 |           | 14  130    0   28    0
Jun 04 12:48:59 ubuntu dstat.sh[65062]: 04-06 12:48:59| 23   4  71   1   0|3291M  216M  163M 4089M|6526B 3444B|  16k  885k|1.00   101 |4719  6728 |1.95 1.77 1.02|1.0   0 1.0|   0     0 |           | 14  132    0   28    0
Jun 04 12:49:00 ubuntu dstat.sh[65062]: 04-06 12:49:00| 35   8  54   1   0|3219M  288M  163M 4089M|5233B 2326B|  32k 1265k|2.00   166 |8925    13k|1.95 1.77 1.02|1.0   0  47|   0     0 |           | 14  133    0   29    0
Jun 04 12:49:01 ubuntu dstat.sh[65062]: 04-06 12:49:01| 22   6  71   0   0|3290M  218M  163M 4089M|4658B 1613B|   0   458k|   0  24.9 |2333  1783 |1.95 1.77 1.02|3.0   0  38|   0     0 |           | 14  133    0   29    0
Jun 04 12:49:02 ubuntu dstat.sh[65062]: 04-06 12:49:02| 22   5  71   1   0|3327M  180M  163M 4089M|  14k   11k|  24k 1054k|2.00   113 |4015    15k|1.87 1.75 1.02|3.0   0  36|   0     0 |           | 14  133    0   31    0
Jun 04 12:49:03 ubuntu dstat.sh[65062]: 04-06 12:49:03| 20   9  71   0   0|3352M  155M  163M 4089M|5116B 1667B|   0   951k|   0  29.1 |3240  2739 |1.87 1.75 1.02|1.0   0 147|   0     0 |           | 14  133    0   31    0
Jun 04 12:49:04 ubuntu dstat.sh[65062]: 04-06 12:49:04| 18   2  78   0   0|3353M  154M  163M 4089M|  11k 8001B|   0   399k|   0  23.0 |1892  1555 |1.87 1.75 1.02|2.0   0   0|   0     0 |           | 14  134    0   29    0
Jun 04 12:49:05 ubuntu dstat.sh[65062]: 04-06 12:49:05| 19   4  74   0   0|3352M  155M  163M 4089M|  10k 6707B|   0   915k|   0  93.9 |5664  8043 |1.87 1.75 1.02|6.0   0   0|   0     0 |           | 14  134    0   29    0
Jun 04 12:49:06 ubuntu dstat.sh[65062]: 04-06 12:49:06| 29   8  61   1   0|3355M  151M  163M 4090M|5224B 1502B| 424k 6627k|70.1   418 |7600    11k|1.87 1.75 1.02|6.0   0 4.0|   0     0 |           | 14  136    0   29    0
Jun 04 12:49:07 ubuntu dstat.sh[65062]: 04-06 12:49:07| 44  14  41   1   0|3295M  212M  163M 4090M|6893B 3455B|   0  1563k|   0   162 |  11k   17k|1.88 1.76 1.03|4.0   0 287|   0     0 |           | 14  135    0   30    0
Jun 04 12:49:08 ubuntu dstat.sh[65062]: 04-06 12:49:08| 29   4  65   0   0|3348M  158M  163M 4090M|6851B 4141B|   0   542k|   0  37.9 |3767  4359 |1.88 1.76 1.03|1.0   0   0|   0     0 |           | 14  136    0   30    0
Jun 04 12:49:09 ubuntu dstat.sh[65062]: 04-06 12:49:09| 17   9  73   0   0|3342M  164M  163M 4090M|  10k 6703B|   0   431k|   0  25.0 |3523  2784 |1.88 1.76 1.03|1.0   0 137|   0     0 |           | 14  135    0   31    0
Jun 04 12:49:10 ubuntu dstat.sh[65062]: 04-06 12:49:10| 11  20  68   0   0|3300M  206M  163M 4090M|4651B 1711B|   0   576k|   0  43.0 |6156  5307 |1.88 1.76 1.03|1.0   0 407|   0     0 |           | 14  135    0   31    0
Jun 04 12:49:11 ubuntu dstat.sh[65062]: 04-06 12:49:11| 19  16  64   0   0|3309M  197M  163M 4090M|4600B 1625B|   0   502k|   0  37.1 |6288  8704 |1.88 1.76 1.03|2.0   0 233|   0     0 |           | 14  135    0   31    0
Jun 04 12:49:12 ubuntu dstat.sh[65062]: 04-06 12:49:12| 30  24  45   0   0|3322M  184M  163M 4090M|4708B 1804B|   0   702k|   0  62.8 |6732  5685 |1.97 1.78 1.04|2.0   0 550|   0     0 |           | 14  135    0   31    0
Jun 04 12:49:13 ubuntu dstat.sh[65062]: 04-06 12:49:13| 37  17  44   0   0|3356M  149M  163M 4091M|5929B 1529B|  80k 1489k|5.00  91.1 |7371  9867 |1.97 1.78 1.04|2.0   0 327|   0     0 |           | 14  141    0   31    0
Jun 04 12:49:14 ubuntu dstat.sh[65062]: 04-06 12:49:14| 47  26  26   0   0|3467M  175M  163M 3957M|5430B 1403B| 108k  184k|8.00  13.0 |7199  9580 |1.97 1.78 1.04| 10   0 503|   0     0 |           | 16  141    0   31    0
Jun 04 12:49:15 ubuntu dstat.sh[65062]: 04-06 12:49:15| 58  27  15   0   0|3600M  131M  163M 3869M|4576B 1232B|  24k 8002k|3.01   666 |7554    11k|1.97 1.78 1.04|5.0   0 399|   0     0 |           | 16  149    0   31    0
Jun 04 12:49:16 ubuntu dstat.sh[65062]: 04-06 12:49:16| 46  20  33   0   0|3655M  173M  163M 3772M|4716B 1563B|  16k  367k|2.99  22.0 |7836    13k|1.97 1.78 1.04|3.0   0 226|   0     0 |           | 16  163    0   31    0
Jun 04 12:49:17 ubuntu dstat.sh[65062]: 04-06 12:49:17| 32  27  40   0   0|3712M  168M  163M 3722M|4871B 1516B|  72k  646k|1.00  10.0 |  12k 4786 |1.97 1.78 1.05|3.0   0 435|   0     0 |           | 16  163    0   31    0
Jun 04 12:49:18 ubuntu dstat.sh[65062]: 04-06 12:49:18| 21  22  55   0   0|3751M  129M  163M 3722M|4909B 1567B|8196B 2161k|2.00  21.0 |5975  4715 |1.97 1.78 1.05|4.0   0 364|   0     0 |           | 17  163    0   31    0
Jun 04 12:49:19 ubuntu dstat.sh[65062]: 04-06 12:49:19| 15  20  62   0   0|3758M  122M  163M 3722M|4789B 1712B|4086B  223k|1.00  15.0 |7068  8700 |1.97 1.78 1.05|3.0   0 266|   0     0 |           | 17  163    0   31    0
Jun 04 12:49:20 ubuntu dstat.sh[65062]: 04-06 12:49:20| 28  21  50   0   0|3804M  130M  163M 3669M|4739B 1570B|4107B  437k|1.00  38.1 |6168  5729 |1.97 1.78 1.05|2.0   0 402|   0     0 |           | 17  165    0   31    0
Jun 04 12:49:21 ubuntu dstat.sh[65062]: 04-06 12:49:21| 36  22  41   0   0|3867M  149M  163M 3589M|4580B 1459B|4098B  168k|1.00  20.0 |7308  9137 |1.97 1.78 1.05|4.0   0 389|   0     0 |           | 17  167    0   29    0
Jun 04 12:49:22 ubuntu dstat.sh[65062]: 04-06 12:49:22| 33  21  45   0   0|3910M  136M  163M 3559M|4760B 1513B|  32k   80k|2.00  4.00 |5735  4520 |1.98 1.79 1.05|2.0   0 324|   0     0 |           | 17  171    0   29    0
Jun 04 12:49:23 ubuntu dstat.sh[65062]: 04-06 12:49:23| 44  28  28   0   0|4017M  132M  163M 3459M|4879B 1528B|  32k  756k|5.00  45.0 |7861    12k|1.98 1.79 1.05|4.0   0 559|   0     0 |           | 17  185    0   30    0
Jun 04 12:49:24 ubuntu dstat.sh[65062]: 04-06 12:49:24| 16  26  54   0   0|4061M  172M  163M 3377M|4213B 1456B|  12k  415k|3.00  32.0 |9226    12k|1.98 1.79 1.05|2.0   0 377|   0     0 |           | 17  189    0   30    0
Jun 04 12:49:25 ubuntu dstat.sh[65062]: 04-06 12:49:25| 10  21  66   0   0|4059M  174M  163M 3377M|4557B 1619B| 124k  736k|8.00  43.0 |5767  4692 |1.98 1.79 1.05|1.0   0 307|   0     0 |           | 17  189    0   30    0
Jun 04 12:49:26 ubuntu dstat.sh[65062]: 04-06 12:49:26| 34  16  48   0   0|4095M  139M  163M 3377M|4794B 1710B|   0   575k|   0  50.9 |6308  7793 |1.98 1.79 1.05|3.0   0 226|   0     0 |           | 17  205    0   30    0
Jun 04 12:49:27 ubuntu dstat.sh[65062]: 04-06 12:49:27| 39  13  46   0   0|4207M  148M  163M 3257M|4697B 1566B| 972k  500k|14.0  15.0 |3543  2099 |1.98 1.79 1.06|3.0   0  62|   0     0 |           | 17  205    0   30    0
Jun 04 12:49:28 ubuntu dstat.sh[65062]: 04-06 12:49:28| 43  10  47   0   0|4308M  144M  163M 3162M|4609B 1621B| 124k  424k|4.00  34.0 |3563  2501 |1.98 1.79 1.06|2.0   0 7.0|   0     0 |           | 17  208    0   30    0
Jun 04 12:49:29 ubuntu dstat.sh[65062]: 04-06 12:49:29| 30   4  63   0   0|4206M  247M  163M 3163M|4499B 1620B|  64k  400k|7.00  27.0 |2915  2329 |1.98 1.79 1.06|1.0   0  18|   0     0 |           | 17  209    0   20    0
Jun 04 12:49:30 ubuntu dstat.sh[65062]: 04-06 12:49:30| 29  27  42   0   0|4283M  168M  163M 3163M|4268B 1623B| 821k  333k|12.0  26.0 |6890  6314 |1.98 1.79 1.06|2.0   0 622|   0     0 |           | 17  213    0   20    0
Jun 04 12:49:31 ubuntu dstat.sh[65062]: 04-06 12:49:31| 37  28  35   0   0|4324M  167M  163M 3124M|  13k 9680B|1009k  356k|22.0  22.0 |7218  8045 |1.98 1.79 1.06|2.0   0 395|   0     0 |           | 17  216    0   20    0
Jun 04 12:49:32 ubuntu dstat.sh[65062]: 04-06 12:49:32| 59  20  20   0   0|4374M  149M  163M 3094M|5717B 2356B|  55k 1087k|6.92  26.7 |5674  7351 |2.38 1.88 1.09|5.0 1.0 233|   0     0 |           | 17  222    0   21    0
Jun 04 12:49:33 ubuntu dstat.sh[65062]: 04-06 12:49:33| 69  16  15   1   0|4500M  151M  163M 2969M|  10k 7296B|1478k  133k|34.3  7.07 |4747  3723 |2.38 1.88 1.09|3.0   0  20|   0     0 |           | 17  227    0   18    0
Jun 04 12:49:34 ubuntu dstat.sh[65062]: 04-06 12:49:34| 64  11  20   4   0|4499M  198M  163M 2925M|  10k 6873B|6510k 2884k| 484   163 |5966  7249 |2.38 1.88 1.09|4.0   0  33|   0     0 |           | 17  234    0   19    0
Jun 04 12:49:35 ubuntu dstat.sh[65062]: 04-06 12:49:35| 43  24  32   0   0|4534M  160M  163M 2928M|4488B 1616B|  92k   23M|4.99   998 |7245  7884 |2.38 1.88 1.09|4.0   0 363|   0     0 |           | 17  229    0   25    0
Jun 04 12:49:36 ubuntu dstat.sh[65062]: 04-06 12:49:36| 29  23  45   0   0|4556M  136M  163M 2930M|  15k   12k| 180k  795k|7.99  62.9 |7473  8777 |2.38 1.88 1.09|5.0   0 331|   0     0 |           | 17  230    0   26    0
Jun 04 12:49:37 ubuntu dstat.sh[65062]: 04-06 12:49:37| 53  27  19   0   0|4565M  140M  163M 2918M|4407B 1217B|4113B  394k|1.00  20.1 |6538  7818 |2.35 1.88 1.09|5.0   0 408|   0     0 |           | 17  229    0   26    0
Jun 04 12:49:38 ubuntu dstat.sh[65062]: 04-06 12:49:38| 53  28  18   0   0|4656M  221M  163M 2750M|9870B 7065B| 156k  523k|8.98  36.9 |6281  7763 |2.35 1.88 1.09|5.0   0 416|   0     0 |           | 17  234    0   26    0
Jun 04 12:49:39 ubuntu dstat.sh[65062]: 04-06 12:49:39| 56  23  20   1   0|4663M  211M  163M 2753M|9598B 6298B|1169k 6027k|52.1   227 |9017    14k|2.35 1.88 1.09|3.0   0 260|   0     0 |           | 17  237    0   29    0
Jun 04 12:49:40 ubuntu dstat.sh[65062]: 04-06 12:49:40| 54  28  17   0   0|4737M  173M  163M 2717M|7058B 4012B|  20k  674k|2.00  38.9 |6218  6350 |2.35 1.88 1.09|5.0   0 431|   0     0 |           | 17  240    0   29    0
Jun 04 12:49:41 ubuntu dstat.sh[65062]: 04-06 12:49:41| 51  22  26   0   0|4738M  207M  163M 2683M|  13k   10k| 621k 1230k|33.1  81.1 |9771    17k|2.35 1.88 1.09|2.0   0 229|   0     0 |           | 17  247    0   28    0
Jun 04 12:49:42 ubuntu dstat.sh[65062]: 04-06 12:49:42| 60  20  19   0   0|4851M  120M  163M 2658M|4323B 1566B| 704k  392k|13.0  17.0 |7690    13k|2.64 1.95 1.12|3.0   0 171|   0     0 |           | 17  247    0   28    0
Jun 04 12:49:43 ubuntu dstat.sh[65062]: 04-06 12:49:43| 54   8  37   0   0|4937M  115M  163M 2578M|  21k   17k| 347k 2234k|4.99   227 |4386  3234 |2.64 1.95 1.12|5.0   0 3.0|   0     0 |           | 17  249    0   29    0
Jun 04 12:49:44 ubuntu dstat.sh[65062]: 04-06 12:49:44| 59  12  28   1   0|4950M  164M  163M 2519M|7248B 4138B|1811k  829k|97.2  82.1 |6057  7363 |2.64 1.95 1.12|3.0   0  23|   0     0 |           | 17  254    0   33    0
Jun 04 12:49:45 ubuntu dstat.sh[65062]: 04-06 12:49:45| 56  17  27   0   0|4951M  192M  163M 2491M|  13k   10k| 984k  877k|15.0  40.0 |6268  5925 |2.64 1.95 1.12|7.0   0 235|   0     0 |           | 17  258    0   33    0
Jun 04 12:49:46 ubuntu dstat.sh[65062]: 04-06 12:49:46| 47  31  21   1   0|4946M  193M  164M 2494M|7643B 4504B|4180k   12M|58.1  1064 |7531  7440 |2.64 1.95 1.12|7.0   0 513|   0     0 |           | 17  257    0   34    0
Jun 04 12:49:47 ubuntu dstat.sh[65062]: 04-06 12:49:47| 53  20  25   0   0|4993M  146M  164M 2495M|  12k 9262B| 772k  748k|7.96  20.9 |6705  7924 |2.75 1.98 1.14| 10   0 231|   0     0 |           | 18  259    0   34    0
Jun 04 12:49:48 ubuntu dstat.sh[65062]: 04-06 12:49:48| 79  20   1   0   0|5049M  145M  164M 2442M|8913B 4678B|1073k 1583k|39.9   110 |6658  6948 |2.75 1.98 1.14|6.0 1.0 162|   0     0 |           | 18  265    0   36    0
Jun 04 12:49:49 ubuntu dstat.sh[65062]: 04-06 12:49:49| 80  14   5   1   0|5175M  118M  164M 2347M|  10k 7342B|3236k 2094k| 154   245 |7094  7854 |2.75 1.98 1.14|5.0   0  17|   0     0 |           | 18  269    0   34    0
Jun 04 12:49:50 ubuntu dstat.sh[65062]: 04-06 12:49:50| 62  18  19   1   0|5114M  227M  164M 2300M|9900B 7275B| 969k 1177k|23.0  89.1 |7357  9159 |2.75 1.98 1.14|2.0   0 227|   0     0 |           | 18  270    0   36    0
Jun 04 12:49:51 ubuntu dstat.sh[65062]: 04-06 12:49:51| 41  10  47   0   0|5208M  144M  164M 2290M|8904B 3407B| 561k 9131k|7.95  56.6 |3761  2584 |2.75 1.98 1.14|3.0   0 9.9|   0     0 |           | 18  275    0   36    0
Jun 04 12:49:52 ubuntu dstat.sh[65062]: 04-06 12:49:52| 32   9  59   0   0|5224M  131M  164M 2287M|2461k   36k| 561k  630k|7.02  53.1 |4941  4427 |2.69 1.98 1.14|5.0   0 6.0|   0     0 |           | 18  277    0   37    0
Jun 04 12:49:53 ubuntu dstat.sh[65062]: 04-06 12:49:53| 53  19  26   0   0|5224M  133M  164M 2286M|  13M   95k|3058k  352k|33.0  20.0 |9612  5031 |2.69 1.98 1.14|3.0   0 271|   0     0 |           | 18  276    0   35    0
Jun 04 12:49:54 ubuntu dstat.sh[65062]: 04-06 12:49:54| 44   7  48   0   0|5280M  112M  164M 2252M|  19k   15k| 257k 3313k|2.01  62.2 |4003  3294 |2.69 1.98 1.14|3.0   0 4.0|   0     0 |           | 18  282    0   35    0
Jun 04 12:49:55 ubuntu dstat.sh[65062]: 04-06 12:49:55| 36   6  56   1   0|5242M  150M  164M 2253M|  29k  787k| 478k 1024k|26.9   109 |5583  7097 |2.69 1.98 1.14|4.0   0 6.0|   0     0 |           | 18  284    0   38    0
