Apr 27 05:36:30 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 27 05:36:31 ubuntu dstat.sh[66884]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 27 05:36:31 ubuntu dstat.sh[66884]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 27 05:40:14 ubuntu dstat.sh[66884]: 27-04 05:40:14| 43   8  48   0   0|1496M  554M  179M 5498M|2035B    0 |   0  8172B|   0  1.00 |2769  1443 |2.12 1.65 0.91|2.0   0  12|   0     0 |           | 11   33    0   23    0
Apr 27 05:40:15 ubuntu dstat.sh[66884]: 27-04 05:40:15| 46   5  48   0   0|1570M  480M  179M 5498M|2521B    0 |   0   448k|   0  25.0 |3441  2730 |2.12 1.65 0.91|2.0   0  17|   0     0 |           | 11   49    0   23    0
Apr 27 05:40:16 ubuntu dstat.sh[66884]: 27-04 05:40:16| 46  12  42   0   0|1625M  421M  179M 5502M|2821B    0 |   0  1777k|   0   162 |5403    20k|2.12 1.65 0.91|1.0   0  70|   0     0 |           | 11   48    0   25    0
Apr 27 05:40:17 ubuntu dstat.sh[66884]: 27-04 05:40:17|  9  21  68   0   0|1624M  421M  179M 5502M|2845B    0 |   0  4517k|   0   340 |6577  6044 |2.12 1.65 0.91|1.0   0 347|   0     0 |           | 11   48    0   25    0
Apr 27 05:40:18 ubuntu dstat.sh[66884]: 27-04 05:40:18| 15  10  74   0   0|1618M  428M  179M 5502M|2751B    0 |   0  8165B|   0  1.99 |3574  4112 |2.12 1.65 0.91|  0   0 113|   0     0 |           | 11   48    0   24    0
Apr 27 05:40:19 ubuntu dstat.sh[66884]: 27-04 05:40:19|  0   1  98   0   0|1618M  428M  179M 5502M|2350B    0 |   0   280k|   0  18.0 | 795  1229 |1.95 1.62 0.91|  0   0 3.0|   0     0 |           | 11   48    0   24    0
Apr 27 05:40:20 ubuntu dstat.sh[66884]: 27-04 05:40:20|  1   1  98   0   0|1618M  428M  179M 5502M|2460B    0 |   0   100k|   0  10.0 | 689  1014 |1.95 1.62 0.91|  0   0 2.0|   0     0 |           | 11   48    0   24    0
Apr 27 05:40:21 ubuntu dstat.sh[66884]: 27-04 05:40:21|  0   0  98   0   0|1617M  429M  179M 5502M|2460B    0 |   0  1236k|   0  79.0 | 731   972 |1.95 1.62 0.91|  0   0 2.0|   0     0 |           | 11   48    0   24    0
Apr 27 05:40:22 ubuntu dstat.sh[66884]: 27-04 05:40:22|  1   2  95   0   0|1584M  462M  179M 5502M|2357B    0 |   0     0 |   0     0 |1229  1404 |1.95 1.62 0.91|  0   0  27|   0     0 |           | 11   48    0   20    0
Apr 27 05:40:23 ubuntu dstat.sh[66884]: 27-04 05:40:23| 17  16  66   0   0|1615M  431M  179M 5502M|2053B    0 |   0     0 |   0     0 |5732  7617 |1.95 1.62 0.91|1.0   0 250|   0     0 |           | 11   48    0   20    0
Apr 27 05:40:24 ubuntu dstat.sh[66884]: 27-04 05:40:24| 11  17  70   0   0|1603M  442M  179M 5502M|2041B    0 |   0  8197B|   0  2.00 |4800  4399 |2.28 1.69 0.94|1.0   0 265|   0     0 |           | 12   48    0   20    0
Apr 27 05:40:25 ubuntu dstat.sh[66884]: 27-04 05:40:25| 15  19  64   0   0|1613M  432M  179M 5503M|2339B  238B|   0   328k|   0  32.0 |6024  6501 |2.28 1.69 0.94|2.0   0 261|   0     0 |           | 12   64    0   20    0
Apr 27 05:40:26 ubuntu dstat.sh[66884]: 27-04 05:40:26| 16  16  66   0   0|1622M  423M  179M 5502M|2216B    0 |   0  2639k|   0  34.9 |5929  6849 |2.28 1.69 0.94|  0   0 248|   0     0 |           | 12   64    0   16    0
Apr 27 05:40:27 ubuntu dstat.sh[66884]: 27-04 05:40:27|  5   9  85   0   0|1612M  433M  179M 5502M|2363B    0 |   0   393k|   0  25.1 |2748  2348 |2.28 1.69 0.94|1.0   0 130|   0     0 |           | 14   64    0   16    0
Apr 27 05:40:28 ubuntu dstat.sh[66884]: 27-04 05:40:28| 19  15  65   0   0|1608M  437M  179M 5502M|2454B    0 |   0    28k|   0  5.99 |5583  7092 |2.28 1.69 0.94|1.0   0 174|   0     0 |           | 14   64    0   16    0
Apr 27 05:40:29 ubuntu dstat.sh[66884]: 27-04 05:40:29|  9  21  69   0   0|1613M  431M  179M 5502M|2645B    0 |   0  4103B|   0  1.00 |5224  3658 |2.17 1.68 0.94|1.0   0 307|   0     0 |           | 14   66    0   16    0
Apr 27 05:40:30 ubuntu dstat.sh[66884]: 27-04 05:40:30|  9  20  69   0   0|1599M  446M  179M 5502M|2457B  126B|   0    36k|   0  8.99 |5153  3583 |2.17 1.68 0.94|3.0   0 288|   0     0 |           | 14   66    0   15    0
Apr 27 05:40:31 ubuntu dstat.sh[66884]: 27-04 05:40:31| 17  18  64   0   0|1615M  430M  179M 5503M|2288B    0 |   0    12k|   0  3.00 |6371  7483 |2.17 1.68 0.94|2.0   0 231|   0     0 |           | 14   66    0   15    0
Apr 27 05:40:32 ubuntu dstat.sh[66884]: 27-04 05:40:32| 26  23  50   0   0|1667M  378M  179M 5503M|2845B    0 |   0   281k|   0  12.0 |5425  4143 |2.17 1.68 0.94|4.0   0 304|   0     0 |           | 14   66    0   15    0
Apr 27 05:40:33 ubuntu dstat.sh[66884]: 27-04 05:40:33| 28  25  45   0   0|1753M  291M  179M 5503M|2512B    0 |   0   299k|   0  3.99 |5834  4204 |2.17 1.68 0.94|4.0   0 364|   0     0 |           | 14   66    0   15    0
Apr 27 05:40:34 ubuntu dstat.sh[66884]: 27-04 05:40:34| 28  26  44   0   0|1819M  224M  179M 5504M|2822B    0 |   0    28k|   0  4.00 |6666  7835 |2.24 1.70 0.95|2.0   0 445|   0     0 |           | 14   70    0   16    0
Apr 27 05:40:35 ubuntu dstat.sh[66884]: 27-04 05:40:35| 30  25  44   0   0|1878M  165M  179M 5504M|2356B   90B|   0    40k|   0  10.0 |6057  4744 |2.24 1.70 0.95|2.0   0 401|   0     0 |           | 14   70    0   16    0
Apr 27 05:40:36 ubuntu dstat.sh[66884]: 27-04 05:40:36| 30  15  54   0   0|1891M  152M  179M 5504M|2688B    0 |   0    12k|   0  2.99 |5627  7724 |2.24 1.70 0.95|1.0   0 182|   0     0 |           | 14   70    0   16    0
Apr 27 05:40:37 ubuntu dstat.sh[66884]: 27-04 05:40:37| 50  28  22   0   0|1974M  236M  172M 5346M|3455B    0 |   0   543k|   0  8.04 |6340  5484 |2.24 1.70 0.95|4.0   0 532|   0     0 |           | 14   70    0   16    0
Apr 27 05:40:38 ubuntu dstat.sh[66884]: 27-04 05:40:38| 61  20  18   0   0|2073M  136M  172M 5347M|3114B    0 | 307k 1010k|30.9  18.0 |5546  8833 |2.24 1.70 0.95|4.0   0 219|   0     0 |           | 14   70    0   16    0
Apr 27 05:40:39 ubuntu dstat.sh[66884]: 27-04 05:40:39| 68  29   3   1   0|2190M  170M  170M 5201M|3187B    0 |3311k 1595k| 197   108 |5885  5762 |2.78 1.83 0.99|5.0   0 496|   0     0 |           | 14   74    0   16    0
Apr 27 05:40:40 ubuntu dstat.sh[66884]: 27-04 05:40:40| 74  21   4   0   0|2329M  130M  169M 5105M|2516B    0 |  52k 4520k|5.99   360 |7337    12k|2.78 1.83 0.99|5.0   0 204|   0     0 |           | 14   74    0   16    0
Apr 27 05:40:41 ubuntu dstat.sh[66884]: 27-04 05:40:41| 62  29   5   2   0|2434M  153M  168M 4981M|2639B    0 | 844k   34M|54.0  2445 |  15k   28k|2.78 1.83 0.99|4.0 1.0 430|   0     0 |           | 14   76    0   16    0
Apr 27 05:40:42 ubuntu dstat.sh[66884]: 27-04 05:40:42| 67  22  10   1   0|2520M  120M  168M 4929M|2907B   94B| 878k 4902k|34.1   347 |8912    16k|2.78 1.83 0.99|4.0   0 284|   0     0 |           | 14   80    0   16    0
Apr 27 05:40:43 ubuntu dstat.sh[66884]: 27-04 05:40:43| 67  26   5   0   0|2612M  173M  168M 4788M|2338B    0 |1211k 9407k|62.9   616 |8178    14k|2.78 1.83 0.99|3.0   0 451|   0     0 |           | 14   93    0   23    0
Apr 27 05:40:44 ubuntu dstat.sh[66884]: 27-04 05:40:44| 47  28  24   0   0|2728M  126M  168M 4721M|2575B    0 |  12k 1238k|2.99  61.9 |7435    12k|2.72 1.83 1.00|3.0   0 479|   0     0 |           | 14   93    0   23    0
Apr 27 05:40:45 ubuntu dstat.sh[66884]: 27-04 05:40:45| 40  18  41   1   0|2803M  178M  168M 4595M|2280B   90B|1976k  992k|20.0  47.0 |6673  7369 |2.72 1.83 1.00|4.0   0 180|   0     0 |           | 14   95    0   23    0
Apr 27 05:40:46 ubuntu dstat.sh[66884]: 27-04 05:40:46| 56  14  29   0   0|2935M  116M  168M 4528M|2406B    0 |1002k 1127k|13.0  49.1 |5179  7661 |2.72 1.83 1.00|2.0   0 128|   0     0 |           | 14   98    0   24    0
Apr 27 05:40:47 ubuntu dstat.sh[66884]: 27-04 05:40:47| 25  14  58   1   0|2980M  135M  168M 4465M|2410B   84B|4085B 7986k|1.00   436 |5149  5289 |2.72 1.83 1.00|1.0   0 136|   0     0 |           | 14  101    0   25    0
Apr 27 05:40:48 ubuntu dstat.sh[66884]: 27-04 05:40:48|  8  20  70   0   0|2989M  126M  168M 4465M|2143B    0 |4101B   10M|1.00   650 |5848  4708 |2.72 1.83 1.00|2.0   0 343|   0     0 |           | 14  101    0   25    0
Apr 27 05:40:49 ubuntu dstat.sh[66884]: 27-04 05:40:49|  8  20  71   0   0|2984M  198M  168M 4400M|2164B    0 |4103B  337k|1.00  11.0 |5569  4196 |2.58 1.81 1.00|1.0   0 347|   0     0 |           | 14  101    0   25    0
Apr 27 05:40:50 ubuntu dstat.sh[66884]: 27-04 05:40:50| 14  12  72   0   0|3029M  153M  168M 4400M|2512B    0 |   0     0 |   0     0 |3551  2620 |2.58 1.81 1.00|1.0   0 165|   0     0 |           | 14  101    0   24    0
Apr 27 05:40:51 ubuntu dstat.sh[66884]: 27-04 05:40:51| 19   3  78   0   0|3061M  121M  168M 4400M|8888B 5780B|8194B   60k|1.00  2.00 |1868  1587 |2.58 1.81 1.00|1.0   0   0|   0     0 |           | 14  102    0   24    0
Apr 27 05:40:52 ubuntu dstat.sh[66884]: 27-04 05:40:52| 20   6  73   0   0|3013M  169M  168M 4400M|  19k   17k|  12k  417k|3.01  28.1 |3133  2955 |2.58 1.81 1.00|3.0   0  64|   0     0 |           | 14  105    0   25    0
Apr 27 05:40:53 ubuntu dstat.sh[66884]: 27-04 05:40:53| 20   2  77   0   0|3060M  122M  168M 4400M|9876B 5701B|   0   231k|   0  29.9 |2217  2080 |2.58 1.81 1.00|2.0   0 1.0|   0     0 |           | 14  108    0   25    0
Apr 27 05:40:54 ubuntu dstat.sh[66884]: 27-04 05:40:54| 22   4  73   1   0|3066M  115M  168M 4401M|5184B  824B| 999k  858k|47.1  99.3 |3373  4246 |2.45 1.80 1.00|2.0   0 4.0|   0     0 |           | 14  116    0   19    0
Apr 27 05:40:55 ubuntu dstat.sh[66884]: 27-04 05:40:55| 26   5  66   0   0|3066M  177M  168M 4340M|5158B    0 | 640k 1547k|19.0   198 |6264  9199 |2.45 1.80 1.00|1.0   0 3.0|   0     0 |           | 14  119    0   20    0
Apr 27 05:40:56 ubuntu dstat.sh[66884]: 27-04 05:40:56| 28  11  59   0   0|3148M  159M  168M 4277M|4165B 1382B|   0  3994k|   0   379 |4596  4103 |2.45 1.80 1.00|3.0   0 115|   0     0 |           | 14  122    0   21    0
Apr 27 05:40:57 ubuntu dstat.sh[66884]: 27-04 05:40:57| 22   3  74   0   0|3183M  124M  168M 4277M|8466B 5760B|  40k  730k|3.99  59.8 |2722  2832 |2.45 1.80 1.00|1.0   0 3.0|   0     0 |           | 14  127    0   21    0
Apr 27 05:40:58 ubuntu dstat.sh[66884]: 27-04 05:40:58| 20   4  75   0   0|3182M  126M  168M 4277M|5330B 2679B|4113B 3157k|1.00   130 |3139  3966 |2.45 1.80 1.00|1.0   0 1.0|   0     0 |           | 14  127    0   21    0
Apr 27 05:40:59 ubuntu dstat.sh[66884]: 27-04 05:40:59| 34   9  55   0   0|3167M  204M  168M 4215M|3497B 1190B|   0  1176k|   0   104 |4856  5556 |2.42 1.80 1.00|2.0   0  95|   0     0 |           | 14  128    0   22    0
Apr 27 05:41:00 ubuntu dstat.sh[66884]: 27-04 05:41:00| 41   7  52   0   0|3294M  139M  168M 4155M|4817B 2455B|   0   449k|   0  27.0 |2768  1726 |2.42 1.80 1.00|2.0   0 5.0|   0     0 |           | 14  129    0   22    0
Apr 27 05:41:01 ubuntu dstat.sh[66884]: 27-04 05:41:01| 24   6  69   0   0|3263M  170M  168M 4155M|  23k   20k|   0   355k|   0  20.0 |2645  2045 |2.42 1.80 1.00|2.0   0  55|   0     0 |           | 14  128    0   23    0
Apr 27 05:41:02 ubuntu dstat.sh[66884]: 27-04 05:41:02| 19   3  78   0   0|3307M  126M  168M 4155M|8437B 5726B|   0   305k|   0  16.0 |1794  1424 |2.42 1.80 1.00|1.0   0   0|   0     0 |           | 14  129    0   23    0
Apr 27 05:41:03 ubuntu dstat.sh[66884]: 27-04 05:41:03| 20   5  74   0   0|3237M  196M  168M 4155M|  19k   16k|   0   256k|   0  12.0 |2391  1892 |2.42 1.80 1.00|2.0   0  51|   0     0 |           | 14  128    0   24    0
Apr 27 05:41:04 ubuntu dstat.sh[66884]: 27-04 05:41:04| 18   2  78   0   0|3275M  159M  168M 4155M|8147B 5644B|   0   268k|   0  14.0 |1786  1424 |2.30 1.79 1.00|1.0   0 1.0|   0     0 |           | 14  129    0   24    0
Apr 27 05:41:05 ubuntu dstat.sh[66884]: 27-04 05:41:05| 17   8  74   1   0|3254M  179M  168M 4155M|4664B 1974B|  12k  838k|3.01   107 |3903  4457 |2.30 1.79 1.00|2.0   0  82|   0     0 |           | 14  128    0   25    0
Apr 27 05:41:06 ubuntu dstat.sh[66884]: 27-04 05:41:06| 27   4  68   0   0|3314M  119M  168M 4155M|4416B 1960B|   0   778k|   0  55.8 |4104  5601 |2.30 1.79 1.00|2.0   0 7.0|   0     0 |           | 14  131    0   25    0
Apr 27 05:41:07 ubuntu dstat.sh[66884]: 27-04 05:41:07| 19   5  74   0   0|3265M  168M  168M 4155M|  23k   20k|   0   316k|   0  20.0 |2707  2159 |2.30 1.79 1.00|2.0   0  55|   0     0 |           | 14  130    0   26    0
Apr 27 05:41:08 ubuntu dstat.sh[66884]: 27-04 05:41:08| 19   2  77   0   0|3312M  122M  168M 4155M|8216B 5776B|   0  3155k|   0   355 |1926  1465 |2.30 1.79 1.00|1.0   0   0|   0     0 |           | 14  131    0   26    0
Apr 27 05:41:09 ubuntu dstat.sh[66884]: 27-04 05:41:09| 21   5  71   1   0|3312M  121M  168M 4155M|3130B  943B|   0  2005k|   0   273 |5559  8657 |2.20 1.78 1.00|1.0   0 2.0|   0     0 |           | 14  134    0   26    0
Apr 27 05:41:10 ubuntu dstat.sh[66884]: 27-04 05:41:10| 22   6  69   1   0|3257M  176M  168M 4155M|3113B 1301B|   0  5767k|   0   365 |4804  6847 |2.20 1.78 1.00|1.0   0  53|   0     0 |           | 14  133    0   28    0
Apr 27 05:41:11 ubuntu dstat.sh[66884]: 27-04 05:41:11| 18   3  78   0   0|3305M  128M  168M 4155M|7932B 5787B|   0   453k|   0  20.0 |1722  1377 |2.20 1.78 1.00|2.0   0   0|   0     0 |           | 14  134    0   28    0
Apr 27 05:41:12 ubuntu dstat.sh[66884]: 27-04 05:41:12| 20   4  75   1   0|3306M  127M  168M 4155M|6785B 4328B|   0  4223k|   0   111 |3897  5050 |2.20 1.78 1.00|2.0   0   0|   0     0 |           | 14  134    0   28    0
Apr 27 05:41:13 ubuntu dstat.sh[66884]: 27-04 05:41:13| 32   4  61   0   0|3312M  121M  168M 4155M|2870B  866B|   0  1624k|   0   150 |6647  9790 |2.20 1.78 1.00|2.0   0   0|   0     0 |           | 14  133    0   29    0
Apr 27 05:41:14 ubuntu dstat.sh[66884]: 27-04 05:41:14| 23   6  70   0   0|3299M  133M  168M 4155M|2513B    0 |   0   710k|   0  49.9 |3115  3192 |2.10 1.76 1.00|1.0   0  78|   0     0 |           | 14  133    0   29    0
Apr 27 05:41:15 ubuntu dstat.sh[66884]: 27-04 05:41:15| 16   2  81   0   0|3309M  124M  168M 4155M|  11k 8503B|   0   769k|   0  79.2 |2570  3038 |2.10 1.76 1.00|2.0   0   0|   0     0 |           | 14  134    0   29    0
Apr 27 05:41:16 ubuntu dstat.sh[66884]: 27-04 05:41:16| 24  12  63   1   0|3290M  143M  168M 4155M|4272B 1239B|  40k 3781k|2.99   248 |4947  9472 |2.10 1.76 1.00|1.0   0 183|   0     0 |           | 14  135    0   31    0
Apr 27 05:41:17 ubuntu dstat.sh[66884]: 27-04 05:41:17| 19   3  77   0   0|3322M  173M  168M 4095M|8651B 5774B|8188B  244k|2.00  19.0 |1797  1476 |2.10 1.76 1.00|3.0   0   0|   0     0 |           | 14  136    0   31    0
Apr 27 05:41:18 ubuntu dstat.sh[66884]: 27-04 05:41:18| 22   4  71   1   0|3323M  171M  168M 4095M|8885B 5801B|8225B 1000k|2.01   121 |5116  7190 |2.10 1.76 1.00|2.0   0   0|   0     0 |           | 14  136    0   31    0
Apr 27 05:41:19 ubuntu dstat.sh[66884]: 27-04 05:41:19| 30   7  61   0   0|3326M  167M  168M 4096M|4177B 1585B| 423k 1014k|69.8  97.8 |7535    11k|2.10 1.77 1.01|4.0   0 3.0|   0     0 |           | 14  135    0   30    0
Apr 27 05:41:20 ubuntu dstat.sh[66884]: 27-04 05:41:20| 33  14  51   1   0|3286M  208M  169M 4096M|2664B  393B| 124k 1540k|7.98   132 |8235    11k|2.10 1.77 1.01|2.0   0 285|   0     0 |           | 14  135    0   30    0
Apr 27 05:41:21 ubuntu dstat.sh[66884]: 27-04 05:41:21| 19   3  77   1   0|3327M  166M  169M 4096M|7857B 5977B|   0  5874k|   0   344 |2361  2867 |2.10 1.77 1.01|1.0   0   0|   0     0 |           | 14  136    0   30    0
Apr 27 05:41:22 ubuntu dstat.sh[66884]: 27-04 05:41:22| 14  14  71   0   0|3317M  177M  169M 4096M|4420B 1896B|   0   376k|   0  17.0 |4671  3791 |2.10 1.77 1.01|1.0   0 255|   0     0 |           | 14  135    0   31    0
Apr 27 05:41:23 ubuntu dstat.sh[66884]: 27-04 05:41:23| 10  20  68   0   0|3242M  252M  169M 4096M|2196B    0 |   0   384k|   0  23.0 |5708  4339 |2.10 1.77 1.01|2.0   0 370|   0     0 |           | 14  135    0   31    0
Apr 27 05:41:24 ubuntu dstat.sh[66884]: 27-04 05:41:24| 23  16  61   0   0|3275M  219M  169M 4096M|2220B    0 |   0  2996k|   0   345 |6742  8510 |2.17 1.79 1.02|2.0   0 225|   0     0 |           | 14  135    0   31    0
Apr 27 05:41:25 ubuntu dstat.sh[66884]: 27-04 05:41:25| 31  23  45   0   0|3340M  153M  169M 4096M|2103B    0 |   0   821k|   0  52.1 |6352  5254 |2.17 1.79 1.02|2.0   0 450|   0     0 |           | 14  135    0   31    0
Apr 27 05:41:26 ubuntu dstat.sh[66884]: 27-04 05:41:26| 29  20  49   0   0|3361M  191M  169M 4039M|2474B   70B|  60k  371k|4.99  23.9 |7409    10k|2.17 1.79 1.02|2.0   0 354|   0     0 |           | 14  141    0   31    0
Apr 27 05:41:27 ubuntu dstat.sh[66884]: 27-04 05:41:27| 49  22  28   0   0|3480M  142M  169M 3969M|2263B    0 |  16k 1083k|4.00   104 |6839    12k|2.17 1.79 1.02|5.0   0 423|   0     0 |           | 16  145    0   31    0
Apr 27 05:41:28 ubuntu dstat.sh[66884]: 27-04 05:41:28| 53  28  18   0   0|3595M  134M  169M 3866M|2407B    0 |  28k  497k|3.01  44.1 |6951  8189 |2.17 1.79 1.02|4.0   0 483|   0     0 |           | 16  147    0   31    0
Apr 27 05:41:29 ubuntu dstat.sh[66884]: 27-04 05:41:29| 48  20  31   0   0|3670M  148M  169M 3776M|2581B    0 |  16k  424k|3.00  22.0 |9028    13k|2.07 1.78 1.02|2.0   0 310|   0     0 |           | 16  163    0   31    0
Apr 27 05:41:30 ubuntu dstat.sh[66884]: 27-04 05:41:30| 34  24  41   0   0|3742M  127M  169M 3726M|2519B   90B|4095B  684k|1.00  24.0 |6774  5752 |2.07 1.78 1.02|3.0   0 539|   0     0 |           | 16  163    0   31    0
Apr 27 05:41:31 ubuntu dstat.sh[66884]: 27-04 05:41:31| 22  18  58   0   0|3756M  158M  169M 3681M|2273B    0 |4083B  383k|1.00  26.9 |5836  6255 |2.07 1.78 1.02|2.0   0 371|   0     0 |           | 17  163    0   31    0
Apr 27 05:41:32 ubuntu dstat.sh[66884]: 27-04 05:41:32| 26  21  53   0   0|3789M  176M  169M 3631M|2666B    0 |4107B  778k|1.00  24.1 |6352  6522 |2.07 1.78 1.02|4.0   0 354|   0     0 |           | 17  163    0   31    0
Apr 27 05:41:33 ubuntu dstat.sh[66884]: 27-04 05:41:33| 31  25  42   0   0|3860M  158M  169M 3580M|2278B    0 |8185B  524k|2.00  47.0 |6999  6871 |2.07 1.78 1.02|2.0   0 431|   0     0 |           | 17  163    0   31    0
Apr 27 05:41:34 ubuntu dstat.sh[66884]: 27-04 05:41:34| 32  17  51   0   0|3889M  170M  169M 3540M|2644B    0 |  44k  224k|4.01  8.01 |5913  6281 |2.07 1.78 1.02|3.0   0 280|   0     0 |           | 17  169    0   31    0
Apr 27 05:41:35 ubuntu dstat.sh[66884]: 27-04 05:41:35| 39  28  33   0   0|4001M  146M  169M 3454M|3026B   70B|  28k  332k|4.00  28.0 |  10k   14k|2.07 1.78 1.02|2.0   0 602|   0     0 |           | 17  175    0   29    2
Apr 27 05:41:36 ubuntu dstat.sh[66884]: 27-04 05:41:36| 27  24  47   0   0|4065M  129M  169M 3408M|2876B    0 |  12k  615k|3.00  40.9 |  10k   14k|2.07 1.78 1.02|2.0   0 546|   0     0 |           | 17  187    0   29    2
Apr 27 05:41:37 ubuntu dstat.sh[66884]: 27-04 05:41:37| 15  19  66   0   0|4069M  154M  169M 3380M|3621B    0 |8201B  773k|2.00  50.1 |6423  7122 |2.07 1.78 1.02|1.0   0 310|   0     0 |           | 17  187    0   29    2
Apr 27 05:41:38 ubuntu dstat.sh[66884]: 27-04 05:41:38| 31  15  52   0   0|4141M  120M  169M 3342M|3832B    0 | 339k  335k|5.99  22.0 |5346  5559 |2.07 1.78 1.02|2.0   0 182|   0     0 |           | 17  187    0   29    2
Apr 27 05:41:39 ubuntu dstat.sh[66884]: 27-04 05:41:39| 45   9  45   1   0|4266M  153M  169M 3188M|3190B    0 | 409k   10M|7.02   768 |3598  2395 |2.06 1.78 1.03|5.0 1.0  10|   0     0 |           | 17  203    0   29    2
Apr 27 05:41:40 ubuntu dstat.sh[66884]: 27-04 05:41:40| 36   6  57   0   0|4338M  114M  169M 3155M|2450B   90B| 151k 5741k|12.0   168 |3183  2508 |2.06 1.78 1.03|2.0   0  10|   0     0 |           | 17  208    0   29    2
Apr 27 05:41:41 ubuntu dstat.sh[66884]: 27-04 05:41:41| 32  22  45   0   0|4282M  169M  169M 3156M|2464B    0 | 937k  437k|11.0  31.0 |6318  5791 |2.06 1.78 1.03|4.0   0 483|   0     0 |           | 17  207    0   29    2
Apr 27 05:41:42 ubuntu dstat.sh[66884]: 27-04 05:41:42| 33  28  38   0   0|4340M  155M  169M 3115M|  11k 8024B| 941k  457k|22.0  33.0 |7733  9446 |2.06 1.78 1.03|7.0   0 555|   0     0 |           | 17  210    0   29    2
Apr 27 05:41:43 ubuntu dstat.sh[66884]: 27-04 05:41:43| 54  18  27   0   0|4362M  132M  169M 3116M|3316B  765B|  28k 5322k|5.00  54.0 |6148  6969 |2.06 1.78 1.03|4.0   0 226|   0     0 |           | 17  214    0   30    2
Apr 27 05:41:44 ubuntu dstat.sh[66884]: 27-04 05:41:44| 70  15  14   0   0|4512M  121M  169M 2981M|8200B 5765B|1185k  475k|28.9  23.9 |4723  3761 |2.22 1.82 1.04|3.0 1.0  23|   0     0 |           | 17  221    0   20    2
Apr 27 05:41:45 ubuntu dstat.sh[66884]: 27-04 05:41:45| 61  11  22   5   0|4487M  216M  169M 2912M|7975B 5206B|6795k 2870k| 495   169 |6296  7310 |2.22 1.82 1.04|5.0   0  34|   0     0 |           | 17  232    0   21    2
Apr 27 05:41:46 ubuntu dstat.sh[66884]: 27-04 05:41:46| 41  24  34   0   0|4566M  135M  169M 2915M|3057B    0 |  56k  475k|3.00  19.0 |6746  7908 |2.22 1.82 1.04|3.0   0 446|   0     0 |           | 17  229    0   27    2
Apr 27 05:41:47 ubuntu dstat.sh[66884]: 27-04 05:41:47| 33  18  48   0   0|4560M  140M  169M 2916M|  14k   11k| 116k 9114k|4.99  53.8 |7749    10k|2.22 1.82 1.04|2.0   0 323|   0     0 |           | 17  229    0   27    3
Apr 27 05:41:48 ubuntu dstat.sh[66884]: 27-04 05:41:48| 55  24  21   0   0|4591M  148M  169M 2877M|2697B   66B|  12k  958k|3.01  63.1 |6554  6882 |2.22 1.82 1.04|4.0   0 440|   0     0 |           | 17  229    0   24    2
Apr 27 05:41:49 ubuntu dstat.sh[66884]: 27-04 05:41:49| 54  23  22   1   0|4671M  143M  169M 2806M|  10k 9154B|1038k  585k|46.1  29.0 |7411  9296 |2.20 1.82 1.05|2.0   0 378|   0     0 |           | 17  232    0   24    2
Apr 27 05:41:50 ubuntu dstat.sh[66884]: 27-04 05:41:50| 58  24  18   0   0|4669M  161M  169M 2790M|4754B 1755B| 288k  820k|14.0  69.0 |7619    12k|2.20 1.82 1.05|3.0   0 423|   0     0 |           | 17  237    0   27    2
Apr 27 05:41:51 ubuntu dstat.sh[66884]: 27-04 05:41:51| 58  25  17   0   0|4764M  136M  169M 2720M|7801B 5804B| 276k  760k|16.0  50.0 |7967    13k|2.20 1.82 1.05|4.0   0 394|   0     0 |           | 17  240    0   28    2
Apr 27 05:41:52 ubuntu dstat.sh[66884]: 27-04 05:41:52| 55  20  24   0   0|4819M  143M  169M 2659M|7583B 5249B| 336k  700k|21.0  50.0 |6661  8956 |2.20 1.82 1.05|4.0   0 201|   0     0 |           | 17  245    0   29    2
Apr 27 05:41:53 ubuntu dstat.sh[66884]: 27-04 05:41:53| 66  12  21   0   0|4932M  157M  169M 2536M|  14k   11k| 554k  690k|18.9  23.9 |4557  3805 |2.20 1.82 1.05|3.0   0  18|   0     0 |           | 17  249    0   31    2
Apr 27 05:41:54 ubuntu dstat.sh[66884]: 27-04 05:41:54| 58  14  27   1   0|4928M  184M  169M 2515M|  11k 7682B|2340k  880k| 104  75.0 |8436    22k|2.42 1.88 1.07|3.0   0  27|   0     0 |           | 17  254    0   36    2
Apr 27 05:41:55 ubuntu dstat.sh[66884]: 27-04 05:41:55| 55  20  24   0   0|4964M  147M  169M 2515M|6050B 2712B|1019k 1022k|16.1  43.1 |6690  5992 |2.42 1.88 1.07|7.0   0 361|   0     0 |           | 17  256    0   37    2
Apr 27 05:41:56 ubuntu dstat.sh[66884]: 27-04 05:41:56| 46  28  24   1   0|4953M  155M  169M 2518M|  12k 8886B|4095k 3435k|57.0   205 |7681  9803 |2.42 1.88 1.07|4.0   0 519|   0     0 |           | 17  255    0   35    2
