Feb 20 16:33:33 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 20 16:33:33 ubuntu dstat.sh[59570]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 20 16:33:33 ubuntu dstat.sh[59570]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 20 16:37:03 ubuntu dstat.sh[59570]: 20-02 16:37:03| 65  11  24   0   0|1674M  740M  172M 5157M|4026B  539B|   0  3083k|   0  95.9 |3861  1814 |1.57 1.53 0.91|3.0   0   0|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:04 ubuntu dstat.sh[59570]: 20-02 16:37:04| 54   8  32   5   0|1754M  652M  172M 5165M|3352B  541B|   0    19M|   0  1405 |9835    14k|1.57 1.53 0.91|6.0   0  93|   0     0 |           | 11   38    0   22    0
Feb 20 16:37:05 ubuntu dstat.sh[59570]: 20-02 16:37:05| 29  10  43  15   0|1750M  644M  172M 5176M|2926B  540B|   0   110M|   0  7766 |  28k   57k|1.57 1.53 0.91|  0 1.0 238|   0     0 |           | 11   38    0   22    0
Feb 20 16:37:06 ubuntu dstat.sh[59570]: 20-02 16:37:06| 21   9  49  16   0|1749M  636M  172M 5185M|3327B  540B|   0    78M|   0  5916 |  23k   44k|1.61 1.54 0.92|2.0 3.0 171|   0     0 |           | 11   38    0   22    0
Feb 20 16:37:07 ubuntu dstat.sh[59570]: 20-02 16:37:07| 38  13  32  13   0|1689M  688M  172M 5194M|2819B  482B|   0    83M|   0  6273 |  22k   47k|1.61 1.54 0.92|4.0 1.0 284|   0     0 |           | 11   36    0   22    0
Feb 20 16:37:08 ubuntu dstat.sh[59570]: 20-02 16:37:08| 46  12  28  13   0|1741M  625M  173M 5202M|2928B  545B|   0    86M|   0  6046 |  20k   47k|1.61 1.54 0.92|3.0 1.0  76|   0     0 |           | 11   36    0   23    0
Feb 20 16:37:09 ubuntu dstat.sh[59570]: 20-02 16:37:09| 38   9  34  16   0|1786M  569M  173M 5214M|2638B  484B|   0    91M|   0  5949 |  21k   42k|1.61 1.54 0.92|3.0 1.0  20|   0     0 |           | 11   38    0   23    0
Feb 20 16:37:10 ubuntu dstat.sh[59570]: 20-02 16:37:10| 30  11  41  15   0|1728M  624M  173M 5216M|3504B  541B|   0    68M|   0  5199 |  20k   38k|1.61 1.54 0.92|  0 1.0 159|   0     0 |           | 11   36    0   22    0
Feb 20 16:37:11 ubuntu dstat.sh[59570]: 20-02 16:37:11| 34   8  51   7   0|1426M  925M  173M 5217M|2579B  216B|   0    37M|   0  2596 |  10k   19k|1.64 1.55 0.93|1.0   0  86|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:12 ubuntu dstat.sh[59570]: 20-02 16:37:12| 13  15  70   0   0|1424M  927M  173M 5217M|2782B  270B|   0  1453k|   0  85.9 |4028  2858 |1.64 1.55 0.93|1.0   0 199|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:13 ubuntu dstat.sh[59570]: 20-02 16:37:13| 23   4  71   1   0|1452M  899M  173M 5217M|3499B  540B|   0  5398k|   0   330 |2532  2774 |1.64 1.55 0.93|2.0   0 1.0|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:14 ubuntu dstat.sh[59570]: 20-02 16:37:14| 22   4  73   0   0|1498M  853M  173M 5217M|4807B  486B|   0   128k|   0  12.0 |2128  1728 |1.64 1.55 0.93|1.0   0 2.0|   0     0 |           | 11   38    0   22    0
Feb 20 16:37:15 ubuntu dstat.sh[59570]: 20-02 16:37:15| 22   4  73   0   0|1400M  951M  173M 5217M|5601B  540B|   0    80k|   0  6.00 |2197  1520 |1.64 1.55 0.93|2.0   0  28|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:16 ubuntu dstat.sh[59570]: 20-02 16:37:16| 23   4  73   0   0|1456M  894M  173M 5217M|4389B  486B|   0    36k|   0  4.00 |1781  1173 |1.59 1.54 0.93|2.0   0 1.0|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:17 ubuntu dstat.sh[59570]: 20-02 16:37:17| 23   3  73   0   0|1494M  857M  173M 5217M|3089B   54B|   0   108k|   0  15.0 |1950  1609 |1.59 1.54 0.93|1.0   0 2.0|   0     0 |           | 11   34    0   22    0
Feb 20 16:37:18 ubuntu dstat.sh[59570]: 20-02 16:37:18| 16  23  61   0   0|1424M  926M  173M 5217M|3736B  487B|   0   541k|   0  37.1 |4890  3967 |1.59 1.54 0.93|2.0   0 468|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:19 ubuntu dstat.sh[59570]: 20-02 16:37:19| 12  35  52   0   0|1407M  944M  173M 5218M|3377B  540B|   0   759k|   0   102 |7144  6174 |1.59 1.54 0.93|1.0   0 836|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:20 ubuntu dstat.sh[59570]: 20-02 16:37:20|  8  22  68   0   0|1406M  945M  173M 5218M|3067B  486B|   0   136k|   0  12.0 |5124  3238 |1.59 1.54 0.93|2.0   0 322|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:21 ubuntu dstat.sh[59570]: 20-02 16:37:21|  8  20  69   0   0|1395M  956M  173M 5218M|2773B  539B|   0   407k|   0  5.99 |5400  3781 |1.54 1.53 0.93|1.0   0 347|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:22 ubuntu dstat.sh[59570]: 20-02 16:37:22|  9  20  69   0   0|1374M  976M  173M 5218M|3441B  487B|   0    32k|   0  8.02 |5782  4340 |1.54 1.53 0.93|2.0   0 399|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:23 ubuntu dstat.sh[59570]: 20-02 16:37:23| 17  17  64   0   0|1369M  981M  173M 5218M|3493B  539B|   0    16k|   0  3.99 |6690  8611 |1.54 1.53 0.93|1.0   0 279|   0     0 |           | 11   32    0   22    0
Feb 20 16:37:24 ubuntu dstat.sh[59570]: 20-02 16:37:24| 41  12  47   0   0|1466M  884M  173M 5218M|2707B  486B|   0  1417k|   0   199 |3925  2830 |1.54 1.53 0.93|2.0   0 131|   0     0 |           | 11   33    0   22    0
Feb 20 16:37:25 ubuntu dstat.sh[59570]: 20-02 16:37:25| 44   8  49   0   0|1564M  786M  173M 5219M|2720B  582B|   0   192k|   0  2.00 |2687  1615 |1.54 1.53 0.93|3.0   0 2.0|   0     0 |           | 11   35    0   22    0
Feb 20 16:37:26 ubuntu dstat.sh[59570]: 20-02 16:37:26| 47   6  48   0   0|1619M  730M  173M 5220M|2844B  541B| 104k  493k|1.00  27.0 |3839  3187 |1.58 1.54 0.93|3.0   0  18|   0     0 |           | 11   49    0   22    0
Feb 20 16:37:27 ubuntu dstat.sh[59570]: 20-02 16:37:27| 23  16  60   0   0|1630M  716M  173M 5223M|3024B  486B|   0   424k|   0  22.0 |6284  9561 |1.58 1.54 0.93|2.0   0 205|   0     0 |           | 11   48    0   22    0
Feb 20 16:37:28 ubuntu dstat.sh[59570]: 20-02 16:37:28| 17  17  65   0   0|1636M  709M  173M 5223M|2954B  539B|   0   371k|   0  19.0 |6187  7529 |1.58 1.54 0.93|1.0   0 262|   0     0 |           | 11   48    0   22    0
Feb 20 16:37:29 ubuntu dstat.sh[59570]: 20-02 16:37:29|  2   2  95   0   0|1635M  710M  173M 5223M|2705B  486B|   0  1552k|   0  13.0 |1265  1538 |1.58 1.54 0.93|  0   0  28|   0     0 |           | 11   48    0   22    0
Feb 20 16:37:30 ubuntu dstat.sh[59570]: 20-02 16:37:30|  1   1  98   0   0|1632M  713M  173M 5223M|3559B  540B|   0     0 |   0     0 | 706   977 |1.58 1.54 0.93|  0   0 3.0|   0     0 |           | 11   48    0   22    0
Feb 20 16:37:31 ubuntu dstat.sh[59570]: 20-02 16:37:31|  0   0  98   0   0|1630M  716M  173M 5223M|3381B  540B|   0   528k|   0  78.0 | 761  1009 |1.45 1.51 0.93|  0   0 3.0|   0     0 |           | 11   48    0   22    0
Feb 20 16:37:32 ubuntu dstat.sh[59570]: 20-02 16:37:32|  0   0  99   0   0|1629M  717M  173M 5223M|3697B  540B|   0  4096B|   0  1.00 | 619   918 |1.45 1.51 0.93|  0   0 1.0|   0     0 |           | 11   48    0   22    0
Feb 20 16:37:33 ubuntu dstat.sh[59570]: 20-02 16:37:33| 10  12  76   0   0|1620M  726M  173M 5223M|3125B  486B|   0     0 |   0     0 |4515  5284 |1.45 1.51 0.93|1.0   0 201|   0     0 |           | 11   48    0   22    0
Feb 20 16:37:34 ubuntu dstat.sh[59570]: 20-02 16:37:34| 15  14  68   0   0|1581M  764M  173M 5223M|3869B  541B|   0   152k|   0  4.01 |4027  5284 |1.45 1.51 0.93|2.0   0 177|   0     0 |           | 11   48    0   22    0
Feb 20 16:37:35 ubuntu dstat.sh[59570]: 20-02 16:37:35| 11  21  65   0   0|1622M  723M  173M 5223M|4087B  723B|   0  4091B|   0  1.00 |5579  4519 |1.45 1.51 0.93|1.0   0 328|   0     0 |           | 12   48    0   15    0
Feb 20 16:37:36 ubuntu dstat.sh[59570]: 20-02 16:37:36| 20  16  63   0   0|1624M  722M  173M 5223M|2957B  540B|   0   296k|   0  29.0 |6203  8495 |1.41 1.50 0.93|2.0   0 227|   0     0 |           | 12   64    0   15    0
Feb 20 16:37:37 ubuntu dstat.sh[59570]: 20-02 16:37:37|  5   8  85   0   0|1624M  721M  173M 5223M|3509B  487B|   0  2881k|   0  55.1 |2644  2885 |1.41 1.50 0.93|1.0   0 155|   0     0 |           | 12   64    0   15    0
Feb 20 16:37:38 ubuntu dstat.sh[59570]: 20-02 16:37:38| 16  20  63   0   0|1641M  704M  173M 5223M|3494B  539B|   0   355k|   0  26.0 |6112  6847 |1.41 1.50 0.93|1.0   0 240|   0     0 |           | 14   64    0   15    0
Feb 20 16:37:39 ubuntu dstat.sh[59570]: 20-02 16:37:39| 11  16  71   0   0|1625M  720M  173M 5223M|3549B  486B|   0    68k|   0  7.01 |4587  3508 |1.41 1.50 0.93|1.0   0 243|   0     0 |           | 14   66    0   14    0
Feb 20 16:37:40 ubuntu dstat.sh[59570]: 20-02 16:37:40|  8  20  68   0   0|1611M  734M  173M 5223M|3079B  624B|   0  5062k|   0   359 |5232  3440 |1.41 1.50 0.93|1.0   0 258|   0     0 |           | 14   66    0   14    0
Feb 20 16:37:41 ubuntu dstat.sh[59570]: 20-02 16:37:41| 10  23  65   0   0|1615M  730M  173M 5223M|2415B  313B|   0    72k|   0  9.02 |6230  5912 |1.38 1.50 0.93|8.0   0 299|   0     0 |           | 14   66    0   14    0
Feb 20 16:37:42 ubuntu dstat.sh[59570]: 20-02 16:37:42| 22  17  59   0   0|1629M  717M  173M 5223M|2409B  216B|   0    16k|   0  2.00 |4946  4849 |1.38 1.50 0.93|2.0   0 192|   0     0 |           | 14   66    0   14    0
Feb 20 16:37:43 ubuntu dstat.sh[59570]: 20-02 16:37:43| 28  26  45   0   0|1702M  643M  173M 5223M|2838B  540B|   0   384k|   0  7.99 |5968  4369 |1.38 1.50 0.93|3.0   0 418|   0     0 |           | 14   66    0   14    0
Feb 20 16:37:44 ubuntu dstat.sh[59570]: 20-02 16:37:44| 28  26  44   0   0|1804M  540M  173M 5224M|2845B  541B|  20k  353k|2.00  8.01 |6686  7955 |1.38 1.50 0.93|2.0   0 442|   0     0 |           | 14   70    0   16    0
Feb 20 16:37:45 ubuntu dstat.sh[59570]: 20-02 16:37:45| 29  27  44   0   0|1916M  428M  173M 5224M|3562B  630B|   0    24k|   0  6.00 |5880  4386 |1.38 1.50 0.93|6.0   0 364|   0     0 |           | 14   70    0   16    0
Feb 20 16:37:46 ubuntu dstat.sh[59570]: 20-02 16:37:46| 32  21  45   0   0|1960M  383M  173M 5225M|3021B  540B|   0    24k|   0  6.00 |5148  5691 |1.51 1.52 0.94|2.0   0 281|   0     0 |           | 14   70    0   16    0
Feb 20 16:37:47 ubuntu dstat.sh[59570]: 20-02 16:37:47| 37  21  41   0   0|2000M  343M  173M 5225M|2897B  485B|   0   439k|   0  9.98 |6366  7113 |1.51 1.52 0.94|4.0   0 385|   0     0 |           | 14   70    0   15    0
Feb 20 16:37:48 ubuntu dstat.sh[59570]: 20-02 16:37:48| 56  24  19   0   0|2111M  232M  173M 5226M|2659B  540B|   0  1159k|   0  27.0 |6431  7788 |1.51 1.52 0.94| 16   0 391|   0     0 |           | 14   70    0   15    0
Feb 20 16:37:49 ubuntu dstat.sh[59570]: 20-02 16:37:49| 68  24   8   0   0|2194M  146M  173M 5227M|2458B  216B|   0   821k|   0  32.0 |5321  5228 |1.51 1.52 0.94|5.0   0 435|   0     0 |           | 14   70    0   15    0
Feb 20 16:37:50 ubuntu dstat.sh[59570]: 20-02 16:37:50| 73  25   2   1   0|2331M  210M  167M 5039M|2538B   54B| 529k   11M|71.1   727 |7753    11k|1.51 1.52 0.94|7.0   0 296|   0     0 |           | 14   74    0   15    0
Feb 20 16:37:51 ubuntu dstat.sh[59570]: 20-02 16:37:51| 64  25   7   4   0|2411M  190M  166M 4980M|3069B  405B|1342k   36M| 112  2490 |  15k   28k|1.87 1.60 0.97| 11 1.0 374|   0     0 |           | 14   76    0   13    0
Feb 20 16:37:52 ubuntu dstat.sh[59570]: 20-02 16:37:52| 69  24   4   1   0|2548M  192M  166M 4846M|3502B  486B|  88k 8070k|6.00   521 |  11k   20k|1.87 1.60 0.97|6.0   0 310|   0     0 |           | 14   82    0   19    0
Feb 20 16:37:53 ubuntu dstat.sh[59570]: 20-02 16:37:53| 60  24  15   0   0|2652M  159M  165M 4776M|3513B  540B| 360k 1392k|29.0  73.0 |8272    12k|1.87 1.60 0.97|5.0   0 432|   0     0 |           | 14   93    0   23    0
Feb 20 16:37:54 ubuntu dstat.sh[59570]: 20-02 16:37:54| 46  27  26   0   0|2757M  123M  165M 4710M|3131B  487B|   0  1094k|   0  57.1 |7892    11k|1.87 1.60 0.97|3.0   0 481|   0     0 |           | 14   93    0   23    0
Feb 20 16:37:55 ubuntu dstat.sh[59570]: 20-02 16:37:55| 39  20  40   0   0|2840M  172M  165M 4579M|3071B  538B| 255k  933k|6.98  48.9 |6573  7004 |1.87 1.60 0.97|1.0   0 246|   0     0 |           | 14   95    0   23    0
Feb 20 16:37:56 ubuntu dstat.sh[59570]: 20-02 16:37:56| 50  13  36   0   0|2941M  136M  165M 4516M|3315B  578B|  76k  899k|9.03  43.1 |4962  5679 |1.88 1.60 0.97|2.0   0 129|   0     0 |           | 14   94    0   22    0
Feb 20 16:37:57 ubuntu dstat.sh[59570]: 20-02 16:37:57| 25  14  58   0   0|2998M  145M  165M 4452M|3453B  539B|   0  5326k|   0   273 |5174  4947 |1.88 1.60 0.97|3.0   0 171|   0     0 |           | 14   97    0   22    0
Feb 20 16:37:58 ubuntu dstat.sh[59570]: 20-02 16:37:58|  7  20  71   0   0|3000M  142M  165M 4452M|3428B  486B|   0     0 |   0     0 |4912  3278 |1.88 1.60 0.97|1.0   0 256|   0     0 |           | 14   97    0   22    0
Feb 20 16:37:59 ubuntu dstat.sh[59570]: 20-02 16:37:59|  8  20  70   0   0|3007M  136M  165M 4452M|3979B  540B|4095B  140k|1.00  13.0 |5138  3672 |1.88 1.60 0.97|2.0   0 266|   0     0 |           | 14   97    0   22    0
Feb 20 16:38:00 ubuntu dstat.sh[59570]: 20-02 16:38:00|  8  20  70   0   0|3007M  136M  165M 4452M|3319B  540B|   0    32k|   0  4.00 |4798  3231 |1.88 1.60 0.97|2.0   0 237|   0     0 |           | 14   97    0   20    0
Feb 20 16:38:01 ubuntu dstat.sh[59570]: 20-02 16:38:01| 18   8  72   0   0|3053M  154M  165M 4388M|3317B  540B|   0   368k|   0  1.00 |2474  1758 |1.81 1.59 0.97|1.0   0  61|   0     0 |           | 14   97    0   20    0
Feb 20 16:38:02 ubuntu dstat.sh[59570]: 20-02 16:38:02| 19   3  78   0   0|3067M  140M  165M 4388M|  10k 6869B|  16k  176k|1.00  16.0 |2570  2669 |1.81 1.59 0.97|2.0   0 1.0|   0     0 |           | 14  102    0   20    0
Feb 20 16:38:03 ubuntu dstat.sh[59570]: 20-02 16:38:03| 18   8  73   0   0|3037M  171M  165M 4388M|  19k   16k|   0   248k|   0  20.0 |2698  2020 |1.81 1.59 0.97|1.0   0  64|   0     0 |           | 14  103    0   21    0
Feb 20 16:38:04 ubuntu dstat.sh[59570]: 20-02 16:38:04| 19   3  76   0   0|3073M  134M  165M 4388M|8655B 6136B|   0   236k|   0  31.0 |2360  2305 |1.81 1.59 0.97|1.0   0 3.0|   0     0 |           | 14  110    0   15    0
Feb 20 16:38:05 ubuntu dstat.sh[59570]: 20-02 16:38:05| 22   4  73   0   0|3074M  133M  165M 4389M|3336B  982B|   0   331k|   0  24.0 |2980  4496 |1.81 1.59 0.97|1.0   0 1.0|   0     0 |           | 14  112    0   15    0
Feb 20 16:38:06 ubuntu dstat.sh[59570]: 20-02 16:38:06| 25   5  67   1   0|3076M  131M  165M 4389M|2802B  469B|  84k 2243k|5.01   252 |5737  8413 |1.83 1.60 0.98|1.0   0 3.0|   0     0 |           | 14  115    0   15    0
Feb 20 16:38:07 ubuntu dstat.sh[59570]: 20-02 16:38:07| 22   8  69   0   0|3064M  143M  165M 4390M|4574B 1628B|   0  1008k|   0  96.0 |3958  4308 |1.83 1.60 0.98|1.0   0 114|   0     0 |           | 14  118    0   17    0
Feb 20 16:38:08 ubuntu dstat.sh[59570]: 20-02 16:38:08| 23   6  69   0   0|3097M  175M  165M 4326M|9167B 6245B|  24k  579k|2.00  41.0 |3344    11k|1.83 1.60 0.98|1.0   0  37|   0     0 |           | 14  119    0   17    0
Feb 20 16:38:09 ubuntu dstat.sh[59570]: 20-02 16:38:09| 21   4  73   0   0|3100M  172M  165M 4326M|6250B 3159B|  16k  962k|1.00  70.1 |3897  5905 |1.83 1.60 0.98|3.0   0   0|   0     0 |           | 14  119    0   17    0
Feb 20 16:38:10 ubuntu dstat.sh[59570]: 20-02 16:38:10| 30  10  58   1   0|3122M  149M  165M 4326M|4792B 1730B|   0    11M|   0   676 |5628  6647 |1.83 1.60 0.98|2.0   0 101|   0     0 |           | 14  120    0   18    0
Feb 20 16:38:11 ubuntu dstat.sh[59570]: 20-02 16:38:11| 42   9  49   0   0|3199M  135M  165M 4265M|4738B 2079B|   0   508k|   0  29.0 |2910  1775 |1.84 1.61 0.99|2.0   0 5.0|   0     0 |           | 14  121    0   18    0
Feb 20 16:38:12 ubuntu dstat.sh[59570]: 20-02 16:38:12| 23   7  70   0   0|3133M  201M  165M 4265M|  24k   21k| 176k  380k|1.00  26.0 |2894  2177 |1.84 1.61 0.99|1.0   0  55|   0     0 |           | 14  120    0   19    0
Feb 20 16:38:13 ubuntu dstat.sh[59570]: 20-02 16:38:13| 20   4  74   0   0|3190M  144M  165M 4265M|5825B 2504B|   0   332k|   0  19.0 |1826  1347 |1.84 1.61 0.99|  0   0   0|   0     0 |           | 14  121    0   19    0
Feb 20 16:38:14 ubuntu dstat.sh[59570]: 20-02 16:38:14| 17   6  77   1   0|3193M  141M  165M 4265M|  25k   21k|   0  1237k|   0  70.1 |2615  2251 |1.84 1.61 0.99|1.0   0  51|   0     0 |           | 14  120    0   20    0
Feb 20 16:38:15 ubuntu dstat.sh[59570]: 20-02 16:38:15| 19   3  77   0   0|3193M  141M  165M 4265M|7075B 2727B|8185B 3481k|2.00  20.0 |1859  1501 |1.84 1.61 0.99|  0   0 1.0|   0     0 |           | 14  121    0   20    0
Feb 20 16:38:16 ubuntu dstat.sh[59570]: 20-02 16:38:16| 18   5  75   1   0|3175M  159M  165M 4265M|9683B 5935B|8217B  851k|2.01   102 |3329  3941 |1.77 1.60 0.99|2.0   0  33|   0     0 |           | 14  120    0   21    0
Feb 20 16:38:17 ubuntu dstat.sh[59570]: 20-02 16:38:17| 21   5  73   0   0|3235M  161M  165M 4204M|3266B  486B|   0   436k|   0  31.0 |2379  2078 |1.77 1.60 0.99|1.0   0  49|   0     0 |           | 14  120    0   21    0
Feb 20 16:38:18 ubuntu dstat.sh[59570]: 20-02 16:38:18| 15   5  78   0   0|3171M  225M  165M 4204M|  25k   22k|   0   259k|   0  16.0 |2340  1806 |1.77 1.60 0.99|3.0   0  43|   0     0 |           | 14  120    0   22    0
Feb 20 16:38:19 ubuntu dstat.sh[59570]: 20-02 16:38:19| 21   5  73   0   0|3233M  163M  165M 4204M|2898B  432B|   0   268k|   0  14.0 |1913  1331 |1.77 1.60 0.99|1.0   0  12|   0     0 |           | 14  120    0   22    0
Feb 20 16:38:20 ubuntu dstat.sh[59570]: 20-02 16:38:20| 16   4  78   1   0|3230M  166M  165M 4204M|  10k 7142B|4099B 2838k|1.00   279 |3869  5583 |1.77 1.60 0.99|1.0   0 1.0|   0     0 |           | 14  122    0   22    0
Feb 20 16:38:21 ubuntu dstat.sh[59570]: 20-02 16:38:21| 29   8  60   1   0|3167M  229M  165M 4205M|3975B 1776B|  20k 6154k|2.00   564 |6303  8481 |1.87 1.62 1.00|1.0   0  53|   0     0 |           | 14  121    0   24    0
Feb 20 16:38:22 ubuntu dstat.sh[59570]: 20-02 16:38:22| 20   4  75   0   0|3222M  174M  165M 4205M|4799B 2456B|   0   673k|   0  46.1 |2077  1823 |1.87 1.62 1.00|  0   0 1.0|   0     0 |           | 14  122    0   24    0
Feb 20 16:38:23 ubuntu dstat.sh[59570]: 20-02 16:38:23| 17   3  78   1   0|3222M  174M  165M 4205M|  12k 8622B|  16k  874k|1.00  80.2 |3011  3609 |1.87 1.62 1.00|1.0 1.0 1.0|   0     0 |           | 14  122    0   24    0
Feb 20 16:38:24 ubuntu dstat.sh[59570]: 20-02 16:38:24| 25   5  68   1   0|3224M  172M  165M 4205M|2772B  527B|   0  1594k|   0   144 |5485  7738 |1.87 1.62 1.00|1.0   0 1.0|   0     0 |           | 14  124    0   24    0
Feb 20 16:38:25 ubuntu dstat.sh[59570]: 20-02 16:38:25| 29  10  59   0   0|3224M  172M  165M 4205M|3077B 1040B|   0  1084k|   0   112 |7811    11k|1.87 1.62 1.00|2.0   0  71|   0     0 |           | 14  125    0   25    0
Feb 20 16:38:26 ubuntu dstat.sh[59570]: 20-02 16:38:26| 19   3  77   0   0|3225M  171M  165M 4205M|5424B 2813B|   0  1454k|   0  36.9 |1785  1382 |1.80 1.61 1.00|1.0   0   0|   0     0 |           | 14  126    0   25    0
Feb 20 16:38:27 ubuntu dstat.sh[59570]: 20-02 16:38:27| 19   5  74   1   0|3211M  185M  165M 4205M|  10k 7796B|   0  2999k|   0   233 |3722  4662 |1.80 1.61 1.00|2.0   0  30|   0     0 |           | 14  125    0   26    0
Feb 20 16:38:28 ubuntu dstat.sh[59570]: 20-02 16:38:28| 19   9  71   0   0|3202M  194M  165M 4205M|2733B  538B|   0   382k|   0  24.9 |3024  2445 |1.80 1.61 1.00|1.0   0 116|   0     0 |           | 14  125    0   26    0
Feb 20 16:38:29 ubuntu dstat.sh[59570]: 20-02 16:38:29| 17   2  80   0   0|3218M  178M  165M 4205M|  12k   10k|   0   369k|   0  20.1 |2058  1800 |1.80 1.61 1.00|  0   0   0|   0     0 |           | 14  126    0   26    0
Feb 20 16:38:30 ubuntu dstat.sh[59570]: 20-02 16:38:30| 25   5  67   0   0|3224M  171M  165M 4205M|6655B 2164B|   0  1182k|   0   145 |7427    12k|1.80 1.61 1.00|3.0   0 1.0|   0     0 |           | 14  128    0   26    0
Feb 20 16:38:31 ubuntu dstat.sh[59570]: 20-02 16:38:31| 33   8  56   1   0|3233M  162M  165M 4205M|4376B 1635B|  32k 1014k|2.00  94.2 |8011    12k|2.38 1.73 1.04|4.0   0 3.0|   0     0 |           | 14  127    0   27    0
Feb 20 16:38:32 ubuntu dstat.sh[59570]: 20-02 16:38:32| 33  18  46   1   0|3184M  212M  165M 4205M|3936B  883B|  16k 7088k|1.00   460 |9003    13k|2.38 1.73 1.04|1.0   0 287|   0     0 |           | 14  127    0   27    0
Feb 20 16:38:33 ubuntu dstat.sh[59570]: 20-02 16:38:33| 20   3  76   0   0|3239M  157M  165M 4205M|5435B 2681B|   0   372k|   0  20.0 |1811  1421 |2.38 1.73 1.04|  0   0   0|   0     0 |           | 14  128    0   27    0
Feb 20 16:38:34 ubuntu dstat.sh[59570]: 20-02 16:38:34| 19   8  73   0   0|3222M  173M  165M 4206M|  10k 5985B|   0   373k|   0  15.0 |3378  2799 |2.38 1.73 1.04|1.0   0 107|   0     0 |           | 14  127    0   28    0
Feb 20 16:38:35 ubuntu dstat.sh[59570]: 20-02 16:38:35|  9  21  70   0   0|3184M  211M  165M 4206M|4248B  630B|   0   348k|   0  20.0 |5866  4470 |2.38 1.73 1.04|1.0   0 390|   0     0 |           | 14  127    0   28    0
Feb 20 16:38:36 ubuntu dstat.sh[59570]: 20-02 16:38:36| 19  20  58   0   0|3207M  188M  165M 4206M|2761B  485B| 244k 3530k|20.0   338 |6721  7619 |2.27 1.72 1.04|2.0   0 293|   0     0 |           | 14  127    0   28    2
Feb 20 16:38:37 ubuntu dstat.sh[59570]: 20-02 16:38:37| 32  21  47   1   0|3254M  141M  165M 4206M|3529B  765B|  56k 1105k|7.00  59.0 |5548  4597 |2.27 1.72 1.04|3.0   0 308|   0     0 |           | 14  129    1   28    0
Feb 20 16:38:38 ubuntu dstat.sh[59570]: 20-02 16:38:38| 32  23  44   0   0|3290M  166M  165M 4145M|3562B  684B|  52k  616k|5.00  44.0 |6407  5792 |2.27 1.72 1.04|3.0   0 394|   0     0 |           | 14  134    1   29    0
Feb 20 16:38:39 ubuntu dstat.sh[59570]: 20-02 16:38:39| 22  15  61   0   0|3300M  156M  165M 4146M|2972B  560B|   0   220k|   0  13.0 |6179  8051 |2.27 1.72 1.04|1.0   0 210|   0     0 |           | 16  135    1   28    0
Feb 20 16:38:40 ubuntu dstat.sh[59570]: 20-02 16:38:40| 56  27  16   0   0|3465M  170M  165M 3971M|2963B  615B| 112k  485k|9.01  37.0 |7247    11k|2.27 1.72 1.04|3.0   0 422|   0     0 |           | 16  141    1   28    0
Feb 20 16:38:41 ubuntu dstat.sh[59570]: 20-02 16:38:41| 51  26  21   0   0|3565M  126M  165M 3917M|3200B  656B|   0  6304k|   0   590 |6579  5398 |2.41 1.76 1.06|3.0   0 408|   0     0 |           | 16  155    1   28    0
Feb 20 16:38:42 ubuntu dstat.sh[59570]: 20-02 16:38:42| 31  17  50   0   0|3592M  140M  165M 3877M|3216B  704B|8190B  992k|2.00  42.0 |8363    13k|2.41 1.76 1.06|3.0   0 250|   0     0 |           | 16  157    1   28    0
Feb 20 16:38:43 ubuntu dstat.sh[59570]: 20-02 16:38:43| 34  23  42   0   0|3654M  120M  165M 3834M|2886B  486B|8193B  256k|2.00  13.0 |7059  5947 |2.41 1.76 1.06|3.0   0 579|   0     0 |           | 16  157    1   28    0
Feb 20 16:38:44 ubuntu dstat.sh[59570]: 20-02 16:38:44| 20  24  54   0   0|3684M  141M  165M 3785M|2898B  614B|8186B  212k|2.00  18.0 |5929  4657 |2.41 1.76 1.06|1.0   0 389|   0     0 |           | 17  157    1   28    0
Feb 20 16:38:45 ubuntu dstat.sh[59570]: 20-02 16:38:45| 24  17  59   0   0|3703M  173M  165M 3734M|2826B  486B|8192B  368k|2.00  27.0 |6472  8252 |2.41 1.76 1.06|2.0   0 234|   0     0 |           | 17  159    1   26    0
Feb 20 16:38:46 ubuntu dstat.sh[59570]: 20-02 16:38:46| 30  24  45   0   0|3767M  155M  165M 3689M|2852B  610B|4099B 2218k|1.00  13.0 |6865  5753 |2.37 1.76 1.06|3.0   0 560|   0     0 |           | 17  161    1   26    0
