Apr 01 18:24:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 01 18:25:00 ubuntu dstat.sh[65024]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 01 18:25:00 ubuntu dstat.sh[65024]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 01 18:28:28 ubuntu dstat.sh[65024]: 01-04 18:28:28| 32   9  49   8   0|1464M  685M  177M 5403M|8397B 4588B|   0    46M|   0  3663 |  15k   27k|2.38 1.70 0.93|3.0   0 107|   0     0 |           | 11   36    0   12    0
Apr 01 18:28:29 ubuntu dstat.sh[65024]: 01-04 18:28:29| 26  13  59   0   0|1385M  765M  177M 5403M|4901B 2227B|   0   758k|   0  43.9 |3915  2850 |2.38 1.70 0.93|  0   0 211|   0     0 |           | 11   35    0   12    0
Apr 01 18:28:30 ubuntu dstat.sh[65024]: 01-04 18:28:30|  9   1  89   0   0|1384M  766M  177M 5403M|9461B 6620B|   0   654k|   0  39.1 |1506  1751 |2.38 1.70 0.93|  0   0   0|   0     0 |           | 11   35    0   12    0
Apr 01 18:28:31 ubuntu dstat.sh[65024]: 01-04 18:28:31|  9   3  87   1   0|1383M  767M  177M 5403M|  10k 6721B|   0  6528k|   0   317 |3354  4809 |2.27 1.69 0.93|1.0   0   0|   0     0 |           | 11   35    0   12    0
Apr 01 18:28:32 ubuntu dstat.sh[65024]: 01-04 18:28:32| 11   1  87   0   0|1381M  768M  177M 5403M|9995B 5441B|   0     0 |   0     0 |2695  3485 |2.27 1.69 0.93|1.0   0 1.0|   0     0 |           | 11   35    0   12    0
Apr 01 18:28:33 ubuntu dstat.sh[65024]: 01-04 18:28:33| 11   2  86   0   0|1378M  772M  177M 5403M|  10k 6394B|   0   128k|   0  13.0 |2609  3336 |2.27 1.69 0.93|2.0   0  11|   0     0 |           | 11   34    1   12    0
Apr 01 18:28:34 ubuntu dstat.sh[65024]: 01-04 18:28:34| 25   7  66   0   0|1426M  723M  177M 5403M|5411B 1455B|   0    36k|   0  3.99 |2937  9435 |2.27 1.69 0.93|1.0   0  55|   0     0 |           | 11   34    0   13    0
Apr 01 18:28:35 ubuntu dstat.sh[65024]: 01-04 18:28:35|  6   1  92   0   0|1430M  719M  177M 5403M|  10k 6500B|   0     0 |   0     0 |1361  1445 |2.27 1.69 0.93|1.0   0   0|   0     0 |           | 11   35    0   12    0
Apr 01 18:28:36 ubuntu dstat.sh[65024]: 01-04 18:28:36| 11   1  85   0   0|1422M  727M  177M 5403M|9969B 4839B|   0   383k|   0  39.9 |2513  3007 |2.16 1.68 0.93|1.0   0   0|   0     0 |           | 11   35    0   12    0
Apr 01 18:28:37 ubuntu dstat.sh[65024]: 01-04 18:28:37|  8   1  89   0   0|1416M  734M  177M 5403M|  11k 6678B|   0   100k|   0  10.0 |2643  3400 |2.16 1.68 0.93|  0   0   0|   0     0 |           | 11   35    0   12    0
Apr 01 18:28:38 ubuntu dstat.sh[65024]: 01-04 18:28:38| 10   2  87   0   0|1407M  743M  177M 5403M|  10k 6963B|   0   220k|   0  15.0 |2847  3662 |2.16 1.68 0.93|  0   0   0|   0     0 |           | 11   35    0   12    0
Apr 01 18:28:39 ubuntu dstat.sh[65024]: 01-04 18:28:39| 18   6  75   0   0|1363M  786M  177M 5403M|6994B 2784B|   0   108k|   0  8.00 |2644  2233 |2.16 1.68 0.93|1.0   0  55|   0     0 |           | 11   34    0   13    0
Apr 01 18:28:40 ubuntu dstat.sh[65024]: 01-04 18:28:40| 12   2  86   0   0|1398M  751M  177M 5403M|6680B 3587B|   0    44k|   0  4.00 |1246  1018 |2.16 1.68 0.93|  0   0   0|   0     0 |           | 11   35    0   13    0
Apr 01 18:28:41 ubuntu dstat.sh[65024]: 01-04 18:28:41| 11   2  87   0   0|1396M  753M  177M 5403M|9913B 6348B|   0     0 |   0     0 |2011  2209 |1.99 1.65 0.93|  0   0   0|   0     0 |           | 11   35    0   13    0
Apr 01 18:28:42 ubuntu dstat.sh[65024]: 01-04 18:28:42| 16   5  78   0   0|1340M  809M  177M 5404M|7487B 3685B|   0    72k|   0  6.00 |2706  2681 |1.99 1.65 0.93|1.0   0  35|   0     0 |           | 11   34    0   14    0
Apr 01 18:28:43 ubuntu dstat.sh[65024]: 01-04 18:28:43| 18   2  80   0   0|1388M  761M  177M 5404M|5109B 2228B|   0     0 |   0     0 |1481  1045 |1.99 1.65 0.93|  0   0   0|   0     0 |           | 11   35    0   14    0
Apr 01 18:28:44 ubuntu dstat.sh[65024]: 01-04 18:28:44|  9   1  89   0   0|1388M  761M  177M 5404M|8814B 6467B|   0     0 |   0     0 |1392  1397 |1.99 1.65 0.93|  0   0   0|   0     0 |           | 11   35    0   14    0
Apr 01 18:28:45 ubuntu dstat.sh[65024]: 01-04 18:28:45| 14   6  79   0   0|1381M  768M  177M 5404M|6305B 2714B|   0   116k|   0  12.0 |2383  2240 |1.99 1.65 0.93|1.0   0  60|   0     0 |           | 11   34    0   15    0
Apr 01 18:28:46 ubuntu dstat.sh[65024]: 01-04 18:28:46| 16   2  80   0   0|1418M  731M  177M 5404M|5120B 2304B|   0   180k|   0  14.0 |1458  1098 |1.91 1.64 0.93|  0   0   0|   0     0 |           | 11   35    0   15    0
Apr 01 18:28:47 ubuntu dstat.sh[65024]: 01-04 18:28:47| 11   2  86   0   0|1411M  738M  177M 5404M|  10k 7810B|   0  4489k|   0  40.0 |2134  2560 |1.91 1.64 0.93|  0   0   0|   0     0 |           | 11   35    0   15    0
Apr 01 18:28:48 ubuntu dstat.sh[65024]: 01-04 18:28:48| 13   4  82   0   0|1371M  778M  177M 5404M|8794B 5343B|   0   300k|   0  21.0 |2964  3232 |1.91 1.64 0.93|1.0   0  43|   0     0 |           | 11   34    0   16    0
Apr 01 18:28:49 ubuntu dstat.sh[65024]: 01-04 18:28:49| 20   4  74   0   0|1426M  723M  177M 5404M|4677B 1699B|   0    52k|   0  2.00 |1747  1182 |1.91 1.64 0.93|1.0 1.0   0|   0     0 |           | 11   34    1   16    0
Apr 01 18:28:50 ubuntu dstat.sh[65024]: 01-04 18:28:50|  8   2  90   0   0|1413M  735M  177M 5404M|  10k 6517B|   0  4099B|   0  2.00 |1379  1430 |1.91 1.64 0.93|1.0   0   0|   0     0 |           | 11   35    0   16    0
Apr 01 18:28:51 ubuntu dstat.sh[65024]: 01-04 18:28:51|  8   1  89   0   0|1406M  742M  177M 5404M|9943B 5840B|   0     0 |   0     0 |2133  2718 |1.84 1.63 0.93|  0   0   0|   0     0 |           | 11   35    0   16    0
Apr 01 18:28:52 ubuntu dstat.sh[65024]: 01-04 18:28:52| 12  12  75   0   0|1365M  783M  177M 5404M|7413B 2920B|   0   116k|   0  15.0 |4037  3260 |1.84 1.63 0.93|1.0   0 182|   0     0 |           | 11   34    0   17    0
Apr 01 18:28:53 ubuntu dstat.sh[65024]: 01-04 18:28:53|  7  24  66   0   0|1373M  775M  177M 5404M|4872B 1456B|   0   292k|   0  17.0 |5626  3953 |1.84 1.63 0.93|2.0   0 403|   0     0 |           | 11   34    0   17    0
Apr 01 18:28:54 ubuntu dstat.sh[65024]: 01-04 18:28:54| 54  17  28   1   0|1438M  710M  177M 5404M|4220B 1459B|   0   636k|   0  51.0 |5176  3696 |1.84 1.63 0.93|3.0   0 216|   0     0 |           | 11   34    0   23    0
Apr 01 18:28:55 ubuntu dstat.sh[65024]: 01-04 18:28:55| 63  12  24   0   0|1621M  526M  178M 5406M|4792B 1617B|   0  2831k|   0   161 |3818  1499 |1.84 1.63 0.93|3.0   0 1.0|   0     0 |           | 11   34    0   23    0
Apr 01 18:28:56 ubuntu dstat.sh[65024]: 01-04 18:28:56| 68   7  25   0   0|1705M  437M  178M 5410M|4832B 1457B|   0  6716k|   0   214 |4326  2168 |1.93 1.65 0.94|3.0   0 6.0|   0     0 |           | 11   34    0   23    0
Apr 01 18:28:57 ubuntu dstat.sh[65024]: 01-04 18:28:57| 32   8  43  13   0|1716M  415M  178M 5421M|4531B 1462B|   0    70M|   0  5223 |  21k   41k|1.93 1.65 0.94|3.0 1.0 202|   0     0 |           | 11   40    0   23    0
Apr 01 18:28:58 ubuntu dstat.sh[65024]: 01-04 18:28:58| 25  10  46  15   0|1716M  404M  178M 5431M|4980B 1620B|   0    88M|   0  6473 |  23k   47k|1.93 1.65 0.94|  0 1.0 216|   0     0 |           | 11   40    0   23    0
Apr 01 18:28:59 ubuntu dstat.sh[65024]: 01-04 18:28:59| 28   9  45  14   0|1715M  398M  178M 5438M|4647B 1458B|   0    85M|   0  6449 |  22k   45k|1.93 1.65 0.94|4.0 1.0 150|   0     0 |           | 11   40    0   23    0
Apr 01 18:29:00 ubuntu dstat.sh[65024]: 01-04 18:29:00| 38  13  34  14   0|1661M  442M  178M 5447M|4621B 1620B|   0    64M|   0  4913 |  20k   37k|1.93 1.65 0.94|3.0   0 222|   0     0 |           | 11   38    0   23    0
Apr 01 18:29:01 ubuntu dstat.sh[65024]: 01-04 18:29:01| 43  11  31  13   0|1716M  376M  178M 5457M|5057B 1662B|   0    92M|   0  6310 |  20k   42k|2.10 1.69 0.96|4.0   0  31|   0     0 |           | 11   38    0   23    0
Apr 01 18:29:02 ubuntu dstat.sh[65024]: 01-04 18:29:02| 35  10  38  13   0|1749M  335M  178M 5465M|4679B 1620B|   0    87M|   0  6059 |  19k   40k|2.10 1.69 0.96|3.0 1.0  42|   0     0 |           | 11   40    0   23    0
Apr 01 18:29:03 ubuntu dstat.sh[65024]: 01-04 18:29:03| 31  10  44  13   0|1691M  390M  178M 5468M|4635B 1457B|   0    63M|   0  5039 |  19k   37k|2.10 1.69 0.96|2.0   0 168|   0     0 |           | 11   38    0   23    0
Apr 01 18:29:04 ubuntu dstat.sh[65024]: 01-04 18:29:04| 28  15  55   0   0|1446M  635M  178M 5468M|4677B 1619B|   0  3046k|   0   179 |4755  3755 |2.10 1.69 0.96|1.0   0 249|   0     0 |           | 11   34    0   23    0
Apr 01 18:29:05 ubuntu dstat.sh[65024]: 01-04 18:29:05| 21   4  73   0   0|1497M  584M  178M 5468M|3695B  646B|   0   761k|   0  45.8 |1862  1437 |2.10 1.69 0.96|1.0   0 1.0|   0     0 |           | 11   34    0   23    0
Apr 01 18:29:06 ubuntu dstat.sh[65024]: 01-04 18:29:06| 23   3  72   1   0|1538M  543M  178M 5468M|4023B  813B|   0  6021k|   0   366 |2313  2503 |2.01 1.68 0.96|2.0   0 2.0|   0     0 |           | 11   36    0   23    0
Apr 01 18:29:07 ubuntu dstat.sh[65024]: 01-04 18:29:07| 23   4  73   0   0|1480M  601M  178M 5468M|4444B 1621B|   0   412k|   0  45.0 |2549  1981 |2.01 1.68 0.96|2.0   0  27|   0     0 |           | 11   34    0   23    0
Apr 01 18:29:08 ubuntu dstat.sh[65024]: 01-04 18:29:08| 22   3  73   0   0|1502M  580M  178M 5468M|4155B 1457B|   0     0 |   0     0 |1799  1259 |2.01 1.68 0.96|2.0   0 1.0|   0     0 |           | 11   34    0   23    0
Apr 01 18:29:09 ubuntu dstat.sh[65024]: 01-04 18:29:09| 24   2  73   0   0|1522M  559M  178M 5468M|4518B 1500B|   0   144k|   0  20.0 |2000  1609 |2.01 1.68 0.96|2.0   0 2.0|   0     0 |           | 11   36    0   23    0
Apr 01 18:29:10 ubuntu dstat.sh[65024]: 01-04 18:29:10| 15  28  57   0   0|1428M  653M  178M 5468M|4743B 1621B|   0   612k|   0  39.0 |6045  5318 |2.01 1.68 0.96|3.0   0 686|   0     0 |           | 11   34    0   23    0
Apr 01 18:29:11 ubuntu dstat.sh[65024]: 01-04 18:29:11|  9  32  57   0   0|1412M  669M  178M 5468M|5291B 1454B|   0   527k|   0  76.8 |6703  5529 |2.01 1.68 0.96|2.0   0 703|   0     0 |           | 11   34    0   23    0
Apr 01 18:29:12 ubuntu dstat.sh[65024]: 01-04 18:29:12|  8  22  68   0   0|1409M  672M  178M 5468M|5058B 1624B|   0   108k|   0  15.0 |5975  4456 |2.01 1.68 0.96|1.0   0 461|   0     0 |           | 11   34    0   17    0
Apr 01 18:29:13 ubuntu dstat.sh[65024]: 01-04 18:29:13|  8  20  70   0   0|1381M  700M  178M 5468M|5040B 1620B|   0    16k|   0  4.00 |5804  4330 |2.01 1.68 0.96|1.0   0 384|   0     0 |           | 11   34    0   17    0
Apr 01 18:29:14 ubuntu dstat.sh[65024]: 01-04 18:29:14| 12  20  66   0   0|1389M  692M  178M 5469M|4344B 1509B|   0    32k|   0  7.99 |6206  5690 |2.01 1.68 0.96|1.0   0 353|   0     0 |           | 11   34    0   17    0
Apr 01 18:29:15 ubuntu dstat.sh[65024]: 01-04 18:29:15| 32  15  52   0   0|1396M  685M  178M 5469M|5204B 1565B|   0     0 |   0     0 |5094  5162 |2.01 1.68 0.96|2.0   0 191|   0     0 |           | 11   35    0   17    0
Apr 01 18:29:16 ubuntu dstat.sh[65024]: 01-04 18:29:16| 43   8  49   0   0|1490M  590M  178M 5469M|5550B 1624B|   0     0 |   0     0 |2829  1595 |2.01 1.69 0.97|2.0   0   0|   0     0 |           | 11   35    0   15    0
Apr 01 18:29:17 ubuntu dstat.sh[65024]: 01-04 18:29:17| 46   5  48   0   0|1564M  517M  178M 5469M|5573B 1618B|   0  2065k|   0   233 |3804  2906 |2.01 1.69 0.97|2.0   0  19|   0     0 |           | 11   51    0   15    0
Apr 01 18:29:18 ubuntu dstat.sh[65024]: 01-04 18:29:18| 33  12  54   0   0|1594M  483M  178M 5473M|5697B 1619B|   0    76k|   0  11.0 |5073  8548 |2.01 1.69 0.97|1.0   0 128|   0     0 |           | 11   50    0   16    0
Apr 01 18:29:19 ubuntu dstat.sh[65024]: 01-04 18:29:19| 13  19  66   1   0|1597M  480M  178M 5473M|5669B 1623B|   0   453k|   0  22.0 |6092  6736 |2.01 1.69 0.97|2.0   0 302|   0     0 |           | 11   50    0   16    0
Apr 01 18:29:20 ubuntu dstat.sh[65024]: 01-04 18:29:20|  9   5  85   0   0|1601M  475M  178M 5473M|4904B 1615B|   0   327k|   0  17.9 |3002  3920 |2.01 1.69 0.97|  0   0  64|   0     0 |           | 11   50    0   16    0
Apr 01 18:29:21 ubuntu dstat.sh[65024]: 01-04 18:29:21|  0   0  97   0   0|1601M  475M  178M 5473M|4728B 1512B|   0  1624k|   0  11.0 | 721  1029 |1.85 1.66 0.96|  0   0 3.0|   0     0 |           | 11   50    0   15    0
Apr 01 18:29:22 ubuntu dstat.sh[65024]: 01-04 18:29:22|  1   1  98   0   0|1601M  475M  178M 5473M|4426B 1566B|   0     0 |   0     0 | 768  1034 |1.85 1.66 0.96|  0   0 4.0|   0     0 |           | 11   50    0   15    0
Apr 01 18:29:23 ubuntu dstat.sh[65024]: 01-04 18:29:23|  1   1  98   0   0|1601M  475M  178M 5473M|4279B 1458B|   0   260k|   0  2.00 | 737   988 |1.85 1.66 0.96|  0   0 1.0|   0     0 |           | 11   50    0   15    0
Apr 01 18:29:24 ubuntu dstat.sh[65024]: 01-04 18:29:24|  4   5  89   0   0|1594M  482M  178M 5473M|4864B 1714B|   0  4096B|   0  1.00 |2225  2088 |1.85 1.66 0.96|1.0   0  87|   0     0 |           | 11   50    0   15    0
Apr 01 18:29:25 ubuntu dstat.sh[65024]: 01-04 18:29:25| 18  19  63   0   0|1603M  473M  178M 5473M|4826B 1460B|   0     0 |   0     0 |5287  6072 |1.85 1.66 0.96|1.0   0 256|   0     0 |           | 11   50    0   15    0
Apr 01 18:29:26 ubuntu dstat.sh[65024]: 01-04 18:29:26| 11  19  69   0   0|1611M  465M  178M 5473M|4778B 1607B|   0    88k|   0  3.00 |5094  4147 |1.78 1.65 0.96|3.0   0 291|   0     0 |           | 12   50    0   15    0
Apr 01 18:29:27 ubuntu dstat.sh[65024]: 01-04 18:29:27| 20  18  61   0   0|1629M  447M  178M 5473M|5132B 1603B|   0  1137k|   0  32.0 |6433  7783 |1.78 1.65 0.96|3.0   0 244|   0     0 |           | 12   66    0   15    0
Apr 01 18:29:28 ubuntu dstat.sh[65024]: 01-04 18:29:28|  6   8  84   0   0|1629M  447M  178M 5473M|4355B 1562B|   0  2641k|   0  32.9 |2749  2852 |1.78 1.65 0.96|1.0   0 179|   0     0 |           | 12   66    0   15    0
Apr 01 18:29:29 ubuntu dstat.sh[65024]: 01-04 18:29:29| 15  18  66   0   0|1624M  451M  178M 5474M|4583B 1460B|   0   184k|   0  14.0 |6456  7277 |1.78 1.65 0.96|1.0   0 263|   0     0 |           | 14   66    0   13    0
Apr 01 18:29:30 ubuntu dstat.sh[65024]: 01-04 18:29:30| 11  16  72   0   0|1625M  451M  178M 5473M|4593B 1512B|   0   472k|   0  28.0 |4794  3940 |1.78 1.65 0.96|1.0   0 261|   0     0 |           | 14   68    0   13    0
Apr 01 18:29:31 ubuntu dstat.sh[65024]: 01-04 18:29:31|  9  20  69   0   0|1601M  475M  178M 5473M|4620B 1607B|   0    92k|   0  11.0 |5077  3592 |1.72 1.64 0.97|2.0   0 279|   0     0 |           | 14   68    0   13    0
Apr 01 18:29:32 ubuntu dstat.sh[65024]: 01-04 18:29:32| 13  19  66   0   0|1601M  475M  178M 5474M|4571B 1547B|   0  5319k|   0   382 |5167  4708 |1.72 1.64 0.97|3.0   0 258|   0     0 |           | 14   68    0   13    0
Apr 01 18:29:33 ubuntu dstat.sh[65024]: 01-04 18:29:33| 24  23  52   0   0|1652M  424M  178M 5474M|5364B 1627B|   0   277k|   0  8.04 |5875  6135 |1.72 1.64 0.97|2.0   0 369|   0     0 |           | 14   68    0   13    0
Apr 01 18:29:34 ubuntu dstat.sh[65024]: 01-04 18:29:34| 34  26  39   0   0|1742M  334M  178M 5474M|5337B 1569B|   0   277k|   0  3.01 |7241    16k|1.72 1.64 0.97|2.0   0 638|   0     0 |           | 14   68    0   14    0
Apr 01 18:29:35 ubuntu dstat.sh[65024]: 01-04 18:29:35| 29  25  44   0   0|1863M  210M  178M 5475M|5740B 1348B|   0    32k|   0  7.99 |7077  7793 |1.72 1.64 0.97|3.0   0 517|   0     0 |           | 14   72    0   16    0
Apr 01 18:29:36 ubuntu dstat.sh[65024]: 01-04 18:29:36| 36  22  41   0   0|1895M  179M  178M 5475M|5430B 1189B|   0   537k|   0  8.01 |6189  6087 |1.74 1.64 0.97|3.0   0 261|   0     0 |           | 14   72    0   16    0
Apr 01 18:29:37 ubuntu dstat.sh[65024]: 01-04 18:29:37| 57  26  17   0   0|1977M  166M  172M 5414M|6233B 1708B|   0    12k|   0  3.00 |5187  4427 |1.74 1.64 0.97|3.0   0 416|   0     0 |           | 14   72    0   15    0
Apr 01 18:29:38 ubuntu dstat.sh[65024]: 01-04 18:29:38| 57  25  18   0   0|2076M  182M  169M 5304M|4638B 1458B| 160k 6680k|4.00   490 |6449  8478 |1.74 1.64 0.97|3.0   0 300|   0     0 |           | 14   72    0   15    0
Apr 01 18:29:39 ubuntu dstat.sh[65024]: 01-04 18:29:39| 66  26   7   1   0|2185M  142M  170M 5236M|3854B  539B| 543k 1573k|78.9   107 |5359  5181 |1.74 1.64 0.97|4.0   0 441|   0     0 |           | 14   72    0   15    0
Apr 01 18:29:40 ubuntu dstat.sh[65024]: 01-04 18:29:40| 72  23   3   1   0|2377M  134M  169M 5057M|4501B 1571B| 249k 5547k|19.1   497 |7590    11k|1.74 1.64 0.97| 10   0 280|   0     0 |           | 14   76    0   15    0
Apr 01 18:29:41 ubuntu dstat.sh[65024]: 01-04 18:29:41| 64  25   6   4   0|2439M  184M  168M 4948M|4908B 1512B| 120k   33M|5.00  2393 |  15k   26k|1.92 1.68 0.99|7.0 1.0 368|   0     0 |           | 14   78    0   14    0
Apr 01 18:29:42 ubuntu dstat.sh[65024]: 01-04 18:29:42| 69  25   5   1   0|2567M  125M  168M 4881M|4787B 1608B| 472k 5421k|27.0   296 |  10k   20k|1.92 1.68 0.99| 11   0 360|   0     0 |           | 14   87    0   20    0
Apr 01 18:29:43 ubuntu dstat.sh[65024]: 01-04 18:29:43| 58  24  18   0   0|2648M  186M  168M 4741M|3496B  756B| 448k  960k|10.0  51.0 |7762    11k|1.92 1.68 0.99|4.0   0 395|   0     0 |           | 14   95    0   23    0
Apr 01 18:29:44 ubuntu dstat.sh[65024]: 01-04 18:29:44| 42  27  30   0   0|2744M  157M  168M 4676M|4157B 1240B|   0   783k|   0  33.0 |7643  9359 |1.92 1.68 0.99|2.0   0 410|   0     0 |           | 14   95    0   23    0
Apr 01 18:29:45 ubuntu dstat.sh[65024]: 01-04 18:29:45| 38  20  41   0   0|2823M  146M  168M 4610M|4731B 1617B|   0  3561k|   0   188 |6090  8847 |1.92 1.68 0.99|3.0   0 301|   0     0 |           | 14   97    0   21    0
Apr 01 18:29:46 ubuntu dstat.sh[65024]: 01-04 18:29:46| 49  14  37   0   0|2940M  160M  168M 4482M|5000B 1621B|2978k   64k|33.0  4.00 |5129  7467 |2.09 1.72 1.00|3.0   0 136|   0     0 |           | 14  100    0   24    0
Apr 01 18:29:47 ubuntu dstat.sh[65024]: 01-04 18:29:47| 30  12  56   0   0|2994M  171M  168M 4419M|4542B 1605B|8210B 1339k|2.00  74.2 |4760  4115 |2.09 1.72 1.00|1.0   0 144|   0     0 |           | 14  103    0   24    0
Apr 01 18:29:48 ubuntu dstat.sh[65024]: 01-04 18:29:48|  8  20  70   0   0|3002M  163M  168M 4419M|4981B 1620B|   0    80k|   0  6.00 |5013  3389 |2.09 1.72 1.00|1.0   0 256|   0     0 |           | 14  103    0   24    0
Apr 01 18:29:49 ubuntu dstat.sh[65024]: 01-04 18:29:49|  8  19  71   0   0|3007M  158M  168M 4419M|5204B 1618B|4092B  132k|1.00  13.0 |5089  3644 |2.09 1.72 1.00|2.0   0 262|   0     0 |           | 14  103    0   23    0
Apr 01 18:29:50 ubuntu dstat.sh[65024]: 01-04 18:29:50|  8  20  71   0   0|3007M  158M  168M 4419M|5611B 1563B|4088B   36k|1.00  4.99 |5300  3765 |2.09 1.72 1.00|1.0   0 307|   0     0 |           | 14  103    0   23    0
Apr 01 18:29:51 ubuntu dstat.sh[65024]: 01-04 18:29:51| 21   5  73   0   0|3069M  161M  168M 4355M|6149B 1623B|8208B  433k|1.00  2.00 |2069  1550 |2.00 1.71 1.00|1.0   0  21|   0     0 |           | 14  103    0   23    0
Apr 01 18:29:52 ubuntu dstat.sh[65024]: 01-04 18:29:52| 17   3  78   0   0|3077M  153M  168M 4355M|  12k 7989B|  48k  172k|6.00  17.0 |2739  2819 |2.00 1.71 1.00|2.0   0 2.0|   0     0 |           | 14  108    0   23    0
Apr 01 18:29:53 ubuntu dstat.sh[65024]: 01-04 18:29:53| 21   7  72   0   0|3065M  165M  168M 4355M|  22k   17k|   0   296k|   0  29.0 |2670  2065 |2.00 1.71 1.00|1.0   0  66|   0     0 |           | 14  113    0   23    0
Apr 01 18:29:54 ubuntu dstat.sh[65024]: 01-04 18:29:54| 19   3  78   1   0|3102M  128M  168M 4355M|  10k 7283B|   0   260k|   0  25.0 |2221  2129 |2.00 1.71 1.00|1.0   0 1.0|   0     0 |           | 14  116    0   23    0
Apr 01 18:29:55 ubuntu dstat.sh[65024]: 01-04 18:29:55| 20   3  76   0   0|3102M  127M  168M 4355M|5533B 2278B|   0   627k|   0  40.0 |2352  2429 |2.00 1.71 1.00|2.0   0 1.0|   0     0 |           | 14  120    0   23    0
Apr 01 18:29:56 ubuntu dstat.sh[65024]: 01-04 18:29:56| 37   8  50   2   0|3185M  173M  169M 4230M|5911B 2760B| 372k 9125k|22.0   666 |8303    13k|2.00 1.71 1.01|1.0   0 6.0|   0     0 |           | 14  124    0   25    0
Apr 01 18:29:57 ubuntu dstat.sh[65024]: 01-04 18:29:57| 18  10  70   0   0|3153M  205M  169M 4230M|4416B 1667B|8187B  588k|2.00  48.0 |3629  3139 |2.00 1.71 1.01|1.0   0 114|   0     0 |           | 14  128    0   19    0
Apr 01 18:29:58 ubuntu dstat.sh[65024]: 01-04 18:29:58| 18   3  78   1   0|3183M  176M  169M 4230M|  11k 7966B|  32k  352k|2.00  25.0 |2359  2281 |2.00 1.71 1.01|1.0   0 1.0|   0     0 |           | 14  129    0   19    0
Apr 01 18:29:59 ubuntu dstat.sh[65024]: 01-04 18:29:59| 20   3  74   0   0|3183M  175M  169M 4230M|6732B 3490B|  84k   11M|5.99   659 |3307  3719 |2.00 1.71 1.01|1.0   0   0|   0     0 |           | 14  129    0   19    0
Apr 01 18:30:00 ubuntu dstat.sh[65024]: 01-04 18:30:00| 35  12  52   1   0|3245M  175M  169M 4169M|6196B 2807B|8208B  982k|2.00  95.2 |5032  5133 |2.00 1.71 1.01|2.0   0  95|   0     0 |           | 14  128    0   20    0
Apr 01 18:30:01 ubuntu dstat.sh[65024]: 01-04 18:30:01| 39   7  53   0   0|3287M  196M  169M 4109M|6814B 3771B|   0   403k|   0  23.0 |2924  1564 |2.00 1.72 1.01|1.0   0 4.0|   0     0 |           | 14  129    0   20    0
Apr 01 18:30:02 ubuntu dstat.sh[65024]: 01-04 18:30:02| 19   6  74   0   0|3256M  227M  169M 4109M|  25k   21k|   0  1757k|   0   102 |2886  2319 |2.00 1.72 1.01|1.0   0  56|   0     0 |           | 14  128    0   21    0
Apr 01 18:30:03 ubuntu dstat.sh[65024]: 01-04 18:30:03| 19   4  77   0   0|3318M  165M  169M 4109M|6292B 3588B|8196B  128k|2.00  13.0 |1852  1388 |2.00 1.72 1.01|  0   0   0|   0     0 |           | 14  129    0   21    0
Apr 01 18:30:04 ubuntu dstat.sh[65024]: 01-04 18:30:04| 17   4  76   0   0|3251M  231M  169M 4109M|  25k   22k|   0    32k|   0  4.00 |2537  1921 |2.00 1.72 1.01|2.0   0  51|   0     0 |           | 14  128    0   22    0
Apr 01 18:30:05 ubuntu dstat.sh[65024]: 01-04 18:30:05| 21   4  75   0   0|3300M  183M  169M 4109M|5476B 2310B|   0     0 |   0     0 |1768  1344 |2.00 1.72 1.01|  0   0   0|   0     0 |           | 14  129    0   22    0
Apr 01 18:30:06 ubuntu dstat.sh[65024]: 01-04 18:30:06| 24   5  69   1   0|3303M  179M  169M 4109M|  12k 8428B|8176B 1074k|2.00   124 |7325    13k|1.84 1.69 1.01|2.0   0  33|   0     0 |           | 14  136    0   28    0
Apr 01 18:30:07 ubuntu dstat.sh[65024]: 01-04 18:30:07| 19   9  71   0   0|3314M  168M  169M 4109M|5210B 1567B|  64k  272k|8.01  16.0 |3029  2262 |1.84 1.69 1.01|1.0   0  84|   0     0 |           | 14  136    0   28    0
Apr 01 18:30:08 ubuntu dstat.sh[65024]: 01-04 18:30:08| 18   3  79   0   0|3338M  144M  169M 4109M|  27k   23k|   0   232k|   0  13.0 |1834  1478 |1.84 1.69 1.01|1.0   0   0|   0     0 |           | 14  137    0   28    0
Apr 01 18:30:09 ubuntu dstat.sh[65024]: 01-04 18:30:09| 20   7  72   0   0|3314M  168M  169M 4109M|4681B 1741B|   0  4190k|   0  61.0 |2541  1934 |1.84 1.69 1.01|2.0   0  56|   0     0 |           | 14  136    0   29    0
Apr 01 18:30:10 ubuntu dstat.sh[65024]: 01-04 18:30:10| 16   2  81   0   0|3330M  152M  169M 4109M|  11k 8264B|   0   172k|   0  13.0 |1826  1665 |1.84 1.69 1.01|2.0   0   0|   0     0 |           | 14  137    0   29    0
