May 20 08:20:29 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 20 08:20:29 ubuntu dstat.sh[64862]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 20 08:20:29 ubuntu dstat.sh[64862]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 20 08:24:51 ubuntu dstat.sh[64862]: 20-05 08:24:51| 47   7  45   0   0|2934M  127M  170M 4518M|4565B 1622B|   0  1021k|   0  50.1 |3680  5097 |2.02 1.60 0.89|3.0   0 4.0|   0     0 |           | 14   85    1   21    0
May 20 08:24:52 ubuntu dstat.sh[64862]: 20-05 08:24:52| 11  20  66   1   0|2937M  189M  170M 4454M|4727B 1616B|4085B   18M|1.00   851 |6115  5748 |2.02 1.60 0.89|1.0   0 296|   0     0 |           | 14   88    1   21    0
May 20 08:24:53 ubuntu dstat.sh[64862]: 20-05 08:24:53|  8  20  70   0   0|2948M  178M  170M 4454M|5192B 1462B|  12k  120k|3.01  11.0 |5035  3542 |2.02 1.60 0.89|1.0   0 269|   0     0 |           | 14   88    1   19    0
May 20 08:24:54 ubuntu dstat.sh[64862]: 20-05 08:24:54|  8  19  70   0   0|2953M  173M  170M 4454M|6290B 1618B|   0   116k|   0  11.0 |5070  3594 |2.02 1.60 0.89|1.0   0 277|   0     0 |           | 14   88    1   19    0
May 20 08:24:55 ubuntu dstat.sh[64862]: 20-05 08:24:55| 14  12  72   0   0|2995M  131M  170M 4454M|5919B 1610B|   0     0 |   0     0 |3524  2471 |2.02 1.60 0.89|1.0   0 149|   0     0 |           | 14   88    1   19    0
May 20 08:24:56 ubuntu dstat.sh[64862]: 20-05 08:24:56| 24   6  69   0   0|3028M  164M  170M 4390M|  11k 7370B|  64k  378k|5.03  4.02 |3089    10k|1.94 1.59 0.90|1.0   0  36|   0     0 |           | 14   89    1   20    0
May 20 08:24:57 ubuntu dstat.sh[64862]: 20-05 08:24:57| 18   7  74   1   0|3021M  170M  170M 4390M|  21k   18k|  12k 1998k|3.00  22.0 |3166  2803 |1.94 1.59 0.90|1.0   0  63|   0     0 |           | 14   90    1   13    0
May 20 08:24:58 ubuntu dstat.sh[64862]: 20-05 08:24:58| 21   4  73   0   0|3078M  179M  170M 4327M|6046B 3674B|8188B  444k|2.00  30.0 |1975  1503 |1.94 1.59 0.90|  0   0 2.0|   0     0 |           | 14   95    1   13    0
May 20 08:24:59 ubuntu dstat.sh[64862]: 20-05 08:24:59| 19   3  77   0   0|3077M  180M  170M 4327M|9522B 5967B|4097B  332k|1.00  36.0 |2696  2961 |1.94 1.59 0.90|1.0   0 2.0|   0     0 |           | 14  101    1   13    0
May 20 08:25:00 ubuntu dstat.sh[64862]: 20-05 08:25:00| 27  14  57   1   0|3083M  174M  170M 4328M|5418B 1620B| 500k 2064k|32.0   219 |6866  9551 |1.94 1.59 0.90|1.0   0 335|   0     0 |           | 14  104    1   13    0
May 20 08:25:01 ubuntu dstat.sh[64862]: 20-05 08:25:01| 28   9  61   0   0|3010M  246M  170M 4328M|6326B 2829B|4095B 1068k|1.00  96.0 |5232  5643 |1.94 1.60 0.90|1.0   0 115|   0     0 |           | 14  105    1   15    0
May 20 08:25:02 ubuntu dstat.sh[64862]: 20-05 08:25:02| 22   5  73   1   0|3052M  204M  170M 4328M|6649B 3212B|   0   688k|   0  53.0 |2328  2115 |1.94 1.60 0.90|2.0   0 3.0|   0     0 |           | 14  110    1   15    0
May 20 08:25:03 ubuntu dstat.sh[64862]: 20-05 08:25:03| 16   2  79   0   0|3053M  203M  170M 4328M|  12k 8448B|  32k  600k|2.00  37.0 |2352  2525 |1.94 1.60 0.90|2.0   0 1.0|   0     0 |           | 14  110    1   15    0
May 20 08:25:04 ubuntu dstat.sh[64862]: 20-05 08:25:04| 29   7  62   1   0|3009M  247M  170M 4328M|6331B 2922B| 176k 1908k|10.0   197 |5330  7133 |1.94 1.60 0.90|2.0   0  10|   0     0 |           | 14  111    1   16    0
May 20 08:25:05 ubuntu dstat.sh[64862]: 20-05 08:25:05| 40  12  47   1   0|3134M  122M  170M 4328M|4895B 1532B|   0  2836k|   0   176 |3935  2958 |1.94 1.60 0.90|2.0   0  91|   0     0 |           | 14  111    1   16    0
May 20 08:25:06 ubuntu dstat.sh[64862]: 20-05 08:25:06| 32   4  63   0   0|3169M  151M  170M 4265M|  27k   24k|   0  4096B|   0  1.00 |2605  1583 |2.03 1.62 0.91|1.0   0 6.0|   0     0 |           | 14  111    1   17    0
May 20 08:25:07 ubuntu dstat.sh[64862]: 20-05 08:25:07| 19   7  72   1   0|3168M  153M  170M 4265M|4862B 1663B|8195B 2549k|2.00   127 |2663  2278 |2.03 1.62 0.91|1.0   0  55|   0     0 |           | 14  111    1   17    0
May 20 08:25:08 ubuntu dstat.sh[64862]: 20-05 08:25:08| 18   1  80   0   0|3179M  142M  170M 4265M|  26k   23k|   0    72k|   0  5.99 |1867  1462 |2.03 1.62 0.91|2.0   0   0|   0     0 |           | 14  111    1   18    0
May 20 08:25:09 ubuntu dstat.sh[64862]: 20-05 08:25:09| 19   8  72   0   0|3151M  233M  170M 4203M|4865B 1712B|   0     0 |   0     0 |2527  1795 |2.03 1.62 0.91|1.0   0  51|   0     0 |           | 14  111    1   18    0
May 20 08:25:10 ubuntu dstat.sh[64862]: 20-05 08:25:10| 17   5  77   0   0|3165M  219M  170M 4203M|  11k 8139B|  36k  276k|5.00  27.0 |2622  2461 |2.03 1.62 0.91|4.0   0  86|   0     0 |           | 14  112    1   18    0
May 20 08:25:11 ubuntu dstat.sh[64862]: 20-05 08:25:11| 18   8  71   0   0|3131M  253M  170M 4203M|5966B 2765B|4092B 1283k|1.00   120 |3930  4205 |1.94 1.61 0.91|2.0   0  82|   0     0 |           | 14  111    1   19    0
May 20 08:25:12 ubuntu dstat.sh[64862]: 20-05 08:25:12| 19   3  78   0   0|3166M  218M  170M 4203M|  10k 7260B|   0   265k|   0  17.1 |1824  1363 |1.94 1.61 0.91|1.0   0   0|   0     0 |           | 14  112    1   19    0
May 20 08:25:13 ubuntu dstat.sh[64862]: 20-05 08:25:13| 19   6  73   0   0|3114M  271M  170M 4203M|  22k   18k|   0  3080k|   0   318 |2646  1805 |1.94 1.61 0.91|1.0   0  55|   0     0 |           | 14  111    1   20    0
May 20 08:25:14 ubuntu dstat.sh[64862]: 20-05 08:25:14| 18   2  78   0   0|3165M  219M  170M 4203M|7331B 4003B|   0   212k|   0  10.0 |1736  1313 |1.94 1.61 0.91|3.0   0 1.0|   0     0 |           | 14  112    1   20    0
May 20 08:25:15 ubuntu dstat.sh[64862]: 20-05 08:25:15| 19   4  73   1   0|3167M  216M  170M 4203M|9526B 5878B|   0  1905k|   0   234 |4570  6627 |1.94 1.61 0.91|1.0   0 1.0|   0     0 |           | 14  113    1   20    0
May 20 08:25:16 ubuntu dstat.sh[64862]: 20-05 08:25:16| 25   5  68   1   0|3165M  219M  170M 4203M|6108B 2710B|   0  1346k|   0   149 |5090  7147 |1.87 1.60 0.91|1.0   0  18|   0     0 |           | 14  112    1   22    0
May 20 08:25:17 ubuntu dstat.sh[64862]: 20-05 08:25:17| 21   5  72   0   0|3236M  148M  170M 4203M|4967B 1616B|   0  1053k|   0  64.8 |2424  2106 |1.87 1.60 0.91|1.0   0  35|   0     0 |           | 14  112    1   22    0
May 20 08:25:18 ubuntu dstat.sh[64862]: 20-05 08:25:18| 13   2  84   0   0|3232M  151M  170M 4203M|  15k   11k| 112k 2828k|6.00   317 |2137  2177 |1.87 1.60 0.91|2.0   0   0|   0     0 |           | 14  113    1   22    0
May 20 08:25:19 ubuntu dstat.sh[64862]: 20-05 08:25:19| 24   4  68   1   0|3229M  155M  170M 4203M|5346B 1619B| 112k 1176k|5.00   128 |4586  6052 |1.87 1.60 0.91|1.0   0   0|   0     0 |           | 14  113    1   22    0
May 20 08:25:20 ubuntu dstat.sh[64862]: 20-05 08:25:20| 30   9  59   1   0|3212M  172M  170M 4204M|6365B 2485B|   0  1535k|   0   141 |5922  7531 |1.87 1.60 0.91|1.0   0  78|   0     0 |           | 14  114    1   23    0
May 20 08:25:21 ubuntu dstat.sh[64862]: 20-05 08:25:21| 19   3  78   0   0|3228M  156M  170M 4204M|  10k 7174B|   0   536k|   0  32.0 |1758  1367 |1.80 1.59 0.91|1.0   0   0|   0     0 |           | 14  115    1   23    0
May 20 08:25:22 ubuntu dstat.sh[64862]: 20-05 08:25:22| 17   8  74   1   0|3196M  188M  170M 4204M|8997B 5610B|   0  1167k|   0   135 |4043  4506 |1.80 1.59 0.91|  0   0  79|   0     0 |           | 14  114    1   24    0
May 20 08:25:23 ubuntu dstat.sh[64862]: 20-05 08:25:23| 21   7  70   1   0|3207M  176M  170M 4204M|5028B 1616B|  48k 5666k|2.99   318 |3145  3242 |1.80 1.59 0.91|1.0   0  68|   0     0 |           | 14  114    1   24    0
May 20 08:25:24 ubuntu dstat.sh[64862]: 20-05 08:25:24| 15   2  82   0   0|3212M  171M  170M 4204M|  16k   13k|   0   416k|   0  22.0 |2087  1927 |1.80 1.59 0.91|1.0   0 1.0|   0     0 |           | 14  115    1   24    0
May 20 08:25:25 ubuntu dstat.sh[64862]: 20-05 08:25:25| 26   6  66   1   0|3212M  171M  170M 4204M|4614B 1462B|   0  1260k|   0   142 |6078  8376 |1.80 1.59 0.91|3.0   0   0|   0     0 |           | 14  115    1   24    0
May 20 08:25:26 ubuntu dstat.sh[64862]: 20-05 08:25:26| 35  11  52   1   0|3143M  239M  170M 4204M|6177B 3211B| 440k 1405k|71.0   142 |9668    14k|2.06 1.65 0.94|3.0   0 148|   0     0 |           | 14  114    1   25    0
May 20 08:25:27 ubuntu dstat.sh[64862]: 20-05 08:25:27| 27   9  62   0   0|3208M  174M  170M 4204M|4960B 1955B|  16k 1245k|1.00  85.8 |5068  6140 |2.06 1.65 0.94|1.0   0 141|   0     0 |           | 14  114    1   25    0
May 20 08:25:28 ubuntu dstat.sh[64862]: 20-05 08:25:28| 19   3  77   0   0|3223M  159M  170M 4205M|  12k 9033B|8195B  536k|2.00  32.0 |2179  1764 |2.06 1.65 0.94|1.0   0   0|   0     0 |           | 14  114    1   26    0
May 20 08:25:29 ubuntu dstat.sh[64862]: 20-05 08:25:29|  9  19  69   0   0|3216M  166M  170M 4205M|4844B 1548B|   0  2756k|   0   305 |5326  3830 |2.06 1.65 0.94|1.0   0 298|   0     0 |           | 14  114    1   26    0
May 20 08:25:30 ubuntu dstat.sh[64862]: 20-05 08:25:30| 10  21  67   0   0|3164M  218M  170M 4205M|6269B 1667B|4108B  566k|1.00  33.1 |5311  3725 |2.06 1.65 0.94|2.0   0 284|   0     0 |           | 14  114    0   26    0
May 20 08:25:31 ubuntu dstat.sh[64862]: 20-05 08:25:31| 18  16  64   1   0|3158M  224M  170M 4205M|5041B 1620B|   0  2308k|   0   142 |5620  7018 |1.97 1.64 0.94|1.0   0 194|   0     0 |           | 14  114    0   26    0
May 20 08:25:32 ubuntu dstat.sh[64862]: 20-05 08:25:32| 30  22  45   0   0|3196M  186M  170M 4205M|4965B 1833B|   0   343k|   0  28.9 |6843  5961 |1.97 1.64 0.94|5.0   0 499|   0     0 |           | 14  114    0   26    0
May 20 08:25:33 ubuntu dstat.sh[64862]: 20-05 08:25:33| 32  21  44   0   0|3256M  126M  170M 4206M|4559B 1620B|  80k  748k|5.00  49.0 |7922  9485 |1.97 1.64 0.94|1.0   0 380|   0     0 |           | 14  120    0   26    0
May 20 08:25:34 ubuntu dstat.sh[64862]: 20-05 08:25:34| 43  23  34   0   0|3335M  161M  170M 4094M|4712B 1454B|  92k  227k|4.99  15.0 |6051  7420 |1.97 1.64 0.94| 11   0 343|   0     0 |           | 16  120    0   26    0
May 20 08:25:35 ubuntu dstat.sh[64862]: 20-05 08:25:35| 54  29  17   0   0|3467M  164M  170M 3960M|5516B 1725B|  40k  447k|6.04  31.2 |6901  9237 |1.97 1.64 0.94|4.0   0 469|   0     0 |           | 16  126    0   26    0
May 20 08:25:36 ubuntu dstat.sh[64862]: 20-05 08:25:36| 47  18  33   0   0|3535M  138M  170M 3919M|6009B 1617B|  16k  783k|3.00  48.9 |7160    12k|2.21 1.69 0.96|3.0   0 264|   0     0 |           | 16  142    0   26    0
May 20 08:25:37 ubuntu dstat.sh[64862]: 20-05 08:25:37| 34  25  41   0   0|3591M  128M  170M 3873M|6060B 2039B|   0   492k|   0  9.01 |  14k 5221 |2.21 1.69 0.96|2.0   0 517|   0     0 |           | 16  142    0   26    0
May 20 08:25:38 ubuntu dstat.sh[64862]: 20-05 08:25:38| 23  24  51   0   0|3629M  144M  170M 3820M|5478B 1458B|  76k  424k|2.00  27.0 |6023  4814 |2.21 1.69 0.96|1.0   0 380|   0     0 |           | 17  142    0   26    2
May 20 08:25:39 ubuntu dstat.sh[64862]: 20-05 08:25:39| 17  17  64   0   0|3636M  137M  170M 3820M|4847B 1616B|   0   188k|   0  8.98 |5950  7132 |2.21 1.69 0.96|1.0   0 220|   0     0 |           | 17  142    0   26    2
May 20 08:25:40 ubuntu dstat.sh[64862]: 20-05 08:25:40| 28  23  48   0   0|3688M  181M  170M 3725M|5436B 1626B|   0   189k|   0  12.0 |5994  4985 |2.21 1.69 0.96|5.0   0 358|   0     0 |           | 17  142    0   26    2
May 20 08:25:41 ubuntu dstat.sh[64862]: 20-05 08:25:41| 32  25  42   0   0|3762M  162M  170M 3673M|4431B 1687B|   0   251k|   0  19.0 |6346  6401 |2.20 1.70 0.97|2.0   0 368|   0     0 |           | 17  150    0   26    0
May 20 08:25:42 ubuntu dstat.sh[64862]: 20-05 08:25:42| 23  19  57   0   0|3800M  124M  170M 3673M|4728B 1549B|  20k  268k|2.00  15.0 |5507  6139 |2.20 1.70 0.97|5.0   0 254|   0     0 |           | 17  150    0   24    0
May 20 08:25:43 ubuntu dstat.sh[64862]: 20-05 08:25:43| 36  29  33   0   0|3896M  135M  170M 3567M|5087B 1616B|  24k  922k|2.99  44.9 |8514    11k|2.20 1.70 0.97|4.0   0 511|   0     0 |           | 17  162    0   24    0
May 20 08:25:44 ubuntu dstat.sh[64862]: 20-05 08:25:44| 23  27  48   1   0|3956M  149M  170M 3495M|4863B 1621B|  12k   15M|3.00   844 |9771    13k|2.20 1.70 0.97|1.0   0 442|   0     0 |           | 17  168    0   24    0
May 20 08:25:45 ubuntu dstat.sh[64862]: 20-05 08:25:45|  9  21  68   0   0|3951M  154M  170M 3495M|4775B 1458B|8192B  588k|2.00  34.0 |5712  4449 |2.20 1.70 0.97|1.0   0 306|   0     0 |           | 17  168    0   24    0
May 20 08:25:46 ubuntu dstat.sh[64862]: 20-05 08:25:46| 17  20  62   0   0|3959M  146M  170M 3496M|4767B 1620B|4097B  652k|1.00  46.0 |6905  8229 |2.10 1.68 0.97|1.0   0 288|   0     0 |           | 17  184    0   24    0
May 20 08:25:47 ubuntu dstat.sh[64862]: 20-05 08:25:47| 33  14  52   0   0|4049M  124M  170M 3428M|4705B 1620B| 176k  344k|6.00  23.0 |4364  3362 |2.10 1.68 0.97|2.0   0 117|   0     0 |           | 17  184    0   24    0
May 20 08:25:48 ubuntu dstat.sh[64862]: 20-05 08:25:48| 45  10  46   0   0|4155M  131M  170M 3318M|4648B 1621B| 672k 4982k|17.0   146 |3577  2508 |2.10 1.68 0.97|3.0   0 1.0|   0     0 |           | 17  184    0   24    0
May 20 08:25:49 ubuntu dstat.sh[64862]: 20-05 08:25:49| 37   6  55   0   0|4225M  137M  170M 3243M|4837B 1721B| 104k  400k|7.00  28.0 |3180  2562 |2.10 1.68 0.97|2.0   0  10|   0     0 |           | 17  189    0   24    0
May 20 08:25:50 ubuntu dstat.sh[64862]: 20-05 08:25:50| 28  25  46   1   0|4173M  189M  170M 3244M|5194B 1625B| 935k  506k|11.0  30.1 |6101  5118 |2.10 1.68 0.97|4.0   0 441|   0     0 |           | 17  192    0   16    0
May 20 08:25:51 ubuntu dstat.sh[64862]: 20-05 08:25:51| 30  30  37   0   0|4199M  160M  170M 3246M|  12k 9365B| 931k  619k|20.0  34.0 |6739  6679 |2.17 1.71 0.98|5.0   0 474|   0     0 |           | 17  203    0   16    0
May 20 08:25:52 ubuntu dstat.sh[64862]: 20-05 08:25:52| 47  21  31   0   0|4235M  123M  170M 3248M|5584B 2534B|4085B  874k|1.00  15.0 |6720  9069 |2.17 1.71 0.98|7.0   0 243|   0     0 |           | 17  202    0   17    0
May 20 08:25:53 ubuntu dstat.sh[64862]: 20-05 08:25:53| 67  19  13   0   0|4347M  172M  170M 3091M|  12k 7753B| 231k  287k|13.0  12.0 |4899  3888 |2.17 1.71 0.98|3.0   0 110|   0     0 |           | 17  204    0   17    0
May 20 08:25:54 ubuntu dstat.sh[64862]: 20-05 08:25:54| 59  14  21   5   0|4369M  177M  170M 3065M|  11k 6448B|7986k 1852k| 510   146 |6163  7110 |2.17 1.71 0.98|3.0   0  33|   0     0 |           | 17  211    0   17    0
May 20 08:25:55 ubuntu dstat.sh[64862]: 20-05 08:25:55| 45  20  34   1   0|4465M  120M  170M 3026M|8114B 3589B| 144k  913k|14.0  34.0 |6620  7109 |2.17 1.71 0.98|3.0   0 289|   0     0 |           | 17  211    0   21    0
May 20 08:25:56 ubuntu dstat.sh[64862]: 20-05 08:25:56| 32  27  40   0   0|4464M  119M  170M 3032M|  14k   10k| 208k 9486k|11.0  77.0 |8091    13k|2.24 1.73 0.99|4.0   0 450|   0     0 |           | 17  210    0   22    0
May 20 08:25:57 ubuntu dstat.sh[64862]: 20-05 08:25:57| 50  24  25   0   0|4462M  120M  170M 3031M|4988B 1455B|8175B 3046k|2.00   172 |6702    17k|2.24 1.73 0.99|5.0   0 312|   0     0 |           | 17  210    0   23    0
May 20 08:25:58 ubuntu dstat.sh[64862]: 20-05 08:25:58| 51  27  21   0   0|4534M  131M  170M 2950M|  14k   11k|  44k  999k|4.01  61.2 |7312  9318 |2.24 1.73 0.99|3.0   0 487|   0     0 |           | 17  217    0   23    0
May 20 08:25:59 ubuntu dstat.sh[64862]: 20-05 08:25:59| 58  22  19   0   0|4549M  126M  170M 2940M|7009B 2797B|1308k 1784k|60.0   102 |8289    13k|2.24 1.73 0.99|3.0   0 261|   0     0 |           | 17  220    0   24    0
May 20 08:26:00 ubuntu dstat.sh[64862]: 20-05 08:26:00| 52  29  18   0   0|4632M  197M  170M 2789M|  11k 7231B|  12k  308k|3.00  20.0 |6547  6307 |2.24 1.73 0.99|4.0   0 459|   0     0 |           | 17  221    0   24    0
May 20 08:26:01 ubuntu dstat.sh[64862]: 20-05 08:26:01| 48  22  28   0   0|4642M  184M  170M 2793M|  10k 6757B| 594k  881k|33.9  59.8 |9974    17k|2.46 1.78 1.01|4.0   0 269|   0     0 |           | 17  228    0   26    0
May 20 08:26:02 ubuntu dstat.sh[64862]: 20-05 08:26:02| 68  21  12   0   0|4771M  120M  170M 2729M|6373B 3251B| 599k  599k|15.1  28.1 |6171    14k|2.46 1.78 1.01|3.0   0 137|   0     0 |           | 17  229    0   26    0
May 20 08:26:03 ubuntu dstat.sh[64862]: 20-05 08:26:03| 50   8  40   0   0|4835M  130M  170M 2657M|  21k   17k| 724k 1063k|46.8  54.7 |4425  3861 |2.46 1.78 1.01|6.0   0 4.0|   0     0 |           | 17  231    0   26    0
May 20 08:26:04 ubuntu dstat.sh[64862]: 20-05 08:26:04| 61  13  25   0   0|4871M  147M  170M 2606M|6939B 3092B|1652k  707k|59.3  74.4 |5841  7437 |2.46 1.78 1.01|5.0   0  25|   0     0 |           | 17  239    0   29    0
May 20 08:26:05 ubuntu dstat.sh[64862]: 20-05 08:26:05| 44  24  29   1   0|4866M  176M  171M 2582M|  17k   13k|4145k   15M|63.5  1259 |7622  7706 |2.46 1.78 1.01|4.0   0 365|   0     0 |           | 17  238    0   31    0
May 20 08:26:06 ubuntu dstat.sh[64862]: 20-05 08:26:06| 49  29  22   0   0|4851M  190M  171M 2582M|4517B 1626B|1068k  253k|12.0  25.1 |6459  6089 |2.58 1.82 1.03|3.0   0 447|   0     0 |           | 17  238    0   31    0
May 20 08:26:07 ubuntu dstat.sh[64862]: 20-05 08:26:07| 55  22  22   0   0|4920M  121M  171M 2582M|  13k 9795B| 529k  753k|7.01  19.0 |6597  8619 |2.58 1.82 1.03|7.0   0 267|   0     0 |           | 18  240    0   29    0
May 20 08:26:08 ubuntu dstat.sh[64862]: 20-05 08:26:08| 78  18   4   0   0|4945M  136M  171M 2544M|7399B 4332B|2121k 1152k|89.0  82.0 |6064  5837 |2.58 1.82 1.03|4.0   0  69|   0     0 |           | 18  245    0   31    0
May 20 08:26:09 ubuntu dstat.sh[64862]: 20-05 08:26:09| 81  14   4   1   0|5058M  129M  171M 2441M|  10k 7205B|2565k 1678k| 121   181 |6104  5511 |2.58 1.82 1.03|5.0   0  14|   0     0 |           | 18  250    0   31    0
May 20 08:26:10 ubuntu dstat.sh[64862]: 20-05 08:26:10| 49  17  34   0   0|5049M  166M  171M 2415M|  10k 7835B| 837k 1194k|17.0  94.2 |7946  9434 |2.58 1.82 1.03|2.0   0 229|   0     0 |           | 18  255    0   34    0
May 20 08:26:11 ubuntu dstat.sh[64862]: 20-05 08:26:11| 37   9  52   0   0|5111M  134M  171M 2386M|  14k 5948B| 786k  479k|11.0  31.9 |3371  2246 |2.54 1.82 1.03|1.0   0  10|   0     0 |           | 18  259    0   32    0
May 20 08:26:12 ubuntu dstat.sh[64862]: 20-05 08:26:12| 39  11  47   0   0|5130M  121M  171M 2381M|  16M  136k| 567k  804k|8.04  62.3 |  10k 6817 |2.54 1.82 1.03|4.0   0  84|   0     0 |           | 18  259    0   33    0
May 20 08:26:13 ubuntu dstat.sh[64862]: 20-05 08:26:13| 54  18  26   0   0|5110M  169M  171M 2353M|4677B 1619B|3054k  592k|32.0  41.0 |5224  3784 |2.54 1.82 1.03|2.0   0 192|   0     0 |           | 18  259    0   33    0
May 20 08:26:14 ubuntu dstat.sh[64862]: 20-05 08:26:14| 31   4  64   0   0|5142M  137M  171M 2353M|  23k   20k|   0   935k|   0  47.8 |3337  2947 |2.54 1.82 1.03|1.0   0 3.0|   0     0 |           | 18  270    0   34    0
May 20 08:26:15 ubuntu dstat.sh[64862]: 20-05 08:26:15| 38   6  54   1   0|5134M  145M  171M 2354M|  45k 1631k| 449k  813k|25.0  80.1 |5787  6636 |2.54 1.82 1.03|1.0   0 8.0|   0     0 |           | 18  269    0   35    0
May 20 08:26:16 ubuntu dstat.sh[64862]: 20-05 08:26:16| 19   4  75   0   0|5159M  120M  171M 2354M| 360k   14M|  64k  414k|1.00  26.1 |3370  1993 |2.41 1.81 1.03|1.0   0   0|   0     0 |           | 18  270    0   35    0
May 20 08:26:17 ubuntu dstat.sh[64862]: 20-05 08:26:17| 30   5  62   1   0|5077M  192M  171M 2363M|  11M   74k|   0  9577k|   0   101 |9323  9382 |2.41 1.81 1.03|2.0   0  38|   0     0 |           | 18  274    0   39    0
May 20 08:26:18 ubuntu dstat.sh[64862]: 20-05 08:26:18| 16  14  69   0   0|5025M  238M  171M 2370M|4600k   49k|  96k   14M|4.99  84.9 |6040  5243 |2.41 1.81 1.03|1.0   0 181|   0     0 |           | 18  271    0   44    0
May 20 08:26:19 ubuntu dstat.sh[64862]: 20-05 08:26:19| 15  14  68   0   0|5047M  215M  171M 2370M|4969B 1616B|  16k 2355k|2.00   264 |4946  4588 |2.41 1.81 1.03|1.0   0 283|   0     0 |           | 18  271    0   42    0
May 20 08:26:20 ubuntu dstat.sh[64862]: 20-05 08:26:20| 21   6  72   0   0|5073M  189M  171M 2370M|5254B 1458B|   0  3491k|   0  24.0 |2584  1850 |2.41 1.81 1.03|1.0   0  44|   0     0 |           | 18  271    0   42    0
May 20 08:26:21 ubuntu dstat.sh[64862]: 20-05 08:26:21|  8  20  70   0   0|5071M  192M  171M 2370M|5113B 1624B|   0  6858k|   0   845 |5455  3727 |2.30 1.80 1.03|1.0   0 270|   0     0 |           | 18  271    0   42    0
May 20 08:26:22 ubuntu dstat.sh[64862]: 20-05 08:26:22|  9  20  68   0   0|5067M  195M  171M 2370M|5205B 1615B|4085B 3422k|1.00   124 |5384  4348 |2.30 1.80 1.03|1.0   0 267|   0     0 |           | 18  273    0   42    0
May 20 08:26:23 ubuntu dstat.sh[64862]: 20-05 08:26:23|  3   6  89   0   0|5060M  202M  171M 2370M|4737B 1458B|   0  2851k|   0   145 |2405  2525 |2.30 1.80 1.03|  0   0  89|   0     0 |           | 18  273    0   40    0
May 20 08:26:24 ubuntu dstat.sh[64862]: 20-05 08:26:24| 16   4  79   0   0|5073M  189M  171M 2370M|4681B 1620B|   0    20k|   0  2.00 |1953  1671 |2.30 1.80 1.03|1.0   0  10|   0     0 |           | 18  273    0   40    0
May 20 08:26:25 ubuntu dstat.sh[64862]: 20-05 08:26:25| 19   3  78   0   0|5085M  177M  171M 2370M|  13k   10k|  64k  172k|4.00  4.00 |2257  2034 |2.30 1.80 1.03|3.0   0 3.0|   0     0 |           | 18  277    0   40    1
May 20 08:26:26 ubuntu dstat.sh[64862]: 20-05 08:26:26| 13  15  71   0   0|5041M  221M  171M 2370M|4878B 1688B|8202B    0 |2.00     0 |4568  3208 |2.28 1.80 1.04|1.0   0 173|   0     0 |           | 18  277    0   41    0
May 20 08:26:27 ubuntu dstat.sh[64862]: 20-05 08:26:27| 13  16  70   0   0|5045M  217M  171M 2370M|4506B 1622B|  48k  280k|2.00  27.0 |5347  4172 |2.28 1.80 1.04|1.0   0 201|   0     0 |           | 18  277    0   40    0
May 20 08:26:28 ubuntu dstat.sh[64862]: 20-05 08:26:28| 13  16  68   0   0|5038M  224M  171M 2371M|4193B 1617B|   0   535k|   0  42.9 |4962  3789 |2.28 1.80 1.04|1.0   0 164|   0     0 |           | 18  281    0   40    0
May 20 08:26:29 ubuntu dstat.sh[64862]: 20-05 08:26:29| 20   7  71   0   0|5094M  168M  171M 2371M|4614B 1618B|4090B  140k|1.00  16.0 |2912  2527 |2.28 1.80 1.04|2.0   0  63|   0     0 |           | 18  281    0   40    0
May 20 08:26:30 ubuntu dstat.sh[64862]: 20-05 08:26:30| 23   4  73   0   0|5112M  182M  171M 2340M|4857B 1507B| 104k  309k|1.00  19.1 |2060  1645 |2.28 1.80 1.04|3.0   0 2.0|   0     0 |           | 18  281    0   40    0
May 20 08:26:31 ubuntu dstat.sh[64862]: 20-05 08:26:31| 24   3  72   0   0|5010M  283M  171M 2340M|4907B 1616B| 299k  239k|12.0  20.9 |2709  2491 |2.25 1.80 1.04|2.0   0 7.0|   0     0 |           | 18  281    0   39    0
May 20 08:26:32 ubuntu dstat.sh[64862]: 20-05 08:26:32| 23   3  72   0   0|5076M  217M  171M 2340M|4936B 1612B|  24k  545k|3.98  42.8 |2361  2244 |2.25 1.80 1.04|2.0   0   0|   0     0 |           | 18  281    0   39    0
May 20 08:26:33 ubuntu dstat.sh[64862]: 20-05 08:26:33| 20   5  75   0   0|5114M  179M  171M 2340M|6139B 3419B|   0   245k|   0  22.1 |2276  2122 |2.25 1.80 1.04|1.0   0 3.0|   0     0 |           | 18  284    0   39    0
May 20 08:26:34 ubuntu dstat.sh[64862]: 20-05 08:26:34| 13   1  84   0   0|5117M  176M  171M 2340M|  21k   18k|   0   156k|   0  10.0 |2426  2441 |2.25 1.80 1.04|1.0   0 2.0|   0     0 |           | 18  287    0   41    0
