Sep 02 04:44:58 jammy-provider-cloud-0000007554 systemd[1]: Started Devstack devstack@dstat.service.
Sep 02 04:44:58 jammy-provider-cloud-0000007554 dstat.sh[58646]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 02 04:44:58 jammy-provider-cloud-0000007554 dstat.sh[58646]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 02 04:49:13 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:13| 37  19  42   0   0|2954M  131M  162M 4498M|5900B 1683B|2264k 2215k|92.3   293 |3846  7645 |2.48 1.73 0.93|2.0   0 414|   0     0 |   0     0 | 16  149    6   42    0
Sep 02 04:49:14 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:14| 27  22  49   0   0|3008M  131M  162M 4446M|6519B 1615B| 901k 1097k| 127   158 |3521  5687 |2.48 1.73 0.93|1.0   0 418|   0     0 |   0     0 | 17  149    6   42    0
Sep 02 04:49:15 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:15| 14  21  65   0   0|3023M  128M  162M 4434M|  10k 1622B| 116k  657k|10.0  60.1 |3987  6694 |2.44 1.73 0.94|1.0   0 273|   0     0 |   0     0 | 17  149    6   42    0
Sep 02 04:49:16 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:16| 26  17  56   0   0|3055M  121M  162M 4410M|  12k 1622B|   0   184k|   0  12.0 |4618  7507 |2.44 1.73 0.94|3.0   0 257|   0     0 |   0     0 | 17  149    6   42    0
Sep 02 04:49:17 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:17| 32  22  46   0   0|3102M  126M  162M 4359M|  12k 1756B| 644k  104k|8.00  11.0 |3056  5004 |2.44 1.73 0.94|2.0   0 401|   0     0 |   0     0 | 17  149    6   42    0
Sep 02 04:49:18 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:18| 34  22  42   1   0|3191M  127M  162M 4271M|  16k 1690B| 304k 5637k|11.0   414 |8346    19k|2.44 1.73 0.94|2.0   0 295|   0     0 |   0     0 | 17  161    6   42    0
Sep 02 04:49:19 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:19| 33  23  44   0   0|3254M  129M  162M 4207M|6150B 1566B|  52k  532k|4.00  74.0 |4415  7253 |2.44 1.73 0.94|2.0   0 756|   0     0 |   0     0 | 17  161    6   42    0
Sep 02 04:49:20 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:20| 27  25  47   0   0|3322M  125M  162M 4145M|5039B 1581B|8165B 1563k|1.99   133 |5103    13k|2.40 1.74 0.94|1.0   0 475|   0     0 |   0     0 | 17  173    6   42    0
Sep 02 04:49:21 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:21| 17  17  64   0   0|3335M  123M  162M 4133M|8701B 1697B|  12k   12k|1.00  3.00 |5144  8885 |2.40 1.74 0.94|2.0   0 183|   0     0 |   0     0 | 17  173    6   42    0
Sep 02 04:49:22 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:22| 42  10  47   0   0|3439M  127M  162M 4028M|5725B 1691B|  20k 4588k|4.99   381 |2215  3133 |2.40 1.74 0.94|4.0   0 105|   0     0 |   0     0 | 17  173    6   38    0
Sep 02 04:49:23 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:23| 47   6  47   0   0|3531M  122M  162M 3942M|8720B 1807B|1246k  325k|31.0  27.0 |1800  2364 |2.40 1.74 0.94|3.0   0 2.0|   0     0 |   0     0 | 17  175    6   38    0
Sep 02 04:49:24 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:24| 31  17  51   0   0|3495M  200M  162M 3901M|6567B 1623B| 120k  128k|11.0  6.01 |3030  5183 |2.40 1.74 0.94|3.0   0 298|   0     0 |   0     0 | 17  177    6   38    0
Sep 02 04:49:25 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:25| 36  23  40   0   0|3543M  151M  162M 3903M|5577B 1620B|  20k  860k|2.00  61.0 |5772    15k|2.37 1.74 0.95|2.0   0 508|   0     0 |   0     0 | 17  191    6   39    0
Sep 02 04:49:26 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:26| 45  22  31   0   0|3572M  120M  162M 3904M|5768B 1621B|1517k  328k|34.0  15.0 |4806    12k|2.37 1.74 0.95|7.0   0 247|   0     0 |   0     0 | 17  193    6   39    0
Sep 02 04:49:27 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:27| 80  17   2   0   0|3657M  133M  162M 3809M|5408B 1457B| 296k  795k|7.99  55.0 |2906  6176 |2.37 1.74 0.95|5.0   0 171|   0     0 |   0     0 | 17  204    6   41    0
Sep 02 04:49:28 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:28| 76  16   7   0   0|3711M  152M  162M 3737M|7556B 1694B| 576k 1648k|13.0  62.0 |4679  9247 |2.37 1.74 0.95|5.0   0  60|   0     0 |   0     0 | 17  214    6   42    0
Sep 02 04:49:29 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:29| 65  20  14   0   0|3788M  125M  162M 3688M|7358B 1694B|  48k   19M|2.00   615 |7177    13k|2.37 1.74 0.95|4.0   0 372|   0     0 |   0     0 | 17  213    6   47    0
Sep 02 04:49:30 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:30| 50  30  20   0   0|3775M  131M  162M 3696M|8392B 1619B|   0   616k|   0  32.0 |7996    36k|2.50 1.78 0.97|4.0   0 341|   0     0 |   0     0 | 17  216    6   43    0
Sep 02 04:49:31 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:31| 53  23  23   0   0|3796M  139M  162M 3666M|5787B 1620B|   0   532k|   0  37.0 |5520    11k|2.50 1.78 0.97|4.0   0 344|   0     0 |   0     0 | 17  215    6   43    0
Sep 02 04:49:32 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:32| 56  23  20   0   0|3846M  123M  162M 3632M|7652B 1612B| 111k  625k|8.96  42.8 |4292  7620 |2.50 1.78 0.97|3.0 1.0 356|   0     0 |   0     0 | 17  215    6   39    0
Sep 02 04:49:33 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:33| 60  24  18   1   0|3919M  123M  162M 3561M|6040B 1629B| 161k   18M|17.1   742 |7463    15k|2.50 1.78 0.97|5.0   0 323|   0     0 |   0     0 | 17  223    6   44    0
Sep 02 04:49:34 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:34| 54  25  19   0   0|3974M  125M  162M 3505M|5724B 1690B|  56k  692k|5.00  51.0 |4708    12k|2.50 1.78 0.97| 12   0 377|   0     0 |   0     0 | 17  226    6   46    0
Sep 02 04:49:35 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:35| 54  18  27   0   0|4010M  123M  162M 3471M|6296B 1458B|  48k  780k|2.00  63.0 |7556    17k|2.62 1.82 0.98|3.0   0 216|   0     0 |   0     0 | 17  231    6   48    0
Sep 02 04:49:36 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:36| 70  12  17   0   0|4100M  140M  162M 3366M|6210B 1692B| 176k  831k|9.99  83.9 |3300  6022 |2.62 1.82 0.98|5.0   0 8.0|   0     0 |   0     0 | 17  238    6   40    0
Sep 02 04:49:37 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:37| 67  13  19   0   0|4153M  148M  162M 3306M|8453B 1623B|1467k 1679k|50.1   186 |6039    11k|2.62 1.82 0.98|3.0   0 132|   0     0 |   0     0 | 17  245    6   45    0
Sep 02 04:49:38 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:38| 46  26  27   0   0|4144M  158M  162M 3306M|6431B 1694B| 804k  600k|8.00  37.0 |3581  6634 |2.62 1.82 0.98|3.0   0 450|   0     0 |   0     0 | 17  246    6   45    0
Sep 02 04:49:39 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:39| 48  23  26   1   0|4143M  155M  162M 3310M|5777B 1692B|4379k 1813k|82.9  92.9 |7055    15k|2.62 1.82 0.98|7.0   0 335|   0     0 |   0     0 | 17  246    6   45    0
Sep 02 04:49:40 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:40| 68  17  15   0   0|4195M  145M  162M 3269M|5819B 1663B| 772k   10M|7.00   818 |3478  5400 |2.89 1.89 1.01|3.0   0 202|   0     0 |   0     0 | 18  249    6   46    0
Sep 02 04:49:41 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:41| 59  14  25   0   0|4298M  127M  162M 3186M|5120B 1693B| 772k    0 |7.00     0 |2008  2394 |2.89 1.89 1.01|2.0   0  14|   0     0 |   0     0 | 18  249    6   46    0
Sep 02 04:49:42 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:42| 46  18  37   1   0|4319M  126M  162M 3166M|7050B 2496B| 896k 2857k|18.0   166 |4747  9827 |2.89 1.89 1.01|1.0   0 222|   0     0 |   0     0 | 18  251    6   48    0
Sep 02 04:49:43 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:43| 20   6  73   0   0|4325M  120M  162M 3166M|  17k 3575B| 542k  323k|5.98  29.9 |2153  3286 |2.89 1.89 1.01|1.0   0  10|   0     0 |   0     0 | 18  256    6   48    0
Sep 02 04:49:44 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:44| 19   6  74   0   0|4327M  133M  162M 3151M|  16k 3894B| 771k   84k|6.02  6.02 |1662  2346 |2.89 1.89 1.01|1.0   0 9.0|   0     0 |   0     0 | 18  256    6   47    0
Sep 02 04:49:45 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:45| 21   6  71   0   0|4337M  123M  162M 3151M| 274k 6169B| 510k  936k|3.98  54.8 |2563  4592 |2.82 1.89 1.02|1.0   0  10|   0     0 |   0     0 | 18  262    6   47    0
Sep 02 04:49:46 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:46| 14   6  77   0   0|4318M  149M  162M 3144M| 153k 6115B| 769k 1902k|6.01   122 |2055  3208 |2.82 1.89 1.02|1.0   0 8.0|   0     0 |   0     0 | 18  262    6   46    0
Sep 02 04:49:47 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:47|  4   2  92   0   0|4319M  148M  162M 3145M| 297k 9898B|  28k  739k|3.99  59.9 |1928  3066 |2.82 1.89 1.02|  0   0 3.0|   0     0 |   0     0 | 18  268    7   46    0
Sep 02 04:49:48 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:48|  2   1  96   0   0|4319M  148M  162M 3145M| 103k 4528B|   0   204k|   0  14.0 |1158  1938 |2.82 1.89 1.02|  0   0   0|   0     0 |   0     0 | 18  268    7   44    0
Sep 02 04:49:49 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:49|  2   1  95   0   0|4318M  148M  162M 3145M| 151k 5996B|   0   721k|   0  48.1 |1310  2176 |2.82 1.89 1.02|  0   0   0|   0     0 |   0     0 | 18  268    7   44    0
Sep 02 04:49:50 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:50|  3   0  95   0   0|4318M  148M  162M 3145M| 118k 5126B|   0   112k|   0  16.0 |1385  2206 |2.59 1.86 1.01|1.0   0   0|   0     0 |   0     0 | 18  268    7   42    0
Sep 02 04:49:51 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:51|  2   1  96   0   0|4318M  148M  162M 3145M| 166k 6505B|   0     0 |   0     0 |1181  1902 |2.59 1.86 1.01|  0   0   0|   0     0 |   0     0 | 18  268    7   42    0
Sep 02 04:49:52 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:52|  2   1  94   0   0|4318M  148M  162M 3145M| 166k 6842B|   0    80k|   0  8.00 |1257  2071 |2.59 1.86 1.01|1.0   0 2.0|   0     0 |   0     0 | 18  272    7   41    0
Sep 02 04:49:53 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:53|  3   1  95   0   0|4318M  148M  162M 3146M| 260k 8883B|   0    52k|   0  6.00 |1456  2110 |2.59 1.86 1.01|  0   0 1.0|   0     0 |   0     0 | 18  274    7   41    0
Sep 02 04:49:54 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:54|  2   1  95   0   0|4318M  147M  162M 3146M| 165k 6648B|   0     0 |   0     0 |1300  1909 |2.59 1.86 1.01|  0   0   0|   0     0 |   0     0 | 18  274    7   40    0
Sep 02 04:49:55 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:55|  3   1  93   1   0|4318M  147M  162M 3146M| 216k 7266B|   0   408k|   0  42.0 |1720  2670 |2.39 1.83 1.00|  0   0 2.0|   0     0 |   0     0 | 18  278    7   40    0
Sep 02 04:49:56 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:56|  3   1  95   0   0|4319M  146M  162M 3146M| 111k 5052B|   0   540k|   0  11.0 |1297  2045 |2.39 1.83 1.00|  0   0 2.0|   0     0 |   0     0 | 18  278    7   39    0
Sep 02 04:49:57 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:57|  3   1  95   0   0|4319M  146M  162M 3146M| 254k 9076B|  32k  356k|1.00  32.0 |1618  2453 |2.39 1.83 1.00|  0   0   0|   0     0 |   0     0 | 18  278    7   39    0
Sep 02 04:49:58 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:58|  6   4  87   0   0|4309M  156M  162M 3147M| 308k 9870B| 252k 4096B|27.0  1.00 |2258  4222 |2.39 1.83 1.00|  0   0  34|   0     0 |   0     0 | 18  278    7   36    0
Sep 02 04:49:59 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:49:59|  3   1  96   0   0|4309M  156M  162M 3147M|  80k 3866B|   0    84k|   0  10.0 |1136  1856 |2.39 1.83 1.00|  0   0 1.0|   0     0 |   0     0 | 18  280    7   36    0
Sep 02 04:50:00 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:00|  2   1  96   0   0|4309M  155M  162M 3147M| 136k 5602B|   0     0 |   0     0 |1181  1783 |2.20 1.79 1.00|  0   0   0|   0     0 |   0     0 | 18  280    7   36    0
Sep 02 04:50:01 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:01|  2   0  95   0   0|4310M  154M  162M 3147M| 286k 8974B|   0     0 |   0     0 |1318  1847 |2.20 1.79 1.00|  0   0   0|   0     0 |   0     0 | 18  280    7   35    0
Sep 02 04:50:02 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:02|  3   1  95   0   0|4310M  154M  162M 3148M| 345k   10k|   0     0 |   0     0 |1419  1908 |2.20 1.79 1.00|  0   0   0|   0     0 |   0     0 | 18  280    7   35    0
Sep 02 04:50:03 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:03|  2   1  95   0   0|4310M  154M  162M 3148M| 225k 8446B|   0     0 |   0     0 |1374  2031 |2.20 1.79 1.00|  0   0   0|   0     0 |   0     0 | 18  280    6   33    0
Sep 02 04:50:04 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:04|  1   1  95   0   0|4310M  154M  162M 3148M| 227k 7851B|   0    32k|   0  2.99 |1393  2062 |2.20 1.79 1.00|  0   0   0|   0     0 |   0     0 | 18  280    6   33    0
Sep 02 04:50:05 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:05|  4   2  92   0   0|4310M  153M  162M 3148M| 356k   10k|   0   513k|   0  54.1 |2038  3259 |2.02 1.76 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   32    0
Sep 02 04:50:06 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:06|  1   1  96   0   0|4311M  152M  162M 3148M|  14k 1686B|   0  4368k|   0   399 |1168  1744 |2.02 1.76 0.99|  0   0 2.0|   0     0 |   0     0 | 18  280    6   32    0
Sep 02 04:50:07 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:07|  1   1  95   0   0|4311M  152M  162M 3148M| 128k 5512B| 144k  472k|7.00  39.0 |1408  2319 |2.02 1.76 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   31    0
Sep 02 04:50:08 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:08|  2   1  96   0   0|4310M  152M  162M 3149M| 201k 7231B|   0     0 |   0     0 |1326  1931 |2.02 1.76 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   31    0
Sep 02 04:50:09 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:09|  2   1  95   0   0|4310M  152M  162M 3149M| 320k   10k|   0    36k|   0  4.00 |1445  1974 |2.02 1.76 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   31    0
Sep 02 04:50:10 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:10|  2   1  96   0   0|4310M  151M  162M 3149M| 226k 8366B|   0  4097B|   0  1.00 |1440  2036 |1.86 1.73 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   31    0
Sep 02 04:50:11 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:11|  1   1  96   0   0|4310M  151M  162M 3149M|  36k 2345B|   0   472k|   0  72.0 |1066  1765 |1.86 1.73 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:12 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:12|  2   1  96   0   0|4311M  151M  162M 3149M|  49k 2937B|   0     0 |   0     0 |1072  1769 |1.86 1.73 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:13 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:13|  2   0  95   0   0|4311M  151M  162M 3150M| 225k 7436B|   0     0 |   0     0 |1429  2087 |1.86 1.73 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:14 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:14|  3   2  95   0   0|4311M  151M  162M 3150M| 289k 9276B|   0    56k|   0  2.00 |1440  1977 |1.86 1.73 0.99|  0   0   0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:15 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:15|  3   1  94   0   0|4311M  151M  162M 3150M| 189k 7096B|   0   336k|   0  34.0 |1561  2342 |1.71 1.71 0.98|  0   0   0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:16 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:16|  3   1  95   0   0|4311M  150M  162M 3150M| 223k 7850B|   0  5810k|   0  13.0 |1326  1899 |1.71 1.71 0.98|  0   0 2.0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:17 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:17|  2   1  94   0   0|4311M  150M  162M 3150M|  57k 3154B|  16k  816k|1.00  49.0 |1402  2437 |1.71 1.71 0.98|  0   0   0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:18 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:18|  2   1  96   0   0|4311M  150M  162M 3151M| 283k 9287B|   0     0 |   0     0 |1421  2012 |1.71 1.71 0.98|1.0   0   0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:19 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:19|  4   1  94   0   0|4311M  149M  162M 3151M| 315k   10k|  12k    0 |3.00     0 |1647  2215 |1.71 1.71 0.98|  0   0   0|   0     0 |   0     0 | 18  280    6   30    0
Sep 02 04:50:20 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:20|  4   1  94   0   0|4311M  149M  162M 3151M| 335k   11k|   0    40k|   0  4.00 |1657  2265 |1.65 1.69 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5   30    0
Sep 02 04:50:21 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:21|  2   1  96   0   0|4311M  149M  162M 3151M| 238k 7853B|   0     0 |   0     0 |1306  1901 |1.65 1.69 0.98|1.0   0   0|   0     0 |   0     0 | 18  280    5   30    0
Sep 02 04:50:22 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:22|  3   1  95   0   0|4311M  148M  162M 3152M| 282k   10k|   0    44k|   0  4.00 |1537  2177 |1.65 1.69 0.98|2.0   0   0|   0     0 |   0     0 | 18  280    5   30    0
Sep 02 04:50:23 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:23|  1   1  95   0   0|4312M  148M  162M 3152M| 184k 7152B|   0     0 |   0     0 |1355  2029 |1.65 1.69 0.98|1.0   0   0|   0     0 |   0     0 | 18  280    5   30    0
Sep 02 04:50:24 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:24|  5   1  93   0   0|4312M  147M  162M 3152M|  92k 4271B|   0     0 |   0     0 |1428  2158 |1.65 1.69 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5   30    0
Sep 02 04:50:25 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:25|  6   2  89   0   0|4312M  146M  162M 3152M| 250k 8417B|   0   196k|   0  21.0 |2573  4270 |1.68 1.70 0.99|  0   0   0|   0     0 |   0     0 | 18  280    5   30    0
Sep 02 04:50:26 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:26|  6   2  92   0   0|4313M  145M  162M 3153M| 254k 8647B|   0   132k|   0  9.00 |1777  2557 |1.68 1.70 0.99|1.0   0 2.0|   0     0 |   0     0 | 18  280    5   30    0
Sep 02 04:50:27 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:27|  3   0  93   1   0|4313M  145M  162M 3153M| 140k 5848B|   0   336k|   0  35.0 |1762  2882 |1.68 1.70 0.99|  0   0   0|   0     0 |   0     0 | 18  280    5   27    0
Sep 02 04:50:28 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:28|  3   1  95   0   0|4314M  145M  162M 3153M| 311k 9905B|   0   116k|   0  9.00 |1522  2301 |1.68 1.70 0.99|  0   0   0|   0     0 |   0     0 | 18  280    5   27    0
Sep 02 04:50:29 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:29|  3   1  95   0   0|4314M  144M  162M 3153M| 241k 8542B|   0   240k|   0  16.0 |1342  2110 |1.68 1.70 0.99|  0   0   0|   0     0 |   0     0 | 18  280    5   21    0
Sep 02 04:50:30 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:30|  3   2  94   0   0|4314M  144M  162M 3153M| 276k 9255B|   0    36k|   0  4.01 |1363  2068 |1.54 1.67 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5   21    0
Sep 02 04:50:31 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:31|  3   1  96   0   0|4314M  144M  162M 3154M| 282k 9425B|   0  4098B|   0  1.00 |1289  2074 |1.54 1.67 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5   21    0
Sep 02 04:50:32 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:32|  2   1  94   0   0|4314M  143M  162M 3154M| 263k 7746B|  80k  104k|4.99  8.99 |1408  2282 |1.54 1.67 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5   21    0
Sep 02 04:50:33 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:33|  3   2  94   0   0|4315M  142M  162M 3154M| 327k   10k|   0    40k|   0  4.01 |1509  2148 |1.54 1.67 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5   17    0
Sep 02 04:50:34 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:34|  3   1  94   0   0|4320M  136M  162M 3155M| 132k 5265B|   0  4095B|   0  1.00 |1229  1895 |1.54 1.67 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5   17    0
Sep 02 04:50:35 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:35|  5   1  92   0   0|4321M  135M  162M 3155M| 176k 6702B|   0   280k|   0  33.0 |1904  3094 |1.50 1.66 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5   12    0
Sep 02 04:50:36 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:36|  3   2  95   0   0|4321M  135M  162M 3155M| 347k   11k|   0   192k|   0  17.0 |1470  2317 |1.50 1.66 0.98|  0   0 2.0|   0     0 |   0     0 | 18  280    5   12    0
Sep 02 04:50:37 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:37|  3   1  94   0   0|4321M  135M  162M 3155M| 343k   11k|   0  1336k|   0   198 |1843  2814 |1.50 1.66 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5    4    0
Sep 02 04:50:38 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:38|  2   0  96   0   0|4321M  135M  162M 3155M| 170k 6636B|4096B   60k|1.00  5.00 |1231  1974 |1.50 1.66 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5    4    0
Sep 02 04:50:39 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:39|  2   2  95   0   0|4321M  134M  162M 3156M| 343k   11k|   0    68k|   0  4.00 |1375  2065 |1.50 1.66 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5    4    0
Sep 02 04:50:40 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:40|  3   1  95   0   0|4321M  134M  162M 3156M| 176k 7338B|   0  8192B|   0  2.00 |1239  1952 |1.38 1.63 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5    4    0
Sep 02 04:50:41 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:41|  2   1  95   0   0|4321M  134M  162M 3156M| 335k   11k|   0     0 |   0     0 |1337  1989 |1.38 1.63 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5    3    0
Sep 02 04:50:42 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:42|  2   1  95   0   0|4321M  133M  162M 3156M| 144k 5653B|   0    64k|   0  6.00 |1169  1834 |1.38 1.63 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5    3    0
Sep 02 04:50:43 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:43|  4   1  95   0   0|4321M  133M  162M 3157M| 246k 9146B|   0     0 |   0     0 |1456  2184 |1.38 1.63 0.98|  0   0   0|   0     0 |   0     0 | 18  280    5    3    0
Sep 02 04:50:44 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:44|  3   1  96   0   0|4321M  133M  162M 3157M| 264k 8707B|   0    36k|   0  3.00 |1353  2041 |1.38 1.63 0.98|2.0   0   0|   0     0 |   0     0 | 18  280    5    1    0
Sep 02 04:50:45 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:50:45|  4   1  93   0   0|4321M  133M  162M 3157M| 181k 6770B|   0   500k|   0  50.0 |1658  2651 |1.27 1.60 0.97|1.0   0   0|   0     0 |   0     0 | 18  280    5    1    0
