Sep 02 06:31:44 jammy-provider-cloud-0000007556 systemd[1]: Started Devstack devstack@dstat.service.
Sep 02 06:31:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 02 06:31:44 jammy-provider-cloud-0000007556 dstat.sh[58839]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 02 06:33:14 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:14| 23   3  74   0   0|1379M 1395M  165M 4807M|6512B 1620B|   0  8193B|   0  2.00 | 860  1129 |2.46 1.39 0.69|2.0   0 1.0|   0     0 |   0     0 | 10   32    4   65    0
Sep 02 06:33:15 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:15| 23   3  74   0   0|1323M 1452M  165M 4807M|9234B 1620B|   0     0 |   0     0 | 913  1204 |2.46 1.39 0.69|2.0   0 3.0|   0     0 |   0     0 | 10   32    4   65    0
Sep 02 06:33:16 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:16| 24   2  74   0   0|1399M 1376M  165M 4807M|7633B 1620B|   0     0 |   0     0 | 877  1176 |2.46 1.39 0.69|2.0   0 2.0|   0     0 |   0     0 | 10   32    4   65    0
Sep 02 06:33:17 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:17| 23   4  74   0   0|1343M 1432M  165M 4807M|7339B 1698B|   0    44k|   0  2.01 | 928  1188 |2.46 1.39 0.69|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   65    0
Sep 02 06:33:18 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:18| 22   3  74   0   0|1408M 1367M  165M 4807M|7938B 1619B|   0   172k|   0  1.00 | 941  1158 |2.34 1.39 0.70|1.0 1.0   0|   0     0 |   0     0 | 10   32    4   65    0
Sep 02 06:33:19 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:19| 23   2  73   0   0|1341M 1433M  165M 4807M|5955B 1456B|   0   423k|   0  36.9 |1129  1656 |2.34 1.39 0.70|3.0   0 3.0|   0     0 |   0     0 | 10   32    4   64    0
Sep 02 06:33:20 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:20| 23   3  74   0   0|1358M 1416M  165M 4807M|7242B 1624B|   0  8212B|   0  2.00 | 903  1145 |2.34 1.39 0.70|2.0   0 1.0|   0     0 |   0     0 | 10   32    4   64    0
Sep 02 06:33:21 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:21| 23   3  73   0   0|1422M 1352M  165M 4807M|6118B 1603B|   0     0 |   0     0 | 933  1169 |2.34 1.39 0.70|2.0   0 2.0|   0     0 |   0     0 | 10   32    4   61    0
Sep 02 06:33:22 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:22| 24   2  73   0   0|1381M 1394M  165M 4807M|5560B 1676B|   0     0 |   0     0 | 835  1139 |2.34 1.39 0.70|2.0   0 3.0|   0     0 |   0     0 | 10   32    4   61    0
Sep 02 06:33:23 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:23| 23   4  74   0   0|1395M 1380M  165M 4807M|6409B 1624B|   0  8211B|   0  1.00 | 886  1081 |2.23 1.38 0.70|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   57    0
Sep 02 06:33:24 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:24| 21   4  74   0   0|1323M 1451M  165M 4807M|8415B 1690B|   0   132k|   0  1.99 |1058  1347 |2.23 1.38 0.70|1.0   0  36|   0     0 |   0     0 | 10   32    4   57    0
Sep 02 06:33:25 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:25| 12  18  69   0   0|1326M 1448M  165M 4807M|6779B 1461B|   0   461k|   0  5.01 |2484  3606 |2.23 1.38 0.70|1.0   0 313|   0     0 |   0     0 | 10   32    4   52    0
Sep 02 06:33:26 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:26|  9  21  69   0   0|1324M 1450M  165M 4807M|5373B 1618B|   0   555k|   0  6.99 |2471  3472 |2.23 1.38 0.70|1.0   0 304|   0     0 |   0     0 | 10   32    4   52    0
Sep 02 06:33:27 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:27| 10  19  70   0   0|1324M 1450M  165M 4807M|6132B 1619B|   0   196k|   0  5.00 |2415  3482 |2.23 1.38 0.70|2.0   0 270|   0     0 |   0     0 | 10   32    4   47    0
Sep 02 06:33:28 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:28|  8  22  70   0   0|1324M 1450M  165M 4807M|6053B 1622B|   0    92k|   0  1.00 |2419  3403 |2.06 1.36 0.69|1.0   0 288|   0     0 |   0     0 | 10   32    4   47    0
Sep 02 06:33:29 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:29| 15  14  69   0   0|1360M 1414M  165M 4807M|6460B 1617B|   0  6433k|   0   442 |2480  4132 |2.06 1.36 0.69|1.0   0 167|   0     0 |   0     0 | 10   32    4   45    0
Sep 02 06:33:30 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:30| 23   4  73   0   0|1423M 1351M  165M 4807M|6497B 1620B|   0     0 |   0     0 | 970  1155 |2.06 1.36 0.69|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   45    0
Sep 02 06:33:31 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:31| 23   3  73   0   0|1379M 1395M  165M 4807M|6631B 1692B|   0    16k|   0  1.00 | 948  1115 |2.06 1.36 0.69|2.0   0 1.0|   0     0 |   0     0 | 10   32    4   42    0
Sep 02 06:33:32 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:32| 24   3  73   0   0|1426M 1348M  165M 4807M|7592B 1533B|   0    24k|   0  2.00 | 925  1109 |2.06 1.36 0.69|2.0   0 4.0|   0     0 |   0     0 | 10   32    4   42    0
Sep 02 06:33:33 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:33| 24   4  73   0   0|1396M 1378M  165M 4807M|6301B 1621B|   0     0 |   0     0 | 969  1161 |2.05 1.37 0.70|2.0   0 1.0|   0     0 |   0     0 | 10   32    4   42    0
Sep 02 06:33:34 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:34| 23   3  74   0   0|1335M 1439M  165M 4807M|9053B 1693B|   0    24k|   0  3.00 | 997  1152 |2.05 1.37 0.70|1.0 1.0 3.0|   0     0 |   0     0 | 10   32    4   42    0
Sep 02 06:33:35 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:35| 23   4  74   0   0|1409M 1365M  165M 4807M|7428B 1621B|   0   388k|   0  5.00 | 965  1182 |2.05 1.37 0.70|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   42    0
Sep 02 06:33:36 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:36| 23   3  74   0   0|1348M 1426M  165M 4807M|6816B 1623B|   0    16k|   0  2.00 | 920  1095 |2.05 1.37 0.70|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   42    0
Sep 02 06:33:37 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:37| 24   3  74   0   0|1418M 1356M  165M 4807M|5275B 1620B|   0     0 |   0     0 | 886  1129 |2.05 1.37 0.70|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   41    0
Sep 02 06:33:38 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:38| 24   3  74   0   0|1376M 1398M  165M 4807M|4921B 1529B|   0    24k|   0  2.00 | 847  1018 |1.97 1.36 0.70|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   41    0
Sep 02 06:33:39 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:39| 24   3  73   0   0|1423M 1351M  165M 4807M|5537B 1620B|   0   448k|   0  36.0 |1090  1550 |1.97 1.36 0.70|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   41    0
Sep 02 06:33:40 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:40| 24   2  74   0   0|1398M 1376M  165M 4807M|5062B 1665B|   0  2260k|   0   101 | 971  1119 |1.97 1.36 0.70|4.0   0 3.0|   0     0 |   0     0 | 10   32    4   41    0
Sep 02 06:33:41 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:41| 24   4  73   0   0|1339M 1435M  165M 4807M|5707B 1611B|   0    24k|   0  0.99 | 996  1173 |1.97 1.36 0.70|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   41    0
Sep 02 06:33:42 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:42| 24   3  73   0   0|1403M 1371M  165M 4807M|6286B 1855B|   0   362k|   0  10.1 |1024  1386 |1.97 1.36 0.70|1.0   0 2.0|   0     0 |   0     0 | 10   32    5   40    0
Sep 02 06:33:43 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:43| 23   3  74   0   0|1335M 1438M  165M 4807M|6018B 1692B|   0    92k|   0  1.00 | 923  1111 |1.89 1.35 0.71|1.0   0 3.0|   0     0 |   0     0 | 10   32    5   40    0
Sep 02 06:33:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:44| 22   3  73   0   0|1351M 1423M  165M 4807M|8352B 1620B|   0    16k|   0  2.00 | 925  1132 |1.89 1.35 0.71|2.0   0 1.0|   0     0 |   0     0 | 10   32    5   36    0
Sep 02 06:33:45 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:45| 23   3  74   0   0|1421M 1353M  165M 4807M|9795B 1532B|   0     0 |   0     0 |1007  1228 |1.89 1.35 0.71|2.0   0 2.0|   0     0 |   0     0 | 10   32    5   36    0
Sep 02 06:33:46 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:46| 23   4  74   0   0|1382M 1392M  165M 4807M|  13k 1694B|   0    64k|   0  3.00 | 969  1078 |1.89 1.35 0.71|3.0   0 1.0|   0     0 |   0     0 | 10   32    5   27    0
Sep 02 06:33:47 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:47| 23   4  73   0   0|1377M 1397M  165M 4807M|9536B 1706B|   0   108k|   0  3.00 | 989  1157 |1.89 1.35 0.71|1.0   0 1.0|   0     0 |   0     0 | 10   32    5   27    0
Sep 02 06:33:48 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:48| 24   2  74   0   0|1319M 1455M  165M 4807M|6323B 1661B|   0    12k|   0  1.00 | 934  1136 |1.82 1.35 0.71|1.0   0 3.0|   0     0 |   0     0 | 10   32    5   26    0
Sep 02 06:33:49 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:49| 10  20  68   0   0|1325M 1448M  165M 4807M|6302B 1694B|   0   616k|   0  42.0 |2848  4377 |1.82 1.35 0.71|2.0   0 351|   0     0 |   0     0 | 10   32    5   26    0
Sep 02 06:33:50 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:50| 20   5  73   0   0|1392M 1382M  165M 4807M|5965B 1618B|   0   180k|   0  29.0 |1064  1493 |1.82 1.35 0.71|1.0   0  40|   0     0 |   0     0 | 10   32    5   21    0
Sep 02 06:33:51 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:51| 23   4  74   0   0|1360M 1413M  165M 4808M|7857B 1515B|   0     0 |   0     0 | 964  1232 |1.82 1.35 0.71|1.0   0 9.0|   0     0 |   0     0 | 10   32    5   21    0
Sep 02 06:33:52 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:52| 23   4  72   0   0|1321M 1452M  165M 4808M|6024B 1608B|   0  4096B|   0  1.00 |1153  1628 |1.82 1.35 0.71|2.0   0  77|   0     0 |   0     0 | 10   32    5   17    0
Sep 02 06:33:53 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:53| 10  21  68   0   0|1325M 1449M  165M 4808M|  10k 1619B|   0    96k|   0  4.00 |2641  4066 |1.75 1.34 0.71|2.0   0 379|   0     0 |   0     0 | 10   32    5   17    0
Sep 02 06:33:54 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:54|  9  21  69   0   0|1322M 1452M  165M 4808M|7636B 1617B|   0   423k|   0  7.99 |2668  4028 |1.75 1.34 0.71|3.0   0 371|   0     0 |   0     0 | 10   32    5   14    0
Sep 02 06:33:55 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:55| 10  21  69   0   0|1321M 1452M  165M 4808M|5481B 1622B|   0    28k|   0  5.01 |2566  3776 |1.75 1.34 0.71|1.0   0 331|   0     0 |   0     0 | 10   32    5   14    0
Sep 02 06:33:56 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:56| 10  20  69   0   0|1324M 1450M  165M 4808M|6430B 1621B|   0   832k|   0  10.0 |2595  3818 |1.75 1.34 0.71|3.0   0 336|   0     0 |   0     0 | 10   32    4   11    0
Sep 02 06:33:57 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:57|  9  22  69   0   0|1324M 1449M  165M 4808M|6624B 1692B|   0   827k|   0  8.99 |2599  3743 |1.75 1.34 0.71|1.0   0 335|   0     0 |   0     0 | 10   32    4   11    0
Sep 02 06:33:58 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:58|  8  22  69   0   0|1327M 1446M  165M 4808M|7362B 1587B|   0   740k|   0  9.00 |2490  3528 |1.69 1.34 0.71|2.0   0 310|   0     0 |   0     0 | 10   32    4    6    0
Sep 02 06:33:59 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:33:59|  8  22  69   0   0|1325M 1448M  165M 4808M|8255B 1621B|   0  1021k|   0  12.0 |2557  3695 |1.69 1.34 0.71|1.0   0 345|   0     0 |   0     0 | 10   32    4    6    0
Sep 02 06:34:00 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:00| 10  18  71   0   0|1323M 1450M  165M 4808M|4775B 1566B|   0   104k|   0  6.00 |2470  3620 |1.69 1.34 0.71|1.0   0 304|   0     0 |   0     0 | 10   32    4    4    0
Sep 02 06:34:01 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:01|  9  20  70   0   0|1324M 1449M  165M 4808M|7201B 1620B|   0   120k|   0  5.00 |2507  3615 |1.69 1.34 0.71|2.0   0 307|   0     0 |   0     0 | 10   32    4    4    0
Sep 02 06:34:02 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:02| 10  22  68   0   0|1323M 1450M  165M 4808M|6376B 1621B|   0   248k|   0  8.01 |2631  3868 |1.69 1.34 0.71|3.0   0 366|   0     0 |   0     0 | 10   32    4    4    0
Sep 02 06:34:03 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:03| 38  29  32   0   0|1419M 1354M  165M 4808M|6042B 1694B|   0  1136k|   0  74.0 |3792  7020 |1.88 1.38 0.73|6.0   0 668|   0     0 |   0     0 | 10   32    4   10    0
Sep 02 06:34:04 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:04| 69  11  19   0   0|1591M 1180M  165M 4810M|6649B 1620B|   0  1880k|   0  60.0 |1833  5856 |1.88 1.38 0.73|3.0 1.0  41|   0     0 |   0     0 | 10   34    4    9    0
Sep 02 06:34:05 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:05| 41   9  36  11   0|1618M 1140M  166M 4821M|5477B 1512B| 400k   61M|4.00  4945 |  17k   38k|1.88 1.38 0.73|3.0 3.0 117|   0     0 |   0     0 | 10   36    4   10    0
Sep 02 06:34:06 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:06| 44  13  31  13   0|1607M 1136M  167M 4834M|7868B 1620B|   0    76M|   0  6020 |  18k   42k|1.88 1.38 0.73|2.0 1.0 159|   0     0 |   0     0 | 10   36    4    8    0
Sep 02 06:34:07 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:07| 45  12  31   9   0|1576M 1157M  168M 4843M|6062B 1658B|   0    95M|   0  7156 |  19k   47k|1.88 1.38 0.73|5.0   0 109|   0     0 |   0     0 | 10   36    4    8    0
Sep 02 06:34:08 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:08| 48  16  27   8   0|1532M 1193M  168M 4851M|7603B 1570B| 365k   43M|7.02  3785 |  13k   31k|2.05 1.42 0.75|3.0 2.0 290|   0     0 |   0     0 | 10   35    4    8    0
Sep 02 06:34:09 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:09| 47  16  31   7   0|1485M 1236M  168M 4854M|6864B 1620B| 708k   47M|14.0  3788 |  16k   40k|2.05 1.42 0.75|2.0 1.0 138|   0     0 |   0     0 | 10   34    4   14    0
Sep 02 06:34:10 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:10| 43  13  35   8   0|1538M 1182M  169M 4855M|6948B 1620B| 912k   55M|11.0  4673 |  14k   34k|2.05 1.42 0.75|2.0   0 165|   0     0 |   0     0 | 10   34    4   14    0
Sep 02 06:34:11 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:11| 38   8  45   8   0|1537M 1181M  169M 4856M|6316B 1620B|   0    44M|   0  4318 |  18k   39k|2.05 1.42 0.75|3.0 1.0  42|   0     0 |   0     0 | 10   34    4   17    0
Sep 02 06:34:12 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:12| 38  10  41   9   0|1524M 1191M  169M 4859M|5823B 1620B|   0    35M|   0  3482 |  12k   29k|2.05 1.42 0.75|5.0   0 104|   0     0 |   0     0 | 10   34    4   17    0
Sep 02 06:34:13 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:13| 42   8  41   9   0|1532M 1180M  169M 4862M|7542B 1680B|   0    64M|   0  5386 |  17k   42k|2.04 1.43 0.75|2.0   0  47|   0     0 |   0     0 | 10   35    4   19    0
Sep 02 06:34:14 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:14| 36  11  43  11   0|1517M 1190M  170M 4866M|6707B 1620B|   0    43M|   0  3964 |  14k   32k|2.04 1.43 0.75|6.0   0  78|   0     0 |   0     0 | 10   34    4   19    0
Sep 02 06:34:15 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:15| 38   9  43   9   0|1533M 1170M  170M 4871M|  10k 1566B|   0    63M|   0  5112 |  17k   40k|2.04 1.43 0.75|2.0   0  93|   0     0 |   0     0 | 10   37    4   20    0
Sep 02 06:34:16 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:16| 37  10  43   8   0|1509M 1193M  170M 4871M|6594B 1619B|   0    49M|   0  4354 |  16k   36k|2.04 1.43 0.75|2.0   0  76|   0     0 |   0     0 | 10   36    4   20    0
Sep 02 06:34:17 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:17| 42   9  44   6   0|1542M 1163M  170M 4868M|7870B 1621B|   0    30M|   0  2917 |  12k   26k|2.04 1.43 0.75|3.0   0  18|   0     0 |   0     0 | 10   34    4   22    0
Sep 02 06:34:18 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:18| 28  13  59   0   0|1415M 1290M  170M 4868M|6521B 1616B|   0    17M|   0  1002 |3597  6457 |1.96 1.43 0.76|1.0   0 245|   0     0 |   0     0 | 10   32    4   22    0
Sep 02 06:34:19 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:19| 20   7  73   0   0|1386M 1319M  170M 4868M|7319B 1620B|   0   688k|   0  45.0 |1734  2825 |1.96 1.43 0.76|2.0   0  60|   0     0 |   0     0 | 10   32    4   22    0
Sep 02 06:34:20 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:20| 24   3  73   0   0|1410M 1294M  170M 4868M|5615B 1516B|   0   489k|   0  31.1 |1898  3918 |1.96 1.43 0.76|5.0   0   0|   0     0 |   0     0 | 10   32    4   23    1
Sep 02 06:34:21 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:21| 20   6  73   0   0|1404M 1301M  170M 4868M|6526B 1619B|   0  1523k|   0  60.0 |1107  1530 |1.96 1.43 0.76|2.0   0  43|   0     0 |   0     0 | 10   32    4   23    0
Sep 02 06:34:22 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:22| 19   9  71   0   0|1356M 1348M  170M 4868M|6254B 1617B|   0   164k|   0  13.0 |2417  4212 |1.96 1.43 0.76|1.0   0 117|   0     0 |   0     0 | 10   32    4   23    0
Sep 02 06:34:23 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:23| 11  20  67   0   0|1357M 1348M  170M 4868M|5682B 1641B|   0   629k|   0  38.0 |2449  3323 |1.80 1.40 0.75|2.0   0 297|   0     0 |   0     0 | 10   32    4   23    0
Sep 02 06:34:24 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:24| 26  22  51   1   0|1420M 1285M  170M 4868M|8070B 1695B|   0  1137k|   0  80.1 |3141  4778 |1.80 1.40 0.75|3.0   0 385|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:25 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:25| 64  12  24   0   0|1597M 1106M  170M 4869M|  10k 1620B|   0  2692k|   0   149 |1703  1976 |1.80 1.40 0.75|3.0   0 3.0|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:26 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:26| 64   9  26   1   0|1747M  952M  170M 4873M|6589B 1586B|   0  9143k|   0   588 |3300  5385 |1.80 1.40 0.75|  0 2.0  12|   0     0 |   0     0 | 10   38    4   29    0
Sep 02 06:34:27 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:27| 37   9  41  12   0|1744M  939M  171M 4888M|6972B 1621B|   0    84M|   0  6663 |  21k   48k|1.80 1.40 0.75|6.0   0 267|   0     0 |   0     0 | 10   38    4   29    0
Sep 02 06:34:28 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:28| 47   8  31  12   0|1749M  922M  171M 4899M|8338B 1660B|   0   101M|   0  7943 |  25k   55k|1.90 1.43 0.76|4.0 1.0 198|   0     0 |   0     0 | 10   38    4   29    0
Sep 02 06:34:29 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:29| 47  13  27  12   0|1669M  990M  171M 4911M|8588B 1620B|   0    93M|   0  7611 |  23k   51k|1.90 1.43 0.76|7.0   0 274|   0     0 |   0     0 | 10   36    4   29    0
Sep 02 06:34:30 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:30| 49  11  29  10   0|1730M  917M  171M 4923M|9075B 1694B|   0    76M|   0  5861 |  16k   39k|1.90 1.43 0.76|2.0 1.0  24|   0     0 |   0     0 | 10   36    4   29    0
Sep 02 06:34:31 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:31| 44  14  34  10   0|1635M 1003M  171M 4931M|8142B 1640B|4096B   90M|1.00  6719 |  19k   44k|1.90 1.43 0.76|2.0   0 105|   0     0 |   0     0 | 10   36    4   29    0
Sep 02 06:34:32 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:32| 34  12  50   3   0|1373M 1264M  171M 4932M|6401B 1690B|   0    10M|   0   804 |4435  8833 |1.90 1.43 0.76|2.0   0 260|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:33 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:33| 21   4  74   0   0|1436M 1201M  171M 4932M|5872B 1690B|   0  1232k|   0  77.0 |1021  1520 |1.83 1.42 0.77|1.0   0 3.0|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:34 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:34| 24   2  73   0   0|1486M 1151M  171M 4932M|5603B 1585B|   0  4404k|   0   263 |1259  2144 |1.83 1.42 0.77|1.0   0   0|   0     0 |   0     0 | 10   36    4   29    0
Sep 02 06:34:35 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:35| 22   4  73   0   0|1400M 1237M  171M 4932M|5535B 1625B|   0   132k|   0  12.0 |1317  1867 |1.83 1.42 0.77|1.0   0  27|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:36 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:36| 22   4  74   0   0|1457M 1180M  171M 4932M|7534B 1617B|   0  3417k|   0  19.0 | 828  1137 |1.83 1.42 0.77|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:37 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:37| 23   4  74   0   0|1370M 1267M  171M 4932M|6846B 1622B|   0   104k|   0  14.0 |1227  1732 |1.83 1.42 0.77|1.0   0  24|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:38 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:38| 14  34  51   0   0|1383M 1254M  171M 4932M|5980B 1769B|   0   904k|   0  64.0 |5514  9797 |1.92 1.45 0.78|1.0   0 1.3|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:39 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:39| 11  19  69   0   0|1381M 1256M  171M 4932M|5551B 1565B|   0   240k|   0  19.0 |2923  4398 |1.92 1.45 0.78|1.0   0 465|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:40 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:40|  9  20  71   0   0|1382M 1255M  171M 4932M|6166B 1554B|   0    12k|   0  3.00 |2707  4120 |1.92 1.45 0.78|1.0   0 356|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:41 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:41| 10  20  70   0   0|1380M 1256M  171M 4933M|6146B 1621B|   0    80k|   0  13.0 |2904  4618 |1.92 1.45 0.78|  0   0 376|   0     0 |   0     0 | 10   32    4   29    0
Sep 02 06:34:42 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:42| 33  14  53   0   0|1436M 1200M  171M 4934M|4736B 1616B|   0    12k|   0  2.00 |3181  7937 |1.92 1.45 0.78|2.0   0 194|   0     0 |   0     0 | 10   33    4   29    0
Sep 02 06:34:43 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:43| 45   5  49   0   0|1539M 1096M  171M 4934M|4678B 1620B|   0     0 |   0     0 |1165  1208 |1.93 1.46 0.78|3.0   0 2.0|   0     0 |   0     0 | 10   33    4   29    0
Sep 02 06:34:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:44| 49   5  45   0   0|1604M 1028M  171M 4937M|5146B 1620B|   0   392k|   0  13.0 |3052    15k|1.93 1.46 0.78|3.0   0 6.0|   0     0 |   0     0 | 10   49    4   29    0
Sep 02 06:34:45 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:45| 27  12  61   0   0|1641M  990M  171M 4938M|8250B 1663B|   0   472k|   0  20.0 |2147  3129 |1.93 1.46 0.78|1.0   0 194|   0     0 |   0     0 | 10   48    4   29    0
