May 20 15:07:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 20 15:07:01 ubuntu dstat.sh[64874]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 20 15:07:01 ubuntu dstat.sh[64874]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 20 15:10:31 ubuntu dstat.sh[64874]: 20-05 15:10:31| 66   9  24   0   0|1770M  341M  178M 5440M|5236B 1662B|   0  3271k|   0  84.0 |3968  1741 |1.97 1.59 0.92|3.0   0 1.0|   0     0 |           | 11   32    0   23    0
May 20 15:10:32 ubuntu dstat.sh[64874]: 20-05 15:10:32| 43   9  37   9   0|1778M  323M  178M 5450M|4961B 1620B|   0    58M|   0  3962 |  17k   31k|1.97 1.59 0.92|  0 3.0 132|   0     0 |           | 11   38    0   23    0
May 20 15:10:33 ubuntu dstat.sh[64874]: 20-05 15:10:33| 29  11  42  15   0|1798M  294M  178M 5459M|4456B 1457B|   0    71M|   0  5334 |  22k   50k|1.97 1.59 0.92|2.0 1.0 252|   0     0 |           | 11   38    0   24    0
May 20 15:10:34 ubuntu dstat.sh[64874]: 20-05 15:10:34| 21   8  50  18   0|1794M  289M  178M 5467M|4679B 1620B|   0    65M|   0  5467 |  20k   39k|1.97 1.59 0.92|2.0 1.0 153|   0     0 |           | 11   38    0   23    0
May 20 15:10:35 ubuntu dstat.sh[64874]: 20-05 15:10:35| 36  10  37  15   0|1705M  370M  178M 5474M|4555B 1618B|   0    77M|   0  5177 |  20k   38k|1.97 1.59 0.92|3.0   0 213|   0     0 |           | 11   36    0   23    0
May 20 15:10:36 ubuntu dstat.sh[64874]: 20-05 15:10:36| 40  12  31  14   0|1761M  307M  179M 5481M|5230B 1568B|   0    74M|   0  5333 |  20k   38k|2.13 1.63 0.94|4.0   0 112|   0     0 |           | 11   36    0   23    0
May 20 15:10:37 ubuntu dstat.sh[64874]: 20-05 15:10:37| 41  10  34  13   0|1805M  254M  179M 5490M|5374B 1510B|   0    57M|   0  3891 |  15k   29k|2.13 1.63 0.94|3.0   0 2.0|   0     0 |           | 11   36    0   23    0
May 20 15:10:38 ubuntu dstat.sh[64874]: 20-05 15:10:38| 32  13  37  17   0|1760M  291M  179M 5498M|5709B 1664B|   0    68M|   0  5049 |  18k   36k|2.13 1.63 0.94|2.0 2.0 120|   0     0 |           | 11   36    0   23    0
May 20 15:10:39 ubuntu dstat.sh[64874]: 20-05 15:10:39| 23   8  49  17   0|1748M  299M  179M 5501M|5343B 1621B|   0    87M|   0  6385 |  23k   45k|2.13 1.63 0.94|2.0   0  99|   0     0 |           | 11   36    0   23    0
May 20 15:10:40 ubuntu dstat.sh[64874]: 20-05 15:10:40| 30  14  54   0   0|1429M  618M  179M 5501M|4964B 1615B|   0  1228k|   0  61.8 |4411  2981 |2.13 1.63 0.94|1.0   0 224|   0     0 |           | 11   32    0   23    0
May 20 15:10:41 ubuntu dstat.sh[64874]: 20-05 15:10:41| 20   6  73   0   0|1486M  561M  179M 5501M|5225B 1616B|   0   858k|   0  50.9 |2256  1810 |2.04 1.62 0.94|1.0   0  26|   0     0 |           | 11   32    0   23    0
May 20 15:10:42 ubuntu dstat.sh[64874]: 20-05 15:10:42| 23   4  72   1   0|1535M  512M  179M 5501M|4519B 1627B|   0  6138k|   0   373 |2315  2567 |2.04 1.62 0.94|1.0   0 2.0|   0     0 |           | 11   32    0   23    0
May 20 15:10:43 ubuntu dstat.sh[64874]: 20-05 15:10:43| 25   1  73   0   0|1541M  506M  179M 5501M|4731B 1617B|   0   168k|   0  15.0 |2102  1612 |2.04 1.62 0.94|1.0   0   0|   0     0 |           | 11   34    0   23    0
May 20 15:10:44 ubuntu dstat.sh[64874]: 20-05 15:10:44| 21   6  73   0   0|1460M  587M  179M 5501M|4464B 1509B|   0     0 |   0     0 |2196  1424 |2.04 1.62 0.94|1.0   0  28|   0     0 |           | 11   32    0   23    0
May 20 15:10:45 ubuntu dstat.sh[64874]: 20-05 15:10:45| 22   4  73   0   0|1505M  542M  179M 5501M|4315B 1569B|   0    40k|   0  4.01 |1705  1175 |2.04 1.62 0.94|1.0   0   0|   0     0 |           | 11   32    0   23    0
May 20 15:10:46 ubuntu dstat.sh[64874]: 20-05 15:10:46| 23   4  73   0   0|1476M  571M  179M 5501M|4818B 1620B|   0   572k|   0  43.0 |2307  1930 |1.96 1.61 0.94|1.0   0  27|   0     0 |           | 11   32    0   23    0
May 20 15:10:47 ubuntu dstat.sh[64874]: 20-05 15:10:47| 13  40  46   0   0|1465M  582M  179M 5501M|4615B 1618B|   0    56k|   0  14.0 |7700  6978 |1.96 1.61 0.94|2.0   0 1.0|   0     0 |           | 11   32    0   23    0
May 20 15:10:48 ubuntu dstat.sh[64874]: 20-05 15:10:48|  8  26  65   0   0|1439M  608M  179M 5501M|4272B 1624B|   0   337k|   0  23.1 |5801  4227 |1.96 1.61 0.94|1.0   0 471|   0     0 |           | 11   32    0   23    0
May 20 15:10:49 ubuntu dstat.sh[64874]: 20-05 15:10:49|  8  21  68   0   0|1430M  617M  179M 5501M|4376B 1619B|   0    84k|   0  9.99 |5225  3527 |1.96 1.61 0.94|1.0   0 324|   0     0 |           | 11   32    0   23    0
May 20 15:10:50 ubuntu dstat.sh[64874]: 20-05 15:10:50|  8  20  69   0   0|1424M  623M  179M 5501M|4521B 1459B|   0   548k|   0  84.0 |5249  3553 |1.96 1.61 0.94|2.0   0 282|   0     0 |           | 11   32    0   23    0
May 20 15:10:51 ubuntu dstat.sh[64874]: 20-05 15:10:51|  9  22  67   0   0|1388M  659M  179M 5501M|5050B 1618B|   0    32k|   0  7.99 |5461  3833 |1.88 1.60 0.94|1.0   0 310|   0     0 |           | 11   32    0   23    0
May 20 15:10:52 ubuntu dstat.sh[64874]: 20-05 15:10:52| 19  16  65   0   0|1401M  646M  179M 5501M|4690B 1624B|   0  8210B|   0  2.00 |5817  7067 |1.88 1.60 0.94|  0   0 184|   0     0 |           | 11   32    0   23    0
May 20 15:10:53 ubuntu dstat.sh[64874]: 20-05 15:10:53| 43  12  44   0   0|1481M  566M  179M 5502M|4490B 1616B|   0     0 |   0     0 |3684  2332 |1.88 1.60 0.94|2.0   0 123|   0     0 |           | 11   33    0   23    0
May 20 15:10:54 ubuntu dstat.sh[64874]: 20-05 15:10:54| 45   5  48   0   0|1566M  481M  179M 5502M|5717B 1500B|   0   208k|   0  6.00 |3147  1832 |1.88 1.60 0.94|2.0   0 7.0|   0     0 |           | 11   41    0   23    0
May 20 15:10:55 ubuntu dstat.sh[64874]: 20-05 15:10:55| 46   6  48   0   0|1631M  415M  179M 5503M|5822B 1620B|   0  3173k|   0   357 |3702  2642 |1.88 1.60 0.94|3.0   0  12|   0     0 |           | 11   49    0   23    0
May 20 15:10:56 ubuntu dstat.sh[64874]: 20-05 15:10:56| 21  16  62   0   0|1631M  412M  179M 5506M|6690B 1623B|   0   549k|   0  30.1 |5792  9090 |1.89 1.61 0.95|1.0   0 184|   0     0 |           | 11   48    0   23    0
May 20 15:10:57 ubuntu dstat.sh[64874]: 20-05 15:10:57| 15  21  64   0   0|1631M  411M  179M 5506M|5378B 1514B|   0   224k|   0  11.0 |6336  7145 |1.89 1.61 0.95|9.0   0 275|   0     0 |           | 11   48    0   23    0
May 20 15:10:58 ubuntu dstat.sh[64874]: 20-05 15:10:58|  7   4  88   0   0|1639M  403M  179M 5506M|4531B 1561B|   0    44k|   0  3.99 |1748  1918 |1.89 1.61 0.95|  0   0  34|   0     0 |           | 11   48    0   23    0
May 20 15:10:59 ubuntu dstat.sh[64874]: 20-05 15:10:59|  0   1  98   0   0|1639M  403M  179M 5506M|4746B 1622B|   0     0 |   0     0 | 698   905 |1.89 1.61 0.95|  0   0 3.0|   0     0 |           | 11   48    0   23    0
May 20 15:11:00 ubuntu dstat.sh[64874]: 20-05 15:11:00|  1   0  98   0   0|1639M  403M  179M 5506M|4795B 1660B|   0     0 |   0     0 | 758   963 |1.89 1.61 0.95|  0   0 3.0|   0     0 |           | 11   48    0   23    0
May 20 15:11:01 ubuntu dstat.sh[64874]: 20-05 15:11:01|  0   1  98   0   0|1639M  403M  179M 5506M|5508B 1512B|   0  1792k|   0  16.0 | 801  1030 |1.74 1.58 0.94|2.0   0 2.0|   0     0 |           | 11   48    0   23    0
May 20 15:11:02 ubuntu dstat.sh[64874]: 20-05 15:11:02|  5   7  87   0   0|1623M  419M  179M 5506M|5090B 1567B|   0     0 |   0     0 |2431  2150 |1.74 1.58 0.94|2.0   0  96|   0     0 |           | 11   48    0   23    0
May 20 15:11:03 ubuntu dstat.sh[64874]: 20-05 15:11:03| 19  17  63   0   0|1602M  441M  179M 5506M|5097B 1619B|   0   152k|   0  3.00 |6103  7837 |1.74 1.58 0.94|  0   0 262|   0     0 |           | 11   48    0   15    0
May 20 15:11:04 ubuntu dstat.sh[64874]: 20-05 15:11:04| 12  19  68   0   0|1643M  399M  179M 5506M|5404B 1861B|   0   124k|   0  7.01 |5297  4429 |1.74 1.58 0.94|3.0   0 300|   0     0 |           | 12   52    0   15    0
May 20 15:11:05 ubuntu dstat.sh[64874]: 20-05 15:11:05| 19  17  62   0   0|1649M  393M  179M 5506M|5401B 1620B|   0   256k|   0  23.0 |6190  7615 |1.74 1.58 0.94|1.0   0 225|   0     0 |           | 12   64    0   15    0
May 20 15:11:06 ubuntu dstat.sh[64874]: 20-05 15:11:06|  6   9  84   0   0|1641M  401M  179M 5506M|5169B 1617B|   0  2428k|   0   128 |3143  3526 |1.60 1.55 0.94|  0   0 180|   0     0 |           | 12   64    0   15    0
May 20 15:11:07 ubuntu dstat.sh[64874]: 20-05 15:11:07| 13  17  68   0   0|1635M  406M  179M 5506M|4680B 1620B|   0    88k|   0  9.00 |4917  4410 |1.60 1.55 0.94|1.0   0 209|   0     0 |           | 14   64    0   14    0
May 20 15:11:08 ubuntu dstat.sh[64874]: 20-05 15:11:08| 13  17  69   0   0|1637M  404M  179M 5506M|4627B 1619B|   0    16k|   0  4.00 |5595  5846 |1.60 1.55 0.94|1.0   0 259|   0     0 |           | 14   66    0   14    0
May 20 15:11:09 ubuntu dstat.sh[64874]: 20-05 15:11:09|  9  20  69   0   0|1627M  414M  179M 5507M|4789B 1560B|   0   843k|   0  8.03 |5209  3593 |1.60 1.55 0.94|1.0   0 289|   0     0 |           | 14   66    0   14    0
May 20 15:11:10 ubuntu dstat.sh[64874]: 20-05 15:11:10| 10  22  66   0   0|1642M  400M  179M 5507M|4356B 1646B|   0  5137k|   0   370 |6087  5732 |1.60 1.55 0.94|8.0   0 297|   0     0 |           | 14   66    0   14    0
May 20 15:11:11 ubuntu dstat.sh[64874]: 20-05 15:11:11| 23  18  59   0   0|1660M  381M  179M 5507M|5005B 1623B|   0    24k|   0  5.01 |5450  5779 |1.55 1.54 0.94|4.0   0 211|   0     0 |           | 14   66    0   14    0
May 20 15:11:12 ubuntu dstat.sh[64874]: 20-05 15:11:12| 28  26  45   0   0|1739M  303M  179M 5507M|4804B 1621B|   0   560k|   0  10.0 |6523  5268 |1.55 1.54 0.94|2.0   0 538|   0     0 |           | 14   66    0   14    0
May 20 15:11:13 ubuntu dstat.sh[64874]: 20-05 15:11:13| 28  26  44   0   0|1798M  242M  179M 5508M|4784B 1615B|   0    44k|   0  7.97 |6779  7701 |1.55 1.54 0.94|2.0   0 446|   0     0 |           | 14   70    0   16    0
May 20 15:11:14 ubuntu dstat.sh[64874]: 20-05 15:11:14| 30  26  44   0   0|1813M  227M  179M 5508M|4339B 1458B|   0    36k|   0  9.00 |5884  4328 |1.55 1.54 0.94|2.0   0 379|   0     0 |           | 14   70    0   16    0
May 20 15:11:15 ubuntu dstat.sh[64874]: 20-05 15:11:15| 46  19  35   0   0|1868M  172M  179M 5509M|5114B 1715B|   0  4107B|   0  1.00 |5846  7970 |1.55 1.54 0.94|4.0   0 255|   0     0 |           | 14   70    0   15    0
May 20 15:11:16 ubuntu dstat.sh[64874]: 20-05 15:11:16| 53  29  19   0   0|1994M  184M  171M 5382M|5482B 1714B|  28k 5457k|5.00   352 |6187  5011 |1.67 1.57 0.95|3.0   0 471|   0     0 |           | 14   70    0   15    0
May 20 15:11:17 ubuntu dstat.sh[64874]: 20-05 15:11:17| 63  21  14   0   0|2083M  145M  170M 5333M|5036B 1619B| 368k  843k|17.0  13.0 |5913  7950 |1.67 1.57 0.95|4.0   0 276|   0     0 |           | 14   70    0   15    0
May 20 15:11:18 ubuntu dstat.sh[64874]: 20-05 15:11:18| 69  29   2   0   0|2217M  217M  170M 5132M|4528B 1458B|1108k 1600k|97.0   100 |6228  7383 |1.67 1.57 0.95|4.0   0 520|   0     0 |           | 14   74    0   15    0
May 20 15:11:19 ubuntu dstat.sh[64874]: 20-05 15:11:19| 74  21   2   1   0|2381M  127M  170M 5059M|4789B 1616B|  20k 8839k|3.99   846 |9683    15k|1.67 1.57 0.95|5.0   0 240|   0     0 |           | 14   74    0   13    0
May 20 15:11:20 ubuntu dstat.sh[64874]: 20-05 15:11:20| 66  26   5   3   0|2470M  148M  169M 4954M|5070B 1621B| 504k   35M|11.0  2261 |  14k   26k|1.67 1.57 0.95|4.0   0 414|   0     0 |           | 14   76    0   13    0
May 20 15:11:21 ubuntu dstat.sh[64874]: 20-05 15:11:21| 69  21   8   0   0|2548M  139M  169M 4885M|4900B 1619B| 848k 1479k|28.0  64.0 |  10k   16k|2.97 1.84 1.04|4.0   0 227|   0     0 |           | 14   80    0   18    0
May 20 15:11:22 ubuntu dstat.sh[64874]: 20-05 15:11:22| 61  27  12   0   0|2661M  167M  169M 4747M|4812B 1516B|  32k  778k|6.02  52.2 |6722  8072 |2.97 1.84 1.04|3.0   0 572|   0     0 |           | 14   86    0   21    0
May 20 15:11:23 ubuntu dstat.sh[64874]: 20-05 15:11:23| 40  26  34   0   0|2728M  165M  169M 4683M|4469B 1560B|4081B  566k|1.00  32.9 |8732    12k|2.97 1.84 1.04|2.0   0 376|   0     0 |           | 14   86    0   19    0
May 20 15:11:24 ubuntu dstat.sh[64874]: 20-05 15:11:24| 54  17  28   0   0|2829M  198M  169M 4553M|4615B 1618B|3109k 7416k|34.0   370 |6742  9297 |2.97 1.84 1.04|5.0   0 196|   0     0 |           | 14   87    0   20    0
May 20 15:11:25 ubuntu dstat.sh[64874]: 20-05 15:11:25| 46   9  44   0   0|2941M  153M  169M 4488M|4519B 1717B| 100k 2221k|8.03   132 |3993  5448 |2.97 1.84 1.04|3.0   0 7.0|   0     0 |           | 14   90    0   20    0
May 20 15:11:26 ubuntu dstat.sh[64874]: 20-05 15:11:26|  9  19  70   0   0|2952M  142M  169M 4488M|5339B 1615B|   0  3799k|   0  55.8 |5131  3890 |2.74 1.81 1.03|2.0   0 254|   0     0 |           | 14   90    0   20    0
May 20 15:11:27 ubuntu dstat.sh[64874]: 20-05 15:11:27|  8  19  70   0   0|2953M  141M  169M 4488M|5348B 1623B|   0   144k|   0  13.0 |5194  3795 |2.74 1.81 1.03|1.0   0 285|   0     0 |           | 14   90    0   18    0
May 20 15:11:28 ubuntu dstat.sh[64874]: 20-05 15:11:28|  7  21  71   0   0|2965M  129M  169M 4488M|5158B 1619B|   0    36k|   0  5.00 |5275  3696 |2.74 1.81 1.03|1.0   0 296|   0     0 |           | 14   90    0   18    0
May 20 15:11:29 ubuntu dstat.sh[64874]: 20-05 15:11:29| 15  12  71   0   0|2998M  160M  169M 4425M|4912B 1618B|   0   367k|   0  1.00 |3564  2584 |2.74 1.81 1.03|2.0   0 153|   0     0 |           | 14   90    0   18    0
May 20 15:11:30 ubuntu dstat.sh[64874]: 20-05 15:11:30| 19   3  78   0   0|3030M  128M  169M 4424M|  10k 7283B|  72k    0 |4.99     0 |1966  1566 |2.74 1.81 1.03|1.0   0   0|   0     0 |           | 14   91    0   18    0
May 20 15:11:31 ubuntu dstat.sh[64874]: 20-05 15:11:31| 19   7  72   0   0|2976M  182M  169M 4425M|  22k   18k|8207B   12M|2.00   591 |3528  3012 |2.60 1.80 1.03|1.0   0  65|   0     0 |           | 14   94    0   13    0
May 20 15:11:32 ubuntu dstat.sh[64874]: 20-05 15:11:32| 19   4  76   0   0|3034M  124M  169M 4425M|7129B 4005B|   0   244k|   0  12.0 |1870  1386 |2.60 1.80 1.03|1.0   0 2.0|   0     0 |           | 14   99    0   13    0
May 20 15:11:33 ubuntu dstat.sh[64874]: 20-05 15:11:33| 25   6  68   0   0|3045M  180M  169M 4360M|9288B 5770B|  28k  435k|3.00  38.0 |3722  8357 |2.60 1.80 1.03|1.0   0  36|   0     0 |           | 14  101    0   15    0
May 20 15:11:34 ubuntu dstat.sh[64874]: 20-05 15:11:34| 25   6  66   2   0|3053M  171M  169M 4361M|4651B 1459B| 877k 2045k|38.0   229 |5456  7532 |2.60 1.80 1.03|1.0   0 4.0|   0     0 |           | 14  106    0   15    0
May 20 15:11:35 ubuntu dstat.sh[64874]: 20-05 15:11:35| 28  11  61   0   0|3017M  206M  169M 4361M|4968B 1815B|4097B 1456k|1.00   124 |5027  5267 |2.60 1.80 1.03|2.0   0 113|   0     0 |           | 14  109    0   16    0
May 20 15:11:36 ubuntu dstat.sh[64874]: 20-05 15:11:36| 19   3  76   0   0|3055M  169M  169M 4361M|7321B 3463B|   0   660k|   0  54.0 |2105  1936 |2.47 1.78 1.03|2.0   0 2.0|   0     0 |           | 14  112    0   16    0
May 20 15:11:37 ubuntu dstat.sh[64874]: 20-05 15:11:37| 20   4  76   1   0|3060M  164M  169M 4361M|  12k 7519B|  80k  960k|5.00  80.0 |2816  3189 |2.47 1.78 1.03|1.0   0 1.0|   0     0 |           | 14  112    0   16    0
May 20 15:11:38 ubuntu dstat.sh[64874]: 20-05 15:11:38| 29   8  60   1   0|3083M  140M  169M 4361M|6764B 2863B|   0  1479k|   0   136 |4891  5894 |2.47 1.78 1.03|2.0   0  51|   0     0 |           | 14  111    0   17    0
May 20 15:11:39 ubuntu dstat.sh[64874]: 20-05 15:11:39| 41  11  47   0   0|3144M  209M  169M 4235M|4882B 1509B|   0   487k|   0  29.9 |3375  1991 |2.47 1.78 1.03|2.0   0  48|   0     0 |           | 14  111    0   17    0
May 20 15:11:40 ubuntu dstat.sh[64874]: 20-05 15:11:40| 33   3  63   0   0|3183M  170M  169M 4235M|  27k   24k| 184k  336k|1.00  19.0 |2502  1658 |2.47 1.78 1.03|1.0   0   0|   0     0 |           | 14  111    0   18    0
May 20 15:11:41 ubuntu dstat.sh[64874]: 20-05 15:11:41| 19   8  72   0   0|3191M  162M  169M 4235M|5012B 1625B|   0   309k|   0  17.1 |2516  1812 |2.35 1.77 1.03|2.0   0  56|   0     0 |           | 14  111    0   18    0
May 20 15:11:42 ubuntu dstat.sh[64874]: 20-05 15:11:42| 19   2  78   0   0|3193M  160M  169M 4235M|  27k   24k|   0   264k|   0  14.0 |1932  1518 |2.35 1.77 1.03|3.0   0   0|   0     0 |           | 14  111    0   20    0
May 20 15:11:43 ubuntu dstat.sh[64874]: 20-05 15:11:43| 20   6  73   0   0|3222M  131M  169M 4235M|4609B 1616B|   0   271k|   0  14.0 |2418  1769 |2.35 1.77 1.03|1.0   0  51|   0     0 |           | 14  111    0   20    0
May 20 15:11:44 ubuntu dstat.sh[64874]: 20-05 15:11:44| 18   3  78   1   0|3228M  124M  169M 4235M|  11k 8103B|  12k  973k|3.00  80.1 |2778  3129 |2.35 1.77 1.03|1.0   0   0|   0     0 |           | 14  112    0   20    0
May 20 15:11:45 ubuntu dstat.sh[64874]: 20-05 15:11:45| 19   9  71   0   0|3154M  199M  169M 4235M|6009B 2662B|   0   580k|   0  49.0 |3299  3013 |2.35 1.77 1.03|1.0   0  82|   0     0 |           | 14  111    0   21    0
May 20 15:11:46 ubuntu dstat.sh[64874]: 20-05 15:11:46| 20   2  77   0   0|3189M  163M  169M 4235M|  11k 7325B|   0   335k|   0  19.9 |1800  1325 |2.16 1.74 1.03|2.0   0   0|   0     0 |           | 14  112    0   21    0
May 20 15:11:47 ubuntu dstat.sh[64874]: 20-05 15:11:47| 19   6  72   0   0|3197M  156M  169M 4235M|  21k   18k|   0  2100k|   0  90.8 |2630  2225 |2.16 1.74 1.03|3.0   0  55|   0     0 |           | 14  111    0   22    0
May 20 15:11:48 ubuntu dstat.sh[64874]: 20-05 15:11:48| 19   3  78   1   0|3227M  126M  169M 4235M|  10k 7936B|4118B  137k|1.01  13.1 |1877  1466 |2.16 1.74 1.03|  0   0   0|   0     0 |           | 14  112    0   22    0
May 20 15:11:49 ubuntu dstat.sh[64874]: 20-05 15:11:49| 22   5  69   1   0|3224M  128M  169M 4235M|5811B 1996B|   0  8011k|   0   595 |6465    10k|2.16 1.74 1.03|1.0   0 1.0|   0     0 |           | 14  113    0   22    0
May 20 15:11:50 ubuntu dstat.sh[64874]: 20-05 15:11:50| 21   7  70   1   0|3194M  159M  169M 4235M|5929B 2919B|   0  1811k|   0   146 |4198  5067 |2.16 1.74 1.03|1.0   0  53|   0     0 |           | 14  112    0   24    0
May 20 15:11:51 ubuntu dstat.sh[64874]: 20-05 15:11:51| 20   3  77   0   0|3226M  127M  169M 4235M|  11k 7369B|   0   312k|   0  25.0 |2130  1867 |2.07 1.73 1.03|1.0   0 1.0|   0     0 |           | 14  113    0   24    0
May 20 15:11:52 ubuntu dstat.sh[64874]: 20-05 15:11:52| 20   3  74   1   0|3222M  131M  169M 4235M|9094B 5770B|  16k 5359k|1.00   643 |4879  6370 |2.07 1.73 1.03|2.0   0   0|   0     0 |           | 14  113    0   24    0
May 20 15:11:53 ubuntu dstat.sh[64874]: 20-05 15:11:53| 30   5  63   1   0|3224M  128M  169M 4236M|4827B 1629B|   0  1332k|   0   139 |7940    12k|2.07 1.73 1.03|9.0   0 2.0|   0     0 |           | 14  117    0   24    0
May 20 15:11:54 ubuntu dstat.sh[64874]: 20-05 15:11:54| 25   7  66   0   0|3189M  163M  169M 4236M|5610B 2543B|   0   646k|   0  57.8 |4314  4716 |2.07 1.73 1.03|1.0   0  77|   0     0 |           | 14  116    0   25    0
May 20 15:11:55 ubuntu dstat.sh[64874]: 20-05 15:11:55| 19   3  78   0   0|3199M  154M  169M 4236M|  12k 7465B|   0   372k|   0  20.0 |1796  1341 |2.07 1.73 1.03|1.0   0   0|   0     0 |           | 14  117    0   25    0
May 20 15:11:56 ubuntu dstat.sh[64874]: 20-05 15:11:56| 17   9  72   1   0|3138M  214M  169M 4236M|  10k 5543B|   0  3966k|   0   277 |4671  5522 |1.98 1.71 1.03|1.0   0 118|   0     0 |           | 14  116    0   26    0
May 20 15:11:57 ubuntu dstat.sh[64874]: 20-05 15:11:57| 21   5  73   0   0|3203M  149M  169M 4236M|5213B 1618B|   0   128k|   0  14.0 |2204  1690 |1.98 1.71 1.03|1.0   0  29|   0     0 |           | 14  116    0   26    0
May 20 15:11:58 ubuntu dstat.sh[64874]: 20-05 15:11:58| 15   2  81   0   0|3213M  139M  169M 4236M|  15k   13k|   0   144k|   0  9.01 |2105  1813 |1.98 1.71 1.03|  0   0   0|   0     0 |           | 14  117    0   26    0
May 20 15:11:59 ubuntu dstat.sh[64874]: 20-05 15:11:59| 27   6  65   1   0|3213M  139M  169M 4236M|5957B 1826B|   0  1139k|   0   143 |7261    11k|1.98 1.71 1.03|1.0   0   0|   0     0 |           | 14  117    0   26    0
May 20 15:12:00 ubuntu dstat.sh[64874]: 20-05 15:12:00| 28   7  62   1   0|3211M  141M  169M 4236M|6465B 3289B| 419k  679k|68.9  64.9 |6597  9116 |1.98 1.71 1.03|2.0   0 4.0|   0     0 |           | 14  116    0   27    0
May 20 15:12:01 ubuntu dstat.sh[64874]: 20-05 15:12:01| 33  17  47   1   0|3205M  146M  170M 4236M|5611B 1944B|  16k 7183k|1.00   470 |9965    14k|1.82 1.69 1.02|1.0   0 286|   0     0 |           | 14  116    0   27    0
May 20 15:12:02 ubuntu dstat.sh[64874]: 20-05 15:12:02| 20   4  74   0   0|3207M  208M  170M 4175M|7081B 3655B|   0   224k|   0  14.0 |2004  1379 |1.82 1.69 1.02|  0   0 6.0|   0     0 |           | 14  117    0   27    0
May 20 15:12:03 ubuntu dstat.sh[64874]: 20-05 15:12:03| 19   9  72   0   0|3138M  276M  170M 4175M|  11k 7109B|   0   284k|   0  16.0 |3184  2426 |1.82 1.69 1.02|1.0   0  87|   0     0 |           | 14  116    0   29    0
May 20 15:12:04 ubuntu dstat.sh[64874]: 20-05 15:12:04| 10  20  68   0   0|3140M  274M  170M 4175M|5085B 1622B|   0   377k|   0  15.0 |5174  3706 |1.82 1.69 1.02|1.0   0 283|   0     0 |           | 14  116    0   29    2
May 20 15:12:05 ubuntu dstat.sh[64874]: 20-05 15:12:05|  9  21  67   0   0|3137M  277M  170M 4175M|5445B 1616B|   0   231k|   0  14.0 |5090  3400 |1.82 1.69 1.02|1.0   0 252|   0     0 |           | 14  116    0   29    2
May 20 15:12:06 ubuntu dstat.sh[64874]: 20-05 15:12:06| 21  17  60   0   0|3160M  255M  170M 4175M|5312B 1695B|  12k  726k|3.01  51.1 |6195  7857 |1.76 1.67 1.02|2.0   0 191|   0     0 |           | 14  116    0   29    2
May 20 15:12:07 ubuntu dstat.sh[64874]: 20-05 15:12:07| 29  24  45   0   0|3235M  180M  170M 4175M|4799B 1620B|4095B  360k|1.00  32.0 |6160  4751 |1.76 1.67 1.02|2.0   0 360|   0     0 |           | 14  116    0   29    2
May 20 15:12:08 ubuntu dstat.sh[64874]: 20-05 15:12:08| 24  23  51   0   0|3261M  152M  170M 4175M|4995B 1616B|  80k 3176k|4.99   345 |6414  5663 |1.76 1.67 1.02|1.0   0 343|   0     0 |           | 14  122    0   29    2
May 20 15:12:09 ubuntu dstat.sh[64874]: 20-05 15:12:09| 30  19  49   0   0|3304M  167M  170M 4120M|4571B 1624B|  12k  433k|3.01  24.1 |7940    14k|1.76 1.67 1.02|6.0   0 201|   0     0 |           | 16  126    0   29    2
May 20 15:12:10 ubuntu dstat.sh[64874]: 20-05 15:12:10| 49  30  21   0   0|3434M  166M  170M 3993M|4717B 1612B| 100k  271k|5.97  16.9 |6988  6354 |1.76 1.67 1.02|4.0   0 516|   0     0 |           | 16  128    0   29    2
May 20 15:12:11 ubuntu dstat.sh[64874]: 20-05 15:12:11| 57  24  18   0   0|3529M  165M  170M 3900M|4623B 1607B|  28k  397k|4.01  31.1 |8203    12k|2.18 1.76 1.05|6.0   0 386|   0     0 |           | 16  144    0   29    2
May 20 15:12:12 ubuntu dstat.sh[64874]: 20-05 15:12:12| 29  22  48   0   0|3584M  161M  170M 3849M|5035B 1569B|8207B  753k|1.00  24.0 |6450  8657 |2.18 1.76 1.05|3.0   0 337|   0     0 |           | 16  144    0   29    2
May 20 15:12:13 ubuntu dstat.sh[64874]: 20-05 15:12:13| 33  26  40   0   0|3632M  161M  170M 3803M|4200B 1620B|  84k  348k|4.00  20.0 |  15k 5456 |2.18 1.76 1.05|2.0   0 501|   0     0 |           | 16  144    0   29    2
May 20 15:12:14 ubuntu dstat.sh[64874]: 20-05 15:12:14| 14  22  61   0   0|3653M  140M  170M 3803M|5162B 1687B|8179B 1953k|2.00  18.0 |6294  5889 |2.18 1.76 1.05|1.0   0 326|   0     0 |           | 17  146    0   29    2
May 20 15:12:15 ubuntu dstat.sh[64874]: 20-05 15:12:15| 25  16  58   0   0|3674M  169M  170M 3753M|5118B 1622B|4102B  401k|1.00  24.0 |5797  6042 |2.18 1.76 1.05|3.0   0 210|   0     0 |           | 17  146    0   29    2
