Apr 16 18:57:15 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 16 18:57:15 ubuntu dstat.sh[65030]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 16 18:57:15 ubuntu dstat.sh[65030]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 16 19:01:07 ubuntu dstat.sh[65030]: 16-04 19:01:07| 17  17  65   0   0|1599M  467M  178M 5485M|5123B 1455B|   0   112k|   0  3.99 |6667  7896 |2.11 1.64 0.91|2.0   0 318|   0     0 |           | 11   48    0   23    0
Apr 16 19:01:08 ubuntu dstat.sh[65030]: 16-04 19:01:08|  3   2  93   0   0|1605M  461M  178M 5485M|4387B 1188B|   0   360k|   0  29.0 |1539  2011 |2.11 1.64 0.91|1.0   0  28|   0     0 |           | 11   48    0   23    0
Apr 16 19:01:09 ubuntu dstat.sh[65030]: 16-04 19:01:09|  1   0  98   0   0|1605M  461M  178M 5485M|4772B 1512B|   0    40k|   0  5.00 | 730   988 |2.11 1.64 0.91|1.0   0 3.0|   0     0 |           | 11   48    0   23    0
Apr 16 19:01:10 ubuntu dstat.sh[65030]: 16-04 19:01:10|  0   1  98   0   0|1605M  461M  178M 5485M|4546B 1566B|   0     0 |   0     0 | 765   955 |2.11 1.64 0.91|1.0   0 3.0|   0     0 |           | 11   48    0   23    0
Apr 16 19:01:11 ubuntu dstat.sh[65030]: 16-04 19:01:11|  1   0  98   0   0|1603M  462M  178M 5485M|4532B 1512B|   0   600k|   0  74.0 | 734   973 |1.94 1.61 0.91|1.0   0 2.0|   0     0 |           | 11   48    0   23    0
Apr 16 19:01:12 ubuntu dstat.sh[65030]: 16-04 19:01:12| 10  10  80   0   0|1586M  479M  178M 5485M|6552B 1661B|   0     0 |   0     0 |4179  5530 |1.94 1.61 0.91|1.0   0 200|   0     0 |           | 11   48    0   23    0
Apr 16 19:01:13 ubuntu dstat.sh[65030]: 16-04 19:01:13| 16  14  69   0   0|1580M  485M  178M 5485M|3712B  649B|   0  4100B|   0  1.00 |4406  6155 |1.94 1.61 0.91|2.0   0 205|   0     0 |           | 11   48    0   23    0
Apr 16 19:01:14 ubuntu dstat.sh[65030]: 16-04 19:01:14| 11  23  64   0   0|1635M  430M  178M 5486M|4266B 1644B|   0  4101B|   0  1.00 |6545  6555 |1.94 1.61 0.91| 17   0 393|   0     0 |           | 12   48    0   16    0
Apr 16 19:01:15 ubuntu dstat.sh[65030]: 16-04 19:01:15| 18  15  66   0   0|1630M  435M  178M 5485M|4911B 1617B|   0   315k|   0  34.9 |5400  6532 |1.94 1.61 0.91|3.0   0 160|   0     0 |           | 12   64    0   16    0
Apr 16 19:01:16 ubuntu dstat.sh[65030]: 16-04 19:01:16|  5   9  85   0   0|1628M  437M  178M 5485M|4979B 1620B|   0   220k|   0  10.0 |2505  2437 |1.94 1.62 0.91|2.0   0 154|   0     0 |           | 12   64    0   16    0
Apr 16 19:01:17 ubuntu dstat.sh[65030]: 16-04 19:01:17| 17  18  64   0   0|1628M  437M  178M 5486M|5036B 1564B|   0  2401k|   0  21.0 |5680  6823 |1.94 1.62 0.91|1.0   0 208|   0     0 |           | 14   64    0   16    0
Apr 16 19:01:18 ubuntu dstat.sh[65030]: 16-04 19:01:18| 10  18  71   1   0|1609M  456M  178M 5485M|5161B 1620B|   0   648k|   0  37.0 |5320  4496 |1.94 1.62 0.91|1.0   0 280|   0     0 |           | 14   66    0   14    0
Apr 16 19:01:19 ubuntu dstat.sh[65030]: 16-04 19:01:19|  9  21  69   0   0|1604M  461M  178M 5485M|5110B 1707B|   0   104k|   0  12.0 |5316  3797 |1.94 1.62 0.91|1.0   0 297|   0     0 |           | 14   66    0   14    0
Apr 16 19:01:20 ubuntu dstat.sh[65030]: 16-04 19:01:20| 15  21  63   0   0|1611M  454M  178M 5486M|4772B 1512B|   0    20k|   0  5.00 |7039  8601 |1.94 1.62 0.91|9.0   0 287|   0     0 |           | 14   66    0   14    0
Apr 16 19:01:21 ubuntu dstat.sh[65030]: 16-04 19:01:21| 26  21  52   0   0|1672M  393M  178M 5485M|4731B 1568B|   0  5406k|   0   382 |5747  4782 |1.95 1.62 0.92|2.0   0 409|   0     0 |           | 14   66    0   14    0
Apr 16 19:01:22 ubuntu dstat.sh[65030]: 16-04 19:01:22| 29  25  45   0   0|1724M  341M  178M 5485M|4249B 1512B|   0   276k|   0  3.00 |6202  4592 |1.95 1.62 0.92|3.0   0 477|   0     0 |           | 14   66    0   14    0
Apr 16 19:01:23 ubuntu dstat.sh[65030]: 16-04 19:01:23| 30  25  44   0   0|1794M  269M  178M 5487M|4337B 1556B|   0    52k|   0  9.93 |6652  8331 |1.95 1.62 0.92|3.0   0 422|   0     0 |           | 14   70    0   16    0
Apr 16 19:01:24 ubuntu dstat.sh[65030]: 16-04 19:01:24| 33  23  43   0   0|1838M  224M  178M 5487M|3798B 1379B|   0   557k|   0  8.96 |6199  6017 |1.95 1.62 0.92|6.0   0 315|   0     0 |           | 14   70    0   16    0
Apr 16 19:01:25 ubuntu dstat.sh[65030]: 16-04 19:01:25| 48  23  27   0   0|1903M  176M  175M 5474M|3777B 1254B|   0     0 |   0     0 |5925  6201 |1.95 1.62 0.92|3.0   0 328|   0     0 |           | 14   70    0   16    0
Apr 16 19:01:26 ubuntu dstat.sh[65030]: 16-04 19:01:26| 53  28  19   0   0|2014M  138M  171M 5409M|4726B 1566B| 276k 6236k|21.0   435 |6755  7475 |2.11 1.66 0.94|4.0   0 391|   0     0 |           | 14   70    0   15    0
Apr 16 19:01:27 ubuntu dstat.sh[65030]: 16-04 19:01:27| 65  22  12   0   0|2095M  165M  168M 5305M|5550B 1507B| 140k  781k|24.9  28.9 |5587  5291 |2.11 1.66 0.94|5.0   0 295|   0     0 |           | 14   70    0   15    0
Apr 16 19:01:28 ubuntu dstat.sh[65030]: 16-04 19:01:28| 69  28   3   1   0|2264M  160M  169M 5143M|5658B 1575B|3170k 2474k| 169  71.4 |6509  7570 |2.11 1.66 0.94|5.0   0 424|   0     0 |           | 14   74    0   15    0
Apr 16 19:01:29 ubuntu dstat.sh[65030]: 16-04 19:01:29| 61  25   9   5   0|2313M  174M  169M 5082M|5745B 1608B| 216k   29M|25.0  2206 |  15k   28k|2.11 1.66 0.94|7.0   0 265|   0     0 |           | 14   74    0   15    0
Apr 16 19:01:30 ubuntu dstat.sh[65030]: 16-04 19:01:30| 66  26   5   1   0|2485M  122M  168M 4965M|4511B 1437B|1356k 9850k|59.1   813 |9619    17k|2.11 1.66 0.94|9.0   0 407|   0     0 |           | 14   80    0   18    0
Apr 16 19:01:31 ubuntu dstat.sh[65030]: 16-04 19:01:31| 66  25  10   0   0|2553M  126M  168M 4894M|4068B 1149B| 774k 1313k|31.4  68.9 |  10k   16k|2.26 1.70 0.95|3.0   0 276|   0     0 |           | 14   91    0   24    0
Apr 16 19:01:32 ubuntu dstat.sh[65030]: 16-04 19:01:32| 51  27  21   0   0|2680M  142M  168M 4754M|4873B 1619B| 751k 1043k|46.0  57.0 |6948  7514 |2.26 1.70 0.95|4.0   0 441|   0     0 |           | 14   93    0   25    0
Apr 16 19:01:33 ubuntu dstat.sh[65030]: 16-04 19:01:33| 36  28  35   1   0|2756M  131M  168M 4691M|4859B 1570B|   0  8707k|   0   443 |8506    14k|2.26 1.70 0.95|2.0   0 445|   0     0 |           | 14   95    0   25    0
Apr 16 19:01:34 ubuntu dstat.sh[65030]: 16-04 19:01:34| 49  18  32   1   0|2845M  174M  168M 4563M|4960B 1651B|3241k 1057k|44.9  46.8 |6461  9607 |2.26 1.70 0.95|2.0   0 202|   0     0 |           | 14   98    0   25    0
Apr 16 19:01:35 ubuntu dstat.sh[65030]: 16-04 19:01:35| 45   7  48   0   0|2958M  127M  168M 4497M|4873B 1624B|4107B 3161k|1.00   149 |2947  2062 |2.26 1.70 0.95|3.0   0   0|   0     0 |           | 14   98    0   25    0
Apr 16 19:01:36 ubuntu dstat.sh[65030]: 16-04 19:01:36| 12  19  67   0   0|2969M  183M  168M 4432M|4668B 1567B|  12k 4253k|3.00  83.0 |5636  5020 |2.16 1.69 0.95|2.0   0 284|   0     0 |           | 14  101    0   26    0
Apr 16 19:01:37 ubuntu dstat.sh[65030]: 16-04 19:01:37|  7  20  71   0   0|2976M  175M  168M 4432M|4117B 1025B|4090B  124k|1.00  13.0 |5149  3742 |2.16 1.69 0.95|2.0   0 280|   0     0 |           | 14  101    0   26    0
Apr 16 19:01:38 ubuntu dstat.sh[65030]: 16-04 19:01:38|  9  19  70   0   0|2984M  168M  168M 4432M|4310B 1350B|4096B   44k|1.00  5.00 |4932  3379 |2.16 1.69 0.95|2.0   0 265|   0     0 |           | 14  101    0   25    0
Apr 16 19:01:39 ubuntu dstat.sh[65030]: 16-04 19:01:39| 12  14  71   0   0|3008M  144M  168M 4432M|4685B 1187B|   0     0 |   0     0 |3809  2676 |2.16 1.69 0.95|1.0   0 162|   0     0 |           | 14  101    0   25    0
Apr 16 19:01:40 ubuntu dstat.sh[65030]: 16-04 19:01:40| 18   4  77   0   0|3045M  172M  168M 4369M|  10k 7225B|  40k  424k|3.00  2.00 |1976  1645 |2.16 1.69 0.95|2.0   0   0|   0     0 |           | 14  102    0   25    0
Apr 16 19:01:41 ubuntu dstat.sh[65030]: 16-04 19:01:41| 21   4  73   0   0|2978M  238M  168M 4369M|  22k   18k|  12k   11M|3.00   582 |3051  2843 |2.07 1.68 0.95|1.0   0  32|   0     0 |           | 14  107    0   26    0
Apr 16 19:01:42 ubuntu dstat.sh[65030]: 16-04 19:01:42| 22   5  72   0   0|3047M  170M  168M 4369M|4597B 1508B|4085B   68k|1.00  6.98 |2162  1547 |2.07 1.68 0.95|1.0   0  35|   0     0 |           | 14  109    0   24    0
Apr 16 19:01:43 ubuntu dstat.sh[65030]: 16-04 19:01:43| 16   3  80   1   0|3046M  170M  168M 4369M|  11k 8013B|4110B  478k|1.00  52.2 |2651  2869 |2.07 1.68 0.95|4.0   0 2.0|   0     0 |           | 14  116    0   24    0
Apr 16 19:01:44 ubuntu dstat.sh[65030]: 16-04 19:01:44| 25   5  67   1   0|3064M  151M  168M 4370M|4514B 1548B| 669k 1705k|36.9   206 |4712  6834 |2.07 1.68 0.95|3.0   0 6.0|   0     0 |           | 14  121    0   24    0
Apr 16 19:01:45 ubuntu dstat.sh[65030]: 16-04 19:01:45| 29  12  55   1   0|3155M  126M  168M 4306M|5032B 2424B|  88k 1806k|6.01   163 |6542  7599 |2.07 1.68 0.95|2.0   0 113|   0     0 |           | 14  122    0   26    0
Apr 16 19:01:46 ubuntu dstat.sh[65030]: 16-04 19:01:46| 20   4  74   0   0|3214M  131M  168M 4244M|5736B 3318B|8196B  608k|2.00  51.0 |2193  1944 |1.90 1.65 0.95|1.0   0 3.0|   0     0 |           | 14  127    0   20    0
Apr 16 19:01:47 ubuntu dstat.sh[65030]: 16-04 19:01:47| 17   3  79   0   0|3216M  129M  168M 4244M|  12k 8115B|  36k  810k|3.01  64.1 |2453  2737 |1.90 1.65 0.95|1.0   0   0|   0     0 |           | 14  127    0   20    0
Apr 16 19:01:48 ubuntu dstat.sh[65030]: 16-04 19:01:48| 28   5  65   1   0|3143M  202M  168M 4244M|5829B 2810B|  48k 1649k|3.00   146 |4691  6098 |1.90 1.65 0.95|3.0   0 6.0|   0     0 |           | 14  126    0   21    0
Apr 16 19:01:49 ubuntu dstat.sh[65030]: 16-04 19:01:49| 42  10  47   0   0|3222M  186M  168M 4182M|4619B 1620B|   0   484k|   0  32.0 |3610  2382 |1.90 1.65 0.95|2.0   0  93|   0     0 |           | 14  126    0   21    0
Apr 16 19:01:50 ubuntu dstat.sh[65030]: 16-04 19:01:50| 26   5  68   0   0|3255M  153M  168M 4182M|  27k   24k|   0  4106B|   0  1.00 |2802  1906 |1.90 1.65 0.95|1.0   0  47|   0     0 |           | 14  126    0   22    0
Apr 16 19:01:51 ubuntu dstat.sh[65030]: 16-04 19:01:51| 22   4  74   0   0|3315M  156M  168M 4121M|5768B 3100B|   0     0 |   0     0 |1909  1360 |1.75 1.62 0.94|1.0   0 9.0|   0     0 |           | 14  127    0   22    0
Apr 16 19:01:52 ubuntu dstat.sh[65030]: 16-04 19:01:52| 16   4  78   0   0|3269M  202M  168M 4121M|  26k   22k|   0  1928k|   0   114 |2553  2293 |1.75 1.62 0.94|2.0   0  51|   0     0 |           | 14  126    0   23    0
Apr 16 19:01:53 ubuntu dstat.sh[65030]: 16-04 19:01:53| 20   2  78   0   0|3303M  167M  168M 4122M|7331B 3976B|8222B  112k|2.01  13.0 |1768  1472 |1.75 1.62 0.94|2.0   0   0|   0     0 |           | 14  127    0   23    0
Apr 16 19:01:54 ubuntu dstat.sh[65030]: 16-04 19:01:54| 23   8  67   1   0|3302M  169M  168M 4122M|9551B 6804B|  32k 1604k|4.00   136 |4841    13k|1.75 1.62 0.94|3.0   0  97|   0     0 |           | 14  130    0   24    0
Apr 16 19:01:55 ubuntu dstat.sh[65030]: 16-04 19:01:55| 26   7  66   0   0|3352M  172M  168M 4070M|4250B 1400B|   0   482k|   0  40.9 |6204    11k|1.75 1.62 0.94|2.0   0  52|   0     0 |           | 14  134    0   27    0
Apr 16 19:01:56 ubuntu dstat.sh[65030]: 16-04 19:01:56| 16   4  79   0   0|3286M  237M  168M 4070M|  27k   23k|   0   180k|   0  12.0 |2344  1843 |1.69 1.61 0.94|2.0   0  45|   0     0 |           | 14  134    0   28    0
Apr 16 19:01:57 ubuntu dstat.sh[65030]: 16-04 19:01:57| 21   4  73   0   0|3339M  185M  168M 4070M|4735B 1563B|   0  1102k|   0  16.0 |1925  1343 |1.69 1.61 0.94|3.0   0  10|   0     0 |           | 14  134    0   28    0
Apr 16 19:01:58 ubuntu dstat.sh[65030]: 16-04 19:01:58| 16   3  78   1   0|3334M  190M  168M 4070M|  11k 8224B|8186B 1119k|2.00   161 |3570  5214 |1.69 1.61 0.94|2.0   0   0|   0     0 |           | 14  136    0   28    0
Apr 16 19:01:59 ubuntu dstat.sh[65030]: 16-04 19:01:59| 24   7  66   2   0|3300M  223M  168M 4070M|6069B 2815B|   0  6729k|   0   483 |6452  9623 |1.69 1.61 0.94|3.0   0  40|   0     0 |           | 14  137    0   30    0
Apr 16 19:02:00 ubuntu dstat.sh[65030]: 16-04 19:02:00| 22   4  72   0   0|3350M  173M  168M 4070M|4976B 1748B|   0   534k|   0  35.9 |2266  1867 |1.69 1.61 0.94|3.0   0  15|   0     0 |           | 14  137    1   30    0
Apr 16 19:02:01 ubuntu dstat.sh[65030]: 16-04 19:02:01| 15   2  83   0   0|3344M  179M  168M 4070M|  15k   11k|  64k  462k|3.01  31.1 |2573  2836 |1.63 1.60 0.94|2.0   0 2.0|   0     0 |           | 14  138    0   30    0
Apr 16 19:02:02 ubuntu dstat.sh[65030]: 16-04 19:02:02| 28   7  62   1   0|3341M  182M  168M 4070M|4843B 1510B|   0  5425k|   0   446 |9829    15k|1.63 1.60 0.94|2.0   0   0|   0     0 |           | 14  138    0   30    0
Apr 16 19:02:03 ubuntu dstat.sh[65030]: 16-04 19:02:03| 24   8  66   0   0|3320M  203M  168M 4070M|6018B 2538B|   0   843k|   0  59.7 |4716  5372 |1.63 1.60 0.94|2.0   0  77|   0     0 |           | 14  137    0   31    0
Apr 16 19:02:04 ubuntu dstat.sh[65030]: 16-04 19:02:04| 18   2  80   0   0|3352M  171M  168M 4070M|  12k 8047B|   0   385k|   0  25.1 |1743  1398 |1.63 1.60 0.94|2.0   0   0|   0     0 |           | 14  138    0   31    0
Apr 16 19:02:05 ubuntu dstat.sh[65030]: 16-04 19:02:05| 18   8  73   1   0|3325M  197M  168M 4070M|8578B 4798B|   0  1126k|   0   116 |4364  5122 |1.63 1.60 0.94|1.0   0 147|   0     0 |           | 14  139    0   32    0
Apr 16 19:02:06 ubuntu dstat.sh[65030]: 16-04 19:02:06| 19   3  78   0   0|3361M  161M  168M 4070M|7587B 3896B|   0   452k|   0  26.0 |1818  1446 |1.50 1.58 0.94|2.0   0   0|   0     0 |           | 14  140    0   32    0
Apr 16 19:02:07 ubuntu dstat.sh[65030]: 16-04 19:02:07| 23   2  72   0   0|3354M  168M  168M 4070M|  14k   10k|   0  3858k|   0   394 |4972  6771 |1.50 1.58 0.94|2.0   0   0|   0     0 |           | 14  142    0   32    0
Apr 16 19:02:08 ubuntu dstat.sh[65030]: 16-04 19:02:08| 26   5  67   1   0|3351M  172M  168M 4070M|4653B 1512B|   0  1616k|   0   143 |7754    12k|1.50 1.58 0.94|1.0   0   0|   0     0 |           | 14  142    0   32    0
Apr 16 19:02:09 ubuntu dstat.sh[65030]: 16-04 19:02:09| 35  10  53   2   0|3301M  221M  168M 4071M|5958B 3117B| 424k 6855k|70.1   466 |  11k   19k|1.50 1.58 0.94|2.0   0  98|   0     0 |           | 14  143    0   33    0
Apr 16 19:02:10 ubuntu dstat.sh[65030]: 16-04 19:02:10| 25   9  63   0   0|3336M  186M  169M 4071M|5047B 2117B|  96k  917k|4.98  79.7 |5016  6608 |1.50 1.58 0.94|2.0   0 191|   0     0 |           | 14  143    0   33    0
Apr 16 19:02:11 ubuntu dstat.sh[65030]: 16-04 19:02:11| 19   2  78   0   0|3349M  173M  169M 4071M|  12k 8865B|   0  1823k|   0   258 |2403  1796 |1.46 1.57 0.94|2.0   0 3.0|   0     0 |           | 14  143    0   34    0
Apr 16 19:02:12 ubuntu dstat.sh[65030]: 16-04 19:02:12| 12  18  70   0   0|3308M  214M  169M 4071M|5377B 1760B|   0   394k|   0  22.1 |5345  4286 |1.46 1.57 0.94|1.0   0 355|   0     0 |           | 14  143    0   34    0
Apr 16 19:02:13 ubuntu dstat.sh[65030]: 16-04 19:02:13| 13  19  66   0   0|3272M  250M  169M 4071M|5082B 1507B|   0   339k|   0  22.9 |6165  5737 |1.46 1.57 0.94|1.0   0 345|   0     0 |           | 14  143    0   34    0
Apr 16 19:02:14 ubuntu dstat.sh[65030]: 16-04 19:02:14| 34  21  43   1   0|3315M  198M  169M 4079M|5029B 1790B|7854k 1511k| 155  81.2 |7687  8995 |1.46 1.57 0.94|2.0   0 423|   0     0 |           | 14  143    1   34    0
Apr 16 19:02:15 ubuntu dstat.sh[65030]: 16-04 19:02:15| 32  24  42   0   0|3369M  145M  169M 4079M|4540B 1491B|  20k  507k|2.00  41.9 |7197  7568 |1.46 1.57 0.94|2.0   0 473|   0     0 |           | 14  143    1   34    0
Apr 16 19:02:16 ubuntu dstat.sh[65030]: 16-04 19:02:16| 38  20  40   0   0|3427M  158M  169M 4008M|4348B 1318B|  84k  789k|7.01  51.1 |6963  8195 |1.59 1.59 0.95|3.0   0 350|   0     0 |           | 16  149    1   34    0
Apr 16 19:02:17 ubuntu dstat.sh[65030]: 16-04 19:02:17| 54  30  16   0   0|3567M  121M  169M 3907M|5206B 1694B|  92k  576k|6.00  40.0 |7772    13k|1.59 1.59 0.95|4.0   0 558|   0     0 |           | 16  155    1   34    0
Apr 16 19:02:18 ubuntu dstat.sh[65030]: 16-04 19:02:18| 62  20  17   0   0|3652M  133M  169M 3811M|5508B 1690B|  32k  639k|3.99  25.9 |8574    14k|1.59 1.59 0.95|4.0   0 282|   0     0 |           | 16  171    1   34    0
Apr 16 19:02:19 ubuntu dstat.sh[65030]: 16-04 19:02:19| 36  23  40   0   0|3716M  164M  169M 3718M|5223B 1571B|4110B 2641k|1.00  21.1 |7000  6161 |1.59 1.59 0.95|3.0   0 584|   0     0 |           | 16  171    1   34    0
Apr 16 19:02:20 ubuntu dstat.sh[65030]: 16-04 19:02:20| 25  22  53   0   0|3748M  132M  169M 3718M|4963B 1676B|4097B   36k|1.00  9.00 |6404  6385 |1.59 1.59 0.95|1.0   0 439|   0     0 |           | 17  171    1   34    0
Apr 16 19:02:21 ubuntu dstat.sh[65030]: 16-04 19:02:21| 25  19  55   0   0|3793M  141M  169M 3665M|4786B 1566B|4096B  460k|1.00  23.0 |6758  7320 |1.62 1.60 0.96|3.0   0 386|   0     0 |           | 17  171    1   34    0
Apr 16 19:02:22 ubuntu dstat.sh[65030]: 16-04 19:02:22| 34  22  42   0   0|3847M  138M  169M 3616M|4776B 1582B|8169B  387k|1.99  28.9 |6481  6956 |1.62 1.60 0.96|3.0   0 402|   0     0 |           | 17  171    1   34    0
Apr 16 19:02:23 ubuntu dstat.sh[65030]: 16-04 19:02:23| 32  20  47   0   0|3908M  138M  169M 3556M|4920B 1570B|  40k  213k|4.01  16.0 |7013  8077 |1.62 1.60 0.96|2.0   0 426|   0     0 |           | 17  177    1   32    0
Apr 16 19:02:24 ubuntu dstat.sh[65030]: 16-04 19:02:24| 37  29  33   0   0|4012M  138M  169M 3454M|4051B 1581B|  24k  576k|3.00  35.0 |8298    14k|1.62 1.60 0.96|2.0   0 607|   0     0 |           | 17  183    1   32    0
Apr 16 19:02:25 ubuntu dstat.sh[65030]: 16-04 19:02:25| 21  25  54   0   0|4064M  137M  169M 3404M|4636B 1567B|  20k  596k|5.00  45.0 |9401    13k|1.62 1.60 0.96|1.0   0 457|   0     0 |           | 17  189    1   32    0
Apr 16 19:02:26 ubuntu dstat.sh[65030]: 16-04 19:02:26| 16  20  63   0   0|4081M  120M  169M 3405M|5225B 1478B|   0   692k|   0  39.0 |6644  8195 |1.57 1.59 0.96|1.0   0 319|   0     0 |           | 17  195    1   32    0
Apr 16 19:02:27 ubuntu dstat.sh[65030]: 16-04 19:02:27| 31  16  51   1   0|4166M  149M  169M 3292M|7248B  594B| 984k   16M|18.0   901 |4820  3553 |1.57 1.59 0.96|2.0   0 118|   0     0 |           | 17  195    1   32    2
Apr 16 19:02:28 ubuntu dstat.sh[65030]: 16-04 19:02:28| 46   8  45   0   0|4267M  157M  169M 3186M|7192B 1504B| 235k  334k|10.9  39.8 |3457  2264 |1.57 1.59 0.96|3.0   0 9.9|   0     0 |           | 17  211    1   32    2
Apr 16 19:02:29 ubuntu dstat.sh[65030]: 16-04 19:02:29| 34   7  58   0   0|4222M  269M  169M 3120M|8091B 1464B|  32k  337k|5.02  24.1 |3253  2988 |1.57 1.59 0.96|4.0   0  13|   0     0 |           | 17  214    1   32    2
Apr 16 19:02:30 ubuntu dstat.sh[65030]: 16-04 19:02:30| 31  26  42   0   0|4299M  192M  169M 3121M|5488B 1551B| 793k  541k|10.0  41.1 |6624  5860 |1.57 1.59 0.96|2.0   0 467|   0     0 |           | 17  215    1   32    2
Apr 16 19:02:31 ubuntu dstat.sh[65030]: 16-04 19:02:31| 30  31  39   0   0|4326M  163M  169M 3123M|  11k 8569B| 908k  576k|18.0  40.0 |6918  6872 |1.76 1.63 0.97|3.0   0 459|   0     0 |           | 17  218    1   23    2
Apr 16 19:02:32 ubuntu dstat.sh[65030]: 16-04 19:02:32| 44  21  34   0   0|4359M  129M  169M 3124M|5853B 2364B|   0  1931k|   0   153 |6901  8869 |1.76 1.63 0.97|5.0   0 230|   0     0 |           | 17  221    1   24    2
Apr 16 19:02:33 ubuntu dstat.sh[65030]: 16-04 19:02:33| 68  19  12   0   0|4489M  161M  169M 2967M|  10k 7281B| 173k  331k|16.1  16.1 |5029  4513 |1.76 1.63 0.97|3.0   0 131|   0     0 |           | 17  229    1   24    2
Apr 16 19:02:34 ubuntu dstat.sh[65030]: 16-04 19:02:34| 61  11  24   4   0|4488M  195M  169M 2935M|9616B 6829B|7825k 1936k| 477   148 |6212  6668 |1.76 1.63 0.97|4.0   0  32|   0     0 |           | 17  234    1   25    2
Apr 16 19:02:35 ubuntu dstat.sh[65030]: 16-04 19:02:35| 48  22  30   0   0|4546M  154M  169M 2919M|5025B 1906B| 112k  753k|13.0  24.0 |6960  7289 |1.76 1.63 0.97|1.0   0 329|   0     0 |           | 17  235    2   26    2
Apr 16 19:02:36 ubuntu dstat.sh[65030]: 16-04 19:02:36| 27  25  45   0   0|4564M  134M  169M 2921M|  15k   12k| 120k 8374k|6.00  51.0 |7313  7882 |1.78 1.63 0.98|4.0   0 372|   0     0 |           | 17  235    1   27    2
Apr 16 19:02:37 ubuntu dstat.sh[65030]: 16-04 19:02:37| 49  22  28   0   0|4559M  159M  169M 2901M|5002B 1618B|8183B  452k|2.00  24.0 |6429  6976 |1.78 1.63 0.98|3.0   0 275|   0     0 |           | 17  237    1   27    2
Apr 16 19:02:38 ubuntu dstat.sh[65030]: 16-04 19:02:38| 47  28  25   0   0|4653M  186M  169M 2782M|  14k   11k|  40k  576k|3.00  36.0 |6731  6817 |1.78 1.63 0.98|4.0   0 450|   0     0 |           | 17  238    1   27    2
Apr 16 19:02:39 ubuntu dstat.sh[65030]: 16-04 19:02:39| 55  23  21   0   0|4684M  150M  169M 2786M|6326B 2672B|1255k 1019k|54.0  67.9 |8515    13k|1.78 1.63 0.98|4.0   0 259|   0     0 |           | 17  245    1   30    2
Apr 16 19:02:40 ubuntu dstat.sh[65030]: 16-04 19:02:40| 52  29  18   0   0|4736M  128M  169M 2758M|  10k 7354B|  12k  661k|1.99  42.8 |6724  7251 |1.78 1.63 0.98|7.0   0 537|   0     0 |           | 17  246    1   29    2
Apr 16 19:02:41 ubuntu dstat.sh[65030]: 16-04 19:02:41| 47  21  30   0   0|4735M  159M  169M 2728M|  10k 6813B| 626k  995k|34.1  75.2 |  10k   15k|1.96 1.67 1.00|5.0   0 259|   0     0 |           | 17  253    1   31    2
Apr 16 19:02:42 ubuntu dstat.sh[65030]: 16-04 19:02:42| 62  20  18   0   0|4872M  154M  169M 2600M|  10k 7190B| 124k  329k|11.0  16.0 |5503  4574 |1.96 1.67 1.00|3.0   0 148|   0     0 |           | 17  254    1   31    2
Apr 16 19:02:43 ubuntu dstat.sh[65030]: 16-04 19:02:43| 60  14  25   1   0|4887M  186M  169M 2554M|  16k   13k|1437k 3914k|61.0   193 |9367    16k|1.96 1.67 1.00|2.0   0  24|   0     0 |           | 17  256    1   33    2
Apr 16 19:02:44 ubuntu dstat.sh[65030]: 16-04 19:02:44| 60  11  29   0   0|4990M  143M  169M 2496M|7214B 3981B|1398k  964k|54.8  85.6 |5442  7390 |1.96 1.67 1.00|4.0   0  13|   0     0 |           | 17  263    1   35    2
Apr 16 19:02:45 ubuntu dstat.sh[65030]: 16-04 19:02:45| 46  20  32   1   0|4892M  238M  169M 2499M|  16k   12k|4370k 6325k|68.3   100 |7210  7805 |1.96 1.67 1.00|4.0   0 393|   0     0 |           | 17  263    1   37    2
Apr 16 19:02:46 ubuntu dstat.sh[65030]: 16-04 19:02:46| 52  28  18   0   0|4995M  134M  169M 2500M|4767B 1560B| 845k  482k|11.0  33.9 |7623  9098 |2.04 1.70 1.01|4.0   0 494|   0     0 |           | 17  265    1   37    0
Apr 16 19:02:47 ubuntu dstat.sh[65030]: 16-04 19:02:47| 58  20  22   0   0|5034M  124M  169M 2472M|  14k   11k| 816k 1036k|11.0  42.0 |6705  6741 |2.04 1.70 1.01|3.0   0 250|   0     0 |           | 18  269    1   37    0
Apr 16 19:02:48 ubuntu dstat.sh[65030]: 16-04 19:02:48| 81  14   3   1   0|5117M  120M  169M 2397M|6016B 2476B|3219k   15M| 171  1215 |6405  3942 |2.04 1.70 1.01|4.0   0  18|   0     0 |           | 18  268    1   36    0
Apr 16 19:02:49 ubuntu dstat.sh[65030]: 16-04 19:02:49| 77  14   8   1   0|5172M  161M  169M 2303M|  12k 9462B|1346k 1656k|58.3   106 |8026  9267 |2.04 1.70 1.01|3.0   0  91|   0     0 |           | 18  276    1   37    0
