Apr 09 10:34:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 09 10:34:01 ubuntu dstat.sh[66115]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 09 10:34:01 ubuntu dstat.sh[66115]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 09 10:38:22 ubuntu dstat.sh[66115]: 09-04 10:38:22| 22   7  70   1   0|3277M  162M  163M 4155M|6310B 2759B|  32k 1397k|2.00   124 |4626  5966 |1.75 1.46 0.83|2.0   0  53|   0     0 |           | 14  135    0   31    2
Apr 09 10:38:23 ubuntu dstat.sh[66115]: 09-04 10:38:23| 19   3  77   1   0|3321M  180M  163M 4095M|  11k 7483B|   0  5423k|   0   326 |2326  2765 |1.75 1.46 0.83|2.0   0   0|   0     0 |           | 14  136    0   31    2
Apr 09 10:38:24 ubuntu dstat.sh[66115]: 09-04 10:38:24| 20   3  75   0   0|3325M  175M  163M 4095M|9563B 5936B|   0   951k|   0  95.9 |4005  5285 |1.75 1.46 0.83|2.0   0   0|   0     0 |           | 14  138    0   31    2
Apr 09 10:38:25 ubuntu dstat.sh[66115]: 09-04 10:38:25| 32   6  61   1   0|3254M  246M  163M 4095M|5417B 2328B|   0  1218k|   0   132 |6633  9211 |1.75 1.46 0.83|1.0   0  23|   0     0 |           | 14  137    0   32    2
Apr 09 10:38:26 ubuntu dstat.sh[66115]: 09-04 10:38:26| 22   4  72   0   0|3330M  171M  163M 4095M|5293B 1619B|   0  3809k|   0   349 |2609  2123 |1.69 1.45 0.83|1.0   0  48|   0     0 |           | 14  137    0   32    2
Apr 09 10:38:27 ubuntu dstat.sh[66115]: 09-04 10:38:27| 16   2  80   0   0|3335M  166M  163M 4095M|  15k   11k|   0   959k|   0   102 |3142  3914 |1.69 1.45 0.83|1.0   0 1.0|   0     0 |           | 14  137    0   33    2
Apr 09 10:38:28 ubuntu dstat.sh[66115]: 09-04 10:38:28| 18   9  72   0   0|3365M  135M  163M 4095M|5033B 1618B|  32k  855k|2.00  53.9 |3298  2801 |1.69 1.45 0.83|1.0   0 147|   0     0 |           | 14  137    0   33    2
Apr 09 10:38:29 ubuntu dstat.sh[66115]: 09-04 10:38:29| 18   3  78   0   0|3338M  222M  163M 4037M|  12k 9648B|4093B  548k|1.00  37.0 |2084  1879 |1.69 1.45 0.83|1.0   0   0|   0     0 |           | 14  140    0   33    2
Apr 09 10:38:30 ubuntu dstat.sh[66115]: 09-04 10:38:30| 23   4  71   1   0|3342M  218M  163M 4037M|8852B 5087B|4107B 3582k|1.00   290 |6273  9411 |1.69 1.45 0.83|2.0   0   0|   0     0 |           | 14  144    0   33    2
Apr 09 10:38:31 ubuntu dstat.sh[66115]: 09-04 10:38:31| 36   8  55   1   0|3283M  276M  163M 4038M|6796B 3212B| 424k 1013k|70.0   109 |  10k   17k|1.71 1.46 0.84|2.0   0  17|   0     0 |           | 14  145    0   34    2
Apr 09 10:38:32 ubuntu dstat.sh[66115]: 09-04 10:38:32| 31  12  55   0   0|3341M  218M  163M 4038M|5735B 1912B|  16k  987k|1.00  80.9 |6699  8648 |1.71 1.46 0.84|2.0   0 273|   0     0 |           | 14  145    0   34    2
Apr 09 10:38:33 ubuntu dstat.sh[66115]: 09-04 10:38:33| 18   2  79   0   0|3368M  191M  163M 4038M|  12k 9190B|   0   463k|   0  25.9 |1965  1685 |1.71 1.46 0.84|2.0   0   0|   0     0 |           | 14  145    0   35    2
Apr 09 10:38:34 ubuntu dstat.sh[66115]: 09-04 10:38:34| 10  19  70   0   0|3330M  229M  163M 4038M|5419B 1626B|   0   417k|   0  23.1 |5392  4204 |1.71 1.46 0.84|1.0   0 340|   0     0 |           | 14  145    0   35    2
Apr 09 10:38:35 ubuntu dstat.sh[66115]: 09-04 10:38:35| 13  19  67   0   0|3315M  244M  163M 4038M|5139B 1620B|   0   832k|   0  75.0 |6622  6808 |1.71 1.46 0.84|1.0   0 360|   0     0 |           | 14  145    0   35    2
Apr 09 10:38:36 ubuntu dstat.sh[66115]: 09-04 10:38:36| 25  18  55   0   0|3341M  217M  163M 4038M|5190B 1457B|   0   388k|   0  22.0 |6620  7223 |1.74 1.47 0.84|2.0   0 364|   0     0 |           | 14  145    0   35    2
Apr 09 10:38:37 ubuntu dstat.sh[66115]: 09-04 10:38:37| 32  25  43   1   0|3398M  160M  163M 4039M|5227B 1692B|  20k 1919k|2.00   104 |7518  7923 |1.74 1.47 0.84|7.0   0 518|   0     0 |           | 14  147    0   34    2
Apr 09 10:38:38 ubuntu dstat.sh[66115]: 09-04 10:38:38| 35  16  47   0   0|3458M  150M  163M 3990M|5233B 1457B|  32k  308k|2.00  18.0 |6841  8537 |1.74 1.47 0.84|3.0   0 307|   0     0 |           | 16  151    0   34    2
Apr 09 10:38:39 ubuntu dstat.sh[66115]: 09-04 10:38:39| 56  28  15   0   0|3604M  134M  163M 3862M|4707B 1620B|  20k  660k|4.00  46.0 |8787    13k|1.74 1.47 0.84|3.0   0 553|   0     0 |           | 16  157    0   34    2
Apr 09 10:38:40 ubuntu dstat.sh[66115]: 09-04 10:38:40| 62  19  19   1   0|3690M  138M  163M 3774M|4880B 1459B|  32k 4050k|4.00   230 |8499    15k|1.74 1.47 0.84|3.0   0 302|   0     0 |           | 16  173    0   34    2
Apr 09 10:38:41 ubuntu dstat.sh[66115]: 09-04 10:38:41| 35  23  41   0   0|3754M  167M  163M 3681M|4761B 1621B|8199B  845k|2.00  29.0 |7442  6452 |1.76 1.48 0.85|2.0   0 603|   0     0 |           | 16  173    0   34    2
Apr 09 10:38:42 ubuntu dstat.sh[66115]: 09-04 10:38:42| 25  21  53   0   0|3792M  129M  163M 3681M|4980B 1543B|   0  9933k|   0   838 |7041  6889 |1.76 1.48 0.85|1.0   0 429|   0     0 |           | 17  173    0   34    2
Apr 09 10:38:43 ubuntu dstat.sh[66115]: 09-04 10:38:43| 26  20  53   0   0|3829M  143M  163M 3631M|5057B 1625B|4110B  478k|1.00  20.1 |6661  7499 |1.76 1.48 0.85|3.0   0 413|   0     0 |           | 17  175    0   34    0
Apr 09 10:38:44 ubuntu dstat.sh[66115]: 09-04 10:38:44| 34  23  42   0   0|3875M  188M  163M 3542M|4624B 1504B|8063B 1142k|1.97  67.9 |6313  7046 |1.76 1.48 0.85| 10   0 378|   0     0 |           | 17  175    0   34    0
Apr 09 10:38:45 ubuntu dstat.sh[66115]: 09-04 10:38:45| 38  22  40   0   0|3960M  141M  163M 3505M|5002B 1647B|  33k  207k|2.03  14.2 |7277  8406 |1.76 1.48 0.85|3.0   0 509|   0     0 |           | 17  181    0   34    0
Apr 09 10:38:46 ubuntu dstat.sh[66115]: 09-04 10:38:46| 39  28  33   0   0|4061M  141M  163M 3407M|4590B 1456B|  28k  515k|4.00  35.0 |9609    15k|1.86 1.50 0.86|4.0   0 652|   0     0 |           | 17  188    0   34    0
Apr 09 10:38:47 ubuntu dstat.sh[66115]: 09-04 10:38:47| 21  24  55   0   0|4105M  162M  163M 3344M|4833B 1622B|8201B 4477k|2.00  47.1 |  11k   15k|1.86 1.50 0.86|3.0   0 497|   0     0 |           | 17  193    0   34    0
Apr 09 10:38:48 ubuntu dstat.sh[66115]: 09-04 10:38:48| 25  15  58   0   0|4150M  132M  163M 3329M|4363B 1614B|   0   534k|   0  26.9 |6576  8966 |1.86 1.50 0.86|2.0   0 263|   0     0 |           | 17  199    0   34    0
Apr 09 10:38:49 ubuntu dstat.sh[66115]: 09-04 10:38:49| 43  10  47   0   0|4285M  139M  163M 3189M|4559B 1662B| 900k  292k|16.0  15.0 |3111  1890 |1.86 1.50 0.86|2.0   0 3.0|   0     0 |           | 17  199    0   32    0
Apr 09 10:38:50 ubuntu dstat.sh[66115]: 09-04 10:38:50| 47  11  41   1   0|4383M  116M  163M 3116M|4099B 1458B| 444k 1400k|23.0  79.0 |4620    18k|1.86 1.50 0.86|1.0   0  55|   0     0 |           | 17  222    0   33    0
Apr 09 10:38:51 ubuntu dstat.sh[66115]: 09-04 10:38:51| 30  17  52   1   0|4304M  195M  163M 3116M|4956B 1626B| 940k  438k|11.0  39.1 |5315  5029 |2.11 1.56 0.88|4.0   0 432|   0     0 |           | 17  221    0   33    0
Apr 09 10:38:52 ubuntu dstat.sh[66115]: 09-04 10:38:52| 31  26  42   0   0|4360M  139M  163M 3117M|  10k 7294B| 100k  411k|4.99  35.0 |7599  8318 |2.11 1.56 0.88|4.0   0 596|   0     0 |           | 17  222    0   33    0
Apr 09 10:38:53 ubuntu dstat.sh[66115]: 09-04 10:38:53| 55  18  26   0   0|4374M  178M  163M 3065M|9378B 4576B| 889k  431k|22.9  17.9 |6253  7190 |2.11 1.56 0.88|3.0   0 227|   0     0 |           | 17  226    0   33    0
Apr 09 10:38:54 ubuntu dstat.sh[66115]: 09-04 10:38:54| 71  15  14   1   0|4544M  120M  163M 2957M|6665B 3387B|1608k 1271k|37.1  40.1 |4902  4178 |2.11 1.56 0.88|3.0   0  31|   0     0 |           | 17  235    0   33    0
Apr 09 10:38:55 ubuntu dstat.sh[66115]: 09-04 10:38:55| 61  11  22   5   0|4607M  131M  163M 2885M|  14k 9474B|6321k 2718k| 507   170 |7220  8644 |2.11 1.56 0.88|4.0 1.0  32|   0     0 |           | 17  242    0   37    1
Apr 09 10:38:56 ubuntu dstat.sh[66115]: 09-04 10:38:56| 38  25  37   0   0|4575M  161M  163M 2887M|5207B 1524B|   0   876k|   0  52.0 |7885  8305 |2.10 1.57 0.89|5.0   0 551|   0     0 |           | 17  241    0   39    0
Apr 09 10:38:57 ubuntu dstat.sh[66115]: 09-04 10:38:57| 37  18  44   0   0|4590M  179M  163M 2855M|  14k   11k|  72k 9027k|5.00  45.0 |6862    10k|2.10 1.57 0.89|2.0   0 277|   0     0 |           | 17  244    0   29    0
Apr 09 10:38:58 ubuntu dstat.sh[66115]: 09-04 10:38:58| 56  27  16   0   0|4635M  143M  163M 2845M|6241B 2499B| 148k  492k|8.00  40.0 |6579  7530 |2.10 1.57 0.89|3.0   0 571|   0     0 |           | 17  243    0   30    0
Apr 09 10:38:59 ubuntu dstat.sh[66115]: 09-04 10:38:59| 58  20  20   0   0|4700M  166M  163M 2760M|  12k 9371B|1317k  644k|59.0  32.0 |8412    13k|2.10 1.57 0.89|2.0   0 274|   0     0 |           | 17  248    0   32    0
Apr 09 10:39:00 ubuntu dstat.sh[66115]: 09-04 10:39:00| 55  27  18   1   0|4745M  159M  163M 2722M|8959B 4787B|  84k  712k|4.00  58.0 |7450  8041 |2.10 1.57 0.89|3.0   0 549|   0     0 |           | 17  247    0   33    0
Apr 09 10:39:01 ubuntu dstat.sh[66115]: 09-04 10:39:01| 55  20  24   0   0|4824M  140M  163M 2664M|  10k 7292B| 536k 1044k|32.0  61.0 |8887    15k|2.49 1.66 0.92|3.0   0 288|   0     0 |           | 17  260    0   31    0
Apr 09 10:39:02 ubuntu dstat.sh[66115]: 09-04 10:39:02| 63  16  20   0   0|4916M  119M  163M 2595M|  10k 6892B| 852k   16M|9.00  1141 |5841  5328 |2.49 1.66 0.92|4.0   0 110|   0     0 |           | 17  259    0   32    0
Apr 09 10:39:03 ubuntu dstat.sh[66115]: 09-04 10:39:03| 64  15  20   1   0|4989M  126M  163M 2516M|  18k   14k|2106k 1007k| 105  37.8 |  11k   23k|2.49 1.66 0.92|6.0   0  20|   0     0 |           | 17  265    0   37    0
Apr 09 10:39:04 ubuntu dstat.sh[66115]: 09-04 10:39:04| 55  10  34   0   0|4913M  249M  163M 2471M|  13k 9195B|1104k  759k|25.1  72.3 |5345  5484 |2.49 1.66 0.92|3.0   0  30|   0     0 |           | 17  269    0   39    0
Apr 09 10:39:05 ubuntu dstat.sh[66115]: 09-04 10:39:05| 46  30  23   1   0|5003M  155M  164M 2474M|6513B 3588B|4603k 1712k|67.0  85.1 |8007  8468 |2.49 1.66 0.92|3.0   0 636|   0     0 |           | 17  270    0   38    0
Apr 09 10:39:06 ubuntu dstat.sh[66115]: 09-04 10:39:06| 57  20  22   0   0|5003M  155M  164M 2475M|  14k   10k| 898k  491k|8.98  28.9 |6675    11k|2.53 1.68 0.94|2.0   0 313|   0     0 |           | 17  269    0   39    0
Apr 09 10:39:07 ubuntu dstat.sh[66115]: 09-04 10:39:07| 79  18   4   0   0|5090M  130M  164M 2415M|5591B 2308B| 676k  956k|16.0  34.0 |5657  4685 |2.53 1.68 0.94|4.0   0 170|   0     0 |           | 18  273    0   39    0
Apr 09 10:39:08 ubuntu dstat.sh[66115]: 09-04 10:39:08| 74  12  13   1   0|5201M  149M  164M 2290M|  16k   11k|3340k 1117k| 161  57.1 |5558  4248 |2.53 1.68 0.94|4.0   0  16|   0     0 |           | 18  274    0   40    0
Apr 09 10:39:09 ubuntu dstat.sh[66115]: 09-04 10:39:09| 69  15  14   0   0|5230M  140M  164M 2271M|6396B 2098B|1155k 1418k|40.8  92.6 |6858  9561 |2.53 1.68 0.94|3.0   0 227|   0     0 |           | 18  282    0   41    0
Apr 09 10:39:10 ubuntu dstat.sh[66115]: 09-04 10:39:10| 37   8  54   1   0|5259M  156M  164M 2227M|  19k   12k|1246k 1363k|38.2   176 |4852  6270 |2.53 1.68 0.94|2.0   0  16|   0     0 |           | 18  287    0   39    0
Apr 09 10:39:11 ubuntu dstat.sh[66115]: 09-04 10:39:11| 42   9  47   0   0|5272M  143M  164M 2227M|  21k 6681B| 720k 5295k|17.0   460 |4766  4820 |2.49 1.69 0.94|4.0   0  14|   0     0 |           | 18  292    0   40    0
Apr 09 10:39:12 ubuntu dstat.sh[66115]: 09-04 10:39:12| 37   9  51   0   0|5258M  177M  164M 2208M|6139k  121k| 761k  401k|5.95  29.7 |  11k 5442 |2.49 1.69 0.94|3.0   0 8.9|   0     0 |           | 18  293    0   40    0
Apr 09 10:39:13 ubuntu dstat.sh[66115]: 09-04 10:39:13| 26   6  65   0   0|5228M  197M  164M 2218M|  10M  182k| 266k  669k|4.03  56.4 |  15k 8123 |2.49 1.69 0.94|2.0   0 7.1|   0     0 |           | 18  293    0   41    0
Apr 09 10:39:14 ubuntu dstat.sh[66115]: 09-04 10:39:14| 34  13  53   0   0|5294M  128M  164M 2220M|  12k 9437B|2289k  416k|26.0  28.0 |4896  4181 |2.49 1.69 0.94|1.0   0 259|   0     0 |           | 18  297    0   39    0
Apr 09 10:39:15 ubuntu dstat.sh[66115]: 09-04 10:39:15| 33   6  60   0   0|5295M  153M  164M 2195M|  16k   13k|4088B  543k|1.00  53.9 |3497  3228 |2.49 1.69 0.94|1.0   0 6.0|   0     0 |           | 18  297    0   41    0
Apr 09 10:39:16 ubuntu dstat.sh[66115]: 09-04 10:39:16| 32   4  62   1   0|5309M  139M  164M 2196M| 129k 4925k| 497k  461k|28.1  47.1 |4619  5726 |2.37 1.67 0.94|1.0   0 1.0|   0     0 |           | 18  301    0   42    0
Apr 09 10:39:17 ubuntu dstat.sh[66115]: 09-04 10:39:17| 13   3  81   0   0|5252M  196M  164M 2196M| 292k   11M|   0   776k|   0  43.8 |3665  2748 |2.37 1.67 0.94|1.0   0  38|   0     0 |           | 18  300    0   43    0
Apr 09 10:39:18 ubuntu dstat.sh[66115]: 09-04 10:39:18|  1   1  97   0   0|5252M  196M  164M 2196M|4793B 1351B|   0    12M|   0  45.0 |1044  1453 |2.37 1.67 0.94|1.0   0 1.0|   0     0 |           | 18  302    0   41    0
Apr 09 10:39:19 ubuntu dstat.sh[66115]: 09-04 10:39:19|  7   1  90   0   0|5255M  193M  164M 2196M|5943k   28k|   0   321k|   0  20.1 |3860  3724 |2.37 1.67 0.94|1.0   0 1.0|   0     0 |           | 18  308    0   41    1
Apr 09 10:39:20 ubuntu dstat.sh[66115]: 09-04 10:39:20| 21   7  71   1   0|5190M  242M  164M 2212M|  10M   86k| 144k 1829k|7.00   134 |9643  9699 |2.37 1.67 0.94|2.0   0 104|   0     0 |           | 18  306    0   44    0
Apr 09 10:39:21 ubuntu dstat.sh[66115]: 09-04 10:39:21| 14  15  69   0   0|5204M  228M  164M 2212M|5354B 1619B|  16k  800k|2.00  34.0 |5273  4757 |2.26 1.66 0.94|1.0   0 363|   0     0 |           | 18  308    0   44    0
Apr 09 10:39:22 ubuntu dstat.sh[66115]: 09-04 10:39:22| 20   6  72   0   0|5215M  217M  164M 2212M|5323B 1565B|4094B  300k|1.00  27.0 |3068  2528 |2.26 1.66 0.94|1.0   0  70|   0     0 |           | 18  308    0   38    0
Apr 09 10:39:23 ubuntu dstat.sh[66115]: 09-04 10:39:23|  8  20  70   0   0|5179M  253M  164M 2212M|5191B 1512B|  20k   13M|3.00  1172 |7133  5830 |2.26 1.66 0.94|1.0   0 490|   0     0 |           | 18  308    0   38    0
Apr 09 10:39:24 ubuntu dstat.sh[66115]: 09-04 10:39:24|  3   6  90   0   0|5185M  247M  164M 2212M|5141B 1564B|  16k  152k|1.00  13.0 |2382  2334 |2.26 1.66 0.94|2.0   0 109|   0     0 |           | 18  308    0   38    0
Apr 09 10:39:25 ubuntu dstat.sh[66115]: 09-04 10:39:25| 16   4  78   0   0|5245M  187M  164M 2212M|4541B 1512B|   0    16M|   0  40.0 |2039  1965 |2.26 1.66 0.94|2.0   0  10|   0     0 |           | 18  308    0   38    0
Apr 09 10:39:26 ubuntu dstat.sh[66115]: 09-04 10:39:26| 17   3  78   0   0|5259M  172M  164M 2212M|  13k   10k|  64k 4801k|4.00  90.9 |2671  2707 |2.16 1.65 0.94|2.0   0 4.0|   0     0 |           | 18  312    0   37    0
Apr 09 10:39:27 ubuntu dstat.sh[66115]: 09-04 10:39:27| 14  15  71   0   0|5245M  187M  164M 2212M|3856B  487B|8214B  261k|2.01  21.1 |4995  3858 |2.16 1.65 0.94|1.0   0 218|   0     0 |           | 18  312    0   37    0
Apr 09 10:39:28 ubuntu dstat.sh[66115]: 09-04 10:39:28| 12  17  70   0   0|5209M  223M  164M 2212M|3320B  540B|   0   120k|   0  10.0 |5728  4398 |2.16 1.65 0.94|1.0   0 258|   0     0 |           | 18  312    0   37    0
Apr 09 10:39:29 ubuntu dstat.sh[66115]: 09-04 10:39:29| 19   8  71   0   0|5261M  170M  164M 2213M|4573B 1506B|4079B    0 |1.00     0 |3497  2830 |2.16 1.65 0.94|1.0   0 124|   0     0 |           | 18  312    0   37    0
Apr 09 10:39:30 ubuntu dstat.sh[66115]: 09-04 10:39:30| 24   4  72   0   0|5299M  162M  164M 2184M|4653B 1512B| 120k  236k|2.00  31.0 |2378  2155 |2.16 1.65 0.94|2.0   0 1.0|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:31 ubuntu dstat.sh[66115]: 09-04 10:39:31| 24   3  72   1   0|5254M  207M  164M 2184M|4876B 1570B| 285k   12M|11.0  58.2 |2836  2632 |2.15 1.66 0.95|1.0   0 9.0|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:32 ubuntu dstat.sh[66115]: 09-04 10:39:32| 23   3  72   0   0|5290M  171M  164M 2184M|5358B 1578B|  24k  287k|3.99  19.9 |2347  2111 |2.15 1.66 0.95|2.0   0   0|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:33 ubuntu dstat.sh[66115]: 09-04 10:39:33| 19   4  77   0   0|5320M  141M  164M 2184M|7858B 7208B|   0   140k|   0  9.01 |2171  1928 |2.15 1.66 0.95|1.0   0 3.0|   0     0 |           | 18  317    0   36    0
Apr 09 10:39:34 ubuntu dstat.sh[66115]: 09-04 10:39:34| 15   2  82   0   0|5318M  143M  164M 2184M|  21k   15k|   0   156k|   0  10.0 |2246  2118 |2.15 1.66 0.95|4.0   0 1.0|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:35 ubuntu dstat.sh[66115]: 09-04 10:39:35| 23   5  72   0   0|5273M  187M  164M 2184M|5320B 1564B|4091B  268k|1.00  22.0 |2368  1972 |2.15 1.66 0.95|3.0   0  15|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:36 ubuntu dstat.sh[66115]: 09-04 10:39:36| 21   8  71   0   0|5196M  264M  164M 2184M|5544B 1572B| 389k  333k|4.02  37.1 |3270  2564 |2.06 1.65 0.95|2.0   0 109|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:37 ubuntu dstat.sh[66115]: 09-04 10:39:37| 10  18  70   0   0|5182M  278M  164M 2184M|5814B 1618B|  40k  224k|5.99  2.00 |5864  4650 |2.06 1.65 0.95|1.0   0 394|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:38 ubuntu dstat.sh[66115]: 09-04 10:39:38| 20   6  72   0   0|5210M  250M  164M 2184M|5262B 1656B|  16k    0 |1.99     0 |2886  2343 |2.06 1.65 0.95|1.0   0  98|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:39 ubuntu dstat.sh[66115]: 09-04 10:39:39| 20   3  77   0   0|5221M  233M  164M 2189M|  10k 3976B|   0   781k|   0  10.0 |2183  1756 |2.06 1.65 0.95|2.0   0  17|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:40 ubuntu dstat.sh[66115]: 09-04 10:39:40| 19   3  76   0   0|5242M  212M  164M 2190M|  11k 4338B|  32k  699k|2.00  27.0 |2625  2650 |2.06 1.65 0.95|2.0   0  19|   0     0 |           | 18  315    0   36    0
Apr 09 10:39:41 ubuntu dstat.sh[66115]: 09-04 10:39:41| 24   5  69   1   0|5236M  213M  164M 2195M|4616B 1309B|   0  1357k|   0  52.0 |  11k   20k|1.97 1.64 0.95|3.0   0  15|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:42 ubuntu dstat.sh[66115]: 09-04 10:39:42| 19   5  74   0   0|5238M  211M  164M 2196M|  11k 4513B|  16k  707k|3.00  30.0 |9202    17k|1.97 1.64 0.95|4.0   0 5.0|   0     0 |           | 18  315    0   36    0
Apr 09 10:39:43 ubuntu dstat.sh[66115]: 09-04 10:39:43| 21   7  71   0   0|5239M  208M  164M 2197M|4671B 1568B|8200B  661k|2.00  16.0 |4168  5272 |1.97 1.64 0.95|1.0   0  22|   0     0 |           | 18  315    0   36    0
Apr 09 10:39:44 ubuntu dstat.sh[66115]: 09-04 10:39:44| 15  13  71   0   0|5216M  242M  164M 2186M|4691B 1685B|   0  1023k|   0  33.0 |4580  3960 |1.97 1.64 0.95|2.0   0 268|   0     0 |           | 18  314    0   36    0
Apr 09 10:39:45 ubuntu dstat.sh[66115]: 09-04 10:39:45| 23   3  74   0   0|5261M  197M  164M 2186M|4745B 1782B|   0   144k|   0  10.0 |1930  1452 |1.97 1.64 0.95|2.0   0   0|   0     0 |           | 18  315    0   36    0
Apr 09 10:39:46 ubuntu dstat.sh[66115]: 09-04 10:39:46| 17   5  77   0   0|5200M  258M  164M 2186M|  14k   11k|  28k    0 |2.01     0 |2990  2558 |1.89 1.62 0.95|1.0   0  65|   0     0 |           | 18  314    0   39    0
Apr 09 10:39:47 ubuntu dstat.sh[66115]: 09-04 10:39:47| 22   5  72   0   0|5246M  211M  164M 2186M|4687B 1455B|   0     0 |   0     0 |2381  1890 |1.89 1.62 0.95|4.0   0  52|   0     0 |           | 18  314    0   39    0
Apr 09 10:39:48 ubuntu dstat.sh[66115]: 09-04 10:39:48| 17   5  77   0   0|5234M  224M  164M 2186M|  13k   10k|   0  2823k|   0   427 |2930  2329 |1.89 1.62 0.95|1.0   0  70|   0     0 |           | 18  314    0   40    0
Apr 09 10:39:49 ubuntu dstat.sh[66115]: 09-04 10:39:49| 22   3  73   0   0|5252M  206M  164M 2186M|4575B 1874B|   0   132k|   0  1.00 |2100  1708 |1.89 1.62 0.95|2.0   0 2.0|   0     0 |           | 18  315    0   40    0
Apr 09 10:39:50 ubuntu dstat.sh[66115]: 09-04 10:39:50| 22   7  69   0   0|5256M  202M  164M 2186M|  17k   13k|  16k  392k|1.00  29.0 |4055    13k|1.89 1.62 0.95|2.0   0  93|   0     0 |           | 18  316    0   41    0
Apr 09 10:39:51 ubuntu dstat.sh[66115]: 09-04 10:39:51| 23   5  71   0   0|5319M  138M  164M 2186M|6192B 3589B|   0   408k|   0  34.0 |2928  3915 |1.82 1.61 0.95|1.0   0 3.0|   0     0 |           | 18  319    0   41    0
Apr 09 10:39:52 ubuntu dstat.sh[66115]: 09-04 10:39:52| 19   5  74   0   0|5288M  169M  164M 2186M|  14k 9915B|   0   164k|   0  17.0 |2935  2829 |1.82 1.61 0.95|1.0   0  33|   0     0 |           | 18  318    0   44    0
Apr 09 10:39:53 ubuntu dstat.sh[66115]: 09-04 10:39:53| 20   3  76   0   0|5329M  128M  164M 2186M|7763B 4010B|   0   280k|   0  29.0 |2292  2224 |1.82 1.61 0.95|3.0   0 1.0|   0     0 |           | 18  319    0   44    0
Apr 09 10:39:54 ubuntu dstat.sh[66115]: 09-04 10:39:54| 16   3  79   0   0|5285M  172M  164M 2187M|  14k   10k|   0  2116k|   0   140 |2948  3483 |1.82 1.61 0.95|1.0   0  42|   0     0 |           | 18  318    0   45    0
Apr 09 10:39:55 ubuntu dstat.sh[66115]: 09-04 10:39:55| 24   3  72   0   0|5323M  134M  164M 2187M|5223B 1454B|   0   295k|   0  23.9 |2329  2031 |1.82 1.61 0.95|2.0   0 6.0|   0     0 |           | 18  318    1   44    0
Apr 09 10:39:56 ubuntu dstat.sh[66115]: 09-04 10:39:56| 16   4  78   0   0|5290M  168M  164M 2187M|  15k   12k|   0   248k|   0  21.0 |2733  2562 |1.75 1.60 0.95|1.0   0  33|   0     0 |           | 18  318    0   47    0
Apr 09 10:39:57 ubuntu dstat.sh[66115]: 09-04 10:39:57| 22   4  73   0   0|5309M  148M  164M 2187M|6186B 3424B|   0  1056k|   0   101 |2361  1962 |1.75 1.60 0.95|1.0   0 2.0|   0     0 |           | 18  321    0   47    0
Apr 09 10:39:58 ubuntu dstat.sh[66115]: 09-04 10:39:58| 13   3  84   0   0|5298M  159M  164M 2187M|  14k   10k|   0   336k|   0  34.0 |2291  2559 |1.75 1.60 0.95|2.0   0   0|   0     0 |           | 18  320    0   48    0
Apr 09 10:39:59 ubuntu dstat.sh[66115]: 09-04 10:39:59|  9   9  79   1   0|5275M  180M  165M 2187M|9567B 4079B|1119k  184k| 252  13.0 |3677  3488 |1.75 1.60 0.95|1.0   0 180|   0     0 |           | 18  322    0   41    0
Apr 09 10:40:00 ubuntu dstat.sh[66115]: 09-04 10:40:00|  4   6  90   1   0|5255M  200M  165M 2188M|  15k 3091B|  32k  449k|1.00  34.1 |2620  2752 |1.75 1.60 0.95|1.0   0 102|   0     0 |           | 18  320    0   42    0
Apr 09 10:40:01 ubuntu dstat.sh[66115]: 09-04 10:40:01|  5   5  89   0   0|5248M  208M  165M 2188M|  11k 4897B|   0   868k|   0  47.0 |2505  2644 |1.69 1.59 0.95|1.0   0  79|   0     0 |           | 18  320    0   43    0
Apr 09 10:40:02 ubuntu dstat.sh[66115]: 09-04 10:40:02| 15  10  71   2   0|5236M  208M  165M 2199M|5112B 1621B|5502k  868k| 370  31.0 |4312  4060 |1.69 1.59 0.95|  0 1.0 157|   0     0 |           | 18  320    0   43    0
Apr 09 10:40:03 ubuntu dstat.sh[66115]: 09-04 10:40:03| 22   3  74   0   0|5255M  184M  165M 2204M|5353B 2529B| 192k 1437k|24.0  18.0 |2333  1961 |1.69 1.59 0.95|2.0   0  17|   0     0 |           | 18  321    0   38    0
Apr 09 10:40:04 ubuntu dstat.sh[66115]: 09-04 10:40:04| 15   3  80   0   0|5236M  199M  165M 2207M|  15k 5106B|   0  2779k|   0   355 |2098  1799 |1.69 1.59 0.95|  0 1.0 7.0|   0     0 |           | 18  320    0   38    0
