Feb 26 17:51:18 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 26 17:51:18 ubuntu dstat.sh[59076]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 26 17:51:18 ubuntu dstat.sh[59076]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 26 17:53:00 ubuntu dstat.sh[59076]: 26-02 17:53:00| 17   3  80   0   0|1454M 1049M  166M 5080M|  11k 8561B|   0  2958k|   0   135 |2609  2787 |2.30 1.27 0.66|2.0   0   0|   0     0 |           | 11   33    0   63    0
Feb 26 17:53:01 ubuntu dstat.sh[59076]: 26-02 17:53:01| 12  11  74   0   0|1397M 1107M  166M 5080M|8857B 5516B|   0   319k|   0  25.9 |4423  4148 |2.30 1.27 0.66|1.0   0 188|   0     0 |           | 11   32    0   64    0
Feb 26 17:53:02 ubuntu dstat.sh[59076]: 26-02 17:53:02| 17   9  72   0   0|1435M 1069M  166M 5080M|4305B 1566B|   0   160k|   0  9.00 |2742  1854 |2.30 1.27 0.66|2.0   0  95|   0     0 |           | 11   32    0   64    0
Feb 26 17:53:03 ubuntu dstat.sh[59076]: 26-02 17:53:03| 17   2  80   0   0|1441M 1063M  166M 5080M|  12k 9746B|   0   491k|   0  35.9 |2828  3139 |2.19 1.27 0.66|1.0   0   0|   0     0 |           | 11   33    0   64    0
Feb 26 17:53:04 ubuntu dstat.sh[59076]: 26-02 17:53:04| 19   6  74   0   0|1397M 1107M  166M 5080M|8084B 4130B|   0  4108B|   0  1.00 |2923  2640 |2.19 1.27 0.66|2.0   0  46|   0     0 |           | 11   32    0   58    0
Feb 26 17:53:05 ubuntu dstat.sh[59076]: 26-02 17:53:05| 19   2  78   0   0|1402M 1102M  166M 5080M|9423B 7210B|   0    52k|   0  1.00 |1857  1514 |2.19 1.27 0.66|1.0   0 1.0|   0     0 |           | 11   33    0   58    0
Feb 26 17:53:06 ubuntu dstat.sh[59076]: 26-02 17:53:06| 18   3  78   0   0|1392M 1112M  166M 5080M|  13k   10k|   0   324k|   0  30.0 |4760  6374 |2.19 1.27 0.66|4.0   0   0|   0     0 |           | 11   32    0   58    0
Feb 26 17:53:07 ubuntu dstat.sh[59076]: 26-02 17:53:07|  9  22  67   0   0|1347M 1157M  166M 5080M|4174B 1528B|   0   152k|   0  8.02 |5123  3278 |2.19 1.27 0.66|3.0   0 307|   0     0 |           | 11   32    0   58    0
Feb 26 17:53:08 ubuntu dstat.sh[59076]: 26-02 17:53:08| 24  19  56   0   0|1371M 1132M  166M 5080M|4466B 1665B|  36k  437k|1.00  26.1 |5057  3861 |2.02 1.24 0.66|3.0   0 321|   0     0 |           | 11   32    0   59    0
Feb 26 17:53:09 ubuntu dstat.sh[59076]: 26-02 17:53:09| 42   8  48   1   0|1453M 1048M  166M 5082M|5046B 1454B| 371k 3216k|13.0   212 |3971  3595 |2.02 1.24 0.66|3.0 1.0  17|   0     0 |           | 11   36    0   59    0
Feb 26 17:53:10 ubuntu dstat.sh[59076]: 26-02 17:53:10| 38   9  43  11   0|1423M 1071M  167M 5088M|5055B 1625B|  64k   44M|4.01  3812 |  16k   31k|2.02 1.24 0.66|4.0   0 121|   0     0 |           | 11   36    0   59    0
Feb 26 17:53:11 ubuntu dstat.sh[59076]: 26-02 17:53:11| 41   8  44   5   0|1372M 1120M  168M 5089M|5135B 1612B|   0    30M|   0  2742 |  10k   20k|2.02 1.24 0.66|3.0   0  38|   0     0 |           | 11   32    0   59    0
Feb 26 17:53:12 ubuntu dstat.sh[59076]: 26-02 17:53:12| 44   6  48   1   0|1478M 1014M  168M 5089M|4536B 1506B|   0  1960k|   0   234 |3944  3704 |2.02 1.24 0.66|1.0 1.0 3.0|   0     0 |           | 11   34    0   59    0
Feb 26 17:53:13 ubuntu dstat.sh[59076]: 26-02 17:53:13| 39  10  44   8   0|1420M 1071M  169M 5089M|4942B 1622B|   0    20M|   0  2722 |  13k   25k|2.02 1.26 0.67|3.0   0  47|   0     0 |           | 11   32    0   54    0
Feb 26 17:53:14 ubuntu dstat.sh[59076]: 26-02 17:53:14| 23   5  71   0   0|1430M 1061M  169M 5089M|4812B 1456B|   0  2785k|   0   152 |2543  2277 |2.02 1.26 0.67|2.0   0  55|   0     0 |           | 11   32    0   54    0
Feb 26 17:53:15 ubuntu dstat.sh[59076]: 26-02 17:53:15| 22   4  72   0   0|1408M 1083M  169M 5089M|5898B 1609B|   0  9151k|   0   687 |2528  2582 |2.02 1.26 0.67|2.0   0 3.0|   0     0 |           | 11   32    0   54    0
Feb 26 17:53:16 ubuntu dstat.sh[59076]: 26-02 17:53:16| 23   4  73   0   0|1322M 1169M  169M 5089M|4995B 1457B|   0    92k|   0  12.0 |1891  1279 |2.02 1.26 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   54    0
Feb 26 17:53:17 ubuntu dstat.sh[59076]: 26-02 17:53:17| 27   7  66   0   0|1379M 1112M  169M 5089M|4448B 1623B|   0     0 |   0     0 |2854    11k|2.02 1.26 0.67|2.0   0  38|   0     0 |           | 11   32    0   49    0
Feb 26 17:53:18 ubuntu dstat.sh[59076]: 26-02 17:53:18| 23   3  74   0   0|1396M 1095M  169M 5089M|4895B 1626B|   0  8223B|   0  2.01 |1720  1087 |1.93 1.25 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   49    0
Feb 26 17:53:19 ubuntu dstat.sh[59076]: 26-02 17:53:19| 21   4  74   0   0|1452M 1039M  169M 5089M|4731B 1617B|   0     0 |   0     0 |1775  1202 |1.93 1.25 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   49    0
Feb 26 17:53:20 ubuntu dstat.sh[59076]: 26-02 17:53:20| 22   3  74   0   0|1428M 1062M  169M 5090M|5399B 1620B|   0   140k|   0  2.00 |1768  1151 |1.93 1.25 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   49    0
Feb 26 17:53:21 ubuntu dstat.sh[59076]: 26-02 17:53:21| 23   4  73   0   0|1449M 1041M  169M 5090M|4814B 1457B|   0     0 |   0     0 |1781  1161 |1.93 1.25 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   46    0
Feb 26 17:53:22 ubuntu dstat.sh[59076]: 26-02 17:53:22| 23   2  74   0   0|1421M 1070M  169M 5090M|4752B 1621B|   0   204k|   0  2.00 |1720  1060 |1.93 1.25 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   46    0
Feb 26 17:53:23 ubuntu dstat.sh[59076]: 26-02 17:53:23| 22   5  73   0   0|1414M 1077M  169M 5090M|4719B 1459B|   0   460k|   0  31.0 |2028  1828 |1.86 1.25 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   46    0
Feb 26 17:53:24 ubuntu dstat.sh[59076]: 26-02 17:53:24| 21   4  73   0   0|1424M 1066M  169M 5090M|4379B 1619B|   0  4095B|   0  1.00 |1794  1209 |1.86 1.25 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   46    0
Feb 26 17:53:25 ubuntu dstat.sh[59076]: 26-02 17:53:25| 24   2  73   0   0|1441M 1049M  169M 5090M|4216B 1457B|   0     0 |   0     0 |1724  1021 |1.86 1.25 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   41    0
Feb 26 17:53:26 ubuntu dstat.sh[59076]: 26-02 17:53:26| 21   4  73   0   0|1430M 1061M  169M 5090M|4918B 1619B|   0  4094B|   0  1.00 |1793  1251 |1.86 1.25 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   41    0
Feb 26 17:53:27 ubuntu dstat.sh[59076]: 26-02 17:53:27| 22   4  74   0   0|1424M 1067M  169M 5090M|4224B 1460B|   0     0 |   0     0 |1787  1207 |1.86 1.25 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   41    0
Feb 26 17:53:28 ubuntu dstat.sh[59076]: 26-02 17:53:28| 22   4  73   0   0|1448M 1043M  169M 5090M|4570B 1618B|   0     0 |   0     0 |1809  1116 |1.79 1.24 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   41    0
Feb 26 17:53:29 ubuntu dstat.sh[59076]: 26-02 17:53:29| 19   7  72   0   0|1408M 1082M  169M 5090M|5605B 1460B|   0    96k|   0  2.00 |2606  1654 |1.79 1.24 0.67|2.0   0  72|   0     0 |           | 11   32    0   37    0
Feb 26 17:53:30 ubuntu dstat.sh[59076]: 26-02 17:53:30|  8  22  68   0   0|1405M 1086M  169M 5090M|5590B 1623B|   0   641k|   0  9.02 |5173  3373 |1.79 1.24 0.67|2.0   0 296|   0     0 |           | 11   32    0   37    0
Feb 26 17:53:31 ubuntu dstat.sh[59076]: 26-02 17:53:31|  8  22  68   0   0|1385M 1106M  169M 5090M|4784B  418B|   0   689k|   0  59.1 |5151  3399 |1.79 1.24 0.67|1.0   0 293|   0     0 |           | 11   32    0   37    0
Feb 26 17:53:32 ubuntu dstat.sh[59076]: 26-02 17:53:32|  9  20  70   0   0|1380M 1110M  169M 5090M|4881B 1292B|   0   295k|   0  6.98 |4998  3303 |1.79 1.24 0.67|2.0   0 267|   0     0 |           | 11   32    0   37    0
Feb 26 17:53:33 ubuntu dstat.sh[59076]: 26-02 17:53:33|  8  22  68   0   0|1365M 1125M  169M 5090M|5404B 1622B|   0   713k|   0  43.1 |5592  4335 |1.65 1.22 0.67|3.0   0 335|   0     0 |           | 11   32    0   36    0
Feb 26 17:53:34 ubuntu dstat.sh[59076]: 26-02 17:53:34| 17  10  72   0   0|1365M 1125M  169M 5090M|5178B 1458B|   0     0 |   0     0 |3042  2038 |1.65 1.22 0.67|2.0   0 106|   0     0 |           | 11   32    0   36    0
Feb 26 17:53:35 ubuntu dstat.sh[59076]: 26-02 17:53:35| 22   4  73   0   0|1417M 1073M  169M 5090M|5139B 1613B|   0    12k|   0  1.99 |1898  1260 |1.65 1.22 0.67|2.0   0 3.0|   0     0 |           | 11   32    0   36    0
Feb 26 17:53:36 ubuntu dstat.sh[59076]: 26-02 17:53:36| 23   3  73   0   0|1412M 1078M  169M 5090M|5220B 1620B|   0    20k|   0  2.00 |1778  1135 |1.65 1.22 0.67|3.0   0 1.0|   0     0 |           | 11   32    0   36    0
Feb 26 17:53:37 ubuntu dstat.sh[59076]: 26-02 17:53:37| 22   4  73   0   0|1473M 1017M  169M 5090M|4444B 1621B|   0   456k|   0  86.1 |1843  1211 |1.65 1.22 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   31    0
Feb 26 17:53:38 ubuntu dstat.sh[59076]: 26-02 17:53:38| 23   4  73   0   0|1439M 1051M  169M 5090M|4305B 1461B|   0    20k|   0  1.00 |1811  1233 |1.59 1.22 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   31    0
Feb 26 17:53:39 ubuntu dstat.sh[59076]: 26-02 17:53:39| 22   4  73   0   0|1462M 1028M  169M 5090M|4192B 1617B|   0    72k|   0  2.00 |1855  1221 |1.59 1.22 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   31    0
Feb 26 17:53:40 ubuntu dstat.sh[59076]: 26-02 17:53:40| 24   3  73   0   0|1432M 1058M  169M 5090M|4372B 1617B|   0  2076k|   0  14.0 |1787  1135 |1.59 1.22 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   31    0
Feb 26 17:53:41 ubuntu dstat.sh[59076]: 26-02 17:53:41| 22   4  73   0   0|1461M 1029M  169M 5090M|4169B 1462B|   0     0 |   0     0 |1824  1320 |1.59 1.22 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   25    0
Feb 26 17:53:42 ubuntu dstat.sh[59076]: 26-02 17:53:42| 22   4  73   0   0|1429M 1061M  169M 5090M|4319B 1620B|   0   144k|   0  27.0 |1827  1287 |1.59 1.22 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   25    0
Feb 26 17:53:43 ubuntu dstat.sh[59076]: 26-02 17:53:43| 23   4  73   1   0|1464M 1026M  169M 5090M|4306B 1462B|   0   557k|   0  38.1 |2075  1729 |1.55 1.22 0.67|3.0 1.0 2.0|   0     0 |           | 11   32    0   25    0
Feb 26 17:53:44 ubuntu dstat.sh[59076]: 26-02 17:53:44| 23   2  73   0   0|1385M 1105M  169M 5090M|5025B 1615B|   0    16k|   0  2.99 |1806  1135 |1.55 1.22 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   25    0
Feb 26 17:53:45 ubuntu dstat.sh[59076]: 26-02 17:53:45| 22   4  73   0   0|1434M 1056M  169M 5090M|4274B 1456B|   0     0 |   0     0 |1860  1192 |1.55 1.22 0.67|2.0   0 3.0|   0     0 |           | 11   32    0   19    0
Feb 26 17:53:46 ubuntu dstat.sh[59076]: 26-02 17:53:46| 23   3  73   0   0|1404M 1086M  169M 5090M|3837B 1085B|   0    24k|   0  1.00 |1673  1000 |1.55 1.22 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   19    0
Feb 26 17:53:47 ubuntu dstat.sh[59076]: 26-02 17:53:47| 22   4  74   0   0|1399M 1092M  169M 5090M|4458B 1507B|   0     0 |   0     0 |1786  1172 |1.55 1.22 0.67|2.0   0   0|   0     0 |           | 11   32    0   19    0
Feb 26 17:53:48 ubuntu dstat.sh[59076]: 26-02 17:53:48| 23   3  74   0   0|1421M 1070M  169M 5090M|3563B 1080B|   0   228k|   0  30.0 |1758  1042 |1.50 1.21 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   19    0
Feb 26 17:53:49 ubuntu dstat.sh[59076]: 26-02 17:53:49| 22   4  73   0   0|1426M 1064M  169M 5090M|4471B 1573B|   0    76k|   0  3.01 |1956  1350 |1.50 1.21 0.67|2.0   0 7.0|   0     0 |           | 11   32    0   13    0
Feb 26 17:53:50 ubuntu dstat.sh[59076]: 26-02 17:53:50| 22   4  73   0   0|1399M 1091M  169M 5090M|4416B 1504B|   0   490k|   0  57.7 |1859  1250 |1.50 1.21 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   13    0
Feb 26 17:53:51 ubuntu dstat.sh[59076]: 26-02 17:53:51| 22   5  73   0   0|1445M 1045M  169M 5090M|4749B 1623B|   0    20k|   0  1.00 |1810  1167 |1.50 1.21 0.67|2.0   0 2.0|   0     0 |           | 11   32    0   13    0
Feb 26 17:53:52 ubuntu dstat.sh[59076]: 26-02 17:53:52| 22   4  73   0   0|1406M 1084M  169M 5090M|4518B 1458B|   0     0 |   0     0 |1838  1311 |1.50 1.21 0.67|2.0   0 1.0|   0     0 |           | 11   32    0   13    0
Feb 26 17:53:53 ubuntu dstat.sh[59076]: 26-02 17:53:53| 22   3  73   0   0|1373M 1118M  169M 5090M|3435B  648B|   0   428k|   0  27.0 |1972  1690 |1.46 1.21 0.68|2.0   0 1.0|   0     0 |           | 11   32    0   13    0
Feb 26 17:53:54 ubuntu dstat.sh[59076]: 26-02 17:53:54| 21   5  73   0   0|1441M 1049M  169M 5090M|5134B 1513B|   0    28k|   0  6.00 |1890  1258 |1.46 1.21 0.68|2.0   0 2.0|   0     0 |           | 11   32    0   10    0
Feb 26 17:53:55 ubuntu dstat.sh[59076]: 26-02 17:53:55| 21   6  73   0   0|1410M 1080M  169M 5090M|4862B 1571B|   0    32k|   0  2.01 |2301  1464 |1.46 1.21 0.68|2.0   0  54|   0     0 |           | 11   32    0   10    0
Feb 26 17:53:56 ubuntu dstat.sh[59076]: 26-02 17:53:56|  9  22  68   0   0|1409M 1081M  169M 5090M|4451B 1023B|   0   191k|   0  9.97 |5427  3850 |1.46 1.21 0.68|2.0   0 366|   0     0 |           | 11   32    0   10    0
Feb 26 17:53:57 ubuntu dstat.sh[59076]: 26-02 17:53:57| 20   6  73   0   0|1462M 1028M  169M 5090M|5080B 1564B|   0     0 |   0     0 |2174  1551 |1.46 1.21 0.68|2.0   0  40|   0     0 |           | 11   32    0   10    0
Feb 26 17:53:58 ubuntu dstat.sh[59076]: 26-02 17:53:58| 24   2  73   0   0|1378M 1111M  169M 5090M|4695B 1570B|   0     0 |   0     0 |1675   909 |1.43 1.20 0.68|2.0   0 3.0|   0     0 |           | 11   32    0    6    0
Feb 26 17:53:59 ubuntu dstat.sh[59076]: 26-02 17:53:59| 22   4  74   0   0|1434M 1056M  169M 5090M|4732B 1502B|   0   306k|   0  34.8 |1863  1316 |1.43 1.20 0.68|2.0   0 6.0|   0     0 |           | 11   32    0    6    0
Feb 26 17:54:00 ubuntu dstat.sh[59076]: 26-02 17:54:00| 18  11  70   0   0|1414M 1076M  169M 5091M|4732B 1579B|  40k 8262B|2.02  2.02 |3268  2242 |1.43 1.20 0.68|2.0   0 186|   0     0 |           | 11   32    0    6    0
Feb 26 17:54:01 ubuntu dstat.sh[59076]: 26-02 17:54:01|  8  21  70   0   0|1402M 1087M  169M 5091M|4961B 1515B|   0   216k|   0  7.01 |5264  3613 |1.43 1.20 0.68|2.0   0 316|   0     0 |           | 11   32    0    6    0
Feb 26 17:54:02 ubuntu dstat.sh[59076]: 26-02 17:54:02|  8  22  68   0   0|1392M 1097M  169M 5091M|4643B 1558B|   0   163k|   0  3.98 |5454  3790 |1.43 1.20 0.68|3.0   0 351|   0     0 |           | 11   32    0    4    0
Feb 26 17:54:03 ubuntu dstat.sh[59076]: 26-02 17:54:03|  8  22  68   0   0|1383M 1107M  169M 5091M|4428B 1512B|   0   736k|   0  37.0 |5485  4104 |1.55 1.23 0.69|3.0   0 318|   0     0 |           | 11   32    0    4    0
Feb 26 17:54:04 ubuntu dstat.sh[59076]: 26-02 17:54:04|  9  22  69   0   0|1372M 1117M  169M 5091M|5004B 1628B|   0   993k|   0  38.2 |6005  4618 |1.55 1.23 0.69|2.0   0 474|   0     0 |           | 11   32    0    4    0
Feb 26 17:54:05 ubuntu dstat.sh[59076]: 26-02 17:54:05|  9  21  68   0   0|1360M 1130M  169M 5091M|4781B 1610B|   0   732k|   0  7.95 |5339  3693 |1.55 1.23 0.69|2.0   0 341|   0     0 |           | 11   32    0    4    0
Feb 26 17:54:06 ubuntu dstat.sh[59076]: 26-02 17:54:06|  9  23  68   0   0|1342M 1148M  169M 5091M|4873B 1624B|   0  1312k|   0  18.0 |6210  4756 |1.55 1.23 0.69|3.0   0 509|   0     0 |           | 11   32    0    3    0
Feb 26 17:54:07 ubuntu dstat.sh[59076]: 26-02 17:54:07|  9  20  70   0   0|1336M 1153M  169M 5091M|4392B 1625B|   0   281k|   0  6.02 |5714  4201 |1.55 1.23 0.69|2.0   0 392|   0     0 |           | 11   32    0    3    0
Feb 26 17:54:08 ubuntu dstat.sh[59076]: 26-02 17:54:08|  8  22  69   0   0|1334M 1155M  169M 5091M|4618B 1564B|   0   168k|   0  6.99 |5747  4228 |1.51 1.23 0.69|2.0   0 403|   0     0 |           | 11   32    0    3    0
Feb 26 17:54:09 ubuntu dstat.sh[59076]: 26-02 17:54:09|  8  23  68   0   0|1329M 1160M  169M 5091M|4167B 1510B|   0   328k|   0  16.0 |6344  4971 |1.51 1.23 0.69|3.0   0 534|   0     0 |           | 11   32    0    3    0
Feb 26 17:54:10 ubuntu dstat.sh[59076]: 26-02 17:54:10|  9  21  69   0   0|1297M 1193M  169M 5091M|4737B 1661B|   0   296k|   0  63.0 |6190  4865 |1.51 1.23 0.69|2.0   0 477|   0     0 |           | 11   32    0    1    0
Feb 26 17:54:11 ubuntu dstat.sh[59076]: 26-02 17:54:11| 40  28  31   1   0|1379M 1110M  169M 5091M|4303B 1298B|   0  2848k|   0   154 |7162  7076 |1.51 1.23 0.69|4.0   0 739|   0     0 |           | 11   32    0    7    0
Feb 26 17:54:12 ubuntu dstat.sh[59076]: 26-02 17:54:12| 63  12  24   0   0|1576M  912M  169M 5092M|4332B 1281B|  16k 8173B|1.00  2.00 |3621  1593 |1.51 1.23 0.69|5.0   0 2.0|   0     0 |           | 11   32    0    7    0
Feb 26 17:54:13 ubuntu dstat.sh[59076]: 26-02 17:54:13| 49   9  32  10   0|1591M  885M  170M 5103M|4523B 1622B| 429k   44M|9.01  3529 |  15k   30k|1.63 1.26 0.70|1.0 2.0 117|   0     0 |           | 11   38    0    9    0
Feb 26 17:54:14 ubuntu dstat.sh[59076]: 26-02 17:54:14| 37  14  32  14   0|1622M  841M  170M 5114M|4865B 1454B|   0   103M|   0  7039 |  25k   49k|1.63 1.26 0.70|6.0   0 153|   0     0 |           | 11   36    0    9    0
Feb 26 17:54:15 ubuntu dstat.sh[59076]: 26-02 17:54:15| 42  10  32  13   0|1640M  813M  171M 5123M|  11k 7310B|   0    79M|   0  6429 |  20k   41k|1.63 1.26 0.70|3.0 1.0  46|   0     0 |           | 11   37    0    9    0
Feb 26 17:54:16 ubuntu dstat.sh[59076]: 26-02 17:54:16| 37  19  33  10   0|1571M  876M  171M 5129M|9019B 5262B|   0    34M|   0  2923 |  16k   27k|1.63 1.26 0.70|7.0   0 296|   0     0 |           | 11   34    0   10    0
Feb 26 17:54:17 ubuntu dstat.sh[59076]: 26-02 17:54:17| 49  24  17   8   0|1574M  865M  173M 5134M|7051B 3577B| 371k   63M|5.99  4455 |  19k   46k|1.63 1.26 0.70|5.0   0 254|   0     0 |           | 11   35    0   11    0
Feb 26 17:54:18 ubuntu dstat.sh[59076]: 26-02 17:54:18| 34  16  39   9   0|1585M  851M  172M 5138M|  15k   10k|1790k   47M|32.1  3915 |  18k   34k|1.82 1.31 0.72| 10   0 211|   0     0 |           | 11   35    0   10    0
Feb 26 17:54:19 ubuntu dstat.sh[59076]: 26-02 17:54:19| 30   7  48  11   0|1542M  890M  172M 5142M|  14k   10k|   0    44M|   0  3833 |  18k   33k|1.82 1.31 0.72|7.0   0  45|   0     0 |           | 11   34    0   10    0
Feb 26 17:54:20 ubuntu dstat.sh[59076]: 26-02 17:54:20| 38  10  37  12   0|1565M  867M  172M 5141M|5328B 1658B|   0    49M|   0  4368 |  16k   31k|1.82 1.31 0.72|5.0   0  57|   0     0 |           | 11   34    0   10    0
Feb 26 17:54:21 ubuntu dstat.sh[59076]: 26-02 17:54:21| 30   8  47  12   0|1565M  867M  172M 5142M|  13k   10k|   0    52M|   0  4544 |  18k   35k|1.82 1.31 0.72|4.0   0  33|   0     0 |           | 11   35    0   10    0
Feb 26 17:54:22 ubuntu dstat.sh[59076]: 26-02 17:54:22| 34   7  47  10   0|1558M  871M  173M 5144M|  16k   12k|   0    44M|   0  3974 |  17k   34k|1.82 1.31 0.72|5.0 1.0  45|   0     0 |           | 11   35    0   10    0
Feb 26 17:54:23 ubuntu dstat.sh[59076]: 26-02 17:54:23| 35  11  41  11   0|1519M  907M  173M 5147M|5151B 2647B|   0    51M|   0  4314 |  17k   32k|1.91 1.33 0.74|3.0   0 125|   0     0 |           | 11   36    0   11    0
Feb 26 17:54:24 ubuntu dstat.sh[59076]: 26-02 17:54:24| 31   8  47  12   0|1539M  885M  173M 5150M|9441B 7218B|   0    42M|   0  3923 |  16k   31k|1.91 1.33 0.74|4.0   0  48|   0     0 |           | 11   37    0   11    0
Feb 26 17:54:25 ubuntu dstat.sh[59076]: 26-02 17:54:25| 27   7  51  12   0|1532M  888M  173M 5153M|  15k   12k|   0    50M|   0  4427 |  20k   38k|1.91 1.33 0.74|3.0 1.0  82|   0     0 |           | 11   37    0   11    0
Feb 26 17:54:26 ubuntu dstat.sh[59076]: 26-02 17:54:26| 32  10  45  10   0|1514M  903M  173M 5155M|8031B 4412B|   0    46M|   0  4169 |  18k   34k|1.91 1.33 0.74|2.0 1.0 105|   0     0 |           | 11   36    0   11    0
Feb 26 17:54:27 ubuntu dstat.sh[59076]: 26-02 17:54:27| 37   9  42  11   0|1560M  860M  173M 5153M|4663B 2617B|   0    54M|   0  4683 |  16k   34k|1.91 1.33 0.74|4.0   0  24|   0     0 |           | 11   37    0   11    0
Feb 26 17:54:28 ubuntu dstat.sh[59076]: 26-02 17:54:28| 30   7  47  12   0|1554M  867M  173M 5152M|  14k   10k|   0    61M|   0  4894 |  19k   38k|2.08 1.38 0.75|3.0   0  39|   0     0 |           | 11   35    0   12    0
Feb 26 17:54:29 ubuntu dstat.sh[59076]: 26-02 17:54:29| 34  10  55   0   0|1357M 1064M  173M 5152M|  15k   11k|   0  5910k|   0   335 |5840  7597 |2.08 1.38 0.75|2.0   0 218|   0     0 |           | 11   32    0   13    0
Feb 26 17:54:30 ubuntu dstat.sh[59076]: 26-02 17:54:30| 20   6  73   0   0|1414M 1007M  173M 5152M|6058B 1453B|   0  1276k|   0  79.7 |2476  2006 |2.08 1.38 0.75|2.0   0  49|   0     0 |           | 11   32    0   13    0
Feb 26 17:54:31 ubuntu dstat.sh[59076]: 26-02 17:54:31| 16   3  80   0   0|1413M 1007M  173M 5152M|  15k   10k|   0  1336k|   0  66.0 |3128  3708 |2.08 1.38 0.75|2.0   0   0|   0     0 |           | 11   32    0   14    0
Feb 26 17:54:32 ubuntu dstat.sh[59076]: 26-02 17:54:32| 21   5  72   1   0|1381M 1039M  173M 5152M|4246B  813B|   0  5453k|   0   347 |2533  2309 |2.08 1.38 0.75|2.0   0  34|   0     0 |           | 11   32    0   14    0
Feb 26 17:54:33 ubuntu dstat.sh[59076]: 26-02 17:54:33| 16   2  81   0   0|1398M 1023M  173M 5152M|  11k 7034B|   0   103k|   0  5.97 |1938  1752 |1.91 1.36 0.75|2.0   0 1.0|   0     0 |           | 11   33    0   14    0
Feb 26 17:54:34 ubuntu dstat.sh[59076]: 26-02 17:54:34| 19   7  73   0   0|1381M 1039M  173M 5152M|6728B 2445B|   0   128k|   0  13.0 |2994  2539 |1.91 1.36 0.75|2.0   0  60|   0     0 |           | 11   32    0   15    0
Feb 26 17:54:35 ubuntu dstat.sh[59076]: 26-02 17:54:35| 18   3  78   0   0|1396M 1025M  173M 5152M|  10k 6745B|   0   156k|   0  9.98 |2070  1708 |1.91 1.36 0.75|3.0   0 1.0|   0     0 |           | 11   33    0   15    0
Feb 26 17:54:36 ubuntu dstat.sh[59076]: 26-02 17:54:36| 18   5  76   0   0|1371M 1049M  173M 5152M|  11k 6919B|   0  8210B|   0  2.00 |3651  3966 |1.91 1.36 0.75|4.0   0  43|   0     0 |           | 11   32    0   16    0
Feb 26 17:54:37 ubuntu dstat.sh[59076]: 26-02 17:54:37| 20   5  75   0   0|1428M  992M  173M 5152M|6600B 3592B|   0   132k|   0  13.0 |2000  1645 |1.91 1.36 0.75|1.0   0   0|   0     0 |           | 11   33    0   16    0
Feb 26 17:54:38 ubuntu dstat.sh[59076]: 26-02 17:54:38| 15   2  82   0   0|1421M  998M  173M 5152M|  13k 9365B|   0   136k|   0  9.00 |2975  3490 |1.84 1.35 0.75|1.0   0   0|   0     0 |           | 11   33    0   16    0
Feb 26 17:54:39 ubuntu dstat.sh[59076]: 26-02 17:54:39| 13  15  70   0   0|1372M 1048M  173M 5153M|6551B 2677B|   0   236k|   0  22.0 |5370  4559 |1.84 1.35 0.75|2.0   0 362|   0     0 |           | 11   32    0   17    0
Feb 26 17:54:40 ubuntu dstat.sh[59076]: 26-02 17:54:40| 35  20  43   1   0|1429M  991M  173M 5153M|4812B 1624B|   0   866k|   0  60.1 |6097  5012 |1.84 1.35 0.75|5.0   0 436|   0     0 |           | 11   32    0   23    0
Feb 26 17:54:41 ubuntu dstat.sh[59076]: 26-02 17:54:41| 65  10  24   0   0|1598M  821M  173M 5154M|3811B 1027B|   0   377k|   0  13.0 |3699  1610 |1.84 1.35 0.75|3.0   0 3.0|   0     0 |           | 11   32    0   23    0
