Jul 08 18:29:51 jammy-provider-cloud-0000007313 systemd[1]: Started Devstack devstack@dstat.service.
Jul 08 18:29:51 jammy-provider-cloud-0000007313 dstat.sh[57760]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 08 18:29:51 jammy-provider-cloud-0000007313 dstat.sh[57760]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 08 18:33:14 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:14| 45  10  45   0   0|1911M  759M  170M 4902M|4461B 1637B|   0   471k|   0  4.99 |1697  2553 |1.54 1.34 0.78|2.0   0 134|   0     0 |   0     0 | 13   58    4   26    0
Jul 08 18:33:15 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:15| 32   5  64   0   0|1964M  704M  170M 4904M|5203B 1511B|   0    36k|   0  8.00 |1849  4165 |1.54 1.34 0.78|2.0   0 4.0|   0     0 |   0     0 | 13   58    4   26    0
Jul 08 18:33:16 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:16| 23   3  65   7   0|1990M  666M  170M 4915M|5900B 1565B| 152k   71M|38.0  1787 |6975    14k|1.54 1.34 0.78|4.0   0 5.0|   0     0 |   0     0 | 13   60    4   24    0
Jul 08 18:33:17 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:17| 26   4  56  12   0|1994M  652M  171M 4925M|5896B 1552B|   0    22M|   0  2405 |  10k   27k|1.54 1.34 0.78|1.0   0 4.0|   0     0 |   0     0 | 13   60    4   24    0
Jul 08 18:33:18 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:18| 32  18  47   0   0|2172M  473M  171M 4926M|5505B 1456B|   0  1685k|   0   118 |6019    15k|1.82 1.40 0.81|1.0   0 353|   0     0 |   0     0 | 14   85    4   35    0
Jul 08 18:33:19 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:19| 11  18  69   0   0|2171M  473M  171M 4926M|  11k 1512B|   0  3281k|   0  56.0 |3205  5010 |1.82 1.40 0.81|3.0   0 401|   0     0 |   0     0 | 14   85    4   35    0
Jul 08 18:33:20 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:20| 27  17  56   0   0|2215M  429M  171M 4927M|6328B 1459B|   0    13M|   0   725 |6555    11k|1.82 1.40 0.81|4.0   0 242|   0     0 |   0     0 | 14   86    4   33    0
Jul 08 18:33:21 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:21| 45   6  49   0   0|2321M  323M  171M 4928M|9424B 1459B|   0   508k|   0  32.0 |1312  1724 |1.82 1.40 0.81|2.0   0 1.0|   0     0 |   0     0 | 14   86    4   33    0
Jul 08 18:33:22 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:22| 12  17  69   0   0|2335M  308M  171M 4928M|6322B 1659B|   0  1210k|   0  75.8 |3236  5043 |1.82 1.40 0.81|1.0   0 330|   0     0 |   0     0 | 14   89    4   28    0
Jul 08 18:33:23 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:23|  8  19  72   0   0|2335M  308M  171M 4928M|5761B 1623B|   0   144k|   0  20.0 |2884  4371 |1.83 1.41 0.81|1.0   0 359|   0     0 |   0     0 | 14   89    4   28    0
Jul 08 18:33:24 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:24| 11  16  72   0   0|2344M  299M  171M 4928M|4695B 1566B|   0    40k|   0  4.00 |2531  3708 |1.83 1.41 0.81|2.0   0 303|   0     0 |   0     0 | 14   89    4   28    0
Jul 08 18:33:25 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:25| 23   3  73   0   0|2397M  246M  171M 4928M|5582B 1513B|   0     0 |   0     0 |1356  2171 |1.83 1.41 0.81|1.0   0   0|   0     0 |   0     0 | 14   93    4   28    0
Jul 08 18:33:26 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:26| 21   5  73   0   0|2388M  255M  171M 4928M|6522B 1563B|   0   152k|   0  2.00 |1476  2044 |1.83 1.41 0.81|1.0   0  63|   0     0 |   0     0 | 14   91    4   29    0
Jul 08 18:33:27 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:27| 27   3  67   1   0|2430M  212M  171M 4928M|5471B 1602B|   0  1640k|   0   179 |3511  6663 |1.83 1.41 0.81|1.0   0 3.0|   0     0 |   0     0 | 14   98    4   30    0
Jul 08 18:33:28 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:28| 32   6  60   0   0|2434M  209M  171M 4929M|7550B 1568B|   0  1631k|   0   140 |2853  4893 |1.93 1.44 0.83|2.0   0 116|   0     0 |   0     0 | 14  106    4   32    0
Jul 08 18:33:29 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:29| 24   4  71   0   0|2486M  157M  171M 4929M|7261B 1508B|   0  1209k|   0   107 |2280  4017 |1.93 1.44 0.83|2.0   0 4.0|   0     0 |   0     0 | 14  113    4   32    0
Jul 08 18:33:30 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:30| 37   9  53   0   0|2496M  153M  171M 4921M|9086B 1537B|   0  1011k|   0  89.3 |2768  4603 |1.93 1.44 0.83|2.0   0  97|   0     0 |   0     0 | 14  111    4   34    0
Jul 08 18:33:31 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:31| 35   9  53   0   0|2506M  197M  169M 4871M|5078B 1791B|2515k 6784k|65.0   680 |2471  6176 |1.93 1.44 0.83|3.0   0  89|   0     0 |   0     0 | 14  111    5   36    0
Jul 08 18:33:32 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:32| 25   2  73   1   0|2553M  149M  169M 4871M|5758B 1628B| 228k  452k|10.0  36.0 |1319  1898 |1.93 1.44 0.83|2.0   0 2.0|   0     0 |   0     0 | 14  115    5   37    0
Jul 08 18:33:33 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:33| 19   5  73   0   0|2566M  136M  169M 4871M|5467B 1458B|   0   296k|   0  13.0 |1117  1600 |1.85 1.43 0.83|2.0   0  51|   0     0 |   0     0 | 14  115    5   37    0
Jul 08 18:33:34 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:34| 23   6  70   0   0|2539M  162M  169M 4871M|4974B 1637B|   0   766k|   0  83.8 |2289  3802 |1.85 1.43 0.83|2.0   0  82|   0     0 |   0     0 | 14  115    5   38    0
Jul 08 18:33:35 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:35| 22   4  73   0   0|2511M  191M  169M 4871M|6856B 1516B|   0     0 |   0     0 |1337  1856 |1.85 1.43 0.83|1.0   0  45|   0     0 |   0     0 | 14  115    5   39    0
Jul 08 18:33:36 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:36| 22   3  74   0   0|2565M  137M  169M 4871M|  42k 1648B|   0     0 |   0     0 |1347  1777 |1.85 1.43 0.83|2.0   0  10|   0     0 |   0     0 | 14  117    5   39    0
Jul 08 18:33:37 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:37| 25   6  67   2   0|2539M  162M  169M 4872M|5386B 1711B| 744k 5862k| 129   505 |3989  8141 |1.85 1.43 0.83|1.0   0  53|   0     0 |   0     0 | 14  115    5   40    0
Jul 08 18:33:38 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:38| 25   2  71   0   0|2572M  129M  169M 4872M|7605B 1693B|   0  1847k|   0   139 |2120  3739 |1.78 1.42 0.83|1.0   0 1.0|   0     0 |   0     0 | 14  119    5   40    0
Jul 08 18:33:39 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:39| 34   4  62   1   0|2550M  151M  169M 4873M|4826B 1502B|   0   853k|   0  86.1 |3033  5913 |1.78 1.42 0.83|3.0   0  71|   0     0 |   0     0 | 14  117    5   41    0
Jul 08 18:33:40 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:40| 24   2  72   0   0|2589M  127M  169M 4857M|7509B  863B| 312k 3007k|13.0   336 |2025  3228 |1.78 1.42 0.83|1.0   0   0|   0     0 |   0     0 | 14  119    5   41    0
Jul 08 18:33:41 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:41| 19   8  72   1   0|2571M  145M  169M 4857M|8137B 1136B|  84k  605k|3.00  44.1 |1997  3041 |1.78 1.42 0.83|2.0   0 147|   0     0 |   0     0 | 14  117    5   42    0
Jul 08 18:33:42 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:42| 26   2  70   0   0|2592M  124M  169M 4857M|6968B 1496B|  40k  997k|1.00   104 |2266  4284 |1.78 1.42 0.83|2.0   0   0|   0     0 |   0     0 | 14  119    5   41    0
Jul 08 18:33:43 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:43| 35  13  51   1   0|2566M  158M  169M 4849M|  18k 1549B|4367k 3538k|93.1   442 |5068  9431 |1.72 1.42 0.83|1.0   0 289|   0     0 |   0     0 | 14  117    5   42    0
Jul 08 18:33:44 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:44| 30   2  67   0   0|2607M  117M  169M 4850M|  14k 1800B| 541k  678k|13.0  54.1 |1911  3121 |1.72 1.42 0.83|1.0   0   0|   0     0 |   0     0 | 14  119    4   42    0
Jul 08 18:33:45 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:45| 11  16  71   0   0|2560M  163M  169M 4850M|4799B 1706B|  36k  500k|1.00  31.0 |2553  4038 |1.72 1.42 0.83|3.0   0 308|   0     0 |   0     0 | 14  117    4   43    0
Jul 08 18:33:46 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:46| 14  18  67   0   0|2572M  151M  169M 4851M|3792B 1607B| 328k  512k|15.0  37.0 |3352  6926 |1.72 1.42 0.83|3.0   0 356|   0     0 |   0     0 | 14  117    4   42    0
Jul 08 18:33:47 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:47| 28  16  56   0   0|2603M  120M  169M 4850M|3937B 1621B|   0  2354k|   0   141 |5072  8786 |1.72 1.42 0.83|3.0   0 369|   0     0 |   0     0 | 14  117    4   42    0
Jul 08 18:33:48 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:48| 34  20  44   0   0|2639M  127M  169M 4808M|6232B 1565B|  52k 3898k|9.98   531 |4889  8502 |1.74 1.43 0.83|3.0   0 443|   0     0 |   0     0 | 14  117    4   42    0
Jul 08 18:33:49 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:49| 54  21  25   0   0|2764M  125M  169M 4688M|5318B 1531B|1415k 4392k|92.2   389 |8098    19k|1.74 1.43 0.83|3.0   0 458|   0     0 |   0     0 | 16  129    4   42    0
Jul 08 18:33:50 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:50| 55  22  21   0   0|2871M  126M  168M 4582M|4035B  324B|2387k 2767k| 113   291 |4395    10k|1.74 1.43 0.83|2.0   0 438|   0     0 |   0     0 | 16  129    4   42    0
Jul 08 18:33:51 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:51| 57  24  18   0   0|2967M  126M  168M 4489M|8890B 1296B|2457k 6029k| 215   413 |7641    17k|1.74 1.43 0.83|2.0   0 523|   0     0 |   0     0 | 16  145    4   42    0
Jul 08 18:33:52 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:52| 32  24  41   0   0|3027M  134M  168M 4422M|9301B 1619B|1631k 1383k| 143   212 |4518    67k|1.74 1.43 0.83|1.0   0 578|   0     0 |   0     0 | 17  145    4   42    0
Jul 08 18:33:53 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:53| 27  17  55   0   0|3066M  123M  168M 4395M|4738B 1599B| 940k  132k|40.0  4.00 |4771  9293 |1.68 1.42 0.84|2.0   0 394|   0     0 |   0     0 | 17  145    4   42    0
Jul 08 18:33:54 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:54| 37  19  42   1   0|3127M  130M  168M 4329M|6228B 1566B|1344k 2592k|78.0   362 |6471    11k|1.68 1.42 0.84| 11   0 381|   0     0 |   0     0 | 17  149    4   42    0
Jul 08 18:33:55 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:55| 43  23  33   0   0|3236M  122M  168M 4230M|4924B 1453B| 263k  510k|19.9  28.9 |5821    13k|1.68 1.42 0.84|2.0   0 585|   0     0 |   0     0 | 17  161    4   43    0
Jul 08 18:33:56 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:56| 33  23  43   0   0|3322M  127M  168M 4141M|7500B 1696B|8221B  413k|2.01  27.1 |4624  8099 |1.68 1.42 0.84|6.0   0 691|   0     0 |   0     0 | 17  166    4   43    0
Jul 08 18:33:57 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:57| 18  18  61   0   0|3336M  127M  168M 4127M|4705B 1458B|   0   368k|   0  22.0 |5580    12k|1.68 1.42 0.84|3.0   0 304|   0     0 |   0     0 | 17  167    4   43    0
Jul 08 18:33:58 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:58| 36  12  51   0   0|3413M  138M  168M 4041M|9886B 1640B|  84k 6830k|12.0   502 |3237  6482 |1.63 1.41 0.84|2.0   0 145|   0     0 |   0     0 | 17  167    4   43    0
Jul 08 18:33:59 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:33:59| 45   8  45   0   0|3524M  128M  168M 3942M|5060B 1528B|4086B  686k|1.00  87.8 |1864  2613 |1.63 1.41 0.84|5.0   0 5.0|   0     0 |   0     0 | 17  173    4   43    0
Jul 08 18:34:00 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:00| 34  13  53   1   0|3492M  213M  168M 3890M|5818B 1464B|2330k 2816k|82.4   167 |3206  5483 |1.63 1.41 0.84|3.0   0 236|   0     0 |   0     0 | 17  176    4   43    0
Jul 08 18:34:01 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:01| 38  22  39   0   0|3559M  143M  168M 3893M|3886B 1531B|4093B 1023k|1.00  59.0 |7005    13k|1.63 1.41 0.84|4.0   0 573|   0     0 |   0     0 | 17  189    4   42    0
Jul 08 18:34:02 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:02| 52  19  29   0   0|3574M  144M  168M 3877M|4861B 1618B|2185k  692k|42.8  34.8 |6921    12k|1.63 1.41 0.84|7.0 1.0 264|   0     0 |   0     0 | 17  189    4   42    0
Jul 08 18:34:03 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:03| 78  17   4   0   0|3680M  129M  168M 3789M|8920B 1509B|1597k  704k|42.2  44.3 |3309  6420 |1.90 1.47 0.86|4.0   0 141|   0     0 |   0     0 | 17  200    4   42    0
Jul 08 18:34:04 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:04| 76  16   7   0   0|3730M  177M  168M 3693M|4673B 1458B| 788k 2527k|23.0   114 |4783    11k|1.90 1.47 0.86|6.0   0  62|   0     0 |   0     0 | 17  212    4   44    0
Jul 08 18:34:05 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:05| 59  21  18   0   0|3804M  129M  168M 3667M|3712B 1457B| 124k   21M|6.00   627 |5633    11k|1.90 1.47 0.86|5.0   0 400|   0     0 |   0     0 | 17  213    4   45    0
Jul 08 18:34:06 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:06| 53  24  21   0   0|3802M  121M  168M 3677M|  40k 1690B| 303k  475k|6.98  27.9 |8400    39k|1.90 1.47 0.86|4.0   0 348|   0     0 |   0     0 | 17  216    4   45    0
Jul 08 18:34:07 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:07| 53  23  25   0   0|3838M  124M  168M 3638M|3819B 1624B|  32k  565k|6.01  48.1 |4814  8807 |1.90 1.47 0.86|4.0   0 536|   0     0 |   0     0 | 17  217    4   45    0
Jul 08 18:34:08 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:08| 59  19  20   1   0|3878M  122M  168M 3600M|4561B 1568B| 768k  888k|38.0  62.0 |6320    14k|2.07 1.51 0.88|6.0   0 252|   0     0 |   0     0 | 17  219    4   48    0
Jul 08 18:34:09 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:09| 60  23  16   0   0|3919M  170M  168M 3513M|4880B 1456B|  48k  491k|3.00  32.0 |5243    17k|2.07 1.51 0.88|4.0   0 555|   0     0 |   0     0 | 17  221    4   48    0
Jul 08 18:34:10 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:10| 68  16  16   0   0|4025M  126M  168M 3452M|6154B 1460B|  56k 1322k|8.01  84.1 |5957    18k|2.07 1.51 0.88|3.0   0 240|   0     0 |   0     0 | 17  233    4   50    0
Jul 08 18:34:11 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:11| 67  10  22   0   0|4129M  127M  168M 3348M|8587B 1759B|   0    18M|   0   872 |2502  3054 |2.07 1.51 0.88|5.0   0 8.0|   0     0 |   0     0 | 17  238    4   50    0
Jul 08 18:34:12 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:12| 68  12  21   0   0|4128M  168M  168M 3311M|5346B 1536B| 465k 1187k|27.1   114 |5038    10k|2.07 1.51 0.88|3.0   0  58|   0     0 |   0     0 | 17  249    4   57    0
Jul 08 18:34:13 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:13| 49  24  25   1   0|4144M  151M  168M 3311M|6697B 1458B|1128k 1512k|28.0   162 |5104    10k|2.22 1.55 0.89|2.0   0 607|   0     0 |   0     0 | 17  250    4   54    0
Jul 08 18:34:14 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:14| 51  20  27   0   0|4145M  165M  168M 3297M|7697B 1606B|4092k 1603k|80.0  95.0 |6814    13k|2.22 1.55 0.89|5.0   0 272|   0     0 |   0     0 | 18  250    4   55    0
Jul 08 18:34:15 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:15| 83  14   4   0   0|4276M  141M  168M 3193M|5340B 1458B| 812k  684k|8.00  48.0 |2566  4271 |2.22 1.55 0.89|4.0   0 154|   0     0 |   0     0 | 18  253    4   52    0
Jul 08 18:34:16 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:16| 63  11  24   0   0|4312M  132M  168M 3165M|6292B 1295B| 784k  964k|10.0  40.0 |2033  2907 |2.22 1.55 0.89|3.0   0  49|   0     0 |   0     0 | 18  253    4   52    0
Jul 08 18:34:17 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:17| 31  14  55   0   0|4325M  139M  168M 3146M|6781B 2486B| 881k 2670k|14.9   163 |4380    11k|2.22 1.55 0.89|1.0   0 223|   0     0 |   0     0 | 18  259    4   53    0
Jul 08 18:34:18 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:18| 20   6  72   0   0|4329M  135M  168M 3146M|  24k 5672B| 803k  325k|8.03  34.1 |2239  3547 |2.12 1.55 0.89|2.0   0  10|   0     0 |   0     0 | 18  262    4   53    1
Jul 08 18:34:19 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:19| 20   5  73   0   0|4328M  139M  168M 3142M|  77k 2496B| 914k  231k|11.0  19.0 |1918  2910 |2.12 1.55 0.89|1.0   0  12|   0     0 |   0     0 | 18  263    4   42    0
Jul 08 18:34:20 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:20| 30  13  55   0   0|4363M  116M  168M 3131M|  16M  248k|3418k 8879k|47.0   789 |  20k   15k|2.12 1.55 0.89|3.0   0 266|   0     0 |   0     0 | 18  267    4   42    0
Jul 08 18:34:21 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:21| 36   8  54   0   0|4396M  134M  168M 3080M|  12k 1625B| 694k  321k|11.0  32.1 |2583  4372 |2.12 1.55 0.89|2.0   0 7.0|   0     0 |   0     0 | 18  273    4   43    0
Jul 08 18:34:22 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:22| 26   4  68   0   0|4411M  133M  168M 3067M|7373B 1739B| 542k  801k|28.9   101 |5244    11k|2.12 1.55 0.89|1.0   0 5.0|   0     0 |   0     0 | 18  282    4   46    0
Jul 08 18:34:23 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:23| 14  16  69   1   0|4356M  172M  168M 3083M|7679B 1462B| 192k  525k|9.02  38.1 |3479  6014 |2.11 1.55 0.90|1.0   0 429|   0     0 |   0     0 | 18  279    4   46    0
Jul 08 18:34:24 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:24| 24   4  72   0   0|4345M  183M  168M 3083M|4491B 1620B| 184k  244k|4.00  12.0 |1515  2285 |2.11 1.55 0.90|1.0   0  43|   0     0 |   0     0 | 18  279    4   46    0
Jul 08 18:34:25 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:25| 10  19  71   0   0|4347M  181M  168M 3083M|5973B 1459B|  20k   17M|1.00  79.1 |3339  5575 |2.11 1.55 0.90|2.0   0 372|   0     0 |   0     0 | 18  279    4   46    0
Jul 08 18:34:26 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:26|  6  10  82   0   0|4346M  181M  168M 3083M|4095B 1693B|  20k  148k|3.00  15.0 |2574  4442 |2.11 1.55 0.90|  0   0 283|   0     0 |   0     0 | 18  279    4   46    0
Jul 08 18:34:27 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:27| 12   2  85   0   0|4373M  154M  168M 3083M|4158B 1454B|   0    40k|   0  3.99 |1289  1977 |2.11 1.55 0.90|5.0   0 9.0|   0     0 |   0     0 | 18  279    4   44    0
Jul 08 18:34:28 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:28| 21   8  70   0   0|4349M  179M  168M 3083M|4817B 1458B|  24k   16M|1.00  47.0 |2359  3772 |2.02 1.54 0.90|3.0   0 104|   0     0 |   0     0 | 18  285    4   44    0
Jul 08 18:34:29 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:29| 12  17  71   0   0|4348M  180M  168M 3083M|6258B 1626B|  16k    0 |3.01     0 |2863  4781 |2.02 1.54 0.90|1.0   0 226|   0     0 |   0     0 | 18  285    4   42    0
Jul 08 18:34:30 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:30| 16  13  70   0   0|4369M  158M  168M 3083M|4656B 1526B|4079B   60k|1.00  2.99 |2685  4433 |2.02 1.54 0.90|2.0   0 214|   0     0 |   0     0 | 18  285    4   42    0
Jul 08 18:34:31 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:31| 27   6  66   0   0|4423M  132M  168M 3056M|4930B 1459B|1161k  120k|81.0  15.0 |2154  4812 |2.02 1.54 0.90|2.0   0  37|   0     0 |   0     0 | 18  289    4   39    0
Jul 08 18:34:32 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:32| 27   3  69   1   0|4461M  122M  168M 3028M|7958B 1625B| 345k 6897k|19.1   658 |2803  4309 |2.02 1.54 0.90|3.0   0 4.0|   0     0 |   0     0 | 18  297    4   39    0
Jul 08 18:34:33 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:33| 24   4  72   0   0|4389M  194M  168M 3029M|4809B 1023B| 946k   76k|26.9  8.98 |1434  2123 |1.94 1.53 0.90|1.0   0 5.0|   0     0 |   0     0 | 18  295    4   37    0
Jul 08 18:34:34 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:34| 24   3  72   0   0|4444M  138M  168M 3029M|5950B 1406B|4102B  152k|1.00  13.0 |1546  2378 |1.94 1.53 0.90|3.0   0 1.0|   0     0 |   0     0 | 18  298    4   37    0
Jul 08 18:34:35 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:35| 25   3  70   0   0|4369M  214M  168M 3029M|4805B 1690B|4087B    0 |1.00     0 |1737  2692 |1.94 1.53 0.90|1.0   0  17|   0     0 |   0     0 | 18  295    4   35    0
Jul 08 18:34:36 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:36| 24   5  72   0   0|4343M  239M  168M 3029M|  43k 1623B|   0    76k|   0  4.01 |1549  2049 |1.94 1.53 0.90|1.0   0  40|   0     0 |   0     0 | 18  295    4   35    0
Jul 08 18:34:37 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:37|  9  19  71   0   0|4359M  223M  168M 3029M|7739B 1566B| 836k  220k|14.0  3.00 |3269  5217 |1.94 1.53 0.90|2.0   0 394|   0     0 |   0     0 | 18  295    4   35    0
Jul 08 18:34:38 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:38| 19   8  71   0   0|4384M  197M  168M 3030M|6334B 1294B| 531k   28k|35.0  3.00 |2159  3324 |1.87 1.53 0.90|2.0   0 152|   0     0 |   0     0 | 18  295    4   34    0
Jul 08 18:34:39 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:39| 24   5  70   0   0|4406M  175M  168M 3030M|5114B  704B| 156k    0 |7.02     0 |8868    18k|1.87 1.53 0.90|4.0   0 9.0|   0     0 |   0     0 | 18  295    4   34    0
Jul 08 18:34:40 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:40| 18   3  77   0   0|4381M  200M  168M 3030M|  12k 5351B|   0   470k|   0  11.0 |1584  2275 |1.87 1.53 0.90|1.0   0 6.0|   0     0 |   0     0 | 18  296    4   33    0
Jul 08 18:34:41 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:41| 26   3  69   1   0|4410M  169M  168M 3032M|4627B 1515B|  80k  665k|5.01  27.1 |8778    18k|1.87 1.53 0.90|2.0   0 6.0|   0     0 |   0     0 | 18  296    4   33    0
Jul 08 18:34:42 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:42| 20   9  71   0   0|4347M  232M  168M 3032M|5781B 1873B|   0   840k|   0  59.0 |2386  3853 |1.87 1.53 0.90|2.0   0  96|   0     0 |   0     0 | 18  295    4   32    0
Jul 08 18:34:43 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:43| 19   9  70   0   0|4391M  188M  168M 3032M|5016B 1509B|8177B   68k|2.00  5.99 |2308  3653 |1.80 1.52 0.90|1.0   0 175|   0     0 |   0     0 | 18  295    4   32    0
Jul 08 18:34:44 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:44| 22   7  70   0   0|4352M  226M  168M 3032M|4993B 1463B|  24k 4109B|2.01  1.00 |2254  3560 |1.80 1.52 0.90|2.0   0 102|   0     0 |   0     0 | 18  295    4   33    0
Jul 08 18:34:45 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:34:45| 24   3  72   0   0|4411M  168M  168M 3032M|4599B 1605B|   0     0 |   0     0 |1420  2276 |1.80 1.52 0.90|3.0   0  10|   0     0 |   0     0 | 18  296    4   33    0
