Feb 19 09:51:49 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 09:51:49 ubuntu dstat.sh[59388]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 09:51:49 ubuntu dstat.sh[59388]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 09:55:39 ubuntu dstat.sh[59388]: 19-02 09:55:39| 34  10  53   0   0|1597M  739M  174M 5231M|4956B 1513B|   0   749k|   0  87.1 |5154  8106 |2.30 1.57 0.88|1.0   0 116|   0     0 |           | 11   48    0   23    0
Feb 19 09:55:40 ubuntu dstat.sh[59388]: 19-02 09:55:40| 11  23  65   1   0|1605M  730M  174M 5231M|4130B 1568B|   0   368k|   0  13.0 |5915  5427 |2.30 1.57 0.88|3.0   0 295|   0     0 |           | 11   48    0   23    0
Feb 19 09:55:41 ubuntu dstat.sh[59388]: 19-02 09:55:41| 15   8  76   0   0|1594M  742M  174M 5231M|4429B 1616B|   0   475k|   0  33.9 |3915  4948 |2.30 1.57 0.88|  0   0  91|   0     0 |           | 11   48    0   23    0
Feb 19 09:55:42 ubuntu dstat.sh[59388]: 19-02 09:55:42|  1   1  98   0   0|1594M  742M  174M 5231M|4577B 1620B|   0    28k|   0  4.00 | 791   961 |2.12 1.54 0.87|  0   0 3.0|   0     0 |           | 11   48    0   23    0
Feb 19 09:55:43 ubuntu dstat.sh[59388]: 19-02 09:55:43|  0   1  98   0   0|1594M  742M  174M 5231M|4099B 1458B|   0  4097B|   0  1.00 | 757   997 |2.12 1.54 0.87|  0   0 2.0|   0     0 |           | 11   48    0   23    0
Feb 19 09:55:44 ubuntu dstat.sh[59388]: 19-02 09:55:44|  0   0  98   0   0|1595M  741M  174M 5231M|4496B 1618B|   0     0 |   0     0 | 733   973 |2.12 1.54 0.87|  0   0 2.0|   0     0 |           | 11   48    0   23    0
Feb 19 09:55:45 ubuntu dstat.sh[59388]: 19-02 09:55:45|  2   3  94   0   0|1587M  749M  174M 5231M|4248B 1567B|   0     0 |   0     0 |1436  1469 |2.12 1.54 0.87|  0   0  27|   0     0 |           | 11   48    0   23    0
Feb 19 09:55:46 ubuntu dstat.sh[59388]: 19-02 09:55:46| 17  17  65   0   0|1606M  730M  174M 5231M|4425B 1513B|   0   824k|   0  83.0 |5591  7985 |2.12 1.54 0.87|1.0   0 254|   0     0 |           | 11   48    0   23    0
Feb 19 09:55:47 ubuntu dstat.sh[59388]: 19-02 09:55:47| 12  16  71   0   0|1634M  701M  174M 5231M|4284B 1623B|   0   100k|   0  4.01 |4661  4161 |1.95 1.52 0.87|1.0   0 243|   0     0 |           | 11   49    0   17    0
Feb 19 09:55:48 ubuntu dstat.sh[59388]: 19-02 09:55:48| 14  21  63   0   0|1651M  685M  174M 5231M|4511B 1695B|   0  5101k|   0   402 |6247  6338 |1.95 1.52 0.87|2.0   0 272|   0     0 |           | 12   64    0   17    0
Feb 19 09:55:49 ubuntu dstat.sh[59388]: 19-02 09:55:49| 17  15  68   0   0|1645M  691M  174M 5231M|4625B 1622B|   0  4100B|   0  1.00 |5133  6174 |1.95 1.52 0.87|5.0   0 213|   0     0 |           | 12   64    0   17    0
Feb 19 09:55:50 ubuntu dstat.sh[59388]: 19-02 09:55:50|  4   9  85   0   0|1648M  687M  174M 5231M|4334B 1457B|   0   240k|   0  11.0 |2448  2162 |1.95 1.52 0.87|1.0   0 127|   0     0 |           | 13   64    0   17    0
Feb 19 09:55:51 ubuntu dstat.sh[59388]: 19-02 09:55:51| 18  17  62   0   0|1628M  707M  174M 5231M|4077B 1661B|   0  2526k|   0  52.0 |6063  7431 |1.95 1.52 0.87|1.0   0 186|   0     0 |           | 14   64    0   15    0
Feb 19 09:55:52 ubuntu dstat.sh[59388]: 19-02 09:55:52|  9  19  71   0   0|1628M  707M  174M 5231M|4720B 1459B|   0   897k|   0  7.01 |4998  3771 |1.87 1.51 0.87|2.0   0 305|   0     0 |           | 14   66    0   15    0
Feb 19 09:55:53 ubuntu dstat.sh[59388]: 19-02 09:55:53|  9  21  69   0   0|1596M  739M  174M 5231M|4802B 1747B|   0    36k|   0  9.00 |5588  4125 |1.87 1.51 0.87|1.0   0 344|   0     0 |           | 14   66    0   15    0
Feb 19 09:55:54 ubuntu dstat.sh[59388]: 19-02 09:55:54| 19  17  64   0   0|1599M  737M  174M 5231M|5041B 1620B|   0  8194B|   0  2.00 |6158  7559 |1.87 1.51 0.87|2.0   0 218|   0     0 |           | 14   66    0   15    0
Feb 19 09:55:55 ubuntu dstat.sh[59388]: 19-02 09:55:55| 30  25  45   0   0|1685M  650M  174M 5231M|4159B 1458B|   0   224k|   0  10.0 |6077  4622 |1.87 1.51 0.87|2.0   0 436|   0     0 |           | 14   66    0   15    0
Feb 19 09:55:56 ubuntu dstat.sh[59388]: 19-02 09:55:56| 28  26  44   0   0|1804M  529M  174M 5233M|5097B 1619B|  20k  188k|2.00  3.00 |7025  7529 |1.87 1.51 0.87|2.0   0 528|   0     0 |           | 14   68    0   16    0
Feb 19 09:55:57 ubuntu dstat.sh[59388]: 19-02 09:55:57| 29  25  45   0   0|1895M  438M  174M 5233M|5918B 1459B|   0   588k|   0  13.0 |6077  4643 |1.88 1.52 0.88|3.0   0 417|   0     0 |           | 14   70    0   17    0
Feb 19 09:55:58 ubuntu dstat.sh[59388]: 19-02 09:55:58| 36  21  41   0   0|1956M  377M  174M 5233M|4858B 1709B|   0    20k|   0  5.00 |6137  6818 |1.88 1.52 0.88|2.0   0 297|   0     0 |           | 14   70    0   17    0
Feb 19 09:55:59 ubuntu dstat.sh[59388]: 19-02 09:55:59| 42  22  35   0   0|2045M  288M  174M 5233M|5100B 1619B|   0  4094B|   0  1.00 |5497  4375 |1.88 1.52 0.88|4.0   0 305|   0     0 |           | 14   70    0   16    0
Feb 19 09:56:00 ubuntu dstat.sh[59388]: 19-02 09:56:00| 57  23  19   0   0|2165M  167M  174M 5235M|4575B 1457B|   0   923k|   0  9.99 |6051  6535 |1.88 1.52 0.88|4.0   0 350|   0     0 |           | 14   70    0   16    0
Feb 19 09:56:01 ubuntu dstat.sh[59388]: 19-02 09:56:01| 63  26  10   0   0|2197M  151M  172M 5221M|4970B 1659B| 403k 2938k|56.9  89.8 |5889  6927 |1.88 1.52 0.88|4.0   0 386|   0     0 |           | 14   70    0   16    0
Feb 19 09:56:02 ubuntu dstat.sh[59388]: 19-02 09:56:02| 68  25   5   2   0|2356M  128M  166M 5094M|4132B 1246B| 152k 4470k|16.0   430 |7054  9977 |2.05 1.56 0.89|5.0   0 343|   0     0 |           | 14   74    0   16    0
Feb 19 09:56:03 ubuntu dstat.sh[59388]: 19-02 09:56:03| 59  28   9   4   0|2426M  175M  166M 4980M|4117B 1296B|6262k   35M| 284  2843 |  16k   29k|2.05 1.56 0.89|8.0   0 379|   0     0 |           | 14   76    0   16    0
Feb 19 09:56:04 ubuntu dstat.sh[59388]: 19-02 09:56:04| 72  23   3   0   0|2549M  122M  166M 4912M|3603B  970B| 239k 6596k|13.0   436 |8717    15k|2.05 1.56 0.89|4.0   0 349|   0     0 |           | 14   80    0   17    0
Feb 19 09:56:05 ubuntu dstat.sh[59388]: 19-02 09:56:05| 60  25  14   0   0|2627M  180M  165M 4779M|2888B  486B| 989k 1305k|46.0  78.0 |8950    14k|2.05 1.56 0.89|3.0   0 325|   0     0 |           | 14   93    0   23    0
Feb 19 09:56:06 ubuntu dstat.sh[59388]: 19-02 09:56:06| 52  28  20   0   0|2754M  191M  165M 4644M|4568B 1623B|8207B 1463k|2.00  57.1 |8011    11k|2.05 1.56 0.89|2.0   0 468|   0     0 |           | 14   93    0   23    0
Feb 19 09:56:07 ubuntu dstat.sh[59388]: 19-02 09:56:07| 36  21  42   0   0|2814M  130M  165M 4645M|4448B 1617B|   0  6195k|   0   308 |5971  7207 |2.05 1.57 0.90|3.0   0 313|   0     0 |           | 14   95    0   23    0
Feb 19 09:56:08 ubuntu dstat.sh[59388]: 19-02 09:56:08| 47  18  33   1   0|2910M  163M  165M 4519M|4712B 1712B|1770k   12M|71.1   638 |6178  9450 |2.05 1.57 0.90|2.0   0 198|   0     0 |           | 14   94    0   22    0
Feb 19 09:56:09 ubuntu dstat.sh[59388]: 19-02 09:56:09| 37  10  51   1   0|2996M  144M  165M 4454M|4606B 1459B| 248k 4746k|26.0   255 |4399  4513 |2.05 1.57 0.90|1.0   0  60|   0     0 |           | 14   97    0   22    0
Feb 19 09:56:10 ubuntu dstat.sh[59388]: 19-02 09:56:10|  8  19  71   0   0|3000M  140M  165M 4454M|4826B 1620B|   0     0 |   0     0 |5030  3468 |2.05 1.57 0.90|1.0   0 261|   0     0 |           | 14   97    0   22    0
Feb 19 09:56:11 ubuntu dstat.sh[59388]: 19-02 09:56:11|  7  20  70   0   0|3004M  136M  165M 4454M|5895B 1457B|4094B  144k|1.00  14.0 |5276  3817 |2.05 1.57 0.90|1.0   0 283|   0     0 |           | 14   97    0   22    0
Feb 19 09:56:12 ubuntu dstat.sh[59388]: 19-02 09:56:12|  8  20  71   0   0|3011M  128M  165M 4454M|5905B 1715B|   0    36k|   0  4.00 |5058  3497 |1.96 1.56 0.90|1.0   0 265|   0     0 |           | 14   97    0   20    0
Feb 19 09:56:13 ubuntu dstat.sh[59388]: 19-02 09:56:13| 15  12  71   0   0|3045M  159M  165M 4391M|5894B 1457B| 560k 3034k|28.0  7.99 |3323  2395 |1.96 1.56 0.90|1.0   0 123|   0     0 |           | 14   97    0   20    0
Feb 19 09:56:14 ubuntu dstat.sh[59388]: 19-02 09:56:14| 18   3  78   0   0|3066M  138M  165M 4391M|  11k 8050B|  16k   92k|3.00  3.00 |2101  1777 |1.96 1.56 0.90|1.0   0 1.0|   0     0 |           | 14  103    0   20    0
Feb 19 09:56:15 ubuntu dstat.sh[59388]: 19-02 09:56:15| 19   8  72   0   0|3055M  150M  165M 4391M|  20k   17k|  20k 2234k|2.00  39.0 |3327  2946 |1.96 1.56 0.90|1.0   0  64|   0     0 |           | 14  103    0   21    0
Feb 19 09:56:16 ubuntu dstat.sh[59388]: 19-02 09:56:16| 20   3  75   0   0|3108M  162M  165M 4327M|5683B 3100B|8191B   52k|2.00  7.00 |1763  1245 |1.96 1.56 0.90|  0   0 1.0|   0     0 |           | 14  106    0   14    0
Feb 19 09:56:17 ubuntu dstat.sh[59388]: 19-02 09:56:17| 19   4  74   0   0|3107M  162M  165M 4327M|9312B 6024B|4099B  692k|1.00  55.0 |3848  4960 |1.89 1.55 0.90|1.0   0 2.0|   0     0 |           | 14  112    0   14    0
Feb 19 09:56:18 ubuntu dstat.sh[59388]: 19-02 09:56:18| 25   5  65   2   0|3104M  163M  165M 4329M|5217B 1619B|1491k 1947k|49.0   229 |6494  9588 |1.89 1.55 0.90|1.0   0 3.0|   0     0 |           | 14  115    0   14    0
Feb 19 09:56:19 ubuntu dstat.sh[59388]: 19-02 09:56:19| 22  10  66   1   0|3053M  214M  165M 4329M|5835B 2908B|  96k 1741k|5.00   153 |5927  7398 |1.89 1.55 0.90|1.0   0 116|   0     0 |           | 14  120    0   16    0
Feb 19 09:56:20 ubuntu dstat.sh[59388]: 19-02 09:56:20| 23   4  72   0   0|3104M  163M  165M 4329M|5037B 1619B|   0   476k|   0  38.0 |2175  1830 |1.89 1.55 0.90|1.0   0 1.0|   0     0 |           | 14  120    0   16    0
Feb 19 09:56:21 ubuntu dstat.sh[59388]: 19-02 09:56:21| 20   4  75   0   0|3107M  160M  165M 4330M|  11k 7981B|   0   549k|   0  31.0 |3509  5022 |1.89 1.55 0.90|2.0   0   0|   0     0 |           | 14  121    0   16    0
Feb 19 09:56:22 ubuntu dstat.sh[59388]: 19-02 09:56:22| 26   7  65   1   0|3127M  140M  165M 4330M|6952B 3617B|  72k 3609k|5.00   405 |5359    17k|1.82 1.54 0.90|2.0 1.0  40|   0     0 |           | 14  123    0   17    0
Feb 19 09:56:23 ubuntu dstat.sh[59388]: 19-02 09:56:23| 39  13  46   0   0|3150M  117M  165M 4330M|5326B 2770B|   0   720k|   0  64.0 |4187  3223 |1.82 1.54 0.90|2.0   0  96|   0     0 |           | 14  122    0   18    0
Feb 19 09:56:24 ubuntu dstat.sh[59388]: 19-02 09:56:24| 33   6  60   0   0|3201M  129M  165M 4268M|  11k 7939B| 176k  384k|1.00  26.0 |2640  1684 |1.82 1.54 0.90|1.0   0   0|   0     0 |           | 14  124    0   17    0
Feb 19 09:56:25 ubuntu dstat.sh[59388]: 19-02 09:56:25| 19   7  73   0   0|3196M  133M  165M 4269M|  20k   17k|   0   336k|   0  19.0 |2509  1901 |1.82 1.54 0.90|1.0   0  55|   0     0 |           | 14  122    0   18    0
Feb 19 09:56:26 ubuntu dstat.sh[59388]: 19-02 09:56:26| 18   4  77   0   0|3220M  172M  165M 4208M|9686B 7243B|   0   292k|   0  16.0 |1844  1377 |1.82 1.54 0.90|1.0   0   0|   0     0 |           | 14  123    0   18    0
Feb 19 09:56:27 ubuntu dstat.sh[59388]: 19-02 09:56:27| 18   7  73   0   0|3170M  222M  165M 4208M|  21k   18k|   0   272k|   0  15.0 |2553  1875 |1.75 1.53 0.90|2.0   0  51|   0     0 |           | 14  122    0   19    0
Feb 19 09:56:28 ubuntu dstat.sh[59388]: 19-02 09:56:28| 23   4  73   0   0|3214M  178M  165M 4208M|4936B 1755B|4098B  244k|1.00  17.0 |1802  1201 |1.75 1.53 0.90|1.0   0   0|   0     0 |           | 14  122    1   19    0
Feb 19 09:56:29 ubuntu dstat.sh[59388]: 19-02 09:56:29| 16   3  77   1   0|3216M  175M  165M 4208M|  11k 7827B| 140k 2620k|8.97   191 |3207  4207 |1.75 1.53 0.90|1.0   0 1.0|   0     0 |           | 14  123    0   19    0
Feb 19 09:56:30 ubuntu dstat.sh[59388]: 19-02 09:56:30| 18   8  72   0   0|3229M  163M  165M 4208M|5529B 2662B|   0   324k|   0  31.0 |3024  2531 |1.75 1.53 0.90|1.0   0  82|   0     0 |           | 14  122    0   20    0
Feb 19 09:56:31 ubuntu dstat.sh[59388]: 19-02 09:56:31| 18   3  78   0   0|3254M  138M  165M 4208M|  10k 7342B|   0   184k|   0  13.0 |1719  1241 |1.75 1.53 0.90|2.0   0   0|   0     0 |           | 14  123    0   20    0
Feb 19 09:56:32 ubuntu dstat.sh[59388]: 19-02 09:56:32| 19   6  73   0   0|3256M  136M  165M 4208M|  22k   18k|   0   156k|   0  9.99 |2536  1816 |1.69 1.52 0.90|1.0   0  55|   0     0 |           | 14  122    0   21    0
Feb 19 09:56:33 ubuntu dstat.sh[59388]: 19-02 09:56:33| 17   4  79   0   0|3272M  183M  165M 4147M|  11k 7889B|4100B  388k|1.00  14.0 |1788  1441 |1.69 1.52 0.90|  0   0   0|   0     0 |           | 14  123    0   21    0
Feb 19 09:56:34 ubuntu dstat.sh[59388]: 19-02 09:56:34| 25   6  65   2   0|3265M  190M  165M 4147M|6297B 1948B|  92k 8836k|8.02   834 |7155    11k|1.69 1.52 0.90|3.0   0 2.0|   0     0 |           | 14  124    0   22    0
Feb 19 09:56:35 ubuntu dstat.sh[59388]: 19-02 09:56:35| 19   7  71   0   0|3196M  258M  165M 4147M|6409B 2806B|   0  2979k|   0   185 |3922  4778 |1.69 1.52 0.90|1.0   0  54|   0     0 |           | 14  123    0   23    0
Feb 19 09:56:36 ubuntu dstat.sh[59388]: 19-02 09:56:36| 18   3  78   0   0|3220M  234M  165M 4147M|  11k 8645B|   0   371k|   0  19.9 |1966  1647 |1.69 1.52 0.90|  0   0   0|   0     0 |           | 14  124    0   23    0
Feb 19 09:56:37 ubuntu dstat.sh[59388]: 19-02 09:56:37| 20   5  73   1   0|3224M  230M  165M 4147M|6770B 2977B|  40k 1679k|3.01   135 |5394  8063 |1.63 1.51 0.91|1.0   0   0|   0     0 |           | 14  124    0   23    0
Feb 19 09:56:38 ubuntu dstat.sh[59388]: 19-02 09:56:38| 31   9  57   0   0|3201M  252M  165M 4148M|4173B 1512B|   0   815k|   0  82.9 |8673    13k|1.63 1.51 0.91|3.0   0  71|   0     0 |           | 14  127    0   24    0
Feb 19 09:56:39 ubuntu dstat.sh[59388]: 19-02 09:56:39| 20   4  76   0   0|3251M  203M  165M 4148M|6116B 3372B|   0   376k|   0  24.0 |1855  1462 |1.63 1.51 0.91|  0   0 1.0|   0     0 |           | 14  128    0   24    0
Feb 19 09:56:40 ubuntu dstat.sh[59388]: 19-02 09:56:40| 19   3  76   1   0|3248M  206M  165M 4148M|  13k 9252B|   0  1161k|   0   122 |3337  4192 |1.63 1.51 0.91|1.0   0 6.0|   0     0 |           | 14  127    0   25    0
Feb 19 09:56:41 ubuntu dstat.sh[59388]: 19-02 09:56:41| 17  12  70   0   0|3264M  190M  165M 4148M|4681B 1620B|   0   484k|   0  27.0 |3379  2678 |1.63 1.51 0.91|2.0   0 147|   0     0 |           | 14  127    0   25    0
Feb 19 09:56:42 ubuntu dstat.sh[59388]: 19-02 09:56:42| 17   4  78   0   0|3281M  173M  165M 4148M|  12k 9203B|   0   440k|   0  27.0 |2025  1695 |1.58 1.50 0.91|1.0   0   0|   0     0 |           | 14  128    0   25    0
Feb 19 09:56:43 ubuntu dstat.sh[59388]: 19-02 09:56:43| 21   3  74   0   0|3275M  179M  165M 4148M|8330B 4813B|   0   978k|   0  97.8 |5352  8065 |1.58 1.50 0.91|1.0   0   0|   0     0 |           | 14  128    0   25    0
Feb 19 09:56:44 ubuntu dstat.sh[59388]: 19-02 09:56:44| 27   7  64   1   0|3271M  182M  165M 4148M|4802B 1571B|  48k 1320k|3.01   133 |7012    10k|1.58 1.50 0.91|5.0   0 1.0|   0     0 |           | 14  128    0   25    0
Feb 19 09:56:45 ubuntu dstat.sh[59388]: 19-02 09:56:45| 36  15  45   1   0|3240M  213M  165M 4148M|6410B 3538B|  64k 8573k|5.00   530 |  14k   23k|1.58 1.50 0.91|1.0   0 288|   0     0 |           | 14  127    0   26    0
Feb 19 09:56:46 ubuntu dstat.sh[59388]: 19-02 09:56:46| 20   4  76   0   0|3289M  165M  165M 4148M|6421B 3753B|  12k  359k|2.99  19.0 |2000  1629 |1.58 1.50 0.91|  0   0   0|   0     0 |           | 14  128    0   26    0
Feb 19 09:56:47 ubuntu dstat.sh[59388]: 19-02 09:56:47| 17  10  72   0   0|3261M  193M  165M 4148M|9981B 6913B|   0   465k|   0  24.0 |3556  2856 |1.46 1.48 0.90|1.0   0 120|   0     0 |           | 14  127    0   27    0
Feb 19 09:56:48 ubuntu dstat.sh[59388]: 19-02 09:56:48|  9  20  69   0   0|3221M  232M  165M 4148M|4350B 1711B|   0   368k|   0  20.0 |5335  3840 |1.46 1.48 0.90|1.0   0 295|   0     0 |           | 14  127    0   27    0
Feb 19 09:56:49 ubuntu dstat.sh[59388]: 19-02 09:56:49| 12  21  65   0   0|3171M  282M  165M 4149M|4487B 1566B|   0  1052k|   0  63.0 |6364  6497 |1.46 1.48 0.90|1.0   0 289|   0     0 |           | 14  127    0   27    0
Feb 19 09:56:50 ubuntu dstat.sh[59388]: 19-02 09:56:50| 24  19  56   0   0|3206M  247M  165M 4148M|4164B 1509B|8176B  403k|2.00  34.9 |6246  6757 |1.46 1.48 0.90|3.0   0 242|   0     0 |           | 14  127    0   27    0
Feb 19 09:56:51 ubuntu dstat.sh[59388]: 19-02 09:56:51| 31  23  45   0   0|3265M  188M  165M 4149M|3730B 1189B|  24k  248k|4.00  15.0 |6022  4492 |1.46 1.48 0.90|2.0   0 373|   0     0 |           | 14  129    0   27    0
Feb 19 09:56:52 ubuntu dstat.sh[59388]: 19-02 09:56:52| 18  19  60   0   0|3276M  177M  165M 4149M|3880B 1422B|  24k  861k|1.00  81.1 |6243  6430 |1.42 1.47 0.90|1.0   0 284|   0     0 |           | 14  133    0   27    0
Feb 19 09:56:53 ubuntu dstat.sh[59388]: 19-02 09:56:53| 46  24  30   0   0|3394M  117M  165M 4092M|4200B 1620B|  48k  576k|3.00  38.0 |9646    17k|1.42 1.47 0.90|3.0   0 467|   0     0 |           | 16  139    0   27    0
Feb 19 09:56:54 ubuntu dstat.sh[59388]: 19-02 09:56:54| 54  26  20   0   0|3502M  129M  165M 3975M|4377B 1444B|  20k 7281k|3.00   713 |6716  6747 |1.42 1.47 0.90|4.0   0 496|   0     0 |           | 16  139    0   27    0
Feb 19 09:56:55 ubuntu dstat.sh[59388]: 19-02 09:56:55| 49  22  29   0   0|3594M  134M  165M 3880M|4382B 1226B|  32k 1034k|3.01  44.1 |8683    14k|1.42 1.47 0.90|2.0   0 331|   0     0 |           | 16  155    0   27    0
Feb 19 09:56:56 ubuntu dstat.sh[59388]: 19-02 09:56:56| 34  24  41   0   0|3646M  174M  165M 3788M|4864B 1404B|   0     0 |   0     0 |6469  4775 |1.42 1.47 0.90|4.0   0 440|   0     0 |           | 16  155    0   27    0
Feb 19 09:56:57 ubuntu dstat.sh[59388]: 19-02 09:56:57| 11  22  65   0   0|3650M  169M  165M 3789M|4978B 1131B|  12k  419k|2.99  25.9 |5686  4322 |1.39 1.46 0.90|2.0   0 324|   0     0 |           | 17  155    0   25    0
Feb 19 09:56:58 ubuntu dstat.sh[59388]: 19-02 09:56:58| 20  17  61   0   0|3674M  146M  165M 3789M|6158B 1623B|   0   425k|   0  30.1 |6299  8998 |1.39 1.46 0.90|4.0   0 221|   0     0 |           | 17  155    0   25    2
Feb 19 09:56:59 ubuntu dstat.sh[59388]: 19-02 09:56:59| 28  25  45   0   0|3725M  145M  165M 3740M|5005B 1620B|4095B  164k|1.00  15.0 |6277  5099 |1.39 1.46 0.90|3.0   0 454|   0     0 |           | 17  155    0   25    2
Feb 19 09:57:00 ubuntu dstat.sh[59388]: 19-02 09:57:00| 37  21  41   0   0|3787M  129M  165M 3695M|3910B  934B|8193B 2096k|2.00  26.0 |6877  7808 |1.39 1.46 0.90|2.0   0 323|   0     0 |           | 17  161    0   25    2
Feb 19 09:57:01 ubuntu dstat.sh[59388]: 19-02 09:57:01| 33  25  41   0   0|3868M  150M  165M 3594M|2630B  583B| 168k  500k|5.00  30.0 |7731    11k|1.39 1.46 0.90|3.0   0 496|   0     0 |           | 17  167    0   25    2
Feb 19 09:57:02 ubuntu dstat.sh[59388]: 19-02 09:57:02| 30  25  44   0   0|3932M  128M  165M 3554M|3273B  528B|  20k  380k|2.00  24.0 |7396  6961 |1.52 1.49 0.92|2.0   0 664|   0     0 |           | 17  175    0   25    2
Feb 19 09:57:03 ubuntu dstat.sh[59388]: 19-02 09:57:03| 15  23  59   0   0|3955M  139M  165M 3521M|3833B 1134B|  12k  720k|3.00  50.0 |7362  9193 |1.52 1.49 0.92|3.0   0 346|   0     0 |           | 17  179    0   25    2
Feb 19 09:57:04 ubuntu dstat.sh[59388]: 19-02 09:57:04| 19  16  63   0   0|3970M  124M  165M 3521M|4961B 1561B|   0   578k|   0  30.9 |5541  7211 |1.52 1.49 0.92|5.0   0 201|   0     0 |           | 17  179    0   25    2
Feb 19 09:57:05 ubuntu dstat.sh[59388]: 19-02 09:57:05| 42  12  44   0   0|4086M  129M  165M 3402M|4356B 1514B|  12k  488k|3.00  50.0 |4465  3681 |1.52 1.49 0.92|2.0   0 119|   0     0 |           | 17  195    0   16    2
Feb 19 09:57:06 ubuntu dstat.sh[59388]: 19-02 09:57:06| 43  10  46   0   0|4204M  136M  165M 3280M|4342B 1549B| 344k  288k|20.0  26.0 |3421  2205 |1.52 1.49 0.92|2.0   0 4.0|   0     0 |           | 17  195    0   16    2
Feb 19 09:57:07 ubuntu dstat.sh[59388]: 19-02 09:57:07| 31  15  52   0   0|4129M  246M  165M 3245M|4294B 1458B|  16k  364k|1.00  20.0 |4537  3789 |1.55 1.50 0.92|3.0   0 203|   0     0 |           | 17  198    0   16    2
Feb 19 09:57:08 ubuntu dstat.sh[59388]: 19-02 09:57:08| 34  24  41   0   0|4190M  183M  165M 3247M|6175B 3482B| 461k  605k|10.0  45.1 |8274  9479 |1.55 1.50 0.92|1.0   0 393|   0     0 |           | 17  204    0   16    2
Feb 19 09:57:09 ubuntu dstat.sh[59388]: 19-02 09:57:09| 36  27  36   0   0|4165M  206M  165M 3249M|  12k 8123B|1148k  344k|21.0  21.0 |7439  8505 |1.55 1.50 0.92|2.0   0 463|   0     0 |           | 17  207    0   17    2
Feb 19 09:57:10 ubuntu dstat.sh[59388]: 19-02 09:57:10| 58  21  20   0   0|4303M  127M  165M 3191M|3288B  592B| 215k 1048k|6.97  22.9 |5911  7175 |1.55 1.50 0.92|5.0   0 223|   0     0 |           | 17  210    0   17    2
Feb 19 09:57:11 ubuntu dstat.sh[59388]: 19-02 09:57:11| 62  15  24   0   0|4392M  142M  165M 3090M|  16k   11k|1819k 1607k|37.1   155 |4985  4516 |1.55 1.50 0.92|4.0   0  24|   0     0 |           | 17  221    0   17    2
Feb 19 09:57:12 ubuntu dstat.sh[59388]: 19-02 09:57:12| 67  15  14   4   0|4444M  131M  165M 3050M|7022B 2457B|5950k 1795k| 343  95.2 |6327  7831 |1.67 1.52 0.93|3.0   0  49|   0     0 |           | 17  219    0   22    2
Feb 19 09:57:13 ubuntu dstat.sh[59388]: 19-02 09:57:13| 33  26  40   0   0|4448M  155M  165M 3022M|  10k 7107B|  60k 1174k|5.99  39.9 |6965  7116 |1.67 1.52 0.93|4.0   0 398|   0     0 |           | 17  224    0   22    0
Feb 19 09:57:14 ubuntu dstat.sh[59388]: 19-02 09:57:14| 32  24  41   0   0|4406M  195M  165M 3024M|9599B 6525B|  84k 8782k|4.00  74.1 |7707    10k|1.67 1.52 0.93|3.0   0 341|   0     0 |           | 17  223    0   23    0
Feb 19 09:57:15 ubuntu dstat.sh[59388]: 19-02 09:57:15| 49  25  26   0   0|4494M  146M  165M 2987M|6041B 3811B|4096B 2104k|1.00  29.0 |5960  5612 |1.67 1.52 0.93|3.0   0 368|   0     0 |           | 17  224    0   23    0
Feb 19 09:57:16 ubuntu dstat.sh[59388]: 19-02 09:57:16| 50  27  22   0   0|4495M  216M  166M 2918M|  13k   10k|1776k 1573k|75.7  89.6 |7609  9270 |1.67 1.52 0.93|3.0   0 393|   0     0 |           | 17  229    0   24    0
Feb 19 09:57:17 ubuntu dstat.sh[59388]: 19-02 09:57:17| 54  23  22   0   0|4576M  132M  166M 2920M|3109B  612B| 185k  530k|12.0  28.1 |7739    10k|2.34 1.66 0.98|4.0   0 264|   0     0 |           | 17  231    0   25    0
Feb 19 09:57:18 ubuntu dstat.sh[59388]: 19-02 09:57:18| 47  29  24   0   0|4641M  145M  166M 2845M|  15k   12k|  92k  970k|7.01  69.1 |7463  8144 |2.34 1.66 0.98|5.0   0 447|   0     0 |           | 17  233    0   26    0
Feb 19 09:57:19 ubuntu dstat.sh[59388]: 19-02 09:57:19| 56  20  22   0   0|4656M  166M  166M 2810M|4331B 1239B| 519k  898k|32.9  53.9 |8323    14k|2.34 1.66 0.98|2.0   0 229|   0     0 |           | 17  241    0   27    0
Feb 19 09:57:20 ubuntu dstat.sh[59388]: 19-02 09:57:20| 61  21  17   0   0|4756M  123M  166M 2754M|  11k 9095B| 266k   18M|7.95  1074 |  11k   13k|2.34 1.66 0.98|6.0   0 179|   0     0 |           | 17  242    0   27    0
Feb 19 09:57:21 ubuntu dstat.sh[59388]: 19-02 09:57:21| 56  11  31   1   0|4780M  145M  166M 2708M|  15k   11k|1027k  834k|60.4  57.4 |7143  9510 |2.34 1.66 0.98|4.0   0  12|   0     0 |           | 17  246    0   27    1
