Feb 19 18:05:27 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 18:05:28 ubuntu dstat.sh[59214]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 18:05:28 ubuntu dstat.sh[59214]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 18:08:54 ubuntu dstat.sh[59214]: 19-02 18:08:54| 30  11  56   0   0|1414M  926M  174M 5227M|5228B 1620B|   0  6842k|   0   512 |5394  5475 |2.31 1.59 0.85|3.0   0 196|   0     0 |           | 11   32    0   22    0
Feb 19 18:08:55 ubuntu dstat.sh[59214]: 19-02 18:08:55| 21   5  72   1   0|1441M  899M  174M 5227M|4971B 1617B|   0  5326k|   0   289 |2941  2983 |2.31 1.59 0.85|2.0   0  72|   0     0 |           | 11   32    0   22    0
Feb 19 18:08:56 ubuntu dstat.sh[59214]: 19-02 18:08:56| 23   4  73   0   0|1495M  846M  174M 5227M|4441B 1620B|   0   724k|   0  47.0 |1978  1469 |2.31 1.59 0.85|1.0   0 3.0|   0     0 |           | 11   34    0   22    0
Feb 19 18:08:57 ubuntu dstat.sh[59214]: 19-02 18:08:57| 23   4  71   1   0|1455M  885M  174M 5227M|5358B 1620B|   0  5877k|   0   349 |3163  3393 |2.31 1.59 0.85|2.0   0  27|   0     0 |           | 11   32    0   22    0
Feb 19 18:08:58 ubuntu dstat.sh[59214]: 19-02 18:08:58| 22   4  73   0   0|1510M  830M  174M 5227M|4797B 1512B|   0  6226k|   0   331 |2355  2486 |2.31 1.59 0.85|1.0   0 1.0|   0     0 |           | 11   32    0   22    0
Feb 19 18:08:59 ubuntu dstat.sh[59214]: 19-02 18:08:59| 24   2  73   0   0|1538M  802M  174M 5227M|4918B 1512B|   0  1292k|   0   107 |2040  1711 |2.29 1.60 0.86|1.0   0 2.0|   0     0 |           | 11   34    0   22    0
Feb 19 18:09:00 ubuntu dstat.sh[59214]: 19-02 18:09:00| 16  28  54   0   0|1465M  875M  174M 5227M|3782B 1029B|   0  3987k|   0   211 |7052  7092 |2.29 1.60 0.86|5.0   0 886|   0     0 |           | 11   32    0   22    0
Feb 19 18:09:01 ubuntu dstat.sh[59214]: 19-02 18:09:01|  9  26  63   0   0|1457M  884M  174M 5227M|4572B 1566B|   0   332k|   0  24.0 |6918  5732 |2.29 1.60 0.86|1.0   0 764|   0     0 |           | 11   32    0   22    0
Feb 19 18:09:02 ubuntu dstat.sh[59214]: 19-02 18:09:02|  8  20  70   0   0|1438M  902M  174M 5227M|4866B 1509B|   0  8176B|   0  2.00 |5391  3910 |2.29 1.60 0.86|1.0   0 349|   0     0 |           | 11   32    0   22    0
Feb 19 18:09:03 ubuntu dstat.sh[59214]: 19-02 18:09:03| 10  20  68   0   0|1403M  937M  174M 5227M|5311B 1714B|   0    28k|   0  7.00 |5252  3580 |2.29 1.60 0.86|1.0   0 286|   0     0 |           | 11   32    0   22    0
Feb 19 18:09:04 ubuntu dstat.sh[59214]: 19-02 18:09:04| 10  22  66   0   0|1394M  946M  174M 5227M|5080B 1457B|   0  1415k|   0   147 |6372  5999 |2.18 1.59 0.86|1.0   0 307|   0     0 |           | 11   32    0   22    0
Feb 19 18:09:05 ubuntu dstat.sh[59214]: 19-02 18:09:05| 31  16  52   0   0|1398M  941M  174M 5227M|5622B 1625B|   0     0 |   0     0 |5137  5518 |2.18 1.59 0.86|6.0   0 195|   0     0 |           | 11   33    0   22    0
Feb 19 18:09:06 ubuntu dstat.sh[59214]: 19-02 18:09:06| 42   9  49   0   0|1496M  844M  174M 5228M|4618B 1452B|   0   299k|   0  5.97 |2727  1413 |2.18 1.59 0.86|4.0   0 1.0|   0     0 |           | 11   33    0   22    0
Feb 19 18:09:07 ubuntu dstat.sh[59214]: 19-02 18:09:07| 47   5  48   0   0|1555M  785M  174M 5228M|4184B 1243B| 104k  288k|1.00  16.0 |3551  2728 |2.18 1.59 0.86|3.0   0  17|   0     0 |           | 11   49    0   22    0
Feb 19 18:09:08 ubuntu dstat.sh[59214]: 19-02 18:09:08| 43   8  46   0   0|1584M  751M  174M 5232M|3610B  972B|   0  1423k|   0   131 |5900  8070 |2.18 1.59 0.86|3.0   0  28|   0     0 |           | 11   48    0   23    0
Feb 19 18:09:09 ubuntu dstat.sh[59214]: 19-02 18:09:09|  8  21  69   0   0|1582M  753M  174M 5232M|4788B 1517B|   0  1742k|   0   101 |5169  3764 |2.17 1.60 0.86|2.0   0 274|   0     0 |           | 11   48    0   23    0
Feb 19 18:09:10 ubuntu dstat.sh[59214]: 19-02 18:09:10| 17  16  64   0   0|1587M  748M  174M 5232M|5013B 1562B|   0   411k|   0  25.9 |5833  7693 |2.17 1.60 0.86|  0   0 198|   0     0 |           | 11   48    0   23    0
Feb 19 18:09:11 ubuntu dstat.sh[59214]: 19-02 18:09:11|  1   1  98   0   0|1587M  748M  174M 5232M|5206B 1566B|   0     0 |   0     0 | 703   927 |2.17 1.60 0.86|  0   0 3.0|   0     0 |           | 11   48    0   23    0
Feb 19 18:09:12 ubuntu dstat.sh[59214]: 19-02 18:09:12|  1   0  98   0   0|1587M  748M  174M 5232M|5891B 1618B|   0     0 |   0     0 | 679   921 |2.17 1.60 0.86|  0   0 1.0|   0     0 |           | 11   48    0   23    0
Feb 19 18:09:13 ubuntu dstat.sh[59214]: 19-02 18:09:13|  2   1  97   0   0|1575M  760M  174M 5232M|6056B 1027B| 316k    0 |3.00     0 |1026  1205 |2.17 1.60 0.86|  0   0 6.0|   0     0 |           | 11   48    0   23    0
Feb 19 18:09:14 ubuntu dstat.sh[59214]: 19-02 18:09:14|  0   0  98   0   0|1573M  762M  174M 5232M|5816B 1511B|   0     0 |   0     0 | 718   950 |2.00 1.57 0.86|1.0   0 1.0|   0     0 |           | 11   48    0   23    0
Feb 19 18:09:15 ubuntu dstat.sh[59214]: 19-02 18:09:15| 14  14  71   0   0|1558M  777M  174M 5232M|4224B 1135B|   0   128k|   0  3.00 |4823  5269 |2.00 1.57 0.86|2.0   0 212|   0     0 |           | 11   48    0   23    0
Feb 19 18:09:16 ubuntu dstat.sh[59214]: 19-02 18:09:16| 13  16  70   0   0|1573M  762M  174M 5232M|4737B 1352B|   0  4102B|   0  1.00 |4850  5201 |2.00 1.57 0.86|2.0   0 225|   0     0 |           | 11   48    0   17    0
Feb 19 18:09:17 ubuntu dstat.sh[59214]: 19-02 18:09:17| 12  23  63   0   0|1620M  714M  174M 5232M|4337B 1265B|   0   316k|   0  29.0 |5480  4702 |2.00 1.57 0.86|1.0   0 302|   0     0 |           | 12   64    0   17    0
Feb 19 18:09:18 ubuntu dstat.sh[59214]: 19-02 18:09:18| 18  15  65   0   0|1589M  745M  174M 5232M|4075B 1077B|   0     0 |   0     0 |5217  7041 |2.00 1.57 0.86|  0   0 181|   0     0 |           | 12   64    0   17    0
Feb 19 18:09:19 ubuntu dstat.sh[59214]: 19-02 18:09:19|  6   7  85   0   0|1583M  751M  174M 5232M|4589B 1621B|   0   360k|   0  19.0 |2758  2900 |1.92 1.56 0.86|2.0   0 152|   0     0 |           | 12   64    0   17    0
Feb 19 18:09:20 ubuntu dstat.sh[59214]: 19-02 18:09:20| 17  18  63   0   0|1585M  749M  174M 5233M|4810B 1565B|   0  7761k|   0   410 |6815  7911 |1.92 1.56 0.86|1.0   0 247|   0     0 |           | 14   64    0   15    0
Feb 19 18:09:21 ubuntu dstat.sh[59214]: 19-02 18:09:21| 10  17  71   0   0|1586M  748M  174M 5232M|4111B 1512B|   0   484k|   0  5.00 |4712  3606 |1.92 1.56 0.86|1.0   0 257|   0     0 |           | 14   66    0   15    0
Feb 19 18:09:22 ubuntu dstat.sh[59214]: 19-02 18:09:22|  8  21  69   0   0|1595M  740M  174M 5232M|4263B 1608B|   0    28k|   0  7.00 |5254  3599 |1.92 1.56 0.86|2.0   0 291|   0     0 |           | 14   66    0   15    0
Feb 19 18:09:23 ubuntu dstat.sh[59214]: 19-02 18:09:23| 12  20  66   0   0|1577M  758M  174M 5233M|3584B  906B|   0    20k|   0  5.00 |5821  5548 |1.92 1.56 0.86|2.0   0 252|   0     0 |           | 14   66    0   15    0
Feb 19 18:09:24 ubuntu dstat.sh[59214]: 19-02 18:09:24| 25  21  54   0   0|1617M  717M  174M 5232M|3658B 1191B|   0    56k|   0  4.01 |5808  6511 |2.16 1.62 0.88|3.0   0 285|   0     0 |           | 14   66    0   15    0
Feb 19 18:09:25 ubuntu dstat.sh[59214]: 19-02 18:09:25| 28  25  45   0   0|1701M  633M  174M 5232M|4306B 1566B|   0   648k|   0  9.00 |6091  4419 |2.16 1.62 0.88|6.0   0 426|   0     0 |           | 14   66    0   15    0
Feb 19 18:09:26 ubuntu dstat.sh[59214]: 19-02 18:09:26| 27  28  43   0   0|1821M  512M  174M 5234M|4226B 1510B|  20k   32k|2.00  4.99 |6739  8117 |2.16 1.62 0.88|2.0   0 512|   0     0 |           | 14   70    0   17    0
Feb 19 18:09:27 ubuntu dstat.sh[59214]: 19-02 18:09:27| 29  26  44   0   0|1911M  422M  174M 5234M|4861B 1655B|   0    48k|   0  12.0 |6063  4769 |2.16 1.62 0.88|3.0   0 411|   0     0 |           | 14   70    0   17    0
Feb 19 18:09:28 ubuntu dstat.sh[59214]: 19-02 18:09:28| 38  17  45   0   0|1938M  395M  174M 5234M|4355B 1513B|   0     0 |   0     0 |5337  7590 |2.16 1.62 0.88|3.0   0 193|   0     0 |           | 14   70    0   16    0
Feb 19 18:09:29 ubuntu dstat.sh[59214]: 19-02 18:09:29| 51  28  21   0   0|2066M  267M  174M 5235M|4722B 1614B|   0  1351k|   0  14.9 |6008  4984 |2.23 1.64 0.89|3.0   0 393|   0     0 |           | 14   70    0   16    0
Feb 19 18:09:30 ubuntu dstat.sh[59214]: 19-02 18:09:30| 60  21  19   0   0|2139M  193M  174M 5236M|4162B 1459B|   0   981k|   0  50.1 |5854  7940 |2.23 1.64 0.89|6.0   0 262|   0     0 |           | 14   70    0   16    0
Feb 19 18:09:31 ubuntu dstat.sh[59214]: 19-02 18:09:31| 68  28   3   1   0|2222M  183M  163M 5174M|4123B 1081B| 396k 1401k|59.0  86.1 |5668  5800 |2.23 1.64 0.89|8.0   0 529|   0     0 |           | 14   74    0   16    0
Feb 19 18:09:32 ubuntu dstat.sh[59214]: 19-02 18:09:32| 62  26   9   3   0|2348M  185M  162M 5051M|3139B  527B| 312k   22M|22.0  1594 |  12k   22k|2.23 1.64 0.89|5.0 1.0 224|   0     0 |           | 14   74    0   15    0
Feb 19 18:09:33 ubuntu dstat.sh[59214]: 19-02 18:09:33| 65  28   5   2   0|2442M  157M  162M 4985M|3997B 1071B|1131k   22M|83.2  1915 |  14k   25k|2.23 1.64 0.89|9.0   0 456|   0     0 |           | 14   76    0   15    0
Feb 19 18:09:34 ubuntu dstat.sh[59214]: 19-02 18:09:34| 73  23   4   0   0|2546M  192M  162M 4850M|5523B 1568B|  88k 1734k|10.0  89.1 |8838    14k|2.53 1.71 0.92|5.0   0 267|   0     0 |           | 14   87    0   23    0
Feb 19 18:09:35 ubuntu dstat.sh[59214]: 19-02 18:09:35| 50  27  22   0   0|2693M  184M  162M 4714M|3340B  162B| 492k   11M|25.0   571 |7451  7272 |2.53 1.71 0.92|4.0   0 413|   0     0 |           | 14   93    0   25    0
Feb 19 18:09:36 ubuntu dstat.sh[59214]: 19-02 18:09:36| 39  26  34   0   0|2749M  130M  162M 4713M|5187B 1460B|  40k 1033k|6.01  51.1 |7415  8746 |2.53 1.71 0.92|4.0   0 414|   0     0 |           | 14   93    0   24    0
Feb 19 18:09:37 ubuntu dstat.sh[59214]: 19-02 18:09:37| 41  18  40   0   0|2809M  138M  162M 4646M|5151B 1562B|   0   583k|   0  31.9 |7245    12k|2.53 1.71 0.92|2.0   0 250|   0     0 |           | 14   93    0   25    0
Feb 19 18:09:38 ubuntu dstat.sh[59214]: 19-02 18:09:38| 48  17  34   0   0|2916M  161M  162M 4518M|4888B 1601B|  64k  632k|6.00  28.0 |5031    15k|2.53 1.71 0.92|2.0   0 163|   0     0 |           | 14   94    0   26    0
Feb 19 18:09:39 ubuntu dstat.sh[59214]: 19-02 18:09:39| 26  13  59   1   0|2957M  119M  162M 4519M|4561B 1620B|8193B 2720k|2.00   153 |4932  4369 |2.41 1.70 0.92|1.0   0 163|   0     0 |           | 14   97    0   26    0
Feb 19 18:09:40 ubuntu dstat.sh[59214]: 19-02 18:09:40|  8  19  70   1   0|2961M  182M  162M 4454M|4458B 1458B|8192B 3128k|2.00   342 |5567  4058 |2.41 1.70 0.92|2.0   0 306|   0     0 |           | 14   97    0   23    0
Feb 19 18:09:41 ubuntu dstat.sh[59214]: 19-02 18:09:41|  9  19  70   0   0|2960M  183M  162M 4454M|4258B 1135B|   0   112k|   0  10.0 |5048  3508 |2.41 1.70 0.92|1.0   0 267|   0     0 |           | 14   97    0   23    0
Feb 19 18:09:42 ubuntu dstat.sh[59214]: 19-02 18:09:42|  8  19  70   0   0|2981M  162M  162M 4454M|4397B 1403B|   0     0 |   0     0 |4773  3294 |2.41 1.70 0.92|2.0   0 255|   0     0 |           | 14   97    0   23    0
Feb 19 18:09:43 ubuntu dstat.sh[59214]: 19-02 18:09:43| 21   5  74   0   0|3036M  172M  162M 4390M|4662B 1942B|  28k  368k|2.00  1.00 |1794  1249 |2.41 1.70 0.92|3.0   0   0|   0     0 |           | 14   98    0   23    0
Feb 19 18:09:44 ubuntu dstat.sh[59214]: 19-02 18:09:44| 19   3  76   0   0|3037M  171M  162M 4391M|9430B 6589B|8185B  168k|2.00  15.0 |2841  2957 |2.30 1.69 0.92|4.0   0 2.0|   0     0 |           | 14  104    0   21    0
Feb 19 18:09:45 ubuntu dstat.sh[59214]: 19-02 18:09:45| 19   7  73   0   0|3027M  181M  162M 4391M|  20k   17k|4094B  304k|1.00  28.0 |2623  2003 |2.30 1.69 0.92|1.0   0  64|   0     0 |           | 14  105    0   22    0
Feb 19 18:09:46 ubuntu dstat.sh[59214]: 19-02 18:09:46| 20   3  77   0   0|3056M  152M  162M 4391M|9732B 7114B|   0   200k|   0  24.0 |2390  2295 |2.30 1.69 0.92|2.0   0 3.0|   0     0 |           | 14  110    0   22    0
Feb 19 18:09:47 ubuntu dstat.sh[59214]: 19-02 18:09:47| 22   5  72   0   0|3055M  152M  162M 4391M|5597B 2442B|4096B  392k|1.00  26.0 |3948  5893 |2.30 1.69 0.92|2.0   0 1.0|   0     0 |           | 14  114    0   22    0
Feb 19 18:09:48 ubuntu dstat.sh[59214]: 19-02 18:09:48| 26   6  65   1   0|3060M  146M  162M 4392M|5612B 2425B| 305k 1851k|18.0   258 |6569  9894 |2.30 1.69 0.92|4.0   0 3.0|   0     0 |           | 14  116    0   17    1
Feb 19 18:09:49 ubuntu dstat.sh[59214]: 19-02 18:09:49| 19  10  68   1   0|3070M  137M  162M 4392M|4972B 1413B|   0  3697k|   0   239 |3866  3846 |2.19 1.68 0.92|3.0   0 115|   0     0 |           | 14  120    0   18    0
Feb 19 18:09:50 ubuntu dstat.sh[59214]: 19-02 18:09:50| 19   3  77   0   0|3094M  178M  162M 4328M|  11k 7943B|   0   300k|   0  21.0 |2119  1921 |2.19 1.68 0.92|1.0   0   0|   0     0 |           | 14  121    0   18    0
Feb 19 18:09:51 ubuntu dstat.sh[59214]: 19-02 18:09:51| 21   4  73   0   0|3090M  182M  162M 4329M|7044B 3742B|8187B  600k|2.00  60.0 |4323  6477 |2.19 1.68 0.92|1.0   0   0|   0     0 |           | 14  121    0   18    0
Feb 19 18:09:52 ubuntu dstat.sh[59214]: 19-02 18:09:52| 32  10  57   1   0|3083M  188M  162M 4329M|5810B 2821B|4107B 1007k|1.00   101 |5173  5799 |2.19 1.68 0.92|3.0   0  94|   0     0 |           | 14  120    0   19    0
Feb 19 18:09:53 ubuntu dstat.sh[59214]: 19-02 18:09:53| 41   9  49   0   0|3167M  167M  162M 4268M|4941B 2368B| 176k  567k|1.00  30.9 |3020  1626 |2.19 1.68 0.92|2.0   0 5.0|   0     0 |           | 14  121    0   19    0
Feb 19 18:09:54 ubuntu dstat.sh[59214]: 19-02 18:09:54| 20   6  72   0   0|3110M  224M  162M 4268M|  26k   23k|   0   364k|   0  19.0 |2799  2093 |2.10 1.67 0.92|1.0   0  55|   0     0 |           | 14  120    0   20    0
Feb 19 18:09:55 ubuntu dstat.sh[59214]: 19-02 18:09:55| 21   5  73   0   0|3162M  172M  162M 4268M|4144B 1822B|8195B 1573k|2.00  90.0 |1975  1693 |2.10 1.67 0.92|  0   0   0|   0     0 |           | 14  121    0   20    0
Feb 19 18:09:56 ubuntu dstat.sh[59214]: 19-02 18:09:56| 17   6  76   0   0|3149M  185M  162M 4268M|  26k   23k|   0  7689k|   0   503 |2823  2016 |2.10 1.67 0.92|2.0   0  52|   0     0 |           | 14  120    0   21    0
Feb 19 18:09:57 ubuntu dstat.sh[59214]: 19-02 18:09:57| 20   5  74   0   0|3201M  134M  162M 4268M|5583B 1963B|   0    84k|   0  4.00 |1807  1231 |2.10 1.67 0.92|  0   0   0|   0     0 |           | 14  121    0   21    0
Feb 19 18:09:58 ubuntu dstat.sh[59214]: 19-02 18:09:58| 17   4  78   0   0|3206M  128M  162M 4268M|  12k 8185B|4091B  651k|1.00  94.9 |2902  3527 |2.10 1.67 0.92|1.0   0   0|   0     0 |           | 14  120    0   22    0
Feb 19 18:09:59 ubuntu dstat.sh[59214]: 19-02 18:09:59| 18   9  71   1   0|3165M  169M  162M 4268M|5166B 1405B|   0  1597k|   0   100 |3026  2498 |2.01 1.65 0.92|4.0   0  82|   0     0 |           | 14  120    0   22    0
Feb 19 18:10:00 ubuntu dstat.sh[59214]: 19-02 18:10:00| 18   3  78   0   0|3194M  140M  162M 4268M|  11k 7628B|4095B 1648k|1.00  8.00 |1833  1406 |2.01 1.65 0.92|1.0   0   0|   0     0 |           | 14  121    0   22    1
Feb 19 18:10:01 ubuntu dstat.sh[59214]: 19-02 18:10:01| 19   8  73   0   0|3225M  171M  162M 4207M|  21k   17k|   0     0 |   0     0 |2622  1784 |2.01 1.65 0.92|1.0   0  55|   0     0 |           | 14  120    0   23    0
Feb 19 18:10:02 ubuntu dstat.sh[59214]: 19-02 18:10:02| 18   2  79   0   0|3253M  143M  162M 4207M|9795B 7577B|   0     0 |   0     0 |1609  1207 |2.01 1.65 0.92|1.0   0   0|   0     0 |           | 14  121    0   23    0
Feb 19 18:10:03 ubuntu dstat.sh[59214]: 19-02 18:10:03| 23   5  69   1   0|3246M  149M  162M 4207M|5055B 1928B|8185B 1882k|2.00   268 |5815  8921 |2.01 1.65 0.92|1.0   0 2.0|   0     0 |           | 14  124    0   23    0
Feb 19 18:10:04 ubuntu dstat.sh[59214]: 19-02 18:10:04| 23   7  69   0   0|3233M  163M  162M 4207M|5845B 2870B|4111B 1694k|1.00   142 |3984  4532 |1.93 1.64 0.92|1.0   0  55|   0     0 |           | 14  123    0   25    0
Feb 19 18:10:05 ubuntu dstat.sh[59214]: 19-02 18:10:05| 19   2  77   0   0|3256M  139M  162M 4207M|  10k 7205B|   0   830k|   0  53.9 |2030  1751 |1.93 1.64 0.92|1.0   0   0|   0     0 |           | 14  124    0   25    0
Feb 19 18:10:06 ubuntu dstat.sh[59214]: 19-02 18:10:06| 19   5  74   1   0|3248M  147M  162M 4208M|9398B 5942B|   0  1488k|   0   132 |5426  7872 |1.93 1.64 0.92|2.0   0 1.0|   0     0 |           | 14  124    0   25    0
Feb 19 18:10:07 ubuntu dstat.sh[59214]: 19-02 18:10:07| 29   7  61   1   0|3163M  233M  162M 4208M|5398B 2258B|   0  2004k|   0   177 |8917    14k|1.93 1.64 0.92|2.0   0  18|   0     0 |           | 14  125    0   26    0
Feb 19 18:10:08 ubuntu dstat.sh[59214]: 19-02 18:10:08| 20   6  72   1   0|3225M  170M  162M 4208M|4129B 1133B|   0  4535k|   0   273 |2749  2892 |1.93 1.64 0.92|1.0   0  52|   0     0 |           | 14  125    0   26    0
Feb 19 18:10:09 ubuntu dstat.sh[59214]: 19-02 18:10:09| 16   3  79   1   0|3223M  173M  162M 4208M|  12k 9579B|  48k  757k|6.01  80.1 |3010  3588 |1.85 1.63 0.92|1.0 1.0 2.0|   0     0 |           | 14  126    0   25    0
Feb 19 18:10:10 ubuntu dstat.sh[59214]: 19-02 18:10:10| 16  12  69   0   0|3216M  179M  162M 4208M|5811B 2804B|  32k 3527k|1.99   205 |3958  3699 |1.85 1.63 0.92|3.0   0 146|   0     0 |           | 14  125    0   26    0
Feb 19 18:10:11 ubuntu dstat.sh[59214]: 19-02 18:10:11| 19   3  78   0   0|3249M  147M  162M 4208M|  10k 7207B|   0   491k|   0  49.3 |1772  1410 |1.85 1.63 0.92|2.0   0   0|   0     0 |           | 14  126    0   26    0
Feb 19 18:10:12 ubuntu dstat.sh[59214]: 19-02 18:10:12| 18   3  78   0   0|3241M  154M  162M 4208M|  12k 7460B|   0   232k|   0  27.0 |2988  3393 |1.85 1.63 0.92|5.0   0   0|   0     0 |           | 14  126    0   26    0
Feb 19 18:10:13 ubuntu dstat.sh[59214]: 19-02 18:10:13| 24   6  67   1   0|3236M  160M  162M 4208M|5247B 1460B|   0   922k|   0   114 |7950    13k|1.85 1.63 0.92|2.0   0   0|   0     0 |           | 14  126    0   26    0
Feb 19 18:10:14 ubuntu dstat.sh[59214]: 19-02 18:10:14| 31   9  58   1   0|3195M  201M  162M 4208M|6956B 3211B|  32k 1028k|2.00  94.0 |  11k   18k|2.10 1.69 0.95|5.0   0  47|   0     0 |           | 14  125    0   27    0
Feb 19 18:10:15 ubuntu dstat.sh[59214]: 19-02 18:10:15| 24  15  59   0   0|3207M  188M  162M 4208M|4667B 2030B|  12k 1170k|2.99  97.8 |6078  7510 |2.10 1.69 0.95|2.0   0 242|   0     0 |           | 14  125    0   27    0
Feb 19 18:10:16 ubuntu dstat.sh[59214]: 19-02 18:10:16| 19   3  78   0   0|3225M  170M  162M 4208M|9657B 8052B|   0  2978k|   0   324 |2044  1466 |2.10 1.69 0.95|  0   0 1.0|   0     0 |           | 14  126    0   27    0
Feb 19 18:10:17 ubuntu dstat.sh[59214]: 19-02 18:10:17| 13  14  71   0   0|3198M  197M  162M 4208M|6097B 2621B|   0   420k|   0  22.0 |4424  3379 |2.10 1.69 0.95|1.0   0 212|   0     0 |           | 14  125    0   28    0
Feb 19 18:10:18 ubuntu dstat.sh[59214]: 19-02 18:10:18|  9  21  68   0   0|3150M  245M  162M 4208M|4500B 1512B|   0   388k|   0  25.0 |5381  3756 |2.10 1.69 0.95|2.0   0 293|   0     0 |           | 14  125    0   28    0
Feb 19 18:10:19 ubuntu dstat.sh[59214]: 19-02 18:10:19| 16  19  62   0   0|3131M  264M  162M 4209M|5099B 1620B|   0   608k|   0  48.0 |6698  8307 |2.02 1.68 0.95|1.0   0 267|   0     0 |           | 14  125    0   28    0
Feb 19 18:10:20 ubuntu dstat.sh[59214]: 19-02 18:10:20| 27  20  52   0   0|3185M  210M  162M 4208M|4570B 1571B|   0  1729k|   0   113 |5992  5428 |2.02 1.68 0.95|3.0   0 367|   0     0 |           | 14  125    0   28    0
Feb 19 18:10:21 ubuntu dstat.sh[59214]: 19-02 18:10:21| 32  23  44   0   0|3236M  158M  162M 4209M|4436B 1581B|  36k  512k|4.00  35.0 |6521  5725 |2.02 1.68 0.95|3.0   0 372|   0     0 |           | 14  131    0   28    0
Feb 19 18:10:22 ubuntu dstat.sh[59214]: 19-02 18:10:22| 23  16  59   0   0|3268M  126M  162M 4209M|4318B 1567B|4097B  220k|1.00  13.0 |6014  7696 |2.02 1.68 0.95|4.0   0 200|   0     0 |           | 16  131    0   28    0
Feb 19 18:10:23 ubuntu dstat.sh[59214]: 19-02 18:10:23| 55  30  15   0   0|3401M  175M  162M 4032M|2680B  539B| 108k  263k|7.98  22.0 |7602    14k|2.02 1.68 0.95|3.0   0 576|   0     0 |           | 16  137    0   28    0
Feb 19 18:10:24 ubuntu dstat.sh[59214]: 19-02 18:10:24| 57  22  20   0   0|3509M  127M  162M 3974M|3950B 1561B|  40k  395k|4.99  25.9 |7130  9269 |2.18 1.72 0.96|3.0   0 363|   0     0 |           | 16  151    0   28    0
Feb 19 18:10:25 ubuntu dstat.sh[59214]: 19-02 18:10:25| 40  23  36   0   0|3574M  157M  161M 3880M|3236B 1176B|   0   454k|   0  12.1 |8209  9258 |2.18 1.72 0.96|3.0   0 360|   0     0 |           | 16  153    0   28    0
Feb 19 18:10:26 ubuntu dstat.sh[59214]: 19-02 18:10:26| 25  25  49   0   0|3612M  160M  161M 3840M|3562B  972B|  12k  464k|3.00  22.0 |6007  4828 |2.18 1.72 0.96|1.0   0 413|   0     0 |           | 17  153    0   28    0
Feb 19 18:10:27 ubuntu dstat.sh[59214]: 19-02 18:10:27|  9  21  68   0   0|3611M  160M  161M 3840M|4110B 1456B|4091B 2237k|1.00  21.0 |5257  3702 |2.18 1.72 0.96|4.0   0 277|   0     0 |           | 17  153    0   28    0
Feb 19 18:10:28 ubuntu dstat.sh[59214]: 19-02 18:10:28| 22  17  61   0   0|3628M  143M  161M 3840M|4325B 1622B|   0   340k|   0  23.0 |6511  8318 |2.18 1.72 0.96|2.0   0 207|   0     0 |           | 17  153    0   28    0
Feb 19 18:10:29 ubuntu dstat.sh[59214]: 19-02 18:10:29| 30  24  45   1   0|3684M  139M  161M 3789M|4098B 1528B|8193B  520k|2.00  41.0 |5962  4568 |2.16 1.72 0.97|2.0   0 364|   0     0 |           | 17  153    0   26    0
Feb 19 18:10:30 ubuntu dstat.sh[59214]: 19-02 18:10:30| 36  23  40   0   0|3768M  150M  161M 3696M|4766B 1661B|4094B   92k|1.00  7.00 |6125  7107 |2.16 1.72 0.97|8.0   0 323|   0     0 |           | 17  163    0   26    0
Feb 19 18:10:31 ubuntu dstat.sh[59214]: 19-02 18:10:31| 30  21  48   0   0|3809M  160M  161M 3645M|4728B 1658B| 172k  610k|5.98  31.9 |7642  9461 |2.16 1.72 0.97|3.0   0 306|   0     0 |           | 17  167    0   26    0
Feb 19 18:10:32 ubuntu dstat.sh[59214]: 19-02 18:10:32| 28  27  44   0   0|3869M  154M  161M 3593M|5063B 1569B|  20k   10M|4.01   773 |6880  5356 |2.16 1.72 0.97|2.0   0 483|   0     0 |           | 17  171    0   26    0
Feb 19 18:10:33 ubuntu dstat.sh[59214]: 19-02 18:10:33| 21  25  53   0   0|3927M  133M  161M 3557M|4920B 1620B|  16k  556k|4.00  43.0 |7426  9417 |2.16 1.72 0.97|1.0   0 362|   0     0 |           | 17  177    0   26    0
Feb 19 18:10:34 ubuntu dstat.sh[59214]: 19-02 18:10:34| 11  21  66   1   0|3916M  143M  161M 3557M|5375B 1513B|   0  1209k|   0  84.0 |6156  5505 |2.15 1.73 0.97|2.0   0 321|   0     0 |           | 17  187    0   26    0
Feb 19 18:10:35 ubuntu dstat.sh[59214]: 19-02 18:10:35| 16  19  62   0   0|3935M  125M  161M 3558M|5524B 1708B|   0  3113k|   0   182 |7799  9894 |2.15 1.73 0.97|1.0   0 306|   0     0 |           | 17  193    0   26    0
Feb 19 18:10:36 ubuntu dstat.sh[59214]: 19-02 18:10:36| 34  14  50   0   0|4019M  149M  161M 3452M|5086B 1615B|   0   387k|   0  25.9 |4566  3729 |2.15 1.73 0.97|4.0   0 118|   0     0 |           | 17  193    0   26    0
