Apr 21 11:47:08 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 21 11:47:09 ubuntu dstat.sh[65411]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 21 11:47:09 ubuntu dstat.sh[65411]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 21 11:51:39 ubuntu dstat.sh[65411]: 21-04 11:51:39| 21  17  60   0   0|2951M  127M  167M 4505M|5837B 1625B|  12k 1288k|3.01  79.2 |5253  4572 |2.84 1.91 1.06|2.0   0 223|   0     0 |           | 14  101    0   23    0
Apr 21 11:51:40 ubuntu dstat.sh[65411]: 21-04 11:51:40|  8  20  71   0   0|2949M  129M  167M 4505M|5882B 1621B|   0     0 |   0     0 |5434  3887 |2.84 1.91 1.06|1.0   0 317|   0     0 |           | 14  101    0   23    0
Apr 21 11:51:41 ubuntu dstat.sh[65411]: 21-04 11:51:41|  8  19  71   0   0|2949M  129M  167M 4505M|4970B 1562B|   0   602k|   0  15.0 |5482  4052 |2.84 1.91 1.06|1.0   0 314|   0     0 |           | 14  101    0   23    0
Apr 21 11:51:42 ubuntu dstat.sh[65411]: 21-04 11:51:42| 13  14  71   0   0|2974M  170M  167M 4440M|4081B 1403B|   0   595k|   0  6.99 |3594  2399 |2.84 1.91 1.06|1.0   0 144|   0     0 |           | 14  101    0   23    0
Apr 21 11:51:43 ubuntu dstat.sh[65411]: 21-04 11:51:43| 18   4  78   0   0|3012M  132M  167M 4440M|6203B 3573B|  12k  424k|2.00  3.00 |1784  1342 |2.70 1.90 1.06|1.0   0   0|   0     0 |           | 14  102    0   16    0
Apr 21 11:51:44 ubuntu dstat.sh[65411]: 21-04 11:51:44| 21   4  73   0   0|2940M  204M  167M 4441M|  25k   21k|  60k 1764k|6.00  24.0 |2852  2749 |2.70 1.90 1.06|1.0   0  22|   0     0 |           | 14  105    0   17    0
Apr 21 11:51:45 ubuntu dstat.sh[65411]: 21-04 11:51:45| 21   7  72   0   0|3008M  136M  167M 4441M|3574B 1243B|   0   392k|   0  23.0 |2400  1836 |2.70 1.90 1.06|1.0   0  44|   0     0 |           | 14  109    0   17    0
Apr 21 11:51:46 ubuntu dstat.sh[65411]: 21-04 11:51:46| 17   2  80   0   0|3017M  127M  167M 4441M|  10k 7884B|   0   316k|   0  35.0 |2386  2600 |2.70 1.90 1.06|1.0   0 2.0|   0     0 |           | 14  116    0   17    0
Apr 21 11:51:47 ubuntu dstat.sh[65411]: 21-04 11:51:47| 25   5  67   2   0|3027M  117M  167M 4441M|3979B 1548B| 428k 4053k|26.0   496 |5302  7435 |2.70 1.90 1.06|1.0   0 3.0|   0     0 |           | 14  119    0   17    0
Apr 21 11:51:48 ubuntu dstat.sh[65411]: 21-04 11:51:48| 34  12  53   1   0|3059M  215M  167M 4314M|5641B 2656B| 196k 1273k|10.0   112 |5607  6520 |2.80 1.93 1.08|1.0   0 115|   0     0 |           | 14  122    0   19    0
Apr 21 11:51:49 ubuntu dstat.sh[65411]: 21-04 11:51:49| 24   4  70   0   0|3120M  154M  167M 4314M|4767B 1808B|4096B 3612k|1.00   230 |2675  2974 |2.80 1.93 1.08|  0   0 3.0|   0     0 |           | 14  126    1   19    0
Apr 21 11:51:50 ubuntu dstat.sh[65411]: 21-04 11:51:50| 19   3  77   1   0|3122M  151M  167M 4314M|9587B 6774B|  80k 2634k|5.01  31.1 |2391  2486 |2.80 1.93 1.08|1.0   0 1.0|   0     0 |           | 14  127    0   19    0
Apr 21 11:51:51 ubuntu dstat.sh[65411]: 21-04 11:51:51| 22   5  71   0   0|3139M  135M  167M 4314M|7160B 3441B|  80k 1156k|5.00   116 |4519  5980 |2.80 1.93 1.08|2.0   0 5.0|   0     0 |           | 14  129    0   19    0
Apr 21 11:51:52 ubuntu dstat.sh[65411]: 21-04 11:51:52| 39  12  47   0   0|3194M  144M  167M 4251M|6369B 2876B|   0   763k|   0  53.9 |3937  2853 |2.80 1.93 1.08|2.0   0  96|   0     0 |           | 14  128    0   20    0
Apr 21 11:51:53 ubuntu dstat.sh[65411]: 21-04 11:51:53| 34   6  60   0   0|3265M  137M  167M 4189M|  22k   23k|   0   335k|   0  16.0 |2681  1759 |2.90 1.97 1.09|1.0   0   0|   0     0 |           | 14  129    0   20    0
Apr 21 11:51:54 ubuntu dstat.sh[65411]: 21-04 11:51:54| 20   7  72   0   0|3225M  177M  167M 4189M|  10k 1819B|   0  1285k|   0  70.0 |2555  1924 |2.90 1.97 1.09|1.0   0  55|   0     0 |           | 14  128    0   21    0
Apr 21 11:51:55 ubuntu dstat.sh[65411]: 21-04 11:51:55| 18   3  78   0   0|3251M  151M  167M 4189M|  26k   23k|8188B  112k|2.00  13.0 |1948  1692 |2.90 1.97 1.09|1.0   0   0|   0     0 |           | 14  129    0   21    0
Apr 21 11:51:56 ubuntu dstat.sh[65411]: 21-04 11:51:56| 20   6  72   0   0|3249M  153M  167M 4189M|4753B 1697B|   0     0 |   0     0 |2343  1614 |2.90 1.97 1.09|1.0   0  51|   0     0 |           | 14  128    0   22    0
Apr 21 11:51:57 ubuntu dstat.sh[65411]: 21-04 11:51:57| 17   3  79   0   0|3265M  136M  167M 4189M|  11k 8118B| 132k 5245k|8.03   529 |2188  1811 |2.90 1.97 1.09|2.0   0   0|   0     0 |           | 14  129    0   22    0
Apr 21 11:51:58 ubuntu dstat.sh[65411]: 21-04 11:51:58| 27  10  60   1   0|3242M  160M  167M 4190M|6132B 2876B| 132k 2244k|10.0   193 |8572    15k|3.39 2.08 1.14|1.0   0 113|   0     0 |           | 14  136    0   26    0
Apr 21 11:51:59 ubuntu dstat.sh[65411]: 21-04 11:51:59| 18   3  77   0   0|3291M  173M  167M 4129M|9831B 7151B|   0   180k|   0  11.0 |1782  1378 |3.39 2.08 1.14|1.0   0   0|   0     0 |           | 14  137    0   26    0
Apr 21 11:52:00 ubuntu dstat.sh[65411]: 21-04 11:52:00| 19   6  73   0   0|3219M  245M  167M 4129M|  21k   18k|   0   176k|   0  11.0 |2517  1875 |3.39 2.08 1.14|1.0   0  55|   0     0 |           | 14  136    0   27    0
Apr 21 11:52:01 ubuntu dstat.sh[65411]: 21-04 11:52:01| 19   4  76   0   0|3244M  220M  167M 4129M|  10k 7190B|   0   148k|   0  10.0 |1937  1437 |3.39 2.08 1.14|2.0   0 1.0|   0     0 |           | 14  137    0   27    0
Apr 21 11:52:02 ubuntu dstat.sh[65411]: 21-04 11:52:02| 21   5  70   1   0|3249M  215M  167M 4129M|5869B 2619B|  44k 1816k|4.99   226 |5273  7820 |3.39 2.08 1.14|1.0   0 1.0|   0     0 |           | 14  140    0   27    0
Apr 21 11:52:03 ubuntu dstat.sh[65411]: 21-04 11:52:03| 26   6  66   1   0|3218M  245M  167M 4129M|5527B 2643B|  80k 1968k|5.00   165 |5546  7228 |3.43 2.12 1.15|1.0   0  54|   0     0 |           | 14  139    0   29    2
Apr 21 11:52:04 ubuntu dstat.sh[65411]: 21-04 11:52:04| 27   7  64   0   0|3317M  146M  167M 4129M|4725B 1746B|  24k  667k|2.00  48.0 |3190  7191 |3.43 2.12 1.15|  0   0  37|   0     0 |           | 14  140    0   30    2
Apr 21 11:52:05 ubuntu dstat.sh[65411]: 21-04 11:52:05| 16   3  80   0   0|3318M  145M  167M 4129M|  14k   11k|  32k  595k|2.00  44.9 |2546  2610 |3.43 2.12 1.15|1.0   0 1.0|   0     0 |           | 14  140    0   30    2
Apr 21 11:52:06 ubuntu dstat.sh[65411]: 21-04 11:52:06| 24   6  68   1   0|3319M  145M  167M 4129M|5544B 1572B|  16k 1855k|1.00   171 |5784  8428 |3.43 2.12 1.15|1.0   0   0|   0     0 |           | 14  140    0   30    2
Apr 21 11:52:07 ubuntu dstat.sh[65411]: 21-04 11:52:07| 33   9  56   1   0|3299M  164M  167M 4130M|5702B 2491B|   0  5359k|   0   349 |9037    14k|3.43 2.12 1.15|1.0   0  77|   0     0 |           | 14  141    0   30    2
Apr 21 11:52:08 ubuntu dstat.sh[65411]: 21-04 11:52:08| 20   3  76   0   0|3310M  153M  167M 4130M|6741B 3952B|   0   459k|   0  29.9 |1879  1496 |3.48 2.15 1.17|1.0   0   0|   0     0 |           | 14  144    0   30    2
Apr 21 11:52:09 ubuntu dstat.sh[65411]: 21-04 11:52:09| 19   4  75   1   0|3266M  197M  167M 4130M|  12k 9036B|  64k 1177k|3.01   128 |3784  4447 |3.48 2.15 1.17|1.0   0  41|   0     0 |           | 14  143    0   31    2
Apr 21 11:52:10 ubuntu dstat.sh[65411]: 21-04 11:52:10| 20   7  72   0   0|3335M  128M  167M 4130M|4366B 1615B|   0   658k|   0  30.9 |2806  2282 |3.48 2.15 1.17|1.0   0 106|   0     0 |           | 14  143    0   31    2
Apr 21 11:52:11 ubuntu dstat.sh[65411]: 21-04 11:52:11| 15   2  81   0   0|3336M  127M  167M 4130M|  16k   13k|   0   500k|   0  23.0 |2209  2013 |3.48 2.15 1.17|2.0   0 1.0|   0     0 |           | 14  144    0   31    2
Apr 21 11:52:12 ubuntu dstat.sh[65411]: 21-04 11:52:12| 28   6  64   1   0|3331M  132M  167M 4130M|4939B 1624B|  16k 1496k|1.00   174 |7924    12k|3.48 2.15 1.17|1.0   0   0|   0     0 |           | 14  144    0   31    2
Apr 21 11:52:13 ubuntu dstat.sh[65411]: 21-04 11:52:13| 37  10  52   0   0|3250M  212M  167M 4130M|6946B 3201B| 468k 1770k|73.1   146 |9990    16k|3.52 2.18 1.18|4.0   0  61|   0     0 |           | 14  145    0   32    2
Apr 21 11:52:14 ubuntu dstat.sh[65411]: 21-04 11:52:14| 31  12  55   0   0|3288M  174M  167M 4131M|5453B 1929B|  24k 1579k|3.00   113 |6403  8169 |3.52 2.18 1.18|1.0   0 229|   0     0 |           | 14  145    0   32    2
Apr 21 11:52:15 ubuntu dstat.sh[65411]: 21-04 11:52:15| 18   3  78   0   0|3315M  147M  167M 4131M|  11k 8124B|   0   551k|   0  35.0 |2014  1649 |3.52 2.18 1.18|1.0   0   0|   0     0 |           | 14  146    0   32    2
Apr 21 11:52:16 ubuntu dstat.sh[65411]: 21-04 11:52:16| 12  17  69   0   0|3281M  181M  167M 4131M|5755B 2439B|   0   519k|   0  26.0 |4676  3346 |3.52 2.18 1.18|1.0   0 226|   0     0 |           | 14  145    0   33    2
Apr 21 11:52:17 ubuntu dstat.sh[65411]: 21-04 11:52:17|  9  20  68   0   0|3257M  205M  167M 4131M|4609B 1332B|   0   580k|   0  35.0 |5246  3748 |3.52 2.18 1.18|1.0   0 278|   0     0 |           | 14  145    0   33    2
Apr 21 11:52:18 ubuntu dstat.sh[65411]: 21-04 11:52:18| 16  19  63   0   0|3239M  223M  167M 4131M|5015B 1296B|   0  3915k|   0   420 |6481  7405 |3.40 2.18 1.19|2.0   0 262|   0     0 |           | 14  145    0   33    2
Apr 21 11:52:19 ubuntu dstat.sh[65411]: 21-04 11:52:19| 28  19  52   1   0|3302M  160M  167M 4131M|4929B 1623B|   0  2417k|   0   147 |5560  4776 |3.40 2.18 1.19|3.0   0 276|   0     0 |           | 14  145    0   33    2
Apr 21 11:52:20 ubuntu dstat.sh[65411]: 21-04 11:52:20| 31  25  44   0   0|3345M  116M  167M 4131M|5000B 1529B|  68k 1225k|5.00  53.0 |6697  6085 |3.40 2.18 1.19|2.0   0 379|   0     0 |           | 14  151    0   33    2
Apr 21 11:52:21 ubuntu dstat.sh[65411]: 21-04 11:52:21| 17  18  63   0   0|3347M  167M  167M 4079M|5072B 1616B|   0   247k|   0  15.0 |6371  8068 |3.40 2.18 1.19|1.0   0 235|   0     0 |           | 14  151    0   33    2
Apr 21 11:52:22 ubuntu dstat.sh[65411]: 21-04 11:52:22| 50  28  22   0   0|3487M  162M  167M 3947M|6577B 1462B|  76k  586k|5.01  42.1 |8260    12k|3.40 2.18 1.19|3.0   0 369|   0     0 |           | 16  157    0   33    2
Apr 21 11:52:23 ubuntu dstat.sh[65411]: 21-04 11:52:23| 50  28  21   0   0|3589M  151M  167M 3856M|5429B 1621B|4098B  328k|1.00  21.0 |6065  4652 |3.69 2.26 1.22|5.0   0 427|   0     0 |           | 16  157    0   33    2
Apr 21 11:52:24 ubuntu dstat.sh[65411]: 21-04 11:52:24| 40  21  39   0   0|3632M  161M  167M 3805M|5298B 1707B|  16k  871k|3.00  49.9 |8054    15k|3.69 2.26 1.22|3.0   0 241|   0     0 |           | 16  173    0   33    2
Apr 21 11:52:25 ubuntu dstat.sh[65411]: 21-04 11:52:25| 33  25  42   0   0|3700M  137M  167M 3761M|5072B 1622B|4100B  216k|1.00  6.01 |6182  4538 |3.69 2.26 1.22|2.0   0 388|   0     0 |           | 16  173    0   33    2
Apr 21 11:52:26 ubuntu dstat.sh[65411]: 21-04 11:52:26| 22  23  54   0   0|3718M  170M  167M 3711M|4726B 1495B|  16k  231k|3.99  17.9 |5867  4640 |3.69 2.26 1.22|1.0   0 382|   0     0 |           | 17  173    0   33    2
Apr 21 11:52:27 ubuntu dstat.sh[65411]: 21-04 11:52:27| 11  23  64   0   0|3733M  155M  167M 3711M|4752B 1624B|  12k  393k|3.01  32.1 |6340  6135 |3.69 2.26 1.22|5.0   0 315|   0     0 |           | 17  173    0   33    2
Apr 21 11:52:28 ubuntu dstat.sh[65411]: 21-04 11:52:28| 23  16  60   0   0|3763M  125M  167M 3711M|4740B 1620B|   0   192k|   0  9.00 |5737  6554 |3.47 2.24 1.22|2.0   0 186|   0     0 |           | 17  173    0   31    2
Apr 21 11:52:29 ubuntu dstat.sh[65411]: 21-04 11:52:29| 29  26  45   0   0|3817M  126M  167M 3658M|4834B 1692B|8202B  184k|2.00  20.0 |6133  4697 |3.47 2.24 1.22|4.0   0 399|   0     0 |           | 17  173    0   31    2
Apr 21 11:52:30 ubuntu dstat.sh[65411]: 21-04 11:52:30| 28  18  52   0   0|3850M  139M  167M 3613M|4962B 1614B|4081B  347k|1.00  19.9 |5841  8064 |3.47 2.24 1.22|1.0   0 279|   0     0 |           | 17  181    0   31    2
Apr 21 11:52:31 ubuntu dstat.sh[65411]: 21-04 11:52:31| 35  27  38   0   0|3950M  126M  167M 3527M|5183B 1715B|  44k  320k|5.00  30.0 |8462    12k|3.47 2.24 1.22|3.0   0 424|   0     0 |           | 17  191    0   31    2
Apr 21 11:52:32 ubuntu dstat.sh[65411]: 21-04 11:52:32| 28  28  42   0   0|4000M  153M  167M 3452M|4710B 1462B|  52k 3132k|3.01   180 |8205  9799 |3.47 2.24 1.22|2.0   0 529|   0     0 |           | 17  193    0   31    2
Apr 21 11:52:33 ubuntu dstat.sh[65411]: 21-04 11:52:33| 13  22  62   0   0|4036M  156M  167M 3415M|4900B 1613B|  12k   16M|2.99   891 |8162  9580 |3.35 2.23 1.22|2.0   0 342|   0     0 |           | 17  197    0   31    2
Apr 21 11:52:34 ubuntu dstat.sh[65411]: 21-04 11:52:34| 11  21  65   0   0|4041M  150M  167M 3415M|5017B 1554B|8223B 1112k|2.01  69.3 |6049  5115 |3.35 2.23 1.22|2.0   0 306|   0     0 |           | 17  213    0   31    2
Apr 21 11:52:35 ubuntu dstat.sh[65411]: 21-04 11:52:35| 22  17  59   0   0|4057M  148M  167M 3401M|5054B 1621B|   0   400k|   0  27.0 |6397  8365 |3.35 2.23 1.22|3.0   0 218|   0     0 |           | 17  213    0   31    2
Apr 21 11:52:36 ubuntu dstat.sh[65411]: 21-04 11:52:36| 43  12  44   0   0|4198M  159M  167M 3252M|4894B 1458B| 844k 4119k|15.0  34.0 |3651  2340 |3.35 2.23 1.22|2.0   0  35|   0     0 |           | 17  215    0   21    0
Apr 21 11:52:37 ubuntu dstat.sh[65411]: 21-04 11:52:37| 42  10  46   0   0|4324M  130M  167M 3158M|4980B 1620B| 248k  384k|11.0  31.0 |3161  1809 |3.35 2.23 1.22|2.0   0 7.0|   0     0 |           | 17  219    0   21    0
Apr 21 11:52:38 ubuntu dstat.sh[65411]: 21-04 11:52:38| 30  13  55   0   0|4223M  273M  167M 3117M|4877B 1458B|  32k  460k|5.00  33.0 |4540  4337 |3.17 2.21 1.22|2.0   0 237|   0     0 |           | 17  223    0   21    0
Apr 21 11:52:39 ubuntu dstat.sh[65411]: 21-04 11:52:39| 31  25  43   0   0|4282M  212M  167M 3118M|6441B 2369B| 950k  427k|12.0  23.0 |6590  5753 |3.17 2.21 1.22|4.0   0 496|   0     0 |           | 17  224    0   21    0
Apr 21 11:52:40 ubuntu dstat.sh[65411]: 21-04 11:52:40| 37  27  34   0   0|4345M  147M  167M 3121M|  13k 9476B| 926k 1335k|21.0  41.1 |7380  9995 |3.17 2.21 1.22|7.0   0 398|   0     0 |           | 17  231    0   19    0
Apr 21 11:52:41 ubuntu dstat.sh[65411]: 21-04 11:52:41| 64  18  18   0   0|4382M  152M  167M 3080M|5105B 1616B|  56k  259k|6.98  13.0 |5255  4667 |3.17 2.21 1.22|3.0   0 153|   0     0 |           | 17  232    0   19    0
Apr 21 11:52:42 ubuntu dstat.sh[65411]: 21-04 11:52:42| 66  15  18   1   0|4509M  140M  167M 2968M|  11k 9663B|2549k 1018k|98.2  40.1 |5069  4495 |3.17 2.21 1.22|4.0   0  31|   0     0 |           | 17  241    0   19    0
Apr 21 11:52:43 ubuntu dstat.sh[65411]: 21-04 11:52:43| 58  14  23   4   0|4478M  206M  167M 2935M|8959B 4535B|5472k 2604k| 412   155 |6812  8556 |3.31 2.26 1.24|2.0   0  99|   0     0 |           | 17  241    0   25    0
Apr 21 11:52:44 ubuntu dstat.sh[65411]: 21-04 11:52:44| 35  27  38   0   0|4528M  154M  167M 2937M|6656B 3677B|   0  8940k|   0  40.0 |6952  6895 |3.31 2.26 1.24|3.0   0 467|   0     0 |           | 17  242    0   25    0
Apr 21 11:52:45 ubuntu dstat.sh[65411]: 21-04 11:52:45| 35  19  44   0   0|4477M  225M  167M 2918M|  14k   10k| 136k  643k|8.98  51.9 |6996  8901 |3.31 2.26 1.24|3.0   0 239|   0     0 |           | 17  241    0   26    0
Apr 21 11:52:46 ubuntu dstat.sh[65411]: 21-04 11:52:46| 57  30  13   0   0|4594M  160M  167M 2866M|4878B 1620B|  24k  676k|4.00  35.0 |6609  6982 |3.31 2.26 1.24|4.0   0 489|   0     0 |           | 17  247    0   26    0
Apr 21 11:52:47 ubuntu dstat.sh[65411]: 21-04 11:52:47| 52  24  22   0   0|4659M  158M  167M 2805M|  14k   12k|1147k  947k|57.0  59.0 |7642    11k|3.31 2.26 1.24|4.0   0 325|   0     0 |           | 17  250    0   30    0
Apr 21 11:52:48 ubuntu dstat.sh[65411]: 21-04 11:52:48| 56  28  15   0   0|4687M  140M  167M 2795M|5446B 1801B| 190k  602k|6.93  42.6 |7891    11k|3.53 2.32 1.27|5.0   0 399|   0     0 |           | 17  251    0   29    0
Apr 21 11:52:49 ubuntu dstat.sh[65411]: 21-04 11:52:49| 54  23  22   1   0|4745M  130M  167M 2748M|  11k 9352B| 598k 2315k|33.3   206 |8145    13k|3.53 2.32 1.27|4.0   0 343|   0     0 |           | 17  258    0   30    0
Apr 21 11:52:50 ubuntu dstat.sh[65411]: 21-04 11:52:50| 54  22  22   0   0|4763M  180M  167M 2682M|8301B 4780B|  16k  764k|3.00  60.0 |7230  8907 |3.53 2.32 1.27|3.0   0 276|   0     0 |           | 17  259    0   31    0
Apr 21 11:52:51 ubuntu dstat.sh[65411]: 21-04 11:52:51| 61  13  25   0   0|4909M  125M  167M 2593M|  12k 9120B| 946k  643k|14.0  18.0 |8254    12k|3.53 2.32 1.27|2.0   0 7.0|   0     0 |           | 17  261    0   31    0
Apr 21 11:52:52 ubuntu dstat.sh[65411]: 21-04 11:52:52| 58  10  31   1   0|4916M  146M  167M 2566M|  16k   12k|1238k  953k|90.1  83.1 |5763  8038 |3.53 2.32 1.27|3.0   0  22|   0     0 |           | 17  268    0   34    0
Apr 21 11:52:53 ubuntu dstat.sh[65411]: 21-04 11:52:53| 57  14  29   0   0|4940M  168M  167M 2520M|7629B 5050B|1322k  797k|23.0  60.1 |5148  4307 |3.49 2.33 1.28|2.0   0  94|   0     0 |           | 17  272    0   35    0
Apr 21 11:52:54 ubuntu dstat.sh[65411]: 21-04 11:52:54| 46  30  23   0   0|4921M  184M  167M 2524M|  14k   10k|4354k   15M|64.8  1274 |8672  9163 |3.49 2.33 1.28|4.0   0 478|   0     0 |           | 17  271    0   37    0
Apr 21 11:52:55 ubuntu dstat.sh[65411]: 21-04 11:52:55| 52  24  23   0   0|4954M  169M  167M 2507M|6562B 3435B| 787k 1055k|7.02  40.1 |6660  7817 |3.49 2.33 1.28|5.0   0 371|   0     0 |           | 17  272    0   37    0
Apr 21 11:52:56 ubuntu dstat.sh[65411]: 21-04 11:52:56| 66  21  13   0   0|5035M  136M  167M 2460M|  15k   10k| 538k  857k|7.97  39.9 |5826  5488 |3.49 2.33 1.28|4.0   0 193|   0     0 |           | 18  274    0   36    0
Apr 21 11:52:57 ubuntu dstat.sh[65411]: 21-04 11:52:57| 81  16   1   1   0|5101M  146M  167M 2386M|5383B 1679B|3187k 3509k| 156  77.7 |6266  5990 |3.49 2.33 1.28|6.0   0  17|   0     0 |           | 18  279    0   37    0
Apr 21 11:52:58 ubuntu dstat.sh[65411]: 21-04 11:52:58| 71  15  14   1   0|5146M  152M  167M 2337M|  14k   11k|1427k 3077k|51.4   317 |7829    12k|3.77 2.41 1.31|3.0   0 100|   0     0 |           | 18  286    0   39    0
Apr 21 11:52:59 ubuntu dstat.sh[65411]: 21-04 11:52:59| 43  15  40   1   0|5180M  118M  167M 2338M|7290B 3683B| 797k 3839k|13.9   243 |5037  4666 |3.77 2.41 1.31|3.0   0 141|   0     0 |           | 18  288    0   40    0
Apr 21 11:53:00 ubuntu dstat.sh[65411]: 21-04 11:53:00| 35  10  54   0   0|5170M  177M  167M 2290M|  20k   11k| 793k 8928k|12.0  47.1 |3405  2383 |3.77 2.41 1.31|2.0   0 8.0|   0     0 |           | 18  293    0   35    0
Apr 21 11:53:01 ubuntu dstat.sh[65411]: 21-04 11:53:01| 39   9  51   0   0|5186M  151M  167M 2301M|  10M   99k| 560k 1104k|7.00  76.0 |7964  5598 |3.77 2.41 1.31|2.0   0  14|   0     0 |           | 18  293    0   36    0
Apr 21 11:53:02 ubuntu dstat.sh[65411]: 21-04 11:53:02| 41  16  42   0   0|5185M  173M  167M 2280M|5781k   46k|2799k  427k|31.9  40.9 |6807  5049 |3.77 2.41 1.31|3.0   0 262|   0     0 |           | 18  297    0   36    0
Apr 21 11:53:03 ubuntu dstat.sh[65411]: 21-04 11:53:03| 35   6  57   0   0|5187M  170M  167M 2280M|  16k   12k|   0   620k|   0  62.0 |3711  3457 |3.55 2.39 1.31|3.0   0 7.0|   0     0 |           | 18  299    0   37    0
Apr 21 11:53:04 ubuntu dstat.sh[65411]: 21-04 11:53:04| 43   8  47   1   0|5236M  152M  167M 2251M|  11k   51k| 584k 1104k|31.0   168 |5641    15k|3.55 2.39 1.31|  0   0  40|   0     0 |           | 18  303    0   37    0
Apr 21 11:53:05 ubuntu dstat.sh[65411]: 21-04 11:53:05| 16   3  78   0   0|5245M  143M  167M 2251M| 412k   16M|   0  2176k|   0  61.0 |4274  3272 |3.55 2.39 1.31|1.0   0 1.0|   0     0 |           | 18  302    0   38    0
Apr 21 11:53:06 ubuntu dstat.sh[65411]: 21-04 11:53:06| 22   6  71   0   0|5178M  210M  167M 2251M|9570k   85k|  16k  596k|1.00  45.0 |  13k 8304 |3.55 2.39 1.31|  0   0  38|   0     0 |           | 18  307    0   38    0
Apr 21 11:53:07 ubuntu dstat.sh[65411]: 21-04 11:53:07| 14  13  71   0   0|5101M  272M  167M 2266M|7106k  128k|  64k  560k|4.00  37.0 |  12k 7663 |3.55 2.39 1.31|1.0   0 152|   0     0 |           | 18  304    0   41    0
Apr 21 11:53:08 ubuntu dstat.sh[65411]: 21-04 11:53:08| 14  16  69   1   0|5133M  239M  167M 2267M|4595B 1506B|  16k  510k|2.01  38.1 |4992  4627 |3.26 2.35 1.30|1.0   0 314|   0     0 |           | 18  304    0   41    0
Apr 21 11:53:09 ubuntu dstat.sh[65411]: 21-04 11:53:09| 22   4  72   0   0|5121M  251M  167M 2267M|4731B 1617B|   0   379k|   0  22.0 |2282  1719 |3.26 2.35 1.30|1.0   0  24|   0     0 |           | 18  304    0   40    0
Apr 21 11:53:10 ubuntu dstat.sh[65411]: 21-04 11:53:10|  9  19  70   0   0|5126M  246M  167M 2267M|4831B 1459B|   0  1185k|   0  71.1 |5226  3898 |3.26 2.35 1.30|2.0   0 246|   0     0 |           | 18  304    0   40    0
Apr 21 11:53:11 ubuntu dstat.sh[65411]: 21-04 11:53:11|  9  20  70   0   0|5126M  247M  167M 2267M|4653B 1458B|  12k  148k|1.00  16.0 |5529  4233 |3.26 2.35 1.30|1.0   0 302|   0     0 |           | 18  304    0   40    0
Apr 21 11:53:12 ubuntu dstat.sh[65411]: 21-04 11:53:12|  4   7  87   0   0|5122M  251M  167M 2267M|4483B 1398B|   0    16M|   0  44.8 |2621  2424 |3.26 2.35 1.30|  0   0 100|   0     0 |           | 18  308    0   40    0
Apr 21 11:53:13 ubuntu dstat.sh[65411]: 21-04 11:53:13| 15   5  79   0   0|5171M  202M  167M 2267M|3854B 1190B|   0     0 |   0     0 |1863  1605 |3.16 2.34 1.30|2.0   0 9.0|   0     0 |           | 18  308    0   39    0
Apr 21 11:53:14 ubuntu dstat.sh[65411]: 21-04 11:53:14| 21   3  76   0   0|5195M  177M  167M 2267M|  12k 9502B|   0  5453k|   0   141 |2330  1843 |3.16 2.34 1.30|1.0   0 1.0|   0     0 |           | 18  310    0   39    0
Apr 21 11:53:15 ubuntu dstat.sh[65411]: 21-04 11:53:15| 15  13  70   0   0|5114M  258M  167M 2267M|5770B 2620B|  72k 6380k|6.00   823 |5066  3548 |3.16 2.34 1.30|1.0   0 147|   0     0 |           | 18  312    0   40    0
Apr 21 11:53:16 ubuntu dstat.sh[65411]: 21-04 11:53:16| 12  17  70   0   0|5116M  256M  167M 2267M|5303B 1734B|  16k  148k|1.00  16.0 |4971  3821 |3.16 2.34 1.30|1.0   0 162|   0     0 |           | 18  312    0   40    0
Apr 21 11:53:17 ubuntu dstat.sh[65411]: 21-04 11:53:17| 12  17  69   0   0|5120M  251M  167M 2267M|5125B 1510B|   0  1122k|   0  35.0 |4851  3614 |3.16 2.34 1.30|1.0   0 159|   0     0 |           | 18  316    0   38    0
Apr 21 11:53:18 ubuntu dstat.sh[65411]: 21-04 11:53:18| 15  14  70   0   0|5144M  227M  167M 2267M|5486B 1628B|4115B  309k|1.00  28.1 |4332  3468 |2.99 2.32 1.30|1.0   0 136|   0     0 |           | 18  316    0   38    0
Apr 21 11:53:19 ubuntu dstat.sh[65411]: 21-04 11:53:19| 23   5  70   0   0|5209M  163M  167M 2267M|4849B 1613B|  48k   12M|1.99  38.8 |2480  2226 |2.99 2.32 1.30|1.0   0 2.0|   0     0 |           | 18  316    0   38    0
Apr 21 11:53:20 ubuntu dstat.sh[65411]: 21-04 11:53:20| 24   3  71   0   0|5242M  161M  167M 2238M|4796B 1619B| 388k  424k|12.0  48.0 |2720  2837 |2.99 2.32 1.30|2.0   0 5.0|   0     0 |           | 18  320    0   38    0
Apr 21 11:53:21 ubuntu dstat.sh[65411]: 21-04 11:53:21| 24   4  72   0   0|5160M  242M  167M 2238M|5044B 1566B|  24k  184k|4.00  11.0 |2261  1761 |2.99 2.32 1.30|2.0   0 6.0|   0     0 |           | 18  316    0   38    0
