Jun 14 20:39:18 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 14 20:39:18 ubuntu dstat.sh[64944]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 14 20:39:18 ubuntu dstat.sh[64944]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 14 20:44:07 ubuntu dstat.sh[64944]: 14-06 20:44:07| 20   7  72   1   0|3145M  186M  165M 4259M|5587B 1622B|   0   977k|   0  67.1 |2583  2220 |2.28 1.83 1.06|1.0   0  40|   0     0 |           | 14  124    0   25    0
Jun 14 20:44:08 ubuntu dstat.sh[64944]: 14-06 20:44:08| 18   3  78   0   0|3163M  168M  165M 4259M|  11k 7916B|  64k 9840k|4.00   605 |2454  2059 |2.28 1.83 1.06|1.0   0   0|   0     0 |           | 14  125    0   24    0
Jun 14 20:44:09 ubuntu dstat.sh[64944]: 14-06 20:44:09| 19   4  75   0   0|3168M  163M  165M 4260M|7241B 3667B|  20k 1091k|2.00  97.9 |3366  4236 |2.28 1.83 1.06|2.0   0   0|   0     0 |           | 14  125    0   24    0
Jun 14 20:44:10 ubuntu dstat.sh[64944]: 14-06 20:44:10| 39  11  48   0   0|3190M  140M  165M 4260M|6144B 2817B|   0  1033k|   0  89.1 |4554  4270 |2.28 1.83 1.06|2.0   0  98|   0     0 |           | 14  126    0   25    0
Jun 14 20:44:11 ubuntu dstat.sh[64944]: 14-06 20:44:11| 41   7  52   0   0|3251M  143M  165M 4198M|6243B 3584B|4094B  412k|1.00  22.0 |2862  1501 |2.17 1.82 1.06|1.0   0 2.0|   0     0 |           | 14  127    0   25    0
Jun 14 20:44:12 ubuntu dstat.sh[64944]: 14-06 20:44:12| 21   6  71   0   0|3212M  182M  165M 4198M|  26k   22k|8178B 2104k|2.00   126 |3121  2608 |2.17 1.82 1.06|1.0   0  55|   0     0 |           | 14  126    0   26    0
Jun 14 20:44:13 ubuntu dstat.sh[64944]: 14-06 20:44:13| 22   5  74   0   0|3278M  116M  165M 4198M|4869B 1665B|   0   104k|   0  10.0 |1902  1336 |2.17 1.82 1.06|1.0   0 1.0|   0     0 |           | 14  126    0   26    0
Jun 14 20:44:14 ubuntu dstat.sh[64944]: 14-06 20:44:14| 17   3  79   0   0|3280M  174M  165M 4139M|  28k   24k|   0     0 |   0     0 |1912  1459 |2.17 1.82 1.06|1.0   0   0|   0     0 |           | 14  126    0   28    0
Jun 14 20:44:15 ubuntu dstat.sh[64944]: 14-06 20:44:15| 29   9  60   0   0|3258M  196M  165M 4139M|4426B 1299B|  40k  257k|4.01  23.1 |4882  5468 |2.17 1.82 1.06|1.0   0  59|   0     0 |           | 14  128    0   29    0
Jun 14 20:44:16 ubuntu dstat.sh[64944]: 14-06 20:44:16| 15   2  81   0   0|3284M  170M  165M 4139M|  11k 7862B|4095B  232k|1.00  22.0 |1830  1719 |2.08 1.80 1.06|  0   0   0|   0     0 |           | 14  129    0   29    0
Jun 14 20:44:17 ubuntu dstat.sh[64944]: 14-06 20:44:17| 20   8  71   0   0|3281M  173M  165M 4139M|7165B 2713B|   0   880k|   0   106 |3931  4228 |2.08 1.80 1.06|1.0   0  82|   0     0 |           | 14  128    0   30    0
Jun 14 20:44:18 ubuntu dstat.sh[64944]: 14-06 20:44:18| 21   5  73   0   0|3285M  169M  165M 4140M|4192B 1967B|  60k 5396k|6.00   274 |2034  1359 |2.08 1.80 1.06|  0   0 6.0|   0     0 |           | 14  129    0   30    0
Jun 14 20:44:19 ubuntu dstat.sh[64944]: 14-06 20:44:19| 17   4  78   0   0|3250M  203M  165M 4140M|  27k   23k|   0   320k|   0  16.0 |2293  1771 |2.08 1.80 1.06|1.0   0  55|   0     0 |           | 14  128    0   31    0
Jun 14 20:44:20 ubuntu dstat.sh[64944]: 14-06 20:44:20| 22   4  74   0   0|3307M  146M  165M 4140M|4285B 1460B|   0   236k|   0  14.0 |1803  1312 |2.08 1.80 1.06|1.0   0   0|   0     0 |           | 14  128    0   31    0
Jun 14 20:44:21 ubuntu dstat.sh[64944]: 14-06 20:44:21| 16   2  79   1   0|3313M  140M  165M 4140M|  12k 8263B|  64k  715k|4.99  87.9 |2691  3149 |1.99 1.79 1.06|2.0   0   0|   0     0 |           | 14  129    0   31    0
Jun 14 20:44:22 ubuntu dstat.sh[64944]: 14-06 20:44:22| 25   5  66   2   0|3315M  138M  165M 4140M|4824B 1460B|  96k 8167k|6.01   577 |6124  9650 |1.99 1.79 1.06|1.0   0 1.0|   0     0 |           | 14  130    0   32    0
Jun 14 20:44:23 ubuntu dstat.sh[64944]: 14-06 20:44:23| 20   7  71   0   0|3285M  168M  165M 4140M|6041B 2849B|   0  1418k|   0   110 |3772  4081 |1.99 1.79 1.06|1.0   0  54|   0     0 |           | 14  129    0   33    0
Jun 14 20:44:24 ubuntu dstat.sh[64944]: 14-06 20:44:24| 19   3  78   0   0|3324M  129M  165M 4140M|  10k 7185B|   0   237k|   0  15.0 |1753  1321 |1.99 1.79 1.06|1.0   0   0|   0     0 |           | 14  130    0   33    0
Jun 14 20:44:25 ubuntu dstat.sh[64944]: 14-06 20:44:25| 21   4  73   1   0|3319M  134M  165M 4140M|9178B 5948B|  20k 1326k|2.00   136 |3950  5339 |1.99 1.79 1.06|1.0   0 1.0|   0     0 |           | 14  132    0   33    0
Jun 14 20:44:26 ubuntu dstat.sh[64944]: 14-06 20:44:26| 28   5  65   0   0|3320M  133M  165M 4140M|4835B 1528B|   0   872k|   0   103 |5146  6957 |2.15 1.83 1.08|4.0   0   0|   0     0 |           | 14  132    0   33    0
Jun 14 20:44:27 ubuntu dstat.sh[64944]: 14-06 20:44:27| 28   8  63   0   0|3335M  169M  165M 4090M|5744B 2483B|   0   763k|   0  66.9 |4364  5167 |2.15 1.83 1.08|1.0   0  78|   0     0 |           | 14  133    0   34    0
Jun 14 20:44:28 ubuntu dstat.sh[64944]: 14-06 20:44:28| 20   4  76   0   0|3369M  135M  165M 4090M|  10k 7337B|   0   328k|   0  15.0 |1901  1374 |2.15 1.83 1.08|2.0   0 2.0|   0     0 |           | 14  136    0   34    0
Jun 14 20:44:29 ubuntu dstat.sh[64944]: 14-06 20:44:29| 16   9  74   1   0|3325M  179M  165M 4090M|9355B 5628B|  12k  929k|3.00   106 |4570  5014 |2.15 1.83 1.08|2.0   0 143|   0     0 |           | 14  135    0   35    0
Jun 14 20:44:30 ubuntu dstat.sh[64944]: 14-06 20:44:30| 21   4  73   0   0|3343M  161M  165M 4090M|4975B 1615B|   0   686k|   0  29.9 |1791  1354 |2.15 1.83 1.08|1.0   0 4.0|   0     0 |           | 14  135    0   35    0
Jun 14 20:44:31 ubuntu dstat.sh[64944]: 14-06 20:44:31| 14   2  83   0   0|3343M  161M  165M 4090M|  15k   13k|   0   432k|   0  27.0 |2016  1828 |1.98 1.79 1.07|1.0   0   0|   0     0 |           | 14  136    0   35    0
Jun 14 20:44:32 ubuntu dstat.sh[64944]: 14-06 20:44:32| 30   6  63   1   0|3345M  159M  165M 4090M|5471B 1685B|   0  1263k|   0   157 |7463    10k|1.98 1.79 1.07|1.0   0 1.0|   0     0 |           | 14  138    0   35    0
Jun 14 20:44:33 ubuntu dstat.sh[64944]: 14-06 20:44:33| 35   8  55   1   0|3346M  157M  165M 4091M|5893B 3093B| 425k 1346k|70.1   121 |  11k   17k|1.98 1.79 1.07|2.0   0 4.0|   0     0 |           | 14  137    0   36    0
Jun 14 20:44:34 ubuntu dstat.sh[64944]: 14-06 20:44:34| 35  17  45   1   0|3288M  215M  165M 4091M|5096B 2139B|  48k   10M|3.00   798 |8863    12k|1.98 1.79 1.07|1.0   0 286|   0     0 |           | 14  137    0   36    0
Jun 14 20:44:35 ubuntu dstat.sh[64944]: 14-06 20:44:35| 20   3  76   0   0|3348M  155M  165M 4091M|5967B 3513B|   0   496k|   0  15.0 |1746  1265 |1.98 1.79 1.07|  0   0   0|   0     0 |           | 14  138    0   36    0
Jun 14 20:44:36 ubuntu dstat.sh[64944]: 14-06 20:44:36| 19   8  73   1   0|3332M  171M  165M 4091M|  11k 7232B|   0   357k|   0  24.0 |3239  2757 |1.90 1.78 1.07|1.0   0  83|   0     0 |           | 14  137    0   37    0
Jun 14 20:44:37 ubuntu dstat.sh[64944]: 14-06 20:44:37|  8  21  70   0   0|3323M  180M  165M 4091M|6228B 1459B|   0   356k|   0  27.0 |5086  3747 |1.90 1.78 1.07|1.0   0 256|   0     0 |           | 14  137    0   37    0
Jun 14 20:44:38 ubuntu dstat.sh[64944]: 14-06 20:44:38|  9  21  68   0   0|3282M  220M  165M 4091M|5864B 1616B|   0   303k|   0  21.9 |5210  3503 |1.90 1.78 1.07|1.0   0 254|   0     0 |           | 14  137    0   37    0
Jun 14 20:44:39 ubuntu dstat.sh[64944]: 14-06 20:44:39| 20  17  62   0   0|3259M  244M  165M 4091M|5852B 1532B|   0   241k|   0  11.0 |5776  6797 |1.90 1.78 1.07|2.0   0 191|   0     0 |           | 14  137    0   37    0
Jun 14 20:44:40 ubuntu dstat.sh[64944]: 14-06 20:44:40| 29  24  45   0   0|3327M  176M  165M 4091M|5090B 1617B|4088B  671k|1.00  36.9 |6222  4789 |1.90 1.78 1.07|2.0   0 402|   0     0 |           | 14  137    0   37    0
Jun 14 20:44:41 ubuntu dstat.sh[64944]: 14-06 20:44:41| 32  24  43   0   0|3358M  145M  165M 4092M|4568B 1460B|  80k  384k|5.01  26.0 |7113  7922 |1.83 1.77 1.07|1.0   0 398|   0     0 |           | 14  143    0   37    0
Jun 14 20:44:42 ubuntu dstat.sh[64944]: 14-06 20:44:42| 34  17  48   0   0|3407M  176M  165M 4013M|5045B 1622B|  64k  236k|4.00  11.0 |5192  7102 |1.83 1.77 1.07|3.0   0 241|   0     0 |           | 16  143    0   37    0
Jun 14 20:44:43 ubuntu dstat.sh[64944]: 14-06 20:44:43| 54  29  15   0   0|3558M  119M  165M 3920M|5501B 1615B| 124k  442k|5.98  32.9 |8614    11k|1.83 1.77 1.07|3.0   0 569|   0     0 |           | 16  149    0   37    0
Jun 14 20:44:44 ubuntu dstat.sh[64944]: 14-06 20:44:44| 63  20  17   0   0|3635M  140M  165M 3822M|5017B 1554B|  24k  365k|3.01  26.1 |8733    14k|1.83 1.77 1.07|5.0   0 270|   0     0 |           | 16  165    0   37    0
Jun 14 20:44:45 ubuntu dstat.sh[64944]: 14-06 20:44:45| 34  26  40   0   0|3696M  183M  165M 3721M|4805B 1621B|   0   492k|   0  12.0 |  15k 5539 |1.83 1.77 1.07|2.0   0 422|   0     0 |           | 16  165    0   35    0
Jun 14 20:44:46 ubuntu dstat.sh[64944]: 14-06 20:44:46| 25  25  49   0   0|3747M  132M  165M 3721M|4875B 1619B|4095B  512k|1.00  32.0 |6224  4960 |1.84 1.77 1.08|1.0   0 433|   0     0 |           | 17  165    0   35    0
Jun 14 20:44:47 ubuntu dstat.sh[64944]: 14-06 20:44:47| 13  19  66   0   0|3752M  127M  165M 3721M|5550B 1687B|8178B  531k|2.00  37.9 |5905  6038 |1.84 1.77 1.08|1.0   0 255|   0     0 |           | 17  165    0   35    0
Jun 14 20:44:48 ubuntu dstat.sh[64944]: 14-06 20:44:48| 26  21  52   0   0|3789M  144M  165M 3669M|4809B 1623B|   0   240k|   0  18.0 |6338  6528 |1.84 1.77 1.08|3.0   0 259|   0     0 |           | 17  165    0   35    0
Jun 14 20:44:49 ubuntu dstat.sh[64944]: 14-06 20:44:49| 31  24  43   0   0|3843M  162M  165M 3598M|4523B 1618B|8183B 3149k|2.00   108 |5830  4402 |1.84 1.77 1.08|2.0   0 361|   0     0 |           | 17  167    1   35    0
Jun 14 20:44:50 ubuntu dstat.sh[64944]: 14-06 20:44:50| 26  17  56   0   0|3869M  136M  165M 3598M|4208B 1454B|   0    80k|   0  3.99 |5856  7082 |1.84 1.77 1.08|1.0   0 245|   0     0 |           | 17  173    0   35    0
Jun 14 20:44:51 ubuntu dstat.sh[64944]: 14-06 20:44:51| 42  28  30   1   0|3975M  129M  165M 3501M|4593B 1626B|  48k  534k|6.02  46.2 |7613    13k|2.02 1.81 1.09|2.0   0 446|   0     0 |           | 17  185    0   35    0
Jun 14 20:44:52 ubuntu dstat.sh[64944]: 14-06 20:44:52| 31  27  41   0   0|4024M  119M  165M 3464M|4038B 1458B|  24k  384k|3.00  27.0 |8220    11k|2.02 1.81 1.09|7.0   0 514|   0     0 |           | 17  187    0   35    0
Jun 14 20:44:53 ubuntu dstat.sh[64944]: 14-06 20:44:53| 13  23  62   0   0|4070M  116M  165M 3420M|4431B 1617B| 132k  762k|9.98  55.9 |6256  6511 |2.02 1.81 1.09|1.0   0 298|   0     0 |           | 17  191    0   20    0
Jun 14 20:44:54 ubuntu dstat.sh[64944]: 14-06 20:44:54| 20  23  57   1   0|4067M  160M  165M 3380M|4347B 1461B|   0    16M|   0   863 |5771  4371 |2.02 1.81 1.09|2.0   0 313|   0     0 |           | 17  207    0   20    0
Jun 14 20:44:55 ubuntu dstat.sh[64944]: 14-06 20:44:55| 20  16  62   0   0|4081M  146M  165M 3380M|5040B 1710B|   0   612k|   0  35.0 |6203  8202 |2.02 1.81 1.09|3.0   0 185|   0     0 |           | 17  207    0   20    0
Jun 14 20:44:56 ubuntu dstat.sh[64944]: 14-06 20:44:56| 39  15  45   0   0|4188M  158M  165M 3263M|5666B 1498B|1721k  196k|25.0  19.0 |4046  2814 |2.01 1.81 1.10|3.0   0  95|   0     0 |           | 17  207    0   20    0
Jun 14 20:44:57 ubuntu dstat.sh[64944]: 14-06 20:44:57| 43   9  47   0   0|4313M  137M  165M 3163M|6603B 1621B|  84k  144k|1.00  9.00 |3058  1529 |2.01 1.81 1.10|2.0   0 3.0|   0     0 |           | 17  207    0   20    0
Jun 14 20:44:58 ubuntu dstat.sh[64944]: 14-06 20:44:58| 36   5  58   0   0|4343M  150M  165M 3121M|6372B 1457B|  68k  476k|7.99  40.0 |3486  3249 |2.01 1.81 1.10|2.0   0  13|   0     0 |           | 17  217    0   17    0
Jun 14 20:44:59 ubuntu dstat.sh[64944]: 14-06 20:44:59| 23  24  52   0   0|4274M  218M  165M 3121M|4644B 1242B|  52k   16k|4.00  4.00 |5423  4268 |2.01 1.81 1.10|2.0   0 387|   0     0 |           | 17  215    0   17    0
Jun 14 20:45:00 ubuntu dstat.sh[64944]: 14-06 20:45:00| 36  29  33   0   0|4344M  146M  165M 3123M|  10k 7020B| 998k  477k|19.0  26.0 |6683  6849 |2.01 1.81 1.10|2.0   0 466|   0     0 |           | 17  222    0   17    0
Jun 14 20:45:01 ubuntu dstat.sh[64944]: 14-06 20:45:01| 44  19  37   0   0|4333M  156M  165M 3125M|8078B 4483B|  20k  872k|2.00  19.0 |6822  8975 |2.01 1.82 1.10|2.0   0 264|   0     0 |           | 17  223    0   18    0
Jun 14 20:45:02 ubuntu dstat.sh[64944]: 14-06 20:45:02| 65  21  14   0   0|4434M  130M  165M 3052M|5266B 1685B|  64k 3439k|8.98   442 |5947  4213 |2.01 1.82 1.10|5.0   0 158|   0     0 |           | 17  226    0   18    0
Jun 14 20:45:03 ubuntu dstat.sh[64944]: 14-06 20:45:03| 59  13  25   2   0|4558M  118M  165M 2943M|  13k 9813B|3795k  626k| 163  38.1 |5080  4667 |2.01 1.82 1.10|4.0   0  29|   0     0 |           | 17  232    0   18    0
Jun 14 20:45:04 ubuntu dstat.sh[64944]: 14-06 20:45:04| 60  15  21   3   0|4487M  218M  165M 2916M|8481B 4333B|4432k 2242k| 370   137 |7127  9277 |2.01 1.82 1.10|4.0   0  80|   0     0 |           | 17  231    0   24    0
Jun 14 20:45:05 ubuntu dstat.sh[64944]: 14-06 20:45:05| 38  26  35   0   0|4580M  123M  165M 2918M|5078B 1737B|4089B 8945k|1.00  36.9 |6595  6219 |2.01 1.82 1.10|6.0   0 420|   0     0 |           | 17  231    0   24    0
Jun 14 20:45:06 ubuntu dstat.sh[64944]: 14-06 20:45:06| 37  26  36   1   0|4583M  155M  165M 2885M|  15k   11k| 256k  777k|13.0  61.0 |8179    19k|2.17 1.85 1.12|4.0   0 337|   0     0 |           | 17  236    0   24    0
Jun 14 20:45:07 ubuntu dstat.sh[64944]: 14-06 20:45:07| 53  23  23   0   0|4596M  140M  165M 2885M|6127B 2255B| 120k  589k|6.01  45.1 |6284  6442 |2.17 1.85 1.12|5.0   0 363|   0     0 |           | 17  235    0   25    0
Jun 14 20:45:08 ubuntu dstat.sh[64944]: 14-06 20:45:08| 53  28  18   0   0|4667M  176M  165M 2780M|  11k 7276B|  48k  536k|2.00  39.0 |6526  7552 |2.17 1.85 1.12|3.0   0 378|   0     0 |           | 17  236    0   25    0
Jun 14 20:45:09 ubuntu dstat.sh[64944]: 14-06 20:45:09| 57  22  18   0   0|4656M  216M  165M 2752M|9843B 6727B|1298k 1018k|57.9  63.9 |7729    11k|2.17 1.85 1.12|5.0   0 330|   0     0 |           | 17  239    0   28    0
Jun 14 20:45:10 ubuntu dstat.sh[64944]: 14-06 20:45:10| 58  28  14   0   0|4750M  158M  165M 2717M|4190B 1567B|  60k  368k|1.00  26.0 |6415  6948 |2.17 1.85 1.12|3.0   0 414|   0     0 |           | 17  239    0   24    0
Jun 14 20:45:11 ubuntu dstat.sh[64944]: 14-06 20:45:11| 49  19  30   0   0|4775M  131M  165M 2719M|  12k   10k| 615k  866k|29.9  52.9 |8219    13k|2.24 1.87 1.13|6.0   0 228|   0     0 |           | 17  248    0   26    0
Jun 14 20:45:12 ubuntu dstat.sh[64944]: 14-06 20:45:12| 63  17  19   0   0|4858M  146M  165M 2623M|5362B 2121B| 572k  820k|11.0  36.0 |8013    15k|2.24 1.87 1.13|3.0   0 110|   0     0 |           | 17  247    0   27    0
Jun 14 20:45:13 ubuntu dstat.sh[64944]: 14-06 20:45:13| 59   9  32   1   0|4961M  121M  165M 2547M|  15k   13k| 622k 2570k|39.1   155 |4272  3100 |2.24 1.87 1.13|2.0   0 5.0|   0     0 |           | 17  247    0   28    0
Jun 14 20:45:14 ubuntu dstat.sh[64944]: 14-06 20:45:14| 57  10  31   1   0|4956M  189M  165M 2486M|  12k 8284B|1647k 1167k|70.0  94.9 |6061  8385 |2.24 1.87 1.13|3.0   0  23|   0     0 |           | 17  256    0   32    0
Jun 14 20:45:15 ubuntu dstat.sh[64944]: 14-06 20:45:15| 58  19  22   0   0|4959M  186M  165M 2486M|4581B 1666B| 647k  571k|11.0  43.0 |6670  6072 |2.24 1.87 1.13|4.0   0 290|   0     0 |           | 17  257    0   33    0
Jun 14 20:45:16 ubuntu dstat.sh[64944]: 14-06 20:45:16| 42  29  27   1   0|4985M  155M  165M 2490M|  15k   12k|4545k 1339k|63.2  65.2 |7326  7533 |2.38 1.91 1.14|4.0   0 473|   0     0 |           | 17  257    0   34    0
Jun 14 20:45:17 ubuntu dstat.sh[64944]: 14-06 20:45:17| 60  23  16   0   0|4975M  166M  165M 2490M|5690B 1617B| 563k  974k|9.98  38.9 |6930  8487 |2.38 1.91 1.14|8.0   0 228|   0     0 |           | 18  262    0   34    0
Jun 14 20:45:18 ubuntu dstat.sh[64944]: 14-06 20:45:18| 74  20   5   0   0|5067M  127M  165M 2439M|  11k 7346B|1070k 1779k|36.1   175 |6814  7319 |2.38 1.91 1.14|4.0   0 154|   0     0 |           | 18  265    0   30    0
Jun 14 20:45:19 ubuntu dstat.sh[64944]: 14-06 20:45:19| 75  14   9   1   0|5099M  175M  165M 2362M|  10k 6898B|3162k 1170k| 142  70.9 |6047  5536 |2.38 1.91 1.14|4.0   0  24|   0     0 |           | 18  268    0   32    0
Jun 14 20:45:20 ubuntu dstat.sh[64944]: 14-06 20:45:20| 71  17  10   0   0|5194M  126M  165M 2318M|7020B 3591B|1178k   29M|32.0  1471 |7141  7452 |2.38 1.91 1.14|2.0   0 142|   0     0 |           | 18  270    0   34    0
Jun 14 20:45:21 ubuntu dstat.sh[64944]: 14-06 20:45:21| 36  12  51   0   0|5219M  124M  165M 2296M|  18k   11k| 563k  759k|7.99  69.9 |4756  4336 |2.35 1.91 1.15|2.0   0  88|   0     0 |           | 18  274    0   36    0
Jun 14 20:45:22 ubuntu dstat.sh[64944]: 14-06 20:45:22| 42   9  47   0   0|5217M  125M  165M 2296M|  18k 4768B| 511k  531k|3.99  42.9 |3929  3506 |2.35 1.91 1.15|3.0   0  11|   0     0 |           | 18  278    0   35    1
Jun 14 20:45:23 ubuntu dstat.sh[64944]: 14-06 20:45:23| 40  19  39   0   0|5226M  122M  165M 2291M|  16M  175k|3079k  462k|35.1  29.1 |  13k 8293 |2.35 1.91 1.15|2.0   0 268|   0     0 |           | 18  277    0   35    0
Jun 14 20:45:24 ubuntu dstat.sh[64944]: 14-06 20:45:24| 50   9  39   0   0|5242M  121M  165M 2276M|6151B 2656B| 255k  627k|2.00  62.9 |4129  3244 |2.35 1.91 1.15|2.0   0 9.0|   0     0 |           | 18  280    0   36    0
Jun 14 20:45:25 ubuntu dstat.sh[64944]: 14-06 20:45:25| 34   5  60   0   0|5285M  116M  165M 2240M|  19k   16k|4095B 2239k|1.00  36.0 |3850  3839 |2.35 1.91 1.15|2.0   0   0|   0     0 |           | 18  287    0   37    0
Jun 14 20:45:26 ubuntu dstat.sh[64944]: 14-06 20:45:26| 24   5  68   1   0|5268M  152M  165M 2222M| 406k   16M| 512k  939k|27.0  77.0 |5733  4912 |2.24 1.89 1.15|1.0   0 6.0|   0     0 |           | 18  284    0   37    0
Jun 14 20:45:27 ubuntu dstat.sh[64944]: 14-06 20:45:27| 38   5  54   0   0|5295M  124M  165M 2222M|9641k   74k|   0   579k|   0  43.9 |9475  6998 |2.24 1.89 1.15|1.0   0 1.0|   0     0 |           | 18  290    0   38    0
Jun 14 20:45:28 ubuntu dstat.sh[64944]: 14-06 20:45:28| 25   8  64   1   0|5221M  183M  165M 2238M|6664k  130k|  48k   17M|3.01   100 |8728  9001 |2.24 1.89 1.15|2.0   0  66|   0     0 |           | 18  286    0   42    0
Jun 14 20:45:29 ubuntu dstat.sh[64944]: 14-06 20:45:29| 12  17  68   0   0|5138M  265M  165M 2238M|4822B 1552B|  32k  472k|3.00  26.0 |4869  3611 |2.24 1.89 1.15|1.0   0 249|   0     0 |           | 18  286    0   42    0
Jun 14 20:45:30 ubuntu dstat.sh[64944]: 14-06 20:45:30| 17  11  69   0   0|5181M  222M  165M 2238M|4919B 1620B|   0   392k|   0  22.0 |3758  3179 |2.24 1.89 1.15|2.0   0 188|   0     0 |           | 18  286    0   40    0
Jun 14 20:45:31 ubuntu dstat.sh[64944]: 14-06 20:45:31| 21   8  70   0   0|5196M  207M  165M 2238M|4594B 1528B|4095B 1663k|1.00   101 |3283  2782 |2.14 1.88 1.15|2.0   0  79|   0     0 |           | 18  288    0   40    0
Jun 14 20:45:32 ubuntu dstat.sh[64944]: 14-06 20:45:32|  8  20  70   0   0|5191M  212M  165M 2238M|4749B 1665B|  48k  184k|2.00  15.0 |5269  4033 |2.14 1.88 1.15|1.0   0 288|   0     0 |           | 18  288    0   40    0
Jun 14 20:45:33 ubuntu dstat.sh[64944]: 14-06 20:45:33|  8  21  69   0   0|5178M  225M  165M 2238M|4571B 1498B|  28k   64k|2.00  3.99 |5462  4067 |2.14 1.88 1.15|  0   0 305|   0     0 |           | 18  288    0   40    0
Jun 14 20:45:34 ubuntu dstat.sh[64944]: 14-06 20:45:34|  2   1  97   0   0|5172M  232M  165M 2238M|4411B 1511B|   0    92k|   0  9.00 |1079  1383 |2.14 1.88 1.15|1.0   0 6.0|   0     0 |           | 18  288    0   39    0
Jun 14 20:45:35 ubuntu dstat.sh[64944]: 14-06 20:45:35| 22   4  73   0   0|5193M  210M  165M 2238M|4132B 1080B|   0    76k|   0  2.00 |2015  1591 |2.14 1.88 1.15|1.0   0 3.0|   0     0 |           | 18  288    0   39    0
Jun 14 20:45:36 ubuntu dstat.sh[64944]: 14-06 20:45:36| 17   2  79   0   0|5211M  192M  165M 2238M|  12k 9224B|   0   108k|   0  12.0 |2328  2232 |2.05 1.86 1.15|1.0   0 2.0|   0     0 |           | 18  289    0   39    0
Jun 14 20:45:37 ubuntu dstat.sh[64944]: 14-06 20:45:37| 15  12  70   0   0|5132M  272M  165M 2238M|7000B 2345B| 104k  351k|7.98  30.9 |4229  3439 |2.05 1.86 1.15|1.0   0 130|   0     0 |           | 18  292    0   40    0
Jun 14 20:45:38 ubuntu dstat.sh[64944]: 14-06 20:45:38| 15  17  67   0   0|5134M  269M  165M 2239M|5895B 1624B|   0   493k|   0  49.1 |5212  4143 |2.05 1.86 1.15|1.0   0 165|   0     0 |           | 18  296    0   40    0
Jun 14 20:45:39 ubuntu dstat.sh[64944]: 14-06 20:45:39| 11  17  70   0   0|5133M  270M  165M 2239M|5385B 1566B|   0   144k|   0  10.0 |4835  3356 |2.05 1.86 1.15|1.0   0 170|   0     0 |           | 18  296    0   39    0
Jun 14 20:45:40 ubuntu dstat.sh[64944]: 14-06 20:45:40| 15  12  71   0   0|5163M  240M  165M 2239M|4733B 1618B|4090B  300k|1.00  21.0 |3768  2852 |2.05 1.86 1.15|2.0   0 136|   0     0 |           | 18  296    0   39    0
Jun 14 20:45:41 ubuntu dstat.sh[64944]: 14-06 20:45:41| 23   4  73   0   0|5234M  168M  165M 2239M|4500B 1516B|   0    12k|   0  2.01 |2105  1821 |1.96 1.85 1.15|1.0   0 1.0|   0     0 |           | 18  296    0   39    0
Jun 14 20:45:42 ubuntu dstat.sh[64944]: 14-06 20:45:42| 24   3  72   0   0|5276M  126M  165M 2239M|4324B 1404B| 388k  260k|12.0  30.0 |2507  2417 |1.96 1.85 1.15|3.0   0 4.0|   0     0 |           | 18  300    0   39    0
Jun 14 20:45:43 ubuntu dstat.sh[64944]: 14-06 20:45:43| 24   3  72   0   0|5252M  150M  165M 2239M|3154B  594B|  24k  380k|4.00  23.0 |2154  1773 |1.96 1.85 1.15|1.0   0 8.0|   0     0 |           | 18  296    0   39    0
Jun 14 20:45:44 ubuntu dstat.sh[64944]: 14-06 20:45:44| 22   4  72   0   0|5296M  126M  165M 2220M|4646B 1559B|   0    96k|   0  6.97 |2074  1692 |1.96 1.85 1.15|1.0   0 1.0|   0     0 |           | 18  296    0   39    0
Jun 14 20:45:45 ubuntu dstat.sh[64944]: 14-06 20:45:45| 14   4  81   1   0|5304M  139M  165M 2200M|  12k   10k|   0  5947k|   0   756 |2575  2037 |1.96 1.85 1.15|  0   0 2.0|   0     0 |           | 18  299    0   40    0
Jun 14 20:45:46 ubuntu dstat.sh[64944]: 14-06 20:45:46| 19   2  78   0   0|5307M  136M  165M 2200M|  15k   11k|   0  3345k|   0   126 |2468  2424 |1.89 1.84 1.14|3.0   0 1.0|   0     0 |           | 18  302    0   41    0
Jun 14 20:45:47 ubuntu dstat.sh[64944]: 14-06 20:45:47| 22   5  71   0   0|5234M  209M  165M 2200M|4864B 1509B|  32k  311k|1.00  39.9 |2449  2166 |1.89 1.84 1.14|2.0   0  15|   0     0 |           | 18  296    0   41    0
Jun 14 20:45:48 ubuntu dstat.sh[64944]: 14-06 20:45:48| 25   3  71   0   0|5234M  209M  165M 2200M|4911B 1568B|   0   240k|   0  21.0 |2233  1849 |1.89 1.84 1.14|1.0   0   0|   0     0 |           | 18  296    0   41    0
Jun 14 20:45:49 ubuntu dstat.sh[64944]: 14-06 20:45:49| 12  16  70   0   0|5182M  260M  165M 2200M|4301B 1515B| 393k  453k|5.01  15.0 |4233  3078 |1.89 1.84 1.14|1.0   0 189|   0     0 |           | 18  296    0   41    0
