Feb 13 09:28:21 np0000000052 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 13 09:28:21 np0000000052 dstat.sh[59573]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 13 09:28:21 np0000000052 dstat.sh[59573]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 13 09:31:48 np0000000052 dstat.sh[59573]: 13-02 09:31:48| 20   6  73   0   0|1491M  851M  174M 5224M|4561B 1620B|   0     0 |   0     0 |2095  1400 |2.28 1.59 0.86|1.0   0  28|   0     0 |           | 11   32    0   22    0
Feb 13 09:31:49 np0000000052 dstat.sh[59573]: 13-02 09:31:49| 23   3  74   0   0|1531M  811M  174M 5224M|4079B 1620B|   0    36k|   0  4.00 |1749  1205 |2.28 1.59 0.86|1.0   0 2.0|   0     0 |           | 11   32    0   22    0
Feb 13 09:31:50 np0000000052 dstat.sh[59573]: 13-02 09:31:50| 19  16  64   0   0|1384M  959M  174M 5224M|4214B 1626B|   0   670k|   0  52.2 |4691  4193 |2.28 1.59 0.86|2.0   0 443|   0     0 |           | 11   32    0   22    0
Feb 13 09:31:51 np0000000052 dstat.sh[59573]: 13-02 09:31:51| 11  34  53   0   0|1386M  957M  174M 5224M|4129B 1616B|   0   283k|   0  27.9 |7334  6503 |2.28 1.59 0.86|1.0   0 909|   0     0 |           | 11   32    0   22    0
Feb 13 09:31:52 np0000000052 dstat.sh[59573]: 13-02 09:31:52|  8  22  68   0   0|1380M  962M  174M 5224M|4645B 1623B|   0   104k|   0  10.0 |5391  3595 |2.18 1.58 0.86|1.0   0 365|   0     0 |           | 11   32    0   22    0
Feb 13 09:31:53 np0000000052 dstat.sh[59573]: 13-02 09:31:53|  8  20  70   0   0|1375M  968M  174M 5224M|4268B 1455B|   0  4087B|   0  1.00 |5105  3401 |2.18 1.58 0.86|3.0   0 282|   0     0 |           | 11   32    0   22    0
Feb 13 09:31:54 np0000000052 dstat.sh[59573]: 13-02 09:31:54|  9  21  67   0   0|1372M  970M  174M 5224M|4925B 1622B|   0   324k|   0  46.0 |5225  3483 |2.18 1.58 0.86|1.0   0 277|   0     0 |           | 11   32    0   22    0
Feb 13 09:31:55 np0000000052 dstat.sh[59573]: 13-02 09:31:55| 11  21  66   0   0|1365M  977M  174M 5225M|4866B 1622B|   0   108k|   0  7.01 |6181  5856 |2.18 1.58 0.86|2.0   0 283|   0     0 |           | 11   32    0   22    0
Feb 13 09:31:56 np0000000052 dstat.sh[59573]: 13-02 09:31:56| 28  15  56   0   0|1396M  947M  174M 5225M|5559B 1614B|   0  4081B|   0  1.00 |5341  5918 |2.18 1.58 0.86|2.0   0 193|   0     0 |           | 11   33    0   22    0
Feb 13 09:31:57 np0000000052 dstat.sh[59573]: 13-02 09:31:57| 42   9  49   0   0|1499M  843M  174M 5225M|6080B 1621B|   0  1493k|   0   220 |2932  1516 |2.49 1.65 0.89|2.0   0   0|   0     0 |           | 11   33    0   22    0
Feb 13 09:31:58 np0000000052 dstat.sh[59573]: 13-02 09:31:58| 45   7  48   0   0|1581M  761M  174M 5225M|5842B 1626B| 104k  642k|1.00  30.1 |3688  3007 |2.49 1.65 0.89|3.0   0  18|   0     0 |           | 11   49    0   22    0
Feb 13 09:31:59 np0000000052 dstat.sh[59573]: 13-02 09:31:59| 42  10  47   0   0|1622M  716M  174M 5229M|5623B 1710B|   0   331k|   0  13.0 |5525  9835 |2.49 1.65 0.89|1.0   0 106|   0     0 |           | 11   48    0   22    0
Feb 13 09:32:00 np0000000052 dstat.sh[59573]: 13-02 09:32:00| 11  21  66   0   0|1626M  711M  174M 5230M|4497B 1462B|   0   361k|   0  26.1 |6031  6135 |2.49 1.65 0.89|1.0   0 300|   0     0 |           | 11   48    0   22    0
Feb 13 09:32:01 np0000000052 dstat.sh[59573]: 13-02 09:32:01| 13   9  77   0   0|1615M  723M  174M 5229M|4664B 1615B|   0  1722k|   0  16.9 |3702  4696 |2.49 1.65 0.89|  0   0  91|   0     0 |           | 11   48    0   22    0
Feb 13 09:32:02 np0000000052 dstat.sh[59573]: 13-02 09:32:02|  1   1  98   0   0|1615M  723M  174M 5229M|5057B 1620B|   0    36k|   0  4.00 | 758  1011 |2.37 1.64 0.89|1.0   0 3.0|   0     0 |           | 11   48    0   22    0
Feb 13 09:32:03 np0000000052 dstat.sh[59573]: 13-02 09:32:03|  0   1  97   0   0|1615M  723M  174M 5229M|4680B 1620B|   0  8191B|   0  2.00 | 816  1029 |2.37 1.64 0.89|  0   0 3.0|   0     0 |           | 11   48    0   22    0
Feb 13 09:32:04 np0000000052 dstat.sh[59573]: 13-02 09:32:04|  0   1  98   0   0|1615M  723M  174M 5229M|4740B 1620B|   0   432k|   0  3.00 | 681   949 |2.37 1.64 0.89|  0   0 1.0|   0     0 |           | 11   48    0   22    0
Feb 13 09:32:05 np0000000052 dstat.sh[59573]: 13-02 09:32:05|  3   3  93   0   0|1608M  730M  174M 5229M|4574B 1625B|   0     0 |   0     0 |1642  1713 |2.37 1.64 0.89|  0   0  51|   0     0 |           | 11   48    0   22    0
Feb 13 09:32:06 np0000000052 dstat.sh[59573]: 13-02 09:32:06| 19  15  65   0   0|1602M  735M  174M 5229M|5293B 1621B|   0     0 |   0     0 |6042  8314 |2.37 1.64 0.89|1.0   0 282|   0     0 |           | 11   48    0   22    0
Feb 13 09:32:07 np0000000052 dstat.sh[59573]: 13-02 09:32:07| 10  16  72   0   0|1640M  697M  174M 5229M|5520B 2049B|   0   108k|   0  3.00 |5196  4800 |2.26 1.63 0.89|2.0   0 333|   0     0 |           | 12   48    0   16    0
Feb 13 09:32:08 np0000000052 dstat.sh[59573]: 13-02 09:32:08| 24  16  58   0   0|1656M  681M  174M 5229M|4385B 1454B|   0   275k|   0  28.9 |7596    17k|2.26 1.63 0.89|  0   0 297|   0     0 |           | 12   64    0   17    0
Feb 13 09:32:09 np0000000052 dstat.sh[59573]: 13-02 09:32:09|  5   7  86   0   0|1651M  686M  174M 5229M|4919B 1620B|   0  2532k|   0  29.0 |2516  2559 |2.26 1.63 0.89|1.0   0 156|   0     0 |           | 12   64    0   17    0
Feb 13 09:32:10 np0000000052 dstat.sh[59573]: 13-02 09:32:10| 17  16  66   0   0|1664M  673M  174M 5229M|4923B 1621B|   0   588k|   0  31.0 |6327  8017 |2.26 1.63 0.89|1.0   0 243|   0     0 |           | 14   64    0   17    0
Feb 13 09:32:11 np0000000052 dstat.sh[59573]: 13-02 09:32:11|  9  19  72   0   0|1653M  685M  174M 5229M|4564B 1621B|   0   104k|   0  11.0 |5692  4614 |2.26 1.63 0.89|1.0   0 379|   0     0 |           | 14   66    0   15    0
Feb 13 09:32:12 np0000000052 dstat.sh[59573]: 13-02 09:32:12| 10  22  66   0   0|1655M  682M  174M 5230M|4935B 1661B|   0    48k|   0  12.0 |6366  5880 |2.40 1.67 0.90|9.0   0 421|   0     0 |           | 14   66    0   15    0
Feb 13 09:32:13 np0000000052 dstat.sh[59573]: 13-02 09:32:13| 24  16  59   0   0|1647M  690M  174M 5230M|4751B 1750B|   0  5288k|   0   384 |5916  6397 |2.40 1.67 0.90|2.0   0 301|   0     0 |           | 14   66    0   15    0
Feb 13 09:32:14 np0000000052 dstat.sh[59573]: 13-02 09:32:14| 30  24  45   0   0|1710M  627M  174M 5230M|4973B 1704B|   0   340k|   0  7.00 |6866  5697 |2.40 1.67 0.90|3.0   0 622|   0     0 |           | 14   66    0   15    0
Feb 13 09:32:15 np0000000052 dstat.sh[59573]: 13-02 09:32:15| 28  26  44   0   0|1831M  505M  174M 5231M|5119B 1702B|8181B   36k|1.00  8.99 |7953  9153 |2.40 1.67 0.90|4.0   0 562|   0     0 |           | 14   70    0   16    0
Feb 13 09:32:16 np0000000052 dstat.sh[59573]: 13-02 09:32:16| 38  19  42   0   0|1914M  421M  174M 5231M|4580B 1501B|   0   556k|   0  12.0 |6045  6558 |2.40 1.67 0.90|2.0   0 275|   0     0 |           | 14   70    0   16    0
Feb 13 09:32:17 np0000000052 dstat.sh[59573]: 13-02 09:32:17| 65  25  10   0   0|2040M  295M  174M 5232M|4640B 1789B|   0    32k|   0  8.01 |5541  4992 |2.36 1.68 0.91|6.0   0 571|   0     0 |           | 14   70    0   16    0
Feb 13 09:32:18 np0000000052 dstat.sh[59573]: 13-02 09:32:18| 65  20  14   0   0|2157M  177M  174M 5233M|4550B 1706B|   0   267k|   0  16.0 |5722  9221 |2.36 1.68 0.91|4.0   0 301|   0     0 |           | 14   70    0   16    0
Feb 13 09:32:19 np0000000052 dstat.sh[59573]: 13-02 09:32:19| 71  26   2   0   0|2251M  148M  171M 5173M|4799B 1620B| 540k 9142k|80.0   586 |6448  7972 |2.36 1.68 0.91|4.0   0 496|   0     0 |           | 14   74    0   15    0
Feb 13 09:32:20 np0000000052 dstat.sh[59573]: 13-02 09:32:20| 73  21   4   2   0|2401M  135M  168M 5042M|4629B 1707B| 966k   10M| 101   828 |9984    14k|2.36 1.68 0.91|5.0   0 256|   0     0 |           | 14   74    0   15    0
Feb 13 09:32:21 np0000000052 dstat.sh[59573]: 13-02 09:32:21| 64  27   5   3   0|2506M  165M  167M 4912M|4683B 1663B| 556k   30M|28.0  2009 |  14k   26k|2.36 1.68 0.91|6.0   0 446|   0     0 |           | 14   76    0   15    0
Feb 13 09:32:22 np0000000052 dstat.sh[59573]: 13-02 09:32:22| 74  21   4   0   0|2593M  140M  167M 4851M|4096B 1662B|  76k 1548k|8.00  63.0 |9955    18k|3.54 1.93 1.00|7.0   0 274|   0     0 |           | 14   87    0   21    0
Feb 13 09:32:23 np0000000052 dstat.sh[59573]: 13-02 09:32:23| 57  25  17   0   0|2714M  161M  167M 4712M|4141B 1620B| 292k 1200k|12.0  74.0 |8286    11k|3.54 1.93 1.00|2.0   0 584|   0     0 |           | 14   93    0   24    0
Feb 13 09:32:24 np0000000052 dstat.sh[59573]: 13-02 09:32:24| 41  21  37   0   0|2785M  157M  167M 4647M|3842B 1494B| 135k 1231k|1.00  54.8 |7395    11k|3.54 1.93 1.00|4.0   0 355|   0     0 |           | 14   95    0   24    0
Feb 13 09:32:25 np0000000052 dstat.sh[59573]: 13-02 09:32:25| 62  16  20   0   0|2943M  128M  167M 4521M|4191B 1617B|  36k 1038k|2.99  52.9 |6277  8724 |3.54 1.93 1.00|3.0   0 140|   0     0 |           | 14   98    0   27    0
Feb 13 09:32:26 np0000000052 dstat.sh[59573]: 13-02 09:32:26| 27  14  57   1   0|2991M  144M  167M 4458M|4402B 1628B|8233B 5246k|2.01   286 |5039  4708 |3.54 1.93 1.00|1.0   0 132|   0     0 |           | 14  101    0   27    0
Feb 13 09:32:27 np0000000052 dstat.sh[59573]: 13-02 09:32:27|  8  20  70   0   0|3002M  133M  167M 4458M|4842B 1662B|4095B  128k|1.00  16.0 |4974  3516 |3.41 1.93 1.00|1.0   0 251|   0     0 |           | 14  101    0   24    0
Feb 13 09:32:28 np0000000052 dstat.sh[59573]: 13-02 09:32:28|  8  19  70   0   0|3010M  125M  167M 4458M|4579B 1707B|  84k   44k|4.99  3.99 |4959  3374 |3.41 1.93 1.00|2.0   0 259|   0     0 |           | 14  101    0   24    0
Feb 13 09:32:29 np0000000052 dstat.sh[59573]: 13-02 09:32:29|  8  19  71   0   0|3005M  130M  167M 4458M|4654B 1623B|   0     0 |   0     0 |4927  3380 |3.41 1.93 1.00|1.0   0 262|   0     0 |           | 14  101    0   24    0
Feb 13 09:32:30 np0000000052 dstat.sh[59573]: 13-02 09:32:30| 16  11  72   0   0|3046M  154M  167M 4394M|4757B 1617B|4089B    0 |1.00     0 |2741  2039 |3.41 1.93 1.00|1.0   0  89|   0     0 |           | 14  101    0   24    0
Feb 13 09:32:31 np0000000052 dstat.sh[59573]: 13-02 09:32:31| 18   2  78   0   0|3065M  135M  167M 4394M|  11k 7932B|  40k  204k|4.00  13.0 |2298  2347 |3.41 1.93 1.00|2.0 1.0 1.0|   0     0 |           | 14  107    0   24    0
Feb 13 09:32:32 np0000000052 dstat.sh[59573]: 13-02 09:32:32| 20   6  73   0   0|3084M  116M  167M 4394M|  21k   17k|   0   176k|   0  13.0 |2670  2166 |3.30 1.93 1.01|2.0   0  63|   0     0 |           | 14  105    0   23    0
Feb 13 09:32:33 np0000000052 dstat.sh[59573]: 13-02 09:32:33| 19   3  77   0   0|3108M  157M  167M 4331M|  11k 7268B|8190B  304k|2.00  34.0 |2287  2255 |3.30 1.93 1.01|1.0   0 2.0|   0     0 |           | 14  110    0   23    0
Feb 13 09:32:34 np0000000052 dstat.sh[59573]: 13-02 09:32:34| 22   4  72   1   0|3099M  165M  167M 4331M|6382B 2427B| 159k 3380k|8.95   282 |3887  5475 |3.30 1.93 1.01| 10   0 2.0|   0     0 |           | 14  116    0   23    0
Feb 13 09:32:35 np0000000052 dstat.sh[59573]: 13-02 09:32:35| 27   4  65   2   0|3106M  158M  167M 4332M|5475B 1630B| 632k   13M|24.2   790 |5237  6996 |3.30 1.93 1.01|4.0   0 4.0|   0     0 |           | 14  121    0   24    0
Feb 13 09:32:36 np0000000052 dstat.sh[59573]: 13-02 09:32:36| 29  11  58   0   0|3184M  143M  167M 4270M|6442B 2761B|8185B  879k|2.00  81.9 |4822  5238 |3.30 1.93 1.01|2.0   0 117|   0     0 |           | 14  126    0   18    0
Feb 13 09:32:37 np0000000052 dstat.sh[59573]: 13-02 09:32:37| 19   3  76   0   0|3212M  177M  167M 4210M|  11k 7327B|  64k  404k|4.00  31.0 |2221  1958 |3.12 1.92 1.01|1.0   0 1.0|   0     0 |           | 14  127    0   18    0
Feb 13 09:32:38 np0000000052 dstat.sh[59573]: 13-02 09:32:38| 20   3  75   0   0|3205M  184M  167M 4210M|7703B 4416B|  12k  736k|3.00  78.0 |2756  3200 |3.12 1.92 1.01|1.0   0 1.0|   0     0 |           | 14  127    0   18    0
Feb 13 09:32:39 np0000000052 dstat.sh[59573]: 13-02 09:32:39| 30  10  58   1   0|3174M  215M  167M 4210M|5922B 2721B|   0  1165k|   0   114 |5163  5829 |3.12 1.92 1.01|2.0   0  95|   0     0 |           | 14  128    0   19    0
Feb 13 09:32:40 np0000000052 dstat.sh[59573]: 13-02 09:32:40| 41   9  49   0   0|3294M  156M  167M 4150M|5369B 2371B| 184k  452k|1.00  27.0 |2885  1596 |3.12 1.92 1.01|3.0   0 5.0|   0     0 |           | 14  129    0   19    0
Feb 13 09:32:41 np0000000052 dstat.sh[59573]: 13-02 09:32:41| 21   5  74   1   0|3262M  188M  167M 4150M|  26k   23k|   0  1857k|   0   104 |2590  2209 |3.12 1.92 1.01|3.0   0  48|   0     0 |           | 14  128    0   21    0
Feb 13 09:32:42 np0000000052 dstat.sh[59573]: 13-02 09:32:42| 21   5  73   0   0|3307M  144M  167M 4150M|5639B 1614B|8163B  112k|1.99  13.0 |2012  1548 |2.95 1.90 1.01|1.0   0 7.0|   0     0 |           | 14  128    0   21    0
Feb 13 09:32:43 np0000000052 dstat.sh[59573]: 13-02 09:32:43| 16   5  79   0   0|3282M  169M  167M 4150M|  27k   24k|   0  4101B|   0  1.00 |2307  1802 |2.95 1.90 1.01|1.0   0  51|   0     0 |           | 14  128    0   22    0
Feb 13 09:32:44 np0000000052 dstat.sh[59573]: 13-02 09:32:44| 19   4  75   0   0|3316M  134M  167M 4150M|6690B 3578B|   0    44k|   0  3.99 |1696  1134 |2.95 1.90 1.01|  0   0   0|   0     0 |           | 14  129    0   22    0
Feb 13 09:32:45 np0000000052 dstat.sh[59573]: 13-02 09:32:45| 19   3  76   1   0|3318M  133M  167M 4150M|  10k 7322B|  20k 1758k|5.00   146 |3034  3615 |2.95 1.90 1.01|1.0   0   0|   0     0 |           | 14  128    0   23    0
Feb 13 09:32:46 np0000000052 dstat.sh[59573]: 13-02 09:32:46| 24   8  65   0   0|3352M  159M  167M 4090M|4560B 1662B|   0   456k|   0  37.0 |6118    10k|2.95 1.90 1.01|1.0   0 113|   0     0 |           | 14  136    0   26    0
Feb 13 09:32:47 np0000000052 dstat.sh[59573]: 13-02 09:32:47| 16   4  79   0   0|3295M  217M  167M 4090M|  27k   23k|   0   176k|   0  11.0 |2311  1800 |2.79 1.89 1.01|3.0   0  41|   0     0 |           | 14  136    0   27    0
Feb 13 09:32:48 np0000000052 dstat.sh[59573]: 13-02 09:32:48| 21   4  73   0   0|3362M  150M  167M 4090M|5136B 2227B|   0   140k|   0  9.98 |1932  1471 |2.79 1.89 1.01|  0   0  14|   0     0 |           | 14  137    0   27    0
Feb 13 09:32:49 np0000000052 dstat.sh[59573]: 13-02 09:32:49| 16   3  77   2   0|3356M  155M  167M 4090M|  11k 7667B|8202B 3436k|2.00   310 |4218  6147 |2.79 1.89 1.01|1.0   0 1.0|   0     0 |           | 14  138    0   28    0
Feb 13 09:32:50 np0000000052 dstat.sh[59573]: 13-02 09:32:50| 24   8  66   2   0|3351M  161M  167M 4091M|5736B 2863B|  16k   13M|1.00   922 |6665  9384 |2.79 1.89 1.01|1.0   0  53|   0     0 |           | 14  139    0   30    0
Feb 13 09:32:51 np0000000052 dstat.sh[59573]: 13-02 09:32:51| 18   3  78   0   0|3396M  124M  167M 4082M|  10k 7379B|   0   467k|   0  27.9 |1813  1363 |2.79 1.89 1.01|4.0   0   0|   0     0 |           | 14  140    0   30    0
Feb 13 09:32:52 np0000000052 dstat.sh[59573]: 13-02 09:32:52| 19   3  76   0   0|3378M  194M  167M 4032M|9109B 6068B|8190B 2539k|2.00   149 |3153  3704 |2.65 1.87 1.01|1.0   0 1.0|   0     0 |           | 14  140    0   30    0
Feb 13 09:32:53 np0000000052 dstat.sh[59573]: 13-02 09:32:53| 27   6  66   1   0|3373M  198M  167M 4032M|4274B 1625B|   0   971k|   0   110 |7508    12k|2.65 1.87 1.01|2.0   0 1.0|   0     0 |           | 14  140    0   30    0
Feb 13 09:32:54 np0000000052 dstat.sh[59573]: 13-02 09:32:54| 29   9  59   0   0|3334M  237M  167M 4032M|5971B 2478B|   0   821k|   0  84.7 |6245  8584 |2.65 1.87 1.01|1.0   0  69|   0     0 |           | 14  141    0   31    0
Feb 13 09:32:55 np0000000052 dstat.sh[59573]: 13-02 09:32:55| 19   2  77   0   0|3367M  204M  167M 4032M|  10k 7168B|   0  1424k|   0  27.0 |1800  1413 |2.65 1.87 1.01|2.0   0   0|   0     0 |           | 14  142    0   31    0
Feb 13 09:32:56 np0000000052 dstat.sh[59573]: 13-02 09:32:56| 16  10  73   1   0|3347M  225M  167M 4032M|9415B 5544B|   0  1160k|   0   130 |4672  5245 |2.65 1.87 1.01|2.0   0 143|   0     0 |           | 14  143    0   32    0
Feb 13 09:32:57 np0000000052 dstat.sh[59573]: 13-02 09:32:57| 22   5  73   0   0|3360M  212M  167M 4032M|6280B 1857B|   0   443k|   0  25.9 |1989  1394 |2.51 1.86 1.01|  0   0 5.0|   0     0 |           | 14  143    1   32    0
Feb 13 09:32:58 np0000000052 dstat.sh[59573]: 13-02 09:32:58| 14   2  82   0   0|3361M  211M  167M 4032M|  17k   13k|   0   468k|   0  29.0 |2240  2253 |2.51 1.86 1.01|1.0   0   0|   0     0 |           | 14  144    0   32    0
Feb 13 09:32:59 np0000000052 dstat.sh[59573]: 13-02 09:32:59| 26   7  65   1   0|3359M  212M  167M 4032M|5697B 1714B|   0  1468k|   0   156 |6485  9340 |2.51 1.86 1.01|1.0   0   0|   0     0 |           | 14  144    0   32    0
Feb 13 09:33:00 np0000000052 dstat.sh[59573]: 13-02 09:33:00| 36  11  51   0   0|3313M  258M  167M 4032M|6462B 3221B|  32k 1605k|2.01   135 |  13k   22k|2.51 1.86 1.01|6.0   0 118|   0     0 |           | 14  143    0   33    0
Feb 13 09:33:01 np0000000052 dstat.sh[59573]: 13-02 09:33:01| 27  12  60   1   0|3365M  206M  167M 4033M|5682B 2217B|  16k 1530k|1.00   127 |6009  7539 |2.51 1.86 1.01|1.0   0 170|   0     0 |           | 14  143    0   33    0
Feb 13 09:33:02 np0000000052 dstat.sh[59573]: 13-02 09:33:02| 19   3  77   0   0|3381M  190M  167M 4033M|  11k 8415B|   0   492k|   0  26.0 |2140  1738 |2.39 1.84 1.01|2.0   0   0|   0     0 |           | 14  144    0   33    0
Feb 13 09:33:03 np0000000052 dstat.sh[59573]: 13-02 09:33:03| 13  15  70   0   0|3361M  210M  167M 4033M|5629B 2367B|   0    36k|   0  1.00 |4573  3317 |2.39 1.84 1.01|2.0   0 233|   0     0 |           | 14  143    0   34    0
Feb 13 09:33:04 np0000000052 dstat.sh[59573]: 13-02 09:33:04|  9  21  68   0   0|3351M  219M  167M 4033M|4881B 1618B|   0    24k|   0  5.99 |5046  3431 |2.39 1.84 1.01|1.0   0 265|   0     0 |           | 14  143    0   34    0
Feb 13 09:33:05 np0000000052 dstat.sh[59573]: 13-02 09:33:05| 15  19  64   0   0|3341M  229M  167M 4033M|4639B 1623B|   0  2929k|   0   160 |6984  8359 |2.39 1.84 1.01|6.0   0 263|   0     0 |           | 14  143    0   34    0
Feb 13 09:33:06 np0000000052 dstat.sh[59573]: 13-02 09:33:06| 27  19  52   0   0|3382M  189M  167M 4033M|4858B 1689B|4095B  188k|1.00  13.0 |5085  3882 |2.39 1.84 1.01|2.0   0 244|   0     0 |           | 14  143    0   34    0
Feb 13 09:33:07 np0000000052 dstat.sh[59573]: 13-02 09:33:07| 31  24  43   0   0|3411M  159M  167M 4033M|4878B 1620B| 108k  828k|7.00  59.0 |6639  5992 |2.36 1.85 1.01|2.0   0 382|   0     0 |           | 14  149    0   34    0
Feb 13 09:33:08 np0000000052 dstat.sh[59573]: 13-02 09:33:08| 21  21  56   0   0|3403M  167M  167M 4034M|4464B 1618B|  24k  368k|2.00  25.0 |7148    14k|2.36 1.85 1.01|2.0   0 269|   0     0 |           | 14  149    0   34    0
Feb 13 09:33:09 np0000000052 dstat.sh[59573]: 13-02 09:33:09| 46  27  25   1   0|3499M  183M  167M 3924M|5323B 1615B|  92k 3816k|4.98   228 |  11k   17k|2.36 1.85 1.01|3.0   0 421|   0     0 |           | 16  155    0   34    0
Feb 13 09:33:10 np0000000052 dstat.sh[59573]: 13-02 09:33:10| 51  29  20   0   0|3616M  152M  166M 3840M|4639B 1627B|  28k  860k|3.01   113 |6040  4543 |2.36 1.85 1.01|3.0   0 405|   0     0 |           | 16  155    0   34    0
Feb 13 09:33:11 np0000000052 dstat.sh[59573]: 13-02 09:33:11| 44  20  35   0   0|3655M  160M  166M 3794M|4454B 1547B|  32k 1563k|3.00  69.9 |7441    14k|2.36 1.85 1.01|2.0   0 240|   0     0 |           | 16  171    0   33    0
Feb 13 09:33:12 np0000000052 dstat.sh[59573]: 13-02 09:33:12| 35  24  39   0   0|3731M  137M  166M 3741M|4627B 1617B|4087B   88k|1.00  5.99 |6297  4493 |2.33 1.85 1.02|3.0   0 398|   0     0 |           | 16  171    0   33    2
Feb 13 09:33:13 np0000000052 dstat.sh[59573]: 13-02 09:33:13| 22  25  51   0   0|3759M  151M  166M 3699M|5156B 1619B|8185B  324k|2.00  17.0 |5936  4685 |2.33 1.85 1.02|4.0   0 406|   0     0 |           | 17  171    0   33    2
Feb 13 09:33:14 np0000000052 dstat.sh[59573]: 13-02 09:33:14| 12  22  64   0   0|3770M  140M  166M 3700M|5095B 1691B|4098B  460k|1.00  33.0 |6421  6341 |2.33 1.85 1.02|1.0   0 302|   0     0 |           | 17  171    0   33    2
Feb 13 09:33:15 np0000000052 dstat.sh[59573]: 13-02 09:33:15| 24  18  58   0   0|3784M  178M  166M 3649M|4783B 1626B|   0    68k|   0  4.01 |5505  5797 |2.33 1.85 1.02|2.0   0 210|   0     0 |           | 17  171    0   33    2
Feb 13 09:33:16 np0000000052 dstat.sh[59573]: 13-02 09:33:16| 28  25  45   0   0|3845M  169M  166M 3598M|5008B 1620B|   0    72k|   0  8.00 |5973  4540 |2.33 1.85 1.02|3.0   0 373|   0     0 |           | 17  171    0   33    2
Feb 13 09:33:17 np0000000052 dstat.sh[59573]: 13-02 09:33:17| 37  23  39   0   0|3936M  153M  166M 3525M|4861B 1615B| 148k  813k|5.98  48.8 |9384    14k|2.47 1.89 1.03|1.0   0 291|   0     0 |           | 17  187    0   31    0
Feb 13 09:33:18 np0000000052 dstat.sh[59573]: 13-02 09:33:18| 27  22  50   0   0|3993M  125M  166M 3496M|4570B 1624B|   0   152k|   0  24.1 |6352  5874 |2.47 1.89 1.03|3.0   0 492|   0     0 |           | 17  191    0   31    0
Feb 13 09:33:19 np0000000052 dstat.sh[59573]: 13-02 09:33:19| 30  26  43   0   0|4066M  143M  166M 3408M|4393B 1456B|  20k  531k|2.00  38.0 |7335  7057 |2.47 1.89 1.03|6.0   0 649|   0     0 |           | 17  195    0   31    0
Feb 13 09:33:20 np0000000052 dstat.sh[59573]: 13-02 09:33:20| 14  22  62   1   0|4088M  119M  166M 3409M|4617B 1619B|  12k  708k|3.00  38.0 |7387  8076 |2.47 1.89 1.03|1.0   0 325|   0     0 |           | 17  197    0   31    0
Feb 13 09:33:21 np0000000052 dstat.sh[59573]: 13-02 09:33:21| 18  17  61   0   0|4090M  146M  166M 3381M|4434B 1708B|  12k   15M|3.00   883 |7130  8927 |2.47 1.89 1.03|1.0   0 237|   0     0 |           | 17  213    0   31    0
Feb 13 09:33:22 np0000000052 dstat.sh[59573]: 13-02 09:33:22| 39  16  44   0   0|4199M  170M  166M 3251M|4580B 1621B| 556k  532k|12.0  48.0 |4817  4044 |2.35 1.87 1.03|2.0   0 119|   0     0 |           | 17  213    0   31    0
Feb 13 09:33:23 np0000000052 dstat.sh[59573]: 13-02 09:33:23| 44   8  46   0   0|4288M  161M  166M 3172M|4440B 1620B| 180k  240k|7.00  21.0 |3432  2239 |2.35 1.87 1.03|2.0   0 3.0|   0     0 |           | 17  213    0   31    0
Feb 13 09:33:24 np0000000052 dstat.sh[59573]: 13-02 09:33:24| 35   7  57   0   0|4225M  262M  166M 3135M|4444B 1621B|  32k  312k|3.00  28.0 |3634  3017 |2.35 1.87 1.03|2.0   0  53|   0     0 |           | 17  220    0   31    0
Feb 13 09:33:25 np0000000052 dstat.sh[59573]: 13-02 09:33:25| 34  27  37   1   0|4308M  178M  166M 3136M|4148B 1623B| 925k  437k|10.0  29.0 |7363  9101 |2.35 1.87 1.03|3.0   0 449|   0     0 |           | 17  221    0   22    0
Feb 13 09:33:26 np0000000052 dstat.sh[59573]: 13-02 09:33:26| 32  29  38   0   0|4321M  162M  166M 3138M|  12k 9477B|1137k  274k|19.9  18.9 |7034  7131 |2.35 1.87 1.03|2.0   0 490|   0     0 |           | 17  226    0   22    0
Feb 13 09:33:27 np0000000052 dstat.sh[59573]: 13-02 09:33:27| 50  21  27   0   0|4361M  121M  166M 3140M|5317B 2220B|  16k 1122k|1.00  28.0 |6683  9190 |2.40 1.89 1.04|6.0   0 220|   0     0 |           | 17  233    0   23    0
Feb 13 09:33:28 np0000000052 dstat.sh[59573]: 13-02 09:33:28| 67  18  15   0   0|4466M  139M  166M 3020M|  11k 7901B|1221k 5064k|24.2   592 |5396  4092 |2.40 1.89 1.04|5.0   0 101|   0     0 |           | 17  235    0   23    0
Feb 13 09:33:29 np0000000052 dstat.sh[59573]: 13-02 09:33:29| 60  13  22   5   0|4496M  177M  166M 2954M|9637B 6427B|6620k 2680k| 466   142 |6398  6897 |2.40 1.89 1.04|5.0   0  32|   0     0 |           | 17  242    0   21    0
