Jun 17 12:17:52 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 17 12:17:52 ubuntu dstat.sh[64838]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 17 12:17:52 ubuntu dstat.sh[64838]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 17 12:22:05 ubuntu dstat.sh[64838]: 17-06 12:22:05| 22  15  60   0   0|1634M  432M  180M 5480M|4795B 1618B|   0  3261k|   0   230 |5734  8151 |1.49 1.43 0.85|1.0   0 179|   0     0 |           | 11   48    0   22    0
Jun 17 12:22:06 ubuntu dstat.sh[64838]: 17-06 12:22:06| 17  19  64   0   0|1640M  426M  180M 5480M|4998B 1620B|   0   120k|   0  6.00 |6500  7502 |1.49 1.43 0.85|1.0   0 284|   0     0 |           | 11   48    0   22    0
Jun 17 12:22:07 ubuntu dstat.sh[64838]: 17-06 12:22:07|  6   3  89   0   0|1632M  434M  180M 5480M|4470B 1511B|   0   104k|   0  11.0 |1766  1930 |1.49 1.43 0.85|  0   0  28|   0     0 |           | 11   48    0   22    0
Jun 17 12:22:08 ubuntu dstat.sh[64838]: 17-06 12:22:08|  1   1  98   0   0|1632M  434M  180M 5480M|3334B  811B|   0    40k|   0  5.01 | 796  1117 |1.49 1.43 0.85|  0   0 4.0|   0     0 |           | 11   48    0   22    0
Jun 17 12:22:09 ubuntu dstat.sh[64838]: 17-06 12:22:09|  0   1  98   0   0|1632M  434M  180M 5480M|3998B 1296B|   0   796k|   0  4.00 | 799  1055 |1.49 1.43 0.85|1.0   0 3.0|   0     0 |           | 11   48    0   15    0
Jun 17 12:22:10 ubuntu dstat.sh[64838]: 17-06 12:22:10|  1   0  98   0   0|1632M  434M  180M 5480M|3564B 1243B|   0  4098B|   0  1.00 | 686   969 |1.37 1.40 0.85|1.0   0 1.0|   0     0 |           | 11   48    0   15    0
Jun 17 12:22:11 ubuntu dstat.sh[64838]: 17-06 12:22:11|  6   8  84   0   0|1609M  457M  180M 5480M|3215B  799B|   0  2602k|   0  19.0 |2935  2517 |1.37 1.40 0.85|2.0   0 117|   0     0 |           | 11   48    0   15    0
Jun 17 12:22:12 ubuntu dstat.sh[64838]: 17-06 12:22:12| 18  16  64   0   0|1629M  437M  180M 5480M|4514B 1457B|   0  4093B|   0  1.00 |5633  7246 |1.37 1.40 0.85|1.0   0 224|   0     0 |           | 11   48    0   15    0
Jun 17 12:22:13 ubuntu dstat.sh[64838]: 17-06 12:22:13| 10  19  69   0   0|1684M  382M  180M 5480M|4682B 1621B|   0   180k|   0  3.00 |4995  4067 |1.37 1.40 0.85|1.0   0 280|   0     0 |           | 12   48    0   14    0
Jun 17 12:22:14 ubuntu dstat.sh[64838]: 17-06 12:22:14| 28  17  53   0   0|1677M  388M  180M 5480M|4915B 1689B|   0   267k|   0  28.9 |6049  7725 |1.37 1.40 0.85|5.0   0 236|   0     0 |           | 12   64    0   14    0
Jun 17 12:22:15 ubuntu dstat.sh[64838]: 17-06 12:22:15|  7  10  81   0   0|1684M  382M  180M 5480M|4742B 1571B|   0   674k|   0  38.1 |3274  3556 |1.26 1.38 0.84|  0   0 187|   0     0 |           | 12   64    0   14    0
Jun 17 12:22:16 ubuntu dstat.sh[64838]: 17-06 12:22:16| 12  16  70   0   0|1681M  384M  180M 5481M|5031B 1513B|   0   456k|   0  10.0 |5229  5389 |1.26 1.38 0.84|2.0   0 203|   0     0 |           | 14   64    0   14    0
Jun 17 12:22:17 ubuntu dstat.sh[64838]: 17-06 12:22:17| 15  16  68   0   0|1675M  390M  180M 5480M|5108B 1455B|   0    20k|   0  4.99 |5284  5411 |1.26 1.38 0.84|1.0   0 199|   0     0 |           | 14   66    0   14    0
Jun 17 12:22:18 ubuntu dstat.sh[64838]: 17-06 12:22:18|  8  21  69   0   0|1672M  393M  180M 5480M|5423B 1666B|   0   730k|   0  8.02 |5146  3577 |1.26 1.38 0.84|1.0   0 295|   0     0 |           | 14   66    0   14    0
Jun 17 12:22:19 ubuntu dstat.sh[64838]: 17-06 12:22:19|  9  21  68   0   0|1652M  414M  180M 5480M|5986B 1700B|   0    24k|   0  5.99 |5094  3362 |1.26 1.38 0.84|2.0   0 255|   0     0 |           | 14   66    0   14    0
Jun 17 12:22:20 ubuntu dstat.sh[64838]: 17-06 12:22:20| 18  17  64   0   0|1650M  416M  180M 5480M|4984B 1621B|   0    28k|   0  5.00 |5897  6882 |1.40 1.41 0.86|2.0   0 180|   0     0 |           | 14   66    0   14    0
Jun 17 12:22:21 ubuntu dstat.sh[64838]: 17-06 12:22:21| 29  25  45   0   0|1698M  367M  180M 5481M|5340B 1615B|   0   714k|   0  8.97 |5955  4325 |1.40 1.41 0.86|2.0   0 382|   0     0 |           | 14   66    0   14    0
Jun 17 12:22:22 ubuntu dstat.sh[64838]: 17-06 12:22:22| 29  25  45   0   0|1764M  301M  180M 5481M|4951B 1461B|   0   265k|   0  3.01 |5948  4113 |1.40 1.41 0.86|2.0   0 413|   0     0 |           | 14   66    0   13    0
Jun 17 12:22:23 ubuntu dstat.sh[64838]: 17-06 12:22:23| 28  26  44   0   0|1851M  213M  180M 5482M|4796B 1619B|   0    52k|   0  9.99 |6578  8089 |1.40 1.41 0.86|2.0   0 441|   0     0 |           | 14   70    0   15    0
Jun 17 12:22:24 ubuntu dstat.sh[64838]: 17-06 12:22:24| 33  23  42   0   0|1892M  172M  180M 5482M|4849B 1713B|   0    28k|   0  7.01 |6393  5511 |1.40 1.41 0.86|2.0   0 342|   0     0 |           | 14   70    0   15    0
Jun 17 12:22:25 ubuntu dstat.sh[64838]: 17-06 12:22:25| 50  22  28   0   0|1928M  150M  175M 5472M|5183B 1942B|  36k 7173k|4.01   430 |5978  5722 |1.61 1.45 0.87|3.0   0 309|   0     0 |           | 14   70    1   15    0
Jun 17 12:22:26 ubuntu dstat.sh[64838]: 17-06 12:22:26| 51  29  18   0   0|2020M  171M  170M 5368M|4825B 1529B| 228k  950k|6.99  20.0 |6568  6422 |1.61 1.45 0.87|3.0   0 431|   0     0 |           | 14   70    1   15    0
Jun 17 12:22:27 ubuntu dstat.sh[64838]: 17-06 12:22:27| 66  21  12   0   0|2104M  152M  166M 5308M|3943B  938B| 188k  244k|17.0  17.0 |6044  7169 |1.61 1.45 0.87|4.0   0 294|   0     0 |           | 14   70    1   15    0
Jun 17 12:22:28 ubuntu dstat.sh[64838]: 17-06 12:22:28| 70  27   2   1   0|2215M  137M  166M 5214M|3556B 1047B|1037k 1634k|85.1   107 |6109  7155 |1.61 1.45 0.87|4.0   0 425|   0     0 |           | 14   72    1   15    0
Jun 17 12:22:29 ubuntu dstat.sh[64838]: 17-06 12:22:29| 70  23   5   1   0|2383M  120M  166M 5067M|4472B 1242B|  24k   10M|4.00   898 |9626    14k|1.61 1.45 0.87|4.0 1.0 223|   0     0 |           | 14   74    1   15    0
Jun 17 12:22:30 ubuntu dstat.sh[64838]: 17-06 12:22:30| 65  27   4   3   0|2463M  153M  166M 4957M|4666B 1640B| 504k   30M|11.0  2040 |  13k   26k|1.96 1.53 0.90|4.0 1.0 429|   0     0 |           | 14   76    1   12    0
Jun 17 12:22:31 ubuntu dstat.sh[64838]: 17-06 12:22:31| 74  22   3   0   0|2553M  133M  166M 4888M|4431B 1587B| 840k 3593k|27.0   341 |9960    18k|1.96 1.53 0.90|8.0   0 227|   0     0 |           | 14   83    1   20    0
Jun 17 12:22:32 ubuntu dstat.sh[64838]: 17-06 12:22:32| 61  28  10   0   0|2655M  171M  166M 4751M|4497B 1619B|  36k 1039k|6.99  62.0 |6648  9189 |1.96 1.53 0.90|3.0   0 534|   0     0 |           | 14   91    1   25    0
Jun 17 12:22:33 ubuntu dstat.sh[64838]: 17-06 12:22:33| 39  27  33   0   0|2699M  194M  166M 4685M|4513B 1530B|   0  2857k|   0  59.9 |8132    12k|1.96 1.53 0.90| 10   0 421|   0     0 |           | 14   89    1   27    0
Jun 17 12:22:34 ubuntu dstat.sh[64838]: 17-06 12:22:34| 52  16  31   0   0|2773M  187M  166M 4620M|4721B 1605B|3118k  773k|34.1  41.1 |5557  5568 |1.96 1.53 0.90|5.0   0 198|   0     0 |           | 14   92    1   25    0
Jun 17 12:22:35 ubuntu dstat.sh[64838]: 17-06 12:22:35| 53   9  37   1   0|2905M  121M  166M 4556M|4892B 1561B|   0  4507k|   0   230 |4971  8047 |1.96 1.53 0.91|2.0   0 9.0|   0     0 |           | 14   94    1   28    0
Jun 17 12:22:36 ubuntu dstat.sh[64838]: 17-06 12:22:36| 16  18  64   0   0|2925M  169M  166M 4490M|5244B 1622B|8204B 1466k|2.00   101 |5525  5355 |1.96 1.53 0.91|1.0   0 228|   0     0 |           | 14   97    1   28    0
Jun 17 12:22:37 ubuntu dstat.sh[64838]: 17-06 12:22:37|  7  19  71   0   0|2930M  164M  166M 4490M|5162B 1694B|4096B   60k|1.00  8.00 |5391  3815 |1.96 1.53 0.91|2.0   0 301|   0     0 |           | 14   97    1   28    0
Jun 17 12:22:38 ubuntu dstat.sh[64838]: 17-06 12:22:38|  7  20  71   0   0|2932M  162M  166M 4490M|4738B 1619B|   0   104k|   0  11.0 |5250  3709 |1.96 1.53 0.91|1.0   0 275|   0     0 |           | 14   97    1   27    0
Jun 17 12:22:39 ubuntu dstat.sh[64838]: 17-06 12:22:39| 13  15  71   0   0|2961M  132M  166M 4490M|4386B 1622B|   0     0 |   0     0 |3953  2768 |1.96 1.53 0.91|2.0   0 188|   0     0 |           | 14   97    1   27    0
Jun 17 12:22:40 ubuntu dstat.sh[64838]: 17-06 12:22:40| 19   3  77   0   0|3003M  155M  166M 4427M|6698B 3843B|4096B   56k|1.00  1.00 |1898  1474 |1.88 1.52 0.91|2.0   0   0|   0     0 |           | 14   98    1   27    0
Jun 17 12:22:41 ubuntu dstat.sh[64838]: 17-06 12:22:41| 22   3  73   0   0|3006M  152M  166M 4427M|  26k   22k|  60k  352k|6.00  28.0 |2589  2480 |1.88 1.52 0.91|3.0   0 1.0|   0     0 |           | 14  101    1   29    0
Jun 17 12:22:42 ubuntu dstat.sh[64838]: 17-06 12:22:42| 20   8  71   0   0|3005M  153M  166M 4427M|3850B 1455B|4088B   96k|1.00  13.0 |2686  1908 |1.88 1.52 0.91|2.0   0  64|   0     0 |           | 14  103    1   23    0
Jun 17 12:22:43 ubuntu dstat.sh[64838]: 17-06 12:22:43| 22   3  74   0   0|3012M  146M  166M 4427M|  11k 7232B|  88k  346k|4.97  34.8 |2489  2286 |1.88 1.52 0.91|3.0   0 2.0|   0     0 |           | 14  108    1   23    0
Jun 17 12:22:44 ubuntu dstat.sh[64838]: 17-06 12:22:44| 23   5  69   2   0|3018M  139M  166M 4428M|5705B 2390B| 807k 6017k|29.2   408 |4803  6946 |1.88 1.52 0.91|5.0   0 3.0|   0     0 |           | 14  113    1   23    0
Jun 17 12:22:45 ubuntu dstat.sh[64838]: 17-06 12:22:45| 37   8  53   1   0|3110M  178M  166M 4300M|6491B 2830B| 128k 3723k|11.0   274 |5782  7856 |1.89 1.53 0.91|3.0   0 3.0|   0     0 |           | 14  114    1   25    0
Jun 17 12:22:46 ubuntu dstat.sh[64838]: 17-06 12:22:46| 18  11  70   0   0|3143M  146M  166M 4300M|5187B 1456B|   0    10M|   0   602 |3624  2801 |1.89 1.53 0.91|1.0   0 113|   0     0 |           | 14  116    1   25    0
Jun 17 12:22:47 ubuntu dstat.sh[64838]: 17-06 12:22:47| 21   3  75   0   0|3179M  174M  166M 4237M|  10k 7242B|  64k  408k|4.00  31.0 |2412  2362 |1.89 1.53 0.91|1.0   0 2.0|   0     0 |           | 14  119    1   25    0
Jun 17 12:22:48 ubuntu dstat.sh[64838]: 17-06 12:22:48| 20   3  75   1   0|3172M  180M  166M 4237M|7264B 4294B|  16k 1598k|4.01  70.1 |3212  3833 |1.89 1.53 0.91|2.0   0 1.0|   0     0 |           | 14  119    1   25    0
Jun 17 12:22:49 ubuntu dstat.sh[64838]: 17-06 12:22:49| 36  11  52   0   0|3181M  172M  166M 4237M|5350B 2656B|   0   965k|   0  96.1 |5377  5291 |1.89 1.53 0.91|2.0   0  97|   0     0 |           | 14  122    1   26    0
Jun 17 12:22:50 ubuntu dstat.sh[64838]: 17-06 12:22:50| 43   8  48   0   0|3225M  191M  166M 4176M|4432B 2232B|   0   460k|   0  32.0 |2990  1635 |1.90 1.54 0.92|1.0   0 4.0|   0     0 |           | 14  123    1   26    0
Jun 17 12:22:51 ubuntu dstat.sh[64838]: 17-06 12:22:51| 21   6  72   1   0|3173M  243M  166M 4176M|  27k   24k|   0  1841k|   0   106 |2872  2372 |1.90 1.54 0.92|1.0   0  55|   0     0 |           | 14  122    1   27    0
Jun 17 12:22:52 ubuntu dstat.sh[64838]: 17-06 12:22:52| 22   3  74   0   0|3246M  170M  166M 4176M|4376B 1702B|8185B  504k|2.00  9.99 |1866  1397 |1.90 1.54 0.92|2.0   0   0|   0     0 |           | 14  122    1   27    0
Jun 17 12:22:53 ubuntu dstat.sh[64838]: 17-06 12:22:53| 18   2  79   0   0|3260M  156M  166M 4176M|  28k   24k|4099B   76k|1.00  6.01 |1928  1588 |1.90 1.54 0.92|1.0   0   0|   0     0 |           | 14  122    1   28    0
Jun 17 12:22:54 ubuntu dstat.sh[64838]: 17-06 12:22:54| 20   7  72   0   0|3233M  242M  166M 4118M|5530B 1617B|4088B   44k|1.00  3.99 |2410  1764 |1.90 1.54 0.92|2.0   0  51|   0     0 |           | 14  122    1   28    0
Jun 17 12:22:55 ubuntu dstat.sh[64838]: 17-06 12:22:55| 25   5  67   0   0|3255M  219M  166M 4118M|  12k 8084B|8184B  831k|2.00  69.9 |4280  5145 |1.91 1.55 0.93|2.0   0 8.0|   0     0 |           | 14  125    1   29    0
Jun 17 12:22:56 ubuntu dstat.sh[64838]: 17-06 12:22:56| 20   9  69   1   0|3216M  258M  166M 4118M|6836B 2770B|  48k  969k|3.00   113 |4021  4251 |1.91 1.55 0.93|1.0   0  88|   0     0 |           | 14  124    1   30    0
Jun 17 12:22:57 ubuntu dstat.sh[64838]: 17-06 12:22:57| 20   2  77   0   0|3279M  196M  166M 4118M|6770B 3904B|   0     0 |   0     0 |1698  1193 |1.91 1.55 0.93|  0   0   0|   0     0 |           | 14  125    1   30    0
Jun 17 12:22:58 ubuntu dstat.sh[64838]: 17-06 12:22:58| 20   5  74   0   0|3187M  288M  166M 4118M|  26k   22k|   0   952k|   0  51.0 |2687  2089 |1.91 1.55 0.93|2.0   0  56|   0     0 |           | 14  124    1   31    0
Jun 17 12:22:59 ubuntu dstat.sh[64838]: 17-06 12:22:59| 21   4  74   0   0|3258M  217M  166M 4118M|4102B 1459B|   0    48k|   0  8.00 |1660  1310 |1.91 1.55 0.93|3.0   0   0|   0     0 |           | 14  124    1   31    0
Jun 17 12:23:00 ubuntu dstat.sh[64838]: 17-06 12:23:00| 16   4  79   1   0|3258M  217M  166M 4118M|  11k 8280B|   0  2847k|   0   244 |3359  4725 |1.76 1.52 0.92|2.0 1.0   0|   0     0 |           | 14  126    1   31    0
Jun 17 12:23:01 ubuntu dstat.sh[64838]: 17-06 12:23:01| 32   7  58   1   0|3268M  206M  166M 4118M|5069B 2743B|  88k 6355k|6.01   502 |8043    17k|1.76 1.52 0.92|1.0   0  37|   0     0 |           | 14  126    1   33    0
Jun 17 12:23:02 ubuntu dstat.sh[64838]: 17-06 12:23:02| 22   6  70   0   0|3222M  252M  166M 4118M|5552B  909B|   0  2618k|   0   124 |3090  2783 |1.76 1.52 0.92|1.0   0  53|   0     0 |           | 14  125    1   34    0
Jun 17 12:23:03 ubuntu dstat.sh[64838]: 17-06 12:23:03| 18   3  78   0   0|3259M  215M  166M 4118M|  11k 6595B|   0   376k|   0  24.0 |1738  1350 |1.76 1.52 0.92|1.0   0   0|   0     0 |           | 14  126    1   33    0
Jun 17 12:23:04 ubuntu dstat.sh[64838]: 17-06 12:23:04| 18   3  78   1   0|3262M  212M  166M 4118M|9911B 5788B|4103B 1142k|1.00  59.1 |2819  3191 |1.76 1.52 0.92|1.0   0   0|   0     0 |           | 14  126    1   33    0
Jun 17 12:23:05 ubuntu dstat.sh[64838]: 17-06 12:23:05| 34   7  57   1   0|3271M  203M  166M 4119M|5410B 2325B|   0  1421k|   0   146 |7763    11k|2.10 1.60 0.95|3.0   0 2.0|   0     0 |           | 14  129    1   34    0
Jun 17 12:23:06 ubuntu dstat.sh[64838]: 17-06 12:23:06| 24   8  67   0   0|3296M  178M  166M 4119M|5041B 1615B|   0  3557k|   0   366 |3565  3453 |2.10 1.60 0.95|1.0   0  77|   0     0 |           | 14  129    1   34    0
Jun 17 12:23:07 ubuntu dstat.sh[64838]: 17-06 12:23:07| 17   2  79   0   0|3313M  160M  166M 4119M|  12k 9516B|   0   420k|   0  27.0 |1978  1658 |2.10 1.60 0.95|  0   0   0|   0     0 |           | 14  130    1   34    0
Jun 17 12:23:08 ubuntu dstat.sh[64838]: 17-06 12:23:08| 16  12  69   0   0|3305M  169M  166M 4119M|6752B 3086B|   0  1092k|   0   112 |4826  4843 |2.10 1.60 0.95|1.0   0 148|   0     0 |           | 14  129    1   35    0
Jun 17 12:23:09 ubuntu dstat.sh[64838]: 17-06 12:23:09| 22   4  73   0   0|3301M  173M  166M 4119M|4959B 1861B|   0   488k|   0  29.0 |1816  1311 |2.10 1.60 0.95|  0   0   0|   0     0 |           | 14  129    2   35    0
Jun 17 12:23:10 ubuntu dstat.sh[64838]: 17-06 12:23:10| 19   3  77   1   0|3298M  176M  166M 4119M|  15k   12k|   0  3308k|   0   216 |3388  4201 |2.01 1.59 0.95|1.0   0 2.0|   0     0 |           | 14  132    1   35    0
Jun 17 12:23:11 ubuntu dstat.sh[64838]: 17-06 12:23:11| 25   6  67   1   0|3298M  176M  166M 4119M|4087B 1528B|   0  1195k|   0   143 |6333  9271 |2.01 1.59 0.95|4.0   0   0|   0     0 |           | 14  132    1   35    0
Jun 17 12:23:12 ubuntu dstat.sh[64838]: 17-06 12:23:12| 36   9  54   0   0|3259M  214M  166M 4119M|5997B 3212B| 424k 1037k|70.0  98.1 |9146    14k|2.01 1.59 0.95|2.0   0  36|   0     0 |           | 14  133    1   36    0
Jun 17 12:23:13 ubuntu dstat.sh[64838]: 17-06 12:23:13| 28  14  55   1   0|3270M  203M  166M 4120M|4465B 2034B|  28k 6369k|4.00   422 |7528    10k|2.01 1.59 0.95|1.0 1.0 254|   0     0 |           | 14  133    1   36    0
Jun 17 12:23:14 ubuntu dstat.sh[64838]: 17-06 12:23:14| 19   3  77   0   0|3315M  157M  166M 4120M|  10k 7668B|   0   576k|   0  17.0 |1852  1350 |2.01 1.59 0.95|1.0   0   0|   0     0 |           | 14  134    1   36    0
Jun 17 12:23:15 ubuntu dstat.sh[64838]: 17-06 12:23:15| 14  12  70   0   0|3233M  240M  166M 4120M|6318B 3157B|  16k  192k|1.00  9.00 |3979  2961 |1.93 1.58 0.95|1.0   0 168|   0     0 |           | 14  133    1   37    0
Jun 17 12:23:16 ubuntu dstat.sh[64838]: 17-06 12:23:16|  9  21  68   0   0|3217M  256M  166M 4120M|4867B 1459B|   0   344k|   0  26.0 |5211  3786 |1.93 1.58 0.95|2.0   0 261|   0     0 |           | 14  133    1   37    0
Jun 17 12:23:17 ubuntu dstat.sh[64838]: 17-06 12:23:17| 12  20  64   0   0|3233M  240M  166M 4120M|5094B 1618B|   0   667k|   0  33.0 |6271  6582 |1.93 1.58 0.95|3.0   0 271|   0     0 |           | 14  133    1   37    0
Jun 17 12:23:18 ubuntu dstat.sh[64838]: 17-06 12:23:18| 24  18  56   0   0|3263M  209M  166M 4120M|4630B 1525B|4089B  244k|1.00  17.0 |6000  6311 |1.93 1.58 0.95|3.0   0 234|   0     0 |           | 14  133    1   37    0
Jun 17 12:23:19 ubuntu dstat.sh[64838]: 17-06 12:23:19| 31  24  45   0   0|3319M  153M  166M 4120M|5048B 1622B|  16k  196k|1.00  17.0 |5953  4429 |1.93 1.58 0.95|4.0   0 355|   0     0 |           | 14  133    1   37    0
Jun 17 12:23:20 ubuntu dstat.sh[64838]: 17-06 12:23:20| 27  19  52   0   0|3327M  145M  166M 4120M|4729B 1459B|  32k  588k|2.00  32.0 |6488  7094 |2.33 1.67 0.98|2.0   0 308|   0     0 |           | 14  141    1   37    0
Jun 17 12:23:21 ubuntu dstat.sh[64838]: 17-06 12:23:21| 42  25  33   0   0|3432M  168M  166M 3994M|4839B 1459B| 104k  428k|8.00  27.0 |8306    13k|2.33 1.67 0.98|3.0   0 339|   0     0 |           | 16  147    1   37    0
Jun 17 12:23:22 ubuntu dstat.sh[64838]: 17-06 12:23:22| 51  27  20   0   0|3561M  133M  166M 3902M|4633B 1456B|  24k 7327k|2.00   692 |7380  6909 |2.33 1.67 0.98|4.0   0 572|   0     0 |           | 16  147    1   37    0
Jun 17 12:23:23 ubuntu dstat.sh[64838]: 17-06 12:23:23| 60  20  19   0   0|3633M  159M  166M 3806M|4223B 1550B|  16k  937k|3.00  40.0 |7599    12k|2.33 1.67 0.98|3.0   0 263|   0     0 |           | 16  163    1   35    0
Jun 17 12:23:24 ubuntu dstat.sh[64838]: 17-06 12:23:24| 34  25  40   0   0|3686M  157M  166M 3755M|4434B 1457B|  84k  232k|4.00  13.0 |  14k 4661 |2.33 1.67 0.98|2.0   0 421|   0     0 |           | 16  163    1   35    0
Jun 17 12:23:25 ubuntu dstat.sh[64838]: 17-06 12:23:25| 21  23  54   0   0|3711M  186M  166M 3702M|4163B 1627B|4097B  244k|1.00  14.0 |5676  4182 |2.15 1.64 0.98|1.0   0 323|   0     0 |           | 17  163    1   35    0
Jun 17 12:23:26 ubuntu dstat.sh[64838]: 17-06 12:23:26| 13  21  64   0   0|3727M  169M  166M 3703M|4522B 1597B|8168B  271k|1.99  27.9 |5757  5301 |2.15 1.64 0.98|1.0   0 268|   0     0 |           | 17  163    1   35    0
Jun 17 12:23:27 ubuntu dstat.sh[64838]: 17-06 12:23:27| 23  18  57   0   0|3756M  140M  166M 3702M|4293B 1537B|   0   349k|   0  26.1 |5403  5874 |2.15 1.64 0.98|4.0   0 213|   0     0 |           | 17  163    1   35    0
Jun 17 12:23:28 ubuntu dstat.sh[64838]: 17-06 12:23:28| 29  25  45   0   0|3813M  138M  166M 3650M|4522B 1618B|4090B  431k|1.00  11.0 |6054  4752 |2.15 1.64 0.98|3.0   0 403|   0     0 |           | 17  163    1   35    0
Jun 17 12:23:29 ubuntu dstat.sh[64838]: 17-06 12:23:29| 29  17  52   0   0|3839M  139M  166M 3623M|4437B 1693B|   0    80k|   0  5.00 |6306  8671 |2.15 1.64 0.98|1.0   0 253|   0     0 |           | 17  169    1   35    0
Jun 17 12:23:30 ubuntu dstat.sh[64838]: 17-06 12:23:30| 41  28  30   0   0|3951M  204M  166M 3450M|4630B 1740B|  52k  653k|7.01  40.1 |7353    13k|2.46 1.71 1.00|2.0   0 465|   0     0 |           | 17  181    1   35    0
Jun 17 12:23:31 ubuntu dstat.sh[64838]: 17-06 12:23:31| 31  27  40   0   0|4014M  137M  166M 3453M|4922B 1689B|  24k  586k|2.99  40.9 |9560    13k|2.46 1.71 1.00|3.0   0 563|   0     0 |           | 17  181    1   30    0
Jun 17 12:23:32 ubuntu dstat.sh[64838]: 17-06 12:23:32| 12  22  63   0   0|4037M  140M  166M 3428M|4260B 1620B|8191B  776k|2.00  53.0 |6014  5888 |2.46 1.71 1.00|1.0   0 303|   0     0 |           | 17  187    1   30    0
Jun 17 12:23:33 ubuntu dstat.sh[64838]: 17-06 12:23:33| 23  21  55   0   0|4051M  127M  166M 3428M|3973B 1620B|   0  1075k|   0   133 |6022  6255 |2.46 1.71 1.00|1.0   0 326|   0     0 |           | 17  203    1   30    0
Jun 17 12:23:34 ubuntu dstat.sh[64838]: 17-06 12:23:34| 23  19  57   1   0|4073M  166M  166M 3368M|4512B 1624B| 241k  533k|4.01  32.1 |5717  6148 |2.46 1.71 1.00|2.0   0 190|   0     0 |           | 17  203    1   30    0
Jun 17 12:23:35 ubuntu dstat.sh[64838]: 17-06 12:23:35| 44   9  46   0   0|4200M  119M  166M 3289M|4401B 1458B| 720k 4077k|11.0  34.0 |3259  2137 |2.42 1.72 1.01|2.0   0 1.0|   0     0 |           | 17  203    1   17    0
Jun 17 12:23:36 ubuntu dstat.sh[64838]: 17-06 12:23:36| 42  11  46   0   0|4311M  153M  166M 3148M|4643B 1622B| 176k  160k|8.01  10.0 |3501  2289 |2.42 1.72 1.01|4.0   0 9.0|   0     0 |           | 17  206    1   17    0
Jun 17 12:23:37 ubuntu dstat.sh[64838]: 17-06 12:23:37| 30  10  59   0   0|4207M  256M  166M 3148M|4339B 1532B|  20k   13M|2.00   893 |4118  3387 |2.42 1.72 1.01|2.0   0 126|   0     0 |           | 17  211    1   17    0
Jun 17 12:23:38 ubuntu dstat.sh[64838]: 17-06 12:23:38| 30  27  42   0   0|4278M  185M  166M 3149M|4594B 1611B| 807k   16k|9.94  3.98 |6049  4799 |2.42 1.72 1.01|3.0   0 414|   0     0 |           | 17  211    1   17    0
Jun 17 12:23:39 ubuntu dstat.sh[64838]: 17-06 12:23:39| 38  29  32   0   0|4296M  164M  166M 3152M|  12k 9382B| 896k 1016k|17.0  27.0 |7260  8021 |2.42 1.72 1.01|4.0   0 430|   0     0 |           | 17  220    1   17    0
Jun 17 12:23:40 ubuntu dstat.sh[64838]: 17-06 12:23:40| 46  18  36   0   0|4305M  154M  166M 3153M|5741B 2465B|   0   281k|   0  11.0 |5270  6558 |2.39 1.72 1.02|6.0   0 190|   0     0 |           | 17  219    1   18    0
Jun 17 12:23:41 ubuntu dstat.sh[64838]: 17-06 12:23:41| 71  18  10   0   0|4451M  126M  166M 3038M|  10k 7172B| 388k  632k|19.0  31.0 |4985  3995 |2.39 1.72 1.02|4.0   0 119|   0     0 |           | 17  223    1   18    0
Jun 17 12:23:42 ubuntu dstat.sh[64838]: 17-06 12:23:42| 62  12  22   3   0|4514M  140M  166M 2964M|9851B 6772B|7674k 1461k| 452  45.9 |5708  6062 |2.39 1.72 1.02|4.0 1.0  19|   0     0 |           | 17  228    1   19    0
Jun 17 12:23:43 ubuntu dstat.sh[64838]: 17-06 12:23:43| 53  21  26   1   0|4515M  136M  166M 2967M|4496B 1504B| 281k  545k|38.1  38.1 |6603  7300 |2.39 1.72 1.02|4.0   0 263|   0     0 |           | 17  227    1   23    0
Jun 17 12:23:44 ubuntu dstat.sh[64838]: 17-06 12:23:44| 30  27  41   0   0|4552M  128M  166M 2939M|  13k 9944B|4081B 8103k|1.00  36.9 |6529  6484 |2.39 1.72 1.02|4.0   0 387|   0     0 |           | 17  229    1   21    0
Jun 17 12:23:45 ubuntu dstat.sh[64838]: 17-06 12:23:45| 46  20  32   0   0|4529M  149M  166M 2940M|7222B 4403B| 236k  843k|11.0  67.9 |6729    10k|2.35 1.73 1.02|3.0   0 304|   0     0 |           | 17  231    1   22    0
Jun 17 12:23:46 ubuntu dstat.sh[64838]: 17-06 12:23:46| 53  29  17   0   0|4624M  142M  166M 2856M|  10k 7328B|8187B  600k|2.00  36.0 |6300  6447 |2.35 1.73 1.02|6.0   0 479|   0     0 |           | 17  232    1   22    0
Jun 17 12:23:47 ubuntu dstat.sh[64838]: 17-06 12:23:47| 58  21  21   0   0|4599M  197M  166M 2826M|9830B 6844B|1219k 1215k|63.0  90.9 |7600    11k|2.35 1.73 1.02|6.0 1.0 232|   0     0 |           | 17  233    1   25    0
