Sep 07 17:50:54 jammy-provider-cloud-0000007592 systemd[1]: Started Devstack devstack@dstat.service.
Sep 07 17:50:55 jammy-provider-cloud-0000007592 dstat.sh[58831]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 07 17:50:55 jammy-provider-cloud-0000007592 dstat.sh[58831]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 07 17:54:02 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:02|  0   1  98   0   0|1652M  945M  173M 4968M| 160k 6369B|   0   580k|   0  36.0 |1077  1622 |1.89 1.53 0.85|1.0   0   0|   0     0 |   0     0 | 10   49    7   30    0
Sep 07 17:54:03 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:03| 18  10  71   2   0|1663M  932M  173M 4969M|  12k 1888B|4104B   10M|1.00   626 |2854  4067 |1.89 1.53 0.85|2.0   0  70|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:04 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:04| 13  11  73   1   0|1684M  862M  173M 5017M|7306B 1624B|   0  4058k|   0  94.2 |1779  2492 |1.89 1.53 0.85|2.0   0  44|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:05 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:05| 14  11  73   0   0|1685M  861M  173M 5017M|7905B 1505B|   0     0 |   0     0 |1600  1815 |1.89 1.53 0.85|2.0   0  72|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:06 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:06| 24   3  74   0   0|1700M  846M  173M 5017M|6262B 1627B|   0     0 |   0     0 | 977  1164 |1.89 1.53 0.85|2.0   0  12|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:07 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:07| 15  10  74   0   0|1637M  957M  173M 4969M|  14k 1562B| 160k   24k|9.98  3.99 |1721  2215 |1.82 1.52 0.85|2.0   0 125|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:08 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:08| 16  14  67   0   0|1642M  951M  173M 4970M|5189B 1692B|   0  4091B|   0  1.00 |5211  8923 |1.82 1.52 0.85|1.0   0 260|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:09 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:09|  1   0  98   0   0|1642M  951M  173M 4970M|5504B 1620B|   0   256k|   0  2.00 | 612   967 |1.82 1.52 0.85|1.0   0 3.0|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:10 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:10|  0   1  98   0   0|1642M  951M  173M 4970M|5255B 1690B|   0     0 |   0     0 | 602   967 |1.82 1.52 0.85|1.0   0 1.0|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:11 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:11|  0   0  98   0   0|1642M  951M  173M 4970M|5531B 1619B|   0     0 |   0     0 | 720  1045 |1.82 1.52 0.85|1.0   0 5.0|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:12 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:12|  4   4  91   0   0|1636M  957M  173M 4970M|7305B 1513B|   0   424k|   0  31.0 |1588  3079 |1.67 1.50 0.84|1.0   0  36|   0     0 |   0     0 | 10   48    7   32    0
Sep 07 17:54:13 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:13| 16  14  69   0   0|1634M  959M  173M 4970M|5867B 1619B|   0    64k|   0  6.00 |4348  8076 |1.67 1.50 0.84|2.0   0 218|   0     0 |   0     0 | 10   48    7   31    0
Sep 07 17:54:14 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:14| 11  18  72   0   0|1637M  957M  173M 4970M|6367B 1737B|   0  3546k|   0  28.1 |3718  6202 |1.67 1.50 0.84|1.0   0 375|   0     0 |   0     0 | 11   48    7   31    0
Sep 07 17:54:15 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:15| 14  14  70   0   0|1637M  956M  173M 4970M|6997B 1561B|   0     0 |   0     0 |5279  9154 |1.67 1.50 0.84|1.0   0 205|   0     0 |   0     0 | 11   48    7   31    0
Sep 07 17:54:16 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:16|  4   9  86   0   0|1639M  954M  173M 4970M|7983B 1699B|   0   225k|   0  10.0 |1588  2520 |1.67 1.50 0.84|2.0   0 168|   0     0 |   0     0 | 13   48    7   31    0
Sep 07 17:54:17 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:17| 16  14  67   0   0|1643M  950M  173M 4970M|8793B 1694B|   0     0 |   0     0 |5486  9615 |1.70 1.50 0.85|2.0   0 233|   0     0 |   0     0 | 13   50    7   30    0
Sep 07 17:54:18 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:18|  9  19  71   0   0|1644M  949M  173M 4970M|6673B 1694B|   0    52k|   0  12.0 |2828  4381 |1.70 1.50 0.85|2.0   0 375|   0     0 |   0     0 | 13   50    7   30    0
Sep 07 17:54:19 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:19| 17  18  64   0   0|1647M  946M  173M 4970M|6119B 1513B|   0    36k|   0  9.00 |4362  8640 |1.70 1.50 0.85|2.0   0 236|   0     0 |   0     0 | 13   50    7   25    0
Sep 07 17:54:20 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:20| 38  19  43   0   0|1720M  873M  173M 4970M|5964B 1782B|   0    64k|   0  6.01 |6636    12k|1.70 1.50 0.85|4.0   0 388|   0     0 |   0     0 | 13   50    7   25    0
Sep 07 17:54:21 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:21| 24   5  68   0   0|1776M  816M  173M 4971M|6652B 1619B|  32k  232k|2.00  6.00 |1621  3220 |1.70 1.50 0.85|5.0   0  31|   0     0 |   0     0 | 13   58    7   28    0
Sep 07 17:54:22 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:22| 24   5  71   0   0|1833M  759M  173M 4971M|9885B 1613B|   0   769k|   0  31.9 |1333  1814 |1.64 1.50 0.85|3.0   0 8.0|   0     0 |   0     0 | 13   58    7   28    0
Sep 07 17:54:23 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:23| 13   3  83   0   0|1865M  726M  173M 4972M|7540B 1566B|   0   100k|   0  5.00 |1621  3547 |1.64 1.50 0.85|1.0   0 3.0|   0     0 |   0     0 | 13   58    7   28    0
Sep 07 17:54:24 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:24|  0   1  98   0   0|1865M  726M  173M 4972M|7423B 1619B|   0    28k|   0  1.00 | 628   996 |1.64 1.50 0.85|1.0   0 2.0|   0     0 |   0     0 | 13   58    7   27    0
Sep 07 17:54:25 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:25| 15  13  73   0   0|1873M  718M  173M 4972M|7771B 1941B|   0  1009k|   0  3.01 |3820    11k|1.64 1.50 0.85|2.0   0 220|   0     0 |   0     0 | 13   56    7   27    0
Sep 07 17:54:26 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:26| 13  15  70   0   0|1863M  727M  173M 4972M|7405B 1586B|   0    36k|   0  7.00 |4080  7973 |1.64 1.50 0.85|4.0   0 257|   0     0 |   0     0 | 13   56    7   27    0
Sep 07 17:54:27 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:27| 20  16  63   0   0|1868M  722M  173M 4972M|7285B 1688B|   0    40k|   0  1.00 |6695    15k|1.91 1.55 0.87|1.0   0 236|   0     0 |   0     0 | 11   48    7   27    0
Sep 07 17:54:28 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:28| 21  13  64   0   0|1870M  720M  173M 4972M|6214B 1712B|   0   152k|   0  3.00 |3638    12k|1.91 1.55 0.87|1.0   0 265|   0     0 |   0     0 | 13   56    7   25    0
Sep 07 17:54:29 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:29| 20  10  71   0   0|1653M  938M  173M 4972M|8171B 1704B|   0  1698k|   0   211 |1769  3119 |1.91 1.55 0.87|3.0   0 196|   0     0 |   0     0 | 13   50    7   29    0
Sep 07 17:54:30 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:30| 33  22  46   0   0|1730M  861M  173M 4972M|5536B 1723B|   0   208k|   0  7.99 |3741  6906 |1.91 1.55 0.87|4.0   0 641|   0     0 |   0     0 | 13   50    7   26    0
Sep 07 17:54:31 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:31| 46  17  35   0   0|1835M  755M  173M 4973M|5349B 1682B|   0    56k|   0  10.9 |5946    16k|1.91 1.55 0.87|3.0   0 306|   0     0 |   0     0 | 13   58    7   30    0
Sep 07 17:54:32 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:32| 45   7  48   0   0|1939M  651M  173M 4973M|5155B 1616B|   0   339k|   0  1.00 |1279  1355 |1.92 1.56 0.88|4.0   0 8.0|   0     0 |   0     0 | 13   58    7   26    0
Sep 07 17:54:33 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:33| 27   4  68   0   0|1987M  600M  173M 4975M|7334B 1742B| 141k 1157k|35.2  5.02 |1552  4994 |1.92 1.56 0.88|3.0   0 4.0|   0     0 |   0     0 | 13   58    7   26    0
Sep 07 17:54:34 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:34| 23   5  60  11   0|1991M  583M  174M 4987M|5720B 1628B|   0    76M|   0  2189 |8674    20k|1.92 1.56 0.88|4.0   0 5.0|   0     0 |   0     0 | 13   60    7   22    0
Sep 07 17:54:35 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:35| 32  11  48  10   0|2109M  456M  174M 4997M|5848B 1710B|   0    21M|   0  1830 |  11k   24k|1.92 1.56 0.88|8.0   0  11|   0     0 |   0     0 | 14   74    7   29    0
Sep 07 17:54:36 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:36| 24  19  56   0   0|2172M  393M  174M 4997M|5128B 1659B|   0  1126k|   0  72.9 |4408  9812 |1.92 1.56 0.88|2.0   0 452|   0     0 |   0     0 | 14   85    7   33    0
Sep 07 17:54:37 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:37| 10  22  67   0   0|2177M  387M  174M 4998M|5588B 1622B|   0  2823k|   0  38.0 |3717  6560 |1.85 1.55 0.88|2.0   0 371|   0     0 |   0     0 | 14   85    7   33    0
Sep 07 17:54:38 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:38| 33  13  54   0   0|2236M  328M  174M 4998M|5245B 1641B|   0   552k|   0  25.0 |4055  8453 |1.85 1.55 0.88|4.0   0 161|   0     0 |   0     0 | 14   86    7   33    0
Sep 07 17:54:39 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:39| 41   8  50   0   0|2337M  227M  174M 4998M|6904B 1620B|   0  4271k|   0   294 |2340  3349 |1.85 1.55 0.88|2.0   0  41|   0     0 |   0     0 | 14   89    7   34    0
Sep 07 17:54:40 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:40|  7  21  71   0   0|2340M  223M  174M 4999M|5798B 1507B|   0   709k|   0  44.8 |2835  4420 |1.85 1.55 0.88|2.0   0 355|   0     0 |   0     0 | 14   89    7   28    0
Sep 07 17:54:41 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:41|  9  19  72   0   0|2343M  220M  174M 4999M|6160B 1698B|   0   128k|   0  13.0 |2749  4200 |1.85 1.55 0.88|3.0   0 333|   0     0 |   0     0 | 14   89    7   28    0
Sep 07 17:54:42 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:42| 12  14  72   0   0|2361M  202M  174M 4999M|8069B 1690B|   0    40k|   0  3.99 |2304  3377 |1.86 1.56 0.89|2.0   0 265|   0     0 |   0     0 | 14   89    7   28    0
Sep 07 17:54:43 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:43| 23   5  72   0   0|2406M  157M  174M 4999M|6943B 1623B|   0  3799k|   0   183 |1989  3682 |1.86 1.56 0.89|1.0   0   0|   0     0 |   0     0 | 14   93    7   28    0
Sep 07 17:54:44 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:44| 21   6  72   0   0|2402M  161M  174M 4999M|7659B 1621B|   0   640k|   0  20.0 |1728  2538 |1.86 1.56 0.89|4.0   0  63|   0     0 |   0     0 | 14   91    7   29    0
Sep 07 17:54:45 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:45| 26   4  68   1   0|2441M  121M  174M 4999M|6073B 1712B|   0  1373k|   0   167 |3482  6991 |1.86 1.56 0.89|2.0   0 2.0|   0     0 |   0     0 | 14   98    7   30    0
Sep 07 17:54:46 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:46| 29   9  60   0   0|2427M  147M  174M 4988M|7674B 1631B|  60k 1221k|5.97   128 |3257  5814 |1.86 1.56 0.89|2.0   0 115|   0     0 |   0     0 | 14  106    7   32    0
Sep 07 17:54:47 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:47| 23   4  72   1   0|2471M  129M  172M 4964M|6845B 1517B|  20k 9719k|3.01   668 |2365  3731 |1.79 1.55 0.89|2.0   0 1.0|   0     0 |   0     0 | 14  109    7   32    0
Sep 07 17:54:48 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:48| 35   8  56   1   0|2523M  129M  171M 4914M|6332B 1694B|1328k 2713k|57.0   361 |2622  4555 |1.79 1.55 0.89|2.0   0  95|   0     0 |   0     0 | 14  107    7   34    0
Sep 07 17:54:49 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:49| 36   8  54   0   0|2513M  173M  170M 4880M|5723B 1690B|1684k  646k|36.9  45.9 |1870  2585 |1.79 1.55 0.89|2.0   0  59|   0     0 |   0     0 | 14  109    7   36    0
Sep 07 17:54:50 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:50| 23   3  73   0   0|2566M  119M  170M 4881M|6153B 1620B|  20k  368k|5.00  26.0 |1128  1744 |1.79 1.55 0.89|2.0   0 1.0|   0     0 |   0     0 | 14  111    7   37    0
Sep 07 17:54:51 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:51| 21   6  73   0   0|2563M  123M  170M 4881M|6976B 1622B|   0   328k|   0  19.0 |1404  1921 |1.79 1.55 0.89|2.0   0  53|   0     0 |   0     0 | 14  111    7   37    0
Sep 07 17:54:52 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:52| 22   6  71   0   0|2557M  128M  170M 4881M|  10k 1625B|8219B  783k|2.01  88.3 |2091  3515 |1.73 1.54 0.89|1.0   0  82|   0     0 |   0     0 | 14  111    7   38    0
Sep 07 17:54:53 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:53| 23   5  72   0   0|2521M  174M  170M 4871M|7714B 1611B|   0   326k|   0  17.9 |1506  2089 |1.73 1.54 0.89|2.0   0  55|   0     0 |   0     0 | 14  111    7   39    0
Sep 07 17:54:54 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:54| 24   4  72   0   0|2565M  130M  170M 4871M|7767B 1464B| 193k  852k|2.01   107 |1861  3263 |1.73 1.54 0.89|2.0   0   0|   0     0 |   0     0 | 14  113    7   39    0
Sep 07 17:54:55 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:55| 24   4  70   1   0|2548M  147M  170M 4872M|8459B 1705B| 447k 2002k|13.0   192 |2776  5338 |1.73 1.54 0.89|2.0   0  53|   0     0 |   0     0 | 14  111    7   40    0
Sep 07 17:54:56 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:56| 26   3  71   1   0|2571M  124M  170M 4872M|5498B 1626B|   0  1333k|   0   131 |2396  4408 |1.73 1.54 0.89|2.0   0 1.0|   0     0 |   0     0 | 14  115    7   41    0
Sep 07 17:54:57 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:57| 32   5  60   0   0|2560M  149M  170M 4858M|5879B 1686B| 744k 1549k| 129   139 |3288  6071 |1.83 1.56 0.90|2.0   0  70|   0     0 |   0     0 | 14  115    7   42    0
Sep 07 17:54:58 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:58| 24   4  71   1   0|2545M  163M  170M 4858M|5489B 1662B|   0  4191k|   0   320 |2487  5374 |1.83 1.56 0.90|2.0   0  12|   0     0 |   0     0 | 14  115    6   43    0
Sep 07 17:54:59 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:54:59| 20   6  73   0   0|2599M  125M  170M 4843M|6073B 1662B|8193B 1944k|1.00   103 |1721  2727 |1.83 1.56 0.90|2.0   0 135|   0     0 |   0     0 | 14  115    6   43    0
Sep 07 17:55:00 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:00| 27   2  69   0   0|2603M  120M  170M 4843M|6333B 1619B|   0  1039k|   0  99.9 |3008  5832 |1.83 1.56 0.90|2.0   0   0|   0     0 |   0     0 | 14  117    6   42    0
Sep 07 17:55:01 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:01| 39  15  44   1   0|2571M  163M  170M 4833M|6309B 1556B|4258k 1620k| 134   136 |5201    11k|1.83 1.56 0.90|2.0   0 437|   0     0 |   0     0 | 14  117    6   43    0
Sep 07 17:55:02 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:02| 23   4  73   0   0|2609M  125M  170M 4833M|6044B 1864B|8164B  506k|1.00  28.9 |1304  1805 |1.76 1.56 0.90|2.0   0   0|   0     0 |   0     0 | 14  117    6   44    0
Sep 07 17:55:03 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:03| 16  18  66   0   0|2563M  171M  170M 4833M|5539B 1877B|  52k  650k|5.02  42.2 |3400  5800 |1.76 1.56 0.90|2.0   0 424|   0     0 |   0     0 | 14  117    6   44    0
Sep 07 17:55:04 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:04| 16  17  64   0   0|2566M  167M  170M 4834M|6695B 1617B| 387k  459k|13.0  27.9 |5216  8995 |1.76 1.56 0.90|2.0   0 276|   0     0 |   0     0 | 14  117    6   43    0
Sep 07 17:55:05 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:05| 28  23  50   0   0|2615M  119M  170M 4834M|8198B 1624B|  32k  590k|5.01  42.1 |3979  6674 |1.76 1.56 0.90|3.0   0 506|   0     0 |   0     0 | 14  117    6   43    0
Sep 07 17:55:06 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:06| 38  19  43   0   0|2639M  130M  170M 4798M|7872B 1727B| 264k 2272k|20.0   145 |5167  9930 |1.76 1.56 0.90|3.0   0 310|   0     0 |   0     0 | 14  123    6   43    0
Sep 07 17:55:07 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:07| 55  25  19   0   0|2784M  133M  170M 4654M|6383B 1767B|1150k   11M| 121  1052 |6550    16k|1.86 1.58 0.91|5.0   0 632|   0     0 |   0     0 | 16  129    6   43    0
Sep 07 17:55:08 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:08| 59  20  21   0   0|2893M  124M  170M 4556M|8166B 1692B|5398k 1410k| 380   271 |6146    13k|1.86 1.58 0.91|7.0   0 293|   0     0 |   0     0 | 16  129    6   43    0
Sep 07 17:55:09 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:09| 58  21  21   0   0|2993M  129M  170M 4454M|5881B 1459B| 108k 5962k|10.0   381 |6659    14k|1.86 1.58 0.91|3.0   0 631|   0     0 |   0     0 | 16  145    6   43    0
Sep 07 17:55:10 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:10| 28  20  51   0   0|3035M  117M  170M 4425M|6324B 1691B|  60k  379k|8.99  16.0 |4641  7294 |1.86 1.58 0.91|2.0 1.0 452|   0     0 |   0     0 | 17  145    6   43    0
Sep 07 17:55:11 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:11| 29  19  51   0   0|3069M  130M  170M 4378M|7276B 1709B| 745k  252k|30.1  12.0 |5045    10k|1.86 1.58 0.91|3.0   0 526|   0     0 |   0     0 | 17  145    6   43    0
Sep 07 17:55:12 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:12| 38  19  42   0   0|3133M  126M  170M 4320M|6300B 1661B|   0   676k|   0  49.0 |5134  9627 |1.87 1.59 0.92|4.0   0 293|   0     0 |   0     0 | 17  145    6   43    0
Sep 07 17:55:13 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:13| 44  28  28   0   0|3227M  127M  170M 4226M|6477B 1620B| 180k 5701k|5.00   435 |6673    17k|1.87 1.59 0.92|3.0   0 701|   0     0 |   0     0 | 17  157    6   43    0
Sep 07 17:55:14 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:14| 36  24  41   0   0|3321M  131M  170M 4129M|8508B 2186B| 152k 1012k|7.00  63.0 |4867    11k|1.87 1.59 0.92|5.0   0 612|   0     0 |   0     0 | 17  167    7   43    0
Sep 07 17:55:15 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:15| 18  17  64   0   0|3339M  121M  170M 4123M|6215B 1620B|   0   548k|   0  43.0 |5823    11k|1.87 1.59 0.92|2.0   0 322|   0     0 |   0     0 | 17  167    7   43    0
Sep 07 17:55:16 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:16| 37  11  50   0   0|3431M  129M  170M 4024M|5663B 1691B| 179k  215k|17.0  11.0 |2580  3675 |1.87 1.59 0.92|2.0   0 119|   0     0 |   0     0 | 17  171    7   43    0
Sep 07 17:55:17 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:17| 45   8  46   0   0|3538M  129M  170M 3920M|5371B 1562B|  32k 4951k|1.99   427 |2089  2448 |1.88 1.59 0.92|3.0 1.0 2.0|   0     0 |   0     0 | 17  175    7   43    0
Sep 07 17:55:18 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:18| 36  14  50   0   0|3506M  202M  170M 3880M|6448B 1787B|1331k  342k|40.2  31.2 |3317  5954 |1.88 1.59 0.92|6.0   0 338|   0     0 |   0     0 | 17  178    7   43    0
Sep 07 17:55:19 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:19| 38  23  39   1   0|3553M  153M  170M 3881M|7926B 1873B|   0   740k|   0  51.0 |5473    14k|1.88 1.59 0.92|4.0   0 552|   0     0 |   0     0 | 17  189    7   42    0
Sep 07 17:55:20 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:20| 51  18  29   0   0|3604M  130M  170M 3854M|5751B 1661B|1527k  256k|33.0  17.0 |6478    12k|1.88 1.59 0.92|6.0   0 211|   0     0 |   0     0 | 17  191    7   43    0
Sep 07 17:55:21 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:21| 79  17   2   0   0|3693M  121M  170M 3777M|6302B 1744B| 288k  655k|8.99  40.0 |2610  5778 |1.88 1.59 0.92|6.0   0 127|   0     0 |   0     0 | 17  202    7   44    0
Sep 07 17:55:22 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:22| 77  18   5   0   0|3754M  133M  170M 3705M|  10k 1733B| 480k 1677k|8.01   128 |3483    12k|2.21 1.67 0.95|6.0   0  59|   0     0 |   0     0 | 17  214    7   45    0
Sep 07 17:55:23 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:23| 54  25  18   0   0|3743M  180M  170M 3670M|6601B 1778B|  60k   20M|3.00   705 |5371    12k|2.21 1.67 0.95|4.0   0 399|   0     0 |   0     0 | 17  215    7   48    0
Sep 07 17:55:24 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:24| 52  26  20   0   0|3794M  129M  170M 3670M|6424B 1615B|   0   682k|   0  46.9 |  13k   31k|2.21 1.67 0.95| 18   0 338|   0     0 |   0     0 | 17  217    7   51    0
Sep 07 17:55:25 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:25| 51  22  25   0   0|3840M  122M  170M 3631M|9419B 1624B|  84k   15M|2.01   532 |4385  9431 |2.21 1.67 0.95|4.0   0 418|   0     0 |   0     0 | 17  217    7   51    0
Sep 07 17:55:26 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:26| 57  21  21   0   0|3868M  129M  170M 3597M|7615B 1731B| 124k  988k|22.0  71.0 |5597    11k|2.21 1.67 0.95|4.0   0 298|   0     0 |   0     0 | 17  221    7   51    0
Sep 07 17:55:27 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:27| 59  23  17   0   0|3926M  130M  170M 3538M|7861B 1619B| 152k 5575k|12.0   475 |5331    15k|2.28 1.69 0.96|4.0   0 476|   0     0 |   0     0 | 17  223    7   54    0
Sep 07 17:55:28 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:28| 60  22  18   1   0|3942M  177M  170M 3477M|6875B 1715B| 640k 3169k|10.0   215 |8432    23k|2.28 1.69 0.96|7.0   0 235|   0     0 |   0     0 | 17  235    7   56    0
Sep 07 17:55:29 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:29| 65  13  20   0   0|4108M  120M  170M 3370M|7066B 1528B|   0   968k|   0  64.0 |2777  4733 |2.28 1.69 0.96|4.0 1.0 165|   0     0 |   0     0 | 17  234    7   56    0
Sep 07 17:55:30 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:30| 70   9  20   0   0|4172M  126M  170M 3300M|5195B 1768B|1292k 7811k|39.0   659 |3408  7287 |2.28 1.69 0.96|4.0   0  11|   0     0 |   0     0 | 17  246    7   58    0
Sep 07 17:55:31 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:31| 54  24  22   0   0|4132M  190M  170M 3278M|5200B 1767B| 832k 1539k|24.0   170 |5785    14k|2.28 1.69 0.96|5.0   0 419|   0     0 |   0     0 | 17  248    7   57    0
Sep 07 17:55:32 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:32| 45  26  26   0   0|4139M  178M  170M 3282M|5442B 1616B|4277k 1822k|71.8  98.7 |4939    11k|2.33 1.71 0.97|4.0   0 455|   0     0 |   0     0 | 17  248    7   58    0
Sep 07 17:55:33 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:55:33| 70  17  13   0   0|4248M  131M  170M 3221M|6969B 1699B| 814k  750k|8.02  45.1 |3364  8820 |2.33 1.71 0.97|5.0   0 201|   0     0 |   0     0 | 18  252    7   59    0
