Jun 01 15:11:37 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 01 15:11:38 ubuntu dstat.sh[64930]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 01 15:11:38 ubuntu dstat.sh[64930]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 01 15:15:59 ubuntu dstat.sh[64930]: 01-06 15:15:59| 29  25  45   0   0|1740M  292M  177M 5516M|4379B 1620B|   0   564k|   0  10.0 |6076  4495 |1.80 1.64 0.97|2.0   0 429|   0     0 |           | 14   66    0   13    0
Jun 01 15:16:00 ubuntu dstat.sh[64930]: 01-06 15:16:00| 27  25  44   0   0|1811M  220M  177M 5518M|4527B 1458B|   0    36k|   0  6.00 |6729  7614 |1.80 1.64 0.97|5.0   0 484|   0     0 |           | 14   68    0   14    0
Jun 01 15:16:01 ubuntu dstat.sh[64930]: 01-06 15:16:01| 28  26  44   0   0|1868M  163M  177M 5518M|4941B 1621B|   0   452k|   0  14.0 |6237  5145 |1.82 1.65 0.98|2.0   0 462|   0     0 |           | 14   70    0   15    0
Jun 01 15:16:02 ubuntu dstat.sh[64930]: 01-06 15:16:02| 50  19  30   0   0|1897M  151M  173M 5506M|5166B 1586B|   0     0 |   0     0 |5401  7401 |1.82 1.65 0.98|4.0   0 276|   0     0 |           | 14   70    0   15    0
Jun 01 15:16:03 ubuntu dstat.sh[64930]: 01-06 15:16:03| 61  25  13   0   0|2032M  141M  164M 5393M|4756B 1458B|  56k   32k|9.00  8.00 |5879  6412 |1.82 1.65 0.98|4.0   0 493|   0     0 |           | 14   70    0   15    0
Jun 01 15:16:04 ubuntu dstat.sh[64930]: 01-06 15:16:04| 68  22   9   1   0|2122M  164M  163M 5282M|5109B 1623B| 397k 6251k|23.0   370 |5915  7215 |1.82 1.65 0.98|5.0   0 399|   0     0 |           | 14   70    0   15    0
Jun 01 15:16:05 ubuntu dstat.sh[64930]: 01-06 15:16:05| 73  25   2   1   0|2253M  138M  164M 5180M|5034B 1351B|1041k 1653k|86.1  85.1 |6185  7293 |1.82 1.65 0.98|5.0   0 382|   0     0 |           | 14   74    0   15    0
Jun 01 15:16:06 ubuntu dstat.sh[64930]: 01-06 15:16:06| 73  24   1   0   0|2401M  125M  163M 5047M|4441B  647B| 500k 4484k|9.99   361 |6861  8349 |1.82 1.65 0.98|5.0 1.0 355|   0     0 |           | 14   74    0   15    0
Jun 01 15:16:07 ubuntu dstat.sh[64930]: 01-06 15:16:07| 67  24   6   2   0|2505M  148M  163M 4924M|5509B 1450B| 398k   32M|21.9  2348 |  16k   28k|2.39 1.77 1.02|4.0 1.0 311|   0     0 |           | 14   76    0   12    0
Jun 01 15:16:08 ubuntu dstat.sh[64930]: 01-06 15:16:08| 72  20   8   1   0|2599M  123M  163M 4856M|4509B 1623B| 461k 9915k|17.0   939 |  11k   20k|2.39 1.77 1.02|5.0   0 206|   0     0 |           | 14   81    0   15    0
Jun 01 15:16:09 ubuntu dstat.sh[64930]: 01-06 15:16:09| 77  21   2   0   0|2711M  149M  163M 4721M|4878B 1626B|  28k 1032k|6.02  58.2 |8504    14k|2.39 1.77 1.02|4.0 1.0 355|   0     0 |           | 14   89    0   20    0
Jun 01 15:16:10 ubuntu dstat.sh[64930]: 01-06 15:16:10| 40  26  33   0   0|2731M  196M  163M 4655M|4068B 1567B|   0  1985k|   0  60.0 |7655  9497 |2.39 1.77 1.02|3.0   0 438|   0     0 |           | 14   91    0   23    0
Jun 01 15:16:11 ubuntu dstat.sh[64930]: 01-06 15:16:11| 44  16  38   0   0|2795M  130M  163M 4658M|4666B 1658B|1951k  535k|20.0  25.9 |6423    11k|2.52 1.81 1.04|4.0   0 220|   0     0 |           | 14   91    0   23    0
Jun 01 15:16:12 ubuntu dstat.sh[64930]: 01-06 15:16:12| 50  12  37   0   0|2915M  145M  163M 4526M|4409B 1601B|1135k  620k|14.0  22.0 |4206  5482 |2.52 1.81 1.04|3.0   0  83|   0     0 |           | 14   96    0   25    0
Jun 01 15:16:13 ubuntu dstat.sh[64930]: 01-06 15:16:13| 22  16  60   1   0|2957M  168M  163M 4463M|4811B 1624B|8211B 3456k|2.00   203 |5060  4887 |2.52 1.81 1.04|2.0   0 199|   0     0 |           | 14   99    0   25    0
Jun 01 15:16:14 ubuntu dstat.sh[64930]: 01-06 15:16:14|  9  20  70   0   0|2970M  155M  163M 4463M|4196B 1619B|  60k 4093B|5.99  1.00 |5577  4078 |2.52 1.81 1.04|1.0   0 354|   0     0 |           | 14   99    0   25    0
Jun 01 15:16:15 ubuntu dstat.sh[64930]: 01-06 15:16:15|  8  20  71   0   0|2973M  151M  163M 4463M|4923B 1621B|   0   156k|   0  14.0 |5505  4067 |2.52 1.81 1.04|1.0   0 322|   0     0 |           | 14   99    0   23    0
Jun 01 15:16:16 ubuntu dstat.sh[64930]: 01-06 15:16:16| 15  13  71   0   0|3012M  178M  163M 4398M|5674B 1455B|4088B   32k|1.00  3.99 |3317  2273 |2.52 1.81 1.04|1.0   0 122|   0     0 |           | 14   99    0   23    0
Jun 01 15:16:17 ubuntu dstat.sh[64930]: 01-06 15:16:17| 19   3  77   0   0|3041M  149M  163M 4398M|9856B 6308B|  72k 2432k|4.99  6.99 |1954  1567 |2.40 1.80 1.04|1.0   0   0|   0     0 |           | 14  100    0   23    0
Jun 01 15:16:18 ubuntu dstat.sh[64930]: 01-06 15:16:18| 20   5  74   0   0|2991M  199M  163M 4398M|  22k   18k|  12k  369k|3.01  27.1 |3025  2712 |2.40 1.80 1.04|1.0   0  41|   0     0 |           | 14  101    0   24    0
Jun 01 15:16:19 ubuntu dstat.sh[64930]: 01-06 15:16:19| 22   5  71   0   0|3058M  133M  163M 4398M|4585B 1510B|4090B  172k|1.00  17.0 |2120  1519 |2.40 1.80 1.04|2.0   0  23|   0     0 |           | 14  103    0   18    0
Jun 01 15:16:20 ubuntu dstat.sh[64930]: 01-06 15:16:20| 19   2  77   0   0|3062M  128M  163M 4398M|  11k 7996B|   0   368k|   0  35.0 |2658  2707 |2.40 1.80 1.04|2.0   0 2.0|   0     0 |           | 14  110    0   18    0
Jun 01 15:16:21 ubuntu dstat.sh[64930]: 01-06 15:16:21| 28   6  63   1   0|3067M  123M  163M 4399M|5199B 1456B| 144k 2042k|7.99   231 |5294  7415 |2.40 1.80 1.04|1.0   0 6.0|   0     0 |           | 14  117    0   18    0
Jun 01 15:16:22 ubuntu dstat.sh[64930]: 01-06 15:16:22| 40  10  48   1   0|3121M  200M  163M 4272M|5719B 2754B|  12k 1232k|3.01   116 |5569  6017 |2.29 1.78 1.04|2.0   0 106|   0     0 |           | 14  120    0   20    0
Jun 01 15:16:23 ubuntu dstat.sh[64930]: 01-06 15:16:23| 26   4  68   0   0|3194M  127M  163M 4272M|4160B 1508B|4084B  670k|1.00  54.8 |2647  2518 |2.29 1.78 1.04|1.0   0  12|   0     0 |           | 14  124    0   20    0
Jun 01 15:16:24 ubuntu dstat.sh[64930]: 01-06 15:16:24| 17   2  79   0   0|3198M  123M  163M 4272M|  13k 9514B|  64k 5581k|4.00   490 |2236  2187 |2.29 1.78 1.04|1.0   0   0|   0     0 |           | 14  125    0   20    0
Jun 01 15:16:25 ubuntu dstat.sh[64930]: 01-06 15:16:25| 29   6  63   1   0|3204M  180M  163M 4210M|7251B 2941B|4103B 4059k|1.00   327 |5290  7535 |2.29 1.78 1.04|2.0   0 6.0|   0     0 |           | 14  126    0   21    0
Jun 01 15:16:26 ubuntu dstat.sh[64930]: 01-06 15:16:26| 39  12  48   0   0|3247M  138M  163M 4210M|7286B 1456B|   0  3052k|   0   317 |3705  2251 |2.29 1.78 1.04|2.0   0  95|   0     0 |           | 14  126    0   21    0
Jun 01 15:16:27 ubuntu dstat.sh[64930]: 01-06 15:16:27| 35   5  59   0   0|3298M  150M  163M 4148M|  27k   24k|   0   324k|   0  14.0 |2641  1643 |2.26 1.79 1.04|1.0   0   0|   0     0 |           | 14  126    0   22    0
Jun 01 15:16:28 ubuntu dstat.sh[64930]: 01-06 15:16:28| 19   8  72   0   0|3321M  126M  163M 4148M|4921B 1620B|   0  2289k|   0  27.0 |2539  1679 |2.26 1.79 1.04|2.0   0  55|   0     0 |           | 14  126    0   22    0
Jun 01 15:16:29 ubuntu dstat.sh[64930]: 01-06 15:16:29| 17   3  78   0   0|3338M  160M  163M 4098M|  26k   24k|   0  5858k|   0   244 |2077  1516 |2.26 1.79 1.04|1.0   0   0|   0     0 |           | 14  127    0   22    0
Jun 01 15:16:30 ubuntu dstat.sh[64930]: 01-06 15:16:30| 20   7  73   0   0|3357M  141M  163M 4098M|4632B 1703B|   0   265k|   0  13.0 |2381  1639 |2.26 1.79 1.04|1.0   0  51|   0     0 |           | 14  126    0   23    0
Jun 01 15:16:31 ubuntu dstat.sh[64930]: 01-06 15:16:31| 17   2  80   0   0|3368M  130M  163M 4098M|  10k 8023B|4084B  255k|1.00  16.0 |1857  1397 |2.26 1.79 1.04|  0   0 1.0|   0     0 |           | 14  127    0   23    0
Jun 01 15:16:32 ubuntu dstat.sh[64930]: 01-06 15:16:32| 27  10  61   1   0|3305M  193M  163M 4099M|6432B 2855B|8194B 1356k|2.00   137 |5865  7389 |2.16 1.77 1.04|1.0   0  89|   0     0 |           | 14  128    0   24    0
Jun 01 15:16:33 ubuntu dstat.sh[64930]: 01-06 15:16:33| 19   3  77   0   0|3348M  150M  163M 4099M|6196B 3937B|   0   592k|   0  21.0 |1801  1290 |2.16 1.77 1.04|  0   0   0|   0     0 |           | 14  129    0   24    0
Jun 01 15:16:34 ubuntu dstat.sh[64930]: 01-06 15:16:34| 19   6  73   0   0|3298M  200M  163M 4099M|  25k   21k|   0  1300k|   0  71.0 |2807  2153 |2.16 1.77 1.04|1.0   0  55|   0     0 |           | 14  128    0   25    0
Jun 01 15:16:35 ubuntu dstat.sh[64930]: 01-06 15:16:35| 22   3  74   0   0|3354M  144M  163M 4099M|6089B 3574B|4096B  120k|1.00  13.0 |1859  1382 |2.16 1.77 1.04|  0   0   0|   0     0 |           | 14  129    0   25    0
Jun 01 15:16:36 ubuntu dstat.sh[64930]: 01-06 15:16:36| 19   4  74   2   0|3346M  152M  163M 4099M|  10k 6331B|   0  3616k|   0   335 |4688  6866 |2.16 1.77 1.04|2.0   0 1.0|   0     0 |           | 14  130    0   25    0
Jun 01 15:16:37 ubuntu dstat.sh[64930]: 01-06 15:16:37| 25   4  68   0   0|3342M  155M  163M 4099M|6353B 2805B|   0  1308k|   0   144 |5091  7298 |2.07 1.76 1.04|2.0   0   0|   0     0 |           | 14  129    0   27    0
Jun 01 15:16:38 ubuntu dstat.sh[64930]: 01-06 15:16:38| 19   8  73   0   0|3341M  156M  163M 4099M|4780B 1579B|   0   544k|   0  41.0 |2580  2183 |2.07 1.76 1.04|2.0   0  53|   0     0 |           | 14  129    0   27    0
Jun 01 15:16:39 ubuntu dstat.sh[64930]: 01-06 15:16:39| 15   2  82   0   0|3343M  155M  163M 4099M|  15k   11k|   0   593k|   0  31.0 |1889  1635 |2.07 1.76 1.04|1.0   0   0|   0     0 |           | 14  130    0   27    0
Jun 01 15:16:40 ubuntu dstat.sh[64930]: 01-06 15:16:40| 25   4  68   0   0|3341M  156M  163M 4099M|4828B 1509B|   0  1134k|   0   125 |4772  6314 |2.07 1.76 1.04|3.0   0   0|   0     0 |           | 14  130    0   27    0
Jun 01 15:16:41 ubuntu dstat.sh[64930]: 01-06 15:16:41| 32   9  56   1   0|3315M  182M  163M 4099M|5575B 2475B|   0  5054k|   0   345 |7592    11k|2.07 1.76 1.04|1.0   0  79|   0     0 |           | 14  131    0   28    0
Jun 01 15:16:42 ubuntu dstat.sh[64930]: 01-06 15:16:42| 22   3  74   0   0|3377M  121M  163M 4099M|5646B 3424B|   0   420k|   0  27.0 |1943  1466 |1.98 1.75 1.04|1.0   0 1.0|   0     0 |           | 14  134    0   28    0
Jun 01 15:16:43 ubuntu dstat.sh[64930]: 01-06 15:16:43| 24   7  69   1   0|3335M  162M  163M 4099M|  12k 9169B|  24k 1548k|2.00   139 |4389  9554 |1.98 1.75 1.04|1.0   0  36|   0     0 |           | 14  133    0   30    0
Jun 01 15:16:44 ubuntu dstat.sh[64930]: 01-06 15:16:44| 17  11  72   0   0|3302M  195M  163M 4099M|4126B 1566B|   0   404k|   0  20.0 |3199  2395 |1.98 1.75 1.04|1.0   0 147|   0     0 |           | 14  133    0   29    0
Jun 01 15:16:45 ubuntu dstat.sh[64930]: 01-06 15:16:45| 19   3  77   0   0|3336M  161M  163M 4099M|  10k 8064B|   0   363k|   0  19.0 |1789  1287 |1.98 1.75 1.04|1.0   0   0|   0     0 |           | 14  134    0   29    0
Jun 01 15:16:46 ubuntu dstat.sh[64930]: 01-06 15:16:46| 23   5  70   1   0|3335M  162M  163M 4099M|  10k 6740B|   0   958k|   0   108 |5439  6362 |1.98 1.75 1.04|1.0   0 1.0|   0     0 |           | 14  136    0   29    0
Jun 01 15:16:47 ubuntu dstat.sh[64930]: 01-06 15:16:47| 28   7  63   1   0|3336M  161M  163M 4100M|4612B 1568B| 421k  981k|69.1  88.1 |5900  8339 |1.90 1.73 1.04|6.0   0 3.0|   0     0 |           | 14  136    0   29    0
Jun 01 15:16:48 ubuntu dstat.sh[64930]: 01-06 15:16:48| 38  16  43   1   0|3254M  242M  164M 4100M|6188B 3532B|  88k 2180k|4.99   198 |  10k   16k|1.90 1.73 1.04|1.0   0 286|   0     0 |           | 14  135    0   30    0
Jun 01 15:16:49 ubuntu dstat.sh[64930]: 01-06 15:16:49| 22   4  73   0   0|3326M  171M  164M 4100M|4409B 1796B|   0   748k|   0  37.0 |1929  1419 |1.90 1.73 1.04|1.0   0   0|   0     0 |           | 14  135    0   30    0
Jun 01 15:16:50 ubuntu dstat.sh[64930]: 01-06 15:16:50| 18   6  76   0   0|3319M  177M  164M 4100M|  12k 9083B|   0  3426k|   0   346 |2704  1990 |1.90 1.73 1.04|1.0   0  40|   0     0 |           | 14  135    0   31    0
Jun 01 15:16:51 ubuntu dstat.sh[64930]: 01-06 15:16:51|  8  19  69   0   0|3324M  172M  164M 4100M|4183B 1402B|   0   447k|   0  23.0 |5077  3494 |1.90 1.73 1.04|1.0   0 268|   0     0 |           | 14  135    0   31    0
Jun 01 15:16:52 ubuntu dstat.sh[64930]: 01-06 15:16:52|  9  23  67   0   0|3286M  210M  164M 4100M|4091B 1189B|   0  2237k|   0   135 |5438  4012 |2.07 1.77 1.06|2.0   0 275|   0     0 |           | 14  135    0   31    0
Jun 01 15:16:53 ubuntu dstat.sh[64930]: 01-06 15:16:53| 20  17  62   0   0|3277M  219M  164M 4100M|4228B 1461B|   0   333k|   0  32.1 |5803  6482 |2.07 1.77 1.06|2.0   0 204|   0     0 |           | 14  135    0   31    0
Jun 01 15:16:54 ubuntu dstat.sh[64930]: 01-06 15:16:54| 29  24  46   0   0|3352M  144M  164M 4100M|4859B 1690B|   0   248k|   0  15.0 |6134  4679 |2.07 1.77 1.06|2.0   0 408|   0     0 |           | 14  135    0   31    0
Jun 01 15:16:55 ubuntu dstat.sh[64930]: 01-06 15:16:55| 33  24  41   0   0|3372M  124M  164M 4101M|3999B 1456B|  64k  631k|3.99  47.9 |7169  7639 |2.07 1.77 1.06|1.0   0 390|   0     0 |           | 14  141    0   31    0
Jun 01 15:16:56 ubuntu dstat.sh[64930]: 01-06 15:16:56| 31  19  50   0   0|3420M  153M  164M 4024M|5118B 1620B|   0   764k|   0  63.0 |5210  5363 |2.07 1.77 1.06|4.0   0 247|   0     0 |           | 16  141    0   31    0
Jun 01 15:16:57 ubuntu dstat.sh[64930]: 01-06 15:16:57| 56  30  14   0   0|3571M  150M  164M 3878M|4825B 1460B|  80k  545k|3.00  40.1 |9133    12k|2.39 1.84 1.08|3.0   0 548|   0     0 |           | 16  147    0   31    0
Jun 01 15:16:58 ubuntu dstat.sh[64930]: 01-06 15:16:58| 64  21  15   0   0|3663M  157M  164M 3780M|4734B 1708B|8182B  324k|2.00  25.0 |6016  8340 |2.39 1.84 1.08|4.0   0 291|   0     0 |           | 16  163    0   31    0
Jun 01 15:16:59 ubuntu dstat.sh[64930]: 01-06 15:16:59| 42  25  32   0   0|3740M  132M  164M 3730M|4580B 1459B|8196B  644k|1.00  15.0 |  15k 9267 |2.39 1.84 1.08|2.0   0 406|   0     0 |           | 16  165    0   31    0
Jun 01 15:17:00 ubuntu dstat.sh[64930]: 01-06 15:17:00| 26  24  48   0   0|3781M  144M  164M 3678M|5042B 1621B|4098B  272k|1.00  16.0 |5969  4443 |2.39 1.84 1.08|1.0   0 386|   0     0 |           | 17  165    0   31    0
Jun 01 15:17:01 ubuntu dstat.sh[64930]: 01-06 15:17:01|  9  23  65   0   0|3778M  148M  164M 3678M|5414B 1452B|8160B  267k|1.99  17.9 |5952  5159 |2.39 1.84 1.08|8.0   0 305|   0     0 |           | 17  165    0   31    0
Jun 01 15:17:02 ubuntu dstat.sh[64930]: 01-06 15:17:02| 24  18  58   0   0|3804M  163M  164M 3637M|5058B 1626B|  12k  530k|3.01  39.1 |5227  5673 |2.92 1.96 1.13|3.0   0 190|   0     0 |           | 17  165    0   31    0
Jun 01 15:17:03 ubuntu dstat.sh[64930]: 01-06 15:17:03| 29  24  45   0   0|3867M  136M  164M 3602M|4944B 1688B|4092B  132k|1.00  15.0 |6025  4436 |2.92 1.96 1.13|2.0   0 369|   0     0 |           | 17  165    0   31    0
Jun 01 15:17:04 ubuntu dstat.sh[64930]: 01-06 15:17:04| 31  19  48   0   0|3889M  144M  164M 3573M|5153B 1618B|   0    88k|   0  5.99 |6248  7535 |2.92 1.96 1.13|1.0   0 318|   0     0 |           | 17  171    0   29    0
Jun 01 15:17:05 ubuntu dstat.sh[64930]: 01-06 15:17:05| 37  25  38   0   0|3988M  119M  164M 3501M|5896B 1624B|  44k 5070k|5.01   499 |7951    11k|2.92 1.96 1.13|4.0 1.0 396|   0     0 |           | 17  177    0   29    0
Jun 01 15:17:06 ubuntu dstat.sh[64930]: 01-06 15:17:06| 32  26  40   0   0|4056M  131M  164M 3422M|6616B 1620B|  96k  660k|4.00  50.0 |7204  6854 |2.92 1.96 1.13|2.0   0 539|   0     0 |           | 17  185    0   29    0
Jun 01 15:17:07 ubuntu dstat.sh[64930]: 01-06 15:17:07| 19  24  54   0   0|4113M  140M  164M 3357M|5934B 1618B|  44k  831k|4.00  47.0 |8695    13k|3.00 2.00 1.14|1.0   0 398|   0     0 |           | 17  189    0   29    0
Jun 01 15:17:08 ubuntu dstat.sh[64930]: 01-06 15:17:08| 20  22  56   0   0|4124M  129M  164M 3358M|4811B 1456B|4090B  803k|1.00  56.9 |6656  6526 |3.00 2.00 1.14|5.0   0 323|   0     0 |           | 17  199    0   29    0
Jun 01 15:17:09 ubuntu dstat.sh[64930]: 01-06 15:17:09| 28  17  53   0   0|4166M  135M  164M 3311M|4331B 1714B| 986k 3833k|10.0   187 |5871  6459 |3.00 2.00 1.14|3.0   0 193|   0     0 |           | 17  207    0   25    0
Jun 01 15:17:10 ubuntu dstat.sh[64930]: 01-06 15:17:10| 43  11  46   0   0|4286M  156M  164M 3173M|4274B 1453B| 746k   16M|14.0   820 |3740  2109 |3.00 2.00 1.14|2.0   0 1.0|   0     0 |           | 17  207    0   25    0
Jun 01 15:17:11 ubuntu dstat.sh[64930]: 01-06 15:17:11| 42   9  48   0   0|4390M  134M  164M 3092M|4694B 1458B|  64k  296k|7.00  24.0 |3633  2609 |3.00 2.00 1.14|2.0   0  10|   0     0 |           | 17  210    0   25    0
Jun 01 15:17:12 ubuntu dstat.sh[64930]: 01-06 15:17:12| 28  12  58   1   0|4287M  237M  164M 3093M|4503B 1663B| 224k  572k|6.00  48.0 |4199  3704 |2.92 2.00 1.15|3.0   0 179|   0     0 |           | 17  215    0   25    0
Jun 01 15:17:13 ubuntu dstat.sh[64930]: 01-06 15:17:13| 31  27  41   0   0|4357M  167M  164M 3093M|4049B 1504B|  32k   20k|2.01  5.01 |6180  5107 |2.92 2.00 1.15|3.0   0 464|   0     0 |           | 17  215    0   15    0
Jun 01 15:17:14 ubuntu dstat.sh[64930]: 01-06 15:17:14| 40  26  34   0   0|4371M  150M  164M 3096M|  13k   10k| 896k 1232k|17.0  33.0 |7318  8706 |2.92 2.00 1.15|2.0   0 398|   0     0 |           | 17  223    0   16    0
Jun 01 15:17:15 ubuntu dstat.sh[64930]: 01-06 15:17:15| 54  20  25   0   0|4421M  137M  164M 3061M|4026B 1517B|  28k  291k|4.98  11.9 |5296  5847 |2.92 2.00 1.15|2.0 1.0 224|   0     0 |           | 17  224    0   16    0
Jun 01 15:17:16 ubuntu dstat.sh[64930]: 01-06 15:17:16| 64  15  21   0   0|4539M  156M  164M 2927M|  14k   11k|1510k  337k|35.1  16.1 |4871  4115 |2.92 2.00 1.15|4.0   0  26|   0     0 |           | 17  227    0   17    0
Jun 01 15:17:17 ubuntu dstat.sh[64930]: 01-06 15:17:17| 66  14  15   4   0|4588M  139M  164M 2897M|6119B 2625B|6491k 2470k| 473   152 |6814  7552 |3.09 2.05 1.17|4.0   0  26|   0     0 |           | 17  236    0   18    0
Jun 01 15:17:18 ubuntu dstat.sh[64930]: 01-06 15:17:18| 42  23  34   0   0|4642M  143M  164M 2840M|  10k 7240B|  60k 8263k|4.01  30.1 |6836  7232 |3.09 2.05 1.17|4.0   0 324|   0     0 |           | 17  232    0   22    0
Jun 01 15:17:19 ubuntu dstat.sh[64930]: 01-06 15:17:19| 31  27  40   0   0|4565M  218M  164M 2842M|  10k 6932B| 156k  915k|7.99  62.9 |7263  8725 |3.09 2.05 1.17|3.0   0 385|   0     0 |           | 17  231    0   23    0
Jun 01 15:17:20 ubuntu dstat.sh[64930]: 01-06 15:17:20| 49  23  28   0   0|4668M  114M  164M 2843M|6234B 3655B|  32k  472k|8.01  22.0 |5498  7445 |3.09 2.05 1.17|3.0   0 351|   0     0 |           | 17  232    0   23    0
Jun 01 15:17:21 ubuntu dstat.sh[64930]: 01-06 15:17:21| 50  29  20   0   0|4709M  144M  164M 2772M|  14k   10k|  52k 1337k|6.00  93.0 |7410  8455 |3.09 2.05 1.17|4.0   0 429|   0     0 |           | 17  235    0   23    0
Jun 01 15:17:22 ubuntu dstat.sh[64930]: 01-06 15:17:22| 64  22  14   0   0|4725M  125M  164M 2775M|3979B 1458B|1296k  836k|57.0  55.0 |7902    11k|3.24 2.10 1.19|4.0   0 219|   0     0 |           | 17  239    0   26    0
Jun 01 15:17:23 ubuntu dstat.sh[64930]: 01-06 15:17:23| 49  30  21   0   0|4820M  135M  164M 2674M|  12k 9616B|  64k  598k|3.99  38.9 |6674  6788 |3.24 2.10 1.19|3.0   0 485|   0     0 |           | 17  240    0   26    0
Jun 01 15:17:24 ubuntu dstat.sh[64930]: 01-06 15:17:24| 56  20  23   1   0|4781M  170M  164M 2677M|9637B 4530B| 523k 1026k|26.9  63.9 |8701    15k|3.24 2.10 1.19|2.0   0 246|   0     0 |           | 17  247    0   28    0
Jun 01 15:17:25 ubuntu dstat.sh[64930]: 01-06 15:17:25| 58  19  22   0   0|4913M  123M  164M 2595M|  11k 7390B| 671k  763k|17.0  28.0 |9721    16k|3.24 2.10 1.19|3.0   0 177|   0     0 |           | 17  248    0   26    0
Jun 01 15:17:26 ubuntu dstat.sh[64930]: 01-06 15:17:26| 55  10  33   0   0|4950M  177M  164M 2506M|  16k   12k| 350k  535k|5.02  40.2 |4385  3332 |3.24 2.10 1.19|4.0   0  14|   0     0 |           | 17  250    0   27    0
Jun 01 15:17:27 ubuntu dstat.sh[64930]: 01-06 15:17:27| 60  11  28   1   0|5061M  116M  164M 2458M|8303B 5849B|1790k 2493k|95.9   256 |6113  8601 |3.22 2.11 1.20|3.0   0  13|   0     0 |           | 17  257    0   32    0
Jun 01 15:17:28 ubuntu dstat.sh[64930]: 01-06 15:17:28| 54  19  26   0   0|4981M  222M  164M 2432M|  14k   11k| 565k  770k|8.02  47.1 |5990  6299 |3.22 2.11 1.20|3.0   0 255|   0     0 |           | 17  259    0   34    0
Jun 01 15:17:29 ubuntu dstat.sh[64930]: 01-06 15:17:29| 47  30  22   0   0|5061M  139M  164M 2436M|5524B 3421B|4268k 1306k|61.9  61.9 |7279  7367 |3.22 2.11 1.20|3.0   0 503|   0     0 |           | 17  260    0   32    0
Jun 01 15:17:30 ubuntu dstat.sh[64930]: 01-06 15:17:30| 52  21  26   0   0|5062M  138M  164M 2436M|  13k   10k| 783k 1022k|8.98  48.9 |6378  8854 |3.22 2.11 1.20|6.0   0 225|   0     0 |           | 18  262    0   33    0
Jun 01 15:17:31 ubuntu dstat.sh[64930]: 01-06 15:17:31| 79  20   1   0   0|5102M  127M  164M 2408M|4548B 1555B|1118k 7147k|40.1   779 |6945  7323 |3.22 2.11 1.20|5.0   0 158|   0     0 |           | 18  266    0   34    0
Jun 01 15:17:32 ubuntu dstat.sh[64930]: 01-06 15:17:32| 79  15   3   1   0|5260M  112M  164M 2270M|  11k 9628B|3177k 1035k| 175  53.5 |5839  4806 |3.28 2.14 1.22|5.0   0  16|   0     0 |           | 18  271    0   34    0
Jun 01 15:17:33 ubuntu dstat.sh[64930]: 01-06 15:17:33| 68  20  13   0   0|5262M  150M  164M 2233M|7638B 4416B|1186k 1456k|32.3   104 |6949  9035 |3.28 2.14 1.22|5.0   0 220|   0     0 |           | 18  271    0   35    0
Jun 01 15:17:34 ubuntu dstat.sh[64930]: 01-06 15:17:34| 39  10  49   0   0|5302M  138M  164M 2205M|  14k 8931B| 563k  507k|7.99  33.0 |3712  2787 |3.28 2.14 1.22|2.0   0  17|   0     0 |           | 18  275    0   35    0
Jun 01 15:17:35 ubuntu dstat.sh[64930]: 01-06 15:17:35| 34   9  56   0   0|5266M  174M  164M 2206M|  23k   10k| 817k  600k|8.01  49.0 |3653  2997 |3.28 2.14 1.22|2.0   0  12|   0     0 |           | 18  275    0   36    1
Jun 01 15:17:36 ubuntu dstat.sh[64930]: 01-06 15:17:36| 47  14  38   1   0|5293M  141M  164M 2212M|  16M  280k|2788k   13M|30.0   850 |  24k   13k|3.28 2.14 1.22|5.0   0 118|   0     0 |           | 18  277    0   36    0
Jun 01 15:17:37 ubuntu dstat.sh[64930]: 01-06 15:17:37| 46  18  34   0   0|5360M  188M  158M 2116M|  15k   11k|1088k 3006k|28.9   196 |5793  5541 |3.10 2.12 1.21|4.0   0 152|   0     0 |           | 18  280    0   36    0
Jun 01 15:17:38 ubuntu dstat.sh[64930]: 01-06 15:17:38| 39   8  51   1   0|5365M  183M  158M 2116M|  13k   10k|  36k  458k|1.00  35.2 |3265  2454 |3.10 2.12 1.21|2.0   0 5.0|   0     0 |           | 18  281    0   37    0
Jun 01 15:17:39 ubuntu dstat.sh[64930]: 01-06 15:17:39| 32   4  62   0   0|5373M  174M  158M 2117M|  52k 1543k| 574k 9531k|33.9  96.6 |5734  6872 |3.10 2.12 1.21|2.0   0 1.0|   0     0 |           | 18  285    0   38    0
Jun 01 15:17:40 ubuntu dstat.sh[64930]: 01-06 15:17:40| 12   3  82   0   0|5307M  239M  158M 2117M|6245k   14M|  20k  540k|3.00  42.0 |4773  3000 |3.10 2.12 1.21|1.0   0  37|   0     0 |           | 18  288    0   39    0
Jun 01 15:17:41 ubuntu dstat.sh[64930]: 01-06 15:17:41| 24   4  69   0   0|5292M  238M  158M 2133M|  10M   95k| 152k 3921k|8.00  73.0 |9835    10k|3.10 2.12 1.21|2.0   0 2.0|   0     0 |           | 18  286    0   40    0
