Jul 25 06:17:03 jammy-provider-cloud-0000007400 systemd[1]: Started Devstack devstack@dstat.service.
Jul 25 06:17:03 jammy-provider-cloud-0000007400 dstat.sh[57574]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 25 06:17:03 jammy-provider-cloud-0000007400 dstat.sh[57574]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 25 06:20:14 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:14| 17  17  66   0   0|1644M  939M  171M 4983M|  11k 1700B|   0   421k|   0  30.1 |4665  8772 |1.47 1.47 0.79|4.0   0 386|   0     0 |   0     0 | 11   48    5   24    0
Jul 25 06:20:15 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:15|  9   9  80   0   0|1644M  938M  171M 4983M|7238B 1616B|   0   279k|   0  14.0 |2950  5981 |1.47 1.47 0.79|  0   0 178|   0     0 |   0     0 | 11   48    5   24    0
Jul 25 06:20:16 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:16| 11  12  77   0   0|1645M  938M  171M 4983M|6030B 1624B|   0     0 |   0     0 |3182  5759 |1.44 1.46 0.79|1.0   0 183|   0     0 |   0     0 | 13   50    5   22    0
Jul 25 06:20:17 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:17| 13  15  71   0   0|1644M  939M  171M 4983M|7383B 1714B|   0    36k|   0  2.00 |3683  6057 |1.44 1.46 0.79|1.0   0 291|   0     0 |   0     0 | 13   50    5   23    0
Jul 25 06:20:18 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:18| 10  19  70   0   0|1642M  941M  171M 4983M|6535B 1619B|   0    76k|   0  18.0 |2819  4428 |1.44 1.46 0.79|2.0   0 378|   0     0 |   0     0 | 13   50    5   23    0
Jul 25 06:20:19 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:19| 26  18  56   0   0|1675M  907M  171M 4983M|7496B 1653B|   0   124k|   0  6.00 |4512  9910 |1.44 1.46 0.79|3.0   0 352|   0     0 |   0     0 | 13   50    5   23    0
Jul 25 06:20:20 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:20| 36  10  53   0   0|1745M  837M  171M 4984M|6097B 1617B|   0   395k|   0  9.98 |4840  7374 |1.44 1.46 0.79|1.0   0 119|   0     0 |   0     0 | 13   50    5   20    0
Jul 25 06:20:21 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:21| 25   7  69   0   0|1826M  755M  171M 4984M|6623B 1621B|  32k    0 |2.00     0 |1876  3448 |1.40 1.45 0.79|2.0   0  11|   0     0 |   0     0 | 13   58    5   24    0
Jul 25 06:20:22 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:22| 22   3  73   0   0|1868M  712M  171M 4985M|7139B 1585B|   0  2687k|   0   197 |1160  1333 |1.40 1.45 0.79|1.0   0 5.0|   0     0 |   0     0 | 13   58    5   22    0
Jul 25 06:20:23 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:23|  2   1  96   0   0|1870M  710M  171M 4985M|7785B 1620B|   0     0 |   0     0 |1081  2855 |1.40 1.45 0.79|  0   0 2.0|   0     0 |   0     0 | 13   58    5   22    0
Jul 25 06:20:24 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:24|  2   3  94   0   0|1811M  769M  171M 4985M|8619B 1861B|   0  1226k|   0  7.01 |1168  1768 |1.40 1.45 0.79|2.0   0  45|   0     0 |   0     0 | 13   58    5   21    0
Jul 25 06:20:25 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:25| 16  13  69   0   0|1812M  768M  171M 4985M|8939B 1619B|   0  1831k|   0   180 |3377  9359 |1.40 1.45 0.79|  0   0 258|   0     0 |   0     0 | 12   56    5   21    0
Jul 25 06:20:26 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:26| 18  15  66   0   0|1873M  707M  171M 4985M|7924B 1622B|   0  4102B|   0  1.00 |4754  9811 |1.37 1.44 0.80|4.0   0 276|   0     0 |   0     0 | 13   56    5   18    0
Jul 25 06:20:27 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:27| 19  18  62   0   0|1886M  694M  171M 4985M|7148B 1608B|   0     0 |   0     0 |5052    11k|1.37 1.44 0.80|3.0   0 360|   0     0 |   0     0 | 13   48    5   18    0
Jul 25 06:20:28 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:28| 13   6  79   0   0|1886M  694M  171M 4985M|9825B 1617B|   0   264k|   0  2.00 |3076  5096 |1.37 1.44 0.80|  0   0  41|   0     0 |   0     0 | 13   58    5   18    0
Jul 25 06:20:29 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:29| 32  20  47   0   0|1712M  868M  171M 4985M|6189B 1630B|   0   276k|   0  3.00 |3289  5300 |1.37 1.44 0.80|2.0   0 544|   0     0 |   0     0 | 13   50    5   22    0
Jul 25 06:20:30 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:30| 37  17  44   0   0|1771M  809M  171M 4986M|4602B 1614B|   0   231k|   0  11.0 |5191    10k|1.37 1.44 0.80|7.0   0 392|   0     0 |   0     0 | 13   54    5   21    0
Jul 25 06:20:31 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:31| 47  14  39   0   0|1888M  691M  171M 4986M|5656B 1627B|   0    40k|   0  9.04 |2969  5810 |1.42 1.45 0.80|2.0   0 211|   0     0 |   0     0 | 13   58    5   23    0
Jul 25 06:20:32 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:32| 36   6  57   0   0|1982M  596M  171M 4987M|5314B 1619B|   0    12k|   0  3.00 |1818  3719 |1.42 1.45 0.80|1.0   0 4.0|   0     0 |   0     0 | 13   58    5   16    0
Jul 25 06:20:33 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:33| 24   3  71   2   0|2016M  559M  172M 4989M|4588B 1621B| 140k 5202k|35.0   393 |2398  4844 |1.42 1.45 0.80|  0 1.0 5.0|   0     0 |   0     0 | 13   60    5   16    0
Jul 25 06:20:34 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:34| 24   5  55  14   0|2017M  540M  172M 5007M|9383B 1710B|   0    35M|   0  3319 |  13k   29k|1.42 1.45 0.80|  0 2.0 6.0|   0     0 |   0     0 | 13   60    5   16    0
Jul 25 06:20:35 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:35| 34  19  46   0   0|2190M  363M  172M 5010M|  10k 1620B|   0    50M|   0   253 |7394    19k|1.42 1.45 0.80|1.0   0 262|   0     0 |   0     0 | 14   85    5   27    0
Jul 25 06:20:36 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:36| 11  18  70   0   0|2198M  355M  172M 5010M|5432B 1458B|   0  3416k|   0  69.0 |3590  5813 |1.47 1.46 0.81|1.0   0 496|   0     0 |   0     0 | 14   85    5   27    0
Jul 25 06:20:37 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:37| 26  16  56   0   0|2244M  309M  172M 5011M|6776B 1619B|   0    13M|   0   725 |5315    13k|1.47 1.46 0.81|2.0   0 238|   0     0 |   0     0 | 14   86    5   27    0
Jul 25 06:20:38 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:38| 46   5  48   0   0|2351M  202M  172M 5011M|7771B 1618B|   0   527k|   0  37.0 |1272  1829 |1.47 1.46 0.81|2.0   0 1.0|   0     0 |   0     0 | 14   86    5   27    0
Jul 25 06:20:39 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:39| 12  18  69   1   0|2365M  188M  172M 5011M|5277B 1696B|   0  1177k|   0  70.1 |3090  4905 |1.47 1.46 0.81|1.0   0 314|   0     0 |   0     0 | 14   89    5   28    0
Jul 25 06:20:40 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:40|  7  20  72   0   0|2365M  188M  172M 5011M|6278B 1695B|   0   132k|   0  15.0 |2832  4256 |1.47 1.46 0.81|2.0   0 361|   0     0 |   0     0 | 14   89    5   28    0
Jul 25 06:20:41 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:41| 10  18  71   0   0|2377M  175M  172M 5012M|8557B 1619B|   0    72k|   0  5.00 |2599  3933 |1.43 1.45 0.81|1.0   0 317|   0     0 |   0     0 | 14   89    5   28    0
Jul 25 06:20:42 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:42| 23   3  74   0   0|2427M  126M  172M 5012M|  41k 1738B|   0     0 |   0     0 |1398  1970 |1.43 1.45 0.81|1.0   0   0|   0     0 |   0     0 | 14   94    5   28    0
Jul 25 06:20:43 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:43| 22   5  73   0   0|2408M  144M  172M 5012M|5331B 1508B|   0  8173B|   0  2.00 |1488  2167 |1.43 1.45 0.81|1.0   0  63|   0     0 |   0     0 | 14   91    5   29    0
Jul 25 06:20:44 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:44| 25   5  69   1   0|2439M  130M  172M 4996M|6701B 1569B|4105B 6851k|1.00   662 |3167  5734 |1.43 1.45 0.81|1.0   0 4.0|   0     0 |   0     0 | 14   99    5   29    0
Jul 25 06:20:45 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:45| 33   7  58   1   0|2424M  160M  172M 4980M|4746B 1708B|  16k 1658k|2.00   176 |3681  6612 |1.43 1.45 0.81|1.0   0 117|   0     0 |   0     0 | 14  108    5   31    0
Jul 25 06:20:46 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:46| 27   5  67   0   0|2465M  131M  171M 4970M|4883B 1697B| 112k 3378k|6.01   372 |2434  5079 |1.39 1.45 0.81|1.0   0  34|   0     0 |   0     0 | 14  110    5   32    0
Jul 25 06:20:47 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:47| 35   8  54   0   0|2504M  127M  170M 4937M|  14k 1693B| 923k 1007k|44.0  90.9 |2756  4761 |1.39 1.45 0.81|2.0   0  94|   0     0 |   0     0 | 14  108    5   32    0
Jul 25 06:20:48 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:48| 37   7  56   1   0|2486M  174M  170M 4908M|4166B 1695B|2757k 1897k| 175   120 |1880  2586 |1.39 1.45 0.81|2.0   0  32|   0     0 |   0     0 | 14  108    5   33    0
Jul 25 06:20:49 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:49| 22   4  73   0   0|2549M  125M  170M 4893M|4807B 1616B| 156k 1005k|3.99  73.8 |1399  2095 |1.39 1.45 0.81|1.0   0  28|   0     0 |   0     0 | 14  112    5   33    0
Jul 25 06:20:50 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:50| 21   5  73   0   0|2534M  140M  170M 4893M|5191B 1698B| 168k  233k|3.01  12.0 |1314  1788 |1.39 1.45 0.81|1.0   0  51|   0     0 |   0     0 | 14  112    5   34    0
Jul 25 06:20:51 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:51| 21   6  71   0   0|2505M  169M  170M 4893M|4562B 1511B|   0   736k|   0  76.0 |2118  3614 |1.36 1.44 0.81|1.0   0  82|   0     0 |   0     0 | 14  112    5   35    0
Jul 25 06:20:52 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:52| 22   3  74   0   0|2564M  126M  170M 4878M|5798B 1607B|   0  1939k|   0   254 |1297  1669 |1.36 1.44 0.81|1.0   0 1.0|   0     0 |   0     0 | 14  115    5   35    0
Jul 25 06:20:53 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:53| 21   5  73   0   0|2550M  139M  170M 4878M|5085B 1619B| 132k  252k|6.00  12.0 |1270  1702 |1.36 1.44 0.81|1.0   0  55|   0     0 |   0     0 | 14  112    5   35    0
Jul 25 06:20:54 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:54| 28   3  67   1   0|2579M  127M  170M 4862M|6504B 1771B|  28k 2504k|5.01   283 |3205  6374 |1.36 1.44 0.81|1.0   0 5.0|   0     0 |   0     0 | 14  119    5   36    0
Jul 25 06:20:55 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:55| 22   5  72   1   0|2582M  124M  170M 4862M|5189B 1706B|  36k  643k|3.99  56.9 |1771  2751 |1.36 1.44 0.81|1.0   0  54|   0     0 |   0     0 | 14  119    5   37    0
Jul 25 06:20:56 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:56| 29   3  68   1   0|2588M  121M  170M 4858M|5783B 1666B|   0  1384k|   0   118 |2578  4965 |1.33 1.43 0.81|4.0   0   0|   0     0 |   0     0 | 14  121    5   37    0
Jul 25 06:20:57 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:57| 28   6  65   0   0|2590M  133M  170M 4845M|7187B 1690B| 668k  852k|18.0  71.0 |2125  3678 |1.33 1.43 0.81|1.0   0  69|   0     0 |   0     0 | 14  119    5   38    0
Jul 25 06:20:58 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:58| 20   7  71   1   0|2557M  166M  170M 4845M|5295B 1508B|   0  1365k|   0   135 |2539  4648 |1.33 1.43 0.81|1.0   0 147|   0     0 |   0     0 | 14  119    5   39    0
Jul 25 06:20:59 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:20:59| 24   3  73   0   0|2606M  117M  170M 4845M|7767B 1624B|   0   601k|   0  36.1 |1194  1820 |1.33 1.43 0.81|1.0   0   0|   0     0 |   0     0 | 14  121    5   39    0
Jul 25 06:21:00 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:00| 35   5  59   1   0|2559M  181M  170M 4828M|5212B 1568B|1161k 1730k|14.0   175 |3856  7147 |1.33 1.43 0.81|3.0   0  21|   0     0 |   0     0 | 14  119    5   40    0
Jul 25 06:21:01 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:01| 28  10  61   0   0|2617M  120M  170M 4831M|5783B 1791B|2046k 1308k|53.8   105 |3179  6235 |1.31 1.42 0.82|1.0   0 267|   0     0 |   0     0 | 14  119    5   40    0
Jul 25 06:21:02 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:02| 22  11  66   1   0|2580M  173M  170M 4816M|5386B 1949B|   0  4837k|   0   433 |2729  4563 |1.31 1.42 0.82|1.0 2.0 172|   0     0 |   0     0 | 14  119    5   41    0
Jul 25 06:21:03 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:03| 10  18  69   0   0|2582M  171M  170M 4816M|7424B 1780B|  12k 4080k|2.00   248 |3607  6220 |1.31 1.42 0.82|1.0   0 449|   0     0 |   0     0 | 14  119    5   40    0
Jul 25 06:21:04 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:04| 24  17  57   0   0|2605M  147M  170M 4816M|7009B 1623B| 541k  585k|23.0  25.0 |6099    11k|1.31 1.42 0.82|2.0   0 315|   0     0 |   0     0 | 14  119    5   40    0
Jul 25 06:21:05 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:05| 34  22  43   0   0|2652M  125M  170M 4792M|6283B 1622B|  16k  488k|1.00  37.0 |4774  8523 |1.31 1.42 0.82|5.0   0 542|   0     0 |   0     0 | 14  119    5   40    0
Jul 25 06:21:06 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:06| 51  22  26   0   0|2773M  127M  169M 4672M|7580B 1690B|1008k 6541k|72.0   621 |8462    15k|1.84 1.53 0.86|5.0   0 394|   0     0 |   0     0 | 16  131    5   40    0
Jul 25 06:21:07 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:07| 58  21  21   0   0|2879M  124M  169M 4571M|5855B 1620B|4432k 1956k| 296   212 |5304  8411 |1.84 1.53 0.86|5.0   0 500|   0     0 |   0     0 | 16  131    5   40    0
Jul 25 06:21:08 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:08| 66  21  13   0   0|2966M  126M  169M 4485M|6110B 1608B| 976k 1804k| 113   250 |7438    17k|1.84 1.53 0.86|2.0   0 534|   0     0 |   0     0 | 16  147    5   40    0
Jul 25 06:21:09 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:09| 38  18  42   0   0|3031M  130M  169M 4417M|6049B 1619B|  20k  392k|1.00  21.0 |3799  6454 |1.84 1.53 0.86|2.0   0 567|   0     0 |   0     0 | 17  147    5   40    0
Jul 25 06:21:10 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:10| 28  16  56   0   0|3058M  126M  169M 4394M|5695B 1781B|   0   104k|   0  4.00 |4391    11k|1.84 1.53 0.86|2.0   0 318|   0     0 |   0     0 | 17  147    5   40    0
Jul 25 06:21:11 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:11| 36  20  43   0   0|3126M  123M  169M 4331M|8023B 1620B|   0   396k|   0  31.0 |3907  9527 |1.86 1.54 0.86|3.0   0 426|   0     0 |   0     0 | 17  147    5   40    0
Jul 25 06:21:12 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:12| 40  23  34   0   0|3235M  134M  169M 4212M|  41k 1512B|  16k  720k|3.00  61.0 |6636    15k|1.86 1.54 0.86|2.0   0 535|   0     0 |   0     0 | 17  163    5   40    0
Jul 25 06:21:13 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:13| 32  22  45   0   0|3293M  133M  169M 4157M|4123B 1620B|  48k 8466k|3.00   610 |4649  7353 |1.86 1.54 0.86|2.0   0 729|   0     0 |   0     0 | 17  165    5   40    0
Jul 25 06:21:14 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:14| 23  20  54   0   0|3350M  124M  169M 4111M|6082B 1690B|   0   520k|   0  39.0 |5906    16k|1.86 1.54 0.86|2.0   0 377|   0     0 |   0     0 | 17  169    5   40    0
Jul 25 06:21:15 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:15| 38  11  50   0   0|3436M  127M  169M 4023M|7113B 1728B| 124k  388k|11.0  31.0 |2270  3724 |1.86 1.54 0.86|3.0   0 117|   0     0 |   0     0 | 17  169    5   40    0
Jul 25 06:21:16 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:16| 47   7  46   0   0|3545M  122M  169M 3922M|4783B 1565B|  32k  599k|2.00  49.0 |1757  2422 |1.87 1.55 0.87|2.0   0 3.0|   0     0 |   0     0 | 17  175    5   40    0
Jul 25 06:21:17 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:17| 35  13  50   1   0|3515M  202M  169M 3873M|5587B 1720B|1898k  389k|43.1  26.1 |3280  5597 |1.87 1.55 0.87|3.0   0 322|   0     0 |   0     0 | 17  178    5   39    0
Jul 25 06:21:18 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:18| 38  21  39   0   0|3568M  146M  169M 3876M|7149B 1692B|  20k  440k|2.00  35.0 |4982    12k|1.87 1.55 0.87|2.0   0 581|   0     0 |   0     0 | 17  189    5   39    0
Jul 25 06:21:19 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:19| 56  18  25   0   0|3627M  135M  169M 3829M|6010B 1619B|1495k  496k|31.0  30.0 |5812    11k|1.87 1.55 0.87|5.0   0 200|   0     0 |   0     0 | 17  192    4   39    0
Jul 25 06:21:20 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:20| 76  18   4   0   0|3709M  127M  169M 3757M|5411B 1491B|1597k 1124k|26.6  40.4 |3206  6489 |1.87 1.55 0.87|5.0   0 126|   0     0 |   0     0 | 17  202    4   40    0
Jul 25 06:21:21 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:21| 81  16   6   0   0|3761M  157M  170M 3676M|7170B 1644B|  89k   16M|4.06   708 |4565    10k|2.20 1.62 0.90|4.0   0  62|   0     0 |   0     0 | 17  210    4   47    0
Jul 25 06:21:22 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:22| 51  24  23   0   0|3808M  129M  170M 3657M|  11k 1620B|4096B  856k|1.00  54.0 |6046    12k|2.20 1.62 0.90|4.0   0 547|   0     0 |   0     0 | 17  215    4   43    0
Jul 25 06:21:23 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:23| 53  23  23   0   0|3809M  120M  170M 3665M|6143B 1620B|  48k  424k|2.00  26.0 |8653    43k|2.20 1.62 0.90|3.0   0 265|   0     0 |   0     0 | 17  215    4   43    0
Jul 25 06:21:24 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:24| 57  22  19   0   0|3849M  128M  170M 3617M|7919B 1566B|4096B   21M|1.00   682 |4603  8368 |2.20 1.62 0.90|2.0   0 558|   0     0 |   0     0 | 17  217    4   43    0
Jul 25 06:21:25 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:25| 67  19  13   0   0|3884M  146M  170M 3565M|7391B 1620B| 148k  932k|12.0  66.0 |6367    16k|2.20 1.62 0.90|5.0   0 340|   0     0 |   0     0 | 17  219    4   46    0
Jul 25 06:21:26 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:26| 58  21  21   0   0|3928M  181M  170M 3487M|  10k 1722B|  48k  442k|2.99  26.9 |5647    11k|2.26 1.64 0.91|5.0   0 394|   0     0 |   0     0 | 17  221    4   46    0
Jul 25 06:21:27 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:27| 66  16  17   0   0|4065M  117M  170M 3415M|6485B 1518B|  56k 9261k|3.01   745 |7058    14k|2.26 1.64 0.91|4.0   0 210|   0     0 |   0     0 | 17  231    4   47    0
Jul 25 06:21:28 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:28| 68   9  22   0   0|4146M  132M  170M 3322M|5656B 1694B|   0   500k|   0  41.0 |2594  3977 |2.26 1.64 0.91|3.0   0 7.0|   0     0 |   0     0 | 17  236    4   48    0
Jul 25 06:21:29 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:29| 61  16  21   0   0|4137M  189M  170M 3275M|7850B 1695B| 660k 1125k|29.0   106 |5686    13k|2.26 1.64 0.91|4.0   0 277|   0     0 |   0     0 | 17  245    4   55    0
Jul 25 06:21:30 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:30| 49  24  27   0   0|4133M  192M  170M 3277M|4500B 1690B|1920k 1877k|60.0   175 |6107    12k|2.26 1.64 0.91|3.0   0 539|   0     0 |   0     0 | 17  246    4   51    0
Jul 25 06:21:31 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:31| 63  20  17   0   0|4227M  137M  170M 3238M|4444B 1694B|3295k 1270k|48.0  66.0 |5654    11k|2.32 1.67 0.92|6.0   0 227|   0     0 |   0     0 | 18  247    4   52    0
Jul 25 06:21:32 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:32| 81  15   3   0   0|4318M  125M  170M 3160M|4700B 1619B| 880k  740k|16.0  42.0 |2366  3333 |2.32 1.67 0.92|4.0   0  49|   0     0 |   0     0 | 18  249    4   49    0
Jul 25 06:21:33 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:33| 68  14  18   0   0|4328M  172M  170M 3104M|5924B 1567B| 988k 1473k|14.0  90.0 |4087  8764 |2.32 1.67 0.92|2.0   0 120|   0     0 |   0     0 | 18  250    4   56    0
Jul 25 06:21:34 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:34| 19   9  69   0   0|4334M  165M  170M 3104M|9252B 3052B| 836k  412k|11.0  21.0 |2248  3410 |2.32 1.67 0.92|1.0   0 153|   0     0 |   0     0 | 18  251    4   56    0
Jul 25 06:21:35 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:35| 20   6  72   0   0|4335M  164M  170M 3104M|6032B 1759B| 816k 2887k|9.00   188 |2528  4236 |2.32 1.67 0.92|2.0 1.0  10|   0     0 |   0     0 | 18  253    4   56    0
Jul 25 06:21:36 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:36| 20   5  73   0   0|4341M  158M  170M 3105M|  18k 4379B| 767k 1139k|5.99  67.9 |2108  3129 |2.22 1.66 0.92|3.0   0 9.0|   0     0 |   0     0 | 18  257    4   45    1
Jul 25 06:21:37 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:37| 21   6  73   0   0|4360M  139M  170M 3105M|6172B 2461B| 768k  120k|6.00  15.0 |2318  3967 |2.22 1.66 0.92|3.0   0  12|   0     0 |   0     0 | 18  265    4   45    0
Jul 25 06:21:38 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:38| 17  11  70   0   0|4346M  140M  170M 3118M|  16M  152k|2377k  336k|30.0  24.0 |8934  6772 |2.22 1.66 0.92|3.0   0 193|   0     0 |   0     0 | 18  263    4   45    0
Jul 25 06:21:39 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:39| 23   5  70   0   0|4397M  129M  170M 3077M|5473B 1661B| 212k  352k|7.99  40.0 |2036  3276 |2.22 1.66 0.92|1.0   0  71|   0     0 |   0     0 | 18  269    4   45    0
Jul 25 06:21:40 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:40| 26   4  69   1   0|4411M  116M  170M 3077M|5162B 1624B| 485k  682k|26.1  75.2 |4344  8991 |2.22 1.66 0.92|1.0   0 2.0|   0     0 |   0     0 | 18  280    4   48    0
Jul 25 06:21:41 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:41| 17  13  68   1   0|4357M  183M  170M 3065M|7637B 1566B| 188k   26M|8.00   910 |4016  7326 |2.20 1.66 0.93|1.0   0 275|   0     0 |   0     0 | 18  277    4   49    0
Jul 25 06:21:42 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:42| 21   7  71   0   0|4414M  125M  170M 3066M|  40k 1509B| 778k  256k|11.0  13.0 |2302  3710 |2.20 1.66 0.93|1.0   0 193|   0     0 |   0     0 | 18  277    4   49    0
Jul 25 06:21:43 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:43| 12  15  72   0   0|4357M  182M  170M 3066M|6554B 1698B|   0   325k|   0  23.0 |2817  4427 |2.20 1.66 0.93|1.0   0 279|   0     0 |   0     0 | 18  277    4   49    0
Jul 25 06:21:44 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:44| 12  17  70   0   0|4362M  177M  170M 3066M|5396B 1693B|  12k  775k|2.00  46.0 |3458  5649 |2.20 1.66 0.93|1.0   0 383|   0     0 |   0     0 | 18  277    4   48    0
Jul 25 06:21:45 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:21:45|  3   0  95   0   0|4361M  177M  170M 3066M|5558B 1617B|8177B  144k|1.00  19.0 |1178  2013 |2.20 1.66 0.93|  0   0 3.0|   0     0 |   0     0 | 18  279    4   48    0
