Feb 12 15:21:49 np0000000046 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 12 15:21:50 np0000000046 dstat.sh[58901]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 12 15:21:50 np0000000046 dstat.sh[58901]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 12 15:25:16 np0000000046 dstat.sh[58901]: 12-02 15:25:16| 26   9  47  14   0|1736M  658M  174M 5175M|4980B 1620B|   0    93M|   0  6795 |  25k   50k|2.19 1.45 0.76|1.0   0 231|   0     0 |           | 11   38    0   24    0
Feb 12 15:25:17 np0000000046 dstat.sh[58901]: 12-02 15:25:17| 21  11  49  17   0|1735M  652M  174M 5183M|4817B 1620B|   0    88M|   0  6715 |  24k   46k|2.19 1.45 0.76|5.0   0 150|   0     0 |           | 11   38    0   24    0
Feb 12 15:25:18 np0000000046 dstat.sh[58901]: 12-02 15:25:18| 39  12  30  15   0|1672M  707M  174M 5191M|4840B 1613B|   0    72M|   0  5280 |  20k   39k|2.19 1.45 0.76|8.0 1.0 239|   0     0 |           | 11   36    0   24    0
Feb 12 15:25:19 np0000000046 dstat.sh[58901]: 12-02 15:25:19| 44  11  29  13   0|1727M  644M  174M 5198M|4277B 1458B|   0    68M|   0  4687 |  18k   35k|2.66 1.56 0.80|3.0 1.0 141|   0     0 |           | 11   36    0   24    0
Feb 12 15:25:20 np0000000046 dstat.sh[58901]: 12-02 15:25:20| 41  10  32  16   0|1768M  592M  174M 5209M|5025B 1719B|   0    79M|   0  5268 |  17k   36k|2.66 1.56 0.80|1.0 2.0 2.0|   0     0 |           | 11   38    0   24    0
Feb 12 15:25:21 np0000000046 dstat.sh[58901]: 12-02 15:25:21| 23  10  48  15   0|1713M  643M  174M 5213M|4232B 1622B|   0    64M|   0  5210 |  19k   38k|2.66 1.56 0.80|  0 2.0 144|   0     0 |           | 11   36    0   24    0
Feb 12 15:25:22 np0000000046 dstat.sh[58901]: 12-02 15:25:22| 33   4  50   9   0|1702M  651M  174M 5215M|4899B 1619B|   0    22M|   0  2048 |  12k   20k|2.66 1.56 0.80|3.0   0  63|   0     0 |           | 11   34    0   24    0
Feb 12 15:25:23 np0000000046 dstat.sh[58901]: 12-02 15:25:23| 19  15  59   3   0|1456M  897M  174M 5215M|4554B 1618B|   0    22M|   0  1299 |6809  8901 |2.66 1.56 0.80|2.0   0 250|   0     0 |           | 11   32    0   24    0
Feb 12 15:25:24 np0000000046 dstat.sh[58901]: 12-02 15:25:24| 22   4  73   0   0|1513M  840M  174M 5215M|4499B 1620B|   0  1416k|   0   112 |1975  1603 |2.52 1.55 0.80|2.0   0 1.0|   0     0 |           | 11   32    0   24    0
Feb 12 15:25:25 np0000000046 dstat.sh[58901]: 12-02 15:25:25| 28   6  65   1   0|1527M  826M  174M 5215M|4206B 1622B|   0  4190k|   0   232 |3633    14k|2.52 1.55 0.80|2.0   0  38|   0     0 |           | 11   38    0   25    0
Feb 12 15:25:26 np0000000046 dstat.sh[58901]: 12-02 15:25:26| 21   5  73   0   0|1481M  871M  174M 5216M|4561B 1620B|   0   104k|   0  11.0 |2180  1431 |2.52 1.55 0.80|3.0   0  28|   0     0 |           | 11   32    0   25    0
Feb 12 15:25:27 np0000000046 dstat.sh[58901]: 12-02 15:25:27| 22   3  74   0   0|1502M  851M  174M 5216M|4653B 1457B|   0     0 |   0     0 |1689  1091 |2.52 1.55 0.80|3.0   0   0|   0     0 |           | 11   32    0   25    0
Feb 12 15:25:28 np0000000046 dstat.sh[58901]: 12-02 15:25:28| 21   6  72   0   0|1451M  902M  174M 5216M|4076B 1619B|   0   124k|   0  17.0 |2758  2095 |2.52 1.55 0.80|2.0   0  66|   0     0 |           | 11   32    0   25    0
Feb 12 15:25:29 np0000000046 dstat.sh[58901]: 12-02 15:25:29| 13  42  43   0   0|1431M  922M  174M 5216M|4688B 1623B|   0  1030k|   0   127 |8047  7459 |2.48 1.56 0.81|2.0   0 1.1|   0     0 |           | 11   32    0   24    0
Feb 12 15:25:30 np0000000046 dstat.sh[58901]: 12-02 15:25:30|  8  23  67   0   0|1416M  937M  174M 5216M|4561B 1621B|   0   256k|   0  19.0 |5262  3535 |2.48 1.56 0.81|1.0   0 370|   0     0 |           | 11   32    0   24    0
Feb 12 15:25:31 np0000000046 dstat.sh[58901]: 12-02 15:25:31|  9  21  69   0   0|1403M  949M  174M 5216M|5323B 1615B|   0    56k|   0  5.98 |5167  3339 |2.48 1.56 0.81|1.0   0 291|   0     0 |           | 11   32    0   24    0
Feb 12 15:25:32 np0000000046 dstat.sh[58901]: 12-02 15:25:32|  8  21  69   0   0|1403M  949M  174M 5216M|5245B 1622B|   0    12k|   0  3.00 |4960  3342 |2.48 1.56 0.81|2.0   0 267|   0     0 |           | 11   32    0   24    0
Feb 12 15:25:33 np0000000046 dstat.sh[58901]: 12-02 15:25:33| 10  21  68   0   0|1385M  968M  174M 5216M|5041B 1620B|   0    24k|   0  6.00 |5139  3439 |2.48 1.56 0.81|3.0   0 259|   0     0 |           | 11   32    0   24    0
Feb 12 15:25:34 np0000000046 dstat.sh[58901]: 12-02 15:25:34| 13  20  66   0   0|1368M  984M  174M 5216M|5462B 1620B|   0    20k|   0  5.00 |5668  5343 |2.36 1.55 0.81|1.0   0 234|   0     0 |           | 11   32    0   24    0
Feb 12 15:25:35 np0000000046 dstat.sh[58901]: 12-02 15:25:35| 32  17  51   0   0|1415M  937M  174M 5216M|5155B 1458B|   0   208k|   0  3.00 |5213  5286 |2.36 1.55 0.81|3.0   0 193|   0     0 |           | 11   33    0   24    0
Feb 12 15:25:36 np0000000046 dstat.sh[58901]: 12-02 15:25:36| 41  10  49   0   0|1527M  825M  174M 5216M|5419B 1618B|   0     0 |   0     0 |2758  1461 |2.36 1.55 0.81|3.0   0   0|   0     0 |           | 11   33    0   24    0
Feb 12 15:25:37 np0000000046 dstat.sh[58901]: 12-02 15:25:37| 44   7  48   0   0|1583M  769M  174M 5217M|5067B 1621B| 104k  344k|1.00  28.0 |3586  2711 |2.36 1.55 0.81|3.0   0  19|   0     0 |           | 11   49    0   24    0
Feb 12 15:25:38 np0000000046 dstat.sh[58901]: 12-02 15:25:38| 32  11  54   0   0|1597M  751M  174M 5220M|4684B 1622B|   0  1618k|   0   149 |5302  8327 |2.36 1.55 0.81|1.0   0 136|   0     0 |           | 11   48    0   25    0
Feb 12 15:25:39 np0000000046 dstat.sh[58901]: 12-02 15:25:39| 12  20  66   0   0|1607M  741M  174M 5221M|4561B 1620B|   0   852k|   0  85.0 |5899  5500 |2.25 1.54 0.81|1.0   0 268|   0     0 |           | 11   48    0   25    0
Feb 12 15:25:40 np0000000046 dstat.sh[58901]: 12-02 15:25:40| 11   9  79   0   0|1594M  754M  174M 5220M|5215B 1618B|   0  4368k|   0   333 |3848  4693 |2.25 1.54 0.81|  0   0  92|   0     0 |           | 11   48    0   25    0
Feb 12 15:25:41 np0000000046 dstat.sh[58901]: 12-02 15:25:41|  0   1  97   0   0|1594M  754M  174M 5220M|5629B 1617B|   0   100k|   0  9.98 | 773  1000 |2.25 1.54 0.81|  0   0 3.0|   0     0 |           | 11   48    0   25    0
Feb 12 15:25:42 np0000000046 dstat.sh[58901]: 12-02 15:25:42|  1   0  98   0   0|1594M  754M  174M 5220M|4657B 1459B|   0     0 |   0     0 | 775   999 |2.25 1.54 0.81|  0   0 3.0|   0     0 |           | 11   48    0   25    0
Feb 12 15:25:43 np0000000046 dstat.sh[58901]: 12-02 15:25:43|  1   1  98   0   0|1593M  755M  174M 5220M|4325B 1622B|   0     0 |   0     0 | 723  1023 |2.25 1.54 0.81|  0   0 2.0|   0     0 |           | 11   48    0   25    0
Feb 12 15:25:44 np0000000046 dstat.sh[58901]: 12-02 15:25:44|  3   4  92   0   0|1584M  764M  174M 5220M|4315B 1618B|   0  2061k|   0  19.0 |1772  1780 |2.07 1.52 0.81|  0   0  51|   0     0 |           | 11   48    0   25    0
Feb 12 15:25:45 np0000000046 dstat.sh[58901]: 12-02 15:25:45| 19  19  61   0   0|1608M  740M  174M 5221M|4207B 1623B|   0     0 |   0     0 |6280  8250 |2.07 1.52 0.81|1.0   0 253|   0     0 |           | 11   48    0   17    0
Feb 12 15:25:46 np0000000046 dstat.sh[58901]: 12-02 15:25:46| 10  17  72   0   0|1606M  741M  174M 5220M|4428B 1616B|   0   176k|   0  3.99 |4620  3886 |2.07 1.52 0.81|1.0   0 263|   0     0 |           | 12   48    0   17    0
Feb 12 15:25:47 np0000000046 dstat.sh[58901]: 12-02 15:25:47| 16  20  62   0   0|1604M  744M  174M 5221M|4709B 1864B|4110B  301k|1.00  28.1 |6558  7966 |2.07 1.52 0.81|1.0   0 260|   0     0 |           | 12   64    0   17    0
Feb 12 15:25:48 np0000000046 dstat.sh[58901]: 12-02 15:25:48| 18  15  65   0   0|1613M  734M  174M 5221M|4422B 1832B|  28k  441k|1.99  19.9 |4452  5125 |2.07 1.52 0.81|  0   0 248|   0     0 |           | 12   64    1   17    0
Feb 12 15:25:49 np0000000046 dstat.sh[58901]: 12-02 15:25:49|  6  13  79   0   0|1622M  726M  174M 5221M|4394B 1699B|   0  1396k|   0  31.1 |3308  2500 |1.91 1.49 0.81|1.0   0 141|   0     0 |           | 14   64    1   16    0
Feb 12 15:25:50 np0000000046 dstat.sh[58901]: 12-02 15:25:50| 18  14  68   0   0|1619M  728M  174M 5221M|4439B 1537B|   0    20k|   0  5.02 |5877  8023 |1.91 1.49 0.81|1.0   0 188|   0     0 |           | 14   64    1   16    0
Feb 12 15:25:51 np0000000046 dstat.sh[58901]: 12-02 15:25:51|  8  22  69   0   0|1627M  720M  174M 5221M|4214B 1731B|   0    16k|   0  3.99 |5310  3845 |1.91 1.49 0.81|3.0   0 317|   0     0 |           | 14   66    1   16    0
Feb 12 15:25:52 np0000000046 dstat.sh[58901]: 12-02 15:25:52|  9  21  69   0   0|1618M  729M  174M 5221M|4858B 1784B|   0    24k|   0  6.02 |5393  3820 |1.91 1.49 0.81|1.0   0 314|   0     0 |           | 14   66    1   16    0
Feb 12 15:25:53 np0000000046 dstat.sh[58901]: 12-02 15:25:53| 20  16  63   0   0|1622M  725M  174M 5221M|4560B 1694B|   0    36k|   0  8.00 |5973  7845 |1.91 1.49 0.81|2.0   0 241|   0     0 |           | 14   66    1   16    0
Feb 12 15:25:54 np0000000046 dstat.sh[58901]: 12-02 15:25:54| 29  26  45   0   0|1693M  654M  174M 5221M|5460B 1620B|   0  1396k|   0  13.0 |6182  4656 |1.91 1.50 0.81|3.0   0 455|   0     0 |           | 14   66    1   16    0
Feb 12 15:25:55 np0000000046 dstat.sh[58901]: 12-02 15:25:55| 29  26  44   0   0|1795M  550M  174M 5222M|5756B 1693B|8187B  752k|1.00  7.00 |6991  7491 |1.91 1.50 0.81|2.0   0 482|   0     0 |           | 14   68    1   17    0
Feb 12 15:25:56 np0000000046 dstat.sh[58901]: 12-02 15:25:56| 30  26  43   1   0|1903M  442M  174M 5222M|6002B 1621B|   0  7667k|   0   361 |7324  6941 |1.91 1.50 0.81|2.0   0 523|   0     0 |           | 14   70    1   18    0
Feb 12 15:25:57 np0000000046 dstat.sh[58901]: 12-02 15:25:57| 45  17  36   0   0|1953M  392M  174M 5223M|5326B 1742B|   0  2923k|   0   132 |6208  7882 |1.91 1.50 0.81|4.0   0 259|   0     0 |           | 14   70    1   17    0
Feb 12 15:25:58 np0000000046 dstat.sh[58901]: 12-02 15:25:58| 53  27  19   0   0|2090M  254M  174M 5224M|4193B 1467B|   0    32k|   0  8.05 |7094  7396 |1.91 1.50 0.81|3.0   0 568|   0     0 |           | 14   70    1   17    0
Feb 12 15:25:59 np0000000046 dstat.sh[58901]: 12-02 15:25:59| 68  18  13   0   0|2163M  180M  174M 5224M|4801B 1694B|   0  1100k|   0  17.0 |5398  7099 |2.00 1.52 0.82|5.0   0 329|   0     0 |           | 14   70    1   17    0
Feb 12 15:26:00 np0000000046 dstat.sh[58901]: 12-02 15:26:00| 69  27   2   1   0|2262M  166M  170M 5145M|4960B 1613B| 526k 8772k|77.7   597 |6521  7326 |2.00 1.52 0.82|4.0   0 391|   0     0 |           | 14   74    1   17    0
Feb 12 15:26:01 np0000000046 dstat.sh[58901]: 12-02 15:26:01| 65  26   7   2   0|2402M  150M  169M 5027M|4927B 1622B|1110k   20M|75.1  1117 |  11k   17k|2.00 1.52 0.82|6.0 1.0 292|   0     0 |           | 14   74    1   17    0
Feb 12 15:26:02 np0000000046 dstat.sh[58901]: 12-02 15:26:02| 64  28   7   2   0|2523M  166M  169M 4894M|4964B 1664B|  28k   22M|2.00  2008 |  15k   26k|2.00 1.52 0.82|4.0   0 416|   0     0 |           | 14   76    1   14    0
Feb 12 15:26:03 np0000000046 dstat.sh[58901]: 12-02 15:26:03| 67  21   9   0   0|2590M  169M  169M 4825M|4896B 1620B| 300k 2256k|17.0  93.0 |9731    18k|2.00 1.52 0.82|5.0   0 252|   0     0 |           | 14   89    1   21    0
Feb 12 15:26:04 np0000000046 dstat.sh[58901]: 12-02 15:26:04| 53  27  19   0   0|2713M  186M  168M 4688M|4855B 1618B| 452k  947k|28.0  52.9 |7158  7615 |2.16 1.57 0.84|4.0   0 488|   0     0 |           | 14   93    1   23    0
Feb 12 15:26:05 np0000000046 dstat.sh[58901]: 12-02 15:26:05| 35  27  37   0   0|2797M  168M  168M 4625M|4356B 1624B| 168k  894k|4.01  49.1 |8221    11k|2.16 1.57 0.84|2.0   0 403|   0     0 |           | 14   93    1   23    0
Feb 12 15:26:06 np0000000046 dstat.sh[58901]: 12-02 15:26:06| 49  18  33   0   0|2891M  138M  168M 4561M|4044B 1451B|  40k  700k|3.98  34.8 |6280    12k|2.16 1.57 0.84|3.0   0 203|   0     0 |           | 14   94    1   23    0
Feb 12 15:26:07 np0000000046 dstat.sh[58901]: 12-02 15:26:07| 48   8  43   0   0|2999M  162M  168M 4432M|4733B 1788B|4105B 4093k|1.00   207 |3507  2879 |2.16 1.57 0.84|2.0   0 3.0|   0     0 |           | 14   98    1   24    0
Feb 12 15:26:08 np0000000046 dstat.sh[58901]: 12-02 15:26:08| 11  19  68   0   0|3015M  145M  168M 4433M|4199B 1619B|8189B  516k|2.00  36.0 |5304  4320 |2.16 1.57 0.84|1.0   0 264|   0     0 |           | 14  101    1   24    0
Feb 12 15:26:09 np0000000046 dstat.sh[58901]: 12-02 15:26:09|  8  19  70   0   0|3012M  148M  168M 4433M|4180B 1621B|   0   765k|   0  49.0 |5220  3778 |2.07 1.56 0.84|2.0   0 274|   0     0 |           | 14  101    1   24    0
Feb 12 15:26:10 np0000000046 dstat.sh[58901]: 12-02 15:26:10|  8  20  71   0   0|3019M  141M  168M 4433M|4773B 1622B|   0  2960k|   0  16.0 |4868  3378 |2.07 1.56 0.84|1.0   0 243|   0     0 |           | 14  101    1   23    0
Feb 12 15:26:11 np0000000046 dstat.sh[58901]: 12-02 15:26:11|  9  18  69   0   0|3038M  122M  168M 4433M|4278B 1617B|   0     0 |   0     0 |4350  2999 |2.07 1.56 0.84|2.0   0 210|   0     0 |           | 14  101    1   23    0
Feb 12 15:26:12 np0000000046 dstat.sh[58901]: 12-02 15:26:12| 19   3  78   0   0|3086M  140M  168M 4369M|7376B 4007B|   0    60k|   0  2.00 |1717  1229 |2.07 1.56 0.84|2.0   0   0|   0     0 |           | 14  102    1   23    0
Feb 12 15:26:13 np0000000046 dstat.sh[58901]: 12-02 15:26:13| 19   5  73   0   0|3051M  175M  168M 4369M|  24k   21k|8190B  176k|2.00  18.0 |3308  3269 |2.07 1.56 0.84|1.0   0  39|   0     0 |           | 14  105    1   24    0
Feb 12 15:26:14 np0000000046 dstat.sh[58901]: 12-02 15:26:14| 22   6  72   0   0|3086M  141M  168M 4369M|4746B 1622B|4101B  304k|1.00  27.0 |2309  1807 |1.98 1.55 0.84|1.0   0  28|   0     0 |           | 14  109    1   17    0
Feb 12 15:26:15 np0000000046 dstat.sh[58901]: 12-02 15:26:15| 15   3  81   0   0|3088M  138M  168M 4369M|  11k 8148B|   0  1035k|   0  18.0 |2322  2350 |1.98 1.55 0.84|1.0   0   0|   0     0 |           | 14  112    1   17    0
Feb 12 15:26:16 np0000000046 dstat.sh[58901]: 12-02 15:26:16| 26   6  66   1   0|3094M  131M  168M 4369M|4802B 1621B| 280k 1593k|18.0   201 |4916  6874 |1.98 1.55 0.84|1.0   0 5.0|   0     0 |           | 14  119    1   17    0
Feb 12 15:26:17 np0000000046 dstat.sh[58901]: 12-02 15:26:17| 38   8  52   1   0|3154M  199M  168M 4245M|6574B 2891B| 152k 1342k|13.0   133 |5982  7690 |1.98 1.55 0.84|1.0   0  12|   0     0 |           | 14  122    1   19    0
Feb 12 15:26:18 np0000000046 dstat.sh[58901]: 12-02 15:26:18| 19  10  70   0   0|3202M  151M  168M 4245M|4865B 1622B|   0   929k|   0  77.1 |3373  3064 |1.98 1.55 0.84|1.0   0 107|   0     0 |           | 14  126    1   19    0
Feb 12 15:26:19 np0000000046 dstat.sh[58901]: 12-02 15:26:19| 18   2  79   0   0|3214M  139M  168M 4245M|  11k 8069B|   0   435k|   0  27.0 |2186  2122 |1.90 1.54 0.84|1.0   0   0|   0     0 |           | 14  127    1   19    0
Feb 12 15:26:20 np0000000046 dstat.sh[58901]: 12-02 15:26:20| 19   3  75   1   0|3216M  137M  168M 4245M|7118B 3706B|  96k 6572k|6.01   536 |3120  3639 |1.90 1.54 0.84|2.0   0   0|   0     0 |           | 14  127    1   19    0
Feb 12 15:26:21 np0000000046 dstat.sh[58901]: 12-02 15:26:21| 33  12  53   0   0|3272M  143M  168M 4184M|5452B 2647B|   0  6045k|   0   207 |5023  5264 |1.90 1.54 0.84|2.0   0  96|   0     0 |           | 14  128    1   20    0
Feb 12 15:26:22 np0000000046 dstat.sh[58901]: 12-02 15:26:22| 39   8  53   0   0|3347M  131M  168M 4123M|6544B 3945B| 184k  501k|1.00  33.1 |2793  1548 |1.90 1.54 0.84|2.0   0 4.0|   0     0 |           | 14  129    1   20    0
Feb 12 15:26:23 np0000000046 dstat.sh[58901]: 12-02 15:26:23| 18   7  73   0   0|3318M  159M  168M 4123M|  25k   21k|   0   404k|   0  25.0 |2639  2109 |1.90 1.54 0.84|1.0   0  56|   0     0 |           | 14  128    1   21    0
Feb 12 15:26:24 np0000000046 dstat.sh[58901]: 12-02 15:26:24| 18   3  78   0   0|3338M  140M  168M 4124M|7082B 4071B|8181B 1877k|2.00   110 |1810  1660 |1.83 1.53 0.85|2.0   0   0|   0     0 |           | 14  129    1   21    0
Feb 12 15:26:25 np0000000046 dstat.sh[58901]: 12-02 15:26:25| 19   7  72   0   0|3319M  158M  168M 4124M|  24k   21k|  24k   72k|2.00  5.99 |2710  2049 |1.83 1.53 0.85|2.0   0  65|   0     0 |           | 14  128    1   22    0
Feb 12 15:26:26 np0000000046 dstat.sh[58901]: 12-02 15:26:26| 23   5  71   0   0|3345M  132M  168M 4124M|6060B 3934B|4095B   64k|1.00  7.00 |2704  5954 |1.83 1.53 0.85|  0   0  22|   0     0 |           | 14  129    1   22    0
Feb 12 15:26:27 np0000000046 dstat.sh[58901]: 12-02 15:26:27| 24   6  69   1   0|3334M  143M  168M 4124M|  11k 7000B| 128k  621k|7.01  84.1 |7107    12k|1.83 1.53 0.85|1.0   0  47|   0     0 |           | 14  136    1   27    0
Feb 12 15:26:28 np0000000046 dstat.sh[58901]: 12-02 15:26:28| 20   8  72   0   0|3356M  121M  168M 4124M|4279B 1617B|4089B 1430k|1.00  85.9 |2727  2370 |1.83 1.53 0.85|1.0   0  65|   0     0 |           | 14  136    1   27    0
Feb 12 15:26:29 np0000000046 dstat.sh[58901]: 12-02 15:26:29| 17   3  79   0   0|3247M  291M  168M 4065M|  26k   23k|   0    64k|   0  6.01 |2181  1708 |1.68 1.50 0.84|1.0   0  17|   0     0 |           | 14  136    1   28    0
Feb 12 15:26:30 np0000000046 dstat.sh[58901]: 12-02 15:26:30| 19   7  72   0   0|3314M  224M  168M 4065M|4643B 1619B|4093B   52k|1.00  5.00 |2199  1499 |1.68 1.50 0.84|1.0   0  38|   0     0 |           | 14  136    1   28    0
Feb 12 15:26:31 np0000000046 dstat.sh[58901]: 12-02 15:26:31| 16   3  80   1   0|3316M  222M  168M 4065M|  12k 8294B|  12k 1649k|3.01   152 |2933  3687 |1.68 1.50 0.84|4.0   0   0|   0     0 |           | 14  137    1   28    0
Feb 12 15:26:32 np0000000046 dstat.sh[58901]: 12-02 15:26:32| 27   5  65   1   0|3322M  215M  168M 4065M|6855B 2858B|   0  6395k|   0   484 |7266    12k|1.68 1.50 0.84|1.0   0 7.0|   0     0 |           | 14  137    1   30    0
Feb 12 15:26:33 np0000000046 dstat.sh[58901]: 12-02 15:26:33| 20   7  71   0   0|3316M  222M  168M 4065M|5091B 1617B|   0  2208k|   0   144 |2867  2778 |1.68 1.50 0.84|3.0   0  56|   0     0 |           | 14  137    1   30    0
Feb 12 15:26:34 np0000000046 dstat.sh[58901]: 12-02 15:26:34| 14   2  83   1   0|3326M  212M  168M 4065M|  14k   11k|   0   300k|   0  19.0 |2090  2140 |1.63 1.49 0.84|  0   0   0|   0     0 |           | 14  138    1   30    0
Feb 12 15:26:35 np0000000046 dstat.sh[58901]: 12-02 15:26:35| 23   6  69   1   0|3330M  207M  168M 4065M|6139B 1879B|  16k 1268k|1.00   138 |6236  9200 |1.63 1.49 0.84|2.0   0   0|   0     0 |           | 14  138    1   30    0
Feb 12 15:26:36 np0000000046 dstat.sh[58901]: 12-02 15:26:36| 33   7  58   0   0|3330M  207M  168M 4065M|6063B 2589B|   0  3297k|   0   363 |7963    12k|1.63 1.49 0.84|2.0   0  43|   0     0 |           | 14  141    1   31    0
Feb 12 15:26:37 np0000000046 dstat.sh[58901]: 12-02 15:26:37| 22   6  72   0   0|3398M  139M  168M 4065M|4489B 1461B|   0   405k|   0  21.0 |2191  1846 |1.63 1.49 0.84|1.0   0  26|   0     0 |           | 14  141    1   31    0
Feb 12 15:26:38 np0000000046 dstat.sh[58901]: 12-02 15:26:38| 15   2  81   0   0|3393M  145M  168M 4065M|  13k   10k|  32k  763k|2.00  80.9 |3017  3916 |1.63 1.49 0.84|1.0   0   0|   0     0 |           | 14  142    1   30    0
Feb 12 15:26:39 np0000000046 dstat.sh[58901]: 12-02 15:26:39| 16  13  69   0   0|3384M  153M  168M 4065M|5964B 2821B|   0   660k|   0  58.0 |3933  3474 |1.58 1.49 0.84|1.0   0 147|   0     0 |           | 14  141    1   31    0
Feb 12 15:26:40 np0000000046 dstat.sh[58901]: 12-02 15:26:40| 19   2  78   0   0|3379M  158M  168M 4065M|  10k 7391B|   0   484k|   0  28.0 |1839  1489 |1.58 1.49 0.84|2.0   0   0|   0     0 |           | 14  142    1   31    0
Feb 12 15:26:41 np0000000046 dstat.sh[58901]: 12-02 15:26:41| 21   3  73   0   0|3376M  161M  168M 4065M|  11k 7461B|   0   672k|   0  61.0 |5380  8089 |1.58 1.49 0.84|1.0   0   0|   0     0 |           | 14  144    1   31    0
Feb 12 15:26:42 np0000000046 dstat.sh[58901]: 12-02 15:26:42| 26   7  67   0   0|3378M  159M  168M 4066M|5299B 1663B|   0  1108k|   0   116 |6615  9829 |1.58 1.49 0.84|1.0   0   0|   0     0 |           | 14  144    1   31    0
Feb 12 15:26:43 np0000000046 dstat.sh[58901]: 12-02 15:26:43| 37  15  44   2   0|3331M  206M  168M 4066M|6191B 3219B|  32k 6674k|2.01   477 |  12k   19k|1.58 1.49 0.84|2.0   0 238|   0     0 |           | 14  143    1   32    0
Feb 12 15:26:44 np0000000046 dstat.sh[58901]: 12-02 15:26:44| 25   8  65   0   0|3382M  154M  168M 4066M|4930B 2118B|   0   778k|   0  55.8 |3729  4292 |1.61 1.50 0.85|2.0   0  53|   0     0 |           | 14  143    1   32    0
Feb 12 15:26:45 np0000000046 dstat.sh[58901]: 12-02 15:26:45| 20   2  77   0   0|3382M  154M  168M 4066M|  11k 9021B|   0   460k|   0  20.0 |2164  1831 |1.61 1.50 0.85|1.0   0   0|   0     0 |           | 14  143    1   33    0
Feb 12 15:26:46 np0000000046 dstat.sh[58901]: 12-02 15:26:46|  9  21  70   0   0|3361M  175M  168M 4066M|4481B 1689B|   0   441k|   0  24.0 |4959  3519 |1.61 1.50 0.85|1.0   0 265|   0     0 |           | 14  143    1   33    0
Feb 12 15:26:47 np0000000046 dstat.sh[58901]: 12-02 15:26:47| 10  21  67   1   0|3348M  188M  168M 4066M|4632B 1620B|   0   440k|   0  26.0 |5511  4090 |1.61 1.50 0.85|4.0   0 293|   0     0 |           | 14  143    1   33    0
Feb 12 15:26:48 np0000000046 dstat.sh[58901]: 12-02 15:26:48| 18  17  63   0   0|3337M  199M  168M 4067M|4319B 1735B|   0  2443k|   0   149 |6352  8752 |1.61 1.50 0.85|2.0 1.0 217|   0     0 |           | 14  143    1   33    0
Feb 12 15:26:49 np0000000046 dstat.sh[58901]: 12-02 15:26:49| 28  23  48   0   0|3409M  127M  168M 4066M|4776B 1763B|   0   184k|   0  16.0 |5967  4899 |1.72 1.52 0.86|2.0   0 340|   0     0 |           | 14  143    1   33    0
Feb 12 15:26:50 np0000000046 dstat.sh[58901]: 12-02 15:26:50| 27  24  48   0   0|3416M  120M  168M 4067M|4494B 1694B|  84k  488k|7.00  31.0 |6316  5609 |1.72 1.52 0.86|1.0   0 365|   0     0 |           | 14  149    1   33    0
Feb 12 15:26:51 np0000000046 dstat.sh[58901]: 12-02 15:26:51| 22  17  59   0   0|3394M  201M  168M 4009M|4832B 1698B|8213B 4243k|2.01   364 |8060    12k|1.72 1.52 0.86|3.0   0 196|   0     0 |           | 16  149    1   33    0
Feb 12 15:26:52 np0000000046 dstat.sh[58901]: 12-02 15:26:52| 52  28  18   0   0|3571M  123M  168M 3912M|4862B 1692B| 108k 1710k|7.99  33.0 |7838  8595 |1.72 1.52 0.86|4.0   0 467|   0     0 |           | 16  155    1   33    0
Feb 12 15:26:53 np0000000046 dstat.sh[58901]: 12-02 15:26:53| 51  29  18   0   0|3670M  116M  168M 3821M|4238B 1530B|  48k  619k|3.99  43.9 |6272  7396 |1.72 1.52 0.86|4.0   0 437|   0     0 |           | 16  167    1   33    0
Feb 12 15:26:54 np0000000046 dstat.sh[58901]: 12-02 15:26:54| 36  19  45   0   0|3705M  134M  168M 3769M|4626B 1712B|8202B  481k|2.00  22.0 |6946    10k|1.99 1.58 0.88|3.0   0 269|   0     0 |           | 16  171    1   33    0
Feb 12 15:26:55 np0000000046 dstat.sh[58901]: 12-02 15:26:55| 33  26  40   0   0|3744M  190M  168M 3676M|4988B 1697B|4102B  405k|1.00  14.0 |6628  4878 |1.99 1.58 0.88|2.0   0 463|   0     0 |           | 16  171    1   33    0
Feb 12 15:26:56 np0000000046 dstat.sh[58901]: 12-02 15:26:56| 16  22  60   0   0|3780M  153M  168M 3676M|5556B 1655B|8157B  844k|1.99   121 |5915  4557 |1.99 1.58 0.88|1.0   0 363|   0     0 |           | 17  171    1   33    0
Feb 12 15:26:57 np0000000046 dstat.sh[58901]: 12-02 15:26:57| 21  15  62   0   0|3795M  138M  168M 3677M|6414B 1627B|4113B  273k|1.00  19.1 |6812  9402 |1.99 1.58 0.88|3.0   0 243|   0     0 |           | 17  171    1   33    0
