Jul 19 11:34:53 jammy-provider-cloud-0000007368 systemd[1]: Started Devstack devstack@dstat.service.
Jul 19 11:34:53 jammy-provider-cloud-0000007368 dstat.sh[57642]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 19 11:34:53 jammy-provider-cloud-0000007368 dstat.sh[57642]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 19 11:36:23 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:23| 23   2  73   0   0|1437M 1341M  163M 4806M|6413B 1616B|   0  4086B|   0  1.00 | 995  1193 |2.41 1.38 0.71|1.0   0 2.0|   0     0 |   0     0 | 10   32    3   70    0
Jul 19 11:36:24 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:24| 24   2  73   0   0|1403M 1374M  163M 4806M|7033B 2026B|   0   292k|   0  12.0 |1069  1375 |2.41 1.38 0.71|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   70    0
Jul 19 11:36:25 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:25| 22   3  74   0   0|1345M 1432M  163M 4806M|8022B 1694B|   0     0 |   0     0 | 957  1165 |2.41 1.38 0.71|1.0   0 3.0|   0     0 |   0     0 | 10   32    4   70    0
Jul 19 11:36:26 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:26| 24   3  73   0   0|1416M 1361M  163M 4806M|  40k 1606B|   0     0 |   0     0 |1032  1204 |2.41 1.38 0.71|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   70    0
Jul 19 11:36:27 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:27| 23   3  74   0   0|1361M 1417M  163M 4806M|6014B 1697B|   0   244k|   0  9.02 |1107  1533 |2.30 1.38 0.71|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   68    0
Jul 19 11:36:28 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:28| 23   3  74   0   0|1373M 1404M  163M 4806M|4865B 1694B|   0   280k|   0  18.0 | 912  1249 |2.30 1.38 0.71|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   68    0
Jul 19 11:36:29 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:29| 23   2  74   0   0|1431M 1346M  163M 4806M|5818B 1646B|   0  2020k|   0   233 |1002  1205 |2.30 1.38 0.71|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   68    0
Jul 19 11:36:30 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:30| 23   3  74   0   0|1394M 1383M  163M 4806M|4838B 1623B|   0     0 |   0     0 | 836  1097 |2.30 1.38 0.71|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   68    0
Jul 19 11:36:31 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:31| 22   3  73   0   0|1402M 1375M  163M 4806M|6999B 1683B|   0     0 |   0     0 |1011  1261 |2.30 1.38 0.71|1.0   0 5.0|   0     0 |   0     0 | 10   32    4   65    0
Jul 19 11:36:32 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:32| 21   6  73   0   0|1331M 1446M  163M 4806M|5883B 1629B|   0  1139k|   0   156 |1518  2077 |2.19 1.37 0.71|1.0   0  79|   0     0 |   0     0 | 10   32    4   65    0
Jul 19 11:36:33 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:33| 11  20  69   1   0|1335M 1442M  163M 4806M|5143B 1514B|   0  7182k|   0   318 |3517  6318 |2.19 1.37 0.71|1.0   0 519|   0     0 |   0     0 | 10   32    4   65    0
Jul 19 11:36:34 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:34|  9  20  70   0   0|1335M 1442M  163M 4806M|6688B 1618B|   0   288k|   0  5.99 |2842  4444 |2.19 1.37 0.71|3.0   0 397|   0     0 |   0     0 | 10   32    4   60    0
Jul 19 11:36:35 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:35| 11  17  71   0   0|1353M 1424M  163M 4806M|7888B 1712B|   0  4092B|   0  1.00 |2597  3894 |2.19 1.37 0.71|1.0   0 345|   0     0 |   0     0 | 10   32    4   60    0
Jul 19 11:36:36 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:36| 23   3  74   0   0|1426M 1351M  163M 4806M|5365B 1620B|   0     0 |   0     0 | 920  1149 |2.19 1.37 0.71|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   57    0
Jul 19 11:36:37 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:37| 24   2  73   0   0|1367M 1409M  163M 4806M|5341B 1565B|   0   184k|   0  12.0 |1092  1461 |2.10 1.37 0.72|2.0   0 1.0|   0     0 |   0     0 | 10   32    4   57    0
Jul 19 11:36:38 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:38| 23   2  74   0   0|1430M 1347M  163M 4806M|5671B 1620B|   0   296k|   0  20.0 |1045  1319 |2.10 1.37 0.72|1.0   0 2.0|   0     0 |   0     0 | 10   32    3   49    0
Jul 19 11:36:39 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:39| 23   3  74   0   0|1390M 1387M  163M 4806M|6753B 1694B|   0    44k|   0  4.00 | 936  1207 |2.10 1.37 0.72|1.0   0 1.0|   0     0 |   0     0 | 10   32    3   49    0
Jul 19 11:36:40 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:40| 23   2  73   0   0|1331M 1446M  163M 4806M|4901B 1620B|   0    16k|   0  1.00 | 938  1170 |2.10 1.37 0.72|2.0   0 3.0|   0     0 |   0     0 | 10   32    3   47    0
Jul 19 11:36:41 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:41| 23   4  73   0   0|1407M 1370M  163M 4806M|7359B 1515B|   0  4105B|   0  1.00 |1107  1294 |2.10 1.37 0.72|2.0   0 4.0|   0     0 |   0     0 | 10   32    3   47    0
Jul 19 11:36:42 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:42| 23   3  74   0   0|1347M 1430M  163M 4806M|4307B 1616B|   0    12k|   0  1.00 | 920  1165 |2.01 1.36 0.72|1.0   0 1.0|   0     0 |   0     0 | 10   32    3   43    0
Jul 19 11:36:43 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:43| 24   3  74   0   0|1421M 1356M  163M 4806M|6069B 1621B|   0     0 |   0     0 | 982  1221 |2.01 1.36 0.72|1.0   0 2.0|   0     0 |   0     0 | 10   32    3   43    0
Jul 19 11:36:44 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:44| 24   2  73   0   0|1371M 1405M  163M 4806M|5147B 1568B|   0    92k|   0  5.01 | 924  1117 |2.01 1.36 0.72|1.0   0 1.0|   0     0 |   0     0 | 10   32    3   42    0
Jul 19 11:36:45 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:45| 22   4  74   0   0|1429M 1347M  163M 4806M|7545B 1620B|   0  1716k|   0  6.00 | 937  1154 |2.01 1.36 0.72|1.0   0 2.0|   0     0 |   0     0 | 10   32    3   42    0
Jul 19 11:36:46 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:46| 23   2  74   0   0|1392M 1385M  163M 4806M|7017B 1617B|   0     0 |   0     0 | 945  1140 |2.01 1.36 0.72|1.0   0 1.0|   0     0 |   0     0 | 10   32    3   42    0
Jul 19 11:36:47 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:47| 22   3  74   0   0|1336M 1440M  163M 4806M|6703B 1624B|   0   802k|   0   116 |1139  1613 |1.93 1.35 0.72|1.0   0 3.0|   0     0 |   0     0 | 10   32    3   42    0
Jul 19 11:36:48 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:48| 23   2  74   0   0|1403M 1374M  163M 4806M|6287B 1508B|   0   307k|   0  22.9 |1012  1321 |1.93 1.35 0.72|2.0   0   0|   0     0 |   0     0 | 10   32    3   42    0
Jul 19 11:36:49 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:49| 22   4  74   0   0|1342M 1435M  163M 4807M|8354B 1620B|   0    92k|   0  1.00 | 914  1100 |1.93 1.35 0.72|2.0   0 3.0|   0     0 |   0     0 | 10   32    3   42    0
Jul 19 11:36:50 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:50| 24   2  74   0   0|1357M 1420M  163M 4807M|6319B 1621B|   0   152k|   0  2.00 | 838  1129 |1.93 1.35 0.72|3.0   0 1.0|   0     0 |   0     0 | 10   32    3   42    0
Jul 19 11:36:51 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:51| 23   3  73   0   0|1426M 1351M  163M 4807M|6976B 1713B|   0     0 |   0     0 | 989  1234 |1.93 1.35 0.72|2.0   0 4.0|   0     0 |   0     0 | 10   32    3   42    0
Jul 19 11:36:52 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:52| 24   2  74   0   0|1388M 1388M  163M 4807M|5898B 1566B|   0    40k|   0  2.00 | 958  1156 |1.85 1.35 0.72|2.0   0 1.0|   0     0 |   0     0 | 10   32    3   32    0
Jul 19 11:36:53 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:53| 23   3  74   0   0|1404M 1372M  163M 4807M|8194B 1666B|   0    76k|   0  3.01 | 987  1215 |1.85 1.35 0.72|1.0   0 3.0|   0     0 |   0     0 | 10   32    3   32    0
Jul 19 11:36:54 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:54| 22   6  72   0   0|1331M 1446M  163M 4807M|6316B 1511B|   0   408k|   0  17.0 |1431  1948 |1.85 1.35 0.72|2.0   0  68|   0     0 |   0     0 | 10   32    3   24    0
Jul 19 11:36:55 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:55| 12  19  69   0   0|1336M 1441M  163M 4807M|9862B 1692B|   0    84k|   0  6.99 |2559  3621 |1.85 1.35 0.72|1.0   0 324|   0     0 |   0     0 | 10   32    3   24    0
Jul 19 11:36:56 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:56| 23   2  74   0   0|1411M 1365M  163M 4807M|  42k 1620B|   0     0 |   0     0 | 934  1131 |1.85 1.35 0.72|1.0   0   0|   0     0 |   0     0 | 10   32    3   20    0
Jul 19 11:36:57 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:57| 23   3  73   0   0|1384M 1392M  163M 4807M|8383B 1619B|   0   180k|   0  9.00 |1108  1574 |1.78 1.34 0.72|2.0   0 9.0|   0     0 |   0     0 | 10   32    3   20    0
Jul 19 11:36:58 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:58| 20   8  70   0   0|1330M 1446M  163M 4807M|7146B 1624B|   0   301k|   0  22.1 |1464  2107 |1.78 1.34 0.72|1.0   0 118|   0     0 |   0     0 | 10   32    3   17    0
Jul 19 11:36:59 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:36:59|  9  20  70   0   0|1336M 1441M  163M 4807M|6368B 1562B|   0   104k|   0  5.98 |2536  3706 |1.78 1.34 0.72|2.0   0 316|   0     0 |   0     0 | 10   32    3   17    0
Jul 19 11:37:00 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:00|  9  22  68   0   0|1335M 1441M  163M 4807M|5729B 1665B|   0   321k|   0  7.01 |2815  4247 |1.78 1.34 0.72|2.0   0 402|   0     0 |   0     0 | 10   32    3   13    0
Jul 19 11:37:01 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:01| 10  19  70   0   0|1334M 1442M  163M 4807M|6237B 1618B|   0    16k|   0  3.99 |2547  3682 |1.78 1.34 0.72|2.0   0 314|   0     0 |   0     0 | 10   32    3   13    0
Jul 19 11:37:02 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:02|  9  21  69   0   0|1333M 1444M  163M 4807M|8162B 1586B|   0   736k|   0  8.00 |2496  3494 |1.64 1.32 0.72|1.0   0 309|   0     0 |   0     0 | 10   32    3   11    0
Jul 19 11:37:03 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:03| 11  20  69   0   0|1335M 1442M  163M 4807M|8126B 1620B|   0   940k|   0  11.0 |2665  3822 |1.64 1.32 0.72|1.0   0 344|   0     0 |   0     0 | 10   32    3   11    0
Jul 19 11:37:04 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:04|  8  22  69   0   0|1331M 1445M  163M 4807M|6671B 1696B|   0   829k|   0  9.01 |2447  3434 |1.64 1.32 0.72|1.0   0 307|   0     0 |   0     0 | 10   32    3    9    0
Jul 19 11:37:05 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:05| 10  22  69   0   0|1335M 1441M  163M 4807M|7089B 1696B|   0  1274k|   0  62.1 |2635  3730 |1.64 1.32 0.72|2.0   0 343|   0     0 |   0     0 | 10   32    3    9    0
Jul 19 11:37:06 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:06|  8  20  71   0   0|1336M 1440M  163M 4807M|6179B 1619B|   0   164k|   0  4.00 |2516  3679 |1.64 1.32 0.72|2.0   0 312|   0     0 |   0     0 | 10   32    3    9    0
Jul 19 11:37:07 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:07|  9  21  70   0   0|1337M 1439M  163M 4807M|6826B 1637B|   0   300k|   0  14.0 |2568  3804 |1.59 1.31 0.72|1.0   0 284|   0     0 |   0     0 | 10   32    3    9    0
Jul 19 11:37:08 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:08| 10  20  70   0   0|1334M 1442M  163M 4807M|5898B 1512B|   0   640k|   0  27.0 |2687  3985 |1.59 1.31 0.72|1.0   0 330|   0     0 |   0     0 | 10   32    3    7    0
Jul 19 11:37:09 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:09| 32  30  38   0   0|1405M 1370M  163M 4807M|4497B 1665B|   0   878k|   0  58.1 |3971  6883 |1.59 1.31 0.72|4.0   0 728|   0     0 |   0     0 | 10   32    3   13    0
Jul 19 11:37:10 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:10| 68  10  24   0   0|1585M 1189M  164M 4809M|4887B 1621B|   0   956k|   0  13.0 |1641  1954 |1.59 1.31 0.72|2.0 1.0  29|   0     0 |   0     0 | 10   34    3   11    0
Jul 19 11:37:11 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:11| 44  11  32  12   0|1565M 1195M  165M 4820M|4931B 1694B| 400k   72M|4.00  5554 |  16k   39k|1.59 1.31 0.72|2.0 2.0 173|   0     0 |   0     0 | 10   36    3   12    0
Jul 19 11:37:12 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:12| 48  10  28  14   0|1623M 1123M  166M 4833M|4885B 1621B|   0   105M|   0  7522 |  20k   52k|1.86 1.37 0.74|3.0   0 139|   0     0 |   0     0 | 10   36    3   11    0
Jul 19 11:37:13 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:13| 49   8  32  10   0|1599M 1135M  166M 4844M|4473B 1619B|   0    60M|   0  5005 |  16k   37k|1.86 1.37 0.74|3.0   0 112|   0     0 |   0     0 | 10   36    3   14    0
Jul 19 11:37:14 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:14| 44  18  25  11   0|1547M 1180M  167M 4851M|5594B 1620B| 364k   78M|7.00  5797 |  18k   45k|1.86 1.37 0.74|4.0 1.0 312|   0     0 |   0     0 | 10   35    3   15    0
Jul 19 11:37:15 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:15| 46  16  30   9   0|1499M 1222M  167M 4856M|  11k 1620B|1084k   37M|15.0  3268 |  14k   37k|1.86 1.37 0.74|3.0 1.0 172|   0     0 |   0     0 | 10   34    3   17    0
Jul 19 11:37:16 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:16| 40   9  40  10   0|1549M 1171M  168M 4856M|8369B 1457B| 528k   49M|8.00  4205 |  14k   34k|1.86 1.37 0.74|1.0 1.0 108|   0     0 |   0     0 | 10   35    3   17    0
Jul 19 11:37:17 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:17| 39   7  43  10   0|1549M 1170M  168M 4858M|  11k 1620B|   0    61M|   0  5210 |  19k   44k|1.95 1.40 0.76|3.0   0  39|   0     0 |   0     0 | 10   34    3   22    0
Jul 19 11:37:18 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:18| 40   9  42   9   0|1549M 1167M  168M 4860M|6819B 1617B|   0    27M|   0  2999 |  11k   24k|1.95 1.40 0.76|5.0   0  95|   0     0 |   0     0 | 10   34    3   22    0
Jul 19 11:37:19 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:19| 40   7  44   9   0|1550M 1162M  168M 4863M|5966B 1717B|   0    54M|   0  4778 |  17k   40k|1.95 1.40 0.76|4.0   0  48|   0     0 |   0     0 | 10   35    3   27    0
Jul 19 11:37:20 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:20| 36   7  44  12   0|1541M 1166M  169M 4867M|6262B 1789B|   0    40M|   0  3968 |  13k   31k|1.95 1.40 0.76|2.0 1.0  84|   0     0 |   0     0 | 10   34    3   27    0
Jul 19 11:37:21 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:21| 36   8  42  10   0|1549M 1154M  169M 4872M|6519B 1619B|   0    74M|   0  6003 |  19k   46k|1.95 1.40 0.76|4.0   0 101|   0     0 |   0     0 | 10   37    3   28    0
Jul 19 11:37:22 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:22| 38   8  44   9   0|1526M 1179M  169M 4869M|5819B 1713B|   0    33M|   0  3391 |  13k   31k|1.96 1.41 0.76|3.0 1.0  70|   0     0 |   0     0 | 10   36    3   28    0
Jul 19 11:37:23 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:23| 42   6  44   6   0|1553M 1153M  169M 4868M|5589B 1501B|   0    44M|   0  3492 |  11k   25k|1.96 1.41 0.76|2.0   0  18|   0     0 |   0     0 | 10   34    3   29    0
Jul 19 11:37:24 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:24| 26  10  63   1   0|1436M 1270M  169M 4868M|5670B 1795B|   0    11M|   0   654 |3064  5550 |1.96 1.41 0.76|1.0   0 245|   0     0 |   0     0 | 10   33    3   29    0
Jul 19 11:37:25 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:25| 23   4  73   0   0|1409M 1297M  169M 4868M|5587B 1624B|   0  1608k|   0  99.2 |1888  3043 |1.96 1.41 0.76|1.0   0  60|   0     0 |   0     0 | 10   32    3   29    0
Jul 19 11:37:26 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:26| 21   6  72   0   0|1377M 1329M  169M 4868M|  41k 1619B|   0  1211k|   0  53.0 |2966  5233 |1.96 1.41 0.76|1.0   0  43|   0     0 |   0     0 | 10   32    3   29    0
Jul 19 11:37:27 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:27| 23   3  73   0   0|1434M 1272M  169M 4868M|5455B 1711B|   0   759k|   0  35.9 |1094  1666 |1.88 1.40 0.77|1.0   0   0|   0     0 |   0     0 | 10   32    3   29    0
Jul 19 11:37:28 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:28| 16  13  70   0   0|1375M 1331M  169M 4868M|6129B 1624B|   0   541k|   0  33.1 |3686  6608 |1.88 1.40 0.77|1.0   0 418|   0     0 |   0     0 | 10   32    3   30    0
Jul 19 11:37:29 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:29| 47  15  37   0   0|1487M 1219M  169M 4869M|5566B 1694B|   0  3313k|   0   278 |3249  4979 |1.88 1.40 0.77|3.0   0 383|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:30 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:30| 67   8  25   0   0|1667M 1036M  169M 4871M|4484B 1512B|   0  1963k|   0  95.0 |1422  1571 |1.88 1.40 0.77|3.0   0   0|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:31 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:31| 55   7  32   4   0|1753M  942M  169M 4879M|7276B 1566B|   0    22M|   0  1725 |7941    16k|1.88 1.40 0.77|1.0   0 107|   0     0 |   0     0 | 10   38    3   36    0
Jul 19 11:37:32 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:32| 35   9  41  13   0|1757M  921M  170M 4893M|5193B 1621B|   0   123M|   0  9481 |  28k   63k|1.97 1.43 0.78|5.0   0 291|   0     0 |   0     0 | 10   38    3   36    0
Jul 19 11:37:33 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:33| 47  10  27  12   0|1652M 1013M  170M 4906M|6837B 1620B|   0    73M|   0  6319 |  20k   47k|1.97 1.43 0.78|3.0   0 261|   0     0 |   0     0 | 10   36    3   36    0
Jul 19 11:37:34 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:34| 50  10  30  11   0|1713M  944M  170M 4914M|7573B 1620B|   0    79M|   0  6287 |  18k   40k|1.97 1.43 0.78|3.0   0 118|   0     0 |   0     0 | 10   36    3   36    0
Jul 19 11:37:35 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:35| 43  13  31  14   0|1756M  885M  170M 4930M|7064B 1714B|   0   115M|   0  8283 |  21k   52k|1.97 1.43 0.78| 10   0  15|   0     0 |   0     0 | 10   38    3   36    0
Jul 19 11:37:36 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:36| 42  11  40   6   0|1385M 1250M  170M 4935M|5201B 1692B|   0    50M|   0  3884 |  12k   27k|1.97 1.43 0.78|1.0   0 144|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:37 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:37| 17  12  71   0   0|1416M 1219M  170M 4935M|5666B 1622B|   0   817k|   0  46.0 |1873  2665 |1.89 1.42 0.78|1.0   0 208|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:38 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:38| 23   3  73   0   0|1471M 1165M  170M 4935M|6159B 1508B|   0  6408k|   0   406 |1585  2975 |1.89 1.42 0.78|1.0   0   0|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:39 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:39| 25   1  74   0   0|1501M 1134M  170M 4935M|4868B 1568B|   0   172k|   0  17.0 |1172  1717 |1.89 1.42 0.78|1.0   0   0|   0     0 |   0     0 | 10   38    3   36    0
Jul 19 11:37:40 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:40| 21   4  73   0   0|1434M 1202M  170M 4935M|5742B 1613B|   0    80k|   0  5.98 |1155  1451 |1.89 1.42 0.78|2.0   0  28|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:41 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:41| 23   3  73   0   0|1498M 1137M  170M 4935M|5361B 1620B|   0  3203k|   0  58.0 |1052  1306 |1.89 1.42 0.78|2.0   0 2.0|   0     0 |   0     0 | 10   34    3   36    0
Jul 19 11:37:42 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:42| 19  20  61   0   0|1390M 1245M  170M 4935M|5165B 1629B|   0   788k|   0  52.3 |3236  5370 |1.82 1.42 0.78|3.0   0 552|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:43 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:43| 11  30  57   0   0|1393M 1243M  170M 4935M|5417B 1616B|   0   311k|   0  24.9 |3836  6367 |1.82 1.42 0.78|1.0   0 772|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:44 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:44|  8  21  69   0   0|1392M 1243M  170M 4935M|6121B 1622B|   0   473k|   0  85.1 |2507  3448 |1.82 1.42 0.78|1.0   0 345|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:45 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:45|  8  20  71   0   0|1391M 1244M  170M 4935M|8816B 1616B|   0  8173B|   0  2.00 |2446  3454 |1.82 1.42 0.78|1.0   0 283|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:46 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:46| 10  20  70   0   0|1394M 1241M  170M 4935M|6620B 1461B|   0   505k|   0  10.0 |2483  3776 |1.82 1.42 0.78|1.0   0 290|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:47 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:47| 10  19  69   0   0|1394M 1242M  170M 4935M|5369B 1622B|   0    36k|   0  9.01 |3272  5380 |1.76 1.41 0.78|3.0   0 256|   0     0 |   0     0 | 10   32    3   36    0
Jul 19 11:37:48 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:48| 35  16  48   0   0|1441M 1194M  170M 4935M|5113B 1618B|   0    28k|   0  1.00 |3801  5898 |1.76 1.41 0.78|2.0   0 192|   0     0 |   0     0 | 10   33    3   36    0
Jul 19 11:37:49 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:49| 43   7  49   0   0|1544M 1091M  170M 4935M|5212B 1618B|   0   236k|   0  2.00 |1167  1224 |1.76 1.41 0.78|2.0   0   0|   0     0 |   0     0 | 10   33    3   36    0
Jul 19 11:37:50 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:50| 49   6  45   0   0|1609M 1024M  170M 4937M|4900B 1623B|   0  1566k|   0   189 |1827    13k|1.76 1.41 0.78|2.0   0 7.0|   0     0 |   0     0 | 10   49    3   36    0
Jul 19 11:37:51 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:51| 26  13  61   0   0|1639M  993M  170M 4938M|6369B 1710B|   0  1085k|   0   129 |2216  2965 |1.76 1.41 0.78|1.0   0 148|   0     0 |   0     0 | 10   48    3   36    0
Jul 19 11:37:52 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:52| 19   8  73   1   0|1654M  978M  170M 4939M|5294B 1717B|   0   316k|   0  24.0 |1774  2566 |1.69 1.40 0.78|  0   0 111|   0     0 |   0     0 | 10   48    3   36    0
Jul 19 11:37:53 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:53|  1   1  98   0   0|1653M  978M  170M 4939M|  64k 4107B|   0   464k|   0  57.0 | 732  1076 |1.69 1.40 0.78|  0   0   0|   0     0 |   0     0 | 10   49    3   36    0
Jul 19 11:37:54 jammy-provider-cloud-0000007368 dstat.sh[57642]: 19-07 11:37:54|  6   2  91   0   0|1665M  966M  170M 4939M| 123k 4434B|   0   524k|   0  18.0 |1015  1423 |1.69 1.40 0.78|1.0   0 6.0|   0     0 |   0     0 | 10   48    4   37    0
