Apr 06 08:16:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 06 08:16:59 ubuntu dstat.sh[71936]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 06 08:16:59 ubuntu dstat.sh[71936]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 06 08:18:41 ubuntu dstat.sh[71936]: 06-04 08:18:41| 35   6  57   0   0|1449M  756M  175M 5353M|  17k   13k|   0   545k|   0  13.0 |4988  5470 |3.26 1.67 0.85|2.0   0  44|   0     0 |           | 11   33    0   61    0
Apr 06 08:18:42 ubuntu dstat.sh[71936]: 06-04 08:18:42| 38   6  55   0   0|1473M  732M  175M 5353M|  11k 7841B|   0   311k|   0  27.9 |4225  4135 |3.26 1.67 0.85|5.0   0 5.0|   0     0 |           | 11   33    0   62    0
Apr 06 08:18:43 ubuntu dstat.sh[71936]: 06-04 08:18:43| 35   4  59   1   0|1516M  689M  175M 5353M|  16k   13k|   0  2187k|   0   130 |3731  4610 |3.26 1.67 0.85|  0   0   0|   0     0 |           | 11   34    0   61    0
Apr 06 08:18:44 ubuntu dstat.sh[71936]: 06-04 08:18:44| 26  16  56   0   0|1475M  730M  175M 5353M|  16k   11k|   0   229k|   0  22.1 |6025  6526 |3.08 1.66 0.85|3.0   0 271|   0     0 |           | 11   32    0   62    1
Apr 06 08:18:45 ubuntu dstat.sh[71936]: 06-04 08:18:45| 22   4  73   0   0|1438M  767M  175M 5353M|5415B 1520B|   0   148k|   0  9.97 |2093  1585 |3.08 1.66 0.85|2.0   0  12|   0     0 |           | 11   32    0   63    0
Apr 06 08:18:46 ubuntu dstat.sh[71936]: 06-04 08:18:46| 17   2  79   0   0|1441M  764M  175M 5353M|  11k 8370B|   0   112k|   0  8.00 |2313  2375 |3.08 1.66 0.85|1.0   0   0|   0     0 |           | 11   33    0   63    0
Apr 06 08:18:47 ubuntu dstat.sh[71936]: 06-04 08:18:47| 13  10  75   0   0|1429M  776M  175M 5353M|8876B 5535B|   0  2563k|   0   164 |4073  3924 |3.08 1.66 0.85|1.0   0 145|   0     0 |           | 11   32    0   59    0
Apr 06 08:18:48 ubuntu dstat.sh[71936]: 06-04 08:18:48| 17  11  72   0   0|1436M  768M  175M 5353M|4580B 1459B|   0   112k|   0  11.0 |3272  2369 |3.08 1.66 0.85|1.0   0 139|   0     0 |           | 11   32    0   59    0
Apr 06 08:18:49 ubuntu dstat.sh[71936]: 06-04 08:18:49| 18   3  78   0   0|1458M  747M  175M 5353M|  11k 6656B|   0    72k|   0  6.00 |1934  1615 |2.91 1.65 0.85|1.0   0   0|   0     0 |           | 11   33    0   59    0
Apr 06 08:18:50 ubuntu dstat.sh[71936]: 06-04 08:18:50| 17   6  76   0   0|1388M  817M  175M 5353M|  12k 7302B|   0  4097B|   0  1.00 |3771  4083 |2.91 1.65 0.85|1.0   0  46|   0     0 |           | 11   32    0   60    0
Apr 06 08:18:51 ubuntu dstat.sh[71936]: 06-04 08:18:51| 21   2  76   0   0|1428M  777M  175M 5353M|6230B 3627B|   0    44k|   0  1.00 |1709  1245 |2.91 1.65 0.85|1.0   0 1.0|   0     0 |           | 11   33    0   57    0
Apr 06 08:18:52 ubuntu dstat.sh[71936]: 06-04 08:18:52| 18   3  79   1   0|1420M  785M  175M 5353M|  14k   10k|   0   280k|   0  13.0 |3791  5021 |2.91 1.65 0.85|2.0   0   0|   0     0 |           | 11   33    0   57    0
Apr 06 08:18:53 ubuntu dstat.sh[71936]: 06-04 08:18:53| 14  14  71   0   0|1388M  817M  175M 5354M|7757B 4658B|   0   200k|   0  22.0 |4799  4406 |2.91 1.65 0.85|1.0   0 204|   0     0 |           | 11   32    0   57    0
Apr 06 08:18:54 ubuntu dstat.sh[71936]: 06-04 08:18:54| 13  24  61   0   0|1375M  830M  175M 5354M|4312B 1079B|   0   451k|   0  30.0 |5892  4442 |2.84 1.66 0.86|3.0   0 421|   0     0 |           | 11   32    0   59    0
Apr 06 08:18:55 ubuntu dstat.sh[71936]: 06-04 08:18:55| 45   7  49   0   0|1484M  720M  175M 5354M|3501B  540B|   0   656k|   0  26.0 |2811  1571 |2.84 1.66 0.86|4.0   0   0|   0     0 |           | 11   32    0   55    0
Apr 06 08:18:56 ubuntu dstat.sh[71936]: 06-04 08:18:56| 38   7  45   8   0|1519M  679M  176M 5359M|4276B 1457B|   0    20M|   0  1918 |9218    17k|2.84 1.66 0.86|2.0   0  89|   0     0 |           | 11   36    0   55    0
Apr 06 08:18:57 ubuntu dstat.sh[71936]: 06-04 08:18:57| 35   9  40  14   0|1539M  656M  176M 5362M|4868B 1665B|   0    45M|   0  4250 |  16k   32k|2.84 1.66 0.86|2.0   0  76|   0     0 |           | 11   36    0   55    0
Apr 06 08:18:58 ubuntu dstat.sh[71936]: 06-04 08:18:58| 43   7  42   6   0|1480M  715M  176M 5362M|4628B 1455B|   0    22M|   0  1832 |7916    14k|2.84 1.66 0.86|2.0   0  13|   0     0 |           | 11   32    0   55    0
Apr 06 08:18:59 ubuntu dstat.sh[71936]: 06-04 08:18:59| 42   7  48   2   0|1473M  722M  176M 5362M|4949B 1694B|   0  3489k|   0   531 |5673  7191 |2.77 1.66 0.86|1.0 1.0 2.0|   0     0 |           | 11   34    0   51    0
Apr 06 08:19:00 ubuntu dstat.sh[71936]: 06-04 08:19:00| 37   8  42  10   0|1502M  692M  176M 5362M|4550B 1617B|   0    18M|   0  2458 |  15k   26k|2.77 1.66 0.86|2.0   0 2.0|   0     0 |           | 11   34    0   51    0
Apr 06 08:19:01 ubuntu dstat.sh[71936]: 06-04 08:19:01| 28  10  61   0   0|1429M  765M  176M 5362M|4336B 1438B|   0  2650k|   0   140 |3555  2905 |2.77 1.66 0.86|1.0   0  99|   0     0 |           | 11   32    0   51    0
Apr 06 08:19:02 ubuntu dstat.sh[71936]: 06-04 08:19:02| 22   4  73   1   0|1470M  725M  176M 5362M|4807B 1643B|   0  1327k|   0  81.1 |1919  1431 |2.77 1.66 0.86|4.0   0 2.0|   0     0 |           | 11   32    0   51    0
Apr 06 08:19:03 ubuntu dstat.sh[71936]: 06-04 08:19:03| 22   5  72   0   0|1471M  723M  176M 5362M|3453B  594B|   0  6291k|   0   422 |2399  2597 |2.77 1.66 0.86|1.0   0 1.0|   0     0 |           | 11   32    0   49    0
Apr 06 08:19:04 ubuntu dstat.sh[71936]: 06-04 08:19:04| 22   4  74   0   0|1499M  695M  176M 5362M|5843B 1404B|   0    48k|   0  4.00 |1781  1186 |2.63 1.65 0.86|5.0   0 2.0|   0     0 |           | 11   32    0   47    0
Apr 06 08:19:05 ubuntu dstat.sh[71936]: 06-04 08:19:05| 22   4  73   0   0|1453M  742M  176M 5362M|6788B 1622B|   0  8202B|   0  2.00 |1802  1189 |2.63 1.65 0.86|3.0   0 1.0|   0     0 |           | 11   32    0   47    0
Apr 06 08:19:06 ubuntu dstat.sh[71936]: 06-04 08:19:06| 22   4  73   0   0|1501M  693M  176M 5362M|6533B 1618B|   0     0 |   0     0 |1865  1269 |2.63 1.65 0.86|1.0   0 2.0|   0     0 |           | 11   32    0   47    0
Apr 06 08:19:07 ubuntu dstat.sh[71936]: 06-04 08:19:07| 23   2  74   0   0|1452M  743M  176M 5362M|4286B 1243B|   0    36k|   0  1.00 |1764  1132 |2.63 1.65 0.86|3.0   0 1.0|   0     0 |           | 11   32    0   47    0
Apr 06 08:19:08 ubuntu dstat.sh[71936]: 06-04 08:19:08| 23   4  73   0   0|1473M  722M  176M 5362M|4532B 1295B|   0     0 |   0     0 |1815  1273 |2.63 1.65 0.86|3.0   0 2.0|   0     0 |           | 11   32    0   46    0
Apr 06 08:19:09 ubuntu dstat.sh[71936]: 06-04 08:19:09| 23   3  73   0   0|1472M  722M  176M 5362M|4742B 1566B|   0   220k|   0  3.00 |1803  1253 |2.50 1.64 0.86|1.0   0 1.0|   0     0 |           | 11   32    0   46    0
Apr 06 08:19:10 ubuntu dstat.sh[71936]: 06-04 08:19:10| 22   4  73   0   0|1416M  778M  176M 5362M|3998B 1514B|   0   413k|   0  27.0 |1991  1678 |2.50 1.64 0.86|3.0   0 1.0|   0     0 |           | 11   32    0   46    0
Apr 06 08:19:11 ubuntu dstat.sh[71936]: 06-04 08:19:11| 21   4  73   0   0|1477M  717M  176M 5362M|3745B 1026B|   0    60k|   0  5.00 |1874  1291 |2.50 1.64 0.86|2.0   0 3.0|   0     0 |           | 11   32    0   46    0
Apr 06 08:19:12 ubuntu dstat.sh[71936]: 06-04 08:19:12| 22   3  74   0   0|1461M  733M  176M 5362M|4984B 1621B|   0  8199B|   0  2.00 |1781  1238 |2.50 1.64 0.86|3.0   0 1.0|   0     0 |           | 11   32    0   41    0
Apr 06 08:19:13 ubuntu dstat.sh[71936]: 06-04 08:19:13| 23   3  74   0   0|1489M  705M  176M 5362M|4290B 1553B|   0     0 |   0     0 |1755  1185 |2.50 1.64 0.86|3.0   0 1.0|   0     0 |           | 11   32    0   41    0
Apr 06 08:19:14 ubuntu dstat.sh[71936]: 06-04 08:19:14| 22   3  73   0   0|1485M  709M  176M 5362M|5075B 1564B|   0   148k|   0  32.9 |1801  1239 |2.38 1.63 0.87|4.0   0 2.0|   0     0 |           | 11   32    0   41    0
Apr 06 08:19:15 ubuntu dstat.sh[71936]: 06-04 08:19:15| 19   7  73   0   0|1477M  717M  176M 5363M|4666B 1516B|   0  4108B|   0  1.00 |2716  1849 |2.38 1.63 0.87|1.0   0  87|   0     0 |           | 11   32    0   41    0
Apr 06 08:19:16 ubuntu dstat.sh[71936]: 06-04 08:19:16|  8  22  68   0   0|1452M  742M  176M 5363M|5018B 1563B|   0  1010k|   0  12.0 |6201  4764 |2.38 1.63 0.87|1.0   0 487|   0     0 |           | 11   32    0   37    0
Apr 06 08:19:17 ubuntu dstat.sh[71936]: 06-04 08:19:17|  8  21  70   0   0|1434M  760M  176M 5363M|4411B 1245B|   0   673k|   0  12.0 |5871  4360 |2.38 1.63 0.87|1.0   0 411|   0     0 |           | 11   32    0   37    0
Apr 06 08:19:18 ubuntu dstat.sh[71936]: 06-04 08:19:18|  9  20  69   0   0|1417M  777M  176M 5363M|4664B 1390B|   0     0 |   0     0 |5569  4090 |2.38 1.63 0.87|2.0   0 383|   0     0 |           | 11   32    0   37    0
Apr 06 08:19:19 ubuntu dstat.sh[71936]: 06-04 08:19:19| 21   4  73   0   0|1445M  749M  176M 5363M|5833B 1619B|   0     0 |   0     0 |1789  1278 |2.27 1.62 0.87|3.0   0   0|   0     0 |           | 11   32    0   37    0
Apr 06 08:19:20 ubuntu dstat.sh[71936]: 06-04 08:19:20| 22   4  74   0   0|1442M  752M  176M 5363M|5467B 1622B|   0   593k|   0  37.0 |2088  1702 |2.27 1.62 0.87|2.0   0 3.0|   0     0 |           | 11   32    0   33    0
Apr 06 08:19:21 ubuntu dstat.sh[71936]: 06-04 08:19:21| 22   4  73   0   0|1503M  691M  176M 5363M|4901B 1564B|   0    64k|   0  5.99 |1898  1400 |2.27 1.62 0.87|2.0   0 3.0|   0     0 |           | 11   32    0   33    0
Apr 06 08:19:22 ubuntu dstat.sh[71936]: 06-04 08:19:22| 22   3  74   0   0|1493M  701M  176M 5363M|5139B 1514B|   0    24k|   0  2.00 |1752  1150 |2.27 1.62 0.87|1.0   0 1.0|   0     0 |           | 11   32    0   33    0
Apr 06 08:19:23 ubuntu dstat.sh[71936]: 06-04 08:19:23| 21   5  74   0   0|1551M  643M  176M 5363M|5071B 1561B|   0  4084B|   0  1.00 |1810  1242 |2.27 1.62 0.87|2.0   0 2.0|   0     0 |           | 11   32    0   33    0
Apr 06 08:19:24 ubuntu dstat.sh[71936]: 06-04 08:19:24| 23   3  74   0   0|1519M  675M  176M 5363M|4527B 1138B|   0   478k|   0  97.3 |1768  1109 |2.17 1.61 0.87|2.0   0 1.0|   0     0 |           | 11   32    0   29    0
Apr 06 08:19:25 ubuntu dstat.sh[71936]: 06-04 08:19:25| 22   4  74   0   0|1523M  671M  176M 5363M|4398B 1024B|   0     0 |   0     0 |1753  1206 |2.17 1.61 0.87|1.0   0 2.0|   0     0 |           | 11   32    0   29    0
Apr 06 08:19:26 ubuntu dstat.sh[71936]: 06-04 08:19:26| 22   3  73   0   0|1494M  700M  176M 5363M|4454B 1457B|   0    64k|   0  2.00 |1737  1178 |2.17 1.61 0.87|3.0 1.0 1.0|   0     0 |           | 11   32    0   29    0
Apr 06 08:19:27 ubuntu dstat.sh[71936]: 06-04 08:19:27| 22   5  72   0   0|1507M  687M  176M 5363M|4455B 1457B|   0  2566k|   0   107 |1972  1348 |2.17 1.61 0.87|3.0   0 8.0|   0     0 |           | 11   32    0   29    0
Apr 06 08:19:28 ubuntu dstat.sh[71936]: 06-04 08:19:28| 22   3  74   0   0|1480M  714M  176M 5363M|4388B 1623B|   0    12k|   0  1.00 |1725  1136 |2.17 1.61 0.87|1.0   0 1.0|   0     0 |           | 11   32    0   23    0
Apr 06 08:19:29 ubuntu dstat.sh[71936]: 06-04 08:19:29| 22   3  74   0   0|1525M  669M  176M 5363M|4536B 1241B|   0  8186B|   0  2.00 |1782  1223 |2.07 1.60 0.87|1.0   0 2.0|   0     0 |           | 11   32    0   23    0
Apr 06 08:19:30 ubuntu dstat.sh[71936]: 06-04 08:19:30| 22   3  73   0   0|1487M  707M  176M 5363M|3933B 1295B|   0   484k|   0  31.0 |2006  1671 |2.07 1.60 0.87|1.0   0 1.0|   0     0 |           | 11   32    0   23    0
Apr 06 08:19:31 ubuntu dstat.sh[71936]: 06-04 08:19:31| 22   4  74   0   0|1511M  682M  176M 5363M|4596B 1513B|   0    44k|   0  4.00 |1863  1230 |2.07 1.60 0.87|2.0   0 3.0|   0     0 |           | 11   32    0   23    0
Apr 06 08:19:32 ubuntu dstat.sh[71936]: 06-04 08:19:32| 23   3  73   0   0|1478M  715M  176M 5363M|4799B 1620B|   0    88k|   0  1.00 |1777  1148 |2.07 1.60 0.87|2.0   0 1.0|   0     0 |           | 11   32    0   16    0
Apr 06 08:19:33 ubuntu dstat.sh[71936]: 06-04 08:19:33| 25   5  70   0   0|1496M  697M  176M 5365M|4490B 1567B|   0    16k|   0  2.00 |2260  4297 |2.07 1.60 0.87|2.0   0  35|   0     0 |           | 11   32    0   16    0
Apr 06 08:19:34 ubuntu dstat.sh[71936]: 06-04 08:19:34| 24   6  70   0   0|1501M  693M  176M 5363M|4758B 1620B|   0     0 |   0     0 |2661  5833 |1.99 1.59 0.87|2.0   0 4.0|   0     0 |           | 11   32    0   17    0
Apr 06 08:19:35 ubuntu dstat.sh[71936]: 06-04 08:19:35| 22   3  73   0   0|1477M  717M  176M 5363M|5124B 1602B|   0    24k|   0  2.00 |1775  1134 |1.99 1.59 0.87|3.0   0 1.0|   0     0 |           | 11   32    0   17    0
Apr 06 08:19:36 ubuntu dstat.sh[71936]: 06-04 08:19:36| 22   3  74   0   0|1489M  705M  176M 5363M|5219B 1570B|   0    24k|   0  1.00 |1816  1344 |1.99 1.59 0.87|2.0   0   0|   0     0 |           | 11   32    0   13    0
Apr 06 08:19:37 ubuntu dstat.sh[71936]: 06-04 08:19:37| 22   4  74   0   0|1469M  725M  176M 5363M|5279B 1620B|   0    96k|   0  3.00 |1839  1274 |1.99 1.59 0.87|3.0   0 1.0|   0     0 |           | 11   32    0   13    0
Apr 06 08:19:38 ubuntu dstat.sh[71936]: 06-04 08:19:38| 22   3  73   0   0|1487M  706M  176M 5363M|4994B 1457B|   0    12k|   0  1.00 |1746  1082 |1.99 1.59 0.87|3.0   0 2.0|   0     0 |           | 11   32    0   13    0
Apr 06 08:19:39 ubuntu dstat.sh[71936]: 06-04 08:19:39| 10  22  69   0   0|1458M  736M  176M 5363M|5788B 1623B|   0   248k|   0  11.0 |5972  4499 |1.99 1.59 0.88|2.0   0 456|   0     0 |           | 11   32    0   13    0
Apr 06 08:19:40 ubuntu dstat.sh[71936]: 06-04 08:19:40| 21   5  73   0   0|1504M  690M  176M 5363M|5948B 1456B|   0   691k|   0  70.9 |2121  1833 |1.99 1.59 0.88|1.0   0 5.0|   0     0 |           | 11   32    0    9    0
Apr 06 08:19:41 ubuntu dstat.sh[71936]: 06-04 08:19:41| 24   2  73   0   0|1510M  684M  176M 5363M|5035B 1618B|   0    60k|   0  4.99 |1808  1176 |1.99 1.59 0.88|1.0   0 1.0|   0     0 |           | 11   32    0    9    0
Apr 06 08:19:42 ubuntu dstat.sh[71936]: 06-04 08:19:42| 21   5  73   0   0|1452M  742M  176M 5363M|5512B 1512B|   0    12k|   0  1.00 |1927  1411 |1.99 1.59 0.88|1.0   0 9.0|   0     0 |           | 11   32    0    9    0
Apr 06 08:19:43 ubuntu dstat.sh[71936]: 06-04 08:19:43| 20   9  71   0   0|1452M  741M  176M 5363M|3732B  704B|  40k    0 |2.01     0 |3031  2290 |1.99 1.59 0.88|1.0   0 187|   0     0 |           | 11   32    0    9    0
Apr 06 08:19:44 ubuntu dstat.sh[71936]: 06-04 08:19:44|  9  21  69   0   0|1439M  755M  176M 5363M|4928B 1080B|   0   196k|   0  7.00 |5961  4506 |1.91 1.58 0.88|2.0   0 433|   0     0 |           | 11   32    0    6    0
Apr 06 08:19:45 ubuntu dstat.sh[71936]: 06-04 08:19:45|  8  22  68   0   0|1425M  768M  176M 5363M|5071B 1242B|   0   336k|   0  32.0 |6081  4482 |1.91 1.58 0.88|2.0   0 460|   0     0 |           | 11   32    0    6    0
Apr 06 08:19:46 ubuntu dstat.sh[71936]: 06-04 08:19:46|  9  22  68   0   0|1414M  779M  176M 5363M|4739B 1620B|   0   900k|   0  11.0 |6433  5272 |1.91 1.58 0.88|1.0   0 561|   0     0 |           | 11   32    0    6    0
Apr 06 08:19:47 ubuntu dstat.sh[71936]: 06-04 08:19:47|  8  21  68   0   0|1396M  798M  176M 5363M|4797B 1619B|   0  1567k|   0  18.0 |6542  5405 |1.91 1.58 0.88|1.0   0 605|   0     0 |           | 11   32    0    6    0
Apr 06 08:19:48 ubuntu dstat.sh[71936]: 06-04 08:19:48|  9  21  69   0   0|1389M  804M  176M 5363M|4875B 1622B|   0  1077k|   0  13.0 |6011  4675 |1.91 1.58 0.88|1.0   0 468|   0     0 |           | 11   32    0    6    0
Apr 06 08:19:49 ubuntu dstat.sh[71936]: 06-04 08:19:49|  8  21  69   0   0|1376M  817M  176M 5363M|5832B 1619B|   0   224k|   0  7.99 |6141  4831 |1.84 1.57 0.88|4.0   0 484|   0     0 |           | 11   32    0    4    0
Apr 06 08:19:50 ubuntu dstat.sh[71936]: 06-04 08:19:50|  8  22  68   0   0|1369M  824M  176M 5363M|5357B 1458B|   0   784k|   0  41.0 |6051  4828 |1.84 1.57 0.88|1.0   0 442|   0     0 |           | 11   32    0    4    0
Apr 06 08:19:51 ubuntu dstat.sh[71936]: 06-04 08:19:51|  9  22  68   0   0|1362M  831M  176M 5363M|5223B 1621B|   0   416k|   0  79.0 |5991  4391 |1.84 1.57 0.88|1.0   0 432|   0     0 |           | 11   32    0    4    0
Apr 06 08:19:52 ubuntu dstat.sh[71936]: 06-04 08:19:52| 16  24  59   0   0|1344M  849M  176M 5363M|4641B 1459B|   0   428k|   0  20.0 |6523  5545 |1.84 1.57 0.88|3.0   0 566|   0     0 |           | 11   32    0    6    0
Apr 06 08:19:53 ubuntu dstat.sh[71936]: 06-04 08:19:53| 55  21  23   0   0|1487M  706M  176M 5363M|4736B 1619B|   0  2630k|   0   138 |5559  4733 |1.84 1.57 0.88|3.0   0 399|   0     0 |           | 11   32    0    9    0
Apr 06 08:19:54 ubuntu dstat.sh[71936]: 06-04 08:19:54| 64  12  24   0   0|1630M  559M  176M 5367M|4777B 1459B| 372k 2213k|3.00  67.0 |4030  2227 |1.93 1.60 0.89|2.0 2.0 5.0|   0     0 |           | 11   36    0    9    0
Apr 06 08:19:55 ubuntu dstat.sh[71936]: 06-04 08:19:55| 28   8  45  17   0|1629M  547M  177M 5378M|4801B 1620B|   0    77M|   0  5442 |  21k   42k|1.93 1.60 0.89|4.0   0 132|   0     0 |           | 11   38    0   11    0
Apr 06 08:19:56 ubuntu dstat.sh[71936]: 06-04 08:19:56| 36  12  33  16   0|1662M  504M  177M 5387M|4693B 1456B|   0    75M|   0  5406 |  19k   39k|1.93 1.60 0.89|7.0 1.0 144|   0     0 |           | 11   36    0   11    0
Apr 06 08:19:57 ubuntu dstat.sh[71936]: 06-04 08:19:57| 37   8  35  14   0|1682M  476M  177M 5395M|  10k 7329B|   0    73M|   0  5661 |  19k   37k|1.93 1.60 0.89|3.0   0  36|   0     0 |           | 11   37    0    9    0
Apr 06 08:19:58 ubuntu dstat.sh[71936]: 06-04 08:19:58| 34  20  34  10   0|1616M  536M  177M 5401M|8465B 4920B| 296k   46M|4.00  3175 |  17k   30k|1.93 1.60 0.89|2.0 1.0 393|   0     0 |           | 11   34    0   10    0
Apr 06 08:19:59 ubuntu dstat.sh[71936]: 06-04 08:19:59| 48  17  24  11   0|1661M  485M  177M 5406M|6676B 3326B| 935k   46M|15.0  3380 |  15k   30k|2.01 1.62 0.90|1.0 1.0 165|   0     0 |           | 11   35    0   10    0
Apr 06 08:20:00 ubuntu dstat.sh[71936]: 06-04 08:20:00| 30  11  44  12   0|1643M  500M  178M 5410M|  14k   10k| 668k   48M|12.0  3681 |  17k   32k|2.01 1.62 0.90|1.0 1.0 143|   0     0 |           | 11   35    0   10    0
Apr 06 08:20:01 ubuntu dstat.sh[71936]: 06-04 08:20:01| 29   8  47  12   0|1620M  518M  178M 5414M|  14k   10k|   0    45M|   0  3668 |  18k   33k|2.01 1.62 0.90|5.0 1.0  66|   0     0 |           | 11   34    0   10    0
Apr 06 08:20:02 ubuntu dstat.sh[71936]: 06-04 08:20:02| 35  10  41  12   0|1648M  491M  178M 5413M|5011B 1714B|   0    43M|   0  3964 |  16k   30k|2.01 1.62 0.90|2.0   0  40|   0     0 |           | 11   34    0   10    0
Apr 06 08:20:03 ubuntu dstat.sh[71936]: 06-04 08:20:03| 30   7  47  12   0|1639M  499M  178M 5414M|  13k 9887B|   0    46M|   0  4129 |  18k   34k|2.01 1.62 0.90|3.0 1.0  42|   0     0 |           | 11   35    0   10    0
Apr 06 08:20:04 ubuntu dstat.sh[71936]: 06-04 08:20:04| 28   7  50  11   0|1625M  512M  178M 5416M|  19k   13k|   0    45M|   0  3788 |  19k   35k|2.01 1.63 0.91|4.0   0  30|   0     0 |           | 11   34    0   11    0
Apr 06 08:20:05 ubuntu dstat.sh[71936]: 06-04 08:20:05| 38  10  39  10   0|1570M  564M  178M 5418M|6936B 1564B|   0    37M|   0  3479 |  14k   27k|2.01 1.63 0.91|2.0   0 119|   0     0 |           | 11   36    0   11    0
Apr 06 08:20:06 ubuntu dstat.sh[71936]: 06-04 08:20:06| 33   9  44  12   0|1578M  553M  178M 5421M|  12k 7238B|   0    65M|   0  5095 |  17k   35k|2.01 1.63 0.91|5.0   0  48|   0     0 |           | 11   37    0   11    0
Apr 06 08:20:07 ubuntu dstat.sh[71936]: 06-04 08:20:07| 27   9  49  13   0|1570M  559M  178M 5423M|  16k   13k|   0    64M|   0  4980 |  21k   40k|2.01 1.63 0.91|5.0   0  54|   0     0 |           | 11   37    0   11    0
Apr 06 08:20:08 ubuntu dstat.sh[71936]: 06-04 08:20:08| 31  10  44  12   0|1496M  629M  178M 5426M|7611B 3834B|   0    36M|   0  3494 |  17k   31k|2.01 1.63 0.91|3.0   0 128|   0     0 |           | 11   36    0   11    0
Apr 06 08:20:09 ubuntu dstat.sh[71936]: 06-04 08:20:09| 33   7  44  14   0|1529M  594M  178M 5428M|  10k 6592B|   0    55M|   0  4739 |  18k   34k|2.09 1.65 0.92|3.0   0  51|   0     0 |           | 11   37    0   11    0
Apr 06 08:20:10 ubuntu dstat.sh[71936]: 06-04 08:20:10| 29   9  49  11   0|1536M  592M  178M 5423M|  16k   12k|   0    52M|   0  4465 |  19k   38k|2.09 1.65 0.92|5.0   0 9.0|   0     0 |           | 11   37    0   11    0
Apr 06 08:20:11 ubuntu dstat.sh[71936]: 06-04 08:20:11| 35   9  44   9   0|1497M  631M  178M 5424M|8268B 5328B|   0    48M|   0  3717 |  15k   28k|2.09 1.65 0.92|3.0   0  92|   0     0 |           | 11   34    0   13    0
Apr 06 08:20:12 ubuntu dstat.sh[71936]: 06-04 08:20:12| 29  16  54   1   0|1410M  718M  178M 5424M|9762B 6601B|   0  7776k|   0   508 |5313  4915 |2.09 1.65 0.92|2.0   0 212|   0     0 |           | 11   33    0   13    0
Apr 06 08:20:13 ubuntu dstat.sh[71936]: 06-04 08:20:13| 19   4  75   0   0|1400M  728M  178M 5424M|7950B 5015B|   0  1593k|   0  80.0 |3343  3544 |2.09 1.65 0.92|1.0   0  34|   0     0 |           | 11   32    0   14    0
Apr 06 08:20:14 ubuntu dstat.sh[71936]: 06-04 08:20:14| 19   3  77   0   0|1400M  727M  178M 5424M|7413B 3751B|   0   991k|   0  56.9 |1793  1415 |2.00 1.64 0.92|3.0   0   0|   0     0 |           | 11   33    0   14    0
Apr 06 08:20:15 ubuntu dstat.sh[71936]: 06-04 08:20:15| 17   7  76   1   0|1359M  768M  178M 5424M|9653B 5980B|   0   608k|   0  42.0 |3014  2808 |2.00 1.64 0.92|2.0   0  60|   0     0 |           | 11   32    0   15    0
Apr 06 08:20:16 ubuntu dstat.sh[71936]: 06-04 08:20:16| 21   5  73   0   0|1425M  702M  178M 5424M|4719B 1564B|   0   755k|   0  87.9 |1874  1394 |2.00 1.64 0.92|1.0   0   0|   0     0 |           | 11   32    0   15    0
Apr 06 08:20:17 ubuntu dstat.sh[71936]: 06-04 08:20:17| 17   3  80   0   0|1426M  701M  178M 5424M|  13k 9989B|   0   506k|   0  34.1 |2858  3176 |2.00 1.64 0.92|1.0   0   0|   0     0 |           | 11   33    0   15    0
Apr 06 08:20:18 ubuntu dstat.sh[71936]: 06-04 08:20:18| 18   6  74   0   0|1440M  687M  178M 5424M|6627B 3641B|   0   575k|   0  26.0 |2935  2731 |2.00 1.64 0.92|2.0   0  43|   0     0 |           | 11   32    0   16    0
Apr 06 08:20:19 ubuntu dstat.sh[71936]: 06-04 08:20:19| 18   3  78   0   0|1468M  659M  178M 5424M|  10k 6756B|   0   367k|   0  24.0 |1978  1612 |1.92 1.63 0.92|1.0   0   0|   0     0 |           | 11   33    0   16    0
Apr 06 08:20:20 ubuntu dstat.sh[71936]: 06-04 08:20:20| 19   2  77   1   0|1453M  674M  178M 5424M|  11k 7256B|   0  2232k|   0   142 |3544  4590 |1.92 1.63 0.92|1.0   0   0|   0     0 |           | 11   32    0   17    0
Apr 06 08:20:21 ubuntu dstat.sh[71936]: 06-04 08:20:21|  9  22  68   0   0|1426M  701M  178M 5425M|5099B 1567B|   0   188k|   0  10.0 |5208  3336 |1.92 1.63 0.92|3.0   0 300|   0     0 |           | 11   32    0   17    0
Apr 06 08:20:22 ubuntu dstat.sh[71936]: 06-04 08:20:22| 10  26  63   0   0|1416M  711M  178M 5425M|4473B 1028B|   0   413k|   0  29.0 |5668  4093 |1.92 1.63 0.92|4.0   0 402|   0     0 |           | 11   32    0   19    0
Apr 06 08:20:23 ubuntu dstat.sh[71936]: 06-04 08:20:23| 61  15  24   0   0|1536M  591M  178M 5425M|5030B 1567B|   0   909k|   0  53.0 |4658  2899 |1.92 1.63 0.92|3.0   0 100|   0     0 |           | 11   32    0   23    0
