Sep 16 10:42:54 jammy-provider-cloud-0000007627 systemd[1]: Started Devstack devstack@dstat.service.
Sep 16 10:42:54 jammy-provider-cloud-0000007627 dstat.sh[58634]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 16 10:42:54 jammy-provider-cloud-0000007627 dstat.sh[58634]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 16 10:46:35 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:35| 24   5  68   1   0|2531M  142M  171M 4895M|7297B 1617B| 303k 2934k|13.0   436 |3396  6927 |1.69 1.54 0.82|2.0   0  53|   0     0 |   0     0 | 14  110    4   37    0
Sep 16 10:46:36 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:36| 24   4  71   1   0|2559M  122M  171M 4886M|5954B 1717B| 213k 2008k|19.1   147 |2157  3843 |1.69 1.54 0.82|1.0   0   0|   0     0 |   0     0 | 14  112    4   37    0
Sep 16 10:46:37 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:37| 31   4  63   0   0|2522M  167M  171M 4879M|5621B 1689B| 335k 1536k|23.9   146 |3460  6193 |1.69 1.54 0.82|1.0   0  72|   0     0 |   0     0 | 14  116    4   38    0
Sep 16 10:46:38 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:38| 23   3  73   0   0|2570M  119M  171M 4879M|5244B 1513B|8197B  612k|2.00  48.0 |1394  2007 |1.64 1.53 0.82|2.0   0   0|   0     0 |   0     0 | 14  118    4   38    0
Sep 16 10:46:39 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:39| 21   7  71   0   0|2574M  131M  171M 4863M|8342B 1564B|  28k 1294k|4.99   125 |2720  4833 |1.64 1.53 0.82|1.0   0 148|   0     0 |   0     0 | 14  117    4   39    0
Sep 16 10:46:40 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:40| 26   2  71   0   0|2603M  118M  171M 4847M|5466B 1619B|   0   944k|   0  62.0 |2105  3388 |1.64 1.53 0.82|2.0 1.0   0|   0     0 |   0     0 | 14  119    4   39    0
Sep 16 10:46:41 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:41| 32   3  62   1   0|2606M  129M  171M 4834M|5471B 1627B|1193k 1024k|19.1   110 |3534  6408 |1.64 1.53 0.82|2.0   0 4.0|   0     0 |   0     0 | 14  119    4   40    0
Sep 16 10:46:42 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:42| 40  13  46   1   0|2602M  130M  171M 4836M|6811B 1886B|2452k 1788k|97.0   163 |4798  8843 |1.64 1.53 0.82|1.0   0 286|   0     0 |   0     0 | 14  119    4   40    0
Sep 16 10:46:43 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:43| 17  10  71   0   0|2583M  164M  171M 4822M|7355B 1775B|  84k  818k|5.98  51.8 |2214  3504 |1.58 1.52 0.82|1.0   0 181|   0     0 |   0     0 | 14  119    4   41    0
Sep 16 10:46:44 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:44| 10  19  70   0   0|2580M  167M  171M 4822M|8636B 1714B|  16k  529k|3.01  34.1 |3225  5172 |1.58 1.52 0.82|1.0   0 455|   0     0 |   0     0 | 14  119    4   41    0
Sep 16 10:46:45 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:45| 27  18  54   0   0|2613M  133M  171M 4822M|9179B 1513B| 604k  444k|39.0  27.0 |5776    10k|1.58 1.52 0.82|2.0   0 364|   0     0 |   0     0 | 14  119    4   40    0
Sep 16 10:46:46 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:46| 34  19  44   0   0|2651M  132M  170M 4786M|8375B 1671B| 870k 2689k|47.9   168 |4737  9521 |1.58 1.52 0.82|2.0   0 478|   0     0 |   0     0 | 14  119    4   40    0
Sep 16 10:46:47 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:47| 53  23  24   1   0|2780M  118M  170M 4673M|7013B 1694B|1484k   11M| 139  1165 |7796    16k|1.58 1.52 0.82|3.0   0 435|   0     0 |   0     0 | 16  131    4   40    0
Sep 16 10:46:48 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:48| 58  21  20   0   0|2880M  139M  170M 4556M|9238B 1619B|3617k 5271k| 358   510 |5616    12k|1.70 1.55 0.84|3.0   0 458|   0     0 |   0     0 | 16  131    4   40    0
Sep 16 10:46:49 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:49| 60  23  17   0   0|2965M  122M  170M 4488M|6194B 1622B|1301k  737k|81.1  70.1 |7260    22k|1.70 1.55 0.84|8.0   0 558|   0     0 |   0     0 | 16  147    4   40    0
Sep 16 10:46:50 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:50| 38  20  42   1   0|3021M  133M  170M 4424M|5383B 1620B|  20k 7056k|1.00   447 |5534  9359 |1.70 1.55 0.84|2.0   0 573|   0     0 |   0     0 | 17  147    4   40    0
Sep 16 10:46:51 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:51| 28  16  55   0   0|3055M  131M  170M 4392M|6901B 1620B|   0   428k|   0  34.0 |5528  9275 |1.70 1.55 0.84|2.0   0 380|   0     0 |   0     0 | 17  147    4   40    0
Sep 16 10:46:52 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:52| 38  19  42   0   0|3122M  126M  170M 4331M|7444B 1592B| 127k 2490k|2.99   303 |5567    12k|1.70 1.55 0.84|2.0   0 363|   0     0 |   0     0 | 17  147    4   40    0
Sep 16 10:46:53 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:53| 42  27  31   0   0|3234M  129M  170M 4218M|7572B 1626B|  60k 4943k|5.02   381 |6328    17k|1.72 1.55 0.84|3.0   0 682|   0     0 |   0     0 | 17  159    4   40    0
Sep 16 10:46:54 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:54| 35  23  41   0   0|3327M  126M  170M 4129M|6322B 1694B|4096B  556k|1.00  32.0 |6228    13k|1.72 1.55 0.84|1.0   0 677|   0     0 |   0     0 | 17  165    4   40    0
Sep 16 10:46:55 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:55| 18  14  64   0   0|3342M  123M  170M 4118M|7320B 1566B|   0  4503k|   0   340 |5862  9449 |1.72 1.55 0.84|1.0   0 256|   0     0 |   0     0 | 17  165    4   40    0
Sep 16 10:46:56 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:56| 42  10  48   0   0|3447M  132M  170M 4007M|5689B 1688B|  28k 1218k|6.99   197 |2317  3323 |1.72 1.55 0.84|3.0   0 117|   0     0 |   0     0 | 17  169    4   40    0
Sep 16 10:46:57 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:57| 46   6  46   0   0|3543M  130M  170M 3914M|7446B 1801B|1258k  775k|33.9   127 |1952  2601 |1.72 1.55 0.84|3.0   0 7.0|   0     0 |   0     0 | 17  177    4   40    0
Sep 16 10:46:58 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:58| 34  17  49   1   0|3524M  180M  170M 3884M|5274B 1698B| 245k  942k|9.02  96.2 |3661  6262 |1.83 1.58 0.85|4.0   0 425|   0     0 |   0     0 | 17  179    4   40    0
Sep 16 10:46:59 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:46:59| 42  23  32   0   0|3514M  185M  170M 3889M|5472B 1695B|1545k  809k|36.0  50.0 |7323    16k|1.83 1.58 0.85|8.0   0 565|   0     0 |   0     0 | 17  191    4   39    0
Sep 16 10:47:00 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:00| 61  17  21   0   0|3630M  117M  170M 3843M|5214B 1586B| 288k  456k|8.00  26.0 |4490    11k|1.83 1.58 0.85|6.0   0 200|   0     0 |   0     0 | 17  203    4   39    0
Sep 16 10:47:01 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:01| 81  15   2   0   0|3730M  129M  170M 3733M|6645B 1694B| 488k  404k|9.00  39.0 |2574  5821 |1.83 1.58 0.85|6.0   0  65|   0     0 |   0     0 | 17  206    4   39    0
Sep 16 10:47:02 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:02| 79  14   7   0   0|3756M  144M  171M 3693M|9379B 1694B| 116k   16M|6.00   551 |5046    17k|1.83 1.58 0.85|6.0   0  85|   0     0 |   0     0 | 17  209    4   45    0
Sep 16 10:47:03 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:03| 47  28  23   0   0|3758M  153M  171M 3683M|5907B 1564B|   0   883k|   0  57.9 |6797    27k|2.00 1.62 0.87|7.0   0 618|   0     0 |   0     0 | 17  215    4   41    0
Sep 16 10:47:04 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:04| 51  20  28   0   0|3765M  158M  171M 3670M|5614B 1696B|8200B  681k|1.00  41.0 |6656    26k|2.00 1.62 0.87|4.0   0 324|   0     0 |   0     0 | 17  217    4   41    0
Sep 16 10:47:05 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:05| 55  24  19   0   0|3866M  129M  171M 3599M|  12k 1691B|4090B   20M|1.00   655 |5538    14k|2.00 1.62 0.87| 22   0 437|   0     0 |   0     0 | 17  217    4   42    0
Sep 16 10:47:06 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:06| 62  23  14   0   0|3926M  128M  171M 3541M|7695B 1622B| 204k 4694k|11.0   467 |5901    17k|2.00 1.62 0.87|3.0   0 488|   0     0 |   0     0 | 17  221    4   46    0
Sep 16 10:47:07 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:07| 60  22  18   0   0|3962M  120M  171M 3513M|5975B 1622B|  32k  700k|2.00  51.0 |6616    17k|2.00 1.62 0.87|4.0   0 298|   0     0 |   0     0 | 17  223    4   47    0
Sep 16 10:47:08 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:08| 69  13  18   1   0|4071M  128M  171M 3399M|7227B 1620B|  48k  724k|2.00  60.0 |4037  8700 |2.08 1.64 0.88|3.0   0 106|   0     0 |   0     0 | 17  231    4   47    0
Sep 16 10:47:09 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:09| 69   9  21   0   0|4125M  178M  171M 3296M|8476B 1694B| 372k 9478k|23.0   871 |4763  8346 |2.08 1.64 0.88|3.0   0  12|   0     0 |   0     0 | 17  247    4   53    0
Sep 16 10:47:10 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:10| 54  23  23   0   0|4153M  149M  171M 3298M|5144B 1620B| 864k 1484k|28.0   165 |5945    13k|2.08 1.64 0.88|4.0   0 556|   0     0 |   0     0 | 17  249    4   55    0
Sep 16 10:47:11 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:11| 48  24  26   0   0|4163M  143M  171M 3294M|5299B 1602B|4324k 1582k|82.1  78.1 |6577    15k|2.08 1.64 0.88|5.0   0 347|   0     0 |   0     0 | 17  251    4   55    0
Sep 16 10:47:12 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:12| 79  15   5   0   0|4234M  129M  171M 3238M|5473B 1583B| 821k 5715k|8.09   522 |3361  5509 |2.08 1.64 0.88|4.0   0 174|   0     0 |   0     0 | 18  253    4   52    0
Sep 16 10:47:13 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:13| 74  14  11   0   0|4300M  167M  171M 3137M|5193B 1693B| 816k  724k|15.0  47.0 |2601  4440 |2.15 1.66 0.89|3.0   0  51|   0     0 |   0     0 | 18  253    4   53    0
Sep 16 10:47:14 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:14| 38  14  47   0   0|4334M  131M  171M 3139M|5825B 2725B|1055k  859k|21.0  55.0 |4786    12k|2.15 1.66 0.89|3.0   0 235|   0     0 |   0     0 | 18  255    4   50    0
Sep 16 10:47:15 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:15| 23   6  70   0   0|4321M  143M  171M 3139M|  22k 4875B| 846k  455k|25.9  25.9 |2178  4494 |2.15 1.66 0.89|1.0   0  30|   0     0 |   0     0 | 18  258    4   51    1
Sep 16 10:47:16 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:16| 24  11  63   1   0|4342M  126M  171M 3135M|  16M  134k|2943k 6227k|36.1   479 |7508  6458 |2.15 1.66 0.89|2.0   0 132|   0     0 |   0     0 | 18  258    4   50    0
Sep 16 10:47:17 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:17| 39  11  48   0   0|4398M  127M  171M 3079M|6458B 1688B|1016k   17M|18.9   296 |3074  5283 |2.15 1.66 0.89|2.0   0 144|   0     0 |   0     0 | 18  261    4   50    0
Sep 16 10:47:18 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:18| 39   9  52   1   0|4396M  156M  171M 3052M|6083B 1670B|1226k 2841k|29.1   199 |4066  8718 |2.14 1.67 0.90|3.0   0 9.0|   0     0 |   0     0 | 18  272    4   42    0
Sep 16 10:47:19 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:19| 22   8  68   1   0|4342M  197M  171M 3065M|5995B 1705B| 204k 1373k|7.00   117 |4139  8056 |2.14 1.67 0.90|1.0   0 149|   0     0 |   0     0 | 18  281    4   43    0
Sep 16 10:47:20 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:20| 18  11  70   0   0|4385M  154M  171M 3066M|5421B 1566B| 788k  496k|10.0  37.0 |2793  4970 |2.14 1.67 0.90|1.0   0 325|   0     0 |   0     0 | 18  283    4   43    0
Sep 16 10:47:21 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:21| 16  11  71   0   0|4341M  197M  171M 3066M|4674B 1618B|   0   316k|   0  17.0 |2309  3639 |2.14 1.67 0.90|2.0   0 188|   0     0 |   0     0 | 18  283    4   43    0
Sep 16 10:47:22 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:22|  9  19  70   0   0|4343M  195M  171M 3066M|4615B 1509B|8174B 1628k|1.00  97.8 |3429  5841 |2.14 1.67 0.90|1.0   0 381|   0     0 |   0     0 | 18  283    4   42    0
Sep 16 10:47:23 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:23|  4   3  91   0   0|4346M  192M  171M 3066M|8380B 1617B|  12k  156k|2.00  13.0 |1666  2785 |1.97 1.64 0.90|  0   0  93|   0     0 |   0     0 | 18  283    4   42    0
Sep 16 10:47:24 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:24| 20   2  76   0   0|4402M  136M  171M 3066M|5829B 1621B|   0    16M|   0  24.0 |1408  1823 |1.97 1.64 0.90|1.0   0 9.0|   0     0 |   0     0 | 18  283    4   42    0
Sep 16 10:47:25 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:25| 16  12  72   0   0|4342M  196M  171M 3066M|5930B 1626B|8223B  128k|2.01  13.0 |2702  4363 |1.97 1.64 0.90|1.0   0 175|   0     0 |   0     0 | 18  287    4   42    0
Sep 16 10:47:26 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:26| 12  16  70   0   0|4345M  193M  171M 3066M|6154B 1692B|4091B   88k|1.00  5.99 |3110  4707 |1.97 1.64 0.90|2.0   0 234|   0     0 |   0     0 | 18  287    4   41    0
Sep 16 10:47:27 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:27| 20   8  72   0   0|4383M  154M  171M 3066M|5918B 1621B|  76k   84k|2.00  9.00 |2244  3446 |1.97 1.64 0.90|1.0   0 135|   0     0 |   0     0 | 18  289    4   41    0
Sep 16 10:47:28 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:28| 23   5  71   0   0|4440M  126M  171M 3037M|6594B 1621B| 880k 3874k|47.0   460 |1544  2245 |1.89 1.63 0.90|1.0   0 1.0|   0     0 |   0     0 | 18  291    4   39    0
Sep 16 10:47:29 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:29| 25   3  70   0   0|4354M  234M  171M 3017M|7293B 1533B| 152k  492k|14.0  74.0 |2238  3691 |1.89 1.63 0.90|1.0   0 8.0|   0     0 |   0     0 | 18  295    4   39    0
Sep 16 10:47:30 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:30| 24   3  72   0   0|4418M  170M  171M 3017M|8360B 1613B|  20k  737k|3.98  49.8 |1448  2179 |1.89 1.63 0.90|1.0   0   0|   0     0 |   0     0 | 18  295    4   37    0
Sep 16 10:47:31 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:31| 26   2  71   0   0|4457M  130M  171M 3017M|5707B 1627B|8229B   68k|2.01  6.03 |1927  2889 |1.89 1.63 0.90|3.0   0 3.0|   0     0 |   0     0 | 18  301    4   37    0
Sep 16 10:47:32 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:32| 22   4  72   0   0|4409M  178M  171M 3017M|5927B 1714B| 452k    0 |5.00     0 |1454  1972 |1.89 1.63 0.90|2.0   0  15|   0     0 |   0     0 | 18  295    4   35    0
Sep 16 10:47:33 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:33| 19   8  72   0   0|4360M  226M  171M 3018M|6031B 1688B|1499k  211k|21.9  2.99 |2116  3421 |1.82 1.62 0.90|2.0   0 155|   0     0 |   0     0 | 18  295    4   35    0
Sep 16 10:47:34 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:34| 12  15  71   0   0|4360M  225M  171M 3019M|6559B 1619B|  16k  128k|4.00  5.00 |3035  5011 |1.82 1.62 0.90|1.0   0 381|   0     0 |   0     0 | 18  295    4   34    0
Sep 16 10:47:35 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:35| 21   6  72   0   0|4401M  184M  171M 3019M|6257B 1621B| 528k    0 |32.0     0 |1594  2359 |1.82 1.62 0.90|1.0   0  52|   0     0 |   0     0 | 18  295    4   34    0
Sep 16 10:47:36 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:36| 22   6  71   0   0|4398M  187M  171M 3019M|6037B 2510B| 160k   88k|7.99  2.00 |8892    18k|1.82 1.62 0.90|  0   0  12|   0     0 |   0     0 | 18  296    4   33    0
Sep 16 10:47:37 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:37| 20   2  76   0   0|4415M  168M  171M 3021M|  13k 4314B|4097B  784k|1.00  27.0 |1578  2381 |1.82 1.62 0.90|1.0   0 1.0|   0     0 |   0     0 | 18  296    4   33    0
Sep 16 10:47:38 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:38| 23   6  70   0   0|4410M  172M  171M 3021M|  12k 1620B|   0   112k|   0  8.00 |9264    19k|1.75 1.61 0.90|1.0   0  12|   0     0 |   0     0 | 18  296    4   32    0
Sep 16 10:47:39 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:39| 16  12  70   0   0|4391M  192M  171M 3021M|  15k 1844B|   0   338k|   0  22.1 |2987  5017 |1.75 1.61 0.90|1.0   0 265|   0     0 |   0     0 | 18  295    4   32    0
Sep 16 10:47:40 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:40| 24   4  71   0   0|4364M  219M  171M 3021M|6354B 1619B|  16k  384k|1.00  28.0 |2054  3187 |1.75 1.61 0.90|1.0   0  25|   0     0 |   0     0 | 18  295    4   33    0
Sep 16 10:47:41 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:41| 21   5  72   0   0|4415M  168M  171M 3021M|  13k 1655B|8157B   88k|1.00  3.98 |1915  2726 |1.75 1.61 0.90|2.0   0  87|   0     0 |   0     0 | 18  295    4   33    0
Sep 16 10:47:42 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:42| 22   6  72   0   0|4405M  178M  171M 3021M|  12k 1627B|   0     0 |   0     0 |2003  2932 |1.75 1.61 0.90|1.0   0  70|   0     0 |   0     0 | 18  295    4   31    0
Sep 16 10:47:43 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:43| 24   4  71   0   0|4391M  192M  171M 3021M|6437B 1458B|  32k  164k|2.00  18.0 |1823  2866 |1.69 1.60 0.90|1.0   0  58|   0     0 |   0     0 | 18  295    4   31    0
Sep 16 10:47:44 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:44| 22   5  71   0   0|4368M  215M  171M 3021M|7387B 1616B|   0     0 |   0     0 |1787  2507 |1.69 1.60 0.90|2.0   0  32|   0     0 |   0     0 | 18  295    4   32    0
Sep 16 10:47:45 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:45| 23   4  72   0   0|4412M  171M  171M 3021M|8411B 1621B|  32k  252k|2.00  33.0 |1762  2791 |1.69 1.60 0.90|1.0   0   0|   0     0 |   0     0 | 18  295    4   32    0
Sep 16 10:47:46 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:46| 24   5  70   0   0|4405M  178M  171M 3021M|5783B 1687B|   0   307k|   0  25.0 |1940  3012 |1.69 1.60 0.90|1.0   0  47|   0     0 |   0     0 | 18  296    4   32    0
Sep 16 10:47:47 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:47| 22   5  72   0   0|4392M  190M  171M 3021M|5556B 1621B|   0   148k|   0  10.0 |1743  2619 |1.69 1.60 0.90|1.0   0  32|   0     0 |   0     0 | 18  295    4   34    0
Sep 16 10:47:48 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:48| 22   7  71   0   0|4375M  207M  171M 3021M|  11k 1620B|   0   324k|   0  30.0 |2338  3708 |1.64 1.59 0.90|1.0   0  88|   0     0 |   0     0 | 18  295    4   34    0
Sep 16 10:47:49 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:49| 24   4  71   0   0|4354M  228M  171M 3021M|6407B 1621B|  16k 2490k|1.00   332 |2162  3339 |1.64 1.59 0.90|1.0   0  47|   0     0 |   0     0 | 18  295    4   36    0
Sep 16 10:47:50 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:50| 25   3  72   0   0|4407M  175M  171M 3021M|5928B 1458B|  28k  200k|7.00  12.0 |1593  2553 |1.64 1.59 0.90|1.0   0   0|   0     0 |   0     0 | 18  297    4   36    0
Sep 16 10:47:51 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:51| 23   3  72   0   0|4411M  171M  171M 3022M|  12k 1664B|8203B  200k|2.00  8.01 |1451  2091 |1.64 1.59 0.90|1.0   0  14|   0     0 |   0     0 | 18  296    4   37    0
Sep 16 10:47:52 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:52| 29   3  67   1   0|4371M  211M  171M 3022M|5940B 1847B| 388k 1453k|30.0   170 |3814  6955 |1.64 1.59 0.90|1.0   0 5.0|   0     0 |   0     0 | 18  297    5   39    0
Sep 16 10:47:53 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:53| 25   2  70   1   0|4406M  175M  171M 3022M|5914B 1692B|  60k 1047k|5.99   104 |2736  4667 |1.59 1.58 0.90|2.0   0 2.0|   0     0 |   0     0 | 18  299    5   39    0
Sep 16 10:47:54 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:54| 15  16  67   1   0|4362M  220M  171M 3022M|  11k 1624B|   0  5281k|   0   348 |4720  8645 |1.59 1.58 0.90|1.0   0 406|   0     0 |   0     0 | 18  297    5   40    0
Sep 16 10:47:55 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:55| 10  21  68   0   0|4370M  211M  171M 3022M|6371B 1690B|   0   351k|   0  28.9 |4186  7192 |1.59 1.58 0.90|4.0   0 670|   0     0 |   0     0 | 18  297    5   40    0
Sep 16 10:47:56 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:56| 11  21  68   1   0|4365M  216M  171M 3022M|7950B 1461B|   0   425k|   0  36.1 |4069  7106 |1.59 1.58 0.90|1.0   0 643|   0     0 |   0     0 | 18  297    5   40    0
Sep 16 10:47:57 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:57| 10  20  68   0   0|4373M  209M  171M 3022M|  11k 1691B|   0  1102k|   0  76.9 |4308  7420 |1.59 1.58 0.90|2.0   0 652|   0     0 |   0     0 | 18  297    5   40    0
Sep 16 10:47:58 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:58| 11  20  68   0   0|4374M  207M  171M 3023M|6004B 1696B|   0   172k|   0  20.0 |4121  7259 |1.62 1.59 0.91|1.0   0 623|   0     0 |   0     0 | 18  297    5   40    0
Sep 16 10:47:59 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:47:59| 12  20  66   0   0|4370M  211M  171M 3023M|6425B 1735B|   0  1416k|   0   107 |4940  8800 |1.62 1.59 0.91|1.0   0 615|   0     0 |   0     0 | 18  297    5   40    0
Sep 16 10:48:00 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:48:00| 20  10  69   0   0|4388M  264M  171M 2959M|5604B 1690B|  20k  267k|3.99  15.0 |  11k   20k|1.62 1.59 0.91|1.0   0 126|   0     0 |   0     0 | 18  297    5   40    0
Sep 16 10:48:01 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:48:01| 17   2  79   0   0|4416M  232M  171M 2962M|6214B 2676B|   0  2988k|   0  12.0 |1560  2405 |1.62 1.59 0.91|  0   0 3.0|   0     0 |   0     0 | 18  298    5   40    0
Sep 16 10:48:02 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:48:02| 11   1  86   0   0|4416M  232M  171M 2962M|  15k 4749B|  92k  412k|7.00  40.0 |1641  2643 |1.62 1.59 0.91|2.0   0   0|   0     0 |   0     0 | 18  299    5   40    0
Sep 16 10:48:03 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:48:03| 18   2  79   1   0|4426M  221M  171M 2963M|  19k   11k| 597k 1217k|38.0  51.1 |1772  2874 |1.57 1.58 0.91|  0   0 2.0|   0     0 |   0     0 | 18  299    5   34    0
Sep 16 10:48:04 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:48:04| 14   1  82   1   0|4428M  218M  171M 2964M|  24k   13k| 521k 2089k|53.1  94.2 |1711  2908 |1.57 1.58 0.91|1.0   0   0|   0     0 |   0     0 | 18  299    5   34    0
Sep 16 10:48:05 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:48:05| 18   1  79   0   0|4444M  201M  171M 2965M|  18k 9171B| 786k  810k|36.9  31.9 |1422  2154 |1.57 1.58 0.91|2.0   0   0|   0     0 |   0     0 | 18  299    4   34    0
Sep 16 10:48:06 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:48:06| 15   1  82   0   0|4447M  198M  171M 2965M|  21k   11k| 404k 1055k|30.0  37.0 |1430  2239 |1.57 1.58 0.91|1.0   0   0|   0     0 |   0     0 | 18  299    4   34    0
