Feb 16 18:11:12 np0000000000 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 16 18:11:12 np0000000000 dstat.sh[59187]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 16 18:11:12 np0000000000 dstat.sh[59187]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 16 18:14:30 np0000000000 dstat.sh[59187]: 16-02 18:14:30| 44   8  36   9   0|1745M  649M  175M 5174M|4960B 1620B|   0    56M|   0  3848 |  16k   29k|2.14 1.58 0.85|2.0 1.0 171|   0     0 |           | 11   38    0   22    0
Feb 16 18:14:31 np0000000000 dstat.sh[59187]: 16-02 18:14:31| 24   9  46  15   0|1743M  641M  175M 5184M|4557B 1619B|   0    97M|   0  6800 |  25k   50k|2.12 1.59 0.86|1.0 2.0 214|   0     0 |           | 11   38    0   22    0
Feb 16 18:14:32 np0000000000 dstat.sh[59187]: 16-02 18:14:32| 22   9  48  17   0|1741M  635M  176M 5191M|4791B 1617B|   0    85M|   0  6468 |  23k   45k|2.12 1.59 0.86|4.0 1.0 144|   0     0 |           | 11   38    0   22    0
Feb 16 18:14:33 np0000000000 dstat.sh[59187]: 16-02 18:14:33| 39  12  31  16   0|1678M  688M  176M 5200M|5148B 1462B|   0    78M|   0  5818 |  21k   42k|2.12 1.59 0.86|1.0 1.0 239|   0     0 |           | 11   36    0   22    0
Feb 16 18:14:34 np0000000000 dstat.sh[59187]: 16-02 18:14:34| 45  11  29  12   0|1743M  614M  176M 5211M|5460B 1620B|   0    76M|   0  5252 |  18k   37k|2.12 1.59 0.86|4.0 1.0  95|   0     0 |           | 11   36    0   22    0
Feb 16 18:14:35 np0000000000 dstat.sh[59187]: 16-02 18:14:35| 41   9  31  16   0|1762M  584M  176M 5220M|5692B 1618B|   0    69M|   0  5168 |  19k   41k|2.12 1.59 0.86|5.0   0  31|   0     0 |           | 11   38    0   23    0
Feb 16 18:14:36 np0000000000 dstat.sh[59187]: 16-02 18:14:36| 22  10  49  16   0|1690M  653M  176M 5222M|5703B 1621B|   0    53M|   0  4236 |  17k   33k|2.19 1.61 0.87|  0 1.0 153|   0     0 |           | 11   36    0   23    0
Feb 16 18:14:37 np0000000000 dstat.sh[59187]: 16-02 18:14:37| 34  10  50   5   0|1432M  911M  176M 5223M|5487B 1620B|   0    37M|   0  2488 |  10k   18k|2.19 1.61 0.87|1.0   0 146|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:38 np0000000000 dstat.sh[59187]: 16-02 18:14:38| 17  10  72   0   0|1461M  881M  176M 5223M|5371B 1616B|   0   874k|   0  47.9 |3188  2332 |2.19 1.61 0.87|1.0   0 131|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:39 np0000000000 dstat.sh[59187]: 16-02 18:14:39| 23   3  73   0   0|1513M  830M  176M 5223M|5242B 1619B|   0   695k|   0  40.0 |1954  1506 |2.19 1.61 0.87|2.0   0   0|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:40 np0000000000 dstat.sh[59187]: 16-02 18:14:40| 25   3  72   1   0|1518M  825M  176M 5223M|4951B 1622B|   0  5382k|   0   313 |2793  3004 |2.19 1.61 0.87|2.0   0 2.0|   0     0 |           | 11   34    0   22    0
Feb 16 18:14:41 np0000000000 dstat.sh[59187]: 16-02 18:14:41| 20   6  73   0   0|1412M  930M  176M 5223M|4396B 1457B|   0    76k|   0  6.00 |2180  1525 |2.10 1.60 0.87|1.0   0  28|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:42 np0000000000 dstat.sh[59187]: 16-02 18:14:42| 21   4  74   0   0|1474M  868M  176M 5223M|4862B 1621B|   0    44k|   0  5.00 |1792  1261 |2.10 1.60 0.87|2.0   0 2.0|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:43 np0000000000 dstat.sh[59187]: 16-02 18:14:43| 17  16  65   0   0|1387M  955M  176M 5223M|5115B 1619B|   0   648k|   0  57.0 |4088  3336 |2.10 1.60 0.87|2.0   0 242|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:44 np0000000000 dstat.sh[59187]: 16-02 18:14:44| 13  43  43   0   0|1385M  958M  176M 5223M|4507B 1622B|   0   192k|   0  20.0 |7547  6826 |2.10 1.60 0.87|2.0   0 980|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:45 np0000000000 dstat.sh[59187]: 16-02 18:14:45|  7  23  67   0   0|1379M  964M  176M 5223M|4445B 1618B|   0   252k|   0  17.0 |4897  3149 |2.10 1.60 0.87|2.0   0 291|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:46 np0000000000 dstat.sh[59187]: 16-02 18:14:46|  8  23  68   0   0|1371M  971M  176M 5223M|4692B 1621B|   0    16k|   0  4.00 |5127  3364 |2.01 1.59 0.87|1.0   0 297|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:47 np0000000000 dstat.sh[59187]: 16-02 18:14:47|  8  19  71   0   0|1370M  972M  176M 5224M|4744B 1621B|   0     0 |   0     0 |4815  3271 |2.01 1.59 0.87|1.0   0 246|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:48 np0000000000 dstat.sh[59187]: 16-02 18:14:48|  9  21  67   0   0|1376M  966M  176M 5224M|4415B 1458B|   0    32k|   0  8.00 |5120  3484 |2.01 1.59 0.87|1.0   0 269|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:49 np0000000000 dstat.sh[59187]: 16-02 18:14:49| 13  19  66   0   0|1371M  971M  176M 5224M|4251B 1617B|   0    20k|   0  4.99 |5508  5135 |2.01 1.59 0.87|2.0   0 235|   0     0 |           | 11   32    0   22    0
Feb 16 18:14:50 np0000000000 dstat.sh[59187]: 16-02 18:14:50| 34  15  50   0   0|1426M  916M  176M 5224M|6028B 1711B|   0   176k|   0  3.99 |5033  4990 |2.01 1.59 0.87|3.0   0 193|   0     0 |           | 11   33    0   22    0
Feb 16 18:14:51 np0000000000 dstat.sh[59187]: 16-02 18:14:51| 43   8  49   0   0|1538M  803M  176M 5224M|6254B 1621B|   0   448k|   0  4.00 |2851  1476 |2.01 1.60 0.88|3.0   0   0|   0     0 |           | 11   33    0   22    0
Feb 16 18:14:52 np0000000000 dstat.sh[59187]: 16-02 18:14:52| 45   6  48   0   0|1589M  752M  176M 5225M|5516B 1619B| 104k  604k|1.00  54.0 |3818  3041 |2.01 1.60 0.88|5.0   0  19|   0     0 |           | 11   49    0   22    0
Feb 16 18:14:53 np0000000000 dstat.sh[59187]: 16-02 18:14:53| 31  13  54   0   0|1611M  726M  176M 5228M|5558B 1626B|   0  1618k|   0   116 |6764    11k|2.01 1.60 0.88|2.0   0 196|   0     0 |           | 11   48    0   22    0
Feb 16 18:14:54 np0000000000 dstat.sh[59187]: 16-02 18:14:54| 18  17  64   0   0|1617M  720M  176M 5228M|4725B 1615B|   0   219k|   0  15.0 |6446  7882 |2.01 1.60 0.88|3.0   0 288|   0     0 |           | 11   48    0   22    0
Feb 16 18:14:55 np0000000000 dstat.sh[59187]: 16-02 18:14:55|  1   1  97   0   0|1618M  720M  176M 5228M|4805B 1622B|   0   116k|   0  10.0 | 849  1168 |2.01 1.60 0.88|1.0   0  13|   0     0 |           | 11   48    0   22    0
Feb 16 18:14:56 np0000000000 dstat.sh[59187]: 16-02 18:14:56|  1   1  97   0   0|1618M  720M  176M 5228M|4546B 1459B|   0   636k|   0  71.0 | 802   981 |1.85 1.57 0.87|1.0   0 3.0|   0     0 |           | 11   48    0   22    0
Feb 16 18:14:57 np0000000000 dstat.sh[59187]: 16-02 18:14:57|  1   0  98   0   0|1618M  720M  176M 5228M|5129B 1621B|   0     0 |   0     0 | 686   918 |1.85 1.57 0.87|1.0   0 3.0|   0     0 |           | 11   48    0   22    0
Feb 16 18:14:58 np0000000000 dstat.sh[59187]: 16-02 18:14:58|  1   0  99   0   0|1618M  720M  176M 5228M|5026B 1621B|   0     0 |   0     0 | 633   901 |1.85 1.57 0.87|1.0   0 1.0|   0     0 |           | 11   48    0   17    0
Feb 16 18:14:59 np0000000000 dstat.sh[59187]: 16-02 18:14:59| 11  12  75   0   0|1585M  752M  176M 5229M|4503B 1621B|   0     0 |   0     0 |4338  4697 |1.85 1.57 0.87|1.0   0 201|   0     0 |           | 11   48    0   17    0
Feb 16 18:15:00 np0000000000 dstat.sh[59187]: 16-02 18:15:00| 15  15  69   0   0|1612M  725M  176M 5228M|4922B 1621B|   0    96k|   0  5.00 |4783  5267 |1.85 1.57 0.87|1.0   0 210|   0     0 |           | 11   48    0   17    0
Feb 16 18:15:01 np0000000000 dstat.sh[59187]: 16-02 18:15:01| 11  22  66   0   0|1618M  719M  176M 5229M|5162B 1860B|   0  3200k|   0  21.0 |5658  4774 |1.78 1.56 0.88|1.0   0 333|   0     0 |           | 12   48    0   17    0
Feb 16 18:15:02 np0000000000 dstat.sh[59187]: 16-02 18:15:02| 19  16  64   0   0|1621M  716M  176M 5229M|4493B 1617B|   0   415k|   0  28.0 |5805  7723 |1.78 1.56 0.88|1.0   0 205|   0     0 |           | 12   64    0   15    0
Feb 16 18:15:03 np0000000000 dstat.sh[59187]: 16-02 18:15:03|  5   9  85   0   0|1618M  718M  176M 5229M|4358B 1459B|   0   580k|   0  36.0 |2898  2978 |1.78 1.56 0.88|1.0   0 161|   0     0 |           | 12   64    0   15    0
Feb 16 18:15:04 np0000000000 dstat.sh[59187]: 16-02 18:15:04| 16  17  64   0   0|1616M  721M  176M 5229M|4913B 1618B|   0   200k|   0  19.0 |5701  6455 |1.78 1.56 0.88|2.0   0 219|   0     0 |           | 14   64    0   15    0
Feb 16 18:15:05 np0000000000 dstat.sh[59187]: 16-02 18:15:05| 10  18  71   0   0|1613M  724M  176M 5229M|5955B 1624B|   0  4050k|   0   273 |5073  3901 |1.78 1.56 0.88|1.0   0 276|   0     0 |           | 14   66    0   15    0
Feb 16 18:15:06 np0000000000 dstat.sh[59187]: 16-02 18:15:06|  9  19  69   0   0|1615M  722M  176M 5229M|5936B 1745B|   0    32k|   0  7.99 |5376  3761 |1.72 1.55 0.88|2.0   0 301|   0     0 |           | 14   66    0   14    0
Feb 16 18:15:07 np0000000000 dstat.sh[59187]: 16-02 18:15:07| 15  18  65   0   0|1621M  716M  176M 5229M|6239B 1620B|   0    16k|   0  4.00 |6101  6205 |1.72 1.55 0.88|4.0   0 237|   0     0 |           | 14   66    0   14    0
Feb 16 18:15:08 np0000000000 dstat.sh[59187]: 16-02 18:15:08| 25  23  51   0   0|1667M  670M  176M 5229M|5467B 1617B|   0   128k|   0  7.99 |6183  5711 |1.72 1.55 0.88|2.0   0 363|   0     0 |           | 14   66    0   14    0
Feb 16 18:15:09 np0000000000 dstat.sh[59187]: 16-02 18:15:09| 29  25  45   0   0|1748M  589M  176M 5229M|4510B 1623B|   0   461k|   0  5.01 |5909  4250 |1.72 1.55 0.88|3.0   0 396|   0     0 |           | 14   66    0   14    0
Feb 16 18:15:10 np0000000000 dstat.sh[59187]: 16-02 18:15:10| 27  28  44   0   0|1892M  443M  176M 5230M|4442B 1621B|8195B   36k|1.00  6.00 |6529  7176 |1.72 1.55 0.88|2.0   0 431|   0     0 |           | 14   70    0   15    0
Feb 16 18:15:11 np0000000000 dstat.sh[59187]: 16-02 18:15:11| 32  23  42   0   0|1965M  370M  176M 5231M|4089B 1545B|   0    44k|   0  11.0 |6813  6826 |1.82 1.58 0.89|2.0   0 485|   0     0 |           | 14   70    0   15    0
Feb 16 18:15:12 np0000000000 dstat.sh[59187]: 16-02 18:15:12| 38  18  44   0   0|2027M  308M  176M 5231M|4686B 1622B|   0  4101B|   0  1.00 |5310  5747 |1.82 1.58 0.89|3.0   0 269|   0     0 |           | 14   70    0   15    0
Feb 16 18:15:13 np0000000000 dstat.sh[59187]: 16-02 18:15:13| 54  25  20   0   0|2150M  184M  176M 5231M|4870B 1618B|   0  1107k|   0  45.9 |6971  8277 |1.82 1.58 0.89|3.0   0 449|   0     0 |           | 14   70    0   15    0
Feb 16 18:15:14 np0000000000 dstat.sh[59187]: 16-02 18:15:14| 68  23   9   0   0|2166M  183M  173M 5220M|4858B 1619B|4094B 1243k|1.00  17.0 |5766  5869 |1.82 1.58 0.89|4.0   0 428|   0     0 |           | 14   70    0   15    0
Feb 16 18:15:15 np0000000000 dstat.sh[59187]: 16-02 18:15:15| 74  23   2   1   0|2317M  125M  168M 5133M|5227B 1622B| 753k  809k|84.1  45.1 |5975  9250 |1.82 1.58 0.89|4.0   0 361|   0     0 |           | 14   74    0   15    0
Feb 16 18:15:16 np0000000000 dstat.sh[59187]: 16-02 18:15:16| 63  28   5   3   0|2407M  160M  168M 5012M|4866B 1622B|5098k   31M| 228  2279 |  16k   27k|2.00 1.62 0.91|5.0 1.0 386|   0     0 |           | 14   76    0   15    0
Feb 16 18:15:17 np0000000000 dstat.sh[59187]: 16-02 18:15:17| 69  24   5   1   0|2576M  128M  167M 4880M|4617B 1619B|  92k   10M|7.00   843 |  11k   20k|2.00 1.62 0.91| 10   0 333|   0     0 |           | 14   78    0   17    0
Feb 16 18:15:18 np0000000000 dstat.sh[59187]: 16-02 18:15:18| 68  24   7   0   0|2644M  132M  167M 4809M|4874B 1619B| 536k 1427k|28.0  71.0 |8420    13k|2.00 1.62 0.91|4.0   0 395|   0     0 |           | 14   93    0   22    0
Feb 16 18:15:19 np0000000000 dstat.sh[59187]: 16-02 18:15:19| 44  27  28   0   0|2774M  141M  167M 4673M|4639B 1458B|   0  1072k|   0  63.0 |7387  9733 |2.00 1.62 0.91|5.0   0 438|   0     0 |           | 14   93    0   22    0
Feb 16 18:15:20 np0000000000 dstat.sh[59187]: 16-02 18:15:20| 38  20  40   0   0|2818M  164M  167M 4608M|4956B 1612B|   0  1135k|   0  52.7 |6259  6211 |2.00 1.62 0.91|3.0   0 298|   0     0 |           | 14   95    0   22    0
Feb 16 18:15:21 np0000000000 dstat.sh[59187]: 16-02 18:15:21| 53  16  30   1   0|2941M  170M  167M 4482M|4923B 1621B|1989k 6881k|75.1   368 |6342  8182 |2.00 1.62 0.91|3.0   0 136|   0     0 |           | 14   98    0   25    0
Feb 16 18:15:22 np0000000000 dstat.sh[59187]: 16-02 18:15:22| 31  12  55   0   0|3004M  172M  167M 4418M|4631B 1714B| 257k 1018k|21.1  68.2 |4274  3579 |2.00 1.62 0.91|2.0   0  99|   0     0 |           | 14  101    0   24    0
Feb 16 18:15:23 np0000000000 dstat.sh[59187]: 16-02 18:15:23|  8  20  70   0   0|3020M  156M  167M 4418M|5003B 1664B|   0   741k|   0  44.1 |5104  3627 |2.00 1.62 0.91|1.0   0 266|   0     0 |           | 14  101    0   24    0
Feb 16 18:15:24 np0000000000 dstat.sh[59187]: 16-02 18:15:24|  7  20  71   0   0|3025M  151M  167M 4418M|4496B 1619B|4093B   64k|1.00  7.99 |4911  3393 |2.00 1.62 0.91|2.0   0 237|   0     0 |           | 14  101    0   24    0
Feb 16 18:15:25 np0000000000 dstat.sh[59187]: 16-02 18:15:25|  7  20  70   0   0|3027M  149M  167M 4418M|4854B 1618B|   0   104k|   0  9.99 |5055  3426 |2.00 1.62 0.91|2.0   0 265|   0     0 |           | 14  101    0   24    0
Feb 16 18:15:26 np0000000000 dstat.sh[59187]: 16-02 18:15:26| 15  13  72   0   0|3061M  114M  167M 4418M|4460B 1459B| 772k  728k|34.0  5.00 |3243  2417 |1.92 1.61 0.91|2.0   0 125|   0     0 |           | 14  101    0   22    0
Feb 16 18:15:27 np0000000000 dstat.sh[59187]: 16-02 18:15:27| 18   3  78   0   0|3076M  164M  167M 4355M|  10k 7373B|8192B  116k|1.00  3.00 |2070  1697 |1.92 1.61 0.91|2.0   0 1.0|   0     0 |           | 14  104    0   22    0
Feb 16 18:15:28 np0000000000 dstat.sh[59187]: 16-02 18:15:28| 18   8  73   0   0|3093M  147M  167M 4355M|  21k   18k|8192B  348k|2.00  33.0 |3251  2940 |1.92 1.61 0.91|1.0   0  64|   0     0 |           | 14  107    0   24    0
Feb 16 18:15:29 np0000000000 dstat.sh[59187]: 16-02 18:15:29| 18   3  77   0   0|3141M  164M  167M 4292M|7202B 3997B|   0   100k|   0  13.0 |1847  1435 |1.92 1.61 0.91|2.0   0 1.0|   0     0 |           | 14  110    0   24    0
Feb 16 18:15:30 np0000000000 dstat.sh[59187]: 16-02 18:15:30| 21   3  75   1   0|3135M  170M  167M 4292M|8905B 5724B|   0  2903k|   0   172 |2773  3169 |1.92 1.61 0.91|5.0   0 2.0|   0     0 |           | 14  116    0   24    0
Feb 16 18:15:31 np0000000000 dstat.sh[59187]: 16-02 18:15:31| 31   9  58   1   0|3186M  179M  167M 4233M|5006B 1620B| 712k 2128k|37.0   240 |6287  8721 |2.00 1.64 0.92|4.0   0 6.0|   0     0 |           | 14  121    0   19    0
Feb 16 18:15:32 np0000000000 dstat.sh[59187]: 16-02 18:15:32| 25  10  62   1   0|3143M  223M  167M 4233M|6525B 2849B|   0    10M|   0   589 |4940  5627 |2.00 1.64 0.92|1.0   0 114|   0     0 |           | 14  124    0   20    0
Feb 16 18:15:33 np0000000000 dstat.sh[59187]: 16-02 18:15:33| 19   3  77   0   0|3189M  177M  167M 4233M|7834B 4005B|4099B  404k|1.00  28.0 |2056  1912 |2.00 1.64 0.92|3.0   0 2.0|   0     0 |           | 14  125    0   20    0
Feb 16 18:15:34 np0000000000 dstat.sh[59187]: 16-02 18:15:34| 18   3  77   0   0|3190M  175M  167M 4233M|  10k 7381B|   0   324k|   0  17.0 |2048  1869 |2.00 1.64 0.92|1.0   0   0|   0     0 |           | 14  125    0   20    0
Feb 16 18:15:35 np0000000000 dstat.sh[59187]: 16-02 18:15:35| 35   9  55   1   0|3202M  163M  167M 4233M|7576B 2881B| 168k 1257k|10.0   146 |6590    16k|2.00 1.64 0.92|4.0   0  55|   0     0 |           | 14  126    0   21    0
Feb 16 18:15:36 np0000000000 dstat.sh[59187]: 16-02 18:15:36| 40  12  46   1   0|3265M  163M  167M 4172M|5651B 1623B|   0    11M|   0   449 |3825  2416 |2.08 1.66 0.93|2.0   0  81|   0     0 |           | 14  126    0   21    0
Feb 16 18:15:37 np0000000000 dstat.sh[59187]: 16-02 18:15:37| 23   3  72   0   0|3270M  158M  167M 4172M|  27k   24k| 183k  419k|1.00  24.9 |2196  1633 |2.08 1.66 0.93|3.0   0 1.0|   0     0 |           | 14  126    0   22    0
Feb 16 18:15:38 np0000000000 dstat.sh[59187]: 16-02 18:15:38| 19   8  72   1   0|3277M  151M  167M 4172M|5277B 1621B|8199B 3959k|2.00   116 |2820  2396 |2.08 1.66 0.93|2.0   0  54|   0     0 |           | 14  126    0   22    0
Feb 16 18:15:39 np0000000000 dstat.sh[59187]: 16-02 18:15:39| 17   3  80   0   0|3264M  164M  167M 4172M|  27k   24k|   0   208k|   0  6.01 |2071  1629 |2.08 1.66 0.93|1.0   0  18|   0     0 |           | 14  126    0   23    0
Feb 16 18:15:40 np0000000000 dstat.sh[59187]: 16-02 18:15:40| 20   6  72   0   0|3319M  170M  167M 4112M|4991B 1617B|   0     0 |   0     0 |2241  1574 |2.08 1.66 0.93|1.0   0  33|   0     0 |           | 14  126    0   23    0
Feb 16 18:15:41 np0000000000 dstat.sh[59187]: 16-02 18:15:41| 20   5  74   0   0|3327M  162M  167M 4112M|  11k 8094B|  24k  656k|3.00  79.1 |6537    11k|2.08 1.66 0.94|2.0   0  31|   0     0 |           | 14  135    0   27    0
Feb 16 18:15:42 np0000000000 dstat.sh[59187]: 16-02 18:15:42| 17  10  71   0   0|3316M  173M  167M 4112M|5389B 2648B|   0  1424k|   0   103 |3494  3341 |2.08 1.66 0.94|2.0   0  82|   0     0 |           | 14  134    0   28    0
Feb 16 18:15:43 np0000000000 dstat.sh[59187]: 16-02 18:15:43| 18   2  79   0   0|3344M  145M  167M 4112M|  10k 7932B|4099B  200k|1.00  16.0 |1872  1587 |2.08 1.66 0.94|1.0   0 1.0|   0     0 |           | 14  135    0   28    0
Feb 16 18:15:44 np0000000000 dstat.sh[59187]: 16-02 18:15:44| 20   6  73   0   0|3346M  143M  167M 4112M|  20k   17k|   0   144k|   0  9.00 |2536  1943 |2.08 1.66 0.94|2.0   0  55|   0     0 |           | 14  134    0   29    0
Feb 16 18:15:45 np0000000000 dstat.sh[59187]: 16-02 18:15:45| 15   2  82   1   0|3361M  128M  167M 4112M|  11k 8272B|   0   152k|   0  12.0 |1661  1372 |2.08 1.66 0.94|3.0   0   0|   0     0 |           | 14  136    0   29    0
Feb 16 18:15:46 np0000000000 dstat.sh[59187]: 16-02 18:15:46| 27   6  65   1   0|3331M  158M  167M 4113M|5596B 2863B|   0  3856k|   0   386 |7719    12k|2.07 1.67 0.95|2.0   0  15|   0     0 |           | 14  137    0   31    0
Feb 16 18:15:47 np0000000000 dstat.sh[59187]: 16-02 18:15:47| 22   6  70   1   0|3373M  116M  167M 4113M|4722B 1614B|   0  4949k|   0   313 |3181  3520 |2.07 1.67 0.95|2.0   0  40|   0     0 |           | 14  137    0   31    0
Feb 16 18:15:48 np0000000000 dstat.sh[59187]: 16-02 18:15:48| 16   2  80   0   0|3346M  203M  167M 4054M|  14k   11k|  56k  488k|5.00  36.0 |2180  2155 |2.07 1.67 0.95|1.0   0 1.0|   0     0 |           | 14  138    0   31    0
Feb 16 18:15:49 np0000000000 dstat.sh[59187]: 16-02 18:15:49| 23   4  71   1   0|3344M  205M  167M 4054M|5124B 1722B| 180k 1123k|12.0   114 |5124  7675 |2.07 1.67 0.95|3.0   0   0|   0     0 |           | 14  140    0   31    0
Feb 16 18:15:50 np0000000000 dstat.sh[59187]: 16-02 18:15:50| 30   8  59   0   0|3302M  247M  167M 4054M|5693B 2646B|   0  1372k|   0   123 |8422    13k|2.07 1.67 0.95|3.0   0  69|   0     0 |           | 14  139    0   32    0
Feb 16 18:15:51 np0000000000 dstat.sh[59187]: 16-02 18:15:51| 19   3  78   0   0|3355M  194M  167M 4054M|7521B 7208B|   0   505k|   0  32.0 |1916  1690 |1.98 1.66 0.95|2.0   0   0|   0     0 |           | 14  142    0   32    0
Feb 16 18:15:52 np0000000000 dstat.sh[59187]: 16-02 18:15:52| 17   5  77   1   0|3333M  216M  167M 4054M|  12k 5664B|   0  1261k|   0   142 |3463  4208 |1.98 1.66 0.95|1.0   0  52|   0     0 |           | 14  141    0   33    0
Feb 16 18:15:53 np0000000000 dstat.sh[59187]: 16-02 18:15:53| 21   7  71   0   0|3379M  170M  167M 4054M|4502B 1615B|   0   566k|   0  30.9 |2707  2273 |1.98 1.66 0.95|1.0   0  96|   0     0 |           | 14  141    0   33    0
Feb 16 18:15:54 np0000000000 dstat.sh[59187]: 16-02 18:15:54| 12   2  85   0   0|3376M  173M  167M 4054M|  16k   13k|   0   520k|   0  31.0 |1932  1880 |1.98 1.66 0.95|2.0   0   0|   0     0 |           | 14  142    0   33    0
Feb 16 18:15:55 np0000000000 dstat.sh[59187]: 16-02 18:15:55| 22   6  70   1   0|3373M  176M  167M 4054M|4687B 1621B|  16k 1200k|1.00   131 |5739  8025 |1.98 1.66 0.95|2.0   0   0|   0     0 |           | 14  142    0   33    0
Feb 16 18:15:56 np0000000000 dstat.sh[59187]: 16-02 18:15:56| 40  14  45   1   0|3331M  218M  167M 4055M|6257B 3288B|  40k 2092k|4.01   185 |  13k   20k|2.07 1.68 0.96|2.0   0 229|   0     0 |           | 14  143    0   34    0
Feb 16 18:15:57 np0000000000 dstat.sh[59187]: 16-02 18:15:57| 24   6  68   0   0|3390M  158M  167M 4055M|4526B 1955B|  16k 1642k|1.00   119 |3601  4160 |2.07 1.68 0.96|2.0   0  61|   0     0 |           | 14  143    0   34    0
Feb 16 18:15:58 np0000000000 dstat.sh[59187]: 16-02 18:15:58| 15   7  77   0   0|3376M  172M  167M 4055M|  12k 9139B|   0   533k|   0  33.1 |2991  2502 |2.07 1.68 0.96|1.0   0  84|   0     0 |           | 14  143    0   35    2
Feb 16 18:15:59 np0000000000 dstat.sh[59187]: 16-02 18:15:59| 10  20  68   1   0|3367M  181M  167M 4055M|4806B 1622B|4101B 3108k|1.00   187 |6360  5571 |2.07 1.68 0.96|2.0   0 401|   0     0 |           | 14  143    0   35    2
Feb 16 18:16:00 np0000000000 dstat.sh[59187]: 16-02 18:16:00| 17  16  65   0   0|3346M  202M  167M 4055M|4567B 1612B|   0   167k|   0  12.9 |6418  8310 |2.07 1.68 0.96|2.0   0 286|   0     0 |           | 14  143    0   35    2
Feb 16 18:16:01 np0000000000 dstat.sh[59187]: 16-02 18:16:01| 29  22  47   0   0|3375M  173M  167M 4055M|4243B 1623B|   0   196k|   0  16.0 |6401  5407 |2.14 1.70 0.97|3.0   0 468|   0     0 |           | 14  143    0   35    2
Feb 16 18:16:02 np0000000000 dstat.sh[59187]: 16-02 18:16:02| 32  21  45   0   0|3411M  136M  167M 4056M|4216B 1696B|  76k  943k|6.02  87.3 |7994    11k|2.14 1.70 0.97|1.0   0 427|   0     0 |           | 14  149    0   35    2
Feb 16 18:16:03 np0000000000 dstat.sh[59187]: 16-02 18:16:03| 45  21  33   0   0|3490M  174M  167M 3942M|4730B 1611B|  88k  990k|5.97  41.8 |6573  8105 |2.14 1.70 0.97|7.0   0 444|   0     0 |           | 16  149    0   35    2
Feb 16 18:16:04 np0000000000 dstat.sh[59187]: 16-02 18:16:04| 57  26  17   0   0|3635M  118M  166M 3855M|4479B 1624B|  28k 4916k|5.01   283 |7611    12k|2.14 1.70 0.97|5.0   0 457|   0     0 |           | 16  155    0   35    2
Feb 16 18:16:05 np0000000000 dstat.sh[59187]: 16-02 18:16:05| 44  21  34   0   0|3693M  157M  166M 3759M|6037B 1462B|  32k  393k|3.01  24.1 |8443    13k|2.14 1.70 0.97|2.0   0 360|   0     0 |           | 16  171    0   35    2
Feb 16 18:16:06 np0000000000 dstat.sh[59187]: 16-02 18:16:06| 35  24  41   0   0|3757M  136M  166M 3716M|6121B 1620B|4096B  628k|1.00  17.0 |7269  5842 |2.13 1.71 0.97|2.0   0 596|   0     0 |           | 16  171    0   35    2
Feb 16 18:16:07 np0000000000 dstat.sh[59187]: 16-02 18:16:07| 19  18  62   0   0|3771M  172M  166M 3666M|5860B 1704B|   0  9918k|   0   733 |7511  8278 |2.13 1.71 0.97|2.0   0 341|   0     0 |           | 17  171    0   35    2
Feb 16 18:16:08 np0000000000 dstat.sh[59187]: 16-02 18:16:08| 29  22  49   0   0|3822M  174M  166M 3615M|4643B 1622B|  12k  517k|3.00  37.1 |6529  5876 |2.13 1.71 0.97|2.0   0 480|   0     0 |           | 17  175    0   35    0
Feb 16 18:16:09 np0000000000 dstat.sh[59187]: 16-02 18:16:09| 38  19  41   0   0|3882M  167M  166M 3563M|4608B 1616B|8171B  379k|1.99  31.9 |6752  8805 |2.13 1.71 0.97|3.0   0 315|   0     0 |           | 17  181    0   35    0
Feb 16 18:16:10 np0000000000 dstat.sh[59187]: 16-02 18:16:10| 34  28  37   0   0|4000M  141M  166M 3474M|4761B 1698B| 157k  579k|5.02  36.2 |8150    11k|2.13 1.71 0.97|4.0   0 641|   0     0 |           | 17  187    0   35    0
Feb 16 18:16:11 np0000000000 dstat.sh[59187]: 16-02 18:16:11| 31  26  42   0   0|4086M  136M  166M 3395M|4742B 1621B|  12k  548k|3.00  37.0 |8324    11k|2.20 1.73 0.99|2.0   0 609|   0     0 |           | 17  193    0   35    0
