May 25 16:01:08 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 25 16:01:08 ubuntu dstat.sh[65944]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 25 16:01:08 ubuntu dstat.sh[65944]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 25 16:05:52 ubuntu dstat.sh[65944]: 25-05 16:05:52| 22   4  73   0   0|3254M  132M  169M 4202M|4637B 1532B|   0   180k|   0  10.0 |1858  1325 |2.12 1.74 1.01|1.0   0 3.0|   0     0 |           | 14  126    1   25    0
May 25 16:05:53 ubuntu dstat.sh[65944]: 25-05 16:05:53| 16   4  78   1   0|3259M  127M  169M 4203M|  11k 8201B|  32k 1308k|2.01   193 |3772  5325 |2.12 1.74 1.01|1.0   0 1.0|   0     0 |           | 14  128    1   25    0
May 25 16:05:54 ubuntu dstat.sh[65944]: 25-05 16:05:54| 24   7  66   1   0|3191M  195M  169M 4203M|6158B 2801B|   0  6803k|   0   476 |6587  9608 |2.11 1.74 1.01|1.0   0  53|   0     0 |           | 14  127    1   27    0
May 25 16:05:55 ubuntu dstat.sh[65944]: 25-05 16:05:55| 22   3  73   0   0|3260M  126M  169M 4203M|5136B 1678B|   0   420k|   0  22.0 |1956  1503 |2.11 1.74 1.01|  0   0 1.0|   0     0 |           | 14  127    2   27    0
May 25 16:05:56 ubuntu dstat.sh[65944]: 25-05 16:05:56| 16   3  80   0   0|3263M  123M  169M 4203M|  15k   11k|  16k 1147k|1.00  72.9 |2887  3234 |2.11 1.74 1.01|2.0   0   0|   0     0 |           | 14  128    1   27    0
May 25 16:05:57 ubuntu dstat.sh[65944]: 25-05 16:05:57| 30   8  59   1   0|3265M  183M  169M 4142M|5226B 1614B|  28k 1321k|3.01   156 |6501    18k|2.11 1.74 1.01|2.0   0  36|   0     0 |           | 14  128    1   28    0
May 25 16:05:58 ubuntu dstat.sh[65944]: 25-05 16:05:58| 28   7  63   0   0|3231M  217M  169M 4142M|5824B 2371B|   0   897k|   0  87.7 |4574  5718 |2.11 1.74 1.01|1.0   0  78|   0     0 |           | 14  129    1   29    0
May 25 16:05:59 ubuntu dstat.sh[65944]: 25-05 16:05:59| 19   3  78   1   0|3263M  186M  169M 4142M|  11k 9060B|   0   432k|   0  25.0 |1955  1574 |2.02 1.73 1.01|  0   0   0|   0     0 |           | 14  130    1   29    0
May 25 16:06:00 ubuntu dstat.sh[65944]: 25-05 16:06:00| 17   8  73   1   0|3266M  182M  169M 4142M|8411B 3859B|   0  4387k|   0   304 |4369  5350 |2.02 1.73 1.01|1.0   0 148|   0     0 |           | 14  131    1   29    0
May 25 16:06:01 ubuntu dstat.sh[65944]: 25-05 16:06:01| 20   2  77   0   0|3309M  139M  169M 4142M|  10k 7308B|4083B  120k|1.00  13.0 |1960  1603 |2.02 1.73 1.01|1.0   0   0|   0     0 |           | 14  132    1   29    0
May 25 16:06:02 ubuntu dstat.sh[65944]: 25-05 16:06:02| 18   3  77   0   0|3306M  142M  169M 4142M|  11k 7547B|   0   634k|   0   103 |3272  3898 |2.02 1.73 1.01|1.0   0   0|   0     0 |           | 14  132    1   29    0
May 25 16:06:03 ubuntu dstat.sh[65944]: 25-05 16:06:03| 28   8  61   1   0|3300M  148M  169M 4142M|5166B 1622B| 188k 5915k|14.0   411 |8054    12k|2.02 1.73 1.01|7.0   0 2.0|   0     0 |           | 14  134    1   29    0
May 25 16:06:04 ubuntu dstat.sh[65944]: 25-05 16:06:04| 38  14  45   1   0|3284M  163M  169M 4143M|7355B 3468B| 383k 2201k|65.8   196 |  12k   18k|2.02 1.73 1.02|1.0   0 287|   0     0 |           | 14  133    1   30    0
May 25 16:06:05 ubuntu dstat.sh[65944]: 25-05 16:06:05| 19   3  77   0   0|3305M  195M  169M 4091M|7186B 4114B|   0   416k|   0  19.0 |1761  1398 |2.02 1.73 1.02|  0   0 1.0|   0     0 |           | 14  134    1   30    0
May 25 16:06:06 ubuntu dstat.sh[65944]: 25-05 16:06:06| 18   9  72   0   0|3235M  265M  169M 4091M|  11k 6707B|   0   525k|   0  31.1 |3743  3069 |2.02 1.73 1.02|1.0   0 152|   0     0 |           | 14  133    1   31    0
May 25 16:06:07 ubuntu dstat.sh[65944]: 25-05 16:06:07|  9  20  69   0   0|3212M  288M  169M 4091M|5128B 1620B|   0   396k|   0  26.0 |5920  4601 |2.02 1.73 1.02|4.0   0 384|   0     0 |           | 14  133    1   31    0
May 25 16:06:08 ubuntu dstat.sh[65944]: 25-05 16:06:08| 18  15  66   0   0|3229M  271M  169M 4091M|6167B 1566B|8193B  892k|2.00  31.0 |6555  8089 |2.02 1.73 1.02|  0   0 234|   0     0 |           | 14  133    1   31    0
May 25 16:06:09 ubuntu dstat.sh[65944]: 25-05 16:06:09| 29  23  47   0   0|3280M  220M  169M 4091M|5668B 1511B|   0  1095k|   0  69.0 |6468  5283 |1.94 1.72 1.02|2.0   0 457|   0     0 |           | 14  133    1   31    0
May 25 16:06:10 ubuntu dstat.sh[65944]: 25-05 16:06:10| 33  21  45   0   0|3331M  169M  169M 4092M|4488B 1637B|  84k  324k|6.00  24.0 |7106  8247 |1.94 1.72 1.02|3.0   0 372|   0     0 |           | 14  139    1   31    0
May 25 16:06:11 ubuntu dstat.sh[65944]: 25-05 16:06:11| 40  21  37   0   0|3400M  131M  169M 4061M|4913B 1505B| 100k  601k|6.97  42.8 |7365  9360 |1.94 1.72 1.02|5.0   0 386|   0     0 |           | 16  139    1   31    0
May 25 16:06:12 ubuntu dstat.sh[65944]: 25-05 16:06:12| 54  29  16   0   0|3540M  140M  169M 3913M|4813B 1575B|  16k  615k|3.02  52.3 |8363    11k|1.94 1.72 1.02|4.0   0 547|   0     0 |           | 16  145    1   31    0
May 25 16:06:13 ubuntu dstat.sh[65944]: 25-05 16:06:13| 55  20  24   0   0|3620M  159M  169M 3816M|4407B 1510B|  24k 7712k|2.00   611 |9240    15k|1.94 1.72 1.02|4.0   0 264|   0     0 |           | 16  161    1   31    0
May 25 16:06:14 ubuntu dstat.sh[65944]: 25-05 16:06:14| 35  23  41   0   0|3692M  132M  169M 3772M|3976B 1547B| 104k  584k|3.00  13.0 |  14k 5726 |2.26 1.79 1.04|2.0   0 574|   0     0 |           | 16  163    1   31    0
May 25 16:06:15 ubuntu dstat.sh[65944]: 25-05 16:06:15| 24  24  52   0   0|3723M  152M  169M 3722M|4446B 1622B|   0   385k|   0  24.0 |6917  7003 |2.26 1.79 1.04|1.0   0 423|   0     0 |           | 17  163    1   31    0
May 25 16:06:16 ubuntu dstat.sh[65944]: 25-05 16:06:16| 24  16  59   0   0|3747M  128M  169M 3721M|5245B 1455B|4088B  256k|1.00  19.0 |5901  6400 |2.26 1.79 1.04|2.0   0 240|   0     0 |           | 17  163    0   31    0
May 25 16:06:17 ubuntu dstat.sh[65944]: 25-05 16:06:17| 29  25  44   0   0|3800M  130M  169M 3668M|5080B 1634B|   0   423k|   0  33.0 |6629  5654 |2.26 1.79 1.04|3.0   0 475|   0     0 |           | 17  163    0   31    0
May 25 16:06:18 ubuntu dstat.sh[65944]: 25-05 16:06:18| 34  17  48   0   0|3845M  133M  169M 3620M|4666B 1517B|  32k  160k|2.01  3.01 |6445  8871 |2.26 1.79 1.04|4.0   0 274|   0     0 |           | 17  169    0   31    0
May 25 16:06:19 ubuntu dstat.sh[65944]: 25-05 16:06:19| 37  28  33   0   0|3951M  163M  169M 3488M|5261B 1614B|  20k  395k|1.99  23.9 |8996    13k|2.32 1.81 1.05|3.0   0 674|   0     0 |           | 17  175    0   31    0
May 25 16:06:20 ubuntu dstat.sh[65944]: 25-05 16:06:20| 27  25  46   1   0|4020M  160M  169M 3423M|5082B 1624B|  12k  778k|3.01  55.2 |  10k   14k|2.32 1.81 1.05|1.0   0 589|   0     0 |           | 17  187    0   31    0
May 25 16:06:21 ubuntu dstat.sh[65944]: 25-05 16:06:21| 16  18  64   0   0|4048M  132M  169M 3424M|4833B 1622B|   0   693k|   0  42.1 |6720  9000 |2.32 1.81 1.05|1.0   0 344|   0     0 |           | 17  189    0   29    0
May 25 16:06:22 ubuntu dstat.sh[65944]: 25-05 16:06:22| 33  12  53   0   0|4123M  138M  169M 3344M|5217B 1712B| 371k  316k|6.99  21.0 |3997  3064 |2.32 1.81 1.05|2.0   0 117|   0     0 |           | 17  189    0   29    0
May 25 16:06:23 ubuntu dstat.sh[65944]: 25-05 16:06:23| 46   9  44   0   0|4228M  122M  169M 3256M|4609B 1616B| 475k 4641k|12.0   140 |3380  2180 |2.32 1.81 1.05|4.0   0  16|   0     0 |           | 17  205    0   29    0
May 25 16:06:24 ubuntu dstat.sh[65944]: 25-05 16:06:24| 36   6  57   0   0|4178M  270M  169M 3162M|4842B 1571B|  60k  409k|6.02  30.1 |3105  2484 |2.22 1.80 1.05|2.0   0  16|   0     0 |           | 17  210    0   29    0
May 25 16:06:25 ubuntu dstat.sh[65944]: 25-05 16:06:25| 31  25  43   0   0|4248M  198M  169M 3163M|4500B 1710B| 940k  528k|12.0  32.0 |7007  6650 |2.22 1.80 1.05|2.0   0 579|   0     0 |           | 17  211    0   29    0
May 25 16:06:26 ubuntu dstat.sh[65944]: 25-05 16:06:26| 35  24  39   0   0|4264M  181M  169M 3165M|  13k   10k| 937k  652k|21.0  42.0 |7487  8910 |2.22 1.80 1.05|2.0   0 445|   0     0 |           | 17  213    0   29    1
May 25 16:06:27 ubuntu dstat.sh[65944]: 25-05 16:06:27| 62  17  20   0   0|4342M  144M  169M 3125M|4951B 1574B| 140k 1161k|6.98  37.9 |6174  6814 |2.22 1.80 1.05|3.0   0 220|   0     0 |           | 17  218    0   30    0
May 25 16:06:28 ubuntu dstat.sh[65944]: 25-05 16:06:28| 64  13  21   0   0|4474M  130M  169M 3011M|  12k 9913B|1836k  736k|91.0  35.0 |4725  4091 |2.22 1.80 1.05|4.0   0  23|   0     0 |           | 17  229    0   30    0
May 25 16:06:29 ubuntu dstat.sh[65944]: 25-05 16:06:29| 62  12  20   5   0|4478M  160M  169M 2978M|7483B 4293B|6215k 2273k| 465   141 |6713  9479 |2.28 1.82 1.06|2.0   0  92|   0     0 |           | 17  229    0   25    0
May 25 16:06:30 ubuntu dstat.sh[65944]: 25-05 16:06:30| 35  25  39   0   0|4507M  170M  169M 2939M|  10k 7224B|   0   436k|   0  24.0 |7269  7396 |2.28 1.82 1.06|2.0   0 530|   0     0 |           | 17  232    0   25    0
May 25 16:06:31 ubuntu dstat.sh[65944]: 25-05 16:06:31| 38  18  43   0   0|4468M  208M  169M 2940M|  10k 6766B| 120k 8683k|6.00  58.0 |7645    10k|2.28 1.82 1.06|4.0   0 257|   0     0 |           | 17  231    0   26    0
May 25 16:06:32 ubuntu dstat.sh[65944]: 25-05 16:06:32| 54  29  15   0   0|4600M  192M  169M 2827M|7162B 7044B|8135B  334k|1.99  22.8 |7033  7362 |2.28 1.82 1.06|4.0   0 567|   0     0 |           | 17  232    0   26    0
May 25 16:06:33 ubuntu dstat.sh[65944]: 25-05 16:06:33| 59  19  21   1   0|4657M  133M  169M 2830M|  13k 6850B|1309k   16M|57.2  1102 |8792    14k|2.28 1.82 1.06|6.0   0 258|   0     0 |           | 17  235    0   27    0
May 25 16:06:34 ubuntu dstat.sh[65944]: 25-05 16:06:34| 57  27  16   0   0|4676M  140M  169M 2803M|4661B 1625B|  12k  646k|2.01  37.1 |7001  7260 |2.50 1.87 1.09|3.0   0 528|   0     0 |           | 17  239    0   27    0
May 25 16:06:35 ubuntu dstat.sh[65944]: 25-05 16:06:35| 49  20  30   1   0|4738M  142M  169M 2742M|  14k   11k| 744k 2989k|41.0   188 |9350    17k|2.50 1.87 1.09|4.0   0 270|   0     0 |           | 17  248    0   28    0
May 25 16:06:36 ubuntu dstat.sh[65944]: 25-05 16:06:36| 68  17  15   0   0|4809M  179M  169M 2636M|6513B 2496B|  72k  763k|4.99  43.9 |5205  4546 |2.50 1.87 1.09|5.0   0 143|   0     0 |           | 17  247    0   29    0
May 25 16:06:37 ubuntu dstat.sh[65944]: 25-05 16:06:37| 62  13  23   1   0|4914M  122M  169M 2589M|  17k   15k|2022k  893k|96.1  26.0 |7828    20k|2.50 1.87 1.09|5.0   0  22|   0     0 |           | 17  254    0   31    0
May 25 16:06:38 ubuntu dstat.sh[65944]: 25-05 16:06:38| 57  12  30   0   0|4910M  152M  169M 2563M|  10k 6612B|1256k  913k|34.9  88.7 |6573  7124 |2.50 1.87 1.09|3.0   0  26|   0     0 |           | 17  257    0   35    1
May 25 16:06:39 ubuntu dstat.sh[65944]: 25-05 16:06:39| 48  25  25   0   0|4916M  142M  169M 2567M|  10k 7406B|4016k 1628k|60.1  71.1 |7009  6898 |2.54 1.89 1.10|3.0   0 401|   0     0 |           | 17  258    0   36    0
May 25 16:06:40 ubuntu dstat.sh[65944]: 25-05 16:06:40| 49  29  21   0   0|4900M  159M  169M 2567M|  10k 6842B|1058k  441k|10.0  30.1 |7524  9123 |2.54 1.89 1.10|3.0   0 480|   0     0 |           | 17  257    0   37    0
May 25 16:06:41 ubuntu dstat.sh[65944]: 25-05 16:06:41| 61  20  17   0   0|4947M  135M  169M 2545M|  11k 7289B| 636k 1217k|14.9  58.6 |6018  6691 |2.54 1.89 1.10|9.0   0 214|   0     0 |           | 18  258    0   35    0
May 25 16:06:42 ubuntu dstat.sh[65944]: 25-05 16:06:42| 72  17  10   1   0|4997M  177M  169M 2455M|9539B 6699B|2994k  555k| 134  41.9 |5567  4422 |2.54 1.89 1.10|5.0   0  50|   0     0 |           | 18  260    0   36    0
May 25 16:06:43 ubuntu dstat.sh[65944]: 25-05 16:06:43| 84  12   5   1   0|5119M  140M  169M 2374M|5970B 3611B|1349k 1986k|58.4   106 |6675  6862 |2.54 1.89 1.10|5.0   0  16|   0     0 |           | 18  271    0   38    0
May 25 16:06:44 ubuntu dstat.sh[65944]: 25-05 16:06:44| 42  15  41   1   0|5082M  197M  169M 2354M|  14k   11k|1394k 4771k|37.1   211 |7222    11k|2.41 1.87 1.10|3.0   0 222|   0     0 |           | 18  270    0   40    0
May 25 16:06:45 ubuntu dstat.sh[65944]: 25-05 16:06:45| 42  10  46   0   0|5158M  145M  169M 2331M|  12k 3712B| 531k  670k|8.98  49.9 |4332  3948 |2.41 1.87 1.10|3.0   0  14|   0     0 |           | 18  275    0   38    0
May 25 16:06:46 ubuntu dstat.sh[65944]: 25-05 16:06:46| 36  15  49   0   0|5185M  125M  169M 2324M|  16M  135k|3100k  746k|35.1  53.1 |  10k 6527 |2.41 1.87 1.10|4.0   0 142|   0     0 |           | 18  276    0   39    0
May 25 16:06:47 ubuntu dstat.sh[65944]: 25-05 16:06:47| 56  15  28   0   0|5181M  129M  169M 2325M|4498B 1619B| 528k  536k|5.00  39.0 |4877  3382 |2.41 1.87 1.10|2.0   0 133|   0     0 |           | 18  276    0   39    0
May 25 16:06:48 ubuntu dstat.sh[65944]: 25-05 16:06:48| 31   4  63   0   0|5198M  142M  169M 2296M|  21k   18k|   0   888k|   0  65.0 |3613  3456 |2.41 1.87 1.10|4.0 1.0 3.0|   0     0 |           | 18  289    0   40    0
May 25 16:06:49 ubuntu dstat.sh[65944]: 25-05 16:06:49| 31   5  60   0   0|5211M  128M  169M 2297M| 307k   13M| 514k  781k|27.9  74.7 |5615  5583 |2.46 1.89 1.11|1.0   0 6.0|   0     0 |           | 18  286    0   42    0
May 25 16:06:50 ubuntu dstat.sh[65944]: 25-05 16:06:50| 32   6  62   0   0|5241M  130M  169M 2266M|7761k 3261k|  64k  688k|3.00  57.0 |  12k 7612 |2.46 1.89 1.11|2.0   0 2.0|   0     0 |           | 18  292    0   43    0
May 25 16:06:51 ubuntu dstat.sh[65944]: 25-05 16:06:51| 28  11  58   0   0|5121M  234M  169M 2282M|9023k  211k|  48k  969k|3.00  84.1 |  18k   15k|2.46 1.89 1.11|3.0   0 110|   0     0 |           | 18  288    0   47    0
May 25 16:06:52 ubuntu dstat.sh[65944]: 25-05 16:06:52|  9  21  67   0   0|5128M  227M  169M 2282M|4806B 1457B|  36k   25M|4.00  62.9 |5900  4643 |2.46 1.89 1.11|1.0   0 392|   0     0 |           | 18  288    0   47    0
May 25 16:06:53 ubuntu dstat.sh[65944]: 25-05 16:06:53| 23   4  72   0   0|5191M  163M  169M 2282M|4389B 1458B|   0   352k|   0  16.0 |2119  1698 |2.46 1.89 1.11|2.0   0   0|   0     0 |           | 18  288    0   47    0
May 25 16:06:54 ubuntu dstat.sh[65944]: 25-05 16:06:54| 12  17  70   1   0|5173M  181M  169M 2282M|4498B 1512B|   0    22M|   0  1541 |5318  3947 |2.34 1.88 1.10|1.0   0 216|   0     0 |           | 18  288    0   46    0
May 25 16:06:55 ubuntu dstat.sh[65944]: 25-05 16:06:55|  8  21  69   0   0|5169M  186M  169M 2282M|4521B 1569B|  16k  309k|2.00  34.1 |5726  4651 |2.34 1.88 1.10|1.0   0 291|   0     0 |           | 18  290    0   46    0
May 25 16:06:56 ubuntu dstat.sh[65944]: 25-05 16:06:56|  6  10  82   0   0|5166M  189M  169M 2282M|4526B 1454B|   0   618k|   0  50.9 |3629  3415 |2.34 1.88 1.10|  0   0 166|   0     0 |           | 18  292    0   46    0
May 25 16:06:57 ubuntu dstat.sh[65944]: 25-05 16:06:57| 17   7  76   0   0|5165M  189M  169M 2282M|4823B 1459B| 168k 2274k|8.01  24.0 |2836  9670 |2.34 1.88 1.10|2.0   0  45|   0     0 |           | 18  292    0   47    0
May 25 16:06:58 ubuntu dstat.sh[65944]: 25-05 16:06:58| 19   3  77   0   0|5200M  154M  169M 2283M|  10k 7238B|   0    76k|   0  6.01 |2008  1718 |2.34 1.88 1.10|2.0   0   0|   0     0 |           | 18  293    0   43    0
May 25 16:06:59 ubuntu dstat.sh[65944]: 25-05 16:06:59| 15  11  72   0   0|5167M  187M  169M 2283M|7542B 4785B|  72k   12M|6.00  12.0 |4199  3311 |2.24 1.86 1.10|1.0   0 141|   0     0 |           | 18  296    0   44    0
May 25 16:07:00 ubuntu dstat.sh[65944]: 25-05 16:07:00| 12  17  70   0   0|5126M  227M  169M 2283M|4827B 1503B|  16k  172k|1.00  13.0 |5524  4419 |2.24 1.86 1.10|1.0   0 229|   0     0 |           | 18  296    0   44    0
May 25 16:07:01 ubuntu dstat.sh[65944]: 25-05 16:07:01| 12  18  69   1   0|5123M  231M  169M 2283M|4955B 1458B|4096B 2956k|1.00   167 |5668  4752 |2.24 1.86 1.10|1.0   0 233|   0     0 |           | 18  300    0   44    0
May 25 16:07:02 ubuntu dstat.sh[65944]: 25-05 16:07:02| 22   4  73   0   0|5186M  168M  169M 2283M|5139B 1613B|   0    48k|   0  4.98 |2039  1591 |2.24 1.86 1.10|1.0   0 1.0|   0     0 |           | 18  300    0   43    0
May 25 16:07:03 ubuntu dstat.sh[65944]: 25-05 16:07:03| 22   4  72   0   0|5232M  153M  169M 2253M|4619B 1620B| 292k 8190B|6.00  1.00 |2062  1572 |2.24 1.86 1.10|1.0   0 2.0|   0     0 |           | 18  300    0   43    0
May 25 16:07:04 ubuntu dstat.sh[65944]: 25-05 16:07:04| 24   3  72   1   0|5138M  247M  169M 2253M|4865B 1692B|  96k  597k|5.01  47.0 |2636  2426 |2.14 1.85 1.10|1.0   0 7.0|   0     0 |           | 18  300    0   43    0
May 25 16:07:05 ubuntu dstat.sh[65944]: 25-05 16:07:05| 23   4  72   0   0|5173M  212M  169M 2253M|4708B 1511B|  24k  236k|4.00  25.0 |2459  2375 |2.14 1.85 1.10|2.0   0 1.0|   0     0 |           | 18  300    0   43    0
May 25 16:07:06 ubuntu dstat.sh[65944]: 25-05 16:07:06| 16   4  79   0   0|5197M  187M  169M 2253M|  14k   10k|   0   292k|   0  23.0 |2312  2110 |2.14 1.85 1.10|  0   0 3.0|   0     0 |           | 18  303    0   43    0
May 25 16:07:07 ubuntu dstat.sh[65944]: 25-05 16:07:07| 18   3  79   0   0|5128M  257M  169M 2253M|  15k   11k|   0     0 |   0     0 |2376  2080 |2.14 1.85 1.10|1.0   0  16|   0     0 |           | 18  300    0   44    0
May 25 16:07:08 ubuntu dstat.sh[65944]: 25-05 16:07:08| 22   4  72   0   0|5156M  229M  169M 2253M|6180B 1620B|   0    72k|   0  5.00 |2091  1663 |2.14 1.85 1.10|1.0   0   0|   0     0 |           | 18  300    0   44    0
May 25 16:07:09 ubuntu dstat.sh[65944]: 25-05 16:07:09| 20   9  70   0   0|5131M  253M  169M 2254M|5657B 1625B| 389k  124k|4.01  20.1 |3506  2761 |2.05 1.84 1.10|1.0   0 115|   0     0 |           | 18  300    0   44    0
May 25 16:07:10 ubuntu dstat.sh[65944]: 25-05 16:07:10| 10  18  70   0   0|5121M  263M  169M 2254M|4487B 1615B|  96k  634k|6.98  13.0 |5812  4718 |2.05 1.84 1.10|1.0   0 379|   0     0 |           | 18  300    0   43    0
May 25 16:07:11 ubuntu dstat.sh[65944]: 25-05 16:07:11| 20   8  71   0   0|5146M  237M  169M 2254M|5008B 1708B|   0   718k|   0  51.1 |3418  3093 |2.05 1.84 1.10|1.0   0 106|   0     0 |           | 18  300    0   43    0
May 25 16:07:12 ubuntu dstat.sh[65944]: 25-05 16:07:12| 18   3  78   0   0|5158M  221M  170M 2259M|  11k 4616B|4087B 1133k|1.00  28.9 |2133  1955 |2.05 1.84 1.10|1.0   0  17|   0     0 |           | 18  300    0   43    0
May 25 16:07:13 ubuntu dstat.sh[65944]: 25-05 16:07:13| 25   4  69   0   0|5153M  224M  170M 2260M|4448B  918B|   0     0 |   0     0 |9888    18k|2.05 1.84 1.10|1.0   0 8.0|   0     0 |           | 18  300    0   43    0
May 25 16:07:14 ubuntu dstat.sh[65944]: 25-05 16:07:14| 18   4  77   0   0|5163M  213M  170M 2261M|  10k 4034B|  24k  756k|4.00  17.0 |2157  1808 |1.96 1.82 1.10|1.0   0 8.0|   0     0 |           | 18  301    0   43    0
May 25 16:07:15 ubuntu dstat.sh[65944]: 25-05 16:07:15| 22   7  69   0   0|5166M  210M  170M 2261M|4920B 1620B|   0   536k|   0  18.0 |  11k   19k|1.96 1.82 1.10|1.0   0  20|   0     0 |           | 18  301    0   43    0
May 25 16:07:16 ubuntu dstat.sh[65944]: 25-05 16:07:16| 16  12  72   1   0|5136M  245M  170M 2255M|4769B 1636B|   0  1031k|   0  32.1 |4249  3382 |1.96 1.82 1.10|4.0   0 201|   0     0 |           | 18  300    0   43    0
May 25 16:07:17 ubuntu dstat.sh[65944]: 25-05 16:07:17| 20   7  71   0   0|5160M  221M  170M 2255M|5097B 1616B|   0   136k|   0  16.0 |2644  2188 |1.96 1.82 1.10|1.0   0  68|   0     0 |           | 18  300    0   43    0
May 25 16:07:18 ubuntu dstat.sh[65944]: 25-05 16:07:18| 19   2  79   0   0|5173M  208M  170M 2256M|  12k   10k|   0     0 |   0     0 |2002  1585 |1.96 1.82 1.10|1.0   0   0|   0     0 |           | 18  301    0   44    0
May 25 16:07:19 ubuntu dstat.sh[65944]: 25-05 16:07:19| 18   9  72   0   0|5169M  212M  170M 2256M|7221B 3367B|  28k    0 |2.00     0 |3431  2854 |1.89 1.81 1.10|1.0   0 118|   0     0 |           | 18  300    0   46    0
May 25 16:07:20 ubuntu dstat.sh[65944]: 25-05 16:07:20| 19   3  76   0   0|5205M  176M  170M 2256M|  10k 7146B|  80k 3038k|2.99   455 |2388  2268 |1.89 1.81 1.10|1.0   0 1.0|   0     0 |           | 18  301    0   46    0
May 25 16:07:21 ubuntu dstat.sh[65944]: 25-05 16:07:21| 20   6  72   0   0|5210M  170M  170M 2256M|7963B 4432B|   0   420k|   0  32.0 |2894  2483 |1.89 1.81 1.10|2.0   0  70|   0     0 |           | 18  300    0   47    0
May 25 16:07:22 ubuntu dstat.sh[65944]: 25-05 16:07:22| 19   3  77   0   0|5242M  139M  170M 2256M|  10k 7427B|   0    32k|   0  4.00 |1944  1583 |1.89 1.81 1.10|2.0   0   0|   0     0 |           | 18  301    0   47    0
May 25 16:07:23 ubuntu dstat.sh[65944]: 25-05 16:07:23| 20   7  73   0   0|5215M  166M  170M 2256M|  12k 8995B|   0  4108B|   0  1.00 |2947  2373 |1.89 1.81 1.10|1.0   0  62|   0     0 |           | 18  300    0   48    0
May 25 16:07:24 ubuntu dstat.sh[65944]: 25-05 16:07:24| 21   2  75   0   0|5212M  169M  170M 2256M|  10k 7315B|   0  1353k|   0   101 |2239  1943 |1.81 1.79 1.10|5.0   0 1.0|   0     0 |           | 18  303    0   48    0
May 25 16:07:25 ubuntu dstat.sh[65944]: 25-05 16:07:25| 22   6  70   0   0|5150M  231M  170M 2256M|9509B 6126B|  12k  164k|1.00  15.0 |3061  3019 |1.81 1.79 1.10|1.0   0  36|   0     0 |           | 18  302    0   51    0
May 25 16:07:26 ubuntu dstat.sh[65944]: 25-05 16:07:26| 23   3  73   0   0|5185M  196M  170M 2256M|  10k 7335B|   0   416k|   0  44.0 |2877  2969 |1.81 1.79 1.10|1.0   0 2.0|   0     0 |           | 18  303    0   52    0
May 25 16:07:27 ubuntu dstat.sh[65944]: 25-05 16:07:27| 15   5  79   1   0|5159M  222M  170M 2256M|9658B 6850B|   0   384k|   0  37.0 |3088  3247 |1.81 1.79 1.10|1.0   0  47|   0     0 |           | 18  302    0   53    0
May 25 16:07:28 ubuntu dstat.sh[65944]: 25-05 16:07:28| 21   3  74   0   0|5170M  211M  170M 2256M|6046B 3584B|   0   192k|   0  12.0 |2092  1737 |1.81 1.79 1.10|  0   0   0|   0     0 |           | 18  303    0   53    0
May 25 16:07:29 ubuntu dstat.sh[65944]: 25-05 16:07:29| 18   5  77   0   0|5107M  273M  170M 2256M|  13k 9945B|   0   452k|   0  24.0 |2603  2257 |1.75 1.78 1.10|1.0   0  32|   0     0 |           | 18  302    0   56    0
May 25 16:07:30 ubuntu dstat.sh[65944]: 25-05 16:07:30| 21   3  75   0   0|5169M  211M  170M 2256M|6365B 3423B|  32k  212k|1.00  22.0 |2172  1982 |1.75 1.78 1.10|  0   0   0|   0     0 |           | 18  303    0   50    0
May 25 16:07:31 ubuntu dstat.sh[65944]: 25-05 16:07:31| 15   2  83   0   0|5172M  209M  170M 2256M|  14k   10k|   0   612k|   0  51.0 |2389  2797 |1.75 1.78 1.10|1.0   0   0|   0     0 |           | 18  302    0   51    0
May 25 16:07:32 ubuntu dstat.sh[65944]: 25-05 16:07:32|  6   9  83   1   0|5151M  229M  170M 2257M|  10k 4462B|1123k  236k| 251  13.0 |3522  3344 |1.75 1.78 1.10|  0   0 180|   0     0 |           | 18  304    0   51    0
May 25 16:07:33 ubuntu dstat.sh[65944]: 25-05 16:07:33|  4   8  87   0   0|5143M  236M  170M 2257M|  14k 3308B|   0   340k|   0  20.0 |2868  2579 |1.75 1.78 1.10|  0   0 125|   0     0 |           | 18  303    0   52    0
May 25 16:07:34 ubuntu dstat.sh[65944]: 25-05 16:07:34|  5   6  89   0   0|5132M  247M  170M 2257M|8663B 2839B|   0   108k|   0  6.02 |2324  2156 |1.61 1.75 1.09|1.0   0  90|   0     0 |           | 18  302    0   53    0
May 25 16:07:35 ubuntu dstat.sh[65944]: 25-05 16:07:35| 15   9  71   3   0|5158M  209M  170M 2270M|4675B 1618B|6701k  480k| 465  28.0 |4207  4253 |1.61 1.75 1.09|1.0   0 124|   0     0 |           | 18  302    0   47    0
